sl_100_5400_20310116 Coordinates.csv
2031/01/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:14 2024,
Start: 2031/01/16 07:47:00.00, Stop: 2031/01/16 09:17:00.00,
TIME_UNITS,STARLINK-5506 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-2282 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-1759 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6195.8462,-107.8049,-4984.6576,6629.2850,4146.6266,-5674.5802,3810.2689,-4276.6537,-440.2661,1936.5162,768.6015,5381.9323,-4810.0364,4431.8069,6236.7735,-4935.2616,5864.6093,5817.8178,-3255.5315,4357.7621,615.2781,2578.7084,6321.7116,1229.6023,-3854.5833,-510.1120,-4071.8324,2859.1439,556.1784,4426.9829,-5168.5647,1153.3059,6219.7430,6043.4789,4882.1833,-5514.9683,-960.8933,-4737.3399,-660.7536,4834.9142,-10.5488,3721.1371,3861.0637,-4017.0932,6426.7638,-29.9970,-1451.9653,3502.1129,5273.6399,-1287.8367,1081.5940,-5653.8598,3929.5387,1496.6069,4508.2116,4407.3798,3998.3087,6732.7020,-3445.5745,883.7460,-4745.0997,5438.9777,-6575.4326,6543.7610,3208.9931,4223.2461,6315.7418,1713.0196,-4707.7335,-664.0996,-5551.6111,-6584.9434,0.0000,-3454.6201,-3325.5712,-6717.5746,-4825.9245,2675.8338,2362.5779,-708.0966,-6519.7268,-1581.0738,1581.1978,4359.9408,-5847.3088,6478.7588,4988.3980,3838.9274,5355.6809,-6402.4545,4142.9194,-4767.2854,-1001.1776,-5217.6859,5314.9212,4265.9681,3278.7313,4678.6315,-6244.0900,1518.4344,-312641.0207,-332398.4424,-309788.7726,-309677.9069,-315875.1580,-315630.7991,-317043.3777,-312549.6887,-190347270.1945,-190382968.7591,-190377546.7793,-190378601.2782,-313837.0488,-190367359.8559,-3144.4944,-4691.6371,-52.6589,-449.9528,3044.5929,3273.1380,1466.2047,-3117.8282,5764.3439,6355.9823,-6708.7145,-2006.0729,738.8540,935.7129,1464.9312,-2499.3178,-2577.0368,1138.9192,4314.9458,-812.0141,6242.1865,5861.9086,625.5949,-5748.1664,3482.0744,6192.4448,5581.1602,6050.7612,-5631.7413,-1612.4378,-180.0341,-6113.3342,171.2649,1019.7113,2777.2826,-2219.0583,-6694.1054,-4313.6313,-3823.1159,-106.3796,1084.8155,3768.5311,-3957.0169,2046.2639,1290.5844,6367.6298,-6693.4365,3661.6930,4295.6164,-6706.3441,4723.4536,-3216.8345,5600.2027,4298.3061,2670.0867,-1974.3053,-5223.0203,-386.9847,-5427.8794,6598.2327,604.5198,-28.9959,482.4568,-1971.2474,3417.4320,-5465.1066,1443.5233,4657.1490,3781.9611,6789.9957,3251.5748,-1602.3753,0.0000,5115.5977,5996.5655,1499.3959,1563.1109,6378.8982,4351.7826,-5073.0690,875.7038,1865.9692,-5602.8905,-4459.3981,3730.3179,-1210.2515,-2886.4991,4187.7428,-992.7046,2487.9823,-5363.1504,-3790.4883,-6705.4901,-3252.3184,-1554.8131,-3342.0575,2820.3344,3282.4302,-2739.6873,3895.3460,-188594.9528,-190605.3692,-200068.0446,-194761.1259,-188513.6360,-192174.7481,-198431.2430,-195246.2173,-83101068.8139,-83097868.4767,-83090057.1944,-83102128.4704,-196187.4447,-83098755.2313,31.2684,4938.3326,4639.1020,934.9513,4625.7015,-2124.4946,-5436.4508,4244.0376,3637.3615,-1895.0806,1016.5305,3531.3483,4473.7983,5189.6307,2575.2870,4126.4074,2721.7535,2992.6431,-4270.4476,-5334.8334,-2859.0288,1861.1319,-2571.5137,-3439.5750,4478.7350,-3095.4072,241.2876,1102.9264,3877.9901,5038.4431,4468.2754,-2983.1097,2793.2566,3079.6391,3841.5544,3187.4724,-1427.9683,-2554.1123,5762.7337,-4835.5998,-6854.7445,4320.3230,4153.6563,-5032.8655,2207.1679,2479.1147,-506.4893,4707.9959,954.1748,1019.7878,-4886.5501,2170.4953,590.0278,5023.1338,-4529.0185,-4863.7734,-116.2868,603.2520,-2252.5954,-1770.5044,-5003.7242,4276.4388,1772.2158,1189.3197,5015.3865,-276.1070,2245.8136,-4679.2368,2708.1311,110.5896,-2584.6443,-439.6666,0.0000,-3238.1805,-862.0494,-219.9540,4673.2301,224.5322,-4760.8521,-4586.4146,1298.0218,-6505.5097,3094.6449,2807.7386,-392.4546,-1762.8317,3829.7703,-3778.7471,4193.1686,639.8369,-959.6624,3193.9795,-530.5471,-3104.8498,4130.8023,4283.6278,-5368.0985,3894.2640,-729.4341,5475.0381,-81817.3073,-84711.4332,-78253.8086,-81153.0342,-75351.9250,-81169.9413,-89533.6015,-81606.6678,-36042118.2629,-36078172.2114,-36026049.9438,-36051762.3012,-80760.0971,-36045022.2964,
300.000,-6170.7607,-1971.3487,-4832.9827,5931.1072,4988.1753,-5223.9246,4342.3854,-4301.6232,968.3138,3230.8260,-753.3342,5047.0876,-5171.5768,3957.3221,5809.6816,-4617.6685,5420.5117,6511.1223,-2381.0875,3213.6357,1868.6216,3744.5448,5495.9270,-716.8002,-2007.6778,1262.8188,-2632.4659,3942.4114,-871.1577,5201.4494,-5376.2254,-386.7051,5243.3188,6604.2080,5066.8886,-6476.5908,-2393.5397,-5235.5387,-1680.8914,5411.8243,-1969.4051,4656.1427,3190.0839,-2282.4256,5577.4766,1591.3519,-2869.7864,4939.3916,5964.5429,-2370.8767,2959.7033,-6553.4081,4808.5752,3472.5386,5668.9308,2692.0863,2803.8103,6142.5326,-4388.9791,2342.2557,-3508.0058,5688.3007,-6512.0055,6375.2616,4951.6690,2796.9770,6837.3985,2990.9242,-3024.4820,567.0283,-4758.4892,-6696.5600,0.0000,-2125.3246,-1988.2108,-6012.7584,-4908.7366,3903.0247,4197.5596,-2457.4607,-6345.3430,409.3590,-34.3497,2676.9913,-5116.3002,5489.4953,5328.1635,4630.0553,5695.9370,-5803.5744,2864.5231,-5988.7298,-2170.8309,-5386.2531,5982.4185,3235.9684,4855.9974,5057.3365,-6583.5306,3358.3966,-308758.5279,-328236.4194,-305651.7836,-305598.5093,-311685.0412,-311295.4619,-312825.7422,-308382.2972,-188481359.5716,-188516757.6145,-188512162.9831,-188512314.8940,-309600.4660,-188501421.6849,-2437.9571,-5225.0878,2095.5230,-1649.0188,1057.7844,4470.9487,-650.3935,-1100.6010,6432.3309,5208.9888,-6767.3725,-3813.3114,2556.1358,-1170.2826,-323.0294,-569.9812,-4160.5190,-145.2080,5774.9093,-2646.3514,5106.1129,4518.6333,-797.3575,-5251.1755,4602.4255,5470.6887,6144.8351,5473.3966,-6373.3476,-2950.9644,1872.6139,-5357.8159,-1221.7976,-607.8524,703.8830,-1100.6920,-5846.7944,-2547.9617,-1982.7321,-1903.1526,2117.7748,1834.9599,-5485.9546,3354.0899,420.4757,6565.2220,-6149.6195,2087.1341,3297.5028,-5880.4988,4922.0120,-1903.3384,4748.9327,4178.3578,982.8536,-3209.2350,-5696.0429,-1581.3252,-3887.8477,5694.6612,2323.9396,-1987.7162,2040.7994,-2573.8199,2553.3969,-6065.2628,247.8498,3003.4150,4215.1111,6586.2041,2282.0011,-75.2777,0.0000,4492.5565,6095.8195,2876.5570,3383.5403,5442.9539,4067.6812,-5482.1981,2105.8622,2807.7324,-6352.0464,-4686.8551,4002.8737,-2627.8115,-3977.1738,2281.4330,-2645.2256,3543.0015,-6186.2687,-3007.3585,-6311.6103,-1329.9192,-2597.5706,-1947.9499,1491.8869,1258.4967,-1569.0569,2727.4485,-195316.4975,-197510.1967,-206725.3728,-201529.8533,-195039.4718,-198880.9515,-204936.6893,-202135.0487,-87237706.9489,-87234855.3279,-87227014.8172,-87239339.1549,-202739.0472,-87235488.2171,-2068.0420,3904.3920,4316.5978,2663.5401,4675.1168,-351.4584,-5190.5325,5127.0628,2091.2666,-3190.8671,-538.3313,2338.8318,3231.9808,5514.4946,3714.0931,5094.9282,1331.2421,1310.2020,-2901.9010,-5548.0147,-4238.7764,3163.8444,-4017.1446,-4277.9477,4671.6231,-4083.6494,1753.0670,-728.6068,2391.4190,3443.7975,3784.6734,-4331.2592,4183.8526,1757.3592,4485.8680,1540.9776,-2806.2027,-3698.7611,6441.7648,-3721.8057,-6309.8155,4654.1704,2751.5515,-5403.2621,4065.2036,1041.8086,1043.7340,4369.1862,-868.6356,2727.0527,-3789.9136,693.8056,-1226.1777,4056.5283,-3854.8670,-5425.2838,1715.5987,2362.2137,-3469.4257,-3090.4434,-5497.1510,3403.0056,253.6654,-937.8920,4014.1269,-1785.5734,484.6331,-5343.8909,4105.4607,-1698.2398,-4498.3827,1117.3753,0.0000,-4888.2934,-2582.8001,-1735.7401,3471.7371,1736.7329,-3607.4461,-3341.8711,-540.2322,-6343.8306,1773.6943,4196.8174,-2465.6992,-3085.0845,1927.2422,-4462.2235,2800.6055,-1177.1128,594.9568,1556.2583,1292.6342,-4082.8459,2287.2779,5780.7629,-4659.2879,4544.4913,1092.8218,5360.6803,-81925.6115,-84818.7414,-78351.4605,-81393.0326,-75436.9530,-80969.1017,-89665.7727,-82024.1629,-36043037.1348,-36079314.6750,-36027312.8776,-36053203.3902,-80850.6991,-36046194.5719,
600.000,-5531.2198,-3602.3472,-4229.7988,4587.2701,5386.0993,-4248.4142,4477.4247,-3931.1174,2254.4833,4239.9328,-2203.9896,4199.9091,-4974.9264,3145.4136,4835.9112,-3889.8587,4467.3715,6475.0482,-1299.8233,1804.9464,2981.0287,4533.3251,4127.9442,-2615.8107,19.2411,2944.8947,-922.2763,4616.4025,-2184.5575,5466.9491,-5074.0242,-1929.3582,3741.3297,6510.1057,4775.6770,-6743.0292,-3619.2004,-5252.4916,-2608.4497,5463.8470,-3759.1112,5164.1679,2232.6092,-337.3187,4171.6549,3041.9482,-4010.7312,5921.6172,6054.8564,-3247.6527,4517.7848,-6794.8950,5209.7999,5068.5625,6301.1614,729.8194,1268.2072,4900.4138,-4917.5757,3599.0044,-1968.8268,5411.2396,-5787.6389,5551.2567,6196.0261,1084.3261,6660.8647,4014.7670,-982.7571,1758.8309,-3414.1648,-6117.3293,0.0000,-538.1645,-429.0574,-4710.3064,-4534.4115,4765.4320,5594.8406,-3932.7272,-5474.8525,2320.1261,-1628.4922,698.3162,-3848.6834,3945.4416,5137.2417,4994.4898,5481.9236,-4617.4376,1291.7350,-6599.0831,-3127.5411,-5059.4571,6047.2438,1794.8226,5969.6710,4986.7421,-6253.8845,4891.6263,-304731.9267,-323930.0675,-301379.1200,-301394.2894,-307359.2692,-306807.1319,-308473.3572,-304153.9084,-186525576.0345,-186560665.2494,-186556894.2321,-186556119.7497,-305227.1769,-186545607.0080,-1459.5272,-5251.1064,4025.7521,-2699.5518,-1014.8058,5214.3753,-2679.2966,1048.7127,6445.0633,3553.6253,-6138.4075,-5206.4195,4058.0520,-3178.0220,-2106.9098,1443.5270,-5337.5025,-1397.4764,6651.9161,-4256.6110,3470.8366,2679.0910,-2180.7901,-4250.8755,5303.5085,4246.2725,6117.8362,4313.4419,-6476.6163,-3948.9694,3720.0091,-4093.2206,-2532.8548,-2158.5400,-1450.8210,117.6547,-4430.9604,-518.9022,23.5499,-3475.6023,2845.4220,-270.1395,-6463.5088,4358.8297,-543.9732,6101.5107,-4988.5664,342.5599,1956.1113,-4464.2515,4661.3895,-405.8054,3406.3372,3662.7231,-769.7859,-4172.8907,-5522.4469,-2635.2466,-1945.0158,4234.0842,3856.8634,-3734.7573,3389.3354,-2925.0599,1475.8640,-6083.8106,-967.5097,1065.9789,4216.8623,5701.6158,1117.2338,1470.5630,0.0000,3464.6879,5604.8566,3985.7352,4845.7248,3970.5416,3410.2469,-5364.7762,3111.6598,3539.9106,-6388.7140,-4476.0570,3896.5166,-3808.0645,-4639.8281,146.5636,-4006.9464,4255.0011,-6387.5675,-1937.0641,-5252.7506,739.8585,-3345.6093,-399.1639,61.3971,-893.2432,-226.0781,1338.8423,-201965.9741,-204324.4430,-213289.9249,-208220.7600,-201475.9976,-205511.9087,-211351.5034,-208982.4230,-91332484.4048,-91329967.8561,-91322133.0137,-91334667.7063,-209199.1761,-91330359.1812,-3947.6001,2431.1775,3507.8080,4077.9916,4222.0194,1459.9762,-4357.5739,5426.1144,311.3671,-4142.0309,-2032.9341,874.6325,1593.3805,5239.5930,4450.6748,5511.8402,-200.1057,-531.2307,-1216.8032,-5170.2087,-5158.0348,4086.6369,-5018.5934,-4634.4761,4349.3781,-4637.2473,3075.3586,-2476.9495,641.0207,1475.7637,2679.1892,-5210.1550,5104.6890,240.9944,4623.4838,-284.2953,-3881.6014,-4442.0068,6438.6507,-2193.5604,-5094.9872,4469.3381,1052.9831,-5151.4755,5485.3561,-511.9083,2478.8963,3560.3659,-2595.9101,4138.5957,-2279.0053,-859.6034,-2907.4148,2626.7684,-2767.3194,-5388.0349,3333.3495,3849.7154,-4295.4569,-4073.5807,-5401.6089,2163.6263,-1293.3205,-2964.9497,2571.4540,-3102.2941,-1330.1636,-5410.0995,5000.0090,-3316.6158,-5931.9685,2547.0513,0.0000,-6024.9628,-4024.7435,-3062.0274,1893.5401,3061.8694,-2057.5301,-1730.8681,-2314.6738,-5511.1037,232.7525,5118.5427,-4276.8336,-4061.2827,-182.5540,-4645.8329,1100.9807,-2866.2766,2083.3110,-251.9868,2969.0931,-4616.0848,196.6456,6654.1852,-3444.3059,4705.4897,2794.0425,4663.4266,-82032.7565,-84925.7683,-78453.8162,-81629.7554,-75524.5931,-80767.5501,-89793.5480,-82352.7822,-36043957.2494,-36080454.3288,-36028581.3664,-36054633.3558,-80941.2466,-36047366.6626,
