sl_100_5400_20311017 Coordinates.csv
2031/10/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:14 2024,
Start: 2031/10/17 07:47:00.00, Stop: 2031/10/17 09:17:00.00,
TIME_UNITS,STARLINK-1185 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-3896 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-30572 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-3896 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-3896 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3207.8269,4624.5860,0.0000,-2597.2581,290.2025,1450.5782,5516.9542,3732.8095,1259.7169,943.2948,0.0000,3028.3360,6551.5542,1123.9077,5395.6864,-746.6093,1181.7685,-5650.3975,6022.3456,0.0000,5001.6589,-6617.0007,-2924.6269,-4941.1861,172.8121,-4448.0111,6278.6564,6384.5692,-3831.2219,-3954.2146,-2453.2826,4374.5700,-3515.7003,-587.7313,-3611.0547,-798.5391,4274.2598,-1139.3764,-1821.7621,-5760.4907,5358.2174,0.0000,4730.9201,-4433.8322,5488.3845,-2436.4263,-2808.0321,6673.6033,-1539.6194,1144.7904,4517.2460,4622.2856,-2962.3023,306.3679,4669.6473,-4362.6451,-83.8258,-2457.7473,4658.7169,-5600.5037,-6620.7324,-3599.7991,-3216.6449,2619.8616,-4633.0630,-3814.2453,-3299.1125,4292.1575,-5070.0575,-4761.8206,-1057.2790,-4504.8449,5813.3486,-3402.6912,-4594.4910,6565.4915,-2925.0946,-1926.2780,-3609.7979,-1641.8636,5241.3039,553.0039,1540.8472,-2651.6029,-2522.4100,-6295.6099,1523.9488,-4080.9393,-4564.5643,4905.3997,1465.2288,5503.5112,4028.6384,4155.4192,-2496.6433,-6909.6415,-4875.7138,4438.1088,3094.0195,1456.7183,-119694.0869,-112757.2717,-125656.1945,-119948.0206,-112596.8121,-117173.2709,-122811.9491,-121167.2496,123652501.2869,123647030.6458,123669772.0290,123666999.2803,-120608.5389,123661275.3457,5071.8125,554.1845,0.0000,6248.8870,-5049.8534,-4216.5008,-682.2052,5824.4978,-2727.3768,-5170.2840,0.0000,4833.5096,-1351.0019,-5144.9401,3119.1727,4620.2376,6087.3622,4026.0475,2961.0038,0.0000,364.0055,-1670.1147,-6047.4472,-1153.8179,-3325.3346,-3393.6840,2579.2085,-2329.3625,-1659.5933,800.6467,3409.3679,2249.9799,3777.1047,4068.4300,-5613.9474,-5782.0284,3365.9810,3635.0684,4807.4406,-2834.3688,-4260.0897,0.0000,-863.2585,-2119.5600,-870.0716,-4089.6827,3033.4322,-48.0151,6606.8848,4213.1376,-2173.4336,4369.5957,4058.9836,-6130.0029,-254.8371,-4989.6770,-6753.3273,-4877.3345,-2165.4733,4016.3661,-1477.3982,3375.4097,3947.4294,-4603.3407,-4686.0148,-3902.2766,-6070.0774,-4313.9850,791.2615,98.9320,-4377.0739,-2159.5302,3223.9680,-4340.5892,3886.7854,-1145.2846,-4029.8188,-3990.1003,-3509.4266,4804.1912,-865.2149,5154.5266,-4604.7704,1625.6868,3871.5478,-1144.2833,-4210.2448,4442.8166,-2161.9203,-4884.3477,-3918.9021,-2970.9991,-2640.4162,861.8455,-3824.8923,-152.2299,-4156.8724,-3611.5183,5261.5260,6358.8885,335698.9464,362571.1255,343768.3408,342764.2423,348327.8884,347817.7629,349930.6690,347129.8151,132940937.5959,132997589.9124,132968231.5681,132968444.4999,346338.0725,132957757.7596,2802.4805,5061.9295,0.0000,1562.9506,-4458.3752,5347.9691,-3734.8114,-355.6894,6292.9938,-4240.5530,0.0000,3768.8207,1516.3142,-4508.3042,-2963.5434,-4998.4145,2847.5985,-538.6462,1603.8925,0.0000,4558.6713,-287.5309,-480.5376,4708.3959,6059.5913,4037.4157,1189.6115,1011.9131,5463.5409,-5374.3799,-5477.3957,-4832.1740,-4639.1203,5456.4617,-1775.7498,-3608.3165,3944.7601,-5800.5622,-4482.9103,2591.7030,552.5908,0.0000,-4900.4393,-4822.8203,4118.8885,-5014.4617,-5492.2768,-1310.3620,-1323.4235,5304.3307,4729.6760,2571.6258,4661.3415,-3046.4018,-5085.4655,-1684.5140,1532.5763,-4284.7563,-4506.8891,-730.5362,974.3374,4609.2998,-4556.8251,-4442.6751,1668.5456,-4190.2347,678.4709,-3234.7526,-4664.2290,4964.2920,4980.0838,4652.7167,-1518.2884,-4155.9872,-3208.7145,-124.9296,4712.9358,-5234.8227,-4310.3139,4399.6702,-4437.6980,-4582.3576,4545.3489,6158.3959,-5098.3138,-2343.8406,-5243.1725,3378.4566,4706.7376,-534.4143,5454.3217,2696.7073,-4909.2385,5376.7704,5032.4578,-331.3658,2483.9395,3922.5593,-3151.7349,1261.5459,-92676.8681,-100682.2719,-93222.8918,-96646.7503,-90499.0250,-95037.5652,-104339.7094,-94089.1482,-85661075.2878,-85661113.6141,-85649269.3329,-85663028.3432,-95599.1766,-85668656.7491,
300.000,-2256.9959,5392.4420,0.0000,-2062.3231,-1846.5500,-286.5106,4407.8622,4508.3014,196.5904,-1182.4154,0.0000,4588.6549,6238.0084,-828.2279,5498.1122,1279.2071,2572.9244,-4793.5875,5902.4010,0.0000,4691.2466,-6641.1539,-3816.3673,-5302.2801,711.0391,-5859.9440,6143.8894,5894.7855,-4775.7409,-3266.7965,-444.7636,5735.0916,-1645.1718,1549.5171,-4938.9396,-2621.2958,4330.1241,630.2749,72.3587,-4506.1982,4218.6057,0.0000,5004.7272,-4244.5084,5482.6150,-3522.8691,-1197.0461,6608.5836,-48.7782,2907.7167,2757.5978,4838.2388,-1959.6557,-1033.5790,3595.7223,-5360.4209,-1619.1204,-4317.1477,3877.4076,-5361.4013,-6298.4606,-1564.9522,-1623.1276,522.4752,-5759.4042,-5371.6059,-4110.1029,2538.3588,-4746.7145,-3702.4897,-2724.5228,-5189.2299,6457.0349,-5092.5102,-2852.3235,5971.5273,-3704.1498,-3377.0861,-5234.9771,543.5849,5105.6009,2618.1611,-518.2743,-1225.6100,-1237.7672,-6787.4128,-93.5407,-2185.2410,-5292.1025,3721.2738,-694.0941,3980.2619,2144.7162,4810.8324,-4382.4485,-6508.9513,-5014.0283,2798.6626,4710.9648,2668.0508,-126583.7242,-120327.9194,-132986.3769,-127469.5848,-119826.2103,-124632.8720,-130030.2546,-127951.2868,120722940.2609,120716514.6533,120739890.6800,120736947.4555,-127861.2852,120731640.8878,6133.7598,-1244.8919,0.0000,6610.4025,-4595.1852,-5254.1527,-2456.0516,4813.6694,-4432.9258,-4804.5499,0.0000,4542.4454,-2856.4586,-5731.8516,1219.7293,3932.8052,6216.8586,4879.4606,1511.0596,0.0000,-1797.0189,-433.6257,-5072.4882,943.1567,-1217.7622,-2561.0276,1196.2465,-3440.1367,240.7888,2885.3894,4250.4292,972.5546,4841.5558,4337.5585,-4819.3161,-5854.5479,1391.9302,2480.8422,5647.8383,-2702.9804,-4898.6212,0.0000,-2742.5005,-30.4223,-2802.5424,-2267.5354,4453.7680,-1582.4192,6906.7031,2933.8744,-3279.7742,2737.7369,5588.0069,-6629.2530,-2099.8393,-4241.6462,-6078.1412,-4232.8179,-4088.5058,3307.2134,-151.9061,3897.2465,5308.2884,-5030.6180,-3611.5964,-3262.0753,-5041.6081,-4549.5215,2861.9712,1943.0669,-2973.3619,-107.2699,2165.5554,-3379.8064,4271.7959,-2587.9472,-2094.0185,-2373.3309,-2750.6136,4892.9458,-2880.1430,5022.2325,-4097.2736,-51.4235,5354.4069,79.2592,-3026.3088,4986.1112,-145.8736,-5399.0783,-4239.3883,-3693.6146,-3599.0847,-1129.4089,-3241.8651,1060.8684,-2538.2704,-3350.7649,4643.6496,6059.4913,332936.4396,360016.7853,341241.8584,340324.7183,345739.2467,345001.0776,347312.4834,344463.9758,135610522.7580,135666938.4276,135638304.1190,135638390.4867,343693.4907,135627287.7370,1087.4759,4088.1273,0.0000,-557.1972,-4575.7590,4561.6161,-4403.8849,-2124.2610,5381.3082,-4596.1268,0.0000,2253.2580,-16.5653,-3809.5578,-3989.6199,-5458.0147,1151.5164,1268.7453,3233.1563,0.0000,4549.0393,1528.1249,-2254.3204,4349.8171,6766.8983,2594.8349,2877.1919,-810.4599,4942.3837,-5114.9579,-5420.6980,-3702.3808,-4690.6363,5046.1561,-264.8559,-2433.8871,4944.6543,-6450.2226,-3823.1517,4503.6674,2310.7512,0.0000,-3816.6870,-5421.8019,3154.7868,-5500.9623,-5097.9049,239.5733,213.6232,5488.8470,5396.1118,4016.7065,3455.0435,-1385.6046,-5513.4729,121.9370,2893.0316,-3409.6790,-3865.7437,-2894.0406,2691.0757,5286.1452,-3983.9532,-4713.1579,139.0699,-2797.5381,2417.9452,-4513.0155,-4166.6229,5462.0801,5367.0995,4435.1412,298.1997,-3213.5332,-4487.6711,1432.1353,5374.3013,-5477.0193,-2990.9680,4570.8456,-3680.2783,-3973.7713,5212.0630,6788.6125,-4139.8778,-584.1766,-6194.3652,4260.2025,4431.8512,-2286.9682,5366.7918,4107.8080,-5454.7821,4745.0302,4061.3324,-2098.3868,3950.4784,5388.8331,-1845.3966,-584.7591,-92729.9360,-100760.9521,-93336.1135,-96825.8343,-90582.5040,-94832.5531,-104436.8817,-94063.8217,-85661730.4256,-85662174.4954,-85650217.1048,-85664182.0055,-95671.0679,-85669515.9983,
600.000,-1063.1975,5650.1882,0.0000,-1310.4746,-3800.0684,-1958.5842,2853.2353,4858.5911,-821.4404,-3198.6126,0.0000,5663.3488,5299.5421,-2678.1714,5095.2035,3202.1011,3685.7393,-3459.3215,5213.2300,0.0000,3939.1120,-5981.8511,-4321.2152,-5187.7953,1077.9378,-6682.0059,5407.5482,4802.6933,-5283.4945,-2284.2079,1582.7180,6533.8453,362.1455,3511.9592,-5780.3104,-4165.7815,3972.1009,2388.0145,1933.5667,-2784.8258,2634.7813,0.0000,4807.1726,-3688.1153,4969.0674,-4317.3310,490.9128,5862.2304,1448.9668,4415.4936,742.8871,4601.8481,-796.3833,-2252.5138,2213.9278,-5805.9812,-3024.0098,-5756.0386,2741.5039,-4514.2625,-5341.6785,634.2590,102.0239,-1621.8336,-6291.6157,-6379.2116,-4541.5650,511.8991,-4004.3933,-2318.9498,-4141.6837,-5387.0771,6429.6842,-6283.4873,-800.7625,4721.6400,-4166.4566,-4533.6194,-6264.6957,2672.2392,4506.9229,4419.3385,-2546.3199,403.6740,127.7597,-6571.7898,-1758.3584,-69.6563,-5539.3578,2154.8603,-2772.0143,2035.5259,63.4437,5021.7183,-5807.0258,-5463.8739,-4682.3301,845.5322,5849.3171,3585.9292,-133410.3705,-127841.3338,-140256.4955,-134946.0898,-127000.1549,-132055.9973,-137191.8178,-134668.8289,117735761.5268,117728385.5564,117752372.3459,117749257.1711,-135056.1032,117744391.4255,6497.6227,-2886.3710,0.0000,6301.1712,-3700.5886,-5816.3900,-3999.5107,3314.7785,-5722.6706,-3978.4699,0.0000,3806.0472,-4075.8737,-5793.1788,-817.5445,2899.5478,5708.5409,5267.1506,-119.5786,0.0000,-3777.3718,864.9999,-3540.9051,2934.2210,1039.4825,-1501.3656,-335.3277,-4210.0398,2083.2257,4671.1120,4723.5970,-362.5351,5478.6978,4216.1553,-3553.4595,-5358.6653,-750.7430,1142.1332,5940.8636,-2218.2352,-5060.5870,0.0000,-4320.2720,2078.3397,-4446.8027,-244.4302,5462.0799,-2956.1756,6529.9638,1406.7835,-4114.8240,805.3266,6550.8827,-6454.0083,-3773.8295,-3054.7610,-4818.8356,-3212.5211,-5600.2677,2270.3067,1218.3016,4064.8632,6153.2549,-5012.6883,-2166.3051,-2323.2151,-3505.9609,-4376.7251,4652.3984,3629.9691,-1290.5047,1937.5924,878.3813,-2118.7727,4264.1668,-3761.8506,44.0810,-553.9708,-1716.4249,4506.1970,-4603.7734,4438.1830,-3188.6433,-1656.1834,6313.9654,1287.8488,-1588.6358,5083.4925,1864.5021,-5402.9503,-4191.9463,-4078.5034,-4254.1237,-2977.6124,-2366.4870,2192.2505,-638.5165,-2813.9781,3578.0689,5076.4122,330036.3202,357303.4055,338563.7077,337752.0577,342999.7494,342011.1666,344543.9550,341607.9912,138215570.4200,138271725.2627,138243827.2579,138243765.0711,340897.0871,138232277.5026,-760.5010,2667.4646,0.0000,-2618.0563,-4162.3851,3294.4173,-4551.8659,-3665.0662,3905.6786,-4421.0535,0.0000,486.4791,-1547.6358,-2703.3903,-4583.5324,-5313.6223,-673.7488,2941.6273,4511.2761,0.0000,4019.6987,3172.5812,-3765.4613,3524.4720,6747.5173,870.7835,4251.0339,-2543.7954,3880.7623,-4256.7247,-4778.1387,-2170.3078,-4242.4797,4073.3208,1274.7195,-990.7214,5365.2020,-6414.8055,-2734.3399,5932.0384,3814.2529,0.0000,-2312.9364,-5430.5017,1851.1195,-5396.0362,-4145.4877,1762.2983,1727.5428,5071.6822,5476.2748,5018.4702,1866.7988,428.8812,-5347.2461,1914.7397,3942.6895,-2171.2403,-2793.1828,-4747.8992,4109.4786,5352.7490,-2966.3919,-4476.0527,-1406.2114,-1098.4988,3899.3461,-5300.8099,-3223.9871,5363.5001,5124.1896,3721.7470,2081.0760,-1923.2607,-5263.5461,2817.0251,5442.7055,-5115.8857,-1306.6905,4206.0627,-2527.4357,-2937.8470,5250.6837,6685.5441,-2728.9505,1241.3643,-6474.6190,4682.7837,3677.6633,-3795.9871,4692.0823,5055.7924,-5404.5306,3588.4036,2630.1132,-3639.6138,4983.0757,6280.7940,-335.8220,-2360.1696,-92783.8583,-100839.2245,-93453.7173,-96993.7241,-90668.3585,-94635.6126,-104529.7891,-94162.3267,-85662388.9146,-85663235.5617,-85651170.2919,-85665344.0137,-95742.8957,-85670375.0782,
