sl_100_5400_20311230 Coordinates.csv
2031/12/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:32 2024,
Start: 2031/12/30 07:47:00.00, Stop: 2031/12/30 09:17:00.00,
TIME_UNITS,STARLINK-6110 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-5946 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-3052 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1594.6683,3978.1550,-3842.7900,0.0000,-5380.5368,5765.3802,-2099.0294,-3763.1281,-1367.5998,-3155.9724,-4220.1286,3153.6201,4814.4120,-5712.8374,-3020.3607,-4978.5470,3595.1598,5001.3702,-2731.8898,-2459.6421,127.0005,4921.8542,5627.8478,-1475.6857,1301.2013,4393.6447,2445.5416,-3772.9370,-2000.3251,6638.2704,-3341.4497,4451.6506,3662.1341,-4141.0052,-183.5188,790.8684,-5410.4504,-5343.5120,-1484.7816,4478.9024,2617.5241,5967.4991,561.7003,-2052.6630,-611.7203,-3377.7810,-2504.8440,-4043.6497,4763.0453,3196.0642,5435.5691,4032.5968,582.2108,1485.7382,-6580.1219,-5483.9039,-6523.8783,2149.0900,-621.5334,2096.7010,-5470.3025,99.2492,1832.7704,817.4588,6507.6614,6160.5327,-750.3273,3802.2911,6708.2302,-2217.8277,5756.4247,1857.3350,6286.9463,-3293.1705,-3778.9393,-183.1974,-2678.4216,63.3142,3072.2939,2605.8239,3866.8140,3857.6428,363.0390,-1966.8058,-5381.2361,-6602.1854,-3896.6431,-5905.3061,6694.4754,3872.6760,-6587.2949,-4814.8600,-4964.7736,-5152.0728,0.0000,-5157.1435,6168.7251,5690.4735,6752.2595,375.4832,74034.6918,43377.8345,57433.5937,60312.4133,57422.0791,56619.2839,52767.2941,56580.8279,119628990.3034,119584589.1197,119613165.0817,119637972.5557,56951.8563,119630468.9820,-6207.5296,3173.5544,1621.2142,0.0000,559.5654,3812.6200,-4101.3892,-1611.3288,-4314.1450,5995.6713,4233.3674,6062.8144,-2609.1143,-1050.0339,-6038.7026,-1160.0119,-3697.4036,188.8582,-3189.0936,4788.2032,5249.0107,2288.8474,3132.9041,-5825.2142,5867.3616,-1458.5006,4933.5587,-5689.2742,4601.3652,-682.7763,-6001.1933,-3818.4787,2229.2476,4100.7903,5772.1901,2556.0548,-2032.6747,4274.3114,6293.5980,1427.8643,3902.9742,1138.2667,-6200.7852,2259.4090,-6232.2519,5702.5973,5486.7465,-853.7633,1546.2690,-4680.5414,-4102.0717,-3863.6605,-6890.6171,-724.7330,-2059.1324,-3671.2650,-1991.1818,3224.9482,-6499.9700,-3590.8863,-3147.5047,5078.1713,-5931.8702,4640.3948,325.2576,-1292.2151,2955.8520,5463.8531,440.6586,4665.5319,3734.4645,6570.6788,2175.7555,5563.1090,-2438.3661,-6756.9822,-4630.2755,-4552.8670,4248.6767,2471.8588,4364.7976,-5439.1839,-6928.6093,4554.4476,4240.8702,-2023.0149,5494.1649,-3123.2693,149.9031,5559.7025,1784.7513,-986.0439,-925.0391,2676.6322,0.0000,4079.7922,325.0373,-444.2485,-625.8810,4201.2371,-380717.7310,-383408.6876,-390743.4903,-385660.9696,-376737.0343,-381564.9904,-386098.5814,-386810.1923,228202321.1744,228217556.2312,228231224.0895,228217824.2991,-385069.5082,228218619.3061,2563.2298,4539.7065,5423.6159,0.0000,4237.9276,277.5041,-4974.6344,5370.5799,-5163.2778,1369.6645,3342.0814,-951.7557,4043.8292,-3624.2175,1094.7064,-4549.1681,-4493.0366,4664.0666,-5425.4252,3944.6023,4572.2721,-4177.5398,-2285.6488,-3365.0690,-3443.4282,-5083.0920,-3856.8416,-1024.5804,4674.3624,1911.8521,-516.6888,-3532.6295,-5430.5329,3668.7879,3707.2558,-6413.3765,3663.9319,38.7041,-2245.1613,4842.8819,4954.2887,-3292.6828,-2889.9111,-6275.5521,-2563.0601,-1486.5347,-3329.8569,-5276.8197,-4724.1209,-3400.4913,231.6110,-3650.7735,-577.5506,-6703.0980,-488.6171,-2182.5969,867.3629,-5635.3612,-2303.1509,-5522.5617,-1856.6048,-4720.7402,2269.7806,5054.8311,-2318.7081,-2824.9345,-6254.6139,-914.9595,-742.7980,-4563.2136,-114.6030,-900.5863,-1894.5521,2145.7206,5162.7047,1341.5329,-4335.9348,-5160.0730,-4337.2149,5934.7594,3749.9384,1652.3661,-317.8095,-4713.1823,-875.3921,-86.8882,345.8472,1962.2763,-1578.7690,-1727.4671,915.2504,4875.1617,-4677.7981,3508.3016,0.0000,1265.7798,3103.4566,-3430.6734,-1281.5750,-5526.2017,116851.3112,113459.9980,116334.4889,112847.6154,119023.9064,114839.7177,105313.6507,113674.3774,-55971183.8227,-55983283.2163,-55969166.3456,-55980032.4322,114031.6789,-55983413.4991,
300.000,77.0846,5330.5866,-3142.9143,0.0000,-5853.9665,6359.5383,-4023.6158,-4675.3345,-3356.4221,-2083.9239,-3582.7778,3967.7286,3033.5580,-4871.5678,-4128.1075,-5516.7473,2197.0362,4845.3422,-3983.0565,-1357.3512,1781.2025,5988.9997,6470.6232,-2594.4591,3073.7942,4319.5474,4074.4579,-4455.4244,63.8207,6809.6571,-4166.9076,2645.8596,4204.3934,-3103.8779,1256.6201,2859.9786,-4876.0647,-4305.5977,-2021.1093,5603.4611,3606.9641,6701.4178,-735.6495,-1171.7603,-1953.8155,-2040.2269,-1439.1063,-3888.4828,4255.5466,1314.1162,4371.9171,3405.3429,-86.4409,3578.7435,-6805.8620,-5044.1603,-6332.9938,553.5667,-2148.0137,173.1612,-5376.1062,2218.7481,648.8629,2739.4313,6744.7989,6260.9135,569.7500,4745.1905,6626.3610,-986.2667,6093.9339,2987.9181,6865.7965,-2302.1357,-4091.1173,-1402.8095,-4385.5189,-1847.1026,3746.8547,4473.9897,3546.5994,2901.3418,-841.3066,-627.5104,-4183.9267,-6732.3820,-2501.7415,-6430.3142,6788.6338,3925.4634,-5705.4439,-6121.9882,-5019.9200,-4606.7728,0.0000,-3686.6265,5387.7386,4432.4749,6005.0150,1620.8949,82095.3964,51364.7772,65429.6114,68150.3663,65504.4414,64871.8763,60881.7846,64554.5909,114620085.6768,114575723.2358,114603820.2703,114629096.2646,65083.7805,114621637.9260,-6808.7078,1572.2630,3624.9958,0.0000,2192.0585,2416.4943,-3746.3172,332.6011,-4207.0559,6578.6724,5577.0774,4979.3182,-3447.4451,614.6785,-4830.9474,857.1988,-5221.3547,-1963.3109,-1397.3695,6046.6340,4078.8246,636.4835,2132.5578,-4417.8209,5797.5858,-3415.5706,4794.1662,-4512.2532,5225.8433,-1347.3495,-4994.4375,-4209.6507,123.4991,5611.4801,6388.4622,2799.9667,-231.2683,4988.5260,6537.3440,-136.3450,2006.2600,-126.9192,-6716.1430,249.7708,-6424.1721,6477.0533,6512.5247,1354.1655,-468.2657,-4571.1837,-4816.6980,-5334.4431,-6420.0615,-278.7605,-563.4158,-2557.4786,-655.1760,1855.9447,-5568.5728,-4555.1814,-1580.9992,4892.2207,-6562.9804,4882.2760,-1255.2820,-2665.4605,4455.0239,4663.9221,-789.4229,5962.4720,2520.1760,6134.4074,732.0147,6402.4797,-294.1615,-6732.7329,-4380.5163,-5087.9143,2335.6570,2355.2988,2779.4818,-6227.9153,-6729.9777,5825.3790,4845.1403,-500.9487,6146.5944,-2673.3351,-1079.5307,4487.9162,2807.4212,-288.9668,1232.8089,4416.0758,0.0000,4904.9121,-1434.3664,-1841.7710,-2094.8752,5362.1131,-378995.3237,-382335.3454,-389503.6012,-384595.8081,-375428.7836,-380565.4880,-384790.8222,-385524.8498,230763060.7087,230777298.8197,230791546.5317,230779184.0140,-383799.6148,230779333.7915,1143.3916,3953.6754,4879.5781,0.0000,2860.4062,-1261.2287,-3967.6321,4862.7304,-4262.4524,-439.4188,1730.6886,-2663.6940,5022.8325,-4771.8488,2524.6162,-3956.3298,-3832.8987,4413.3133,-5408.3654,2482.7406,5352.4791,-3261.1033,-522.1935,-4603.8131,-2214.9627,-4115.2165,-2365.7874,-2731.7402,4440.2685,-196.4024,-2272.4621,-4707.9543,-5493.2788,2515.0528,2176.7488,-5681.0826,4792.8543,1836.0549,-19.0103,3763.3358,5439.1096,-1673.8568,-1202.5070,-6875.1242,-821.6183,55.4775,-1722.2256,-5289.0242,-5391.4681,-4590.3451,2019.8099,-2109.7202,-2638.0413,-5897.7065,1056.4985,-4044.1083,2590.1399,-6560.7041,-3511.4619,-5197.2413,-3448.3534,-4384.9369,485.7299,4054.5293,-864.4879,-1129.6141,-5315.0406,923.0361,1088.8375,-3312.8654,-1906.3004,920.2177,-394.5526,370.5694,5481.7508,-472.4747,-2997.0464,-4248.6932,-5178.2485,4751.9802,5264.8357,-152.6803,1485.3173,-3533.6027,-2597.9343,1445.0785,-1213.2558,-140.5827,229.0724,-3656.0065,2635.9348,3223.8794,-4546.0136,2305.8634,0.0000,2677.1378,4084.4769,-4617.0961,-2682.2174,-4116.5524,116779.0125,113357.1315,116225.4125,112698.6072,118949.0953,115048.5401,105233.7769,114063.5365,-55967339.8578,-55979671.4239,-55965574.8899,-55975648.9139,113972.8546,-55979593.7499,
600.000,-1437.0882,6161.7868,-2176.3813,0.0000,-5755.4587,6339.7737,-5515.0241,-5135.3475,-4991.5088,-799.6449,-2596.8304,4413.0048,942.9868,-3566.5172,-4842.2652,-5531.9297,611.5717,4244.3715,-4879.5802,-134.2605,3307.9717,6469.6106,6643.0422,-3503.7618,4533.6083,3853.1119,5245.7377,-4720.3155,2104.2021,6286.3824,-4596.4379,557.7190,4390.6109,-1784.3872,2546.2264,4622.2089,-3883.8553,-2811.5885,-2328.2771,6151.5127,4283.6285,6769.8406,-1944.6585,-81.8482,-3078.8410,-491.0691,-247.9270,-3371.2774,3375.3909,-743.1122,2838.9509,2423.9176,-780.7853,5266.1163,-6367.5400,-4128.8084,-5512.0632,-1037.0096,-3497.9893,-1735.4754,-4690.4177,4120.5167,-603.0844,4367.2090,6325.2199,5739.2201,1773.4738,5180.1794,5837.6163,308.0170,5823.1959,3826.7779,6773.5983,-1075.3311,-4047.8547,-2486.5605,-5636.8080,-3543.9723,4090.7401,5877.8559,2926.3312,1648.8701,-1979.7284,738.2099,-2553.2778,-6205.5903,-832.7248,-6306.4058,6194.6776,3629.4000,-4243.3653,-6806.8203,-4622.8706,-3605.2778,0.0000,-1806.9664,4104.2565,2702.4651,4671.4792,2656.0728,90114.9568,59327.9723,73398.1932,75936.6958,73556.9662,73110.9103,68966.4189,72535.9302,109556394.8660,109512094.6423,109539703.3984,109565362.4287,73187.4971,109558021.7427,-6743.1324,-156.4647,5265.6874,0.0000,3577.4517,774.3637,-3041.1228,2208.3831,-3719.6544,6507.9451,6341.8672,3386.9598,-3984.3414,2258.7477,-3127.9285,2767.6355,-6233.3798,-3915.3601,500.0770,6637.6371,2551.2210,-1052.0761,917.5443,-2577.0030,5180.3214,-5012.6760,4157.6439,-2870.5119,5367.4544,-1877.0233,-3474.2447,-4222.8044,-1979.4526,6565.7376,6365.1194,2833.2600,1629.0647,5206.0793,6039.4206,-1648.2843,-76.4082,-1360.8711,-6549.8937,-1742.6478,-5935.0637,6581.7561,6881.7163,3418.1543,-2462.5270,-3990.8324,-5048.2675,-6205.3081,-5299.5103,279.7911,997.4527,-1144.8277,774.4113,212.9607,-4106.6547,-5116.4180,198.0528,4275.5140,-6445.7410,4679.0363,-2705.2219,-3760.0642,5542.4603,3349.4853,-1948.0969,6670.0385,1031.3024,5075.1454,-779.4939,6573.2659,1876.5075,-6030.3924,-3720.3775,-5149.8010,183.3046,2061.1926,878.6422,-6384.8646,-5870.0300,6512.0898,4990.5184,1083.7326,6157.0361,-1951.7238,-2202.2716,2946.5500,3576.5820,395.3187,3264.5514,5688.8734,0.0000,5225.6013,-3085.3076,-3084.5962,-3383.8606,6008.3374,-377102.6596,-381096.0676,-388089.7837,-383363.7506,-373950.9931,-379422.9324,-383312.1374,-383946.5315,233213879.6141,233227122.5244,233241932.9099,233230624.1256,-382357.9947,233230131.3200,-400.4192,2923.9891,3794.0163,0.0000,1169.0024,-2664.1111,-2507.6413,3793.8748,-2892.7735,-2201.0992,-72.7011,-4086.7537,5435.3750,-5390.6925,3672.9426,-2923.7847,-2746.1584,3672.1392,-4796.0791,723.9869,5568.4115,-1983.0518,1299.6336,-5341.2517,-748.6853,-2696.3982,-597.3847,-4143.0373,3716.2238,-2283.7679,-3780.4912,-5361.6770,-4966.4229,1086.9289,406.3056,-4347.1849,5389.3889,3428.8157,2209.2046,2248.4838,5316.8479,126.0527,617.6187,-6757.1366,1014.4193,1591.1474,73.3409,-4677.4583,-5471.5136,-5217.0955,3580.0685,-315.8880,-4417.3240,-4455.7858,2487.3481,-5477.0892,4028.5332,-6759.1462,-4342.9720,-4312.5209,-4611.0591,-3580.9208,-1358.0679,2617.0505,683.0223,688.4895,-3814.5324,2652.4959,2794.8714,-1701.9184,-3487.8317,2640.3922,1147.9969,-1446.3979,5193.8822,-2235.0417,-1330.8794,-2873.1310,-5435.3947,3063.0377,6217.1848,-1940.9706,3130.0661,-1961.1213,-4039.3533,2820.3464,-2631.4949,-2228.6337,2011.7568,-5203.7888,4068.4594,1226.5959,-3918.2901,840.3153,0.0000,3771.0859,4624.9389,-5248.0452,-3792.0640,-2270.5330,116706.4370,113254.3072,116111.9867,112563.7110,118871.8521,115245.2772,105158.0063,114445.8144,-55963501.2198,-55976059.4144,-55961986.3840,-55971290.4272,113913.9695,-55975773.7867,
