sl_100_5400_20311118 Coordinates.csv
2031/11/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:37 2024,
Start: 2031/11/18 07:47:00.00, Stop: 2031/11/18 09:17:00.00,
TIME_UNITS,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-3270 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,404.0148,-5339.6411,-2580.7381,-3019.2598,-5776.4145,757.8235,-645.1293,5183.8887,-4768.9573,-1425.2629,-2445.7813,-2978.2279,5284.0851,4140.2804,6483.7932,-122.6332,-1992.0603,1946.0264,2566.0819,4850.8144,-1439.3052,6701.0099,1074.7744,-6298.3205,-5383.7008,5070.0725,-6096.7497,5418.0422,-1135.4997,4894.4369,4223.9978,-6468.9449,4350.9994,4842.3710,-3037.0981,3726.2170,-757.0026,-4615.2113,6060.0926,-4122.0209,-4594.6173,4815.4506,4308.4986,-3991.6217,1611.5788,-2107.2605,-5768.8247,0.0000,4434.4694,-3291.7653,-4631.1557,3865.4888,-1130.0565,-3998.1880,-4635.9053,-4088.2770,4735.2763,6172.6393,6125.0191,-3452.3696,6301.1528,4822.4330,-2018.9292,-1743.6112,5951.4349,6077.0597,-1949.5126,3062.4757,4585.2558,-476.6476,1690.0209,5553.4057,-6412.0132,-4989.4955,2973.5934,4259.0953,-2206.5785,4108.2850,2119.5753,1735.8842,-4021.3851,-6058.2728,-4785.0393,-5452.9461,5728.9122,-3854.1278,1589.6194,3004.9691,628.1141,-1166.8271,0.0000,3535.0890,-5700.3206,5084.9529,2786.2237,-3564.3236,3870.3811,4483.0489,-381.3360,-4660.2111,125371.3874,113170.8272,107378.1952,112827.5144,116332.9421,112632.9191,106735.1587,110527.4649,126714088.1156,126737986.2451,126721921.3037,126726067.1014,110520.2249,126730168.6769,6185.5292,180.4159,-4210.5517,-4163.9088,637.2025,5992.7198,-2988.6283,-4190.0592,643.7869,6044.5478,-3559.9930,6187.5154,-3250.0054,1016.3958,495.5924,4687.5563,3647.2050,4209.3199,-6303.9624,-3458.8600,4851.5021,1192.4547,-5626.0365,-1071.9452,1643.5802,-4193.9253,-3291.9357,-388.2550,-4936.7054,2363.8961,-3391.1336,-1054.8884,5243.0821,-1376.6973,-5062.9970,-5121.2900,6404.2058,2186.5251,3257.0234,260.2066,-1644.8613,-4571.4128,-2590.1681,5432.3993,-3909.7995,1363.3577,3038.8934,0.0000,1835.5779,5442.0889,-1600.3795,1465.1807,5211.6644,-4504.3364,747.6426,5479.1640,-608.7322,3015.5268,1499.8231,-5301.4059,941.2330,208.7216,-6383.6998,209.3074,112.8982,186.8724,-6616.7613,4639.0826,-497.7502,-6137.2666,6653.4751,-3924.2411,1837.0338,-4277.6902,5398.9144,489.2800,1075.9569,4610.9379,-6429.3150,4291.2979,1876.7207,-2720.8670,3973.3859,186.2377,1853.6605,-2849.6190,-5120.7464,5977.4016,-6047.0184,-5820.8685,0.0000,4733.3044,-2556.1647,-782.1633,3065.1331,-2468.6354,3390.4108,-642.8660,-6871.2163,4152.9971,329031.0339,341185.1355,323869.9868,325916.1930,334512.6513,331571.8046,330544.8527,329407.3975,168566678.7899,168569680.1255,168594411.2852,168568344.7005,328598.7868,168571148.1333,-2649.5000,-4357.9404,-4738.8578,4668.0484,3674.3858,-3389.0062,6216.9307,-1869.4568,4716.1778,2757.0863,-5404.7522,-13.7372,-3044.0393,5443.1115,2044.6136,-5063.0118,-5491.2960,-5053.6154,-866.4030,-3387.1289,4689.2947,540.7599,-3760.3286,2628.1037,3977.5922,-1803.0233,-170.2453,4321.6597,-4717.8341,-4074.8499,4228.6986,2104.3448,-829.2822,4604.1760,-3638.1113,2428.3294,2587.4227,4603.9876,620.3560,5487.9346,4834.2357,1893.0506,-4419.0103,1131.5025,5418.1278,6439.8729,1598.3014,0.0000,4936.6279,-2785.5278,4844.3798,-5521.5086,4317.3973,3383.4210,5064.0620,-1113.2786,-4993.8710,-505.8027,-2188.5798,2671.4755,-2698.2143,-4936.4372,1446.1287,6692.9631,-3533.1204,3285.8732,-255.3075,4021.5037,5065.5889,3130.4276,-830.1064,-629.1632,962.9494,2072.1502,-3043.7837,5407.6344,-6581.6618,3003.9474,-1221.9635,5021.0988,5283.0800,1956.6247,-2946.5308,-4192.0245,3471.2968,4629.5419,4370.9397,1801.1850,-3324.4615,-3352.1396,0.0000,-3552.8800,2876.3162,4725.7220,-5436.3393,5346.6750,-4670.7259,-5209.3979,-378.1714,-2969.7640,-117504.6578,-122153.9503,-115037.7073,-118492.0169,-112324.0872,-116711.0875,-126112.8037,-115811.1933,-85380448.5759,-85416066.2463,-85383607.1903,-85398863.7178,-117381.8868,-85392230.8120,
300.000,1755.6170,-4134.7964,-4397.3730,-2861.7689,-6177.5152,141.6158,-2009.3408,4263.1863,-5147.8420,-210.8840,-4297.7756,-3209.3864,3678.0632,4839.1395,6771.8168,1794.2267,75.4470,3278.2710,959.7542,3095.2339,19.6443,6425.4407,-263.8652,-5756.6089,-3833.5217,4116.2477,-6478.0286,5942.9874,-3167.4975,5991.7393,3203.1929,-5824.3488,5184.0424,3842.2132,-4139.4867,1907.2734,821.3126,-4481.2705,6185.3415,-3801.0921,-4193.9705,4068.4312,2716.6064,-2975.8496,-558.2650,-1509.2672,-4484.5121,0.0000,5683.0583,-1630.8694,-4213.8964,4410.6742,991.0133,-4732.4920,-4899.7078,-2528.7599,3485.4343,6274.0576,5545.8109,-4746.6426,5721.1460,3858.8049,-3477.0442,-3600.4219,5107.4316,6603.1482,-3273.7423,4815.2629,3423.6642,-2125.5381,3107.1336,4701.3654,-5437.9910,-6098.9559,1948.8848,4772.1605,-823.2392,4447.3879,955.6017,3145.0660,-2429.7705,-4975.4353,-3119.6798,-5659.9071,4706.0121,-5412.8674,-540.6333,4084.9855,-1202.3386,-2370.2604,0.0000,4997.5177,-5329.9956,4719.1985,4079.4648,-5006.6322,5270.9353,3324.4135,-1855.5536,-4078.7790,118348.7485,106059.8178,100347.4396,105577.2291,109417.1085,105640.7338,99843.5959,104052.2568,123006600.2647,123030810.3865,123013840.0038,123019150.9812,103614.8121,123022748.7569,6441.6053,1779.5903,-3839.4766,-2322.5771,2140.0213,4649.0499,-1269.6885,-5440.2180,2492.9512,6712.8655,-2631.1644,5651.7246,-3888.0562,-958.5395,-754.9431,3751.4297,4328.7385,2527.0836,-6385.0796,-4392.0556,5950.6751,-94.0710,-6467.7958,692.8778,2792.7794,-5431.4400,-1802.5579,-2013.2121,-4278.0816,744.3003,-5083.0451,352.7374,3872.0917,-3308.1524,-3383.5503,-5421.2808,6800.7491,3985.1913,1954.9479,2402.2542,422.3099,-5579.6722,-4096.3039,6117.3025,-4168.2924,3406.4178,3802.0461,0.0000,395.1335,5299.1155,460.1860,-629.3395,4928.5663,-2671.6813,2671.2120,5929.7311,-2320.0343,1723.2979,-5.0935,-4872.8838,-818.9633,-1669.0250,-5903.0244,-827.1447,-1694.1281,-1183.4483,-5816.1293,3846.6781,-2309.8558,-5131.5371,6133.7584,-4803.8795,3158.8725,-3157.6959,4448.3218,-1524.9511,2771.7327,2913.5608,-6784.4666,2665.1184,3348.3624,-2710.2826,4373.1392,2136.7059,704.5019,-1786.7178,-5037.9865,4647.0406,-5355.4162,-4458.2017,0.0000,4311.7040,-894.9966,-2851.7782,1297.0157,-998.6641,3428.2227,-2460.2282,-6366.9710,5426.8893,331692.2462,343359.7085,326192.3867,328211.8317,336832.4660,333564.0732,332844.3975,331824.8421,171295538.1681,171298432.7305,171323091.4373,171296503.7818,330857.9961,171299965.7833,-917.5967,-5222.5937,-3572.1535,5884.6386,2135.8127,-5133.8173,6506.6686,-367.7117,3565.7343,1045.4901,-4739.7189,2211.2464,-4372.0249,4846.2187,259.1311,-5507.3514,-5355.4129,-5469.1854,-2324.3815,-4255.6939,3495.3257,2300.2816,-2243.9030,3752.9720,4998.9731,-286.0415,-1685.2401,2973.8947,-4425.0227,-3112.1799,3338.5087,3648.6725,-2291.4361,4563.7495,-4417.2612,3599.5571,1174.2453,3367.7101,2368.6577,5193.0503,5422.6848,105.7519,-4543.2222,-690.1323,5436.2873,5821.9540,3236.0240,0.0000,3869.5594,-4180.9502,5430.9983,-5265.4782,4668.3203,4262.5200,4071.1069,-2536.2210,-5495.7240,-2266.1330,-3716.5728,958.2407,-3804.8155,-5476.6114,-91.5228,5852.8860,-4354.7993,1671.8328,-1767.0084,3018.3197,5465.1812,4101.4640,717.5538,1195.1773,2416.4337,587.4020,-4865.2193,4747.4034,-6401.9208,4343.7152,596.9120,5443.9860,5521.2631,3974.9518,-4303.2174,-3276.4271,5062.3445,3455.9450,4708.9434,3114.3603,-4229.8903,-4582.0532,0.0000,-1986.3258,4250.1058,4290.4927,-5328.1406,4619.3752,-2958.1794,-5526.7600,-1881.4759,-1296.9263,-117489.2897,-122086.5473,-115040.1598,-118549.5148,-112294.8942,-116395.2459,-126093.4698,-115932.6201,-85379512.6836,-85414757.0421,-85382876.6069,-85397626.4843,-117339.1691,-85391217.5114,
600.000,2907.8682,-2551.6214,-5752.6697,-2488.8757,-5966.6113,-419.4891,-3237.4564,2929.8071,-5006.6608,1013.4594,-5736.2336,-3052.1992,1698.5568,5104.7277,6355.7579,3566.4147,2113.2206,4330.5041,-761.9807,1031.9069,1441.0071,5490.9711,-1550.8957,-4673.1836,-1914.8925,2744.7679,-6239.5132,5905.6605,-4898.8601,6484.4503,1896.3685,-4609.1973,5518.0314,2491.9862,-4883.5878,-126.4619,2309.8080,-3929.4894,5707.1524,-3154.6107,-3426.4460,2915.4893,862.2904,-1646.4327,-2663.9707,-832.1031,-2700.6183,0.0000,6379.2480,219.1434,-3431.4427,4571.1139,3025.8356,-5044.9325,-4715.6837,-707.3067,1933.3320,5756.8132,4374.6409,-5551.4830,4606.1310,2560.6547,-4586.1088,-5029.1055,3795.2275,6478.1929,-4293.1678,6083.1368,1961.2241,-3600.6662,4226.8348,3353.6317,-3885.5348,-6604.1151,765.4398,4856.6429,574.4964,4381.8319,-311.9474,4282.1527,-635.1733,-3369.8357,-1124.9102,-5332.1564,3240.5157,-6376.4324,-2626.5392,4798.0954,-2946.0537,-3378.9945,0.0000,5946.8056,-4455.3541,3948.6360,4999.9226,-5972.3652,6120.4216,1884.0436,-3164.9373,-3103.3020,111267.4898,98907.1946,93272.3811,98259.9402,102452.4677,98594.9786,92904.0838,97490.3927,119240369.1170,119264897.8852,119247021.7620,119253545.6360,96663.2297,119256587.7237,6006.8171,3248.0841,-3114.1109,-224.8547,3405.6806,2785.6266,527.1272,-6158.0962,4048.9654,6677.1079,-1493.5375,4495.6238,-4188.1230,-2809.9542,-1923.9019,2493.1233,4632.1841,620.6351,-5839.1786,-4926.6362,6472.2621,-1396.5942,-6654.6189,2418.8777,3716.4370,-6113.2758,-124.5223,-3414.5922,-3245.8394,-924.4976,-6271.9697,1762.7823,2102.5126,-4922.7948,-1385.8491,-5190.7449,6546.3796,5365.4058,434.9038,4303.7976,2469.0432,-6029.0840,-5196.1546,6175.4190,-4067.2243,5113.4331,4187.4744,0.0000,-1045.5326,4673.2858,2497.3392,-2640.6721,4197.0872,-575.2236,4306.4187,5822.5396,-3844.3397,235.2937,-1547.7463,-3957.6394,-2528.8343,-3417.2725,-4828.1031,-1847.4563,-3367.8015,-2418.0995,-4440.5939,2699.0905,-3925.8034,-3642.8630,5011.5366,-5196.6883,4170.3286,-1731.2933,2965.6168,-3362.2042,4246.2647,903.9116,-6453.6054,799.3273,4534.2413,-2351.7174,4378.8583,3857.5824,-573.3257,-566.0315,-4509.5771,2860.9346,-4172.8707,-2647.0245,0.0000,3476.4724,890.7768,-4650.4746,-566.4498,526.7346,3153.5115,-4070.4599,-5235.0620,6152.3104,334203.2797,345384.1110,328370.9331,330372.6625,339006.7093,335381.0301,334999.4497,334038.2064,173942869.3154,173945670.6679,173970223.7286,173943184.1922,332972.1443,173947258.3396,921.1919,-5520.7213,-2008.5689,6476.7309,363.0946,-6329.4476,6101.7828,1173.5956,2000.6658,-784.8919,-3565.2994,4192.5137,-5228.4806,3727.9689,-1555.5424,-5356.0889,-4636.6236,-5282.4703,-3525.8745,-4653.8221,1922.4662,3801.8866,-478.6718,4472.0820,5477.0241,1263.0774,-3019.7430,1309.4315,-3657.2815,-1795.7427,2082.0043,4794.2255,-3500.9168,4011.8488,-4724.9339,4359.7896,-363.7811,1762.6217,3860.4615,4328.6066,5416.2991,-1693.0283,-4129.6826,-2434.7794,4859.4043,4577.7481,4492.5882,0.0000,2380.5528,-5131.7322,5427.3169,-4438.9521,4504.8703,4681.0300,2638.3271,-3687.1001,-5405.2555,-3779.3792,-4800.2950,-860.4779,-4502.3081,-5425.3250,-1619.0429,4385.6979,-4709.1092,-122.7325,-3087.1836,1682.3011,5260.6694,4628.8074,2187.6881,2885.4984,3588.3116,-961.3699,-6153.9561,3573.4354,-5566.0594,5205.7666,2350.2823,5259.4946,5161.9323,5566.2691,-5190.1495,-2002.3504,6116.4499,1867.7337,4540.6668,4093.5055,-4682.6602,-5297.8211,0.0000,-203.4529,5158.4307,3407.1421,-4625.3351,3388.4400,-931.3428,-5246.9234,-3179.9297,516.0525,-117473.8145,-122018.2238,-115046.9031,-118594.5209,-112268.0263,-116089.0482,-126069.8646,-116166.5434,-85378581.8535,-85413441.7504,-85382147.5911,-85396343.0221,-117296.3650,-85390203.9805,
