sl_100_5400_20310302 Coordinates.csv
2031/03/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:36 2024,
Start: 2031/03/02 07:47:00.00, Stop: 2031/03/02 09:17:00.00,
TIME_UNITS,STARLINK-3394 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-5742 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1578.9476,2460.5260,5333.3028,3468.0317,4208.4678,-2990.2013,-4728.1516,6906.8915,6674.4875,-6164.7178,5035.5787,-1280.8607,-838.0911,-1771.0490,-145.8856,1016.2043,-3674.3057,4326.5414,4060.0888,-6696.0608,994.9188,4468.2257,2972.2703,278.9350,6606.6710,4971.6666,-2729.0169,-5750.1570,-2551.8338,6750.2695,-2901.6132,-3604.3040,-2418.5792,4064.8855,1778.8143,6357.3221,729.6526,-95.7061,-2639.6713,6197.0257,3153.5998,-2526.3238,-1886.5887,874.6747,-5253.4397,4716.1152,1906.6313,-585.8712,2957.9921,6272.9342,-400.6522,-5803.5663,867.5306,5255.9491,-2379.0132,-4260.3911,-4300.7927,2340.2038,3027.5366,3848.8241,3864.9262,-6871.0012,-4571.0851,-1863.8849,4408.0463,-2274.3223,2670.1264,2712.6279,-6800.0414,-2297.5296,2105.0950,5.8261,1223.9067,2481.9571,0.0000,-531.8203,-644.3959,3608.4172,3033.3215,-4404.9395,3550.2386,-5638.0358,4937.5315,4850.3070,-3517.4826,-3522.2102,3151.4270,1643.2204,6269.4005,2079.4936,4113.2664,0.0000,-932.9602,6184.0715,-4868.4824,2054.5442,-2910.5569,0.0000,3072.0457,-2180.8851,374689.4277,352167.0661,372376.0357,368771.1177,359919.5480,362770.5978,366006.3812,365911.9539,-87285834.0211,-87306704.3516,-87287932.7491,-87287746.7269,366774.6819,-87289453.7427,4105.5407,-6103.3183,-4331.6805,-4357.8627,3500.7110,-3709.7981,4845.5341,689.1617,-1353.3058,3107.3060,631.3271,-5200.6733,-5355.8341,-4775.0501,6892.0583,4850.2004,2395.2458,4175.8674,773.4811,-520.2591,-6742.1092,-2411.5636,181.2181,4474.0711,1462.6111,3912.3063,4754.2437,-3066.5644,3283.3373,-470.9695,-5882.0677,-3708.4915,5075.3944,3535.9287,-4014.3905,-431.2341,-5097.2870,-5325.5811,-6277.1693,-2854.0676,6084.3776,6264.1695,-4352.1562,-5054.5329,3612.0801,2848.3891,-3802.4194,-1708.5846,2861.2529,2917.1891,4935.4445,-3253.3965,6377.1710,4468.9484,-6505.8537,-3143.2552,5446.3437,2694.9106,5336.7524,5213.3189,-2947.3857,-670.4210,-1087.9123,-6286.6698,-2808.1075,4281.5401,2709.0154,6258.1448,-258.4739,6158.1408,4074.1184,-5889.1709,-2667.9368,5171.9698,0.0000,5245.4177,5626.7274,-2364.9914,3409.6026,2737.0057,-2044.0484,3786.4579,-3345.1497,4497.9745,5806.5191,5465.4104,-3872.1772,-4563.9412,1944.1082,4313.6037,-296.5876,0.0000,-5799.0921,741.3622,2359.0724,5670.3506,-3222.2349,0.0000,6062.2163,5588.0881,95854.1597,72913.6801,84880.4153,88926.4457,89252.4456,86718.4869,81260.4995,85056.6959,-106994617.4490,-107033891.0343,-107004362.4164,-107020433.0076,85139.2690,-107013366.8645,5247.6959,-2003.2841,879.2791,-3947.6765,-4080.5891,-4721.2641,1080.0455,249.0166,-499.4082,55.1684,-4718.5156,-4395.2924,-4286.1525,-4659.1914,-615.9729,4555.7937,5075.1907,3361.3275,5478.8729,1517.2798,-108.3566,4406.7850,6234.8464,5257.8314,1521.7364,2729.7315,-4169.3161,2295.7157,5099.2622,-821.3854,-2240.8756,4397.0299,-3963.9493,-4273.2311,-5333.4506,-2730.8427,-4470.7678,4358.1481,991.7600,847.2795,937.8331,-1442.9010,4960.2566,4630.4390,2724.2577,4036.6813,5432.5542,-6724.2116,-5498.7625,348.7184,-4777.7104,1903.1660,-2425.4613,-178.5291,-99.7360,4355.7887,-213.9955,5956.8551,-2965.8595,2318.0778,4529.3947,-605.7060,-5164.7788,2221.2666,-4484.8028,4794.4592,5823.4185,1177.7426,222.3258,-2159.3892,5137.7906,-3663.5415,-6225.9470,3849.0343,0.0000,4313.3380,-3696.2648,-5323.0387,5102.4191,4317.5075,5416.0018,-1151.8971,-3277.9851,1978.3374,1519.8521,-2168.9125,-4616.0102,4910.9279,2184.6509,-4955.1904,5480.3146,0.0000,3262.8601,-2838.2272,-4199.5872,-3429.7557,5318.8732,0.0000,-1165.9540,3231.0567,150763.0537,145075.7656,150026.4020,147008.0236,152878.2475,147268.0882,138744.2293,149127.8194,-37946384.0205,-37971520.0743,-37923383.1058,-37948256.3914,147519.0311,-37939121.9542,
300.000,3588.7732,1356.9627,4125.6555,1529.6781,5677.1015,-4774.4003,-3811.1462,6692.9315,6144.1720,-5302.6175,5149.8465,-3267.4396,-2815.6958,-3737.0251,1055.1684,3100.1800,-2980.3265,4915.9597,4192.6991,-6158.4352,-248.1242,3585.5262,4665.6022,2209.4120,6937.5720,5031.7241,-1688.9352,-5568.3057,-431.5440,6100.2976,-4382.3636,-4630.3485,-3289.5102,5586.3240,-387.1596,5412.5801,-1416.2401,-2097.5823,-3531.3246,5172.2492,4248.3898,-1114.5860,-3799.8344,-1281.5222,-5953.0318,5011.9087,154.0818,1130.9962,4357.3917,5640.2187,1462.5682,-5941.6951,2184.1471,5735.0978,-3670.1038,-4313.1215,-2952.8109,2389.3582,4414.8059,4363.6369,2365.6631,-6813.1606,-5966.6971,-3143.8960,2544.4917,-162.0813,2487.4841,4070.8335,-6456.8247,-866.2990,4038.2531,-1809.5240,-932.0858,4280.9215,0.0000,1232.3968,998.5510,2774.4492,3859.5416,-4087.7928,2184.8743,-4923.9522,4554.9049,5384.0004,-2545.5130,-2568.4271,1080.1895,131.6739,6458.0317,3971.5455,3934.8397,0.0000,-2719.4507,6724.9446,-4747.4545,2983.9835,-3927.2191,0.0000,4139.6789,-216.9499,372571.8372,350495.6913,370500.2533,366938.6635,357994.4744,361089.2667,364087.9184,363972.0441,-84922828.6515,-84943107.3515,-84925460.7429,-84924136.8445,364901.7698,-84926416.0009,3786.9161,-6738.2474,-4918.3981,-4422.2145,2702.5292,-3061.2591,5652.8593,46.4628,-2782.3899,4013.6970,-1494.9139,-4934.9096,-5302.7311,-4012.8848,6732.6295,4342.7951,4304.8204,2290.1014,-1397.3687,1074.6820,-6593.4097,-4299.8009,1081.3180,3500.8716,-28.4594,2241.3203,6072.8896,-1498.5257,3974.2239,-1655.9839,-5311.2525,-1797.0458,5719.1599,2754.2200,-4134.9063,-2027.8507,-4791.1134,-5509.4707,-5247.9446,-3721.3464,4907.9927,6073.8548,-4167.3965,-4936.3029,3517.0908,763.0897,-4943.2320,-220.5422,1217.0710,3106.7705,3991.2123,-1528.7120,6484.8744,3302.7178,-5696.6745,-1126.8945,6141.3780,551.1401,5028.7980,3705.9405,-4539.9551,836.6743,-389.0856,-6153.0446,-3619.0923,4178.3858,603.1485,5588.6285,1264.0948,6828.1996,3665.6418,-5019.6618,-2194.8901,4668.4656,0.0000,4256.5536,4658.4066,-4253.6303,1415.0529,4468.0052,-3756.7243,4768.4481,-4777.0271,2837.0829,5458.0326,6340.5485,-4108.6021,-3374.6843,2489.5205,4064.9179,-2436.9012,0.0000,-5816.2967,-542.6924,4052.9513,6089.7670,-1293.2291,0.0000,5474.1558,5395.6930,103896.2981,80345.7126,92458.8063,96373.9398,96960.5047,94402.2875,89001.5981,93234.9416,-108873122.7282,-108912632.4144,-108883089.7981,-108898641.0648,92862.6850,-108891959.3121,4436.5867,-224.0287,2596.5589,-4971.4408,-2658.8154,-3580.9323,-739.6829,-1860.9897,1055.0132,1845.6497,-4388.9541,-3601.5145,-3421.1859,-4192.1375,1197.7606,4105.1066,4195.5790,4245.5423,5251.4342,2881.4515,1700.0187,3724.4810,4984.2541,5531.1016,-2.8624,4136.1516,-2772.8419,3802.3493,5225.9676,-2554.5106,-778.1368,4626.3258,-1939.1530,-2912.4497,-5520.9889,-3829.4149,-4641.4026,3553.6263,2704.0932,2576.1904,2383.1120,-3096.1991,3914.0540,4662.9519,546.3455,4575.9946,4812.3381,-6866.7584,-5167.6638,2542.7375,-5411.2575,3196.7475,-680.9636,-1961.9881,1430.6816,5206.6995,1319.7153,6495.9679,-1283.3361,3816.0967,4235.5125,939.3911,-3604.9674,460.8818,-5278.1039,5384.0518,6466.3786,-363.1735,1745.2611,-686.1180,4207.1633,-4431.7333,-6457.0264,2761.7168,0.0000,5171.4592,-4800.6594,-4599.3201,5472.6204,2981.7428,5218.6627,666.8180,-1652.3686,3257.0387,3478.2887,-399.9656,-5309.4528,6018.1476,-33.3337,-3896.7680,5062.3300,0.0000,1986.7090,-1144.6129,-2815.7242,-1461.9229,5481.1851,0.0000,647.9512,4152.3341,150761.3390,145036.7031,150004.2695,146854.4706,152871.6293,147549.6746,138695.8948,149040.9312,-37945512.3671,-37970919.9615,-37922459.1302,-37947568.6318,147509.6870,-37938462.9274,
600.000,5225.0608,118.3904,2493.5685,-584.4576,6554.3521,-6033.8300,-2498.1040,5800.3886,4986.1458,-3900.3513,4806.6223,-4927.6817,-4504.2924,-5342.2363,2164.9600,4856.4797,-2011.3512,5061.0148,3959.2478,-5020.4403,-1484.8491,2358.7392,5821.6888,3952.4345,6597.1416,4626.0363,-510.1275,-4861.2776,1720.4426,4817.5395,-5432.4249,-5220.6788,-3815.9213,6538.8948,-2514.0425,3959.6221,-3427.4334,-3875.1332,-4095.7333,3613.6445,4950.2179,438.0712,-5314.0878,-3315.2084,-6007.5250,4844.7826,-1575.0542,2662.6629,5355.6069,4405.3814,3216.4149,-5523.7995,3272.2363,5655.1424,-4617.3388,-3984.0605,-1309.4884,2282.0617,5330.4705,4479.0300,641.0182,-6093.5739,-6772.3132,-4107.4949,434.7266,1980.8779,2137.9728,5035.5253,-5452.5628,642.9572,5559.3938,-3481.2172,-3011.2244,5651.9372,0.0000,2910.9342,2580.0608,1709.0446,4351.0717,-3365.3569,640.4439,-3708.1449,3711.5537,5417.3647,-1278.9813,-1355.8490,-1110.0315,-1452.5055,5938.3425,5453.0822,3414.0235,0.0000,-4201.3388,6576.9270,-4167.7516,3591.7242,-4602.3402,0.0000,4797.3074,1790.9641,370280.2456,348668.3735,368460.2181,364944.0881,355907.5941,359269.4532,362006.1256,361916.3708,-82519413.2615,-82539097.5759,-82522568.6884,-82520135.5542,362866.2493,-82522964.5410,3131.4424,-6690.1422,-5042.7199,-4084.4955,1654.9769,-2120.6145,5887.7803,-625.3776,-3938.5288,4537.0855,-3467.2981,-4223.8625,-4761.1531,-2897.3990,5903.4763,3416.4711,5747.6387,172.5826,-3417.8474,2589.6496,-5760.5637,-5734.3709,1928.1017,2233.3454,-1516.7401,320.2808,6781.6007,249.8398,4268.2966,-2698.3216,-4230.0729,282.0201,5709.2800,1726.7081,-3906.7369,-3461.7299,-4042.1279,-5178.4164,-3679.7897,-4239.2693,3245.1764,5296.1495,-3602.0687,-4381.1155,3031.9679,-1404.0533,-5628.7119,1361.5798,-507.2561,2923.9069,2693.7292,365.5300,5938.2335,1789.4408,-4328.8224,1019.0694,6250.9609,-1651.9353,4205.8754,1809.8672,-5656.7686,2271.5979,302.0047,-5411.7546,-4125.8604,3702.9174,-1577.5755,4373.0340,2674.1678,6831.2838,2936.1715,-3694.6501,-1577.3536,3733.3107,0.0000,2867.3233,3229.1395,-5716.4798,-706.3900,5707.7127,-5109.8278,5275.2240,-5698.4781,883.2660,4584.2987,6564.7685,-3977.0901,-1891.0201,2761.5395,3450.6225,-4325.8479,0.0000,-5226.7406,-1758.1154,5315.3103,5896.4249,739.7693,0.0000,4331.6170,4686.9270,111889.8013,87740.3765,99996.4941,103761.4948,104625.1346,102044.8197,96699.6140,101343.6921,-110699462.6041,-110739191.7540,-110709676.7078,-110724644.5417,100544.9835,-110718385.3562,3134.0185,1579.7780,4034.9980,-5439.7341,-939.2027,-2018.1835,-2477.6009,-3772.9955,2491.1201,3435.8439,-3589.8036,-2421.8637,-2186.7737,-3271.2035,2882.4492,3175.7952,2822.3375,4667.1597,4446.6683,3930.7190,3316.6927,2606.3359,3196.8702,5208.2328,-1527.1779,5092.0242,-1073.6843,4897.9821,4703.8550,-4000.3573,768.0401,4329.4748,298.2674,-1232.3213,-5113.4096,-4518.7018,-4291.3830,2360.9584,4120.2879,4022.1805,3571.3339,-4414.7422,2437.0349,4192.6213,-1690.0447,4604.2031,3671.0985,-6287.7210,-4269.5023,4463.4707,-5454.5149,4146.1934,1138.2524,-3532.6918,2807.4173,5482.8401,2712.5656,6346.3553,544.3898,4896.8274,3428.6165,2383.6598,-1667.7544,-1349.0561,-5496.9682,5369.8069,6426.9697,-1865.0561,3070.8307,861.1226,2818.2189,-4727.1400,-5985.5844,1375.9543,0.0000,5447.6826,-5353.6769,-3366.8558,5236.3911,1300.6234,4429.3996,2412.6572,160.2933,4182.7858,5068.2406,1413.3008,-5402.8364,6475.0912,-2247.7844,-2414.1921,4086.5999,0.0000,477.3165,676.3887,-1119.3614,662.1215,5041.6865,0.0000,2391.2528,4606.1940,150758.9998,144997.7123,149977.3062,146705.0255,152862.3019,147830.8800,138651.7978,148844.3307,-37944637.4429,-37970318.0701,-37921545.0984,-37946857.8591,147500.2616,-37937803.8173,
