sl_10_86400_20311005 Coordinates.csv
2031/10/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:33 2024,
Start: 2031/10/05 07:47:00.00, Stop: 2031/10/06 07:47:00.00,
TIME_UNITS,STARLINK-3869 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-4649 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5776.2003,3374.6156,1637.4825,-6318.1790,-3179.7626,-5916.3556,-4164.8706,1712.9127,0.0000,-1461.3820,-151373.9816,-147394.0769,-163058.8371,-157672.8909,-149383.3578,-153925.4511,-159059.3734,-157030.8767,122712298.4555,122715593.3770,122724904.8813,122726914.2206,-157622.3034,122718823.9546,1108.8812,5287.8044,-4141.5531,927.4169,2690.2484,-2978.9201,1329.0735,6340.9925,0.0000,-6334.4876,-353056.2627,-329463.4784,-337621.2212,-339726.8379,-335732.1560,-335293.0353,-332113.5295,-335477.8795,121053164.6703,121081976.2694,121059376.5952,121042452.8162,-336056.4482,121034975.9513,3574.6045,2878.0137,-5021.6638,-2436.7720,5504.8128,1568.6514,-5334.4594,-1704.9998,0.0000,2200.0713,137445.7258,130139.6737,137095.3164,133681.6869,139811.7390,135219.6508,125957.6334,136277.7609,-81750328.5500,-81767844.3599,-81759488.1979,-81750107.2629,134702.6892,-81756959.4573,
3600.000,-3406.8395,-5524.9640,1563.6233,5667.2614,914.7738,4516.9830,4008.6348,-3373.4879,0.0000,3172.0697,-57220.9142,-60667.5071,-74449.2641,-70815.0141,-60033.2317,-69307.5591,-69562.3043,-69362.1231,87195386.7623,87188175.7751,87201066.5272,87206528.7770,-68529.9182,87202987.2221,2335.8320,-4069.5445,6427.0889,-3494.7141,-5942.4936,-395.2519,-5004.6440,-4999.0816,0.0000,3083.3085,-379497.8189,-357985.2598,-364910.5468,-364041.8872,-363891.0122,-366409.3083,-360617.3180,-365514.4157,148731581.7456,148757313.7321,148736681.9414,148725660.0051,-364884.9165,148713003.4298,-5516.3286,763.8110,1106.9810,-1545.1122,-3416.6013,-5083.3690,2517.5358,-3112.9318,0.0000,-5255.8124,137570.4650,130871.3382,136662.3488,134190.2599,139844.7430,136944.8373,126238.2632,133535.3136,-81769756.8380,-81786783.6733,-81779697.4991,-81770261.7888,135022.2987,-81773559.4374,
7200.000,789.6434,5583.7710,-3300.0263,-2165.3023,780.6198,-1897.2333,-2721.0851,4047.0503,0.0000,-4881.6184,40319.3522,30754.9829,18994.1512,23699.9257,33356.5630,21334.6202,24116.1009,25771.0873,45714820.9558,45698465.5828,45714863.0340,45720577.4647,24963.7627,45723592.5680,-5692.0832,1031.3546,-4426.4325,4773.6650,6813.9807,4563.5111,6031.3766,510.7453,0.0000,1216.1189,-381173.2303,-364322.2620,-369130.5696,-366293.3194,-368799.6774,-373097.1441,-365750.6794,-369715.1768,166270713.5759,166290934.6018,166272013.4247,166265113.8256,-370506.1288,166252276.9448,3785.2419,-3935.1533,3801.3818,4377.1433,-855.8576,4673.1570,1922.7835,5411.0752,0.0000,4661.0243,137658.7077,131780.7615,135778.3588,137105.3162,139541.3211,133714.4678,127099.3777,136691.7523,-81789412.0363,-81805639.5126,-81799654.5246,-81791134.8580,135330.4150,-81790140.0635,
10800.000,1082.8646,-4244.6935,4117.5904,-2419.7564,-2358.9349,-345.5615,-347.6434,-4162.8024,0.0000,5430.7068,134830.1068,121187.2590,111418.1368,116666.8340,124817.9480,112824.3963,115988.4618,115988.2641,1099425.1033,1075784.5098,1096188.3413,1101496.4206,116912.3616,1109188.9154,6788.2945,2952.5289,-763.0077,-4985.5240,-4619.8908,-6765.4113,-4595.7651,4148.6807,0.0000,-4111.0672,-358148.0360,-348137.9785,-349944.0137,-346782.8232,-350296.7131,-355246.1934,-347305.0118,-353589.3535,172470066.5011,172482839.5871,172465636.5514,172460016.0968,-352550.8723,172452281.1483,427.6389,4567.2349,-5245.4209,-4001.8288,4557.9353,-694.3005,-5130.4161,-3394.8325,0.0000,-873.3359,137713.2908,132982.1797,134762.8172,139157.6128,138917.7943,130955.8941,128553.4125,134445.3101,-81809095.0117,-81824401.2096,-81819186.4550,-81811718.5244,135627.0276,-81806701.3180,
14400.000,-2599.9273,2354.6647,-3910.6776,5591.9105,4255.0055,2188.6091,4216.8785,2877.5597,0.0000,-3440.1245,220166.1479,204701.4102,196957.8716,201638.8896,208499.8060,197494.7643,200279.2037,202239.0628,-43607082.5559,-43635800.6863,-43610543.6871,-43603540.2162,201464.5429,-43596733.8567,-4635.3082,-6077.0025,5119.2115,3869.9212,685.5653,5180.4187,2253.8053,-5991.2174,0.0000,4771.0698,-312119.9812,-310842.2116,-308456.6718,-305306.5366,-309760.9029,-314579.3467,-306640.2207,-310906.0646,166902675.7519,166906624.8085,166891777.9443,166885596.7200,-312149.4900,166885896.2652,-4385.5314,-2288.4715,1861.4622,672.1045,-5409.0695,-3842.2986,4953.6520,-1366.8455,0.0000,-3546.4242,137736.6607,134784.9287,133967.3683,140460.5112,137982.0403,129138.5853,130646.4131,136892.3622,-81828603.5774,-81843057.9525,-81838081.0455,-81830585.2187,135912.1267,-81823243.1836,
18000.000,4213.5923,-86.1746,1622.5291,-5971.4026,-5669.8094,-4038.6457,-6710.3299,465.6045,0.0000,-764.5171,290859.6490,272865.7408,270099.0897,273328.6538,278983.2790,269385.5367,271873.0378,272577.3591,-85353768.6834,-85385147.0153,-85354275.1910,-85342589.3633,273236.2045,-85343364.1402,498.5834,6746.4189,-5658.6479,-1068.4456,2752.8422,-858.9874,-294.6526,4542.2941,0.0000,-4036.3574,-246282.0262,-254358.7721,-247211.4763,-244191.7892,-250076.1261,-253824.7497,-246642.2694,-253396.5647,149944485.5626,149938832.0428,149927853.5608,149923298.9510,-251860.8840,149928818.8284,5414.2645,-1476.9846,3208.4755,3139.4934,2825.2795,5403.7732,-1556.0947,5008.0013,0.0000,5490.0413,137731.0215,137272.2520,133681.5876,141223.3685,136755.3277,128091.4327,133456.8693,135442.1087,-81847745.5861,-81861598.6024,-81856075.7001,-81845326.0274,136185.7034,-81839765.6430,
21600.000,-5390.0574,-2569.0532,2669.4385,4091.4415,5168.9763,5278.4041,6112.3936,-4632.6820,0.0000,4963.5173,342473.9224,323093.2172,326066.7232,327293.6541,331323.0235,323716.0947,326874.2159,328025.5468,-121290708.8104,-121322252.7200,-121285697.1792,-121273541.8775,327653.2025,-121280760.6667,3180.4924,-4766.6220,3037.1592,-2887.1910,-4328.7937,-3238.4044,-1349.7494,-1709.9039,0.0000,3014.6400,-165087.1408,-178857.2558,-170080.2908,-167272.8862,-175546.1201,-176964.4988,-171817.7582,-173858.1877,122748929.2994,122733511.9364,122728792.5052,122732731.4564,-175510.6403,122734206.7218,-2883.0449,4275.5310,-5357.2954,-4653.2692,1515.5413,-2836.4803,-2890.7709,-4657.0520,0.0000,-3669.2445,137698.4690,137765.7634,134055.3733,141556.5068,135426.2259,127702.7659,136965.5891,136925.0189,-81866351.3726,-81880011.5048,-81872854.3678,-81854831.1113,136447.7498,-81856268.6786,
25200.000,4684.6636,5177.4592,-6188.6173,-1343.9995,-2089.2424,-4265.7051,-2770.7226,6721.4168,0.0000,-6630.8214,371882.1104,354262.4819,361193.3940,360212.4391,360408.3168,356979.2084,362771.1430,361178.8159,-148963540.5498,-148992813.8761,-148951887.0519,-148951379.1001,361242.8000,-148954410.1235,-4794.4340,1414.3182,130.5172,6113.9388,4378.6247,4943.0563,3225.0809,-731.4587,0.0000,-1632.0121,-73932.3449,-92639.7218,-82029.1516,-79455.9179,-90237.3058,-88999.2219,-88720.7797,-89763.4195,87168437.6135,87143719.1356,87148148.8422,87159387.5487,-87948.5031,87154259.5292,-1585.2143,-4350.1482,2575.9467,2735.3674,-4927.9919,-1934.2824,5414.3304,551.5251,0.0000,-711.7551,137641.1296,137655.9601,135058.7727,141520.2383,135866.9384,127914.4721,138620.1929,136475.7789,-81884284.7409,-81898284.2860,-81888074.3268,-81865459.3389,136698.2588,-81872752.2731,
28800.000,-1486.0866,-6486.2264,5748.6175,-1301.9767,-2305.9106,488.3683,-1209.0752,-4872.8114,0.0000,5057.1607,377453.3332,363659.0793,373206.7487,370112.7534,367647.4918,367103.0616,374461.9422,371599.5270,-166481065.3583,-166505838.5734,-166463768.2953,-166478248.5974,371855.2780,-166472868.4715,4514.5881,1719.9135,-2329.9235,-6602.1432,-3902.9200,-4363.5916,-5157.9001,2534.8077,0.0000,-751.8257,21215.4235,-1527.5849,11234.6097,13645.0036,3977.9344,4391.1925,1641.2074,7000.0430,45628226.3922,45595280.4222,45611344.6510,45619539.5658,5259.4443,45614067.0406,4974.4426,1620.7313,2546.7355,1182.9216,5206.3938,5194.0616,-4415.7650,3972.8955,0.0000,4572.2038,137561.3359,137416.9930,136490.0068,141147.5230,138712.8529,128706.5992,135320.3590,136851.8831,-81901451.7832,-81916403.6273,-81901468.8111,-81880585.7361,136937.2243,-81889216.4091,
