sl_100_5400_20310131 Coordinates.csv
2031/01/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:51 2024,
Start: 2031/01/31 07:47:00.00, Stop: 2031/01/31 09:17:00.00,
TIME_UNITS,STARLINK-31593 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-31794 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-5398 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,464.7676,3509.7986,-4696.6261,2536.2364,4726.6029,-2521.1632,4940.4027,-616.0816,4260.6751,759.9658,-545.6023,-5218.9749,-2606.4345,-3374.6034,-6763.8134,-1863.5991,6430.3762,1957.1687,3719.7938,-5040.0464,-4923.5676,4691.0454,6683.8401,-2467.8667,-4882.3066,-3987.2293,4076.5309,6367.5679,770.5820,-4587.5027,2475.2374,6548.8480,1426.2819,2654.6678,-6352.1288,-4253.3862,4113.1378,1280.4711,5525.1644,-3231.4091,3438.3118,3898.3806,2873.9549,6623.0553,5501.9828,4615.3249,5593.1298,-5254.8731,3133.6912,-4274.8560,-871.7085,4179.7603,0.0000,6173.9581,-2258.6909,4668.5419,-2596.7946,5914.5548,5738.5348,5281.4434,-1283.2326,-4198.8169,-2875.2544,-5613.1179,722.8391,1841.3698,-4966.5535,-1426.6784,-5717.6178,-4399.7995,3238.0047,483.4909,-3891.4550,-5356.9923,5138.2514,5849.6858,-2072.7895,-3442.6138,5560.4300,5616.1042,4216.7403,-104.8750,-3886.4565,-5836.3042,-578.7636,-4831.7617,-4259.4271,-3919.0400,2594.2810,-2401.7223,-5563.2350,4087.5881,301.8723,-4927.3177,-2886.9346,-2291.6500,2650.8500,-3270.4992,-4541.3858,1061.7034,374746.0996,349980.7505,365845.3229,364633.1197,357058.5351,358251.6222,358452.8529,361524.5838,-156161256.1977,-156150231.9758,-156139977.5085,-156154123.9352,360993.2804,-156146257.8536,5135.9884,-5695.3729,-3447.3136,-5122.4220,-4274.0321,3466.4379,-1399.1637,-6786.4515,-1269.1233,5039.9676,6857.3375,3184.0388,-5911.9296,-5927.5456,-577.3911,5862.3418,-1492.8632,-6401.2793,3594.9628,4267.0966,4521.6435,3341.0098,1408.1351,4552.5173,2162.7421,-3882.3110,4285.7427,-181.4303,-6670.2643,-4772.6363,-6430.7924,-1965.3241,4253.9037,-4869.0274,-2749.3191,-4146.1625,1285.4732,4112.3465,1693.9714,3948.8842,2462.6854,-3579.5264,-3228.9546,1008.4266,1768.1346,2772.3036,2624.1954,-3403.5862,5299.6238,-404.4038,4573.1558,107.4504,0.0000,-2706.5752,3015.3772,1849.4031,-4317.9870,1952.8509,3207.9978,-3955.4809,2137.4353,-459.7455,3537.4586,-3418.9171,-6867.9495,-4971.9504,-1176.9259,4756.0104,664.0575,-5360.2088,1203.9926,5766.1003,5028.9970,-4103.2300,-2181.9162,3488.4858,6466.6046,2415.1893,3748.6039,2158.2704,-5399.4195,6304.6354,5493.5728,-435.5035,-5033.8636,4855.1991,1062.7940,-5563.9171,-5054.5005,-4409.6163,2753.4474,586.6879,-5274.2485,4741.3987,3288.9655,-5943.7042,-6138.3362,4184.0501,-4056.1009,-4957.2005,124444.9840,119465.9285,111000.4893,116206.5924,120728.3845,117205.4954,110815.6269,115536.7060,-96671920.7871,-96687866.6083,-96685936.5337,-96688094.0137,113808.3382,-96681193.5763,-4499.2610,-1520.5853,-3596.6555,3913.3754,-2566.2770,5413.2343,-4650.0034,548.1035,-5260.6357,4698.0994,-670.0049,3208.5405,2356.6815,1021.1463,684.6329,-3132.2041,2004.1055,1746.7333,-4609.8710,1729.0013,-1279.9222,-3822.2745,-1047.8724,-4321.1812,-4414.7425,-4090.3609,3471.4628,2688.2853,1380.5193,-1917.7712,1013.5535,-63.4917,5264.4986,4130.0959,263.5490,3632.6092,-5323.1394,5218.7890,-3825.5595,4229.2154,5415.4418,-4414.3868,5346.6332,-1735.5291,-3596.8966,-4344.8912,-3039.2377,2686.8689,-3099.8363,5339.1232,5056.2904,5382.9690,0.0000,1623.3931,-5845.6203,4628.7673,-4696.4652,2984.8679,-2139.8418,1262.2821,6448.5409,5403.5976,-4952.6569,1762.9839,613.0294,-4161.1730,4499.1415,4786.8918,3767.3302,182.4948,6032.5675,-3685.9082,2392.8946,-1603.7711,-4075.4790,-1.3116,-1373.4961,-5339.8286,1656.2295,-3452.0569,966.7904,-2682.0422,1550.3130,3665.4779,-4716.4998,-527.9399,-5166.0846,-1139.8869,-3977.2638,-4709.4020,3076.0836,-5440.7798,4160.8603,959.6499,5249.9516,2497.8532,1301.5990,-4401.4020,-3241.4887,4698.5244,136644.9463,129331.3615,135998.3708,133056.3007,138876.3583,133128.7953,124713.1496,133706.5892,-39456164.9929,-39423233.6357,-39460095.9502,-39453959.0877,133487.8437,-39445847.7441,
300.000,2531.8907,2198.0562,-5992.6514,1021.2682,4090.6172,-1016.4952,5732.4943,-2095.7128,4119.7388,2839.8863,962.8080,-3576.8869,-3889.2342,-4134.1361,-6393.6771,-217.8733,5325.3174,529.8585,5210.1492,-4066.5260,-3419.5675,5067.7222,6863.1287,-436.9282,-3435.4469,-5528.7756,5467.5468,5356.2364,-836.8497,-5594.9332,1327.9231,5797.4496,1318.1052,1115.8805,-6690.1420,-5328.8062,4035.1554,3006.6005,6236.4848,-1766.5910,4210.8870,1933.7322,1560.0760,5865.3665,4881.8278,5025.6813,6556.4401,-5153.2830,3796.4113,-4790.4098,1182.5528,4420.0036,0.0000,5144.8642,-197.5147,5098.9371,-4392.5208,6695.5905,6614.7052,3971.0077,186.4822,-4623.2687,-1753.9675,-6466.9372,-818.3106,-98.6337,-4252.4776,59.0623,-6122.3880,-5313.1722,2303.0756,1877.6083,-2717.2971,-5852.3625,3471.4727,6319.9128,-614.6937,-2443.3561,6327.0187,6156.2277,2894.6064,1258.0935,-2638.2625,-6295.9730,-2662.7036,-3829.9707,-4208.2727,-4427.7780,1080.8610,-3421.7056,-4017.3539,3992.5742,-1263.0370,-3793.7530,-1639.3746,-3875.2239,981.5702,-1814.9255,-5046.1144,-1090.0967,372016.5920,347533.8141,363284.6017,362045.4416,354516.6874,355900.6122,355932.7072,359212.4506,-154006853.9813,-153996130.2798,-153985121.9817,-153999237.7034,358503.4514,-153991935.3845,5065.4628,-6497.3689,-2603.0398,-6232.2152,-5453.6232,4901.7153,-2553.8608,-6430.5498,-3284.2371,4653.6964,6786.0784,3826.9222,-5642.6444,-4795.2541,976.8981,5281.9234,-2547.5790,-6024.9975,2150.0258,5481.8552,5237.9742,1329.7698,206.6351,4327.8690,3730.1533,-2726.8948,3689.7450,-1494.7643,-6213.0975,-4019.4218,-6792.8581,-3308.2998,5783.2210,-6043.6008,-1271.1040,-4150.7280,-896.2911,2754.1014,2438.2749,5392.9089,418.4881,-4023.7315,-4826.8083,223.2120,0.8699,685.8356,1584.1168,-1726.2851,3689.5640,1602.4850,3963.7300,-1993.4730,0.0000,-2972.4577,2533.8130,-279.6603,-3986.5214,448.0345,1894.4705,-4540.8988,3683.8288,1602.1058,5157.7392,-2110.3621,-6557.2809,-4439.3753,759.3355,5864.1479,2189.8639,-4122.5919,-738.8568,4513.9890,6158.0498,-3683.2898,-3177.6728,2015.3705,6897.6901,4263.1637,2773.0999,2892.2100,-5681.4336,5344.1548,6383.6660,1332.6111,-4518.2273,5552.7199,3094.3067,-5196.1873,-6186.5031,-2600.5070,3535.6569,-1597.7738,-5996.9064,5741.5425,4911.1792,-5540.7126,-6172.4165,5580.0662,-2171.8634,-5075.6508,132426.1274,126849.5335,118468.6164,123548.0850,128336.0314,124674.6560,118449.7369,123059.8008,-100057542.0006,-100073794.2630,-100071215.4640,-100073944.9732,121403.2194,-100066786.6669,-3842.0561,12.1965,-2043.8303,2850.3338,-835.2465,4757.0413,-2931.4520,-1006.1771,-4435.9050,4282.4648,877.8138,4494.2496,604.1985,2728.8008,2165.0544,-4440.5298,3565.2422,3352.6598,-4029.7423,206.8258,-2685.6369,-4509.1151,765.4374,-5155.0335,-4721.0613,-3112.8856,1886.8652,4105.1963,2767.9762,-130.2164,-796.8464,1474.2472,3564.2380,3172.1133,-1273.7881,1699.2164,-5461.0185,5400.8499,-1782.0314,3425.7584,5413.3855,-5251.2749,4642.6588,-3667.3363,-4744.5777,-4705.1871,-1375.1310,4104.6557,-4416.2686,4630.7876,5487.8600,4792.2070,0.0000,3570.0575,-6473.1152,4535.3183,-3499.9843,1642.7032,-663.8028,2951.2136,5849.2153,4807.4170,-3952.2130,241.2411,2092.2003,-5071.3669,5255.0729,3633.5636,2253.5700,1696.0770,6516.9030,-4813.7580,939.9525,517.2365,-5062.6366,1535.7983,159.8048,-4696.1311,-140.0243,-1353.9670,2678.8585,-4102.0458,24.1995,2509.2316,-4518.1838,1290.4128,-4321.1262,993.9760,-2940.6011,-5378.3517,4395.9483,-5306.7031,2773.5556,-587.7182,4463.5092,1064.0373,2703.2353,-3624.6149,-4172.6064,4564.0513,136686.2590,129404.7455,136040.6426,132959.8659,138932.2479,133471.4847,124723.6124,133328.1880,-39456725.5027,-39423584.1553,-39460252.0486,-39454573.0413,133539.0862,-39446268.3432,
600.000,4332.9966,665.7830,-6669.3476,-566.8696,3046.5687,544.4461,5957.8983,-3372.9187,3613.8059,4644.2711,2385.4486,-1571.1501,-4772.9051,-4507.3181,-5376.1677,1487.5210,3687.2422,-983.3307,6213.5094,-2681.2823,-1551.8731,4993.0590,6357.9690,1663.0471,-1685.0154,-6531.8580,6292.6516,3826.4983,-2385.6808,-6037.9036,42.8148,4454.7598,1015.9670,-503.5343,-6382.7327,-5853.9377,3607.5067,4455.1955,6256.3672,-138.2763,4615.1875,-227.5592,136.4380,4517.5612,3793.3215,4992.4807,6856.1839,-4553.0373,4128.2876,-4863.6978,3142.4007,4254.5558,0.0000,3575.1435,1909.2638,5056.0836,-5734.9185,6823.6377,6842.4623,2212.0869,1575.8454,-4627.9044,-488.3264,-6656.0134,-2299.8217,-2059.9527,-3145.4358,1502.3563,-5923.2472,-5725.3106,1210.7856,3130.7157,-1271.8485,-5752.3230,1471.2807,6150.1222,904.7535,-1240.6965,6462.4991,6016.6829,1263.0796,2536.5313,-1131.5419,-6153.1574,-4494.0977,-2427.6096,-3761.2386,-4486.6608,-510.6318,-4156.0260,-2071.5752,3547.3176,-2663.4190,-2283.5562,-270.8345,-5060.2318,-809.7590,-213.0586,-5094.6973,-3129.9325,369115.9598,344933.2808,360562.8311,359289.7292,351814.6286,353410.0718,353251.1506,356694.4433,-151779059.3579,-151768622.9095,-151756892.0421,-151770940.4633,355853.8657,-151764221.2633,4520.5326,-6648.0301,-1514.5816,-6746.4921,-6073.4052,5878.1564,-3414.1587,-5422.1468,-4958.1228,3858.5582,6049.9895,4138.2331,-4806.5745,-3169.6129,2452.5048,4207.4193,-3387.5037,-5068.2598,531.0663,6138.0597,5440.2862,-817.1927,-1024.1944,3695.8632,4971.1904,-1334.1248,2737.4686,-2703.6410,-5141.5363,-2862.4343,-6496.1147,-4330.1417,6686.0112,-6640.6066,341.9505,-3755.0152,-2990.6593,1151.7386,2938.8847,6251.7648,-1645.4811,-4124.3202,-5960.0227,-631.9241,-1803.9172,-1465.5704,399.6236,159.5384,1703.1828,3420.5306,3011.1153,-3870.5166,0.0000,-2979.4206,1877.8807,-2369.2228,-3291.9841,-1085.0367,401.8316,-4662.9381,4899.7471,3479.2047,6232.1710,-587.4581,-5615.1721,-3480.5268,2650.3273,6404.4999,3473.1799,-2476.0952,-2648.5483,2826.0228,6649.3014,-2880.4362,-3913.8377,322.6493,6658.2465,5679.6972,1519.3212,3327.6147,-5419.9322,3854.4135,6647.4574,2950.5845,-3606.7916,5695.4228,4785.6720,-4279.9893,-6729.5534,-548.4354,4017.9866,-3617.0534,-6087.7292,6181.8765,6047.3516,-4585.9375,-5590.1713,6441.2129,-65.7882,-4742.6709,140346.5288,134182.2369,125883.3898,130818.8075,135886.8946,132077.7132,126028.1157,130414.4238,-103395180.4822,-103411753.7171,-103408490.5482,-103411783.2207,128943.6936,-103404400.7759,-2757.9136,1543.6088,-263.8611,1481.7624,987.7385,3586.9208,-898.4571,-2448.1858,-3127.9360,3409.1866,2330.6714,5293.4710,-1214.5265,4139.5605,3402.1481,-5268.5588,4739.1158,4597.2890,-3018.1345,-1338.5541,-3787.9364,-4710.0442,2495.8883,-5391.9904,-4522.2457,-1798.5600,93.8460,5079.4393,3848.8518,1671.5136,-2523.1747,2847.3358,1480.7457,1872.3523,-2674.4382,-413.6322,-4994.9093,4963.8001,452.5394,2204.8986,4818.2563,-5517.9565,3430.6880,-5205.0769,-5357.5334,-4559.8863,439.3455,5060.0342,-5252.9951,3410.5267,5318.5407,3663.5593,0.0000,5134.8229,-6417.4020,3935.3667,-1921.8549,122.7936,883.9382,4293.0147,4621.5047,3681.4586,-2490.4612,-1307.8189,3347.2458,-5393.1447,5417.9026,2086.0031,493.1964,3028.2499,6312.6437,-5411.4454,-619.8316,2582.8547,-5504.5848,2899.3576,1675.9269,-3520.5519,-1921.1546,888.9192,4102.1819,-5068.3960,-1504.5549,1081.4659,-3835.0299,2966.6169,-2982.7076,3019.7939,-1589.5543,-5461.4329,5244.7084,-4580.7919,1061.8702,-2071.4454,3179.9393,-488.1979,3799.7111,-2454.2606,-4651.2225,3937.7722,136727.2468,129478.8992,136078.0765,132866.8809,138985.4104,133814.4653,124738.3343,132965.2631,-39457281.1241,-39423940.7546,-39460395.2500,-39455172.8431,133590.2535,-39446688.7825,
