sl_100_5400_20310615 Coordinates.csv
2031/06/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:28 2024,
Start: 2031/06/15 07:47:00.00, Stop: 2031/06/15 09:17:00.00,
TIME_UNITS,STARLINK-32114 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-31792 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-31794 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-30853 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-31792 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-31792 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4612.3985,6431.4409,5386.0734,5930.1843,-771.2716,2703.9081,1919.4019,-1069.5297,-3283.6482,-492.9952,3707.4604,6583.1564,-551.4051,-2057.1623,307.9943,6116.7253,4843.6854,-2389.5588,-1721.4520,4514.5220,-2932.1512,707.8424,3263.7016,218.0743,4302.5525,-2694.9626,-5300.6160,-5284.6788,4586.6709,1885.7345,-4456.7352,4902.3862,0.0000,-5015.7548,5143.5928,-2557.8207,28.6968,3420.3896,-1898.3954,-4797.2700,-627.9045,-2295.5087,4166.5746,-4.8971,0.0000,6186.7135,-1942.6066,-4828.7155,-1950.1784,935.1241,-5210.9801,-5381.3375,3119.6859,0.0000,2338.7478,-6390.9463,-6393.0530,4720.2168,5022.6695,3150.0929,2954.5587,5897.7365,2916.9169,5699.3962,1859.7247,3714.1600,4227.2955,2210.0743,-93.7040,5282.8174,-1426.6145,-560.3774,-3134.5388,1117.1815,6108.9079,3137.7048,-6796.3438,6162.8341,3463.6534,385.4182,4133.3087,-4501.9873,2265.0430,-777.6737,3916.1909,4982.3794,6579.1018,0.0000,4003.8115,5264.7396,-406.3391,-4119.3470,-3726.6250,3664.9192,-3770.9056,4915.4846,-3021.1737,2755.3208,5498.2542,4041.4433,-387163.7146,-361836.9606,-376623.9337,-380098.6346,-378761.9003,-376853.5040,-372217.7614,-377533.8610,91401907.9739,91390725.1494,91411834.0102,91394556.6453,-376281.1504,91395122.1907,-2720.3295,634.3236,-702.5461,89.7591,-4654.1011,4727.2530,3729.2857,-4502.2336,-2563.4581,6671.9974,966.0007,-1423.7533,-6270.9693,4884.8287,6663.5864,2305.7400,1629.8292,6408.6475,-4017.6567,-2825.4782,-5715.9871,-5549.6672,3787.7873,-6666.7348,-2733.1380,1806.1907,2153.8034,-2817.2000,4595.3651,6615.8134,-2496.7992,2262.7965,0.0000,-2971.6485,-2379.7825,3132.5452,-6340.3036,3624.5145,-3806.7167,-4158.6094,5048.6619,4860.2786,403.4341,3862.7868,0.0000,-1384.6736,-4455.6058,1536.8651,-6327.3636,6056.8809,3571.2659,-2093.4605,-6076.5165,0.0000,-6533.9733,2299.8570,1584.8174,-2954.0093,-2365.2836,5002.0850,2917.2119,-3339.4383,-6047.0406,509.7123,5930.9442,2477.1123,-5458.0371,6478.7932,5674.7914,3255.2650,6291.0219,6877.7420,-3071.1244,-5021.0638,610.6348,2680.2661,304.0525,-967.6698,3749.9658,4594.2574,-3070.5266,-827.0516,3926.9491,-6564.9690,-1448.9818,-917.3313,1293.6375,0.0000,-3707.3530,-2170.5895,-4307.9556,786.2120,-5739.9331,5824.2702,1700.6040,-3954.4440,2738.7189,504.8856,3387.4808,-5083.4046,68642.3609,55986.2774,69169.7149,64735.8893,55830.8653,59529.7880,63625.1757,62356.1049,-18808820.3920,-18826965.0062,-18841295.7223,-18830644.6830,63556.9575,-18823667.6836,4311.3602,2133.5927,4330.5902,3610.8532,4796.4063,4262.9457,-5471.9787,5121.9707,5436.8164,-1117.9081,-5804.8134,1454.6795,2529.2083,-4352.5295,267.8795,-2135.3364,4509.9078,1151.6933,-5181.6801,4403.5671,2353.8229,-4007.7234,4629.6646,-1653.2285,-4692.5109,-6170.1962,3849.5671,3414.7167,-2350.3410,579.2206,-4674.6631,-4350.3412,0.0000,3591.9128,3960.3802,5372.0833,-2797.8711,4638.0483,5315.3511,-2663.7253,4685.8228,-4311.0167,-5402.5161,5824.3096,0.0000,2594.3040,-4816.9960,4693.4454,-1963.3995,3174.8811,-2667.9886,3450.1892,1084.4981,0.0000,111.8158,85.5297,1290.1557,3755.7120,4068.2496,3129.1457,5563.9690,1211.6496,-1697.3938,-3873.5865,-2997.0880,-5243.1748,545.0402,-703.2310,3816.5093,2942.1050,-2400.6344,173.7351,-5291.6102,-4571.6405,-3225.7274,-5482.3157,-444.6119,2947.3379,4586.4750,4942.9024,-4574.1766,5179.0501,5211.3409,-463.8332,5508.4606,-4636.0618,-1675.1354,0.0000,4184.2013,3901.8630,5280.2083,-5413.4306,940.8423,-451.8409,5517.2281,-2617.6549,5261.9543,6355.6565,2399.9273,2228.5847,101987.4048,97700.2377,101354.3076,98109.2954,104129.7496,99007.8069,90115.6829,99281.3619,-23410500.5896,-23449341.5091,-23413287.9078,-23415062.2317,98882.7634,-23422784.3858,
300.000,-5977.4417,6770.8099,5379.2624,5082.0410,-2667.0929,4530.8565,3854.4810,-3035.9392,-4660.4735,737.6675,2467.7529,5623.0045,-2131.0677,-89.8419,1519.5513,5759.5438,5991.4618,-761.9306,-3249.8532,2855.5298,-4438.2002,-717.6833,4658.4524,-1324.1453,2841.1377,-2835.0206,-5285.7277,-6385.7090,4873.0393,2986.3077,-5841.8237,4545.7737,0.0000,-5182.4723,3585.4033,-773.0377,-1612.5494,4860.9603,-3458.5878,-5913.4669,1525.9237,-1133.9346,3830.1187,1259.3233,0.0000,4946.9857,-3820.7494,-3858.5237,-3193.1396,2155.9080,-4748.2210,-4862.7409,1733.5501,0.0000,1649.1729,-5620.7612,-5405.6861,2911.9847,4482.7282,4582.8171,2631.2814,5275.5503,1850.3846,4703.9458,1051.2534,5180.2029,2761.7987,3295.7048,1752.0433,5435.3920,55.9926,671.1284,-4820.1872,-371.1178,6573.1202,4412.6622,-6504.2300,4937.3147,3968.6390,2304.5385,2453.0025,-5883.4389,4185.1097,-2272.7155,2792.8511,4180.7504,6210.8531,0.0000,2066.5702,3624.1441,-2383.8009,-3906.5922,-4689.0651,4556.6950,-2811.5597,3311.9465,-1711.9970,1921.3324,5665.7843,2885.8268,-388688.3323,-362883.8434,-377732.8480,-381066.1263,-379982.8673,-378124.1571,-373470.9737,-378937.8085,91794073.3134,91782585.1263,91804489.6452,91787299.3315,-377532.7309,91787220.1157,-1672.1812,-615.0779,-2683.7743,-1725.8771,-4951.7332,3985.8776,2878.5926,-4578.5601,-937.8017,6703.1417,-738.0088,-2485.8222,-5288.4729,4461.2598,6312.6055,794.1636,248.4208,6395.3142,-2453.4413,-4174.3960,-5130.5645,-6348.2167,2121.9301,-6740.5895,-4314.7044,3753.6119,3750.9712,-1422.1310,3029.9175,6102.5494,-2240.7252,305.9633,0.0000,-951.7192,-3743.3138,4392.0952,-6587.6733,2023.2542,-2263.0658,-3394.2296,4929.6968,6118.8096,-1760.5401,5150.7912,0.0000,-2476.6255,-4305.2141,3462.6594,-6118.9687,4793.5589,4853.4067,-298.9525,-6681.4499,0.0000,-6443.6875,3310.4506,2634.5480,-3639.7848,-4217.3468,4648.0988,879.1211,-4386.3532,-6670.7243,-1109.0505,4817.9294,1096.4836,-6014.7195,5934.3396,6025.9026,1352.1732,5682.0421,6584.3515,-1924.8425,-6016.0324,-1056.4105,933.0146,1501.1199,-2161.3875,1750.5221,4994.2098,-4427.4285,-34.0360,3370.6643,-6125.0605,-3311.6708,-2928.5674,-363.5046,0.0000,-4096.0008,-3144.9546,-3372.5272,2884.0282,-4999.6074,4991.1899,3625.0667,-4392.9140,4432.9081,-1538.1059,1581.7751,-6185.6392,60401.4531,48236.4246,61225.5399,56885.0677,47820.0370,51793.6148,55616.3875,54515.2410,-16805603.8210,-16823690.6472,-16837666.1775,-16827743.3428,55594.4902,-16820412.8104,2961.2764,353.8009,3484.5161,4403.3146,3693.8247,3381.7882,-4938.7208,4182.0002,4932.0437,710.9326,-6461.2027,3106.5363,3673.2433,-5209.0832,-1561.0348,-3674.6723,3244.0579,2568.6714,-5420.0061,4708.4742,898.8485,-2556.4943,4497.8841,-129.9400,-4616.3412,-5144.1349,2360.4215,2179.4278,-3842.2106,-1236.0710,-2963.2084,-5227.8744,0.0000,4371.3898,4574.1904,5033.4221,-1418.7068,4316.2064,5409.2198,-946.0801,4605.8273,-2956.6431,-5379.9553,4556.2747,0.0000,4035.3521,-3699.8375,4564.2651,-180.5797,4470.1608,-952.7043,4635.0145,-459.4966,0.0000,-1992.9121,1885.7114,2975.4240,4833.1128,3084.2907,1469.6102,6362.0159,-605.0516,98.8968,-4939.1085,-4829.4631,-4402.6501,2031.1339,1116.8142,2722.9216,3970.7682,-3886.2058,1953.4794,-4507.4885,-3319.8434,-1938.6466,-5171.2331,1376.7569,4303.8317,5316.3885,3931.8056,-4670.8371,3633.3220,4341.8648,1115.2371,5386.1912,-4594.6395,-3012.0421,0.0000,5119.4947,4959.8487,5435.4729,-4828.3459,-873.1898,1361.2013,5148.9148,-4049.2283,4663.6356,6494.4821,3583.0267,759.4886,102080.7931,97743.4375,101408.7038,98060.0258,104206.3131,99375.3337,90163.4190,98920.1475,-23411275.0942,-23449887.2580,-23414346.4837,-23415906.8347,98963.2366,-23423567.6971,
600.000,-6740.7208,6402.8685,4885.7056,3773.3680,-4250.9743,5913.6185,5416.3995,-4681.8573,-5597.5269,1898.6607,1043.7042,4095.6435,-3523.8774,1914.6597,2581.3663,4844.7668,6530.4944,960.4915,-4483.4334,941.6804,-5490.2104,-2043.9982,5609.9383,-2733.1184,1138.4641,-2756.0294,-4761.7242,-6860.5540,4711.5641,3801.4407,-6618.9172,3794.6129,0.0000,-4869.2257,1696.2116,1055.6956,-3085.0124,5830.9994,-4703.6866,-6427.8665,3531.5206,108.6186,3161.1898,2347.4150,0.0000,3205.7396,-5292.4089,-2551.7704,-4114.6937,3210.2034,-3808.5143,-3859.8076,174.0202,0.0000,766.9042,-4251.7609,-3825.4275,787.0480,3528.2361,5500.1999,2122.1924,4117.2732,599.0236,3274.2809,190.6232,6147.3058,1013.2877,4059.6606,3401.5393,5080.7128,1571.2751,1857.4953,-6034.7526,-1788.4273,6409.1180,5283.0309,-5533.5721,3228.3481,4131.3107,3953.4396,558.0166,-6669.0716,5687.0567,-3524.5141,1445.9203,3004.9366,5249.1236,0.0000,-86.0835,1631.0159,-4144.1836,-3349.3377,-5191.2191,5003.2906,-1626.1949,1351.2528,-262.0750,971.9359,5302.7279,1449.1578,-390034.8971,-363766.1256,-378673.7567,-381844.8668,-381033.2529,-379232.5498,-374553.7016,-380070.4102,92142336.2787,92130539.0394,92153228.8182,92136152.0573,-378615.8299,92135413.8834,-488.6020,-1796.0367,-4392.8193,-3406.3396,-4750.2753,2888.5911,1794.1630,-4242.0318,740.2502,6025.0677,-2423.0231,-3333.1054,-3771.5732,3636.4732,5261.7688,-831.6457,-1123.8045,5775.8570,-671.8229,-5154.4323,-4033.6862,-6517.0133,270.4585,-6142.4427,-5506.9057,5308.1501,4955.1357,92.0883,1141.7049,4974.4374,-1792.8842,-1707.5517,0.0000,1176.2315,-4781.8334,5221.3476,-6201.3830,248.1611,-527.6848,-2296.7564,4375.2733,6767.5399,-3751.8770,5957.3637,0.0000,-3361.0869,-3752.8358,5066.9194,-5298.9540,3064.2118,5632.5800,1563.5392,-6635.5040,0.0000,-5705.8146,3993.3373,3431.8194,-3987.4881,-5644.5855,3796.0701,-1269.8804,-4996.3887,-6632.5520,-2662.1800,3150.6469,-349.5600,-5999.5614,4784.4040,5786.9950,-703.0871,4522.6214,5634.0234,-632.6447,-6421.1480,-2604.5746,-869.2299,2557.8286,-3186.4382,-425.6150,4901.1863,-5383.7118,715.2011,2527.8722,-4997.2751,-4874.3871,-4663.5306,-2010.8251,0.0000,-4128.9226,-3860.8294,-2144.8105,4681.3969,-3754.1918,3647.6085,5206.1153,-4422.1467,5657.6709,-3458.3011,-399.4811,-6667.8926,52125.5293,40468.1514,53255.0673,49013.3416,39786.1396,44059.1317,47583.0694,46729.8520,-14794238.1116,-14812281.9057,-14825871.2539,-14816647.5431,47607.5208,-14809012.1786,1286.6549,-1466.0252,2268.2627,4727.2165,2159.2918,2136.5520,-3869.4413,2789.6203,3881.6581,2458.4349,-6436.0614,4419.6219,4398.0900,-5491.7754,-3203.4087,-4811.7433,1613.5118,3710.8520,-5040.3521,4505.6092,-656.2242,-825.5369,3860.3656,1407.6234,-4046.0945,-3577.8357,614.7876,707.0629,-4918.5480,-2917.4570,-933.4378,-5547.8860,0.0000,4666.1606,4695.2566,4107.1397,112.6173,3507.6620,4893.9307,875.0330,4030.5160,-1280.0303,-4758.5652,2813.5442,0.0000,5028.9834,-2171.4525,3942.1834,1621.7920,5281.1037,868.0131,5278.3395,-1953.9787,0.0000,-3885.3194,3471.1016,4309.7671,5343.5938,1763.4200,-364.8204,6484.5900,-2355.7008,1884.5225,-5472.1870,-6139.3793,-3082.2566,3298.8574,2814.4375,1326.0985,4562.5997,-4947.5791,3521.1608,-3229.6141,-1705.0184,-444.1283,-4291.1181,3042.9941,5193.3801,5461.3346,2468.1223,-4258.8203,1696.1081,3003.6350,2557.2789,4684.1326,-4048.4314,-4023.8527,0.0000,5494.4731,5481.0666,4983.7160,-3708.4865,-2592.7983,3025.9976,4222.3450,-5028.6462,3504.2767,5945.2819,4375.4983,-793.2821,102173.4258,97786.7003,101458.3860,98017.6212,104280.2770,99739.5985,90215.3622,98562.3386,-23412055.2766,-23450427.9287,-23415407.1789,-23416776.3120,99043.6518,-23424351.1279,
