sl_100_5400_20310821 Coordinates.csv
2031/08/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:10 2024,
Start: 2031/08/21 07:47:00.00, Stop: 2031/08/21 09:17:00.00,
TIME_UNITS,STARLINK-5990 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-4614 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6678.5774,-2709.5844,-4661.8988,3599.8008,3958.0162,3961.9835,1546.2036,2268.9147,4441.8249,-3714.1606,466.2111,4382.1192,4765.0307,2325.0386,-2644.6134,437.8100,-1469.0939,-2632.1100,0.0000,3350.2562,-519.3048,-5342.9501,6198.9993,1737.1318,5266.4736,-1273.7498,2536.2699,151.8358,-2801.7182,1105.0395,4186.5279,350.0116,-3437.5127,3871.1258,2841.6834,-2758.0141,-4106.5913,4597.4561,1964.4080,3937.1217,-2883.9528,-4666.3808,-162.0703,-4569.2277,-2169.3098,5362.9335,4802.2171,-2513.7365,-3516.9124,3107.9532,3256.6661,-5954.9334,2467.9146,3527.9645,-4616.2410,5504.2435,4548.6412,4357.5171,3681.0708,0.0000,-185.7687,2963.0837,-4187.5748,5788.4706,-2740.2957,5467.5751,4930.9211,-4783.7413,1051.2732,-2099.9363,-4784.1886,-2575.1858,-2241.6427,5331.9625,-4785.4210,-3459.2924,-2391.7643,6297.2045,-5862.1304,62.8359,96.6998,-3753.8191,-4469.3064,2188.9914,-4788.7976,-3472.9777,-6703.2225,60.1893,-2030.7425,5903.9563,4008.3944,-3634.6985,-2843.3194,184.1606,6687.0913,-2134.8290,-5707.5255,-4594.7907,3038.2705,-4049.1728,31725.5420,40210.7391,34898.0387,37382.8979,46077.0047,43288.9215,41686.7977,39881.3855,121206724.7027,121218606.4621,121199049.8714,121190849.3234,40000.9538,121188415.9692,-369.6163,-1916.3416,-4396.2660,3875.1458,-4438.2637,4681.7642,3971.1248,-3466.0517,-875.1721,-1785.6265,-4189.4346,-5339.6103,-3595.6035,-5004.2346,6337.3476,6318.8632,-3865.8164,-3780.1301,0.0000,4835.6912,-6467.9891,4348.6937,2329.7517,-6386.8469,-4219.6356,-4036.0730,6166.0727,6893.8616,-6263.3425,6555.9012,2849.7163,-5842.8600,-5443.1233,-1411.6274,3656.0985,6275.9612,2223.2275,4849.2777,5522.2959,-1832.9935,-6143.7187,1442.7240,6651.8536,-2506.1978,4617.8296,-2441.5873,1452.2262,6228.0234,-5356.5345,5820.0088,4445.1874,-1264.6414,-4366.4819,2830.1579,2174.3957,-2596.7693,-2525.4054,5316.3913,-4512.8769,0.0000,-5359.4323,3280.3154,-2948.0394,-743.3358,-3239.7291,502.5477,-3534.8650,4602.3924,6441.3126,-4231.9724,371.4944,6309.6791,6498.5995,-3871.9247,-2747.5180,4719.1327,-6309.5775,-1480.2450,973.0411,6345.3364,-4614.2807,3381.9932,-1015.5923,6504.8135,-3302.0249,3452.6944,377.6666,6891.0013,-6472.9633,-2502.5806,-3155.5673,-4652.6094,3695.9731,5610.4618,-446.9910,4956.1325,277.1587,-3130.3339,-2893.8351,-2716.9044,383390.7635,394269.3425,391609.6161,386442.0428,383709.0691,387107.5411,392984.9075,387869.4840,73564224.8908,73588989.9398,73568240.8522,73550659.4966,389200.2044,73555923.4309,2069.1464,6084.1465,2402.5368,4516.5422,3317.9895,3202.0556,5331.7585,-5505.0206,-5185.8733,5466.5408,5457.2463,-480.2848,-3491.8790,3840.0934,290.7990,2776.8061,5504.1662,5126.5667,0.0000,3585.3205,2416.6995,340.8338,2109.8541,-1358.8670,-505.7100,5384.3744,1764.7158,-370.7762,-685.1721,1825.6162,4701.7881,-3618.9580,2560.7838,5495.3531,5159.6002,1132.4278,-5098.9146,-1719.1879,3588.4366,-5383.9687,1003.3990,-4730.2466,1802.3547,-4593.3552,4686.2003,-3619.3737,4582.1204,1336.9725,-2628.7396,2111.2252,4159.0874,3103.7217,4748.7639,5059.3130,-4639.0494,3137.8800,4480.3451,-696.9562,3664.3757,0.0000,-4356.8110,5070.5679,-4593.3665,3543.6879,5348.0936,3989.6947,-3075.0241,1693.9564,-2186.4648,-5005.2831,4935.2003,-981.1497,-773.0485,66.1339,4183.5228,-3662.8251,1446.4876,2504.2796,-3414.5028,-2761.2650,-5011.3977,-4674.9991,-5171.6186,498.7086,3537.9386,-4854.8196,1508.2388,-488.8413,1289.3372,2533.4099,-4656.7513,3495.4841,-5104.3046,-3963.5221,1463.9885,4158.6714,-3953.6402,4006.8252,5461.1190,4884.1474,-31471.0024,-32965.1111,-31901.9104,-35255.1773,-29156.3578,-33964.2173,-43082.4410,-35481.9345,-56310916.5422,-56326027.3310,-56321512.0804,-56299388.5053,-34327.6208,-56307275.5793,
300.000,-6999.2860,-2372.3210,-5753.9395,5237.9780,2149.1572,4717.0267,3251.5656,375.4194,4538.8710,-4326.7314,-1694.9341,2945.3621,3960.4817,220.3776,-1367.6764,2093.6740,-3449.8072,-3673.8914,0.0000,4841.4004,-2070.9323,-4389.2252,6863.8478,340.6063,4117.5317,-3332.6357,2187.8723,1342.7628,-3692.9265,2217.9216,5273.1689,-1518.0538,-4384.3051,2979.3692,2680.8582,-1136.9187,-2354.7167,4978.3172,3378.8929,2428.8158,-3737.6580,-4744.6447,1422.6182,-5645.0561,-237.7908,5268.6975,4996.2693,-2610.5963,-4439.6624,3248.3496,3852.7037,-5207.1758,392.5463,4006.4415,-3717.4657,3939.1021,3678.7505,5212.5212,2912.1872,0.0000,-1801.8711,4742.9392,-5427.2416,6140.0217,-4499.0440,4452.1860,4161.8119,-3734.1987,2184.8596,-3340.3184,-3609.6807,-1421.5999,-653.2443,4318.7102,-3136.5853,-2202.2643,-3298.9563,6118.9841,-6133.2652,1704.8293,-1770.7156,-2254.2005,-4000.5548,3258.3045,-5087.7534,-2656.4576,-5906.5218,1258.8402,-2425.1697,4513.1245,2690.6343,-5228.8777,-744.3195,1698.2922,6644.1527,-189.5751,-4231.7779,-4518.9837,1209.2533,-5553.9077,23552.6664,32102.3798,26703.3735,29156.5434,37891.5619,34807.8100,33484.5875,31398.1287,119573350.7992,119584548.3585,119565133.9168,119558264.5578,31757.3105,119555120.3288,257.4718,229.9606,-3651.3074,3236.6280,-4575.2812,2894.1703,2594.1319,-4503.0500,-2870.0952,310.2145,-3893.3660,-5949.8511,-5190.3677,-5025.5781,6407.7124,6444.3995,-3025.6919,-1901.4840,0.0000,4464.3148,-5539.8289,5116.3862,906.1013,-6030.6019,-4867.7745,-3617.4789,6525.5851,6428.4243,-5294.6268,5557.8946,1016.6808,-5074.0919,-3876.6124,-3382.8956,1689.5254,6359.6285,3445.9829,3427.0670,4081.0958,-3395.6024,-5070.4368,3309.4221,5980.3658,-746.6245,5470.4999,-3970.9363,-719.0901,5308.0615,-3764.7070,4639.5313,2576.8194,333.2921,-4274.0620,714.3454,4074.7328,-3411.4001,-4387.6808,3984.8920,-5862.9520,0.0000,-5947.9313,2326.1964,-1265.2802,-2243.5073,-2108.7833,-1179.4757,-5086.1122,5743.4635,5367.5533,-2499.7701,2137.3116,6682.2552,6514.7842,-4656.2740,-2329.7613,6042.8740,-5206.2246,-3089.0650,2452.9370,6563.3841,-5206.4287,4891.3521,1080.1209,5918.3790,-1295.6068,5143.7721,1581.6794,6411.7352,-5568.0373,-3350.1954,-4797.1535,-3813.7254,4091.7916,4413.1032,-1680.8856,4527.5611,1040.8741,-1185.7003,-4084.5140,-1584.9169,383755.7497,395263.2384,392481.5039,387502.3867,384457.0960,387921.1152,393706.0341,388936.7512,76194636.5753,76219905.4003,76198703.4059,76181252.0523,389938.2080,76186275.9819,-22.2592,6507.6395,651.4034,3239.3045,4560.3248,4149.7324,5411.3979,-5200.8380,-4306.3486,5296.8128,5433.4973,-1972.4308,-2278.0486,4458.1687,2068.3648,1393.9728,5133.6019,5511.7670,0.0000,2031.5849,3597.1534,-1468.5627,634.1965,-3031.8187,-2274.2800,4767.1220,-475.6444,-2140.1450,-2428.6227,3419.6681,4350.0342,-4394.6942,3704.7018,5183.2992,6164.8736,2551.1221,-5512.8065,-3330.9389,4375.1150,-5515.0150,2712.2747,-3571.6442,3115.7067,-3978.6061,4244.7109,-2068.0624,4548.3603,3445.3318,-3754.9995,3984.8210,5114.7257,4408.5756,5410.4672,5429.8419,-4139.0915,4439.0422,3791.0409,-2169.6649,2125.5753,0.0000,-3016.7462,4167.7019,-4033.1078,1979.0798,4683.9336,4982.6254,-1749.8004,171.8170,-3715.5756,-5474.5187,5456.1189,839.7783,-2237.2985,-1765.8110,5713.7777,-2505.2286,3099.1845,1077.6637,-1821.9667,-1375.4197,-4020.4299,-4286.6457,-5529.7002,-1317.3835,4332.8054,-3745.4025,3151.6774,-2248.5561,3281.3691,3989.5350,-4177.8858,2285.9239,-5522.7508,-4987.0273,-346.2361,5085.0398,-5412.4320,5011.9565,5411.8572,3781.9749,-31550.0996,-33077.9317,-32038.5077,-35475.7918,-29266.6646,-33784.0551,-43213.3392,-35847.1050,-56313409.4374,-56328447.2018,-56323938.0916,-56301491.1977,-34429.8346,-56309519.5792,
600.000,-6624.7065,-1877.6896,-6251.0524,6359.6273,96.2732,5052.5499,4661.1419,-1522.0222,4224.5639,-4553.9660,-3693.7679,1208.7836,2790.2248,-1919.7397,69.5774,3533.5549,-5099.4942,-4405.3600,0.0000,5834.2411,-3453.7949,-2984.4949,6868.7143,-1124.3695,2516.2089,-5050.3994,1603.4217,2423.7759,-4239.7138,3146.9362,5876.8403,-3265.4845,-4941.1518,1842.2512,2326.4097,613.7714,-398.6463,4893.2516,4496.8415,723.4603,-4239.6400,-4362.5026,2895.5512,-6203.0634,1692.5658,4667.7034,4720.9061,-2366.5045,-4967.5997,3105.2590,4122.4102,-3952.1776,-1736.9600,4126.6569,-2492.4436,1969.0828,2479.0779,5575.0318,1872.9303,0.0000,-3211.2157,6018.8129,-6153.0519,5869.2030,-5811.7237,3005.5930,2980.3118,-2310.7039,3140.2829,-4299.8438,-2117.8526,-115.1247,1018.0283,2796.3105,-1179.4331,-753.0841,-3910.3270,5355.2323,-5787.9863,3168.7438,-3425.1672,-566.2535,-3193.6346,4012.4572,-4907.5728,-1616.0462,-4517.5590,2357.3248,-2611.0932,2665.5847,1146.1136,-6294.8249,1424.3872,3089.1783,5922.8057,1804.8003,-2343.3034,-4035.2673,-706.1760,-6513.6162,15381.8162,23968.9236,18496.7932,20923.5575,29692.3122,26285.1658,25269.7773,22913.7334,117882892.1691,117893396.4326,117874131.9420,117868574.8864,23500.3736,117864741.9973,859.1853,2370.1346,-2537.7713,2318.2819,-4284.5113,821.1999,997.4106,-5136.7745,-4558.6354,2353.5522,-3269.2418,-5994.9873,-6272.2460,-4555.3376,5837.5739,5947.8588,-1937.6867,143.4104,0.0000,3664.1558,-4084.9169,5383.6144,-598.4958,-5045.6064,-5020.6216,-2883.8970,6160.2708,5321.6029,-3785.7770,4003.8485,-888.2462,-3834.2070,-1930.2370,-5030.0486,-467.2340,5844.9052,4381.9378,1642.2218,2250.6694,-4666.3426,-3470.3207,4810.1701,4729.0969,1055.9553,5826.0082,-5089.8384,-2811.1924,3805.8237,-1803.8570,2964.8478,450.6527,1938.1019,-3815.5879,-1469.0203,5582.1549,-3927.5471,-5816.0157,2252.2251,-6615.6287,0.0000,-5963.9574,1169.1190,511.8818,-3492.5315,-811.0679,-2782.0978,-6107.2117,6306.1789,3757.4099,-545.1327,3730.0736,6382.4559,5905.6132,-4922.4078,-1585.2190,6775.0206,-3574.7985,-4390.7643,3664.3356,6147.2561,-5293.3265,5940.2655,3088.1976,4728.7303,853.3934,6320.3465,2661.5464,5294.4038,-4076.6979,-3906.8541,-5986.5605,-2615.2516,4143.9269,2799.0777,-2747.1672,3679.3912,1768.6929,901.3732,-4915.7968,-336.4662,383948.8447,396076.6299,393177.3286,388408.7998,385033.0648,388565.5183,394254.3671,389897.6001,78788791.2612,78814548.4649,78792886.1256,78775638.5599,390501.6009,78780374.7828,-2111.3872,6237.3507,-1172.2014,1619.1844,5288.5618,4650.9363,4886.3886,-4331.2075,-2956.8649,4540.4724,4820.8195,-3252.7827,-818.4939,4554.2851,3618.4482,-139.1191,4203.8304,5298.4861,0.0000,256.4594,4391.2087,-3118.4357,-908.8476,-4354.8977,-3781.6241,3622.2751,-2664.3488,-3677.8871,-3908.1260,4641.5604,3529.1473,-4690.5911,4451.4129,4302.7230,6512.8700,3698.2903,-5333.9615,-4581.5346,4681.8368,-5053.7135,4121.4212,-2008.2849,4089.8121,-2941.0454,3348.7432,-293.5940,3998.8378,5171.0753,-4478.7942,5431.0808,5517.2781,5221.3127,5488.2819,5183.1852,-3189.7493,5247.7911,2684.8310,-3407.8744,354.2518,0.0000,-1350.5492,2778.1314,-3031.7257,192.9656,3496.4900,5408.7412,-226.2018,-1369.3927,-4839.0185,-5347.1114,5382.2257,2568.7931,-3460.6627,-3378.8295,6631.8735,-1075.9883,4415.4401,-464.1015,-27.4905,158.5609,-2576.7603,-3430.4517,-5292.1017,-2989.3806,4638.8735,-2229.0340,4450.0648,-3765.2530,4917.9044,5011.8083,-3247.5780,824.2098,-5347.1590,-5464.1416,-2118.2581,5439.4631,-6297.7004,5463.0503,4773.7911,2270.3777,-31630.2220,-33194.3155,-32179.6364,-35687.3277,-29379.4370,-33609.5119,-43339.9854,-36100.7508,-56315900.5760,-56330866.4364,-56326358.5203,-56303625.0096,-34532.0270,-56311763.5813,
