sl_100_86400_20310717 Coordinates.csv
2031/07/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:01 2024,
Start: 2031/07/17 07:47:00.00, Stop: 2031/07/18 07:47:00.00,
TIME_UNITS,STARLINK-31766 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5140 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-4213 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5140 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5140 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3559.1577,-3606.1598,-143.5700,339.5152,1173.2865,-5013.6023,-3956.8619,5567.3480,2288.7254,-5304.0373,6068.5015,-1526.4852,611.0999,1955.4335,5131.6259,-1727.1722,97.8173,-5234.7973,2268.0285,1139.7088,-5357.6764,343.6697,2298.5911,-1933.4448,-6621.1235,436.8237,509.0526,-6715.9046,4207.0270,-377.5992,-5784.9304,5222.9732,4214.0970,5212.5229,3942.0397,1460.3764,1326.0136,-5353.5233,-1636.3724,5113.2691,1929.0728,6696.0719,2777.4780,5629.7152,4970.0899,-4337.3184,5916.1898,5406.1235,-5299.3227,-3374.2943,5146.2416,-6408.9148,118.1091,3496.5241,-6191.3733,1086.8739,14.7393,1221.5731,-5690.6194,-3875.5037,6289.7321,-538.4247,-1498.7592,-4907.9655,837.5315,-5126.1810,5322.3492,3670.7545,5736.3596,3948.3164,4974.3751,-4141.2267,-6458.6389,1857.3861,3181.3393,3226.8200,6586.7185,385.1054,-517.1619,4201.4039,5034.8424,3799.9250,-3960.4632,-6283.3484,-718.1374,-1460.6651,4935.1325,6810.4940,1846.4708,-482.0751,1151.4164,-3040.1242,6394.8766,-3634.6092,-5919.7669,-2326.9302,812.8360,-5309.3238,1255.0298,4351.2736,-304456.6893,-278329.8056,-300525.6890,-301281.4547,-295567.1145,-295905.4548,-294006.9313,-298254.2157,113369206.0596,113396421.2603,113374689.6032,113361278.9412,-297481.3013,113351022.4153,2723.4910,1764.3862,6254.5886,4066.3351,-5207.2875,3776.6741,1231.9311,3437.5771,-4507.7240,1088.1632,-2928.7022,-4098.8274,5592.6666,-898.2550,-684.5306,-5612.8487,5095.7233,2355.7344,-6049.4863,-5186.9109,3565.7759,-6230.6654,5695.8604,1698.6197,-1377.0783,5315.6959,5895.4633,-1020.7279,3216.7292,-6029.1848,2338.5917,2567.7321,480.5801,-3278.0268,3525.2832,5343.9200,-516.7964,-4074.5396,-5523.0413,2245.2574,5009.6751,1147.5296,-3233.4405,-1319.6570,1451.3271,4870.9234,-1262.5582,-2910.5329,-2730.7610,5798.0663,-4009.0752,1797.3093,-2620.7565,-4223.1956,-1988.3675,-5071.2682,5181.8573,-5827.9949,2470.1771,1560.5656,-773.7338,4720.5978,-6440.9280,-995.2139,-4472.0811,4248.9950,4206.0146,3824.8756,1397.9375,-1820.8316,-2546.2236,5315.4407,-1588.5880,1919.2790,5849.7824,5812.8684,-1903.3767,-5435.5754,-4068.0489,3740.7985,-756.2048,-1834.7944,-3311.1919,2178.6046,-5946.3106,4246.1976,-4546.1292,-1155.0187,5039.6009,5499.8449,-4855.5244,6090.8813,-2035.0908,4583.8481,3194.0546,-5652.7801,6378.5742,-2774.3381,-5832.3592,901.0898,224324.0985,233151.8289,241057.6982,235424.0800,228396.3127,232656.9590,238497.4906,234833.8897,27370251.9408,27374004.6166,27362574.3459,27365440.8309,236320.8218,27362394.8972,-5133.9540,-5617.7343,-2972.7996,5359.9378,-4168.9725,2634.1389,-5474.4768,-2217.3833,4709.5347,4248.6245,1249.4107,5312.5817,3533.6215,-6561.4656,-4432.1422,3355.9824,-4630.9898,3833.9029,2520.5985,-4403.1945,-2376.3106,2981.8969,-3004.4464,6459.7811,-1240.2651,-4428.0551,-3318.8250,-1303.1123,4433.9086,3392.0359,3160.8016,-3724.6432,5203.9711,-2411.8701,4434.3429,4131.0373,6759.2365,-531.5016,-3818.9076,-4117.8490,-4409.2483,184.2433,-5283.5977,-3626.1858,4568.2281,-2287.4403,-3028.8064,-3245.8829,-3351.0172,-1640.7767,1888.5001,-1834.9519,6381.3100,4168.6826,-2333.3682,4545.5897,-4610.1361,3471.7916,3024.7426,-5552.1741,2314.1465,-5065.2813,1816.0974,4720.7054,4975.8071,-1894.8357,-1322.1373,4504.3365,-3584.2529,-5053.3042,-3679.6515,-946.3493,171.0633,6386.9320,1713.5894,1602.6005,-353.6031,4115.4632,5328.7290,-3960.0792,4534.0821,5487.7792,-4477.3686,-2049.3672,3379.1548,-5225.9248,1490.7393,-633.9666,4479.4373,-4198.2139,4727.2958,1278.4229,-1691.8671,-3727.1428,269.5731,3156.6091,-2463.6697,-3465.8040,3298.2958,5255.5370,142756.6246,139729.6451,145438.8934,142137.2019,148193.1550,143222.4117,134222.3248,142444.7152,-35394689.0172,-35412309.9167,-35406245.9444,-35405938.8474,142984.7575,-35399689.2688,
3600.000,-814.3455,5378.6448,-2300.6673,-4880.8297,1209.0881,3209.2636,2152.6538,-4521.5979,1433.3880,5914.1226,-2960.5054,4947.2116,-3948.3940,2482.4736,-4776.1818,4762.8300,-2713.4143,1371.5628,1172.8591,936.5679,1613.9174,2090.3639,-4181.1829,-1846.1253,6060.5854,-4158.3361,-3384.8907,5788.0910,-6551.8112,2958.2131,2853.5716,-6890.9783,-5418.6968,-2645.3982,-6379.5914,-4584.1114,-5036.4345,4770.1830,4485.0419,-4910.4920,-5134.9874,-4991.1153,-198.3125,-1761.2089,-6221.0060,5503.4845,-5541.2699,-4533.7065,6628.3807,1206.5093,-2968.3071,5353.4350,-910.1607,-2465.7296,6570.2633,3121.3874,-3934.3712,460.2003,2050.0861,5803.0898,-5550.5600,78.1567,3021.9601,3111.0990,2475.5409,3403.2321,-5391.3846,-5077.4480,-3596.9577,-2971.2475,-3317.1115,1809.3178,4487.1200,2662.6345,-3888.8812,-4389.1583,-4235.4847,3311.4789,5220.1518,-4105.0898,-4496.4719,675.1630,6569.4371,6204.1781,3899.5311,-1351.9519,-1685.0543,-5458.9228,-4928.0360,-3361.0546,1175.3724,-46.1838,-3661.0087,-331.4696,3095.5116,3728.0089,-2849.7109,4917.6357,1570.1996,-3511.0677,-349538.0193,-327763.0020,-348999.3780,-347347.5373,-344746.7082,-348706.7025,-343479.2929,-346833.7344,102426981.6704,102449293.9030,102428951.6799,102411696.0443,-347337.1534,102408762.8726,-4940.2922,-4088.9629,-6502.9832,-3819.5510,6652.3720,-5846.2778,-5263.1174,-168.6727,5907.5935,-3520.9433,3805.3240,1172.2101,-1271.7223,-2619.6902,4572.6481,4773.0064,-6268.6585,-3907.1468,5038.7000,6813.0557,-4034.6746,6569.8023,-5156.0147,-4079.6669,-450.6475,-3537.3814,-2250.0397,632.9982,-2109.2893,6269.4471,-4273.4487,-209.0505,3560.4718,5620.5076,-2569.2839,-5039.9239,-2694.3693,759.0551,2490.5457,1823.4626,-4283.0351,1260.5964,6421.4984,3709.4960,1951.5015,-2764.1211,3390.6262,5254.5567,1140.0302,-3686.4291,5692.2058,-3897.6155,-2966.7849,6434.1255,424.9803,4708.5002,-4102.2735,6833.2113,-3710.8818,-3523.0017,2758.8353,-6913.4443,5513.2376,-3153.4375,6167.9879,-5741.2066,-985.6468,-4762.7638,2074.4071,5865.7193,5795.5376,-5437.0564,-1475.8095,1273.1230,-2569.5192,-4301.8378,3169.7141,2604.2477,2257.9108,631.7698,4710.6478,-1234.7818,430.3601,235.0912,3209.5413,-6391.9782,4448.1128,3133.6143,-4460.8807,-4076.1029,6698.4043,-5535.7084,3932.0864,-5097.5957,-4150.3776,1882.7377,-3315.6778,-1217.4571,6621.3023,3537.5155,142086.9480,155442.6517,159898.5818,156539.8993,146202.4653,154394.4467,156063.1221,155818.7057,55838426.1379,55851769.0392,55836625.1714,55835639.9175,154268.2625,55829401.4877,4608.2173,1397.1574,-606.5489,-2665.5833,-350.2660,1373.3358,3832.8266,5209.7998,-3302.0706,-248.3873,-4879.2592,-4651.7002,-5200.6989,5876.9427,1625.2923,579.3260,842.7691,-5532.5214,-4626.7054,502.9892,5297.9663,585.6357,-1636.9477,-5340.0540,-3218.9764,4258.8001,5419.1912,-3743.7042,-641.4774,-11.9347,-4748.2117,410.0528,-1775.2752,-2267.8440,-642.3826,-1196.5900,-3912.6513,4701.7536,4617.5794,4537.6035,1866.0865,-4441.0021,2174.4908,5437.1818,-2298.0158,-3147.3868,-1891.0213,-182.8992,-1230.7340,5696.2874,2215.0033,-1954.2947,-6175.7816,-163.3306,-2093.1793,-3972.0435,3961.2770,807.0979,-5453.6267,1453.8140,2659.9857,610.9893,2736.3633,-5278.6169,-1181.7334,-1837.1605,4199.6728,43.5412,5504.7873,1066.8489,-373.6303,-3671.9375,-4691.3480,-6280.9181,-5061.4711,2995.4441,4366.7092,-5386.7976,-3606.2345,5469.4218,-2052.9759,-6791.6451,1805.1876,-3152.3226,-4679.3331,2170.9280,-4968.6433,-2919.2282,-2177.2520,4480.6653,-1046.8212,-4168.9319,4352.2566,4680.4159,4294.5558,-5475.8172,5309.0210,4702.5203,483.8221,-4760.2316,142188.9383,139167.6108,144554.5090,141700.8975,147723.7513,144836.4455,133891.5227,143578.6589,-35418866.9236,-35435780.5287,-35430760.9219,-35428878.9053,142747.4142,-35420869.8383,
7200.000,3801.8691,-4487.3321,3983.5697,6009.7798,-2948.9608,534.0072,-497.7154,2845.3358,-4041.0671,-3745.3325,-1719.7132,-6744.7898,5761.9359,-6313.4849,2414.2541,-5299.5669,3776.9731,2508.9469,-4747.6602,-2396.9544,3018.3527,-3875.0590,4287.6124,3575.0635,-2869.3347,6603.0846,5757.8834,-2177.5227,5912.4281,-4430.8015,478.2556,5772.5990,3406.6149,-2408.3498,5875.6738,5721.3710,4354.3328,-2502.7468,-6409.2816,4039.6950,6257.1914,1054.3033,-1763.5886,-2162.1670,5351.7092,-2082.5172,1538.1223,1964.0199,-4552.3697,2942.9563,-1204.1769,-1963.9554,-1268.2684,303.8441,-4153.2722,-5924.7104,6400.3900,-2199.6386,2142.7314,-5065.1594,1153.1768,183.1494,-3900.5536,-1389.7801,-3889.1313,-46.8810,4315.5797,4019.3094,1237.8456,141.9263,-602.5175,2365.4337,36.7300,-3793.8818,4288.0799,4143.2304,-198.3103,-6272.6476,-6601.2835,3752.0932,2250.2272,-5567.6707,-6101.0457,-1954.0516,-6271.5115,2894.7099,-2858.4392,2057.8704,6222.0106,6232.5877,-2640.9711,3742.9152,-246.5149,4029.1198,2152.4679,-4985.0276,5050.6491,-3818.9669,-3782.8807,2480.2101,-372991.5645,-356160.0589,-375350.2489,-371326.3381,-371795.6011,-378234.2453,-370662.9962,-375276.5886,84473148.6739,84488477.4182,84469542.7356,84450260.3053,-375047.8706,84455427.3947,5621.8066,3723.2163,4197.9049,1977.2226,-4034.5053,5222.1616,6828.2049,-3948.7403,-5608.3460,4234.3909,-4288.6565,1066.8227,-2887.8926,2368.3802,-5891.9460,-1158.4055,4573.0768,5263.3095,-3162.3323,-5296.3538,4170.7999,-4291.6309,1636.8896,5860.8894,2997.9870,1476.1099,-1671.3633,1329.4540,224.2697,-4116.4306,5851.4587,-2101.8691,-4787.6043,-4193.3057,611.9788,2972.3840,5194.2873,3956.5024,689.2472,-5178.3754,2433.4571,-4252.1929,-5986.1354,-5626.9065,-4128.2748,-336.3513,-4013.5182,-5669.1014,1415.2215,1123.9739,-4873.4286,4875.0067,6475.2678,-5626.6890,1925.0354,-3442.8649,2502.3846,-4664.3508,4882.1477,3246.2597,-3915.1597,5544.5811,-1649.6465,6328.2879,-4147.4386,5327.4414,-3094.2263,3334.1023,-5550.6329,-5353.2643,-5276.1994,3348.0148,4877.8614,-5294.3174,-2012.8331,119.9851,-4260.7006,213.9608,-192.7362,-4726.2525,-6132.4335,1106.7606,2143.0229,-1362.7727,21.6036,5807.2543,-3659.7346,-4662.5200,2920.1385,2236.6320,-5394.1320,3708.8468,-5406.8841,4894.3047,3838.8503,2329.4115,-633.8039,4920.3555,-4109.1615,-6330.0765,51929.0612,67825.9139,68403.0965,64450.3960,54447.8415,65292.4277,63965.7066,60891.9249,80502842.3043,80524021.4226,80504636.6536,80495437.7814,62305.4742,80492739.1783,-581.8423,3674.7092,3793.7975,-2343.6701,4556.7842,-4345.3387,448.3918,-4905.2579,-196.8586,-3939.1325,5055.0616,898.2966,1623.8934,-1464.4094,2409.2244,-4053.1604,3485.1222,3695.3549,3940.0589,3697.7250,-4536.3940,-3805.7345,5055.0611,1170.0613,5471.7491,-1501.8166,-3176.2721,6416.2240,-3578.4932,-3392.6273,3794.9847,3147.8403,-3270.1241,4497.8628,-3586.4312,-2507.9018,-1399.9356,-4862.9518,-2490.5197,-2235.2661,1768.9953,5185.4465,2653.4561,-3199.2800,-1447.4392,6571.6800,5212.6779,3485.7075,4890.6732,-6147.8890,-4583.6817,4465.8690,2048.0774,-3976.8866,5163.6490,823.2358,-923.8373,-4583.7806,4379.1692,3453.3259,-5378.8671,4157.5426,-5400.8262,2330.2860,-3643.2382,4408.5780,-4426.7352,-4613.6094,-3918.4270,3953.8637,4055.5325,5420.1506,4515.4612,2372.5545,4977.3025,-5445.7376,-5383.4477,2698.3144,-1312.8794,-3300.4846,-1985.0167,3966.1877,2186.2159,6530.1288,2823.4975,2300.9202,5060.9785,4696.3364,-1298.6508,-2060.3491,-3360.8020,4488.6121,-4315.8994,-2815.3385,-5098.2251,4127.5732,-4638.9556,-3017.1038,-3925.0156,1105.9761,141630.0119,138623.2834,143174.7987,144041.1148,146908.4599,141174.8035,134145.6521,141475.6148,-35443187.0310,-35459191.6726,-35454868.3172,-35448025.5523,142499.0419,-35442062.8958,
