sl_100_86400_20310503 Coordinates.csv
2031/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:02 2024,
Start: 2031/05/03 07:47:00.00, Stop: 2031/05/04 07:47:00.00,
TIME_UNITS,STARLINK-31091 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-4325 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-11194 [DTC] - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-6038 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-11194 [DTC] - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-11194 [DTC] - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,2208.3625,5822.5317,-3599.3113,-608.1900,4771.1679,-867.4848,3370.7056,-1954.3869,-6287.2150,-878.2771,-2612.7063,5850.5879,5359.4181,2482.4258,3591.7462,3751.6055,3282.2445,-3651.3140,-5084.7120,-6079.5856,4160.9837,3041.7824,2775.9651,-3092.1233,-3792.2721,0.0000,6120.5427,-3784.8294,1829.3622,-691.3836,-6104.1018,-5548.3887,6786.5810,1770.5535,-157.9994,5566.6664,171.1742,3941.9324,-6837.7401,4173.3314,4610.9917,3408.7228,-5725.6523,6082.1493,-1323.0678,-2568.1811,5715.4885,-5903.1268,4437.2163,-6132.1527,3132.3155,4252.1144,4988.9106,-3903.2801,2673.9143,-4747.4936,2771.6251,-4259.2226,0.0000,0.0000,3718.8031,0.0000,6343.7921,-4421.9567,907.3604,5015.6310,3690.6884,-305.3948,-6819.3249,1714.8938,-3872.1664,-1033.9127,-6419.0002,0.0000,2507.3179,5247.8299,332.0895,-4355.6869,-5197.5553,-2131.7163,5228.7707,6874.1797,5119.4227,-6382.1899,-4393.9124,-4966.3072,0.0000,-1496.4803,-2691.5646,4202.4315,-1354.9561,-959.9984,-55.7781,-4490.9260,1065.2348,2141.1568,-1177.3672,-4837.7823,-5747.0357,357793.7504,379282.8682,376381.6521,370925.3057,366090.0095,369867.1254,376113.8102,374239.1953,35158984.8183,35133390.1721,35146184.9671,35141119.4618,373083.2377,35142200.1724,0.0000,5321.7132,-446.2929,1772.1016,-6756.2532,2671.3052,-6806.2204,1332.9453,3774.4605,-309.3749,5002.3902,6117.3944,-3391.6353,-493.2625,6413.8140,5651.6622,-2276.6821,-2444.4072,-3683.0098,3258.9157,3179.6526,-481.5934,5864.8132,-3399.4356,4164.7113,4802.6385,0.0000,3009.7448,-1697.2191,5990.2452,5510.4653,442.6121,4019.7797,-811.4777,3718.8296,-5683.6277,-3806.8780,-6715.4027,-3304.7271,-353.7261,-4326.8791,-3455.5510,-3564.6762,-3542.6197,-2513.5321,5263.7726,-4055.0003,3458.9940,-890.4714,4572.1644,-1649.4578,-5376.0832,-3580.7818,-4412.8579,-1702.2075,-3482.0821,-2489.7893,5900.0018,-1849.4736,0.0000,0.0000,-4699.8336,0.0000,2275.8673,-3334.9401,-4035.0081,1115.7011,-2405.0145,4613.2596,-860.3334,5171.7589,5329.5877,5804.0646,497.8040,0.0000,-4704.7305,2740.7378,-4368.1094,5246.0954,-504.2081,5017.2929,-1579.2377,213.0127,3318.0336,-23.8692,-4961.8923,-1019.9971,0.0000,-3867.7378,1113.8334,2701.0105,4152.4075,4034.6599,-4516.3740,-169.8050,-5797.8705,362.4303,-5214.9452,4688.0285,-3894.5231,-87022.0786,-100391.1047,-90241.3500,-91283.5025,-98799.1815,-97439.4398,-97425.9275,-95606.6082,-72774398.9517,-72761497.7506,-72795442.8773,-72781998.3161,-94786.9011,-72769900.5812,0.0000,3648.1454,-3568.1838,5291.2128,-879.3146,-4022.7971,-1343.5471,-5929.4677,-5418.2397,2529.8342,-4690.0542,1915.8517,-1248.2644,4079.3350,-701.6571,1714.9901,-5176.7711,5414.3208,-4566.1674,3382.2297,-109.7930,5283.3710,-2000.6859,-5208.2675,-4481.7117,-3204.7509,0.0000,-1289.5300,-5531.9534,-2546.7184,-3921.0216,-3238.0542,-1065.3085,1391.5479,-5472.6970,-3938.4800,-1074.2399,1243.9628,-4537.5138,884.9110,3302.6619,3697.7255,4511.8653,-1649.1090,1779.9824,-4234.0185,-4899.8544,-1728.3820,-3482.5298,2544.1133,2458.2452,3033.5554,4077.0617,-287.4859,-5374.1944,5396.6066,4331.8340,-2238.4137,-5064.3687,0.0000,0.0000,3513.4092,0.0000,1059.5196,3678.8501,-5521.3860,-4573.5968,-5244.7602,5038.8844,162.9686,-4272.3996,-2126.0335,3569.2538,2590.9111,0.0000,-4371.1875,-3494.8101,-5338.7800,-862.5409,-4573.8158,4278.5906,4244.8069,489.7102,3107.3404,-2646.8601,-1305.2511,-4722.7338,0.0000,-5455.6657,6270.9304,4794.5642,5274.9574,5509.1400,-5207.9969,5158.3312,-3557.6431,-6599.9200,4432.6825,957.0125,95.9560,-10824.0077,-10665.6445,-9270.9948,-12428.9451,-6459.6043,-11784.4649,-20529.5947,-10609.7438,-22485682.8576,-22514374.9735,-22495623.3522,-22492909.4261,-11758.4645,-22496426.2693,
3600.000,0.0000,-3952.6994,-6270.3468,440.4151,2469.3072,-3635.4130,2766.8796,-6518.0749,-1104.8172,3214.0170,-2945.6421,-698.7745,-4221.4700,-2654.1954,-3553.9013,-4045.7933,365.5052,-54.8901,5658.5001,4025.4114,3648.3893,-2053.4937,-3799.5951,-476.3523,1696.3224,1911.5916,0.0000,-6129.9857,5550.1209,-3617.4841,-2675.2779,6222.9579,2704.8466,-6053.3730,-5573.1725,3739.0687,-2336.1787,2107.7613,-1576.0004,4883.0705,16.1783,-3945.0193,-1772.2774,5402.1997,-4751.7103,-2641.5772,4634.5819,-3618.3515,5722.7928,-5024.9119,6544.7663,694.6140,1.8163,-1368.9739,4476.7396,1611.7514,6811.6814,-3712.5787,6629.4438,0.0000,0.0000,117.6261,0.0000,-5850.3364,6621.0323,3278.5721,-3116.0150,-2530.0789,-2846.1780,5473.7479,-4790.0115,1879.6161,-2824.9900,4055.7383,0.0000,1788.6588,-6862.4614,3097.7891,1474.6514,4410.3615,-550.2867,-4815.2166,-5610.9861,-6730.7807,6475.1241,4338.2965,5453.8431,0.0000,5375.8869,-2064.2199,609.8938,-3292.3676,-2889.9531,3382.8979,5734.5922,2358.9480,-4362.2333,4442.7388,2161.2947,2772.8896,368500.5636,393169.6800,389283.8247,386571.0326,377688.3394,384147.1851,387378.3171,383541.9546,52851337.4567,52821379.9704,52845109.6845,52839178.3853,384652.7856,52833586.5879,0.0000,-1117.7247,2576.5674,-5929.9376,4298.1765,2090.1227,6042.2475,-829.7771,-6171.2892,-2647.3398,-5558.1862,-5265.6374,4381.5058,4669.1102,-4767.4378,-2526.3325,5141.4438,5804.9437,-12.7044,-5637.8064,-3981.0854,5073.8151,-2592.9715,6501.8219,-6622.6831,-6625.0247,0.0000,-1374.4427,-1966.9417,-1948.6770,-6233.4517,-3016.5705,-4939.5171,800.2068,-1378.0688,3568.6593,4212.2054,4263.6064,6341.1594,-1622.1973,4130.5575,5557.7897,6452.2076,310.8851,3937.1931,-3260.6955,-168.1996,-1210.7214,3348.8777,-619.3743,-1030.9640,5031.0966,4181.9118,4509.1118,-2881.1415,2086.2038,1002.2954,-2489.7851,-588.2367,0.0000,0.0000,5093.2391,0.0000,-169.6991,265.7536,4697.2929,3028.1951,5981.5101,-6013.9821,-1080.3095,-2358.2741,-6465.5293,-4223.2693,-3200.1939,0.0000,5148.6508,-357.1622,5612.9320,-4835.7246,-3475.0881,-6737.0652,4759.5166,1471.2181,-1090.4615,-1637.7240,1184.5232,-2841.9201,0.0000,1522.9525,1868.3588,-694.4990,-3925.4944,-5214.2601,5611.7826,-3208.5840,3385.2958,-4306.9557,4973.2725,-5713.5752,4200.0216,4376.2766,-4457.0167,5389.5628,2812.1570,-2823.2007,2851.5195,-1257.0266,2416.4324,-61140705.4808,-61127502.6411,-61158317.5557,-61148115.5233,1854.0000,-61135875.5198,0.0000,-5456.4492,-933.2774,-2979.5590,4703.1727,5323.2244,-2166.3329,2231.4403,2830.6254,-5366.3837,2849.4321,-4447.7119,-3210.9816,-4109.0722,-3533.5034,-5013.7517,4398.0089,-3539.0113,3950.3241,16.7784,4222.5471,-3956.6115,5132.7258,1947.7483,462.4196,-368.3785,0.0000,-2959.9353,3606.6193,5354.3308,395.2061,-269.5290,4035.1317,3371.9082,3721.4844,4581.3185,4828.0378,-4911.5128,2066.7112,-4612.2005,-5487.6688,686.7957,13.9320,4321.1343,2895.6280,5440.8241,5037.9639,5741.5703,-1939.2947,-4639.3394,1571.8461,-4714.6487,-5493.1306,4705.5768,4306.7749,-6451.1969,-427.9813,5231.1988,1683.5099,0.0000,0.0000,-4736.7955,0.0000,3497.4301,486.7172,3826.8698,5317.1712,2151.9109,-1609.6439,4005.8685,4393.2283,-1602.9988,-4668.4091,-4643.5382,0.0000,4206.3495,-62.9636,2545.0115,4643.1601,4064.2513,-1567.9446,-1458.4688,3716.3687,652.9747,-1762.1092,5027.3741,3173.3725,0.0000,3950.7327,-6340.3968,-6871.6695,-4559.7905,-3489.2175,2121.0665,-1935.2909,5498.6068,3257.0790,-1973.6619,2990.5790,4779.3457,-12458.7775,-12386.0143,-11121.7892,-14280.3736,-7948.2041,-10871.1055,-21981.2586,-14314.5842,-22480833.2532,-22502375.6735,-22492596.2076,-22490461.6820,-13066.6160,-22489719.1243,
7200.000,0.0000,5201.4554,3343.4102,2044.4807,-4515.9501,2122.0514,-4248.9361,6339.5167,2838.9445,707.2529,5163.0016,4361.5447,156.2597,-490.7099,4073.8892,4201.7702,-3179.2499,-2171.5516,-6166.1957,-1388.1113,895.4558,-37.5520,4412.6434,-1431.8206,400.9579,813.4807,0.0000,4034.9970,-5629.0260,4930.7022,4513.9237,-3891.4719,1375.3376,2511.9034,6792.7596,-6409.3056,-2496.1266,-4692.2787,-925.1269,-1270.0251,-4395.7009,1061.2319,-1146.8906,-4019.9388,494.6435,6057.1777,-5710.3741,1132.4565,-1719.0506,4604.5830,-3691.7293,-4519.9974,-4000.3251,-3973.8098,-4072.9229,-5510.0234,-5710.7229,4544.8342,-5854.5010,0.0000,0.0000,-3855.2762,0.0000,2716.5124,-4101.4398,-5410.3115,1286.9007,762.3560,4117.3054,-1924.9859,6670.6080,1182.5563,6012.8227,-891.9576,0.0000,-5035.9656,5455.5633,-4532.8163,2868.1987,-3033.5632,2671.4479,2830.9161,2010.7248,5278.0206,-3606.4780,-3212.1804,-4569.0188,0.0000,-6829.0922,6305.8721,-3359.1030,6068.1401,4825.3787,-4622.2436,-4419.1090,-5704.8111,2708.0173,-5866.1082,2156.7515,788.7730,356462.1205,382625.0184,377191.4470,374730.0671,364996.9555,373542.7379,374312.7579,372614.0122,66912711.5449,66878857.4905,66910968.0812,66903982.3743,371610.1454,66893889.2618,0.0000,-3060.5149,-3620.2013,5876.0495,7.5796,-5991.2811,-3265.7578,698.2591,6052.6532,5501.6531,4522.9157,3323.0846,-4149.4529,-6707.5949,798.3926,-1884.6113,-5990.1783,-6337.4406,3001.2693,5861.1972,4117.9144,-6708.5683,-1847.8134,-6038.0891,5640.8666,5776.4837,0.0000,-1556.2717,3963.6065,-2796.0329,3742.3634,4450.7501,5027.5239,-1563.9113,-501.0909,-1104.5611,-3899.5211,-202.9485,-6535.4468,4139.3757,-3588.3926,-4960.7355,-4775.8787,3572.5314,-4118.8683,1252.8977,3417.6137,-3015.7995,-2731.2172,-3689.9266,3652.1036,-3918.8974,-4515.7639,-2827.8707,5506.2437,-1826.1585,846.0933,-1953.1025,2193.8717,0.0000,0.0000,-4826.1702,0.0000,-3059.5191,3175.9927,-4257.5445,-6283.7378,-6338.7156,4576.7517,3687.0038,-435.2372,5272.7231,2005.5313,5653.8493,0.0000,-4526.5552,-2175.4835,-4856.2158,3342.1388,6138.3321,6045.8532,-5906.4912,-3611.3069,-1839.1111,3068.5095,3871.4597,5194.2370,0.0000,364.5750,-1372.7340,-3725.6971,3130.0576,4876.5820,-4537.9864,4490.1109,-731.9724,6083.2060,-3342.6149,4494.6304,-495.8195,95689.2139,92406.3677,100638.8833,95431.1262,92983.8827,102034.3015,94554.9519,97778.7781,-45311908.0826,-45300670.9386,-45323903.6521,-45314652.6026,98230.1422,-45307275.2865,0.0000,3178.1517,4735.7578,-2349.6922,-5142.4537,-2379.3311,4473.0612,2742.2380,1623.4516,3903.0207,785.0894,4218.3346,5469.9040,664.6463,5516.9088,5148.6935,-100.5012,-1143.6915,-824.3905,-3426.5770,-5419.5444,-759.1846,-4978.4486,2788.8589,3858.4256,3685.0681,0.0000,5417.5943,576.5643,-3686.6970,3425.0589,3588.8640,-4578.9009,-6324.4121,675.3270,-2351.7287,-5022.4290,4952.7005,1844.3706,5369.0354,3852.6190,-4611.3124,-4549.1481,-4377.9448,-5418.3616,-3017.4158,-1654.5637,-6109.7795,6099.5015,3499.1348,-4413.3654,3479.8502,3336.8573,-4549.8453,-215.8264,3835.0808,-3783.3801,-4800.8274,2830.0977,0.0000,0.0000,3178.7157,0.0000,-5466.1801,-4179.1644,341.8011,-2479.6333,2460.2704,-3000.4728,-5478.2377,-1799.0778,4313.2874,2708.7400,3918.7820,0.0000,-1283.6616,3558.5261,1859.1141,-5280.1261,-1131.9426,-2109.3911,-2250.3484,-5524.3560,-3966.5772,5017.2070,-4510.6800,314.3445,0.0000,345.9568,2484.5553,4772.5945,617.1246,-793.5449,2336.8306,-2694.7837,-3782.7659,1961.8838,-1660.1431,-4637.7322,-6885.5344,-14101.1701,-14145.2588,-13492.6897,-13056.1882,-9779.9094,-15421.3312,-22832.3273,-12913.0594,-22476571.1107,-22489460.1187,-22489482.1113,-22487872.3695,-14373.6648,-22483023.9730,
