sl_100_5400_20310101 Coordinates.csv
2031/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:42 2024,
Start: 2031/01/01 07:47:00.00, Stop: 2031/01/01 09:17:00.00,
TIME_UNITS,STARLINK-5408 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-30256 - X-Coordinate,STARLINK-2069 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-3118 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-4698 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-11239 [DTC] - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-4076 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-2069 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-3118 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-4698 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-11239 [DTC] - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-2069 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-3118 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-4698 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-11239 [DTC] - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2069.2932,-2109.1296,-5311.0661,1858.0574,-2319.7545,3801.6915,-4152.0402,2452.1552,-5067.8635,3054.2486,1834.2962,-1259.5829,0.0000,1432.3108,-2637.4104,6073.4086,-3821.7718,-184.2166,6146.3088,2957.0010,1071.4942,2412.5880,-3350.3937,429.8742,-324.4335,-4807.7419,4780.1327,4808.1549,-2405.5831,475.0841,-3915.9712,5613.0971,5589.4903,3018.4199,5472.1651,-6112.0979,-4242.4350,193.9496,3731.4386,-6177.9383,5851.7728,-1962.7929,2388.9635,1782.0089,-1153.5123,4676.8481,-532.7108,4347.8327,-4110.4522,4183.9031,-2191.6201,3587.6779,979.7097,2647.9962,-5096.7008,-5281.4328,-6107.3382,0.0000,637.5782,-6252.5946,0.0000,500.8657,5234.6215,-3599.1286,-5007.2036,906.0125,-6592.6682,3324.5912,1903.3924,-5636.4781,-4299.7900,6646.0964,3883.6675,5658.4137,-1224.5869,-546.5526,0.0000,2722.4968,78.5701,-4201.0634,-4842.7221,-5059.2005,-4340.0533,5556.2482,-3882.7246,0.0000,-2304.0443,309.9969,-3320.8212,-409.5872,-1564.7239,3333.6467,-452.4413,1456.2494,6736.6275,-4550.7701,5748.8770,-1299.6596,4690.0569,-867.0229,378612.9265,343391.9170,363800.2561,365206.9534,360756.8871,360070.6439,357135.5546,361691.1645,-222772609.4479,-222800604.2075,-222775284.9570,-222766180.1593,360785.9017,-222753700.7404,-3862.9811,-6184.0204,-1389.3355,-3864.6551,-5573.1514,-3352.1681,-4718.2458,5966.3805,786.7297,5034.0262,-4021.4256,2083.0875,0.0000,4789.5718,4787.7801,-1599.4123,-5454.9513,6619.8960,-2780.2013,-4889.3004,5712.2930,-3258.6040,-2727.5381,-6853.5658,6778.4654,2631.5874,-2299.3817,3327.1416,5035.6868,6053.2484,-5654.8898,-2552.1700,-2902.7793,5991.1084,2459.5501,-2317.4383,3893.7007,4427.8305,-1790.7251,2325.4328,2426.1480,6484.4917,4777.2331,-5624.8887,5945.2975,-2908.9215,6185.0127,-1931.7091,-4811.8211,1505.3143,6552.9411,-3961.4514,-6670.4601,4823.6703,-3618.1920,-240.0498,2274.6959,0.0000,-6693.8603,-867.3084,0.0000,-5323.0435,3655.4874,-3595.7811,-949.9584,6745.7419,-370.0841,-3575.8721,-5861.0763,-3772.8359,-1848.6934,-1033.6263,-5109.6095,2779.8366,-5204.5575,-6333.4898,0.0000,5348.7651,4766.4554,-5462.9108,-1741.5817,-210.4009,-2747.7305,-2270.6786,5132.2120,0.0000,6075.8967,-2742.7052,-5676.7431,5377.1712,6677.0935,-4015.0149,-5778.1582,-1641.2724,-1.6631,-706.1483,-2967.4259,5389.4610,-2389.0497,-4258.9544,144689.2750,143095.5245,134218.4531,139293.5322,146871.5833,143310.8605,137576.7895,138606.8206,-63485190.0377,-63479821.1762,-63475853.8353,-63479076.4163,138945.0757,-63480427.5635,5309.1241,-2243.4782,4119.1010,-5412.1649,-3263.1032,-4681.1450,-2217.9867,2415.2968,-4568.1449,-3572.3125,5292.4405,6492.4883,0.0000,4626.0066,-4227.8729,2952.5785,969.8829,-1572.8246,146.7089,3651.5430,-3747.7912,-5372.3714,-5408.1753,150.0681,811.1521,-4065.7334,4322.7411,3726.6964,4018.1417,3210.6403,-484.7842,3150.6185,-2741.8180,1193.6845,-3454.0784,2137.2323,3671.0226,5286.7350,-5526.4005,-1592.5432,2361.1208,-1410.1467,4113.0442,3679.2454,3322.8731,-4238.2499,3021.4489,-4695.4534,-2781.9294,5282.4101,-586.6679,-4415.4709,-1695.6826,-4030.3442,2438.9303,4322.3543,2276.4884,0.0000,1614.0387,2400.9764,0.0000,-4449.6433,2379.9633,-4644.9979,-4658.4416,1349.3165,1652.1509,4803.9775,-3023.2953,-588.6306,-4826.8403,1520.1830,-2483.2545,2874.1076,4263.2330,-2745.4682,0.0000,2872.9811,-4946.9518,-435.1576,-4560.1854,-4691.1112,4502.8123,3006.3310,-2553.4951,0.0000,-2201.4941,-6381.6064,-2609.3273,4132.1922,-920.8225,4482.1388,-3846.4736,-6463.2796,610.5748,-5139.1693,-2276.3513,4139.5997,4491.7572,5309.7149,78802.4758,74824.3787,78860.7301,76000.0063,81767.2059,75883.2531,67576.8567,74848.0458,-29216499.7700,-29235156.1673,-29232207.4910,-29227552.2160,76350.3946,-29222595.6859,
300.000,486.8873,-1783.1495,-6308.4325,123.2825,-3221.2201,1816.7611,-4538.5103,3313.4123,-4812.2380,4559.8147,-333.4989,852.3829,0.0000,3450.0319,-677.9293,4727.2908,-4480.5648,1397.5783,5353.1562,1987.5114,2718.3898,490.7191,-4876.6918,-787.4375,923.1986,-4139.5638,3022.0562,3312.8820,-1299.8385,1797.7974,-4638.8232,4077.4894,4066.0255,4096.2508,3985.1649,-6763.0035,-2388.2897,2166.0524,2585.7757,-4983.3873,5721.3545,-497.1933,3313.2648,176.5547,-150.2214,5053.2601,929.5507,4182.0108,-4830.4700,5261.3965,-1547.5114,1630.0950,-652.8290,3469.5448,-6099.9752,-4657.5977,-5696.1937,0.0000,-969.7477,-6650.0374,0.0000,-1472.9114,5224.7435,-5073.2076,-5373.6915,2340.3881,-6704.1781,1264.0955,264.4322,-6082.0660,-5569.3582,5757.6451,3529.2242,5633.0846,-3209.4731,-2128.7470,0.0000,4127.7172,1922.2923,-5011.4560,-4353.3286,-4027.9441,-4965.1169,4064.9894,-2085.7521,0.0000,-1193.8690,-1414.6830,-425.5177,1289.8218,-70.3675,1308.4262,-1285.7550,775.3842,6243.5081,-3930.6290,4305.8939,493.1240,3911.9907,-2719.5763,375442.6243,340239.4644,360657.0134,361981.6388,357697.9937,357103.0076,354108.8050,358307.5247,-221327548.1104,-221355452.9433,-221330090.4045,-221321007.9576,357764.9670,-221308587.4533,-5155.9732,-6671.4343,-44.4121,-5006.0707,-4030.6313,-3919.5851,-3142.9818,4609.4220,2856.9027,4750.1466,-4123.5703,2720.0723,0.0000,4072.8111,4558.1019,-2002.9625,-4234.3398,5983.4603,-3755.9273,-6132.2899,4521.0180,-4318.7777,-1334.8402,-6621.6013,6272.3011,4457.9592,-3283.1492,2837.2589,6246.9489,4871.3373,-4583.4489,-3389.2220,-3995.0316,5411.0445,2277.4265,-1205.2913,4232.1705,3525.7596,-3625.9627,3550.4068,592.8931,6899.6587,2999.2140,-6478.6154,4813.6388,-4110.6024,5270.1226,-3822.2599,-3087.4843,-207.3020,6580.4122,-4805.8770,-6225.3033,3046.8316,-2716.3153,1816.7059,3817.1512,0.0000,-6171.0338,720.6569,0.0000,-5710.4623,2036.0957,-2088.3991,1125.0772,5928.1469,1180.0178,-4010.5786,-5297.3361,-2246.9644,-396.9987,-2461.1705,-3924.2233,897.7968,-4987.7530,-5356.3233,0.0000,5090.1122,3710.9991,-4544.4572,247.3865,1581.3498,-670.4971,-3544.2688,5468.9296,0.0000,6740.8874,-3875.9107,4875.2814,4337.3066,6889.0405,-4208.3453,-6551.2777,534.1234,-1524.0447,1349.0283,-4041.7361,6123.6851,-4274.3233,-3108.1901,152738.4326,150392.1389,141737.7481,146723.4128,154506.0090,150737.5379,145224.5368,145897.3435,-68334589.9518,-68330134.6166,-68325823.6288,-68328963.5681,146542.8708,-68329747.7587,4537.8569,-26.2477,2708.6443,-4753.5407,-4525.3428,-5379.7606,-3736.0559,3897.0789,-3981.4156,-2014.7880,5516.1767,6321.9662,0.0000,4231.6950,-5150.4664,4666.0609,2696.0576,-2930.5304,-1671.6138,2111.5210,-4472.2937,-5138.8764,-4726.6491,-1655.1856,2546.2282,-3091.9364,5186.0131,5386.8777,2570.9816,4492.7274,-2246.1509,4449.8268,-3832.2555,-633.6724,-5182.9289,368.6788,4795.0462,5519.6336,-5275.7117,-2947.1322,3548.8583,122.2187,5044.6612,2524.5868,4949.4205,-2417.5915,4358.9661,-3545.8379,-3864.2505,4469.1645,1536.3949,-4723.4229,-3028.0260,-5020.8212,678.7230,4650.5786,816.2837,0.0000,2961.1187,946.5349,0.0000,-3687.8355,3867.3201,-4166.2064,-4186.8877,2737.9781,122.2710,5405.6430,-4358.3106,-2080.3713,-3744.2294,2883.6342,-4416.6255,3929.9142,3405.2725,-3839.2246,0.0000,1166.5735,-5453.0109,1372.6553,-5317.0465,-5378.5576,4642.8629,3994.7945,-3699.6819,0.0000,-433.5470,-5595.3735,5097.3162,5065.2853,625.6955,5280.4066,-1947.5520,-6759.6346,2103.4846,-5509.5176,-3488.8755,3185.9727,3784.5176,5479.4698,78880.9335,74889.9040,78953.5162,75947.0611,81871.7221,76272.9242,67632.2301,74883.7931,-29218720.2019,-29237341.0217,-29234464.1164,-29229871.8236,76448.3333,-29224587.6731,
600.000,-1102.3242,-1260.0293,-6673.9027,-1584.8379,-3846.9673,-345.8570,-4461.2404,3885.3363,-4115.4559,5593.0817,-2468.5744,2850.6958,0.0000,5121.4428,1372.9273,2895.3593,-4682.5402,2863.6946,3977.5817,832.7657,4136.0554,-1450.5721,-5946.0109,-1943.6059,2104.5549,-3080.2700,967.7470,1495.9547,-91.9548,2986.4142,-4918.1478,2137.6572,2138.3084,4753.5600,2088.8614,-6728.9231,-275.4665,3951.2609,1235.7039,-3271.9828,5017.6576,1018.1665,3940.1647,-1423.5121,929.0254,4939.0356,2342.9458,3594.1243,-5115.6438,5848.0048,-725.3886,-472.6285,-2248.9393,3989.6761,-6434.2561,-3603.2288,-4731.0741,0.0000,-2509.0013,-6351.0756,0.0000,-3286.1255,4706.4162,-6068.2998,-5250.9576,3574.7149,-6127.9644,-923.8737,-1439.2038,-5917.5576,-6254.3715,4304.7689,2731.3668,5092.9705,-4859.1505,-3538.0663,0.0000,5061.6631,3610.1543,-5332.3086,-3478.3601,-2640.2600,-5131.9379,2146.8913,-70.2677,0.0000,33.3650,-2948.4485,3931.8497,2898.5547,1436.9342,-858.3065,-1964.1470,-84.5095,5099.0214,-2975.8826,2429.7375,2213.7327,2789.8498,-4331.1765,372099.9644,336933.2127,357353.0474,358581.6544,354477.5352,353986.7599,350919.9265,354734.5850,-219776931.0101,-219804726.3910,-219779319.0947,-219770244.8656,354584.0294,-219757921.4425,-5960.2143,-6422.1636,1275.5477,-5685.3849,-2080.8346,-4156.4869,-1199.9979,2784.4416,4635.9777,4006.4391,-3875.9142,3159.4797,0.0000,2981.2642,3928.5016,-2264.0668,-2540.5701,4742.3740,-4346.4726,-6726.1838,2913.6626,-4963.9695,143.2883,-5718.1989,5122.8551,5825.6104,-3988.3885,1974.0889,6829.3386,3212.5650,-3039.0920,-3941.0807,-4726.4181,4263.4649,1778.8794,24.5870,4187.6682,2326.8563,-5126.7490,4437.8626,-1326.5394,6641.5460,909.2963,-6720.4916,3211.2144,-4872.4506,3851.5301,-5276.5721,-1054.6078,-1861.2513,5940.0210,-5229.4547,-5195.1323,960.3755,-1525.3940,3708.5452,4978.8550,0.0000,-5055.7649,2223.6850,0.0000,-5580.2298,177.3249,-409.2044,3073.8818,4539.9709,2607.7911,-4097.6176,-4227.9258,-475.1459,1058.0690,-3673.9845,-2338.4055,-1092.1743,-4298.7719,-3874.1062,0.0000,4272.4064,2328.9303,-3161.1758,2239.3739,3256.3486,1463.7325,-4478.1896,5306.2556,0.0000,6716.7729,-4673.2135,-1956.0245,2881.2487,6429.0615,-4036.7623,-6667.3721,2616.6398,-2907.7362,3293.7962,-4745.6082,6280.7871,-5744.9843,-1693.6890,160717.7050,157619.0473,149192.8875,154077.4727,162072.9833,158079.0315,152806.3644,153155.8375,-73151152.7440,-73147606.6170,-73142949.1014,-73146008.6971,154075.0275,-73146228.4974,3271.9583,2193.7763,999.7943,-3581.0820,-5289.4659,-5496.1380,-4806.1248,4953.7477,-2957.0161,-237.1905,5141.8993,5478.5307,0.0000,3360.8541,-5518.1844,5882.2627,4106.8715,-3957.2200,-3296.1251,330.3663,-4715.5533,-4307.0759,-3537.8580,-3278.4223,3996.6501,-1771.4459,5473.6082,6471.9759,842.2347,5280.9669,-3763.4008,5271.4394,-4501.2272,-2389.6825,-6356.3680,-1440.3119,5383.1801,5155.0000,-4455.0511,-3966.5028,4327.3165,1641.3912,5390.6576,1102.3067,6041.4272,-339.9292,5224.5817,-1973.5255,-4530.0629,3173.0476,3494.8868,-4526.9148,-4039.2535,-5448.9598,-1161.5761,4459.0945,-732.4100,0.0000,3988.6753,-617.4032,0.0000,-2535.5101,4919.0432,-3233.7050,-3262.4382,3834.1099,-1421.4531,5409.3206,-5213.8767,-3337.1810,-2222.9912,3933.3086,-5867.7404,4564.5563,2168.0622,-4521.2407,0.0000,-680.6282,-5361.4954,3031.5481,-5492.5967,-5484.7725,4264.7026,4513.1996,-4448.8644,0.0000,1382.3067,-4217.2488,-5550.1184,5423.9347,2104.7380,5501.7424,157.8910,-6302.2509,3353.8854,-5284.0521,-4316.3115,1889.7204,2670.5568,5046.5185,78959.1866,74955.5015,79041.4873,75896.9774,81973.5168,76663.5202,67691.9078,75041.5709,-29220943.0935,-29239525.2539,-29236717.7904,-29232183.0041,76546.2266,-29226579.4670,
