sl_100_5400_20310728 Coordinates.csv
2031/07/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:37 2024,
Start: 2031/07/28 07:47:00.00, Stop: 2031/07/28 09:17:00.00,
TIME_UNITS,STARLINK-5540 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-1106 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-5247 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-1106 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-1106 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3856.2223,-4812.3544,3134.1056,0.0000,-546.1721,-1903.7975,-6443.7307,430.3064,-4221.7378,3991.0623,2738.0842,-5587.1320,969.4186,3195.3222,404.5014,3595.0242,-923.7370,-1196.0628,5627.0692,1888.1143,-289.8957,-1762.4606,-775.5085,-2509.7518,1270.3551,-3410.7354,4569.5591,181.6566,4028.5137,-6740.3046,-6512.1027,4965.1045,0.0000,4915.4367,-1902.3279,6418.3656,-3701.6546,6229.7258,-1744.5195,2626.9581,-697.1797,5179.3786,5049.9188,4163.2889,1979.4969,-2020.8739,1172.9174,0.0000,-5922.1476,4765.4007,4400.3613,2801.1393,5224.7466,4393.1284,3447.4629,-4551.9844,-4564.9552,-1517.1656,-4016.6626,6309.9808,-1285.7618,-5326.0004,4757.2473,4757.0011,-6101.9498,5000.9418,-3455.6367,4031.4732,-5613.5030,-4934.6018,4225.2609,4992.0771,-3916.7926,4146.4492,-3113.7667,6179.4738,-5319.2518,2497.3115,2916.9738,0.0000,-540.0731,3838.2375,2138.9959,2251.1767,-1979.8577,5324.0468,0.0000,-1694.3322,3830.7033,-5978.4743,-5966.6008,-5911.8303,6497.3778,5938.5024,1266.6204,-1495.2583,4088.8019,-186.6507,1424.1227,5113.7173,329056.8510,358076.0484,334875.7457,335160.9941,342071.2254,340923.0184,341732.7271,338044.2682,117249595.3088,117271471.7130,117282362.0633,117258267.0268,338705.4640,117264112.5335,-2717.7209,-3933.7829,-2752.4201,0.0000,-6641.6000,-6486.7390,-1490.8297,6508.8430,-4469.4063,5262.5829,-3785.4616,-517.4207,6246.0464,-3913.2846,4181.1923,-3643.2676,528.9059,-1886.8725,3657.1531,6093.1256,-5052.1288,201.5550,1953.3214,6344.5306,3954.9789,-2803.9348,3036.3679,4275.9132,-571.7969,-1439.2529,669.6493,-1080.3526,0.0000,4734.6729,3625.9753,-1913.8131,-4827.8313,-341.0849,-4777.9384,-4267.4351,5083.6548,-4320.1901,-1798.1518,5329.1760,-3578.7652,3678.0852,5078.8297,0.0000,3582.1221,-4905.9108,2088.9488,-6288.0275,-1770.3399,1136.5629,2612.6987,-3117.5359,-5203.1373,-4875.0769,-2248.1276,-59.2572,5395.6857,-4230.4735,2282.4355,124.4277,611.5664,2894.4128,-5361.6224,-1557.8905,3169.3768,2275.4872,-5342.8964,-1626.6075,3826.6647,-3729.1615,5921.2025,2697.5140,-3703.2072,-5826.5590,-6187.8931,0.0000,5364.5830,3026.5487,-3745.3164,4080.6975,-5800.6715,509.2727,0.0000,4817.4264,-4387.6795,3153.8219,-2455.4310,635.6517,2515.2673,-1906.7084,4041.4848,-4610.7793,-3090.1584,5700.8480,4010.2711,4555.8987,102384.5208,117831.1738,121436.2399,115741.2242,109866.4996,114019.7346,120088.4717,118073.6835,42744802.5780,42732746.8828,42729767.0204,42731494.5807,117300.6675,42734645.3231,-5088.7577,-2935.4519,-5558.4172,0.0000,-1853.7085,365.9901,-1502.1424,-1497.4055,3104.6865,1741.3624,-5068.7390,-3876.0725,-2375.6669,-4576.0997,5341.7629,4496.4765,6849.9147,-6578.8508,-1613.5276,-2674.3943,4705.9197,6690.7555,-6653.6827,-788.3310,-5524.3915,-5114.0155,4224.3925,5319.1263,-5637.1425,297.3591,-2312.2562,4606.9894,0.0000,-1178.2258,-5368.3453,1712.9822,-3300.5832,-2982.1346,4696.5324,-4626.0882,-4681.2258,900.1298,4372.0945,1398.3324,5348.0816,-5413.0886,4554.7097,0.0000,-170.5259,-532.4281,4450.8677,60.6603,3872.5761,-4799.1115,-5366.5894,-4088.6651,89.1877,4582.0473,-5176.8310,-2825.5839,4062.8602,-674.8856,-4447.7868,-5000.3179,-3239.1374,-3791.8812,2621.8425,-5336.2735,-2564.8865,4231.5145,-1147.7684,4625.7593,4267.3385,4056.5687,-1879.2138,-1467.7159,2286.0900,2713.8874,-735.8907,0.0000,4450.8844,-4984.2204,-5066.2582,4831.0910,-3201.3734,-4389.4481,0.0000,4676.6790,3566.8228,1394.5797,-1887.6615,3502.5145,-8.0823,2917.8036,5261.3837,4863.3864,4523.7900,3821.5565,5397.5070,-248.5961,-111543.9544,-115902.1163,-110231.2500,-113547.3552,-107469.9973,-112392.1669,-121431.6783,-114147.5039,-41378372.0333,-41419844.6790,-41372126.5007,-41384531.0323,-112672.4335,-41388543.6080,
300.000,-2043.6726,-5217.4758,1085.6095,0.0000,-2097.1218,-2993.5163,-6780.7030,1650.1732,-4510.1583,5257.9535,1554.9248,-6072.2302,2139.2662,1565.1573,2512.5060,2183.9545,-2774.7110,690.1890,6477.9173,3220.6350,-2406.5107,-3616.4793,-2424.7121,-1335.5259,3215.2958,-4003.3382,5010.2435,2250.8035,5127.4333,-6786.7219,-5571.8045,3498.7093,0.0000,5728.3005,204.7000,6167.2679,-5091.6601,5131.3802,-3704.8754,1497.7767,1383.9860,4313.8211,4594.3587,5348.2379,129.4488,92.0564,2564.1422,0.0000,-4830.4389,3555.8832,4915.3702,1288.9035,4907.9559,5418.6783,4936.6114,-4488.4973,-5477.5599,-3320.4516,-2118.7952,5446.6076,509.0651,-5942.8225,5046.0564,5391.2611,-5060.0597,6195.3124,-4051.7374,2629.8302,-4811.0594,-3210.5696,2985.9673,4453.3627,-1996.7743,3251.4107,-1397.8539,6023.4506,-6357.4801,1081.4439,1756.4700,0.0000,1417.8313,4151.0687,613.7888,3395.0957,-3688.4505,4819.1077,0.0000,440.2019,1873.0894,-4700.2688,-6586.0074,-6042.3636,6392.5521,4546.2363,3328.9393,-3388.3200,2904.7911,1711.4143,3183.5984,5606.0235,326892.9290,355509.6601,332396.5433,332726.3955,339551.9211,338167.3175,339187.7263,335597.0476,116290396.9380,116311941.2204,116323458.9911,116299509.1961,336129.6112,116304837.3073,-2051.8041,-2072.6862,-2571.9317,0.0000,-6580.7225,-5896.4651,19.8620,5671.5974,-2747.1906,4357.1405,-5331.0635,1316.5441,5109.1192,-5253.5743,4200.0899,-5174.0097,-696.9301,-644.0408,2377.0014,4810.0467,-4774.5730,-833.1186,3205.8611,6655.4729,2995.8204,-701.1244,973.7486,4492.5296,-1926.4765,79.3408,2187.3803,-2537.9982,0.0000,3837.6992,4257.6433,-3126.6791,-4373.6488,-1653.3157,-3971.8046,-5708.7170,5353.1364,-5181.7320,-3748.3030,4369.3124,-4676.0088,4241.5741,3593.6929,0.0000,4666.3470,-5403.5417,-61.8789,-6571.5302,-3664.3213,-534.4265,1183.1640,-1163.0303,-3982.2904,-4987.2652,-1767.2120,-1724.3385,4633.7870,-3171.1871,157.7151,-1687.0242,2248.6675,1478.3889,-3827.7608,-3228.1803,2216.1683,3251.1259,-6214.7021,-3610.6562,4703.1326,-2311.3183,6020.4961,1276.2754,-2482.4360,-6683.3918,-6561.7078,0.0000,5777.5986,954.4281,-5114.3581,2254.1564,-5527.9537,-1562.3644,0.0000,5125.5657,-4915.8411,4218.8011,-1336.3474,2424.2839,1812.6343,-2896.5456,3734.5160,-4637.0781,-4803.4039,4897.9405,2715.5130,3380.7537,109261.9443,125274.0388,128623.0265,123105.7556,116933.2895,121261.8835,127136.6480,125558.2512,45297466.9104,45285467.5035,45282972.6595,45283702.5146,124382.0134,45287345.9909,-6306.0130,-3967.3752,-6363.8773,0.0000,-350.0609,-1459.7746,40.1266,-3149.5995,4418.6277,220.4105,-4083.3960,-2810.3941,-3863.6716,-4051.0766,4716.4126,3858.3532,6315.2681,-6883.3564,-90.7544,-3787.4160,4378.8902,5844.3870,-5703.3279,1034.4342,-5334.7817,-5397.2805,4678.3264,4623.8083,-4279.4336,-1243.9328,-3518.6382,5324.0027,0.0000,635.3641,-5235.8102,-83.7036,-1684.0264,-4331.4431,4294.0624,-3415.9982,-4203.1166,-930.9381,3565.2815,-135.8808,4843.5009,-5376.9950,5330.2279,0.0000,-1686.1063,-2289.5518,4401.5460,1586.7816,2817.1351,-3737.4424,-4662.2752,-5065.7000,-1441.2708,3345.9614,-6353.9810,-3895.3232,5051.9242,1146.9895,-4705.0837,-3966.0272,-4176.5374,-2681.0111,4058.0624,-5460.5227,-4481.8323,5151.4678,395.7916,4014.8510,4699.2575,5621.4133,-3177.5788,-3117.6622,824.8801,1318.8051,1081.0267,0.0000,3675.6877,-5530.9099,-4210.8100,5332.8721,-1907.9807,-4712.5003,0.0000,4635.4768,4353.2307,2778.0351,-78.4553,2293.1960,-2102.8935,4281.4356,4539.7356,3767.2401,3903.3030,4494.9706,5452.9493,-2032.5367,-111624.7979,-115985.5329,-110317.6818,-113725.1135,-107531.6612,-112163.0773,-121516.7876,-113983.6545,-41380231.2343,-41421729.8606,-41374317.9938,-41386004.3295,-112727.4722,-41390547.4008,
600.000,-51.1421,-5140.8325,-1088.7414,0.0000,-3440.0101,-3781.5510,-6413.0551,2725.8509,-4392.0624,5989.7801,260.1341,-5956.3322,3125.1341,-192.2248,4345.5507,584.5309,-4278.5079,2446.3498,6691.1825,4275.2543,-4286.8086,-5041.0542,-3867.3214,-13.9821,4863.6718,-4231.6100,5009.7734,4069.7735,5740.4644,-6167.6343,-4104.9199,1708.6378,0.0000,5977.2520,2269.2833,5301.3074,-5966.2606,3539.3225,-5313.4104,251.8167,3317.6706,2989.5236,3725.1572,6009.3949,-1697.6099,2178.3766,3754.4224,0.0000,-3261.0410,1966.6854,4922.0143,-365.1462,4098.5277,5852.3159,5957.0489,-4024.1471,-5867.4733,-4765.6512,-23.2415,4070.3670,2291.2151,-5953.3724,4885.6442,5520.5684,-3549.4476,6789.4718,-4286.4310,1008.4038,-3453.6398,-1176.0873,1450.2196,3534.3783,104.8016,1939.5985,473.3685,5284.4128,-6760.9179,-428.1048,406.6155,0.0000,3222.1874,4125.7263,-936.8988,4227.9667,-5025.0666,3887.7219,0.0000,2524.3128,-279.3377,-2953.5382,-6488.7627,-5594.8685,5653.9867,2699.2803,5030.9750,-4919.7762,1464.0355,3467.6209,4658.6256,5541.1868,324585.9965,352787.6143,329770.1115,330157.5246,336885.2076,335240.4563,336496.1576,333025.6970,115275636.7545,115296849.7390,115308974.9211,115285248.0717,333405.7815,115289999.1395,-1086.1223,6.9056,-2213.6619,0.0000,-5877.9132,-4674.8804,1528.9448,4216.5128,-731.2433,3011.1895,-6355.2021,2995.4173,3432.8160,-6081.6059,3832.8436,-6192.2186,-1922.4263,746.1153,863.7743,3065.1251,-4073.1331,-1850.9306,4056.7597,6292.5087,1794.9692,1463.8835,-1182.9268,4295.7613,-3040.7975,1601.9392,3526.5555,-3789.1182,0.0000,2554.2120,4492.6478,-4028.8217,-3501.4060,-2847.7182,-2820.6935,-6565.0759,5145.3976,-5508.9525,-5326.9650,2979.9011,-5313.3105,4431.0234,1782.2945,0.0000,5310.8434,-5370.0882,-2193.7259,-6209.9487,-5159.7628,-2108.0940,-319.1269,929.8787,-2364.7440,-4624.4666,-1011.4950,-3253.9677,3446.3567,-1773.4375,-1981.1524,-3300.2601,3703.2937,-57.0968,-1899.0482,-4612.7543,1075.6575,3957.3904,-6478.4651,-5253.9438,5170.7171,-692.7086,5563.2685,-302.0303,-1022.4211,-6882.5351,-6275.8506,0.0000,5674.9247,-1210.4821,-5938.3829,208.0916,-4729.3123,-3498.7447,0.0000,4980.4857,-4988.1766,4895.2434,-72.7227,3958.7636,901.8111,-3643.3740,3082.1912,-4232.1091,-6042.6825,3639.9263,1196.3910,1843.1350,116094.9536,132661.0206,135751.5079,130430.1142,123946.0925,128463.4008,134129.6894,132904.8955,47828618.9679,47816660.3878,47814677.2338,47814445.2233,131406.8548,47818530.7288,-6853.2588,-4564.4142,-6496.1217,0.0000,1191.3412,-3118.0010,1577.7814,-4428.4007,5250.8590,-1325.2233,-2654.1022,-1428.8586,-4905.1731,-3070.8363,3557.0187,2785.9574,5107.9022,-6459.9296,1441.8542,-4492.8751,3579.6276,4372.3209,-4154.7368,2743.1765,-4570.7607,-5059.3172,4630.6440,3411.9589,-2468.0425,-2650.1472,-4350.4276,5454.2811,0.0000,2380.6278,-4499.2219,-1871.3785,113.8002,-5214.5339,3431.0000,-1822.2663,-3278.2308,-2656.7272,2374.9026,-1655.3996,3775.4332,-4746.1964,5534.1041,0.0000,-3020.5253,-3794.0168,3809.6478,2939.2090,1434.1593,-2215.6348,-3451.2731,-5486.5679,-2816.8077,1740.9976,-6852.5936,-4545.3998,5487.9400,2840.5882,-4453.0028,-2502.2223,-4668.1449,-1280.4891,5053.3940,-4985.4886,-5921.2378,5510.4077,1896.4488,2986.6476,4631.2241,6576.3930,-4138.4621,-4429.5905,-726.9392,-219.6833,2779.3849,0.0000,2517.3621,-5499.4494,-2847.9702,5208.8596,-408.6688,-4529.2655,0.0000,4097.4605,4653.0167,3859.9804,1739.9353,835.1926,-3976.1381,5177.8866,3294.6538,2257.0147,2848.0445,4673.9572,4911.6229,-3591.4605,-111705.6510,-116068.6833,-110408.6242,-113894.5294,-107595.7560,-111938.6334,-121597.5769,-113725.4940,-41382095.1630,-41423611.4495,-41376513.5121,-41387513.2163,-112782.4336,-41392551.2568,
