sl_100_5400_20310211 Coordinates.csv
2031/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:32 2024,
Start: 2031/02/11 07:47:00.00, Stop: 2031/02/11 09:17:00.00,
TIME_UNITS,STARLINK-5274 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-31533 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1766.2425,-5192.1664,5837.0250,-5853.8678,2338.5164,-1916.4112,-4551.2328,-837.1252,6870.3836,-5992.9684,-692.6210,6144.3473,-4694.7126,0.0000,-2557.7206,5656.8201,-4241.4792,-6300.8606,6361.9279,2795.9160,2759.3844,-4528.4205,-269.4424,-2521.9606,5828.5341,1410.4651,656.2597,-6162.0889,40.6953,-4069.6225,1740.5312,-62.4616,-6022.2250,3825.9076,1903.8581,5645.0353,5058.9616,-2629.8130,-676.4430,-3683.6546,5465.7864,5550.7203,-998.2153,-1601.2753,2509.0340,1683.5152,3408.9510,12.8466,-442.0600,5858.4716,-2195.1253,1506.7588,4015.4869,-213.1943,4105.4250,-6702.4033,-5019.1924,-1665.8773,-952.7977,158.4963,-1036.5660,1372.2498,4397.1881,0.0000,-3474.1380,-6785.7572,3893.5664,1621.9269,2848.4375,4216.5692,60.9043,2326.7672,-6296.3833,-6811.0475,-4304.7877,-5163.4026,4483.9715,6527.0408,6799.0152,2626.5814,-2286.6684,2190.9967,-4535.6446,3679.8740,316.1024,6320.7486,4062.4295,-6884.7265,-4006.2364,-4775.5681,1114.9511,-2831.0262,-2165.9569,-5757.8140,-4498.3449,4.5814,-726.1791,-1971.5670,1919.6413,4864.1560,-100055.9147,-123079.5750,-105728.9922,-107878.9225,-116158.6584,-114311.5108,-112953.1137,-110143.0283,-130695864.2725,-130724567.3049,-130710780.4286,-130681926.8394,-110997.7584,-130688546.7136,-2036.3624,-1156.1556,3341.5192,-336.6738,4636.1287,-6172.9730,5047.0544,6320.4276,-657.0889,1949.4619,4069.9630,-2715.5835,3046.1629,0.0000,4489.6897,3641.3363,-4939.8426,2640.5592,-2808.9075,-4301.1277,-3580.8747,-1744.6333,6408.1940,6304.0577,1458.8068,-5220.0816,5165.3869,2153.6770,4023.9887,-633.8006,6692.6045,-4396.1062,239.0063,-4467.6725,6158.7840,-2074.7117,1632.3313,5685.4608,-6628.6754,1901.9969,-2508.9411,-3586.4746,5510.1636,5618.1573,6263.1572,3769.4961,-2248.6859,5403.7419,6790.6850,1598.6610,-3473.7073,-3855.1461,-5509.6347,4252.1990,-4877.6549,655.4908,1208.4629,-3005.8449,4903.4396,4827.1118,6290.5168,-5657.8628,-385.1818,0.0000,4718.4500,-1107.0585,5645.8211,3779.4022,598.1936,-5144.9587,-5730.6995,-3648.2359,2806.6529,452.9152,-2651.7850,1086.2170,-4452.9963,480.2848,836.8183,4538.3140,-6389.9367,-3529.7789,3167.8312,3172.3233,-5008.5784,860.1790,-1093.2876,-661.3843,5514.4639,3286.8368,4121.8371,5494.2558,6322.8723,-1888.8755,4875.3581,5708.5767,4648.7027,5918.5057,5005.0187,1163.9573,-358583.2959,-362492.6217,-367855.2513,-362929.5551,-359861.1101,-363125.6764,-369351.4962,-365825.4439,-102970391.8849,-102983858.3713,-102963244.1635,-102950267.3536,-365933.8139,-102953271.1055,6347.9999,4397.1210,1182.0471,-3677.2402,4565.6308,2448.9810,1067.7600,2541.7341,-85.2535,2864.3890,-5471.7601,-1623.9407,-3457.8781,0.0000,4393.3064,1718.6425,1369.7135,-328.6941,300.2239,4647.6709,5195.4074,-4894.8102,-2389.0187,-578.3870,-3271.9620,-4114.8734,4341.2999,1959.8411,-5362.7947,-5394.5145,445.9222,5211.1025,2823.3836,3668.3302,2478.6971,-3240.3323,-4397.9259,-2596.9499,-1743.8917,5485.7074,3247.8795,1599.2789,-3944.0753,3794.6297,1417.9649,-5515.1787,-5317.6840,-4250.6944,-759.7810,2782.4869,5402.3655,5437.4919,-565.1206,5106.4529,2380.3312,-1654.4340,4593.6435,5988.3343,4646.8183,-4925.9759,2371.4918,-3707.2971,5274.2448,0.0000,2955.7567,-22.1991,743.4189,-5301.7767,-6303.2940,1885.3743,-3809.6511,5268.2922,481.8781,-593.6722,-4710.1760,-4429.4312,-2750.4271,-2358.8369,946.1424,-4274.5650,1192.1096,5512.7904,-4097.5489,4648.0483,4253.1526,-2722.1413,5458.9870,160.3793,-1300.5810,3649.0777,-5269.5705,-2683.5231,1818.2680,-3354.6604,-1698.2840,3950.1411,-5041.1767,-3039.1744,3998.9394,4606.5539,-41331.8442,-48761.2978,-42059.9409,-45027.9504,-39182.3893,-44881.7432,-53339.5142,-46110.4358,-40005873.5451,-40024508.8860,-40019867.6843,-40013068.5514,-44565.3867,-40014282.6361,
300.000,-2501.1030,-5831.2527,5879.8364,-6281.7131,3939.4824,-3230.7761,-3608.1812,410.7965,6432.2131,-5721.9160,1487.9939,4957.1090,-4338.1989,0.0000,-855.5796,5290.1107,-4726.6482,-5431.1371,5640.3560,1046.5010,1525.0805,-4196.8542,1084.1388,-1039.6934,6635.4388,-398.0093,2604.3414,-5903.8618,2218.8945,-3980.2850,3079.3061,-2066.9560,-6201.6210,2678.9847,1585.0630,4137.7734,5024.0336,-1570.0697,-1919.9506,-2360.9835,5323.3677,4935.6515,1027.0939,-2326.0133,3396.7587,3595.9147,1803.8115,1976.3310,773.2658,5219.8678,-4038.9209,-649.1602,2518.5204,1883.0572,2326.2700,-5881.2119,-4602.1991,-2218.8957,1210.2159,1973.2753,711.6418,-306.9092,4644.1645,0.0000,-1668.4650,-6631.3597,4584.2248,3638.0708,4393.1747,2724.3775,-1412.5913,819.5787,-5610.8312,-6238.5688,-5208.1373,-4090.7965,3491.0203,6808.4119,6445.5948,3482.3960,-1620.1544,230.1515,-4167.0365,4007.7699,-1746.3270,6766.7368,3007.4300,-6700.0119,-3050.6594,-4412.7448,2919.2850,-935.1115,-1626.6833,-6304.2018,-3045.4378,1860.2834,1013.3203,-86.9649,3603.6966,5288.2191,-92414.7416,-115238.1315,-98014.4260,-100166.5636,-108450.7203,-106386.4780,-105228.7269,-102454.3026,-128410798.6700,-128438822.2294,-128425310.0361,-128397310.9281,-103236.0489,-128403473.6145,55.3287,755.5684,1940.7768,1436.6550,3193.8553,-4919.7458,5811.0797,6805.8086,-1817.3547,3600.2147,4070.7037,-3557.0862,4577.1325,0.0000,5644.9862,2620.6510,-3554.8296,3587.3707,-3797.2586,-5454.7616,-5150.9811,335.5452,5536.7560,6661.3169,227.8220,-5993.5624,4220.6090,3405.0761,3872.8568,1558.8038,5894.6354,-3534.1598,1946.6459,-5881.9210,6719.5557,-3037.6305,-505.9309,6538.8043,-6612.4352,3634.8095,-3973.9983,-4674.6946,5019.5285,6332.0441,5148.4155,2777.0005,-3769.5021,5655.3938,6717.4716,-17.6026,-2377.8293,-4235.9562,-6021.0708,3533.1995,-5307.2679,2132.6162,3245.0549,-913.8727,5027.8789,5374.7573,5750.7326,-6399.3566,-2402.1624,0.0000,4685.4963,134.2274,4515.0416,3081.0902,1751.4769,-5322.4198,-6326.0066,-5051.5559,3811.9217,1928.6254,-704.7416,2943.8984,-5783.1544,-1091.0484,-732.0123,2699.5741,-5817.5432,-4450.8506,4782.9300,1080.1175,-5294.1145,-726.1118,-3003.1984,556.8434,5295.6363,4801.1601,2872.4828,5499.5273,6728.0978,-2582.5561,5162.0364,6028.3147,5498.0309,5638.0697,5024.9444,-929.5637,-360441.2427,-364935.8472,-370232.3185,-365439.1483,-362098.2435,-365463.5995,-371559.1201,-368543.5946,-105798266.1776,-105812384.9078,-105791570.8930,-105777548.9970,-368173.6171,-105781055.2984,6427.1117,3615.6705,2874.0043,-2523.4298,4699.6205,3620.8498,-753.0587,807.8060,1712.9505,1498.3669,-5310.4954,-3249.2321,-1868.4454,0.0000,3663.1993,3651.2607,3042.7976,-2107.0340,-1496.4147,4133.1668,4311.5572,-5458.0576,-3876.7935,978.7604,-1645.8500,-3175.2384,4621.2569,170.5226,-5002.9962,-5271.7870,1940.4930,5451.0734,1439.7402,2511.3894,277.3178,-4509.4817,-4701.5346,-862.4090,54.6787,5338.0001,1619.2776,-212.9536,-4546.1700,1750.0664,3074.8329,-5178.7676,-5243.2828,-3372.9527,1065.3116,4164.4071,4910.5192,5323.3264,-2056.6233,5307.3168,3564.9608,-2994.3212,4007.2086,6473.4795,4449.6838,-3847.6513,3558.2256,-2565.5582,4469.8948,0.0000,4278.1581,-1818.1280,2480.7649,-4721.4173,-5082.6044,3466.9327,-2309.3532,4506.4006,-1330.3760,-2081.6804,-4486.1426,-4696.9146,-1361.0380,-912.6004,2390.6556,-5133.8956,3313.6593,5271.8186,-2673.1398,5287.8670,3495.0124,-1329.8717,5425.1681,-1639.6661,-3288.0489,2105.9963,-5406.5104,-3780.6329,-295.9508,-1241.9104,-3314.3547,2901.7006,-4036.2712,-4045.0722,2553.6048,4172.9883,-41429.2266,-48846.0188,-42176.1651,-45280.3352,-39284.3529,-44696.4994,-53485.4096,-46208.0809,-40006016.5297,-40024656.8457,-40020111.9461,-40012387.6393,-44671.2564,-40014232.9627,
600.000,-3058.0712,-5924.5815,5334.6058,-6112.4080,5188.5154,-4264.0010,-2293.3607,1607.6448,5347.5156,-4904.4728,3513.2155,3268.2082,-3499.1841,0.0000,905.2552,4415.0946,-4714.3177,-3994.4884,4361.9062,-774.9509,183.5836,-3503.7414,2368.4725,558.2662,6761.8334,-2140.7843,4307.1708,-5032.3748,4151.8460,-3534.1195,4137.4738,-3885.7653,-5708.0958,1296.8893,1087.5879,2208.4678,4541.1841,-353.9947,-2970.3122,-850.5141,4645.8493,3801.6667,2971.1440,-2823.4013,3977.4473,5168.2728,46.1503,3725.2266,1921.4618,4034.2706,-5479.0303,-2724.8403,752.4573,3792.1461,293.4083,-4496.5902,-3774.3166,-2627.5331,3243.3170,3562.4418,2415.9169,-1934.0143,4469.3883,0.0000,357.3457,-5809.1833,4839.5205,5266.0480,5426.4708,937.0326,-2720.1422,-728.3759,-4359.2084,-5040.3775,-5639.7137,-2651.6671,2165.6506,6438.8337,5468.8795,4027.9809,-817.7324,-1723.6509,-3405.9624,3964.4009,-3592.9005,6561.0970,1705.7540,-5851.3866,-1751.2008,-3619.4522,4453.7653,1080.6699,-916.6505,-6153.2782,-1258.6572,3517.5430,2617.6697,1830.3851,4872.9850,5207.0202,-84741.8289,-107346.2185,-90256.2539,-92414.3913,-100697.7186,-98394.0513,-97460.6261,-94762.1849,-126064558.2641,-126091889.6930,-126078650.2257,-126051602.1092,-95429.2773,-126057229.4766,2112.8061,2569.9772,313.0669,3050.7611,1472.4976,-3190.3733,5992.5004,6599.4645,-2814.9272,4890.5132,3717.3255,-4080.1633,5566.9660,0.0000,6236.5602,1295.5462,-1753.5982,4187.8716,-4430.6077,-6105.2432,-6220.2829,2402.0068,4112.6036,6339.6462,-1007.9248,-6168.5999,2877.1158,4300.4239,3358.2677,3587.1886,4520.9954,-2362.2986,3428.0573,-6726.6404,6540.4116,-3739.2441,-2601.0905,6698.4355,-5928.4873,5034.9291,-5016.5821,-5274.7477,4063.8733,6356.3130,3509.0871,1560.8731,-4922.8462,5372.3792,5953.8534,-1671.6792,-1085.4016,-4240.9151,-5938.2771,2477.8241,-5224.1956,3431.7154,4961.2517,1254.9310,4684.5747,5417.7039,4639.5141,-6523.7287,-4156.7104,0.0000,4152.8066,1382.3010,2917.3662,2102.7379,2776.2445,-5001.1834,-6294.4296,-5958.7509,4450.6004,3230.9022,1288.5704,4538.4155,-6537.7311,-2549.3446,-2251.4901,583.9003,-4583.0600,-4979.8771,5903.5033,-1131.3049,-5010.8395,-2229.9309,-4640.8145,1738.1760,4565.3124,5812.2996,1371.4505,4955.0726,6443.5118,-3009.2650,4950.9806,5787.4517,5827.4418,4844.0980,4516.2025,-2911.0793,-362137.7495,-367209.9143,-372443.9101,-367801.8684,-364173.1704,-367644.6460,-373603.7292,-371071.7952,-108575443.2121,-108590197.6506,-108569184.2970,-108554187.0280,-370248.7851,-108558141.5333,5810.9997,2442.5701,4243.9513,-1098.1140,4327.6845,4401.7859,-2491.4456,-1015.2036,3325.1135,-28.7083,-4563.1891,-4523.7841,-45.9993,0.0000,2515.2895,5194.9439,4348.3473,-3650.7596,-3134.8342,3175.1402,2958.1246,-5429.0241,-4934.2739,2425.4896,163.6443,-1874.9890,4373.6071,-1638.0210,-4053.5591,-4550.0957,3226.8450,5079.8258,-117.4643,1085.7864,-1954.1122,-5275.6284,-4495.7671,970.8173,1847.2429,4606.6703,-190.0263,-2001.0717,-4645.0060,-479.0013,4396.9082,-4279.1976,-4551.3180,-2125.3572,2771.8869,5049.6029,3860.5769,4616.4167,-3319.2392,4867.0163,4346.4536,-4014.2354,2988.5165,6260.5804,3753.9375,-2351.8652,4341.9085,-1145.5199,3176.8378,0.0000,5064.3320,-3414.7205,3948.3458,-3586.0900,-3321.7025,4674.3234,-556.3019,3238.8595,-2998.9388,-3339.0882,-3778.1301,-4453.3130,176.7356,630.4219,3577.1448,-5404.3719,5073.9350,4461.1012,-956.5895,5309.4323,2302.1421,204.7082,4802.2603,-3263.2136,-4924.9230,329.4982,-4928.1003,-4438.0691,-2378.4344,1004.2438,-4562.8607,1544.2676,-2592.9847,-4619.8622,804.7730,3267.1465,-41527.1375,-48929.8933,-42297.1103,-45528.9169,-39388.9326,-44511.1143,-53626.9474,-46182.9846,-40006163.0929,-40024804.3136,-40020354.6104,-40011724.6516,-44777.0968,-40014183.1525,
