sl_100_5400_20310724 Coordinates.csv
2031/07/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:23 2024,
Start: 2031/07/24 07:47:00.00, Stop: 2031/07/24 09:17:00.00,
TIME_UNITS,STARLINK-31992 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-11184 [DTC] - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-3308 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-1433 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-11184 [DTC] - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-3308 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-11184 [DTC] - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-3308 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6445.2022,-5164.3138,-3941.1167,5519.1820,3469.2964,3727.1799,-2887.7742,4799.7581,-1659.8288,-4982.1349,-3167.3451,-5840.1912,3438.1580,3252.3064,6221.9356,-4801.9309,4584.3055,-3717.2610,6661.2472,0.0000,0.0000,5728.0828,4258.5991,5167.0152,-927.6944,-2005.7608,2522.2246,-4512.0026,-3243.9599,-6094.2393,1248.1205,-4886.3423,4410.2308,918.4978,6121.5191,251.3150,4716.9219,5112.3946,1864.8733,4185.2497,-3463.3325,-2134.7829,0.0000,-1131.1434,973.2206,-4943.7164,1901.5738,5396.1285,5165.7242,-5100.0571,-3239.7213,3809.4579,3966.1063,-4354.3939,-4496.1114,-3378.3774,1066.2383,5549.8641,-6072.9723,1406.2911,-315.7379,-3112.5257,2568.7481,-4446.0079,-4580.0502,4050.4725,5760.2373,-5114.2958,-5801.5707,3868.4120,2723.5524,-3725.5394,5561.1029,-3846.8950,4115.9158,-232.4120,-2091.8010,-5661.2257,-4473.7617,695.8369,5922.5511,-2956.7867,-4547.9417,-2760.6343,418.9985,-5055.3745,4937.4501,3167.5003,-3163.6665,4991.5770,4009.3605,-3839.8924,3090.9549,4176.8447,-3129.3739,3710.5601,-4098.5917,2775.9826,-5932.2590,-5318.4203,156582.2631,174152.8029,159457.0615,159356.4720,165849.6321,164998.7251,166214.9567,163874.2178,116025456.6010,116025470.5295,116051884.1018,116039182.3302,163009.0092,116027695.5079,-1260.2320,3249.9813,4011.3027,2185.0176,5937.8142,4724.0241,4812.3000,-2638.1474,3974.5467,2912.1389,4900.6326,-2604.5870,4282.4820,2533.3954,-312.7117,2248.1343,-273.7681,5594.8270,1013.7770,0.0000,0.0000,-3778.8845,2707.8841,-736.5157,5744.4110,-5733.7067,4434.4515,-5225.2249,-5943.6217,-1891.1447,-5339.5098,-4581.4204,-2429.7194,4076.1791,-1351.3613,5374.8425,1672.7531,-408.7239,-5034.7358,3231.5921,-5930.5151,-5626.7633,0.0000,-4325.7465,-1738.9365,-4454.4576,3810.6231,2288.0169,-2813.5305,-2392.4608,4827.1314,5648.6707,-1279.3742,2631.3626,-3316.2414,5706.3910,4003.6701,-2728.3256,-1302.1787,-5748.6385,6818.8176,-2655.4835,-6285.0260,-1871.9586,-2309.9556,3645.3233,325.2701,1291.8216,-3374.1430,-1497.3412,-3098.7131,-4147.8820,-3645.2127,-2048.0498,-3700.6621,6846.8538,4810.0988,2927.6508,2044.2534,-4112.1380,3539.9200,4747.6967,-156.2974,-5550.1510,6066.7726,1450.4191,4257.5189,5647.5685,5724.3532,-4633.1195,-3179.9790,-1665.1885,-5446.7015,5090.0401,-5528.8570,3643.9935,4337.8246,4827.5462,2935.8735,3926.1799,361611.1933,364921.1977,364559.2995,358864.4431,352538.4938,356749.5255,362756.8392,360941.2092,37235006.0232,37213233.8607,37215646.9941,37214959.7975,360185.3886,37218837.6967,1438.6504,-3214.9269,3788.7647,-3586.1753,-649.0200,3400.8801,-3905.1131,4094.6440,5307.2688,3614.9438,-3680.5871,2703.8976,4183.6270,-5477.1142,2783.4805,4418.1374,-5168.5086,1795.2512,1712.1286,0.0000,0.0000,-843.7546,4660.5824,-4522.0259,-3339.1343,3256.1344,4513.2554,12.7461,-1258.3004,2619.5832,4243.8368,-1307.3990,4685.2511,5257.0660,-2942.4301,-3916.5530,-4511.2404,-4606.5208,4352.6974,4359.1436,-344.3178,-3401.4129,0.0000,-5236.6271,6418.4327,1884.7120,-5435.9376,-3657.7339,-3624.3365,3818.3675,-3777.9506,-326.5248,5418.2218,-4494.4605,4013.6400,1371.2286,-5505.6254,3031.4694,-2936.2199,3452.4858,-655.9506,5393.0457,-777.3363,4869.4358,-4536.3196,-4244.3958,-3581.4373,-4315.1592,-1434.2716,-5432.0547,5513.8112,-4076.5244,1213.1094,-5357.3559,4142.2274,761.6624,-4538.2463,2682.2780,4950.5036,-5459.1776,-381.6994,-4117.6547,-5161.2564,-3133.2837,3210.4766,4440.5444,2340.1992,-2406.9876,-1704.1387,965.7346,4587.4552,-5560.7514,2884.1618,-2172.9685,2660.6944,-4484.7191,-3405.4604,-3777.8848,-141.7431,-1897.8004,-10177.7912,-12132.3757,-9887.8758,-13198.7075,-7128.7520,-12068.6966,-21093.9992,-10916.1138,-39111914.8639,-39150135.2786,-39114920.1068,-39119473.2208,-12333.6167,-39124201.1605,
300.000,-5961.1488,-4824.8484,-2836.2323,6094.0022,4526.9342,5289.6674,-1904.4159,4124.2296,99.5867,-4727.2530,-1830.5867,-6711.7755,3963.6317,4335.5272,5276.2083,-3324.9829,3557.0153,-3297.2146,5911.8775,0.0000,0.0000,4774.2694,4252.5068,5571.0070,399.4055,-3362.7162,4300.6139,-5423.9668,-4006.6936,-6781.0796,-580.4737,-5236.0840,3130.7756,2828.6351,6018.1601,1785.7845,5887.8514,5624.1402,83.1935,4280.2233,-4287.6500,-3873.2866,0.0000,-3143.6809,2808.5053,-5189.9172,3505.9557,6469.4215,4963.0487,-6178.5404,-2348.7627,4825.5679,3457.6084,-4037.5835,-5892.5147,-2031.7028,3128.9878,5337.6434,-6751.7748,-273.8888,1196.6020,-4239.9977,1105.0859,-5705.6961,-5026.1166,5551.8007,4974.7151,-3924.0968,-6022.1379,2672.2637,999.5125,-4127.4455,4192.8588,-4159.2358,3051.0198,997.1760,36.9272,-5111.3232,-2583.2412,-1483.9797,6159.4587,-898.0173,-3712.3148,-3667.3055,2151.3335,-5231.1326,5392.5103,3859.0384,-2109.8218,4098.3466,2746.3729,-4544.3587,1400.9781,5476.3954,-3812.7889,5327.2085,-3427.6998,4554.4034,-4950.1342,-4693.2974,148637.9274,166551.3668,151891.6778,151847.5647,158236.0452,157162.9487,158574.4234,156193.7280,115187052.4999,115186801.1824,115213597.7459,115201061.2354,155340.1406,115189216.4846,121.1744,4664.0474,5542.2721,2945.2053,4766.1886,3892.0934,6100.7059,-4467.0111,5067.0941,4449.4289,6151.0306,-1209.6687,2385.2778,645.3001,-1953.3449,3799.8528,-2159.3541,6116.5699,233.1490,0.0000,0.0000,-4948.9371,634.9248,-2462.2768,6470.9697,-4323.9205,4167.2506,-3995.6279,-4771.1240,-400.7142,-6046.7997,-3205.3555,-4165.6062,2960.0850,-3031.8306,4116.8154,277.0710,-2131.2697,-5940.9845,1215.9944,-4944.8875,-5301.2091,0.0000,-4268.8090,-2764.8683,-2974.1801,2338.2216,1180.0515,-4334.9288,-842.2010,6115.9406,4457.8716,-3337.9370,4401.0639,-2459.6619,6459.2465,3429.9610,-4134.8276,-70.6107,-5018.3118,6690.6880,-770.7830,-6697.1960,-454.1546,-190.1915,2373.4850,-1556.2723,3082.5484,-1713.7949,-3329.4043,-4401.0407,-2246.7583,-4599.8383,101.7105,-5321.7494,6344.4851,5078.2354,4479.9511,2289.9484,-4049.1941,2282.7337,5079.6808,1831.0238,-5787.5095,6244.9467,3194.9998,2521.0278,4206.7774,6418.2214,-5460.8380,-4848.0193,362.9631,-5240.6826,4192.3458,-4020.8937,2914.7869,5673.1636,4164.6252,4157.0218,5023.6608,364684.2786,368486.1682,368013.2264,362491.3244,355875.0579,360276.8056,366076.4128,363854.3348,39762151.8459,39740211.0661,39743417.4467,39742560.7303,363540.4397,39745963.4303,3101.3205,-1585.9059,2690.7098,-1505.7752,-2126.8480,2160.9855,-2427.3956,3133.8675,4588.4983,2063.0723,-2529.4610,1309.6442,5122.8376,-5271.0070,3856.8515,4704.4431,-5521.6174,-315.7688,3644.9892,0.0000,0.0000,703.9398,5355.6569,-3252.3486,-1720.4560,4180.4974,3249.6467,-1515.6557,-2937.8542,1208.6622,3346.1164,-2983.3459,4489.5243,5322.8927,-1591.3787,-4915.3166,-3262.6208,-3367.8241,3533.8834,5210.0200,-2114.9720,-2161.0722,0.0000,-4393.9513,5445.3578,3467.9464,-5470.4626,-2115.1959,-2074.1205,2730.1579,-2266.5109,-1840.5439,4862.2000,-3225.2346,2565.0523,-178.5510,-5091.0797,1371.6967,-1259.2100,4654.0148,897.5053,5220.9381,779.3070,3774.6053,-4646.8973,-3353.5972,-4353.0201,-4642.3096,-2813.2731,-5337.5673,5202.1395,-5061.9440,2630.5930,-5512.1840,3191.2969,2497.8064,-4724.1997,1282.7290,6062.9758,-5347.4021,-2149.7406,-4650.7628,-5496.5345,-1125.6748,1919.9740,3135.8249,3539.2361,-3891.2956,108.3420,-851.8304,4024.8060,-5258.1504,4252.2743,-702.5444,4087.6187,-3205.2538,-1806.9334,-2680.9480,1421.6430,-111.0122,-10228.1971,-12278.4028,-10024.4335,-13427.7267,-7240.7509,-11889.8284,-21229.9907,-10864.4736,-39113853.5362,-39151809.3806,-39117122.9113,-39121706.9927,-12439.2547,-39126126.7973,
600.000,-4843.3755,-4015.3627,-1463.9810,5994.3812,5159.9924,6329.4257,-752.6363,3062.6345,1810.7686,-3999.4815,-337.9192,-6936.4023,4151.7462,5027.0008,3810.7692,-1551.0971,2228.4507,-2539.1552,4574.8447,0.0000,0.0000,3348.8347,3875.4726,5445.6150,1663.2158,-4427.0374,5618.2616,-5814.8003,-4397.5128,-6802.1133,-2328.8376,-5070.9962,1578.7267,4463.9642,5339.2175,3171.3029,6439.0072,5598.3051,-1679.9531,3996.6062,-4699.5629,-5221.4657,0.0000,-4826.5915,4354.0974,-4952.2553,4803.0238,6898.0116,4283.9283,-6632.8101,-1251.2216,5365.6389,2649.5742,-3331.0019,-6690.8006,-471.5981,4885.2530,4599.2861,-6745.9630,-1966.3899,2597.6556,-4968.8352,-478.1371,-6401.3944,-5012.1452,6516.7907,3707.3949,-2368.1460,-5660.3024,1254.1046,-784.2950,-4175.1911,2375.3220,-4119.5733,1719.1104,2154.7153,2159.7379,-4072.1960,-431.8704,-3512.5752,5795.9578,1250.6860,-2558.0944,-4188.0087,3655.0321,-4908.4538,5354.7319,4209.0806,-829.1327,2783.4722,1247.1110,-4860.0512,-459.9666,6241.3553,-4158.2735,6399.0470,-2428.0104,5841.8330,-3407.6871,-3593.3139,140642.1152,158874.3556,144257.9448,144284.3803,150554.2217,149236.2565,150866.4220,148402.2998,114293611.7078,114293102.2225,114320253.7373,114307868.5916,147602.2928,114295701.7872,1523.5120,5599.1575,6498.6196,3402.7024,3119.5560,2699.8952,6759.6622,-5839.8394,5675.3188,5509.6261,6799.6929,289.2825,247.5165,-1274.6447,-3429.0906,5014.1903,-3865.8793,6019.8361,-617.7216,0.0000,0.0000,-5639.9446,-1515.6049,-3917.1514,6495.5855,-2499.8299,3501.5785,-2364.4863,-3107.0208,1117.4711,-6190.7295,-1476.5251,-5511.0342,1576.7646,-4405.7420,2430.7555,-1112.9290,-3612.8497,-6288.4913,-937.2152,-3447.9812,-4474.5327,0.0000,-3830.4869,-3395.9467,-1175.6725,678.6675,-21.8300,-5409.8096,769.0330,6797.9489,2803.7951,-5056.3372,5695.1429,-1383.7920,6539.3038,2569.5117,-5114.1270,1153.9201,-3810.0875,5890.5695,1160.9469,-6431.8947,970.6948,1941.0366,900.6913,-3307.1744,4589.3822,137.3012,-4850.6118,-5304.3888,-114.6057,-5096.4365,2234.5943,-6425.5277,5207.7097,4901.5460,5587.2316,2386.2380,-3637.4545,777.8259,4967.8424,3663.5185,-5443.3439,5814.1832,4596.3130,525.0661,2337.4867,6426.3005,-5742.7487,-6048.5985,2330.7166,-4546.5523,2893.8230,-2099.9204,1925.7960,6425.2054,3085.0113,4926.2618,5611.1061,367581.5608,371891.8328,371302.0255,365970.2569,359050.7971,363658.1747,369233.9555,366580.0680,42270430.4737,42248307.6451,42252324.3035,42251309.8751,366732.1976,42254218.2854,4400.1887,215.6519,1285.2925,735.7454,-3374.6594,687.8341,-678.8463,1824.1136,3358.9128,278.4344,-1103.5716,-224.1784,5508.0856,-4483.3433,4497.5241,4481.4663,-5280.9193,-2393.3435,5190.8403,0.0000,0.0000,2175.5527,5463.1355,-1630.6026,101.2144,4649.9517,1619.9970,-2879.8353,-4297.0190,-333.5802,2090.8616,-4325.0162,3802.8353,4764.4837,-69.2962,-5322.9373,-1634.3262,-1762.7524,2333.9440,5485.0959,-3653.8511,-687.3239,0.0000,-3072.2001,3836.1373,4677.3453,-4914.4732,-343.8142,-299.5370,1333.4646,-512.4408,-3147.8694,3765.0558,-1588.6487,835.7701,-1707.8607,-4123.0604,-437.7426,556.4075,5340.3936,2351.5764,4451.1476,2248.7519,2262.6761,-4242.6162,-2100.0779,-4630.1377,-4447.8493,-3882.2118,-4648.9849,4324.2450,-5501.0045,3744.2274,-5072.1932,1896.3298,3961.7547,-4406.2873,-255.1626,6541.2855,-4649.3668,-3685.5736,-4689.7886,-5232.2085,1001.8865,419.0407,1488.7038,4358.5814,-4955.3292,1908.2702,-2576.1149,3020.8751,-4400.6876,5158.1160,843.1213,5068.7525,-1573.0219,-9.6691,-1270.5053,2810.4500,1687.9322,-10281.2664,-12424.4606,-10165.5806,-13648.6083,-7355.2521,-11715.5177,-21361.7292,-10927.6439,-39115797.8305,-39153478.1926,-39119327.7366,-39123948.4227,-12544.8845,-39128052.5066,
