sl_100_86400_20310818 Coordinates.csv
2031/08/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:33 2024,
Start: 2031/08/18 07:47:00.00, Stop: 2031/08/19 07:47:00.00,
TIME_UNITS,STARLINK-5633 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-6112 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-5429 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-1860 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-3920 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-6112 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-5429 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-1860 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-6112 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-5429 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-1860 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6249.5724,-5084.9874,-1156.3900,-596.1851,-1885.9255,3300.4871,-5087.3355,-5078.1035,-4923.2145,-1583.3103,5106.8875,-5251.8048,222.2650,-3161.9527,-5141.1342,5684.6108,-6245.1931,-4345.1280,-5656.2073,6842.0999,-4166.7398,-5874.9851,-5699.4515,1147.3237,-4716.0483,2019.0852,-5287.7086,2975.0849,4223.8000,-4118.8055,-455.2451,-3793.1302,-5407.2794,-4279.1393,5211.9588,-6161.2726,6007.7808,-729.3174,2564.1420,-5509.7362,5955.9314,3187.6605,-945.0263,-5741.0323,-3005.2169,215.4653,-4780.8564,-4864.4405,4819.9653,5545.1603,2222.7195,2998.2564,-4387.1500,2616.8634,3437.1952,-1318.8397,0.0000,-6659.0270,0.0000,2641.7530,6438.4006,3092.0224,6178.2218,2772.4748,-5100.1693,85.7712,-2800.0072,-3599.8810,-2482.3122,3738.7242,4425.6891,-3545.4773,2475.1728,4703.9264,1505.8950,6906.4911,-4613.8778,-3612.4296,-4014.1314,6438.2494,3233.2113,3531.7287,-6341.9587,4650.1979,-3741.4661,6292.0445,-6612.1920,5970.5168,6112.6138,-5058.3423,3515.1624,-1769.6338,1398.2799,-1226.7402,3691.0958,-2933.7126,-1436.0688,3374.2406,-4372.8866,-4285.5954,-182393.6161,-155672.0703,-179427.3776,-177206.6552,-168662.9962,-171265.0873,-172576.4551,-174771.7816,120966635.4166,120945099.4424,120950466.9015,120949479.4950,-174447.9023,120948138.3285,2475.7433,3610.2547,5290.2756,6255.2676,4729.0448,2895.6859,-465.7418,867.8786,-3768.3180,6030.2812,-3909.8414,-4339.5494,-6845.6933,-2783.2193,-3375.0471,3828.9002,-1698.4810,109.2132,2317.4565,694.8707,-766.1201,1243.1853,-3266.1741,4799.2439,681.1953,-6291.2142,4088.7845,-6088.9760,5348.3366,-1677.0197,5232.6137,-3402.1948,633.2155,-2370.5962,4434.6084,2395.1357,1408.7691,4233.1015,-4418.1574,872.9784,3132.9630,5219.8210,-4239.5696,-1100.9182,3874.1902,6555.9123,4885.3012,4017.6031,321.4499,-2606.0296,-5453.4055,-4969.7577,1017.5838,3378.9725,-3691.1766,5077.8613,0.0000,1780.8152,0.0000,4411.6331,-2331.4260,3955.5084,-2511.2471,-5799.9335,271.6302,5060.1354,-475.1976,-5893.6038,-5113.4667,2572.3156,-4845.0124,-4288.3418,-4431.5041,-4872.0115,-4933.7307,-743.6512,-4772.7209,5303.1555,-5194.8977,914.4653,-4976.6422,-2155.1211,114.5668,1476.0099,1799.8463,129.2221,-1524.2265,-2819.5348,-2588.5017,4224.8813,5090.4863,5414.8279,4896.8164,3900.4781,-3828.0604,-4712.1561,-5933.7065,-4391.8981,3467.0337,2681.5810,340711.5140,360972.0689,360087.3312,354805.8795,351641.6297,355173.0028,361127.5350,356283.3628,69940912.8117,69943387.9637,69950305.1860,69936309.3223,357436.3489,69941827.9334,-1612.7718,-2366.0391,4216.1992,2914.4482,4692.9850,4969.0796,-4648.7161,-4326.4672,-3076.6174,2985.7224,-2339.7213,3.8518,1.9925,-5445.9990,3026.0889,-498.8636,2130.6092,5313.2543,-2798.3697,722.3063,5391.5035,3416.3023,1799.1606,4791.7470,-5063.9703,-1865.7971,1795.1168,-1205.7297,165.0683,5294.2452,4511.5618,4676.3971,4279.5691,-4822.4722,747.3322,447.8312,3116.7657,5402.2028,-4671.7281,-4047.9975,-1502.4588,-2900.5966,5203.8526,-3470.2478,-4591.6421,-2124.6751,-774.7347,2681.4097,4902.6451,-3177.9622,3582.0337,-3144.4532,-5206.6374,-5443.5558,-4685.9548,4480.3762,0.0000,-236.0404,0.0000,-4622.5300,-775.3673,4596.6968,-1000.6624,2517.3045,4603.0593,-4404.4215,6317.8405,237.5896,-3651.2253,-5244.7564,-2205.4665,-4003.1792,4497.7768,-1331.6403,-4459.6904,462.4426,1334.9004,2017.5735,-2151.1409,2063.4149,-3483.1523,5495.2873,-2719.5950,4867.1737,-5555.0184,-2834.0823,-601.4415,-1857.6585,-1852.6757,2029.7057,-2531.6588,-3992.5598,-4639.1843,5436.8800,-4258.5925,4087.5141,-3203.2793,-3985.9693,3920.5156,4538.6490,57863.9109,50641.1436,57728.0587,54377.7741,60469.8502,55649.1774,46541.8268,53997.1542,-54379057.9860,-54350188.7642,-54387135.9147,-54362802.5150,55297.7919,-54370432.3931,
3600.000,-3864.0712,2632.9606,-868.1046,-1757.5919,-2020.8592,-4538.1994,5467.2015,1056.6667,4260.7191,-2035.6235,-3288.2672,5628.5267,1697.7704,5283.8524,6387.8240,-5102.1652,4054.5146,2744.9834,4626.7339,-5899.9647,3848.0757,6115.5982,5093.4069,-4237.3619,571.4130,955.9074,4033.9870,-1069.1672,-5283.2121,6364.6372,-2933.8997,6304.5028,3328.2437,3932.9145,-5375.9799,2432.3433,-5374.6134,-3604.9911,686.8104,6129.3033,-5377.4009,-4872.7567,5012.6867,6610.4486,1089.5625,-1834.9482,1951.7337,920.9929,-2700.0321,-1793.6436,1560.8465,-626.9490,1633.6758,-5996.6353,-295.6731,-1996.1409,0.0000,4774.3117,0.0000,-5894.4610,-4777.1408,-5920.4117,-2724.9527,-1333.0773,2215.8640,-4224.3892,5016.9136,4185.9820,5043.8209,-6489.5433,-2594.2281,6326.3869,-552.1032,-2992.6525,2201.2673,-5636.6273,5118.5024,1443.2214,4181.0043,-3921.0419,-1924.0944,-1164.8983,3512.6932,-3527.7623,-749.2313,-4040.1875,5830.5458,-4733.0197,-2924.0076,3315.6184,-5763.6296,-2132.5045,-5110.5951,-3272.3624,-2538.1480,4124.5579,3296.5907,1290.7675,-221.2406,3756.0624,-261328.6663,-241606.4351,-262972.2450,-259831.8734,-252301.3857,-260147.5321,-256350.9519,-258591.1590,98732580.6484,98713968.8248,98710932.0942,98723552.6647,-258743.8762,98715112.0310,-680.5219,-5744.2821,-6811.7431,-6673.7926,-5545.0713,2633.3316,-3316.0783,-4302.1820,51.4048,-4647.0150,5787.9935,1173.8131,5144.9982,-1129.5885,1985.4641,-1172.1266,-1536.9710,-4377.2298,-4299.5557,972.8442,-3753.6008,-3114.3708,-651.7385,-1468.6501,-2394.6112,4456.4646,-5016.9326,5991.3285,-2451.7906,-1011.7900,-5902.4900,609.7159,-4184.9865,-2263.1574,-2403.5532,-4547.8452,-3727.5079,-3748.9199,6321.7136,-3147.3699,199.9364,-879.9800,1373.3195,-980.1654,-6622.1462,-6217.4653,-4731.5886,-4160.4391,3683.1179,3787.3052,3834.0848,6134.7173,-4664.2707,-1724.1539,6229.1580,-6301.7519,0.0000,-3713.8849,0.0000,-2618.3962,3489.3452,-392.4505,4454.8576,6509.2265,-3759.8079,-1597.9624,4065.0839,3550.7515,884.6733,-578.6712,6235.4996,2531.0367,6758.9042,5419.0436,6214.4372,2054.2942,831.7050,-5839.4358,1789.0304,1959.4102,6540.7766,5661.9341,-2529.4230,2862.8540,1263.5008,3051.4942,-1344.5170,4146.7436,3595.1655,-5789.6491,-2783.3239,-4718.7705,-2833.3294,-4787.6336,6319.4931,586.1370,5936.0033,3965.8296,-4157.1222,-5653.6815,283618.2387,309548.2788,306252.1647,304216.6975,296600.4230,301603.9290,305736.5379,303253.0954,98911353.7635,98918032.2391,98917049.9744,98911360.2049,302151.0322,98912222.3193,5674.6306,-2134.7879,-128.2139,630.5094,-3641.5292,-4072.3556,2593.6508,5048.1390,5439.4574,-4706.9611,-1631.6703,-3661.8310,4180.3874,4251.6076,1498.2075,4439.6657,-5263.2101,-4538.4808,-2302.4232,3465.4001,-4276.5979,811.5466,-4482.7708,-5229.1802,6487.0298,5118.7288,2532.9780,-3219.1321,3532.7130,-2535.8387,-2150.1998,-2801.5324,-4417.2904,5144.6123,3555.0927,-4165.4553,2246.1312,-4553.7951,2715.9814,-85.2775,4299.7195,4602.0172,-4368.9661,-1234.1854,174.7463,-2354.0615,4582.9580,-5380.4454,-5163.7896,5469.8554,-5523.0070,-2353.7972,4775.0966,2978.5185,2899.3772,-2003.2649,0.0000,-3319.4411,0.0000,2473.1450,-3541.4952,-3351.5100,4255.7806,1872.1165,-5326.5375,4946.4270,-2529.4759,-4206.5465,4392.2389,2353.5790,-1517.8298,734.3545,-297.0153,-3055.0934,1723.8788,3523.3679,-4361.9551,3004.4611,5185.6928,-5238.2737,-908.5382,-3751.2490,5360.9955,-5198.3624,6762.7554,4677.4436,-3261.6212,-2732.5493,5087.2929,1745.8575,-1925.1122,4627.9098,3632.3398,-3578.2249,-67.0420,-5504.5776,-1193.8925,5385.9679,-5414.5946,-410.2111,56468.4260,49308.6277,55863.3606,53157.2752,59040.2377,56150.4646,45295.3898,55560.3494,-54407848.6504,-54375233.2932,-54413451.7198,-54389343.7332,54122.4737,-54397290.5452,
7200.000,729.3312,2053.7139,2448.0743,3629.7563,4726.3415,3578.4701,-4207.1003,2414.2764,-3329.9079,5439.3582,-397.7973,-3998.9948,-4042.6936,-5866.0979,-4622.6188,3134.8217,-831.2686,-1192.6675,-134.4919,2639.0939,-2934.1252,-3511.2499,-3026.7196,6389.3938,2730.8283,-4610.1648,-566.2690,-2164.7346,4618.3031,-6156.5902,4848.1393,-6641.1629,-1003.0412,-3279.2038,3849.8881,3125.7823,1326.4120,6199.2527,-3054.4845,-3847.9552,3525.2671,5151.1080,-6716.0064,-3655.7676,1481.6646,3303.3483,2454.0566,3651.2979,784.7705,-2401.7532,-5357.1497,-3062.8410,557.3221,6783.0581,-2260.2899,4098.3013,0.0000,-888.5836,0.0000,6784.9592,689.9198,6281.3123,-2277.3504,-1262.6353,387.6335,6459.5571,-3128.0819,-4117.5165,-5808.4252,6584.9958,-546.0276,-6133.9117,-1620.8179,-670.0576,-4389.8736,2227.3241,-4006.4767,2549.1692,-4041.8008,299.4258,-555.3911,-663.4661,27.0756,2346.5072,5602.6229,1017.2485,-2451.8788,777.6895,-1523.1552,135.6237,4577.3926,5426.0624,6861.5011,5399.8784,-40.1494,-5028.5200,-3928.5136,-5386.7254,4430.6164,-1170.8854,-323345.9461,-311786.1728,-329721.2427,-324311.3836,-319544.4339,-330755.7002,-323544.3610,-326637.5798,69745589.2786,69727282.1783,69721194.1895,69738894.9083,-326442.8076,69728969.7054,-3004.9965,4425.2951,4963.1021,4513.0857,5057.0201,-5501.9796,5357.6368,6140.2784,4136.0275,2488.3414,-5217.4242,3167.0597,-1187.2019,3588.4370,859.8328,-2932.3987,5139.3820,6736.3475,4093.4563,-3246.4353,6203.5182,3842.6732,4825.7661,-1356.4763,4853.1754,-1562.4807,4399.1165,-3567.6128,-2089.6576,2595.2662,4709.0354,1774.8087,6601.7522,5713.5781,-1492.6222,4647.0817,2662.1765,2946.0614,-6138.1430,3933.5213,-4085.8508,-3611.9083,977.4931,2880.1529,4861.5375,2959.6659,3603.3631,3894.1761,-6543.4555,-4883.5375,-1967.7685,-2492.6616,6759.6154,233.3272,-6446.3305,5267.9300,0.0000,4965.4963,0.0000,446.7094,-4071.7250,-2600.0470,-5055.6187,-4497.1015,6409.3146,-1516.5791,-5517.8751,710.0104,3139.5070,-939.3839,-5406.5698,183.3917,-5113.5472,-4181.2755,-4671.3862,-3600.2757,3913.8586,3132.2913,2660.5055,-5121.9329,-5023.2820,-6837.1536,5183.6299,-6120.0616,-1126.0470,-5858.4505,4364.0576,-4162.8732,-4503.5097,5311.3593,-1778.9172,3500.9740,529.7531,4021.1560,-5258.3470,3328.6334,-3019.8241,-3145.7781,4327.0582,5329.9663,208928.5427,238043.5912,232596.1113,231211.8634,222420.9895,228333.1680,231195.2033,226572.4043,121135625.9160,121147521.5113,121135253.9119,121143450.6398,227434.8353,121136955.8067,-6181.9354,4535.3865,-4074.5784,-3813.7218,354.1793,-1003.6940,1112.2022,-1303.9189,-4441.6467,3463.6461,4400.3861,4507.6589,-5403.4519,-231.4519,-4997.5826,-5369.8389,4390.1377,649.3795,5317.8902,-5513.2330,182.4623,-4554.8033,3730.3305,2171.4427,-4158.2021,-4842.8670,-5319.8210,5461.4134,-4561.0638,-1819.1689,-1543.6999,-827.8993,1849.6009,-1939.0765,-5513.5330,3531.8231,-6248.2352,797.8569,917.0375,4135.6979,-4295.4752,-2497.4575,20.9028,4940.4119,4377.0350,5267.3641,-5324.6741,4296.2436,2003.8568,-4244.2811,3866.8840,5276.0634,-1161.5761,1321.0866,818.8209,-1777.6295,0.0000,4693.5812,0.0000,1226.6267,5506.6409,-470.2019,-3842.0701,-5092.7761,2470.6732,-975.6328,-2809.9274,5495.2759,-1422.6610,1937.8607,4275.3318,3043.8312,-4166.1043,5435.8497,2306.3660,-5534.4272,3798.6076,-5386.5406,-4931.3413,4491.5709,4653.1400,-503.4942,-4558.7007,2143.5278,-3925.9829,-3505.4851,4611.0812,5384.8619,-4990.9137,-4405.6168,4521.3098,-2583.9794,-221.1366,-1041.7059,4317.2395,3343.9118,4779.9898,-2764.2193,2860.4401,-4063.4489,55046.4143,48014.6400,53527.8432,54580.4452,57275.2944,51499.8185,44639.0003,51400.9903,-54435957.1699,-54401310.3347,-54438073.1477,-54418757.0665,52942.8896,-54424150.3182,
