sl_100_5400_20310409 Coordinates.csv
2031/04/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:46 2024,
Start: 2031/04/09 07:47:00.00, Stop: 2031/04/09 09:17:00.00,
TIME_UNITS,STARLINK-3289 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-30140 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-5165 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-30140 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-30140 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5331.9738,2133.3486,6086.7707,-421.5310,-2282.6116,-6773.0715,-957.1436,3758.2821,2446.8867,5610.8475,-616.6772,5836.0742,-6250.9634,-6213.0289,6352.0807,3542.1322,-5491.3747,4618.2089,3874.1435,-3862.8554,-4872.3518,-5151.5074,4536.8443,-4877.1646,2038.3939,4385.1740,3699.1245,-3754.0327,-662.8307,4546.0431,4389.9333,-857.7548,-6537.6197,-5557.6602,-4476.1545,6267.3718,2588.2017,-5592.9756,-5067.2630,0.0000,-4126.5588,-6660.5428,-4264.3504,6368.5192,4423.9609,-5761.7713,6573.5164,752.8419,-4080.6294,4152.5850,4580.2658,6817.3279,2201.1461,-5033.9357,-5441.6797,-4645.2041,-2184.9936,5029.9890,6822.6599,6314.7852,4540.2939,-5621.9340,960.1809,-4314.9497,-5356.1620,-1455.1955,-2891.3652,-3696.5571,-5288.2446,-5577.9180,-3081.1543,-741.5976,278.5604,5567.2356,3426.5810,-1211.7433,-5062.9528,-722.7668,5534.9927,112.7476,5324.8250,2144.3609,5761.7478,-306.6525,2134.9019,-304.2477,5996.8613,-1632.4868,-1339.4041,681.0109,4014.3983,6830.5824,-6373.2291,-6329.6794,6877.5925,-2710.0204,4845.9167,-2695.3716,-5119.9269,-3016.6569,42520.7345,37056.1001,47935.9208,42550.4998,35197.3710,39121.8309,44910.3404,42233.0681,-7644934.8000,-7632214.9149,-7645971.9956,-7646619.7663,43182.2911,-7640001.8731,-1992.6936,6603.7680,2791.4177,6238.9456,6106.0479,-1078.7595,4016.0858,1747.1148,-4350.0707,2077.1353,-6675.4969,-1375.2353,1817.2624,2745.8635,-1713.3158,2203.1517,-1960.3399,-3300.4312,1440.5934,-1352.1035,3002.3164,642.8911,902.4779,367.4652,4287.9788,1201.6326,-4489.0873,-1772.9556,-5924.5964,4320.9760,-2857.1782,-3890.7618,-238.8667,1088.2516,-4689.3848,1590.3629,5302.9835,-3909.1821,545.5431,0.0000,-2425.4533,-1795.5433,1698.4412,-1300.4851,3027.0290,1835.5832,-1828.6587,-5431.6922,-2819.5627,598.2443,-4156.3142,1030.5935,-6373.0697,-406.0365,2858.8920,4449.3889,-5203.0179,-4010.5626,-1485.8184,-1777.7873,-1144.7417,-554.0499,6825.6946,-1028.6129,892.9439,6457.8257,3011.2803,-151.6130,-957.8290,-3257.3595,-5600.6136,-6717.5247,6028.8491,-178.0972,3933.9956,-6638.1493,-3899.9430,5804.9430,-303.3792,6732.9511,-505.4798,2296.8068,-1556.6226,-4881.4244,5763.3852,6061.5213,-71.1090,3821.1866,4793.3404,-1548.8438,-2326.5490,259.6802,475.4693,-1887.6071,-42.6706,3131.7242,1235.9991,-3186.9979,767.1710,3683.5275,-339582.5654,-371857.0120,-350179.8617,-349033.3315,-354050.6602,-354324.7547,-356766.0582,-353472.3790,-93450023.4125,-93502757.9399,-93464451.8349,-93475524.2135,-353165.1599,-93469291.7999,3881.9621,131.3805,1623.6408,-2416.0081,-2114.0131,1041.8522,-5503.4383,5506.9574,-4632.2687,-3537.0748,-1018.0420,2955.4255,-1996.8721,1232.9324,1739.7751,5465.5671,3359.2759,-3716.5610,-5483.5425,-5353.1668,-3821.0857,4411.8497,5027.3521,-4863.0843,5009.8894,5192.9182,3735.4711,-5519.8723,-3532.8390,2338.7796,-4504.9720,5237.6754,-2043.2381,-3935.9544,2456.4673,-2301.7849,-3581.6693,398.9302,-4678.5349,0.0000,-4970.5015,183.0031,4765.1726,1544.3812,4323.5485,3416.2040,-1184.8973,4203.1580,-4580.4301,-5110.4165,3081.5086,290.1933,-1104.4062,4706.1837,3039.0824,2429.5628,3962.7237,2449.6111,-58.8010,-1956.4778,-5051.0543,-3768.2171,-162.2173,5239.6338,-4106.2230,-1426.8664,-5478.0847,-5840.8021,4394.9804,-2526.6043,-2411.2080,-948.1994,3348.9849,-3909.0173,4517.8757,-1116.3556,-2598.7951,-3418.8372,3953.4759,-1496.3225,4374.2352,6155.9093,-3194.0341,4691.5076,-2955.6514,3111.4088,-3426.0822,-5142.7857,-4634.3348,-6726.4584,-5075.7521,1044.1547,2784.3541,1675.0984,-41.4569,-5532.1768,4702.4673,5345.0039,-4532.0851,4989.1386,-101486.6761,-108015.6491,-102233.0174,-105337.8852,-99400.8878,-104838.0121,-113499.6067,-103194.8839,-27969593.3713,-27948921.5067,-27947154.2269,-27958698.1026,-104727.0256,-27964926.8895,
300.000,3724.4949,2626.2816,5923.2023,1200.0629,-1162.9607,-6838.2153,1191.8391,4526.9864,417.0462,4627.4176,-2092.2626,4560.7777,-5074.9844,-5542.0421,5252.1017,4738.5174,-6452.5548,2800.9785,4294.0924,-4159.2919,-5179.8192,-5590.0067,5446.8528,-3683.5478,3290.2979,5366.5185,2509.7243,-4642.4424,-2126.5874,4775.9520,3399.8131,-2908.0312,-5841.9942,-4138.5527,-4243.4741,5897.4888,3414.6871,-6098.8015,-4794.1341,0.0000,-4176.0551,-6762.5895,-4115.3952,6173.6817,5856.4114,-6215.7063,6212.7959,-985.1124,-5584.6384,3686.5323,3993.4763,6732.0862,1027.9249,-4964.2011,-5191.7658,-3061.4725,-3608.9944,4455.9960,6226.6749,6132.7092,3119.1059,-4936.7355,2093.9265,-5204.8525,-4241.5978,58.5476,-1425.7507,-5283.9504,-6427.8419,-4359.0444,-4122.6781,-2234.7416,2025.7039,4655.5433,5095.7247,-2690.8037,-5413.4794,630.5655,6057.6819,1342.4591,5816.6299,2361.8548,5590.8620,-2027.0323,3807.6900,1154.9683,6491.8264,160.2826,804.3589,2547.3289,3549.2475,6266.6595,-6491.6021,-6776.9283,6533.9309,-1006.1190,5893.0712,-4428.4152,-5509.0601,-1977.5990,49529.8532,44807.7038,55421.9510,50160.7506,42569.4352,46710.4049,52269.0238,49347.9078,-5597572.5295,-5584017.5065,-5598784.8803,-5598996.4167,50586.4309,-5592548.4139,-3020.2411,6116.2670,1340.4546,6523.8581,6743.0998,-457.8310,4292.9948,-270.3483,-5116.5263,876.0755,-5963.0137,-2862.9390,2820.8629,4108.1462,-2736.5420,445.1851,-783.0031,-3871.5380,-696.3971,830.6750,4105.3673,2355.4257,-832.8267,2096.6746,2569.8226,-534.6639,-5893.7157,172.9833,-6295.2234,2695.9936,-4647.8971,-3020.4970,1381.6366,2373.5946,-3433.7146,-173.2965,3660.3202,-2422.9110,2638.1194,0.0000,-308.4584,-275.7520,3643.5267,-2543.2336,2076.4183,2745.7660,-2989.8215,-4507.4754,-1765.0156,-1573.5506,-5457.9434,-197.9988,-6714.2629,1740.8584,4266.2908,4754.0937,-3692.3306,-5201.9018,-2572.5835,-3034.2663,-2738.3956,1400.5677,6275.5463,788.8975,2698.4373,6768.8901,4546.0635,-890.4961,-303.1137,-3049.8125,-4099.2929,-6417.9948,6258.9231,-2059.7780,3344.2131,-6271.1623,-2092.0541,6494.6171,-1863.4197,5993.6686,-2162.2419,116.9713,-3308.8346,-3662.4869,5424.4570,5064.4912,-1478.0453,4921.6819,5107.5042,-2579.5265,-4225.8715,-981.8271,2122.6222,-720.3735,-1537.5814,4444.3816,-274.2780,-1969.5068,2507.2709,5297.8082,-338480.7028,-370964.5585,-349285.4037,-348221.1077,-353082.0868,-353217.3630,-355767.4966,-352146.3813,-93591890.0978,-93644714.7238,-93606871.1312,-93618088.8657,-352151.4365,-93611192.2006,4945.2833,-1974.4126,3250.6353,-959.8895,-340.2445,-1086.4214,-5242.4338,5190.8192,-4473.7544,-5112.8187,-2461.8359,3958.1050,-3559.2443,-308.0626,3347.3973,4963.2064,1751.2078,-4817.3636,-5312.8005,-5235.9969,-1913.5276,3106.1095,4041.2672,-5441.3924,5495.7588,4310.3692,2603.7446,-5110.6581,-1962.9940,3833.8672,-3816.1196,5072.5886,-3308.6396,-4980.5483,4268.9272,-3508.5690,-4753.4421,1905.4062,-4232.5936,0.0000,-5484.6463,-1353.8675,3686.4378,-288.4966,2974.7660,1447.4990,624.7769,5141.0851,-3356.4622,-5258.5340,1431.4264,-1513.2473,720.8980,4470.6277,1378.3767,3908.2605,4569.1126,707.5621,-1840.4421,-167.3642,-5496.2819,-4447.9765,-1947.2562,4409.1497,-4591.0790,120.6258,-4973.2054,-4368.0550,2611.4180,-4450.4362,-3589.9496,608.2689,2094.9310,-4516.1121,3241.6488,435.2933,-3731.5715,-1820.6879,2494.9077,-3142.2295,3043.8373,6492.8836,-1898.2909,5328.9058,-1603.9573,4416.3511,-1833.2242,-4411.5710,-4417.2655,-5912.6144,-4102.1667,2747.9216,1405.8183,-134.3943,1491.1165,-5194.8739,3514.2790,4745.2389,-3270.1987,3950.8891,-101550.1352,-108110.3895,-102320.0214,-105546.8003,-99470.0405,-104617.7172,-113605.6410,-103456.8842,-27968393.8592,-27948134.8505,-27946018.6647,-27957969.4554,-104796.4460,-27963970.3242,
600.000,1754.0325,2876.3530,5185.3214,2683.3455,72.0906,-6206.4888,3207.6390,4894.6841,-1636.4658,3213.0510,-3375.1802,2804.8356,-3369.0951,-4325.3346,3601.3452,5497.1858,-6718.0404,684.4667,4337.4676,-4069.6773,-4962.4510,-5472.5081,5826.5743,-2165.6934,4269.1094,5845.3406,1100.4073,-5117.2589,-3360.9423,4520.5046,2113.4785,-4644.1264,-4573.0406,-2326.0211,-3623.2447,4959.8557,3954.2376,-5998.3449,-4094.8777,0.0000,-3870.4228,-6203.2453,-3541.7020,5294.3952,6700.1581,-6046.1578,5232.8578,-2666.9177,-6495.7904,2863.4958,3023.1689,5975.2810,-259.8168,-4451.3249,-4423.7727,-1148.0241,-4717.4409,3438.8316,5025.3330,5320.8229,1425.7239,-3777.5116,3039.4340,-5603.6378,-2725.7929,1567.4360,136.1306,-6274.4119,-6916.3402,-2695.8416,-4781.8769,-3505.9901,3557.9018,3300.2809,6249.0050,-3901.6033,-5264.9400,1896.7730,5965.1819,2472.8688,5752.0580,2422.6380,4850.2066,-3578.4295,5081.6590,2540.0528,6346.2966,1896.7846,2854.5131,4181.6729,2771.7694,5083.8489,-5998.7377,-6518.5825,5540.5555,756.7254,6361.0089,-5717.0875,-5369.4839,-784.7067,56511.4841,52538.4335,62882.7424,57759.2174,49920.0045,54295.3952,59604.8216,56514.6405,-3547660.2199,-3533262.9896,-3549022.9777,-3548778.2976,57966.9950,-3542543.3845,-3799.6917,4997.5187,-275.4012,6109.5906,6688.5083,224.0784,4195.5695,-2233.7839,-5399.8634,-469.6290,-4634.3885,-4078.1300,3571.6901,5069.5475,-3512.4700,-1318.3511,458.3526,-4091.1927,-2747.2860,2913.1707,4759.9708,3797.5627,-2447.6040,3659.6732,624.5628,-2181.5578,-6723.9219,2070.5081,-6054.3173,752.3752,-5989.6966,-1860.5785,2893.3676,3474.1108,-1794.5201,-1946.6560,1654.3315,-676.5496,4470.1849,0.0000,1847.2872,1283.7950,5161.3434,-3507.6636,950.7841,3359.5767,-3860.9109,-3175.1635,-560.3813,-3582.1326,-6208.1415,-1423.7206,-6362.6842,3713.4821,5227.6573,4617.6206,-1838.8956,-5863.3926,-3431.0111,-3977.0530,-4104.3807,3237.5511,5093.0028,2492.0834,4259.3794,6373.1441,5655.5092,-1590.4705,348.0232,-2456.0819,-2180.5474,-5462.8850,5887.0315,-3760.1603,2456.4306,-5268.0012,-63.2318,6501.6818,-3205.2814,4659.9586,-3577.8336,-2069.2532,-4702.9927,-2099.8212,4543.8987,3565.0261,-2718.2842,5499.7447,4939.5371,-3260.8088,-5692.7388,-2156.3160,3556.0729,523.3603,-2894.1655,5357.2329,-1721.4259,-595.2847,3969.3433,6390.1318,-337236.6540,-369909.6302,-348236.3133,-347269.1962,-351959.6914,-351939.5979,-354615.7038,-350676.6206,-93688917.7087,-93741809.9415,-93704459.1683,-93715786.8789,-350982.5418,-93708250.0124,5470.4677,-3869.7922,4523.1931,609.8189,1471.2436,-3098.6973,-4409.0839,4311.1103,-3811.2949,-6147.1737,-3624.4905,4489.2153,-4720.4082,-1815.6901,4576.3434,3917.9488,-61.4042,-5370.0751,-4558.7760,-4511.3301,203.5058,1450.7005,2604.2873,-5430.2567,5387.4767,2961.5252,1191.1866,-4149.7628,-182.6349,4873.6277,-2714.9818,4277.9651,-4208.0554,-5485.1695,5624.6421,-4328.9187,-5411.0856,3198.9116,-3331.4661,0.0000,-5405.4851,-2743.8563,2156.4695,-2086.9444,1301.6490,-675.2443,2367.2188,5524.3848,-1743.9256,-4762.8640,-373.2976,-3152.5774,2465.4729,3751.4709,-434.6905,4958.4324,4679.3786,-1111.8433,-3429.2705,1640.3501,-5343.6292,-4622.4716,-3520.5407,3094.0547,-4558.3849,1654.2284,-3926.8699,-2424.7320,549.8098,-5899.5310,-4367.8678,2096.3922,613.8066,-4613.4303,1614.2754,1938.3506,-4459.6901,-13.7511,754.9099,-4447.1347,1384.8431,6131.5936,-384.2739,5357.9123,-71.8444,5225.5289,-41.8152,-3139.4182,-3700.4586,-4469.1891,-2679.3902,4155.0851,-120.7228,-1928.7767,2860.0497,-4297.7426,1939.4473,3604.9216,-1650.4638,2484.0205,-101614.0321,-108204.8714,-102411.6659,-105750.5255,-99541.7183,-104398.6100,-113707.3017,-103815.5165,-27967192.3741,-27947349.3301,-27944892.4755,-27957257.3482,-104865.7919,-27963013.7861,
