sl_100_86400_20310909 Coordinates.csv
2031/09/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:18 2024,
Start: 2031/09/09 07:47:00.00, Stop: 2031/09/10 07:47:00.00,
TIME_UNITS,STARLINK-3183 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-30141 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2582.8203,-5982.4897,-3688.8571,-4653.3161,5586.0876,1881.0371,3323.3133,-2323.4418,5059.9060,6345.5688,-3027.2146,886.3863,6793.2480,-5708.4269,-3896.5044,-4560.4644,198.1847,2959.4027,-6369.4247,-2809.8566,-299.0732,2966.2633,4706.6501,2765.7125,-3121.1391,0.0000,3740.5566,-963.3097,-6248.8897,-1918.0929,-3917.6201,-4393.0596,6534.5644,-4751.8601,-5702.3616,3869.2146,1068.2839,204.7836,-1138.9670,-6764.4334,-6214.0093,-4544.4130,1290.8239,-190.3504,-6034.6374,-4995.0492,1587.9196,4436.1636,5128.7178,-2142.8408,-4310.4507,0.0000,3542.2439,-3560.0348,-5763.4842,-4123.8465,3692.7083,5232.9350,4683.8571,4695.1565,752.4252,-3091.2460,3598.4796,-3155.8089,-2087.7514,4599.8236,327.5067,5098.2358,-4962.0358,-3952.8141,1358.2946,3942.0842,6003.3604,3287.7445,-686.9414,-6850.4820,-3735.1242,-4934.4580,-2694.0977,5025.6402,-1366.7004,-483.5190,-5880.1142,4468.0363,-1670.6669,424.0507,-398.9800,-4127.3437,-6613.9328,6650.8361,-6867.8149,5204.8194,3436.3545,2888.8920,-311.4540,6090.3768,4573.5179,2526.1277,4339.0980,6491.7928,-355568.7147,-333547.7192,-355274.5259,-351287.6644,-342135.6044,-345943.2170,-349292.4537,-349933.2777,121851635.8668,121877305.0605,121878491.1083,121861707.3744,-349679.0823,121867385.4292,5044.0707,2204.9965,1912.5789,-655.4303,-3804.2441,-6641.6396,-5834.8205,4270.5084,227.1425,-1795.7630,-732.5640,5336.9216,921.4722,1410.0406,241.2184,-4987.8848,-6259.2371,-4402.4025,1941.7425,-3948.6368,-5054.3392,4078.2308,-4979.7058,5721.1135,5712.5009,0.0000,5719.3244,6676.3188,2257.1742,-4298.8404,-1627.9417,-4596.1151,-920.4537,4981.0304,-1368.2834,-1800.5753,5965.5613,4305.6132,6551.0428,-1305.6229,2260.8873,556.7196,-4231.2751,-5039.0545,1464.6130,-4525.5556,-6411.2849,3712.4265,-1271.2251,6450.9138,-2339.4342,0.0000,-1519.4472,3982.4290,-3125.3125,4545.2650,4461.1741,2795.8022,-3893.0496,4732.7467,5502.7957,-4290.3505,2109.2147,-5757.1789,-4170.7309,5035.5164,2589.1883,-1003.5247,-2991.1988,-4340.5813,-5626.5179,-1051.0945,2868.8178,5897.1687,-5180.8505,-650.8815,3835.1684,-4157.8762,-4825.7236,-7.5079,6825.8553,-4270.8841,813.0277,-2465.8432,-6658.4064,4168.5951,5820.2856,-3880.6502,-1922.8439,1217.7546,-382.7953,3120.0308,-5101.3414,5951.8131,5042.0923,5.3594,-4548.2854,-5213.8889,-5403.4464,-2185.2661,-148080.1374,-129266.2864,-138862.6468,-143013.4557,-142882.3033,-140545.3478,-135482.3860,-138375.9633,94861761.4809,94885301.2587,94874334.9562,94873974.9616,-139628.5942,94873760.7225,3861.8981,-2774.4879,5374.4083,-5070.0610,-780.4913,-328.1840,521.5525,-4690.0035,-4700.8429,1650.8154,6174.7962,-4174.7967,556.4456,-3164.4204,-5768.8067,1684.9426,-2912.8599,-4473.8150,1375.8522,-4940.3709,4171.6499,-4695.4564,1115.2691,2572.9576,2428.0551,0.0000,432.8362,-1174.0570,-1868.8022,5031.8423,5420.1117,-2644.8421,2045.8247,-222.4785,3703.0991,-5450.4275,-2861.9800,-5392.6631,628.0610,-513.3705,638.4872,-5174.2598,-5293.7511,4400.9157,-3063.1117,121.0907,-2089.6119,3703.7771,-4451.8338,549.4034,-4792.5754,0.0000,-5774.2454,-4292.7263,2072.5532,-3014.7476,3779.2101,3492.0183,3281.6499,-1875.8703,4136.1805,4458.4198,5460.1971,1860.1172,-4883.4362,-1335.0511,-6446.5091,-4596.3860,3640.7683,3407.9360,3808.7490,5431.8251,1794.0104,1302.9845,4495.6206,-396.5509,-4247.2431,-2336.6005,4075.0455,4622.5068,-8.7204,5376.7072,-3549.8944,4371.8917,-819.5577,-5484.4633,-3709.9471,-3911.7223,-345.9538,-1091.0620,-468.5220,-3342.7940,-3148.2940,-1994.9598,4704.5745,3239.8370,2426.6711,3799.2297,471.4156,-1101.1546,144196.5593,136623.7409,143724.4097,140342.5063,146451.1498,141735.9244,132557.5824,142599.8544,-68327788.3518,-68366142.7671,-68312973.6584,-68338428.6059,141309.1638,-68332823.2362,
3600.000,-1652.0958,2540.1852,2136.9231,6307.3110,-2991.4474,89.2936,6.9858,-2845.8431,-4616.8174,-5031.4490,6251.1458,-4652.6510,-5706.9777,1152.1893,211.7929,4245.2527,2411.5830,999.1063,3205.2637,4535.9912,5310.4230,-4416.4362,-2597.3781,-4345.2808,803.5629,0.0000,-4426.9697,-1632.0514,3164.3951,4620.5704,4550.1777,4226.5586,-4001.3198,2260.1487,6830.4858,-2920.4396,-3593.3015,-3894.1816,-2164.7357,6071.6845,3291.1478,5333.9095,3184.7735,4293.1196,5670.0814,4818.2335,661.8258,-4095.9854,-2749.8808,-1090.9964,3870.5791,0.0000,-5455.4663,1133.8670,4512.5200,2087.0282,-4128.9316,-4876.3015,-3319.2057,-5139.1814,-3835.9790,5442.4687,-5136.5145,5101.4495,4841.1328,-5220.6767,-4424.9772,-6698.5333,6618.3188,5036.0612,2509.1986,-2740.5162,-4673.0069,-3945.8275,4262.1039,5620.6991,2656.9762,5083.2000,5108.6471,-4839.0979,-951.9350,4217.0383,5917.0116,-3886.7663,3613.7679,-4597.0511,-2391.5761,4105.7753,5726.2304,-5887.9892,5104.5698,-6838.3031,-2209.7112,-4445.6397,-3695.3181,-3213.9650,-3381.7156,-258.3892,-2031.2188,-5079.9374,-306388.9978,-290486.3333,-309058.8945,-305396.1966,-295591.2503,-304876.6019,-302753.6971,-303450.6397,93134358.1108,93155178.8826,93161279.4067,93146209.7056,-303655.7899,93148986.7996,-3787.0004,-2056.8031,-5870.1158,-2144.0408,5235.0668,5762.3059,5766.5778,-3688.2386,3821.4273,3370.4596,-883.9473,-2649.6080,930.2652,-3859.5778,-2982.1340,4516.0482,3518.1977,5404.1793,-4131.2378,-104.4620,2104.1979,194.5042,3593.6345,-4920.3157,-3425.6026,0.0000,-3475.2947,-6065.3945,-3416.3706,705.1682,-2745.5929,828.5408,3395.5796,-4934.5738,-1127.1987,5468.5548,-1776.6364,-4986.9588,-5241.3222,-1159.2223,-4523.4578,-3861.7412,3871.9001,1455.7120,-3938.3281,1307.4062,6701.6766,582.3119,4777.0780,-5447.0290,-2349.4604,0.0000,3853.4889,-6619.5107,-191.4615,-6454.6153,-417.4092,1377.9829,6072.7080,-1381.5266,-5637.3223,864.6618,2013.7188,3992.3031,-270.0709,-3552.4409,-603.5089,1804.4178,1574.0167,-218.9849,4480.5719,5357.3934,177.9271,-2827.0082,5030.5719,-1163.8384,-6290.8332,245.4774,4598.1263,4127.1340,-6042.4127,4721.3599,-3571.5280,5488.0177,4377.6470,-2959.6949,-6470.6412,-448.4537,-89.3439,717.9571,-1514.3559,-1086.8078,6433.9600,-2801.2766,-4805.2105,2695.4201,5659.2670,6899.1909,5925.7188,3989.0267,-234623.9067,-209500.2549,-220485.7294,-221240.5617,-225637.5047,-223897.0188,-218613.1902,-223860.6558,123213411.9197,123235465.9774,123232936.7301,123218657.0289,-222864.4125,123225413.6208,-5485.9476,6123.3972,-2696.7738,1821.8024,-3155.8577,-3815.1632,3471.6672,4876.9200,3423.7354,3083.0031,-2840.9920,4228.0983,3715.1816,5312.1560,6278.0288,3167.5379,5416.8787,4223.3599,-4355.1771,5208.1999,-3244.7185,5270.9746,-5350.3667,1982.5683,-6000.1785,0.0000,3888.7272,-2728.4681,5080.0295,-5079.5969,-4393.4847,5358.2657,-4501.7994,4229.1551,-508.5740,3059.1126,5357.3168,2740.1484,3520.6762,-3088.8642,3575.4146,2067.9251,4722.0453,-4938.0687,-499.7686,-4540.3399,-1621.8556,-5493.3212,4151.0075,-3963.6842,5133.6856,0.0000,1886.7050,1325.7643,-5192.0771,-853.6441,-5545.0379,-4672.2797,175.7075,4420.4935,-1247.7066,-4194.7133,-4115.5419,2143.7493,4683.6239,-2909.7746,5319.4946,-96.6815,775.8278,-4558.5218,-4662.8847,-3177.8194,-5068.4503,-4879.2944,-2040.6116,-3822.9413,-13.0572,4591.2108,57.5508,-2511.7016,3320.0782,-2731.9379,157.4492,138.4118,3936.4532,4194.3586,398.4311,5491.9653,-3848.6812,-3428.8700,4367.8995,-106.2572,-1193.0010,4475.4472,-3322.1328,-5487.5750,2008.5404,-644.2721,2999.8374,-2531.7253,144339.8362,136401.2832,142948.0766,140346.3706,146124.7929,143233.9614,132443.4715,139791.9148,-68350324.9884,-68390755.7819,-68339020.7560,-68356596.5668,141251.7848,-68358028.3126,
7200.000,5568.0179,2024.9600,-238.8127,-5399.0431,-1529.0667,-3016.9399,-4137.5284,6211.6051,3203.1247,626.0648,-6452.8092,6725.5473,2251.3684,3427.3903,2063.5069,-2782.6107,-5260.0558,-4135.9170,1379.3821,-5643.4650,-6212.0224,5295.9292,-1707.4755,4307.1060,3202.6909,0.0000,4014.0665,4174.0224,1173.8992,-6301.6358,-4305.7437,-3706.6585,393.3570,1974.0162,-5436.6605,1627.9505,5338.2662,5299.4638,5058.5641,-3223.8055,2185.9804,-4187.1957,-6017.9733,-6409.7146,-3039.5958,-2805.7059,-3046.2109,3461.6503,272.4691,4631.1185,-3116.0171,0.0000,4995.5602,1422.8257,-2443.9478,1143.0752,4413.5187,3680.1993,600.7906,4728.4712,5245.2301,-6444.6687,5246.1353,-5079.0601,-5761.1853,4349.8521,6856.5340,4805.2895,-4932.3363,-4726.4086,-5757.4792,1005.5370,2395.1630,4201.6961,-5826.2531,-2122.0376,-169.4851,-4178.1712,-5048.0239,2945.3314,3698.7324,-5570.1025,-3633.0865,670.6157,-5154.4171,6681.4686,4104.7019,-3850.4170,-2751.1485,2426.6314,-1451.5815,5828.7210,-322.9377,5392.1352,5981.2236,-86.8398,139.8800,-1965.6102,-1527.9046,1618.6337,-236548.5945,-228567.3146,-243103.0687,-237594.5122,-229937.6564,-242586.4309,-236927.1909,-238516.3343,58046790.7916,58064388.5305,58070600.4973,58065003.8843,-238222.0373,58060489.7305,2288.7882,2994.5082,6465.2999,3464.1992,-4748.3845,-2849.7214,-2933.1255,2473.4397,-6118.9326,-4043.5194,1090.8964,-266.2087,-3455.7766,5227.9314,5799.3552,-1252.5736,-194.2879,-5380.5143,5378.4673,3312.8587,1592.6416,-3709.6513,-2006.2272,1322.5841,1032.7552,0.0000,-1019.9851,2779.3515,4576.4933,2135.3046,5361.5140,3639.8320,-5549.4948,3710.3446,3096.7329,-6612.6982,-2816.6549,4090.4337,787.3843,3888.5118,4680.6234,4964.4738,-3183.5438,1744.4530,4966.4336,3596.9170,-4470.1655,-4769.2279,-6794.9813,2425.2476,5811.7862,0.0000,-3687.7247,6181.9892,4275.6998,5358.4348,-3671.5771,-5130.5157,-5920.0214,-2749.4130,3831.8223,2150.8595,-4451.2179,52.2363,3480.8166,94.4500,79.3905,-1681.7129,921.5651,4408.1126,-2775.8799,-6542.1881,-4081.2752,-1755.8861,-3256.5168,3538.6717,5347.3013,4037.0916,-2083.6061,-5994.8960,3505.0665,-3673.4167,4852.7951,-4913.7690,-503.9525,1698.7681,4577.1755,4571.3943,3078.7882,-3304.2861,3989.0523,-1370.6044,-4999.0012,-1309.0936,3454.4489,-5474.6789,-4576.1699,-5975.5087,-4870.1311,-4904.8906,-305409.1623,-276490.5221,-288251.3550,-287623.1287,-294039.7572,-292708.7447,-287337.9944,-291048.7651,143162394.2115,143181417.3475,143188317.2901,143170264.3115,-291943.4219,143173894.0326,3286.8336,-5938.4937,-2103.0765,2554.3481,4614.2902,5514.1062,-4437.8613,-947.9575,24.9741,-5437.1399,-2270.3748,-1165.8703,-5510.3297,-2345.5353,-3254.0387,-6265.7313,-4472.7174,-1444.1285,3917.4520,-2243.4419,-1418.3947,-2379.5684,6417.0333,-5176.6783,6074.8717,0.0000,-5459.4915,4650.3805,-5033.9052,1813.6644,456.6495,-4521.1019,4091.0748,-5462.1300,-3006.9738,1213.2341,-2912.9019,1657.3807,-4295.8927,4702.6394,-4183.4551,2332.6086,-1092.5528,858.7523,3733.7255,4958.3230,4315.8315,3527.1851,-1209.0947,4368.8927,-1870.9648,0.0000,3089.0438,2566.3271,4790.6713,4077.1809,3855.9458,2746.5598,-3542.3674,-4250.7565,-2420.1799,1317.1252,-20.6174,-4565.5786,-504.9190,5408.8935,-1137.0576,4700.0993,-4666.3307,2082.2529,2677.6734,-1574.0087,5001.0775,5144.2108,-1755.7863,5510.2542,4234.4816,-3654.2645,-4177.6225,-1461.9359,-4747.5827,-1734.9023,3315.7099,-4549.0618,-4584.0374,-207.2486,3147.1409,-3414.4355,5513.0186,5474.6175,-5437.4865,3471.7612,4744.8482,-4120.8431,-189.5693,4197.0783,-5161.3348,-2920.0781,-4715.9680,4621.0370,144368.5495,136209.8470,141705.7310,142883.1794,145458.8519,139661.2539,132911.2395,142723.9189,-68373352.6865,-68414928.6494,-68365838.6668,-68375984.6955,141182.9955,-68383225.5665,
