sl_100_86400_20310614 Coordinates.csv
2031/06/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:03 2024,
Start: 2031/06/14 07:47:00.00, Stop: 2031/06/15 07:47:00.00,
TIME_UNITS,STARLINK-4647 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-1106 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-11189 [DTC] - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-3069 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-1106 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-11189 [DTC] - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-1106 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-11189 [DTC] - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,844.8088,6810.0269,4845.2612,-3201.5237,6863.2348,3151.1054,4279.6975,3564.3327,1766.4864,3891.5840,6318.5988,2952.3032,6025.6084,5288.8841,3401.2778,4082.9347,-5022.9437,-1011.0765,-3642.2233,-3520.2352,-345.5609,3304.0399,-6017.5776,-5040.8448,3757.7534,3210.5221,3722.0648,2379.1778,-439.6152,2684.6027,5092.1714,-2636.4601,-6616.8075,3180.9587,-1439.3455,-4122.5691,6750.5260,873.6059,5979.7854,1565.6255,-1940.0783,-2226.6590,-4290.8211,6312.6039,0.0000,2140.8730,1613.1501,6631.0694,3957.2628,3175.1453,-4661.4747,-6513.7863,3701.5437,1150.3546,-37.2617,2417.3793,-3446.8589,-5079.7399,-5595.1516,-2412.1055,5990.3241,-3584.1099,5207.8080,6452.8229,-3716.3098,3046.3856,-6693.1276,-2777.1711,1844.7775,4051.0833,-6564.2539,5158.6268,-1714.7403,3019.7232,-4472.5255,-4528.6971,1608.7590,-4290.2274,-276.1630,2221.6106,-4725.9356,1635.4432,5021.7379,6679.1454,-218.2445,-4921.3117,5946.2936,-6338.6791,-6761.8137,0.0000,3196.3082,645.7007,-3371.9689,899.6393,0.0000,-4171.8379,3607.2361,-6260.4862,561.4136,1824.5189,-398084.7573,-368418.1098,-383115.0418,-386661.3029,-385472.6700,-383502.3169,-378798.1291,-382762.6152,90440346.6511,90475449.3038,90448151.2191,90441541.8204,-382861.1543,90430507.0815,-5261.2677,985.3801,-2942.9904,4498.7851,-966.6184,6114.1582,272.8956,-4797.2125,4198.2007,1521.9765,661.1964,5708.4482,-463.9496,4072.0248,-5856.4266,716.5846,-2424.1017,5575.6320,-3089.9533,5155.7641,-5662.3160,-5932.8528,-3435.6630,4166.3496,4746.7078,3794.1470,-5231.4443,-3320.6859,-6037.9747,-4938.4188,2235.7142,-4564.7122,-208.1036,973.9005,3835.3790,-2428.4094,303.6021,6593.0883,1734.6936,3886.4724,4716.5078,5064.9618,3535.1125,1974.7700,0.0000,5995.3578,3141.3908,90.8577,5480.6018,-4297.0549,4496.7060,563.4604,-2315.1240,-6653.8389,-6146.7189,5965.3652,-2396.2230,190.8430,-2218.1623,-6221.9738,-3064.0392,2112.3302,3608.9525,-1495.9147,2314.2636,-3968.9042,1497.3436,6168.8302,6310.5771,1232.9033,1419.5807,1973.0355,5773.0607,6161.0161,4038.6719,-3550.4714,4078.8749,1265.5606,6367.3488,-5517.1050,1983.1609,6498.3426,277.2718,886.4826,-5161.9847,4533.7370,963.9971,-2396.7869,-486.9942,0.0000,4703.7664,-4979.4731,-6047.4383,-6471.0012,0.0000,250.8822,2270.0588,1137.7797,4070.9887,3796.6167,-8373.4461,-25200.4953,-6461.9060,-10836.6890,-19760.6527,-16098.5742,-12080.2139,-11076.9104,-20228215.1450,-20254545.9548,-20259139.9844,-20248776.1828,-12079.3403,-20241305.3447,4405.2953,-483.7230,-3981.4653,4092.8515,-96.5028,-422.3959,5174.5716,3344.0818,5133.7634,-5460.8639,-2383.7174,-2134.1632,-3347.6397,-1808.3848,-55.8077,5494.7501,-3997.1653,-3624.9198,4979.9009,-2938.7749,3993.0207,-579.6497,-353.1831,2234.2168,-3308.0551,4499.7287,2031.2879,5383.6825,-3300.0220,3972.8654,-3865.2771,4035.5196,-2059.7418,6119.8816,-5436.2634,-4921.4434,-1379.2459,1865.0509,-3031.9520,5429.2140,-4694.6037,-4021.5817,-4112.7545,-1542.7078,0.0000,-2474.7173,-6005.5679,-541.8450,1449.1502,-4425.0484,-2174.8793,-1920.7857,5302.6016,1198.0819,2942.7290,2330.7821,-5346.2673,-4718.7779,3213.9883,-2063.7545,1671.0481,-5534.9616,2805.5515,-1856.3483,5289.2808,4757.3161,-422.9082,1508.9048,938.8056,-5399.1552,-1532.4114,-3947.1875,3145.6372,-177.2194,-3375.5168,-3696.8370,5364.9481,5259.2580,2118.3797,-3453.4805,4638.8730,1787.9605,-4629.5614,1597.0349,4594.1141,1627.4183,-3130.9513,-1398.1222,-1216.9582,0.0000,-3905.0015,4662.0251,-186.5976,2243.3864,0.0000,5478.3778,4983.7101,2680.0019,-5470.1439,5532.5461,76706.2970,70197.6485,75940.9558,72698.0426,78717.9416,73591.0769,64702.1759,72006.1175,-23189948.1727,-23205114.1848,-23194794.0233,-23204472.1437,73469.3062,-23202163.3319,
3600.000,2871.6738,-5729.1482,-1291.2779,-1186.6294,-5284.3147,-4020.7541,-2614.6165,-1437.7073,-4808.0534,-4780.7655,-3440.8412,-4682.3963,-6435.5882,-6324.9880,-24.9873,-5068.1016,6805.2918,-1350.6811,6481.0120,5305.1304,676.7079,-412.1442,2835.7252,1607.3558,-4093.0125,-6208.1705,-1602.8024,1994.1268,2306.8413,-1294.4589,-6714.5773,4312.9127,4614.1980,-1384.9086,-2798.7669,4049.3592,-4534.5727,-2658.9288,-4701.7371,-5462.0418,-1560.4181,-2135.2872,448.5050,-5973.4666,0.0000,-3840.8832,-4386.6337,-3805.8467,-4913.7496,-763.2368,838.4792,5658.5208,-94.8503,691.5508,3555.5712,-4666.3686,6313.9416,4367.6917,4552.4641,4077.2980,-4610.6364,-669.1184,-5113.8479,-3434.4938,5186.5242,-5991.3212,4473.5867,-341.9908,-4325.9371,-4248.7577,5540.3323,-3311.7594,-198.6867,-3941.4688,3674.2163,6398.2994,-5132.7501,1536.3027,-2698.0474,1599.6343,3407.1174,-1695.9699,-4310.4796,-5055.3105,3835.2129,3389.5774,-6485.6339,6519.0640,4641.2889,0.0000,-5396.3160,3467.3281,4729.3212,2252.1017,0.0000,3283.6536,-4086.2676,6104.3867,-4845.0692,-2669.8955,-384087.5868,-350427.8150,-366157.2887,-366526.8988,-369691.2362,-368627.0637,-363393.4780,-367527.2580,92622657.7636,92659070.6240,92634868.7139,92623168.0263,-367560.1502,92611883.9815,3122.0257,856.0641,5018.6573,-3997.8965,3009.4414,-4101.7160,4664.6658,6692.3524,-707.3137,2816.3532,2389.6165,-1738.2127,2308.4604,-2008.5445,5630.3893,3225.9039,802.5337,-6457.9462,1729.5487,-3568.3568,6863.5214,5002.4325,3730.4690,-4235.2103,-765.5019,-2550.6896,5835.1087,5398.8645,6404.0929,6767.0634,-269.8347,-811.4333,-2564.2401,3201.0610,-5308.6689,-2257.2856,1815.7420,-3851.3387,1892.5728,-2943.0512,-6111.0736,-3586.5529,-5229.0563,158.1527,0.0000,-5187.2461,-4806.4031,2510.8132,-2353.6636,6629.6837,-4281.6450,-3129.2591,5104.5628,5986.3319,3502.2364,-4751.3291,-634.9023,-4084.9112,-2098.5285,3479.4213,4778.1492,1332.5692,104.5115,3063.6992,-4444.5466,3435.9734,-3579.6577,-5457.0116,-2600.9746,3324.4507,-2876.7592,2530.1843,-6607.5975,-3906.1309,-5769.2937,2276.7722,-3760.5374,-4712.8602,-5735.8962,3814.6084,-5435.4529,-3523.5394,4116.5556,1956.8826,5234.2382,-5298.2088,1100.5887,82.2056,-1661.3616,0.0000,-4282.1007,2768.7496,3857.0030,4680.8981,0.0000,-4461.4227,3625.9651,-2757.4125,-3561.7742,666.8711,-109051.7814,-117378.9694,-102041.2204,-105766.2186,-115883.5794,-107067.1347,-108262.7511,-108842.2122,3934030.6356,3919467.7422,3909304.5302,3920377.1554,-107721.3762,3920997.2347,-5471.8631,-3747.2248,4581.5722,-5474.5533,-3335.7797,-3810.5690,-4088.5342,318.7048,-4862.5083,4047.4421,5324.6188,4560.1856,-966.3599,-1946.4874,3754.6259,-3383.0312,-282.1133,-1303.0542,-1660.9457,-2585.0711,803.9661,4600.7134,5107.0296,-5226.9564,5487.4423,-11.5597,2951.3273,-3563.3221,-1078.4857,149.2686,-817.2578,-4993.8147,4481.2614,-6048.0142,3196.5832,5044.6381,4858.6884,-5087.5382,4704.6806,-2948.8277,2857.3951,5405.6169,4487.8939,-3230.7517,0.0000,-2232.5561,2462.0517,4836.1823,-4265.3869,1873.7914,5246.0106,-2150.8151,-4612.3538,3267.9292,-4650.0678,1589.1562,2416.0297,3496.0885,-4640.4405,4449.9683,1988.9095,6749.7350,-4687.6037,5101.6099,-744.3953,273.7827,3783.5997,-4270.7335,-4323.2037,4226.0972,-2916.3874,5345.3065,1578.4657,-4044.0791,-937.2166,-783.3101,-2771.6633,-4819.2293,2219.2446,5481.8195,-2599.7226,-5737.3266,3330.4794,-4317.5335,-2411.2864,2803.7947,-1674.4779,-2322.4664,4799.8567,0.0000,-270.5793,-5234.6416,-3284.2804,-4563.2273,0.0000,-4114.3377,-3646.7323,1687.7157,3244.8764,-6402.4057,77782.2344,71025.0875,76480.0941,73485.5649,79649.3165,76752.1727,65727.3853,76029.6436,-23199693.3878,-23216577.0968,-23207341.3466,-23217220.8957,74610.0974,-23211157.9703,
7200.000,-6077.3124,2391.4663,-2104.2461,5166.4574,1793.0213,4122.9275,620.4947,-1459.4167,6461.1988,4490.3233,-372.8126,5142.6765,3848.1527,5131.0202,-4137.7182,4536.8299,-5147.9669,3244.3677,-6341.6486,-2562.6362,-966.2697,-3738.9451,1007.7838,2799.1093,4245.8572,4953.0836,-2392.3115,-4338.2369,-3390.9915,-781.2989,4269.7623,-4359.0711,-1551.7840,880.9186,4771.3404,-3553.8703,889.3837,4691.8415,2697.9423,6523.1123,3904.0402,5910.0379,3003.3421,2559.2642,0.0000,4129.7298,4444.0760,-1312.4454,5011.4842,-1435.4587,3855.0141,-1866.4853,-2484.0632,-3204.4694,-6201.3567,5144.5400,-5828.6747,-2907.7057,-2505.0357,-5440.9514,1240.5978,5535.8519,4248.3767,-853.3135,-3774.1963,4547.8873,-396.5752,3973.8044,5039.8946,3613.0271,-1788.2168,1200.4519,2539.4012,4133.6868,-989.4656,-4969.8208,6243.8191,633.2369,4690.0258,-5429.7090,-1399.6421,2853.5001,2451.8689,2156.5865,-5652.8666,303.4212,3225.8039,-4364.9342,-1002.3475,0.0000,5115.0827,-6482.9196,-5061.8226,-5336.4438,0.0000,-2128.9469,2244.7585,-3050.6704,6331.9951,4275.5445,-344752.8488,-309881.4600,-325929.6820,-324509.5057,-330232.5451,-329839.7427,-324226.0394,-328825.3901,88458601.9674,88493135.4333,88472431.0541,88452918.6447,-328758.4933,88446964.9462,-1072.0531,-3363.0296,-6158.6835,3261.1488,-4738.3915,-131.3398,-6670.1867,-5534.4658,-1969.4407,-5201.9532,-5462.6071,-2991.0039,-3363.5325,-1243.8122,-3094.3681,-5094.3052,1286.4846,3016.5171,-68.3102,109.9001,-4536.0410,-2435.8361,-111.9423,3969.3490,-3547.0619,-460.7556,-3273.1911,-5042.1128,-3690.5309,-5407.7154,-2110.8022,4934.8955,5302.7290,-6404.5450,4609.6562,5626.5858,-4452.1432,-99.6950,-5345.6867,1440.5076,5677.2659,1893.9159,5883.3815,-3176.7182,0.0000,1326.8173,4767.4497,-4881.4753,-1840.1559,-6539.0572,3442.3173,4695.3813,-6362.5302,-2613.3612,-41.5571,1097.9314,2528.8433,6290.3172,5790.6170,170.7341,-5163.1820,-1585.2004,-4019.8598,-4722.8770,3769.0724,-507.1652,5120.6999,3547.2696,-2782.9994,-5828.7029,3853.4106,-6201.3406,3728.9209,-558.4069,5024.1234,414.2488,2618.9910,6753.6473,1518.1397,-1807.8349,6691.5098,-1034.0091,-6363.4892,-4914.9541,-3779.9910,4260.3480,-3057.2581,2796.3986,4376.5589,0.0000,1817.3968,-677.0221,36.9899,-1847.9772,0.0000,6560.7396,-5882.7331,3655.9084,2216.0348,-4129.7969,-203108.1973,-202066.0645,-191059.9238,-196575.1703,-204805.9640,-192270.2315,-197414.1456,-195115.2308,27841957.2811,27838858.3024,27824547.4873,27833387.8793,-196457.9165,27828446.9590,3118.4097,5515.3518,-2368.0775,3149.7129,4720.9475,5508.5144,-630.7059,-3774.1290,1243.3226,100.4092,-4010.6961,-3236.4654,4633.8836,4454.0874,-4384.0580,-977.1281,4333.9020,5048.3903,-2742.0843,6390.9049,-5174.8062,-5156.4690,-6869.6096,4908.6585,-4124.2280,-4509.9861,-5384.5876,-1237.2160,4720.8275,-4202.0390,4799.6640,883.7071,-4190.2112,2609.8242,1498.5398,-1670.7353,-5194.3318,5059.8620,-3478.9173,-1591.3209,712.5537,-2874.2290,-2040.5858,5418.7910,0.0000,5264.8549,2437.6480,-4331.8906,4386.1178,1791.4756,-4470.6895,4560.8058,780.4586,-5479.4077,2824.7443,-4390.6352,2397.2989,-166.5037,2600.3288,-4372.5238,-4466.4235,-3845.7029,3714.7350,-4932.5485,-4340.4073,-5188.1202,-4569.7587,4428.7262,3304.0341,-116.2023,5412.2640,-2483.8742,-5090.2781,5441.3430,4621.2356,4667.3867,-1512.3055,1314.4013,-4570.5300,-3814.3226,-1080.4632,6225.6809,408.2870,4368.5080,-1292.6528,-5410.1750,5119.4619,4571.2222,-5227.7203,0.0000,4242.4047,2122.0485,4717.8383,3973.4756,0.0000,60.5711,-1865.6101,-5010.5939,1317.7629,3613.9088,78809.5850,71874.5604,76511.5795,77188.4215,80235.2197,74541.4501,67343.6304,74566.0771,-23210198.2851,-23228029.2515,-23220024.9715,-23228350.6621,75744.3901,-23220169.8199,
