sl_100_86400_20310329 Coordinates.csv
2031/03/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:33 2024,
Start: 2031/03/29 07:47:00.00, Stop: 2031/03/30 07:47:00.00,
TIME_UNITS,STARLINK-5524 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-31643 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-1305 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5524 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-31643 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5524 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-31643 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2489.8050,3459.7058,-4763.5753,-4817.4179,-3283.6184,-4178.6437,-5034.7024,-2496.4588,2338.5104,-709.3674,2755.1597,-3324.2710,-4095.2332,-4131.3018,1064.5957,4101.7625,2293.5254,-2172.4161,-6387.1015,3933.0033,1230.1225,2901.4240,-2854.7325,-1986.3989,5062.4290,4572.2637,3907.5168,3943.8338,4096.8591,-153.1028,-5972.7729,-5651.9467,0.0000,-3620.0573,-1628.2640,4239.0901,6745.6725,6168.7677,-3873.7347,4488.3743,-696.9344,2375.1266,-1098.0853,0.0000,4792.2768,5317.3229,-1417.5204,-3399.0490,-143.4098,-2490.3748,2725.8219,2100.7425,-3263.8817,3807.3281,1544.9846,5534.1398,899.5395,4802.2093,-3966.9222,280.9528,3123.0076,-2473.8876,-5063.5151,5958.8262,5384.0641,-1803.9619,-2116.7153,5242.0317,4285.7548,1792.3543,-28.5622,802.6025,2285.4455,-6485.6811,1351.9130,-1182.3691,-1938.7132,-2329.1080,6362.6917,-4247.5385,-829.3969,4278.7430,-3097.1390,581.6558,-1811.6542,-2693.3263,826.3766,-1919.7832,4086.6612,489.7381,-2901.3972,-4544.4475,-2003.3713,49.1776,3442.9011,-1756.3459,-4865.3517,460.1999,2047.7152,2171.7320,268482.8601,260733.3067,275510.8303,270448.8579,262310.6542,266081.8016,271345.5045,271197.0348,-29372885.5024,-29393802.6458,-29403049.4641,-29383205.6658,270311.7782,-29389403.1257,-4023.6494,5941.1934,4979.4942,3766.3806,3776.1615,1339.2759,-1283.9521,-5236.0308,3531.3197,-4194.7172,5497.2659,-6000.3123,2780.4151,4538.9737,6568.4421,-3288.8046,5996.8753,-5354.5260,-1832.5470,-3348.3046,-4138.3343,999.4430,-5144.4872,6392.7764,150.4207,1942.0715,2605.2291,-3074.3190,3400.4595,5774.0624,-2658.1497,518.7858,0.0000,2694.8723,6128.8661,655.4936,-821.2713,-3032.3790,-3240.3953,3291.9515,-5000.8427,4689.1109,5946.3046,0.0000,4101.4445,-2715.0392,3789.2504,-2730.1073,-6860.7770,-3361.4767,-1343.2198,-5013.4868,2623.1650,3358.7871,-3876.0439,-704.3492,4793.7334,3577.2894,-4126.9645,-885.7453,4665.0613,3335.2069,-553.9951,-1195.6232,-4203.1956,3077.9276,5574.0694,384.4129,-2959.1889,-6233.4358,6460.0191,-6876.7300,4573.9670,1012.2828,-3871.4409,-5961.8968,-5741.8068,4925.2804,2228.6681,1569.2146,-6808.1513,-5255.2598,-2684.8759,-5209.8072,-4717.8748,4603.7422,-2973.0907,6605.5702,-5309.5866,-873.6876,6096.5951,-4683.9066,5840.9957,6156.7537,-5833.0431,5150.5523,-1236.7820,6748.8391,6635.4162,3485.4262,278445.7817,243765.5049,263072.4448,265173.1396,261589.0191,260588.3558,257121.4321,259505.9063,-100017139.5431,-100015494.3057,-100037072.8680,-100016419.7777,260965.6859,-100017262.2150,5091.0325,296.1785,416.5347,3116.7956,-4607.4659,-5251.1943,-4537.8743,3804.0198,-5353.8566,-5470.1859,-3056.8299,946.5873,4566.4814,-2879.0946,-1785.9892,-3967.0171,-2612.6579,3821.7384,-1431.6126,-4626.5996,5374.6091,6222.8843,-3640.3640,-1504.7976,-4711.8350,4512.3169,-5088.2994,-4783.5852,4422.7842,-3791.4369,-2310.1629,-3889.9386,0.0000,-5236.8355,-2508.7283,-5401.4041,852.6631,-879.5800,4433.8632,4084.8935,4599.8425,4337.8345,2776.3955,0.0000,2802.4961,-3235.5941,-5372.6490,5258.8028,-142.4364,-5448.6971,-6261.0220,4124.6441,-5391.0719,-4628.4912,5473.8985,3786.6285,4920.5211,3428.4714,3635.0259,-6868.0248,-3858.4299,-5463.7097,4499.6668,3279.7526,-1139.8196,5952.5711,-3517.9266,4447.5415,4298.1425,2361.2133,2260.9777,112.0757,-4490.4516,-2088.4294,5323.1173,3076.8922,3352.6383,-4234.4642,-806.0756,-5149.5639,900.7029,1237.3710,-5417.7187,4476.2204,-4462.4644,-4307.9056,-6242.6060,167.5605,1795.8317,-6924.2427,545.0724,-1912.9202,3019.9383,3178.5057,-1223.3153,-4284.8101,-4627.8215,156.6730,60.8471,5446.3757,149121.9186,142739.0553,148548.7743,145465.8615,151378.1545,145892.6589,137272.6033,146623.1285,-31073008.0577,-31112724.6174,-31075108.3639,-31091994.1680,146046.6747,-31085030.2723,
3600.000,1478.9790,-4117.1176,4107.0956,3967.2102,-777.9850,3999.5540,6810.2655,4749.9446,-5403.9669,4484.9768,-4683.4528,4609.5254,527.9208,2578.0885,-2588.9310,1800.7377,-4479.6020,4959.7413,6181.0387,-1730.9472,1966.7182,-4452.5576,4855.5457,101.8141,-4651.3074,-3245.7307,-6599.3650,-3348.1766,-5443.5849,-2887.2874,4380.0260,6320.3286,0.0000,-213.9736,-1735.6702,-5610.5786,-4266.0616,-3577.7535,6537.8633,-5174.0821,4705.7444,-5822.5621,-3469.0298,0.0000,-6032.6521,-1185.7016,-3169.8090,4830.4120,1958.7706,6019.9119,1275.9688,2508.6566,-506.4136,-6390.1341,2037.1573,-5845.3433,1454.2299,-5039.5965,5084.0909,-4237.5700,-6066.1207,-727.2039,5552.7911,-2635.0002,-3884.9877,-2735.7747,-246.3164,-6593.4603,-2180.1017,1165.5929,-2476.9481,1639.5707,-5262.7494,5910.9461,3687.5118,3993.3217,2327.9293,-1958.0286,-5960.9941,877.7443,3058.0127,-2487.0201,5554.2245,1656.2600,4487.6637,1106.3219,695.1838,-303.3912,-797.5874,-4873.1664,-132.1438,5039.2688,-1503.4142,-1301.7681,-540.3766,-2385.4774,5024.3159,-3185.1479,-3120.1552,-5753.4833,189091.8767,190831.0462,202134.5227,198451.0819,187999.8050,196306.0953,196851.8389,195232.7508,-2408961.6535,-2430410.6383,-2432255.2768,-2423196.0548,196353.6637,-2425267.4188,1982.1608,-3444.1897,-1703.2916,-5436.6368,-5935.5128,-5116.9947,-805.7797,1947.7200,80.9652,4242.8730,-1797.8853,3279.3643,-6024.1038,-5942.9969,-5789.2342,4056.1953,-5187.9540,4796.0599,-990.1812,6220.4074,6026.6596,-4781.4411,4896.9214,-6151.6370,3843.2760,3245.6811,-830.1220,5921.9455,508.1211,-2957.9433,4449.6444,-2692.8368,0.0000,1187.4761,-3842.1286,2880.5403,2581.8917,4425.8252,1584.3286,861.0840,4361.7040,-3265.6216,-3473.2547,0.0000,-2973.4638,4853.8359,-5179.1690,-1783.6024,5015.5183,1382.1602,3636.4798,4704.8818,-5446.6312,-360.4522,5702.2829,3230.0422,-6778.0172,500.9184,-521.5520,-2568.1507,-3073.6644,-6023.9023,-3453.7040,3279.2079,918.2819,-1899.9132,-6914.7768,1915.1755,6292.7791,4306.2642,-3601.9910,5751.9371,-4297.4022,-2589.1198,4327.7499,5465.6649,6319.1014,-4960.9748,754.9170,-4853.3160,4759.6153,5598.5114,-1373.6891,6664.4099,194.5996,-6760.4063,6194.3201,-5421.0356,5320.3416,-1337.4216,-4910.1086,639.7403,-3933.2710,-2595.2014,4877.3096,-4784.4842,-3237.9744,-4575.6737,-4749.6708,-771.0498,336998.7483,301479.2855,320957.6966,320333.8612,320503.0319,321465.3773,316384.6673,321621.4099,-104174345.4748,-104169047.3320,-104197907.5857,-104166416.4225,320430.4732,-104173572.3402,-6504.1526,-4313.0505,-5290.5529,1356.9822,3212.1605,2141.4639,721.5239,-4675.9283,4154.0724,3133.1773,4675.5457,-4000.7085,-2985.0519,-1997.5624,-2695.0167,4852.0779,-1028.1250,-678.5930,-2651.4337,2511.9539,-2729.1361,-2366.1086,-543.6580,-3037.1390,3368.4472,-4909.6292,1908.5659,1249.6809,-4258.0277,5523.6329,-3025.4282,-355.4551,0.0000,6786.6981,5347.9141,2777.2194,-4701.2833,3943.6484,26.6362,-4502.6870,-2367.2364,-1419.9618,-4502.3552,0.0000,1554.1141,4584.9300,2873.4710,-4503.6990,4246.8216,2991.2275,5782.3568,-4277.9143,4068.9226,2478.8025,-3294.8044,956.4244,-53.2143,-4698.1078,-4469.5259,4835.8076,320.9281,3187.9302,-1885.2018,-5488.8714,5644.4534,-6100.0871,131.7905,-585.1226,-1159.5524,-5275.3178,-5275.9799,-3494.9574,302.6164,-2412.6392,-3602.4854,803.4526,1640.6846,4363.3884,-3165.9972,4748.2514,-3987.8344,3144.2168,3647.6914,-663.2350,5013.3212,184.8672,3086.7858,-4233.8521,-4386.7638,4822.6925,-4671.5699,4509.0341,-5444.8356,-6295.6528,4814.7297,4389.4046,3283.5348,-3840.1668,-3997.4012,-3602.7752,148958.9646,142437.5946,148041.7725,144756.5107,151209.8394,148262.0790,137091.0536,145323.0329,-31060771.4411,-31097884.1423,-31066515.3097,-31073740.5601,146033.5935,-31073055.7746,
7200.000,-5467.3596,4099.4083,597.9109,-823.6699,3741.9147,-2366.0091,-5455.2169,-6216.5097,6333.0377,-5959.9318,5718.3519,-5128.8453,2583.6830,1040.8167,3702.2840,-5787.7576,5159.5324,-5769.1296,-2962.5672,-469.7081,-3603.7035,2323.4611,-4803.5417,2703.2974,3265.6799,1417.1467,6438.4357,1639.2873,5657.2127,5799.5640,-469.2827,-3891.4133,0.0000,5188.7603,5345.7122,4994.8893,-54.7895,-440.4460,-4882.2067,4915.7883,-6257.3249,6288.3510,6415.5269,0.0000,4825.1539,-3039.1535,5008.9788,-4977.2313,-4109.5554,-6688.7393,-3429.4748,-5855.6885,2948.4218,6374.9356,-3947.1033,2303.4156,-2813.3459,4450.2927,-4707.8571,4081.8017,5867.1201,2658.6387,-3570.2641,-1096.9326,-1226.5826,6141.9539,2455.1585,4891.9017,-849.2335,-4689.1313,5144.3839,-4262.1031,5160.0228,-2434.0435,-5838.5985,-5029.6438,-2063.8922,5286.7320,2801.6491,1694.7621,-5062.0002,-1168.1119,-5598.2373,-2954.3667,-5673.0434,962.3376,-847.9885,3485.1665,-3174.3673,5544.4285,4203.8093,-4193.3965,5236.1759,3855.4909,-3529.7033,5561.7511,-3590.1837,5201.5413,4067.8185,6644.9997,97673.5657,108677.0614,115827.3118,110886.2095,101444.2598,113534.9237,109975.4264,110967.0574,24698893.1087,24674874.9938,24683287.1975,24677769.6201,109837.6356,24682261.7237,-1052.5607,-1007.1092,-1131.8089,4724.4158,5633.1328,5907.5543,2277.5246,1397.5170,-2532.7842,-3349.9098,-2247.1212,795.1331,6110.3174,4174.1277,2189.9534,-3120.7103,2268.3117,-2535.5249,3990.7378,-6823.2363,-5636.6463,5866.2418,-2374.6224,3181.3249,-6093.6519,-6507.1149,-710.4708,-5988.3395,-3716.7167,36.6664,-2310.4142,3643.7660,0.0000,-2024.8595,740.7398,-4457.1867,-4463.3330,-5157.5920,1152.9713,-4400.5622,-2236.3273,583.2863,-276.9842,0.0000,85.4267,-5625.7440,3916.6457,4667.0383,-998.1128,324.2546,-5710.6130,-3284.7042,6146.0151,-2150.0994,-5547.4762,-4026.8826,4042.2242,-4379.7445,4578.0976,5592.4264,21.1607,6185.8977,5353.5966,-5362.4376,1116.9932,1849.8205,5549.3463,-3162.5743,-6014.0521,-1597.3527,-258.0545,-2749.0070,1668.2234,3661.7870,-3067.8356,-2111.4563,-3414.2307,4106.6929,-4124.2445,6562.8740,-1132.9187,-4021.7469,3708.2099,-5090.9522,3425.7404,5441.9532,-6669.7307,2336.3324,-4382.9707,4255.7854,1857.8488,3976.9841,1524.5714,-1364.7839,-2804.8890,3714.7130,5781.1885,92.5562,858.4219,-1280.2216,373358.5535,339851.0705,358532.5316,355474.9112,358897.7254,361507.0050,354987.7864,358521.8950,-101192731.5412,-101184449.0039,-101216952.3193,-101188374.9365,359481.2894,-101191090.1615,4158.6325,5426.6794,6776.6346,-4919.9807,687.1597,2498.3957,3541.4315,2747.3011,130.7943,1101.2701,-3066.9016,4576.3710,-1203.3744,5226.1665,5370.7015,-319.5046,4023.3895,-2894.2962,4624.4145,1115.6246,-1700.2517,-2914.9196,4364.5132,5433.2254,80.2610,873.2650,2430.0911,3041.2496,1466.0391,-3753.4536,6510.7594,4337.1316,0.0000,-4095.5360,-4170.4924,1639.3475,5186.5799,-4610.3303,-4487.3728,2044.8808,-1615.0235,-2586.5945,1748.3591,0.0000,-4945.6489,-2284.6806,2170.1447,452.9075,-5408.4149,1507.4730,-2015.8729,1246.5530,275.6410,1366.0250,-1076.8694,-4905.1855,-4887.8272,2938.7992,1702.2361,102.5014,3444.5703,1293.9637,-2215.6171,4210.3055,-6725.9798,2655.7522,3318.3259,-3686.4972,-2970.9020,4802.7122,4502.3917,4705.7025,4095.0109,5291.4317,-1335.1864,-4095.8323,-5669.4241,-1665.8116,4597.9921,-1014.7508,4568.6964,-5474.9290,996.5152,-3603.6081,-1220.7562,4041.5893,1799.0768,5445.3589,4334.4772,-195.7103,4967.3626,-3587.2004,4181.9171,5585.9346,-5202.8471,-1793.4953,499.7407,4317.2077,5554.4274,-928.4737,148754.0088,142152.7304,146984.8674,147215.6545,150681.7371,145095.7693,137499.0881,147053.3942,-31049330.1179,-31082236.6980,-31058124.9142,-31055157.1595,146008.7959,-31061081.0105,
