sl_5_86400_20310315 Coordinates.csv
2031/03/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:29 2024,
Start: 2031/03/15 07:47:00.00, Stop: 2031/03/16 07:47:00.00,
TIME_UNITS,STARLINK-30289 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-4325 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5273.1522,3804.7728,2328.1782,6083.1154,-6514.1643,-276108.3151,-267792.4810,-264462.3958,-268881.9828,-277605.5436,-274227.3483,-269903.0229,-268981.2692,-58726348.8743,-58707127.7664,-58711427.5033,-58718690.0060,-269999.0018,-58711411.5839,155.7571,-5732.6104,-4598.3906,-1875.1319,-1802.4552,-205248.5082,-215958.4565,-215536.4110,-212346.0895,-213947.0787,-215799.8675,-220410.7419,-216844.6371,-105379476.4442,-105361943.8353,-105377000.3001,-105377655.3711,-216443.2518,-105366575.0037,-4495.0573,357.2468,-4603.2102,2705.7229,1415.8869,-134651.1991,-133514.1035,-131804.6067,-134851.7743,-128953.6691,-134506.1772,-143078.8881,-135684.2886,-34980213.2087,-34957261.6990,-34991691.9923,-34977389.1739,-134305.1487,-34974939.6180,
3600.000,-5746.7652,-1154.0709,898.2378,-5454.4034,2747.0864,-215972.4425,-204433.4719,-201818.3854,-205545.6396,-215645.1256,-207446.8288,-208041.8580,-208798.6395,-29369975.2242,-29352830.3573,-29351161.2373,-29356756.8615,-207565.5680,-29356148.8793,3268.9165,5971.6673,6414.6479,4156.6399,2414.7264,-269606.9392,-280826.1415,-277517.7220,-277263.3698,-274699.0662,-275743.0826,-280781.5914,-276399.7068,-116951243.7058,-116938348.0179,-116943433.9253,-116950256.5759,-276750.7695,-116938449.2465,2057.5059,3228.2684,2389.5889,924.2293,-5867.9574,-135114.6062,-133043.2703,-132410.6717,-135739.6248,-129232.6255,-132200.5113,-143388.7051,-133135.4345,-34972024.9481,-34943502.3108,-34980915.0305,-34970432.1472,-134438.1709,-34964118.3326,
7200.000,4427.3330,-2601.7365,-3203.0515,2558.1170,1958.2569,-140680.9174,-127851.0543,-126492.0177,-132017.1861,-140390.3049,-128062.7895,-133052.4983,-130714.8512,1969372.9366,1987112.0586,1988775.7404,1987443.2410,-132113.5273,1982329.2937,-5072.0609,-4321.4650,-5970.5765,-5040.4006,653.2488,-317023.1171,-326363.3153,-321871.8279,-323730.9887,-318182.4664,-318527.0091,-323989.9631,-319874.6472,-120509943.7773,-120502051.5311,-120495447.9113,-120504978.5442,-319612.3145,-120497738.8273,1625.3177,-4698.7202,1333.1571,-3997.8537,6582.3055,-135529.9218,-133377.2602,-133546.2755,-133391.9321,-129847.7993,-135420.2886,-143082.8623,-135600.9315,-34963318.0004,-34930990.3483,-34968594.8052,-34962000.5600,-134557.3671,-34953290.4097,
10800.000,-1150.8303,5862.7556,4571.2709,1574.2848,-3531.1599,-54621.4981,-42186.1457,-43333.6717,-49883.5044,-56504.4527,-43632.7758,-49558.7040,-49969.3195,33145164.7580,33166104.4937,33161495.0646,33163952.2450,-48394.6530,33157698.9106,5288.1530,1931.4460,3004.1365,4945.5285,-5013.1438,-343762.5896,-350555.8199,-345814.3222,-347713.9260,-341551.6646,-341234.8001,-347239.5292,-342330.4567,-115819186.2745,-115815349.1083,-115798767.1359,-115807131.9869,-342344.5654,-115807870.5789,-4328.9012,3052.1349,-4222.6747,4568.1606,-3187.2518,-135837.0808,-133863.4379,-134939.0059,-131478.5792,-130785.4000,-138819.4504,-142153.7456,-133746.3716,-34953955.0249,-34919465.0333,-34954488.9630,-34951010.3462,-134662.7198,-34942455.8674,
14400.000,-2912.0529,-6848.2576,-5183.2657,-5059.0239,1521.9351,37109.8661,47018.2443,42351.1143,36002.0096,30830.1000,42877.3688,37225.9880,39985.9867,62024019.2799,62050155.3472,62034671.4903,62037747.4060,38323.1223,62036668.2777,-4517.3023,461.1903,1186.5611,-4120.9066,6351.0821,-346541.5911,-352096.4079,-347922.1382,-349742.5796,-343186.3525,-342538.1590,-348887.5056,-343324.2984,-103207382.7780,-103205580.0613,-103184090.8732,-103189993.0594,-343530.6246,-103196994.9001,4360.7469,593.1236,4398.6405,-2312.8238,-2265.6051,-135785.8496,-134386.6454,-136243.8328,-130323.5029,-132044.8632,-141225.7655,-140559.7798,-135332.7546,-34943840.7379,-34908698.4437,-34938650.4949,-34936111.2281,-134754.2130,-34931614.7239,
18000.000,5922.8075,4949.1069,4836.1777,6398.2923,783.1156,124367.1250,133961.8753,125179.6480,119983.7731,116292.9906,126771.1019,121771.6005,120920.0819,86631706.1329,86664053.3508,86636563.2090,86639615.3773,122586.7884,86644955.3404,3152.0677,-2842.4394,-4600.9737,2237.4274,-2829.0958,-320925.4370,-330936.4708,-328177.4914,-330072.4467,-322765.3808,-322466.9528,-328494.9316,-323679.7394,-83544731.0947,-83542242.4634,-83522916.0992,-83530981.7262,-323108.0789,-83535038.4672,-1732.5786,-3865.6174,-1781.0726,-1400.4037,6242.3817,-134212.5953,-134910.2811,-137135.5713,-129717.6408,-133626.3964,-142801.3704,-138222.9521,-134405.1792,-34932928.0846,-34898511.9822,-34921650.3752,-34917845.9047,-134831.8322,-34920766.9973,
21600.000,-6566.0272,-1260.6594,-2918.6436,-5416.0010,-188.2794,196380.8150,212999.9097,200029.6005,196636.9756,194999.5490,203068.0152,198475.5577,200684.9970,105288101.1473,105326501.3350,105289837.5727,105299692.8483,199100.7058,105302256.8379,-988.5230,4992.3871,5935.9908,807.5166,-2790.0846,-277342.7222,-288424.0393,-287905.0130,-289989.4144,-281272.3252,-282259.2936,-286602.5718,-281554.4664,-58183141.0640,-58176995.0658,-58166410.4193,-58178319.1926,-282372.0280,-58173701.0980,-1978.2196,4568.5141,-1994.2914,4222.6676,-6322.5189,-133010.1886,-135418.7218,-137396.0265,-129544.3036,-135442.8493,-143669.2913,-135095.6737,-134938.1540,-34921221.2880,-34888770.2976,-34904485.1669,-34902881.0023,-134895.5645,-34909912.7056,
25200.000,4910.4681,-2302.8701,-530.2968,3132.7358,-2844.2056,255837.9235,279004.6734,262314.9942,261041.8098,263564.3184,267092.1836,262050.5744,261675.6448,116721873.4807,116764985.3620,116724628.3288,116742727.5744,263058.9497,116736982.3675,-1985.8256,-6086.0577,-5225.6279,-4296.7392,5827.0766,-219918.2026,-227255.7859,-229643.3132,-231981.4697,-221870.9533,-224352.1237,-223777.0557,-225042.0289,-28863258.8107,-28850704.2370,-28852765.5339,-28860990.0331,-223892.9561,-28853535.0467,4455.3698,-2271.1511,4475.7351,-4434.3778,2379.6760,-132417.7712,-135904.0105,-136972.4656,-129740.2535,-136246.4596,-143895.7408,-132707.9000,-135057.1427,-34908775.5764,-34879371.1589,-34888099.3459,-34893328.1821,-134945.3984,-34899051.8670,
28800.000,-2151.8634,4471.1091,4358.0708,-632.7451,4583.9772,300132.9794,327691.7901,308209.8357,309052.3742,314565.3314,314828.8416,309343.9898,311605.2173,120157082.3500,120202546.8470,120164552.4706,120184894.6257,310446.7244,120172919.1411,5063.5956,5011.3412,3439.5748,6629.3698,-4185.7999,-150644.3722,-151317.2110,-156985.3236,-159637.6892,-151241.1535,-152274.8620,-147308.2247,-150077.0971,2405008.7337,2426068.4828,2410785.1056,2411803.5383,-151354.6530,2415505.8723,-4214.7990,-1545.5184,-4114.4053,1872.8785,3020.2965,-132076.5442,-136361.5281,-135991.7473,-130272.3113,-133815.0872,-143506.4611,-135845.2154,-134482.6419,-34895693.6077,-34870236.6287,-34873018.4983,-34886284.1507,-134981.3239,-34888184.4998,
