sl_100_86400_20310208 Coordinates.csv
2031/02/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:50 2024,
Start: 2031/02/08 07:47:00.00, Stop: 2031/02/09 07:47:00.00,
TIME_UNITS,STARLINK-4179 - X-Coordinate,STARLINK-4208 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-5964 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-4208 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-4208 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4323.8685,-6368.6984,4838.3434,-937.3402,-3812.2459,2861.6832,1755.7337,2009.5421,6181.6182,3090.5931,1211.5169,4768.1431,-5890.5184,2348.3973,-2304.7127,-2311.0595,5985.0645,54.5368,-5756.3463,-978.0011,90.9673,-1242.6345,-5672.8397,-1348.5543,-1323.2421,3730.8595,1297.0317,2051.2756,1988.0507,4749.5778,2129.1906,-4925.1738,-3792.8014,-4093.9745,5415.5916,2433.5783,-5774.1410,-4994.1182,-2102.3951,-5229.8166,-3032.4573,-4796.0406,-2343.3995,5030.1012,-2099.2677,5651.4096,0.0000,-5525.8254,1601.6792,3036.4885,-5761.0350,4481.8983,-2195.0256,4869.6750,-5804.2167,-3155.8184,-485.5238,3642.8741,5053.5817,4189.3058,-4429.4353,1194.0965,-5961.8845,-5776.7354,-2357.3510,-3557.0623,-5069.9432,-1122.6943,-3511.7969,0.0000,-3013.5553,-6578.0425,-5757.4245,4327.0706,3344.1853,-4579.8693,-5933.6800,-1554.9257,-1362.5826,-2240.6259,0.0000,-687.2953,-4159.0951,3183.5300,5396.9700,-913.7716,4006.5015,-2900.4956,-5193.2907,6185.4379,-4815.5667,-4478.6068,2265.9743,-4194.9753,4499.2688,-563.4267,-5076.9917,-6723.2387,2450.3230,6381.8417,119084.2782,90526.1289,113920.8426,112025.0689,103912.7362,105584.3669,106627.8026,109564.4228,-137645432.9238,-137617267.9362,-137647489.3954,-137622794.3356,108751.7962,-137629958.1586,-174.0979,-1639.6494,-952.5835,6207.0714,-5000.8462,-948.3700,-5855.8448,-5517.8900,3020.0556,5080.2738,-6670.0970,-3868.0148,-1178.2088,5298.0803,-5604.0804,5011.8310,-2047.3875,-5212.7803,-1577.5721,4694.4932,6893.4200,4146.7734,3723.4188,4862.8711,5319.6973,2405.1836,-5249.2007,-4784.5695,-6123.7951,425.7309,-4912.7962,-4121.3776,-3456.6580,-2072.1195,-1396.8613,3460.6511,-3496.9884,-4221.1462,1009.5413,832.7639,4083.0197,4629.9163,6483.5216,-2050.9887,3616.8476,-1658.4646,0.0000,-826.6692,4245.0782,4344.6773,-1205.9507,-5057.7835,6483.6548,3414.1303,3457.1716,3949.4237,4082.3294,-4943.7913,1499.7212,5213.4593,3397.9613,4778.6464,1539.8956,-3345.4217,3596.9412,-4863.7968,2948.0148,-4886.6617,5465.2518,0.0000,-3240.1407,-1704.6706,-1026.3081,-4224.8860,5915.5016,2439.4086,-1609.6243,-6435.8867,6785.3948,-15.4612,0.0000,6154.6778,-5508.5205,-5806.2638,2666.2147,-5023.2023,-3094.4719,4422.7879,-4.4279,-721.4711,4814.7083,-2891.8558,-6060.4644,137.6419,-4434.7587,5447.1719,-4149.7349,-1672.3368,-6481.9180,-2633.2740,-360627.4671,-382155.1851,-378433.5631,-373413.1495,-369930.7282,-373279.3211,-379571.6742,-376453.6729,-101556031.4986,-101533262.2810,-101552938.9384,-101541030.9140,-376260.2705,-101543121.3970,5348.6311,2118.7344,4565.3973,-2891.0692,-2740.9341,6233.0860,-3050.7219,3645.1386,-579.6964,3486.7926,630.8807,-3150.9333,3419.2407,-3634.0705,3226.9388,-4197.1228,-2797.1967,4564.7635,-3466.7881,4937.7109,705.5732,5301.8107,-1465.1700,-4484.7486,-4226.4262,5161.7117,4118.0124,-4538.7153,2462.8724,-4899.4548,-4381.7121,2480.3157,4389.0636,-5032.9526,-3944.0894,-5457.4017,-1601.6036,-2316.8006,-6500.5882,4185.6362,4713.1659,-1438.9646,-446.8412,4255.8030,-5577.5337,3581.7703,0.0000,-3996.2469,5174.3081,4055.7170,-3238.1659,1141.8639,-579.3819,3243.3179,-730.1010,4373.8854,5456.4046,2957.1070,4362.6375,-1766.9278,4111.2244,4777.4890,2942.9202,732.9043,-5296.9953,3095.2607,3430.7479,4721.5475,-2296.2607,0.0000,-5310.0360,-483.9680,-3667.8477,-3318.8138,-235.4541,-4607.2630,-3171.1288,2088.2885,276.6040,-6292.5221,0.0000,2791.6563,354.2884,-1947.8658,3276.8504,-4671.1266,-4715.2968,-4441.7350,4308.2813,-2754.2738,-946.6004,4413.2298,2464.7616,-5476.4535,2118.1165,-4284.9868,-2024.0484,-88.1899,176.7934,-85.7633,52735.9276,47914.2069,52880.0717,49918.7763,55756.6606,50044.3782,41598.3362,48816.1610,-40001935.2104,-40002647.3219,-40017025.2998,-40004956.4602,50372.7153,-40005288.0432,
3600.000,-5103.1611,4430.5397,-2848.4135,-1498.3474,1623.2638,2052.4995,60.3725,1985.6287,-5271.0495,-4012.7370,1295.2496,-3303.0272,3626.6564,-3936.3443,3765.8243,-285.6838,-5280.7400,3852.4591,4486.5344,-3309.3303,-2438.7825,-3405.4816,2725.7794,-1242.7476,-2778.6565,-6559.2058,879.3302,1168.6627,1130.7705,-6220.3160,777.2991,6400.2083,5555.4280,3940.9724,-1561.2225,-5916.3581,5428.4891,5163.6282,-2364.8717,1321.3240,-39.4046,1298.7585,354.0967,-4257.6580,-1463.9994,-5806.7065,0.0000,3023.1743,-4763.4264,-4224.8985,3671.8604,-2509.1937,-494.3620,-6674.6979,3236.6594,-2311.1731,-4009.7451,757.3610,-4623.2299,-5098.1246,373.3096,-4201.0641,2588.5519,5330.6279,-417.3907,5968.6489,871.8684,3966.1938,4938.3037,0.0000,4944.8203,4992.9567,4220.6511,-3417.6311,-4881.6077,1786.3010,3891.6768,3012.5242,-1048.6655,5279.6744,0.0000,-3142.2089,5241.1551,-1588.3783,-3929.8550,3615.4984,-1349.9806,197.5368,3221.6680,-2697.4361,1883.3207,6663.7982,-106.2930,4586.5584,390.9827,381.8493,5832.4123,6014.5308,51.3218,-4155.1541,204940.5488,183031.6090,204226.7487,201288.7662,194321.0045,200275.8131,197161.0560,198929.6956,-106575317.2908,-106551327.1078,-106571055.2322,-106561204.0996,199791.4070,-106560397.9256,3822.6026,-1137.8936,5382.5945,-6702.2861,5957.1990,-1642.1601,6634.9739,4695.4213,-591.4881,-1098.8675,4793.5730,6039.0667,-2069.3889,-1130.8778,1733.5233,-6792.1683,4381.1894,4093.8342,-2336.1299,-3196.1169,-5223.5309,-3943.5198,-4771.7481,-6631.3401,-4525.4695,40.0553,6740.6054,6453.1026,4249.9341,2552.7974,6649.8878,2185.1536,-1144.4598,-2864.1100,3836.9616,-1724.3520,307.6938,717.5225,2472.0066,-4108.9504,-6235.1682,-4444.0473,-5797.4068,5246.7114,-5385.2578,3667.4221,0.0000,-2832.0800,-994.6676,1004.9856,-3388.5822,5438.7555,-6093.9852,-938.1391,-5040.0974,-3900.7159,-4091.8503,4935.2163,2996.9252,-3871.7592,-2425.7587,-5322.5057,-4275.8876,584.4614,-6418.2550,3077.9023,-4970.3823,5535.6937,-3507.1421,0.0000,-734.9920,-850.0182,-2847.5154,5897.0448,-3144.3745,-5385.1606,-1630.7780,3594.4833,-6047.7733,3806.2154,0.0000,-3857.1272,3184.6755,6231.1438,1281.9875,5800.3577,6004.8015,-6641.9591,-4561.5090,3144.8341,-4658.6438,338.7537,6820.9878,-4068.5672,4867.7418,-6928.4143,2537.2707,-825.7812,6112.5589,4249.0948,-318957.5795,-346855.0267,-340608.3190,-338313.7521,-330663.9209,-336045.5713,-339922.0418,-336545.5305,-133713753.7129,-133689667.8067,-133712766.8890,-133694978.2165,-336905.3026,-133699799.2696,-2614.1913,-5185.7975,-2863.1440,-762.9349,-2977.5538,-6416.9913,-1619.8749,-4679.7581,4411.0166,-5505.1000,-4663.7056,-462.3788,-5518.5271,5465.1766,-5482.0080,1344.1736,-861.1487,-4066.8532,4682.4330,-5134.1184,-3854.8907,-4454.2588,4228.3722,98.0813,4425.3513,-1858.3069,274.1816,2147.1261,-5316.3659,1202.9640,1724.0293,1295.8290,-3681.2352,4743.4692,5431.7944,3100.9791,4296.4824,4563.3665,5981.1386,-5201.8190,-3051.6331,4996.2861,-3743.6341,-1435.7561,4158.8393,654.6316,0.0000,5465.6557,-4883.1868,-5080.1754,4476.5679,3325.9335,-3136.8893,710.6726,-3212.3070,-4925.2719,-3744.1015,-4652.2596,-4081.1368,-2619.6109,-6491.8175,-1109.9198,-4657.6511,4035.3249,2253.9248,912.5577,-4561.9507,-1089.8557,-3275.5374,0.0000,4756.1428,4546.5575,4647.5980,-1043.7159,-3542.2325,3981.0365,5468.7143,-5125.5514,3199.1727,1511.7779,0.0000,-4636.3260,3177.7449,-2505.9994,-5480.6258,1054.1508,3143.0362,1859.6926,-3803.9952,5390.7799,4682.0720,-1864.2586,1185.9571,3144.0377,-4542.3296,-444.6522,-2574.6393,-3347.0822,3258.4981,3504.4453,51218.4820,46307.6742,51189.4414,47752.8988,54368.3550,51359.0859,40129.4311,50674.9214,-40005875.9103,-39996923.0224,-40020454.7348,-39999884.7668,49105.0968,-40006134.0278,
7200.000,4109.5794,-1591.1094,-39.3709,3504.9143,759.6990,-6317.3772,-2337.7421,-5471.6079,2921.3560,4739.8079,-4396.8745,391.6865,-1065.1202,5132.9114,-5016.4326,2413.3684,2371.2317,-6392.5634,-2543.4409,6379.4266,4769.2305,6088.0882,1323.9299,2988.4160,5884.8010,5883.0535,-2669.4620,-3402.9308,-4769.6921,4572.5528,-2936.7895,-5347.2826,-5038.5201,-3142.3279,-2155.0881,6789.2974,-4020.9476,-4546.6176,6311.2168,2217.4722,2458.8636,3465.1166,2743.5873,2078.8469,3621.3529,3160.3093,0.0000,-471.3770,6579.4700,4083.7399,-515.4865,-1447.0459,3688.0459,4898.4072,1367.4658,6008.5434,6060.7665,-4939.9197,3143.7180,4371.8502,4147.2975,4900.7611,1370.7558,-2206.3273,2237.0670,-5292.3829,3259.2257,-4723.6120,-1837.6766,0.0000,-5832.8715,-1445.2629,-2102.1702,675.9937,4827.3219,778.0332,-1463.7575,-4672.7613,3829.4959,-2358.2913,0.0000,6156.6237,-4999.0917,-1376.3930,2054.3891,-4446.3309,-1051.5743,2099.9072,-475.3248,-1468.2306,2578.6615,-6400.1718,-2417.7847,-3737.8823,-5210.5762,129.9078,-4174.6118,-3406.9167,-3243.8077,128.1479,277552.5108,263752.5613,281551.3669,275863.4416,272048.9566,281930.5423,274811.7495,278964.6917,-68245271.0432,-68225843.6261,-68234567.2483,-68239168.1801,278030.2785,-68231315.2027,-5201.4198,4535.1768,-6580.2716,4480.2478,-1797.2042,861.4690,-3926.7255,-3193.3158,-3091.7714,-3092.8258,-979.6049,-5767.2065,5424.1439,-3044.6384,2504.0144,6068.8462,-5142.7538,-2454.5142,5734.1434,1735.5264,1913.2322,3112.1608,5138.0278,4195.5408,3119.2401,-1893.0898,-4374.8390,-5783.9932,-1651.0885,-3806.2311,-5930.1673,997.6433,4502.9920,5982.8401,-5755.5357,165.0105,3534.0048,3304.2724,-2246.8611,6115.0710,6475.7247,3376.3272,3090.7535,-6165.6865,5937.6885,-4177.2640,0.0000,6064.4977,-1523.3262,-5145.8425,6485.8259,-3872.2503,3407.0327,-2271.0467,4803.4732,2821.5224,3090.1584,-3754.0857,-6021.6510,365.6254,2446.1427,3464.6445,6023.9397,3668.3346,5947.6811,620.2453,5580.8448,-3805.5791,-139.2707,0.0000,3504.3409,4206.8460,6023.5286,-4994.0363,-1536.2079,6823.4075,5164.3733,334.3363,3322.7543,-4118.3108,0.0000,552.7931,775.1592,-4171.4617,-5298.5458,-4218.4863,-6822.3942,6294.3948,6736.7655,-5387.9128,3596.4240,1903.3149,-5015.6627,5665.3062,-3329.4126,4933.3109,951.1493,3748.2913,-3901.0640,-5071.5646,-257483.6087,-289500.2028,-280847.2250,-279377.8284,-270081.9283,-277317.0204,-278956.6985,-276299.3431,-156708605.3886,-156686069.5501,-156706468.8507,-156695274.4070,-275936.5231,-156693960.4684,-1875.5771,4955.8149,-1402.1064,3911.8362,6559.7322,2709.4668,5064.3043,2768.2894,-5444.2308,3933.6153,5095.1847,3755.5166,4145.5104,-3343.8001,3958.0684,2309.6185,3957.3328,1098.3468,-2878.7081,1927.0316,4642.6791,429.6559,-4478.0653,4349.5590,-1877.2111,-2882.1779,-4478.5442,1609.1387,4688.0225,3352.3347,1998.8065,-4230.3335,-142.6745,-825.2072,-3010.2686,1230.0382,-4414.0224,-4066.1834,-1675.1713,1815.7936,-452.5035,-4809.4705,5524.0089,-2322.3357,-401.0133,-4494.4406,0.0000,-3192.9193,1350.1003,1199.7000,-1667.9111,-5472.7183,4677.9655,-4103.7817,4596.2403,832.1259,-706.7981,2819.4581,867.1139,5335.1055,4988.6707,-3346.6783,2900.0056,-5181.8615,2463.6455,-4194.9133,2103.2335,-3281.8829,6620.1476,0.0000,-1203.8142,-5164.0771,-2634.9091,4695.5528,4524.2957,-969.4217,-4367.0022,5117.4909,-4723.6879,4684.6201,0.0000,2815.9120,-4714.4735,5310.1198,3830.4156,3199.0527,389.8398,1905.7678,54.6015,-3897.9601,-5266.7241,-1850.0716,-4125.0895,1211.7593,2480.8263,4887.7469,5349.8015,4718.7926,-4728.0907,-4688.0385,49676.7411,44720.3883,48936.1719,48887.1157,52622.0463,47105.3105,39260.0567,46385.3893,-40009812.7153,-39992291.1415,-40023119.5231,-40000751.3833,47833.4382,-40006959.4013,
