sl_100_86400_20310105 Coordinates.csv
2031/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:48 2024,
Start: 2031/01/05 07:47:00.00, Stop: 2031/01/06 07:47:00.00,
TIME_UNITS,STARLINK-1462 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-11152 [DTC] - X-Coordinate,STARLINK-1860 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-5509 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-11152 [DTC] - Y-Coordinate,STARLINK-1860 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-11152 [DTC] - Z-Coordinate,STARLINK-1860 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,4025.3510,-3464.4867,2855.0955,-1031.8690,0.0000,-723.6495,0.0000,1405.4763,-2093.9445,-2621.0821,127.6557,3722.7181,-555.2163,-4818.0947,641.0295,2589.1889,2949.7097,657.4159,-3246.7838,3461.6431,-6227.5513,-3500.7250,-6680.8328,-2204.7938,-4303.2662,6172.5396,6233.1293,-4493.9220,-1616.5558,-1461.0980,-2659.8195,5058.0174,-1413.6203,-2520.1096,5298.2778,3525.9402,2217.6645,-5242.7346,-4355.9599,0.0000,-5624.1744,-6258.2424,-1560.2135,-3597.6283,-493.1614,-4909.8977,-2528.7168,4988.5989,3705.9794,2200.4361,-5051.3500,-5444.2644,-44.0314,-4423.8939,4470.6680,5984.3561,-6280.8588,0.0000,4134.4051,1576.2292,-3352.2088,-4113.2676,-1658.5179,-3530.0876,-1575.5614,4893.4381,1203.3772,-4795.0535,5226.4738,236.3478,-5140.9169,-2253.7568,3958.0463,4575.3582,-1406.8705,-346.3980,3653.7273,5151.8170,-2097.4701,-3598.8531,-3331.3514,4002.2551,-394.2028,341.9011,-4998.8378,-2240.7367,-6603.3401,4939.7167,-2232.3107,3600.4327,5515.9890,628.0388,4595.8192,-1212.0604,-1654.1026,3919.7049,-4170.8738,479.2586,718.2183,350705.7677,326913.5535,347349.2828,348420.7435,343476.1675,343032.8568,340489.0439,344374.1038,-214387602.9464,-214424963.1164,-214402356.4169,-214380441.0505,344042.5921,-214377724.2336,0.0000,-5521.9777,-5195.1669,4603.6117,-5448.4047,0.0000,-5788.1617,0.0000,4764.1677,-199.3534,-3418.0208,4575.0902,4699.8741,-4084.4623,-1925.4720,-5086.2924,-3972.8408,5278.2059,5315.9783,-5889.3780,-3186.1070,2358.5036,-2216.6850,-1391.2213,-3566.2381,-5114.6011,-2129.8600,-1964.1976,-2498.1364,-6288.5203,6499.1021,-158.4961,2508.1895,-5768.2589,-4709.4840,3695.8899,2159.7771,1530.8375,2795.5667,-755.1022,0.0000,2120.3219,1746.2330,-5241.9870,-2351.7006,4192.4918,116.6655,-3185.5287,1790.1845,3575.4838,5424.6470,1524.5207,2500.2324,4818.2129,-3329.6410,4161.7226,-2649.4310,-1091.4976,0.0000,2106.2036,-5806.3623,3005.3999,801.2790,3810.2683,4984.0860,4158.7206,-4476.6718,-6815.4765,4962.9037,-4061.8230,4862.9725,-580.5532,5480.3259,5598.6366,649.6362,6560.6049,-5943.1535,5854.5264,-2343.9364,4836.3268,5423.9711,5618.2750,3312.3684,-6409.8356,877.6575,2114.9688,5829.4441,-1815.9807,1185.7843,-6059.4143,-4331.1946,-4074.1814,-4544.1333,-2077.1433,-3580.3120,3696.4851,-5659.7855,-5061.0256,-4426.5517,-6823.7422,-158654.4173,-146137.4786,-159661.1455,-154493.8063,-147223.5117,-150834.9706,-156745.9322,-153913.2286,-69317609.6874,-69307337.4889,-69296119.1234,-69297724.3931,-155134.3309,-69303706.0938,0.0000,847.6353,-2674.0813,4129.6337,-3969.7209,0.0000,-3393.2107,0.0000,4746.3746,6605.3742,5253.2138,5084.7032,2787.6736,5485.1184,-4504.6640,4491.6953,-4935.3966,2904.9759,4168.3384,679.9488,-4931.0719,-1890.5535,-5482.4961,-356.4873,5435.5421,1342.9304,-1928.9838,2276.7637,4618.2618,-1955.3614,-1424.8360,-6423.5590,4020.5343,-3517.1587,4461.6920,-1841.4804,5508.0415,-6416.1995,3500.7695,5235.9416,0.0000,3397.2546,-2439.1706,-4100.3249,-5400.9741,-5267.6707,4770.5171,5403.6904,4383.2789,-4454.0004,3652.3643,-4460.4669,-3441.1973,4939.3397,4078.6224,-2677.2642,-1843.3824,2330.1359,0.0000,-5056.4157,-3465.4179,4971.9667,5474.5499,-5478.9549,-3214.3555,5195.2171,-1949.2532,-238.6839,-293.2750,1606.0172,-4937.7477,4587.0706,-3515.4444,617.1890,5002.1873,-1672.8418,-3472.9082,-294.0514,-4025.0893,4487.6471,-1963.4102,1957.6947,4510.6320,2500.5397,6861.9583,-4292.9735,2860.0081,-940.4288,-4726.3289,2282.6123,3992.0892,-764.0151,-5152.2758,4753.8558,-5808.3228,-5381.9461,-634.4330,-549.5714,5256.8948,-951.7515,151101.7181,144776.1556,151243.7943,148371.9442,154146.3615,148280.5269,139959.5017,150051.3228,-31378294.9652,-31396148.2239,-31390312.3470,-31383064.5772,148733.2517,-31389541.3731,
3600.000,0.0000,-1552.2625,5695.3639,-5311.4651,3496.5599,0.0000,3614.8950,0.0000,-4366.3773,4584.7820,6220.2814,-4273.3603,-5389.4355,4797.5065,5062.9984,3508.1783,-644.8059,-4868.2376,-3928.2116,4932.9191,1249.1916,5075.5727,5947.5164,5108.9401,5861.4092,5070.5113,-2753.0953,-3311.5642,6421.2543,3350.2112,-575.4241,5112.8094,-6857.6474,3481.8977,4973.2024,-4197.1384,-5432.2313,-3169.6809,1635.0034,3327.3899,0.0000,2336.3877,6163.1070,3993.2199,4860.6023,-4489.7472,6070.5953,6101.2635,-6534.4518,-6541.0294,-3801.4120,1452.7151,5234.9389,-2335.3262,4042.1552,-5750.1534,-2315.2369,4884.3302,0.0000,-4025.2611,-1593.6143,1632.9997,2536.1845,1548.7251,1532.8113,-3138.9239,-1614.4858,1299.2403,4563.7236,-1581.2609,-981.5239,5783.1000,718.3328,-4343.6878,-2849.1717,-1076.3298,3021.9737,-4312.8277,-1969.3432,-2005.8183,-490.0316,-264.3616,-4149.8130,2027.0711,4638.3864,1951.8776,-1273.4050,6052.3580,-5361.8330,3567.9505,-1621.4273,-3621.2885,2374.6055,-346.7385,-784.9662,-2684.5827,-1393.0370,4590.9836,3819.0458,1563.3757,381628.2833,353579.5190,373755.9240,372544.5535,370756.3092,372665.1157,368084.4674,371703.6657,-189046023.0941,-189080160.6684,-189060243.1135,-189045782.3600,371884.9198,-189035370.3533,0.0000,6065.1136,3416.9185,-613.1539,5831.9282,0.0000,1847.7941,0.0000,-5203.6021,4017.2276,1764.5597,-2292.2859,-2787.9344,3057.9628,-2470.7729,2632.4557,6683.1778,-4075.5913,-1665.8940,3217.9130,4598.0989,-4330.0213,-1130.8250,-958.0683,1909.3312,1462.4370,4281.3829,4018.7987,-624.7497,5123.5036,-5946.7208,-2908.5002,-149.4267,2266.4117,4795.7783,434.9984,1633.1423,2936.6561,-4800.7912,-3777.8483,0.0000,-4492.6784,-1858.8562,1263.7989,-1891.1009,-3078.8787,-3003.2281,423.5072,1366.5197,-807.0290,-1645.0611,-4004.1721,-4424.9751,-819.8497,-1035.1666,-2123.2057,3750.1401,-2320.3551,0.0000,2584.1331,6590.8715,-6430.1151,-4817.5777,-6613.0146,-6716.5260,-3940.4315,4360.5435,5791.1228,-1953.8139,4253.5650,-6853.9911,-2967.3739,-6800.3365,-2886.2639,3923.9607,-4663.2193,2818.7166,-3783.3255,4805.4057,-5158.6279,-5042.5228,-4410.7738,1167.9908,6297.4423,-2136.7807,-4988.6456,-4030.3882,28.2227,2718.3060,2514.3350,6655.3838,4701.5078,6158.4374,-862.0545,6738.2940,-5511.9220,5115.0667,1514.8368,3171.0108,6189.4908,-64196.6990,-59062.9279,-69407.8518,-65893.3656,-55774.7141,-63332.6604,-65030.8763,-65303.6748,-122475365.3473,-122476228.0136,-122461366.5718,-122457630.8268,-63961.4566,-122460832.1219,0.0000,2860.4336,-1420.5353,-4235.0017,-486.6500,0.0000,5375.7746,0.0000,-1081.7479,-3321.0040,-2113.0037,-4842.2052,2627.8860,-3856.2531,3918.1667,-5231.4840,1298.9867,2169.7638,-5290.2626,3309.1746,4857.1160,-1844.4410,3233.0509,4427.5164,-3047.4153,-4324.4238,4510.6255,-4567.9714,-2504.4699,-2920.0502,-3276.2926,3696.9239,-1048.4365,5497.9196,-895.9929,5214.0983,-3928.1197,5441.5014,-4685.0401,-4666.7458,0.0000,-4705.1506,-2605.4636,5387.7807,4504.1303,3974.2569,-1062.3777,-2913.8721,-1686.3406,1686.5808,-5531.2771,5423.4526,-849.0605,-6453.4927,-5479.6200,-2627.6824,5165.4484,4100.8232,0.0000,4907.3403,-1503.7463,-1043.9498,-4249.9179,1043.2474,-374.5182,-4642.2006,5100.4542,3558.9128,-4806.5999,-5086.3382,385.7887,-2384.1362,-828.7986,-4502.1644,-4797.2982,4977.1692,5500.1267,-3854.5044,4596.0912,-4175.5125,4522.3347,-5201.2114,-5376.5451,1931.4477,-4696.9509,4365.5915,-5425.6060,-3346.7729,3444.8069,-5286.4508,-910.0693,-3526.5420,1983.7672,-6876.4450,1393.1092,2770.5111,4425.3940,-4469.8189,-4794.6303,-2691.4016,151798.6528,144841.1594,151116.4991,147587.9318,154297.0877,151238.3569,139980.8518,147854.7131,-31401143.4112,-31419794.3815,-31415186.6189,-31407433.8836,148979.8662,-31410770.7183,
7200.000,0.0000,-2150.8367,-5173.1481,6038.7880,-4142.0227,0.0000,-5742.6083,0.0000,4997.4441,-3054.0516,-6241.2114,6749.1185,3403.8671,-6637.4666,-4098.5787,-6504.6118,-1192.8629,4112.4695,6179.5828,-4752.2526,-4585.8819,-1761.3711,-6031.6297,-1522.8926,-6716.8741,-4490.1026,-1744.6084,-497.1803,-6138.2680,-4020.5686,3291.8810,-5861.3331,6116.0275,-5464.4703,-5315.9319,1898.4919,5702.5382,4311.4278,2101.0849,-2090.5745,0.0000,1246.8297,-2758.9647,-5773.9218,-5112.9114,6561.0940,-4304.5985,-6254.6047,5484.3303,6091.7854,5246.9820,1771.9900,-2506.1528,5267.5433,-3420.6718,3320.6272,-2577.0626,2028.0828,0.0000,3454.7086,311.3952,857.9152,-1071.5640,-919.9076,1167.4612,6036.1047,-2789.1819,-4140.6380,-88.7649,-3285.1431,1058.6083,-4624.7134,1385.0900,3992.5756,1074.4658,4292.7315,-5638.5344,4117.4781,-1169.2234,5076.4590,4819.3614,4581.0526,3983.0886,-3336.8876,-6923.5026,972.6737,5104.6111,-3205.5713,4579.1972,-4725.9995,-798.5794,-411.2144,-3731.0993,-4862.2202,2737.7431,4561.1196,-2571.5125,-2508.2363,-6520.9190,-3894.5172,386812.2041,357591.8932,376441.3918,372368.6175,374236.8156,378457.1655,371703.8743,376000.3099,-150804234.5441,-150832473.4780,-150815028.8429,-150805615.5455,375994.1457,-150793203.1419,0.0000,-4572.2646,448.8350,-2957.6296,-2921.1003,0.0000,2225.5027,0.0000,3346.0944,-5916.4932,217.9031,268.0640,-2070.0984,-1719.9030,5473.3426,-257.9325,-5893.2649,-355.3445,-1732.8049,1614.2861,-4917.2077,5024.6481,3047.4865,4072.1904,-251.8475,3168.5657,-5496.1754,-5609.1067,2960.4516,-691.9636,2405.0873,3550.3932,-2027.1567,1480.1424,-3165.5204,-5125.0747,-3871.8071,-5282.4154,5930.6985,6481.7005,0.0000,6091.1711,1895.6781,2425.2779,4575.6563,1388.6665,4094.8868,1672.9857,-3561.3946,-1880.1670,-2282.6509,5992.3201,4523.2267,-2237.9800,5035.6494,-2222.2774,-4432.7143,4652.3856,0.0000,-5770.4038,-4146.3276,5435.2206,6814.1265,5455.5154,5698.2969,3141.2935,-3812.6685,-2955.8700,-929.7505,-3701.2638,5272.5088,4978.2180,4930.4351,-1584.7232,-6663.5568,1628.1866,574.7732,-370.2355,-6393.5480,4532.3565,3236.8653,2238.0146,-4944.1221,-3183.5596,275.7958,6630.5167,1670.1308,2679.4117,-5207.6191,2014.1015,-6281.0492,-4117.6512,-5248.2582,792.6146,-5070.1344,4398.7530,-3387.6140,4122.9188,-1899.0337,-3319.0935,35439.1518,32025.4084,25254.7135,29543.5808,39417.5143,28012.4522,30537.6117,32830.1037,-167235914.6273,-167246417.9362,-167228305.4142,-167223691.7349,31264.0965,-167220385.4732,0.0000,-4684.6184,4366.6158,1115.4557,4547.4102,0.0000,-2754.8968,0.0000,-3344.0953,-1959.8987,-2697.8405,1127.6350,-5286.5905,-439.6502,-647.1422,2034.8959,3251.4723,-5297.7882,2215.5022,-4534.0250,-1099.5293,4410.7764,1213.3706,-5277.9486,-1441.8645,4028.1281,-3621.6075,4017.2814,-1195.4106,5403.5817,5444.8939,1142.3722,-2576.6553,-3950.8602,-3210.0099,-3908.1955,-235.5612,-1367.0664,2825.4299,822.7069,0.0000,3002.9808,6068.6883,-2734.6575,-712.4432,710.5305,-3423.4095,-1990.9654,-2157.3146,2371.3023,3856.5903,-2943.2449,4566.2092,3864.6916,3203.5994,5326.0313,-4468.8550,-4522.1664,0.0000,-1349.8781,5548.4203,-3855.4093,270.4242,4072.8806,3700.6042,743.2064,-5048.8295,-4704.3649,6834.7731,4671.9709,4363.1925,-1320.8234,4593.6784,5370.4694,946.7006,-5173.7493,-3921.1700,5522.8525,-2447.0148,1295.4155,-3540.7311,4520.7828,2660.2261,-5131.4490,-308.1389,-1720.3754,4278.7695,5495.8265,-98.5251,4524.3048,-2771.4750,5510.0868,2452.5854,4874.9770,3837.4216,2260.5149,-5455.1821,4464.0745,1195.6410,4657.0008,152306.6784,144930.7311,150405.0454,150158.4599,154078.5916,148618.9376,140595.9216,150161.3861,-31424587.7313,-31443368.2663,-31439879.8425,-31433175.3804,149214.9344,-31431972.4525,
