sl_100_86400_20311212 Coordinates.csv
2031/12/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:18 2024,
Start: 2031/12/12 07:47:00.00, Stop: 2031/12/13 07:47:00.00,
TIME_UNITS,STARLINK-32265 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-6082 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-31710 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-4505 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-6082 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-31710 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-6082 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-31710 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3720.0069,389.0554,4008.2895,5199.7808,-5579.6011,1438.1063,-657.6864,3768.7432,-3218.9333,3717.3664,6142.6973,-2373.3294,-4965.9356,2843.3588,-643.8858,4499.3760,-5634.3720,6244.9736,-1114.4344,5215.8651,-6361.0862,-1992.0574,5180.6841,-1928.7820,2438.6027,-1856.3811,-4173.1794,-1224.6649,-598.7999,-1468.7745,1377.4950,365.6760,6065.5391,3936.7176,-1677.2288,-2346.9364,-3340.2662,310.2293,-4809.5000,-4831.6775,-5572.8730,-3839.1879,-6033.7915,6206.0685,5373.3806,5323.1180,-2375.3471,-3501.0392,3326.5610,1376.5074,-4538.3115,-5708.6954,-6254.5631,-4695.7784,1913.6433,1945.2183,-6010.8874,-2239.6949,0.0000,-5117.9904,0.0000,-1386.8798,890.3145,5970.6677,-1314.1396,-1594.9824,4129.7989,-6158.0324,6902.1135,4868.7070,4831.8732,-4968.7550,-6502.3109,5722.2046,-3780.4391,2635.4653,4834.9684,-6069.6351,2654.6941,-5462.8320,-4266.7889,-1855.0446,630.6420,4184.7186,-6826.6471,6490.5231,-3078.3529,-5003.9304,-1828.9613,1680.7845,5090.0575,418.0842,6382.1855,5853.1148,-1093.2755,4523.8751,5741.5956,0.0000,-4156.1764,-2460.7307,-282597.2210,-310571.4818,-298558.1678,-294316.5789,-294433.0563,-296660.7824,-301687.6992,-298618.5448,125542987.5450,125504718.4832,125537732.9220,125546153.7750,-297409.4708,125541947.7968,-1809.6147,-4096.1131,5596.3564,-3847.6957,-554.7774,4571.8431,5695.3641,-2758.3656,-6043.0633,-2640.7112,789.2825,5763.8241,2011.3182,6073.3115,-6256.6580,-3401.7602,-3291.0993,-2340.9049,5060.2596,-3059.4268,588.9208,-4700.2142,4031.3610,-2477.1918,6277.0993,5077.5503,1979.2291,6500.0231,-5380.8065,-5135.3931,-6689.8231,6732.8478,2536.5779,-4780.3400,-4715.5347,-4288.8619,-5550.5042,-6891.6266,-4232.0615,3443.8581,3779.7859,-1808.8752,-2899.3377,2507.9120,-1236.0307,4056.6892,-3499.2212,4566.5275,-4907.0753,-4894.5158,4819.6591,-2674.9126,819.4711,1432.2133,4394.4064,-5542.2383,-2282.2268,-4197.4768,0.0000,-3879.3167,0.0000,4953.4431,-6377.0206,2711.7047,-6405.2915,4764.9505,-1803.1829,-2716.0203,-540.4749,-3890.7276,-3201.4834,-3126.9893,1104.4019,-3505.7425,3059.5357,-845.3719,-1876.8401,2882.2579,4426.5187,-3291.6701,-4458.6036,-5209.4874,4664.9710,3123.9714,1323.0702,1492.7202,3501.3996,-1448.0303,4180.2907,5446.3760,2402.2856,6195.5155,-1931.9468,-3381.7296,-4988.5454,-1377.7469,1398.4302,0.0000,530.2263,-3461.9929,185927.0491,203760.1498,183748.6072,187755.6460,197089.2174,192815.3715,189608.9489,188413.6123,201141915.0013,201140385.0906,201120192.3016,201119273.2830,189319.6713,201124994.5901,5500.0102,5381.9017,574.0472,2156.5712,-4035.3653,-5029.6901,-3873.8416,-4662.7411,734.6225,5004.0766,-3072.7635,-2686.5375,4322.8298,-1565.9352,2690.5615,-3948.4361,2253.9827,1778.5753,-4643.3246,-3201.1704,2407.8778,4370.1778,2029.1948,-6204.7747,1281.4399,-4202.6039,-4990.3521,896.5352,4310.8991,-4419.1828,-1258.1656,1544.6804,1510.3805,-2325.5678,-4644.3307,-4876.0498,2257.1248,-343.5793,-1698.3218,3447.9342,1529.7011,-5465.3182,-1646.9416,-1112.3999,-4142.1946,-1410.9467,5426.7797,-3670.8020,3367.1658,4697.9606,-1541.5393,-2552.5094,-2822.3875,4757.9497,-4906.8509,-3656.8171,-2621.3160,5026.8045,0.0000,2574.4620,0.0000,-4532.6706,-2609.9213,2295.1996,1975.2844,4596.4938,5123.9953,-653.6824,-474.8888,-2972.1966,-3801.9075,3619.6580,-2115.8803,-1294.7929,4937.7462,6360.4140,4536.8827,865.8629,4571.5212,-2443.3503,-2983.4658,-4114.4038,4958.9868,4528.7513,402.3974,1682.3916,5056.5398,-4521.3463,5106.1967,-3920.8600,-4054.8532,-3075.4951,650.2888,1644.8340,-4699.9612,4998.8450,3082.2468,0.0000,-5460.9928,-5423.9487,-111695.6096,-118859.6091,-112511.1403,-115983.7447,-109804.0070,-114077.4329,-123551.9905,-113862.7804,-72797263.0807,-72810988.7982,-72801939.9830,-72787647.5124,-114829.0742,-72785861.3624,
3600.000,-1520.5721,3890.0736,-4369.2540,-1274.1844,3988.9063,-2707.9824,-2178.5691,-2229.8304,3935.5402,-2600.9331,-6678.9912,-1513.2356,1920.8697,94.9878,2469.3339,-224.7963,5173.9802,-5251.3410,-2846.5351,-1039.7022,3137.0565,5055.2049,-5900.4561,3176.5950,-3703.2141,-2460.8525,3722.0321,-1334.8478,4203.3264,4801.6195,-288.3947,-2244.8715,-5834.7633,-1464.9731,5518.8648,5397.8615,3982.9762,1414.1499,4067.9758,640.6628,4179.8688,4751.6174,6187.3397,-5748.2120,-1827.8192,-5273.6045,5924.8514,-1028.4811,1180.1900,2597.2656,628.4221,4730.0512,3586.3222,5026.7485,-4594.5489,-426.9501,6869.5440,4574.3727,0.0000,4413.0226,0.0000,-2941.4194,-772.7398,-6792.1133,3127.6773,-2924.9967,-3772.4213,5455.7106,-5223.9211,-4032.6873,-1194.7609,6600.0648,3681.9699,-3924.5032,6661.9234,-4078.3719,-1059.0374,2785.2997,-5532.1726,6240.2340,2321.0618,4253.1647,-3881.2862,-5542.4568,5386.7600,-6433.0685,-1354.5032,3357.9131,-2862.4584,-3713.2350,-2366.1515,-2746.1679,-3039.0299,-3163.0629,4732.6026,-4853.2916,-6239.7764,0.0000,2730.5195,5322.0035,-318696.2485,-350903.0561,-337526.9115,-336801.7195,-332385.9497,-333691.3007,-339268.3290,-333869.9371,69187753.9617,69147931.1004,69188871.3512,69192978.0035,-334817.5173,69186011.9945,5476.8254,4865.7350,-3023.5561,4908.7035,-3356.6757,-6363.6711,-6526.7501,6206.3756,3346.9524,6119.0708,1697.4466,-3845.0754,-5066.6168,-3439.3186,6087.6541,4129.8364,-331.8070,3632.3034,-4940.3590,3974.9566,-2904.7699,4434.8211,-2484.2647,-2001.0869,-4792.8807,-3413.2860,-5531.0615,-5145.5255,3346.5370,4636.0713,4348.3576,-4323.1309,-242.3037,5638.1280,2491.6201,4072.9494,1889.5442,5586.8168,-385.3500,-4076.1630,-4705.2094,-2400.8708,1182.1529,-215.3408,3746.7389,-404.8384,1926.4179,-3968.8942,4892.7265,5333.2138,-5130.4030,-1558.2771,-3589.4151,-4538.1616,-523.4513,6885.1785,150.7175,534.6292,0.0000,402.8130,0.0000,-3205.5795,6461.8396,-709.1476,3144.1490,-5154.1685,5407.6304,148.9301,2689.1418,5421.9340,4982.7337,1920.1397,-2798.3111,4518.8651,-1940.0712,4403.4181,4201.3264,-3856.4180,-1342.4929,1591.0730,5842.6727,5421.6401,-5458.7846,802.0830,-1261.9890,974.3855,-4556.4005,-2681.1535,-3926.4079,-1832.8408,714.9411,-3275.7953,3506.9875,2621.8325,4163.9011,4602.7635,960.0784,0.0000,-4731.4530,42.9108,110685.7025,120297.6715,103808.2996,107461.8401,117387.7808,107454.3785,109876.5392,109978.7334,226837443.1257,226826577.7899,226813860.8096,226821933.1200,109117.8406,226821144.3510,-3895.4799,-2687.0803,-4422.2619,-4569.4114,4518.1106,574.2271,686.8254,-126.0591,-4559.1380,-1317.7334,-525.3178,5371.1752,-4261.4706,5958.9335,1912.1709,5491.0159,-4568.3284,2614.5150,3968.3572,5456.6151,-5329.1945,140.1536,2489.3143,5838.1719,3203.7031,5388.1953,1307.9912,4028.9629,-4378.5789,1848.6809,5400.3679,-4920.8443,3370.5615,-3135.3973,3139.8060,1376.6054,-5265.5404,-3813.4810,5205.7635,-5493.8145,2833.1932,4405.7578,-2806.2580,-3603.7168,5478.8180,4322.3455,-2941.0818,5440.5324,-4611.9498,-3599.2410,4402.3288,4618.8172,4677.7624,-983.1948,5051.7259,-524.0322,-985.9964,-5180.7900,0.0000,-5324.3556,0.0000,5284.8047,-2420.1799,1287.6702,-5203.0432,-3372.8354,-1787.8895,-3996.8520,3681.3236,-1421.2821,4652.6611,596.7385,5141.9451,-3304.7945,-93.8703,-3506.1855,-5372.8096,-4828.1512,-3907.0815,-2277.6139,-2729.0755,13.1427,-1411.3462,-4069.5513,4227.2330,2183.5983,-4987.6965,5381.3989,-4840.7734,5527.6941,6470.0871,5438.5875,-4838.8218,-5618.5027,2884.0550,-1648.3524,2140.8249,0.0000,4172.4973,4359.5291,-112290.4710,-119686.0317,-113877.9876,-115986.6653,-110667.9756,-113617.7150,-124074.3719,-116630.5008,-72766332.8774,-72780958.0191,-72768067.3730,-72748745.6042,-115360.2275,-72754138.7779,
7200.000,-245.1895,-5387.2824,4038.0970,-3291.8230,-1923.5858,2392.9108,3963.2939,-1227.3964,-4179.1845,330.1795,4519.2509,5513.1207,1047.4884,-747.5296,-3639.4075,-3859.8811,-3712.7703,1613.7611,5567.6366,-3428.8777,1007.0151,-4817.3954,4242.2692,-4693.5758,4102.7232,6065.9874,-1537.6720,4297.2015,-6619.1751,-6060.7324,-2581.3949,4499.5362,2439.0808,-3106.9013,-6786.1442,-5746.5302,-4289.7643,-3598.2926,-1884.2047,3700.4668,-455.4928,-4782.5498,-3868.6963,2492.4029,-1546.6908,3816.6918,-6712.7006,5264.8262,-5181.9385,-5241.5754,3983.7543,-2510.7860,-212.9572,-2947.4499,6154.3954,-1415.2475,-5211.2946,-6136.3321,0.0000,-3278.0164,0.0000,6285.1932,-532.5101,5256.9059,-4877.5374,5628.5082,1903.6236,-2145.2901,1839.5216,1056.4472,-2354.7257,-5263.4930,217.7412,-403.7809,-4938.1279,4479.8544,-2261.2402,2308.4463,6709.0919,-4003.5655,515.2730,-4614.5875,4800.8061,5622.3796,-1389.0368,3661.2381,4589.6911,-1749.5415,5953.3667,5578.0897,285.8503,5273.6005,-2336.9851,-1408.5047,-6428.6586,3281.9927,2208.3460,0.0000,-1312.8652,-6478.6424,-335455.9500,-369145.4849,-354990.4809,-355481.4563,-349337.6841,-350085.8779,-355886.3719,-351756.0671,8088453.5496,8049564.0952,8095692.3685,8086983.6359,-351046.6072,8085801.9299,-6878.6732,-3491.9448,-1301.9190,-4811.7291,6285.8814,4991.7014,4857.3184,-4391.4503,1135.4847,-5818.8621,-3613.0045,1180.6107,6671.0858,-2267.8885,-2640.4260,-4587.8431,4274.4421,-4053.8166,4044.5869,-4561.2309,5204.2800,-1176.3130,-903.7304,4677.0426,616.6681,1629.4766,5687.3848,530.8339,-1051.9170,-2806.3409,-746.0040,568.7590,-3254.7619,-2578.5956,68.4258,-2376.7327,2728.9743,-2063.3142,5418.1983,4406.2805,4272.4930,4957.2174,1822.6649,-3234.4468,-5881.3304,-3935.1946,-333.7486,2982.8131,-3741.2795,-4537.3000,3975.7748,5519.4940,5914.9704,5074.7433,-2522.3867,-5179.0435,2255.1533,2384.8318,0.0000,3792.7395,0.0000,1446.7447,-3462.3473,-1893.5793,1311.4842,3823.1693,-5891.5312,3614.2737,-4767.3307,-4761.0165,-5945.6627,366.9847,4760.2662,-4079.9562,-554.4485,-5109.2717,-5925.7743,4129.2412,-1453.4185,1595.0504,-2104.6288,-3087.0486,3707.6904,-3890.0150,2043.1117,-3607.1620,4879.6121,6077.5838,3198.4627,-1765.4104,-4758.9923,-152.7175,-4335.9252,-2453.0872,-2520.1183,-5363.7113,-3398.5037,0.0000,6751.4436,2291.8218,29059.4932,29528.0183,17531.0230,22864.2946,30671.8383,17811.9361,23310.8528,21313.6724,237063961.1071,237043885.4322,237042315.7589,237054236.3729,22233.4462,237047787.4118,-300.3433,-2194.3349,5443.3427,3535.9950,-2119.7850,4183.1272,2910.6148,4756.0165,5346.9857,-3465.3756,3769.4948,-3780.7242,1373.0206,-6464.6386,-5165.6478,-3382.6591,3945.3981,-5355.2834,-1002.4357,-3774.4445,4298.8367,-4550.1901,-5336.2080,-2111.7182,-5464.5701,-2723.0341,3376.1330,-5086.1154,1741.3075,1832.8580,-6410.0525,5214.8510,-5390.4333,5226.9046,698.7909,2983.1181,4599.4426,5511.1879,-3322.0723,3739.2071,-5411.8483,-611.4343,5395.7808,5408.2575,-3248.4353,-4089.6451,-1515.9189,-3154.7546,2383.4537,249.7966,-3814.0546,-3080.7744,-3568.1852,-3525.1116,-1665.0018,4350.4237,3980.4579,2154.1810,0.0000,4763.1645,0.0000,-2319.9537,5986.2951,-4142.8317,4593.5343,-428.9444,-2892.4878,5287.3297,-4700.8850,4875.2396,-2672.7000,-4453.9787,-5030.0021,5457.6340,-4845.3426,-1437.4323,2700.6451,4845.6906,701.9623,5286.3224,6493.2169,4069.0937,-3176.7203,1054.1260,-6518.5920,-4563.8260,1582.9410,-2748.1850,1147.4544,-3689.4412,-5044.1691,-4493.5373,4532.7713,6346.2196,650.1657,-2818.8020,-5301.0426,0.0000,-101.3991,-420.5052,-112917.3965,-120466.6692,-115630.3631,-113911.1944,-111836.9238,-117741.9317,-123996.7266,-114528.7904,-72734578.8508,-72750748.6383,-72732302.8522,-72713472.8101,-115879.6724,-72722382.0863,
