sl_5_86400_20311207 Coordinates.csv
2031/12/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:27 2024,
Start: 2031/12/07 07:47:00.00, Stop: 2031/12/08 07:47:00.00,
TIME_UNITS,STARLINK-5241 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1742.0211,-6278.4316,-6347.3985,214.1518,-994.3617,-343314.4684,-369969.1992,-358662.7487,-354101.5685,-353431.9015,-356017.4100,-361297.6014,-357028.1582,126319718.1774,126283161.4727,126313776.5945,126295273.3530,-357067.5155,126304417.0001,-4346.5173,-1893.5828,1867.2789,-6022.5638,5573.8006,-171493.9684,-163126.8966,-182250.5261,-178617.2033,-169314.2271,-173360.5927,-176144.2562,-177777.1346,193935351.1868,193932359.0391,193917033.4137,193936504.8142,-176794.1793,193927852.3947,-5055.5198,-1720.3610,-1868.3850,3359.3080,3609.5375,5818.6777,2894.8619,8326.2634,4855.5134,11027.8239,6732.7977,-2725.6395,4458.3836,-76355746.8342,-76322783.5929,-76347943.3360,-76345829.2450,5999.7665,-76344476.4012,
3600.000,2781.1967,6012.7768,3207.2140,1558.9729,-1348.6327,-290799.1463,-316935.2029,-304147.2302,-303114.7165,-297877.6359,-300038.1594,-305373.2128,-301139.3451,71804589.0119,71762636.0880,71801906.5482,71778819.3992,-301015.5520,71788306.5873,3800.2127,-235.7374,-3271.6857,6659.2895,-6448.6594,-252123.7323,-250096.9447,-265875.6888,-262296.4716,-252782.5140,-262536.8638,-259672.7744,-259707.6566,220073437.4614,220065260.9686,220059654.4366,220067221.3847,-260807.7372,220065765.9518,5016.5776,-3126.4745,5113.2898,922.6255,1317.3024,4267.0561,1290.6613,6267.9439,4130.1610,9471.1021,6529.8695,-3948.7874,6140.3476,-76326521.8254,-76296426.1114,-76313989.6535,-76322206.1236,4772.1045,-76316856.8805,
7200.000,-5951.2080,-2513.4014,1190.6862,-2922.4234,3268.5093,-219884.0221,-243802.3958,-229979.9889,-230025.5558,-223230.7416,-225090.6024,-230380.6831,-225373.1604,12368099.2990,12322721.2707,12364633.1551,12348014.3666,-225665.0799,12351002.7592,-3034.8047,3193.2629,4674.8785,-4202.9566,2946.5404,-317691.2202,-320980.8824,-332356.6890,-326989.7263,-319736.8884,-332477.4348,-326502.9841,-329298.0594,231204478.4382,231188690.0377,231196425.3062,231191710.0151,-327993.1145,231196121.9157,-1678.5451,5416.0464,-4899.7121,-4636.3508,-5084.2704,2728.9768,-284.1089,3808.3350,5496.7585,7596.8731,1701.6134,-4583.6570,2295.0123,-76296636.6647,-76270357.2929,-76280423.2443,-76296162.0944,3544.0345,-76289203.1306,
10800.000,6159.2052,-1405.7725,-4334.9382,4346.9994,-4713.8133,-134654.9869,-155246.4141,-140963.6278,-141098.5890,-134171.7129,-135450.4285,-141050.8861,-136389.4235,-47935741.7526,-47981726.8882,-47943613.6065,-47947182.0954,-135877.1488,-47953253.2899,1309.3016,-5733.6615,-5163.5403,15.1824,2166.6543,-364227.9983,-371220.9566,-377329.0533,-371440.9408,-365992.0787,-378922.1709,-372431.9822,-372679.6649,226562661.7277,226537719.7264,226558906.0984,226550652.5350,-374045.8811,226553257.3928,-2797.1827,-3335.7464,1330.2743,5353.1458,4260.8929,1223.4564,-1827.9240,1277.5863,5942.9466,5422.6336,-2505.7637,-4616.3940,3301.3158,-76266235.8630,-76244504.0677,-76247927.1484,-76264646.7356,2315.6565,-76261515.1513,
14400.000,-3885.7545,3623.5411,5054.5376,-5312.8885,4331.0662,-39909.2092,-56950.7467,-42922.5042,-43418.7986,-36257.4172,-37215.9009,-42924.5375,-36596.4668,-104992011.4358,-105035330.9947,-105006181.4050,-105003684.2643,-37436.7563,-105009411.2451,1765.0064,5538.4643,3447.8559,3520.3181,-5124.7781,-388886.3098,-397579.9306,-397864.0717,-392561.5394,-388725.3014,-400676.8972,-394545.9245,-397426.1441,206458196.7291,206423697.1700,206455638.9883,206452079.5653,-396024.8298,206447626.4956,5395.6412,-1471.4449,3120.8282,-2655.8103,367.3569,-206.4529,-3339.0500,-975.1702,5663.2140,2959.2088,-5770.7566,-3999.7707,269.5557,-76235495.1086,-76218809.7743,-76216759.6638,-76229520.9274,1087.0705,-76233792.9428,
18000.000,1007.9936,-4105.9764,-4136.4446,4472.4594,-913.5347,59386.2083,44758.0255,57726.9139,56552.8729,64455.7980,63172.6608,58088.2570,62220.6042,-154905643.1229,-154943022.4626,-154925942.1372,-154924540.6459,63320.3269,-154922414.6927,-5167.8432,-1833.7777,511.4073,-4953.7400,4730.7022,-390050.1974,-398355.7878,-392691.4712,-388779.8805,-386737.0192,-396898.6322,-391353.4468,-391244.3495,172256629.0758,172213389.9980,172251795.4026,172251029.6840,-392539.8407,172245050.6569,-4443.9865,5062.8619,-5469.4673,-1771.9954,-4690.1653,-1425.6397,-4815.4600,-2675.3586,4865.1908,236.4073,-8264.6179,-2656.1510,338.4317,-76204609.8891,-76193229.7093,-76186905.8523,-76197482.2791,-141.6228,-76206036.5050,
21600.000,1145.1107,3839.4179,2820.5435,-1268.9618,-3981.6037,159779.5389,143318.2372,154452.9890,152420.0899,161726.2799,159283.7318,156478.5048,161337.7313,-194267332.7947,-194295939.4974,-194291877.7150,-194291648.1628,159915.7799,-194283104.9730,6770.9662,-3218.8114,-4752.8564,4535.9782,-2529.5763,-365930.0727,-373497.6035,-362266.2177,-360236.0018,-360866.9675,-368072.8310,-362804.3557,-364937.7998,126286132.1933,126236102.6798,126276218.8076,126275088.0881,-363839.6874,126273937.9104,527.4779,-4569.9583,4077.1209,5036.6904,4775.4951,-1651.3821,-6254.7396,-3696.5187,3657.4196,-2515.0431,-10095.6380,-636.4385,-1664.9000,-76173782.8311,-76167727.9719,-76158232.0241,-76169268.3040,-1370.3229,-76178245.8379,
25200.000,-2568.7471,-2791.4132,-1428.4659,-3083.1372,6690.1040,250052.5003,232358.0506,241065.0431,238106.8403,247642.8526,245029.2395,247871.8466,244581.7107,-220386429.3730,-220404243.0276,-220412297.4838,-220410905.4261,246145.6716,-220401073.4190,-5193.4821,6166.9937,6721.7072,-3504.7033,247.1837,-309703.6325,-324614.5888,-308682.8894,-308690.7027,-313888.0730,-316157.1708,-310809.4519,-310960.5145,71679059.4716,71625073.8151,71662554.9935,71660683.1614,-311794.2468,71666773.5796,3713.3667,351.8687,68.4310,-5089.7330,-594.3647,-1086.3211,-7653.9681,-4094.1698,2099.5853,-3240.0874,-11319.5535,-841.8734,-2684.0077,-76143210.5779,-76142275.2103,-76130571.7437,-76143633.0855,-2598.9285,-76150420.9416,
28800.000,3950.8879,199.5908,-708.7069,6194.0542,-4892.8001,319019.0461,306109.6724,312098.2746,308212.4886,315494.0325,315009.3451,320961.2993,318206.0139,-231474894.6178,-231480951.1533,-231498879.6782,-231494595.3606,316479.2523,-231488557.7262,1197.4418,-5364.2576,-5404.2319,2412.6351,2018.7309,-233055.5786,-254877.2414,-235475.1004,-237373.5026,-244137.2998,-244494.8254,-239178.7113,-240252.0910,12158531.5448,12103952.9717,12135429.2480,12135010.6815,-239772.3838,12146672.9833,-5517.2181,4130.1921,-4192.4451,1855.9522,-4146.3474,-1509.4291,-9009.5603,-4090.9042,224.8779,-1873.9130,-11954.6007,-5670.6585,-3565.7773,-76113071.0544,-76116846.9957,-76103761.8482,-76119536.9701,-3827.3385,-76122561.8162,
