sl_100_86400_20310207 Coordinates.csv
2031/02/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:19 2024,
Start: 2031/02/07 07:47:00.00, Stop: 2031/02/08 07:47:00.00,
TIME_UNITS,STARLINK-3335 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-4485 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-5999 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-4485 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-4485 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5750.0420,4764.2272,-755.3387,6454.1143,2627.5882,4562.4013,4498.6431,536.9463,5878.1736,-1573.9902,1997.4517,-6182.9809,-3703.9089,-4428.9937,-4811.3613,-1659.9534,-5733.5150,-6576.4327,3884.8544,-5254.1042,2908.0034,4427.6927,4302.5627,-3178.1011,-3674.3326,-3702.3892,-3825.0720,-2856.1836,6635.3654,4667.3582,2955.4351,4015.4828,-4171.0855,2301.7286,4872.0165,3403.2087,-3506.3772,-721.1039,-2009.7763,-4713.1128,6619.8266,513.8470,-3424.4571,-3782.2692,6484.3763,5088.9044,-1013.3184,6500.9006,-5876.6211,2374.9448,-3219.9215,-2641.4338,-2346.2044,-2264.5085,-5728.7949,-5852.4625,0.0000,-5227.5958,6291.9306,0.0000,-3599.4159,0.0000,-1112.0559,289.1547,-1599.2901,4069.5891,534.1094,4224.8487,2526.6279,-4961.2208,-4643.5911,5959.1536,-3104.0635,-4401.5762,237.8362,2131.3593,-5097.0090,6640.6131,3915.0709,-1270.3261,4216.1274,5377.5079,-6361.5816,-3126.4271,-3979.3526,5589.1038,1425.8256,-5700.2648,5482.4966,-2405.8270,1867.7177,5561.6664,569.3135,-555.3228,-5101.2388,2060.9545,2672.6661,-4432.4114,1394.2694,2072.0916,185561.0973,157795.0474,182288.8173,180478.0167,172425.5190,174038.3460,174977.0124,176331.9647,-139962741.2979,-139982916.5058,-139960709.1693,-139956993.8830,177155.3988,-139945359.6385,-1118.5280,-4210.9308,4073.0427,2517.7424,-3834.2523,58.8750,622.2317,-5487.4097,3063.1817,6390.8626,-4940.7590,1371.7507,2516.4020,-1890.7908,2850.7710,1954.4986,3778.2489,1457.2940,1423.2394,-1640.9686,687.5997,-4829.4933,-218.7354,3327.9071,-4326.2725,1848.7024,-1538.2972,-4561.3732,-1695.6506,1383.2941,1980.7558,1287.6187,4428.6740,-3445.1235,-1743.4159,3713.8327,-2036.8060,4247.1790,-4785.9504,4383.4191,-1041.3083,4041.8177,4075.7408,-770.7427,-2125.9046,2689.8919,4705.7141,-704.7354,2979.7516,5752.2945,-2867.8542,-4455.7751,-5444.7619,-5955.8145,3473.2818,3048.8519,0.0000,-3925.1436,-201.4728,0.0000,-4948.5209,0.0000,-4548.2755,-5435.7690,4274.7570,-2631.8610,6251.2854,1428.6718,-3266.9259,-1489.0438,-2470.9964,3274.1677,3728.0354,43.6645,-4891.1250,3528.9652,-42.9734,849.9952,1906.1647,4397.8422,4414.5899,1955.8287,-1112.3081,1734.3201,-3160.8242,365.4176,-5062.5928,2581.8726,250.7536,4776.0633,-6608.4302,-1503.8991,-5030.5785,6849.3138,2417.4168,-3989.4251,3273.9765,2310.7807,-4343.2783,-5389.3899,-331241.2180,-349102.1734,-349610.2641,-344561.4572,-340944.1298,-344318.4447,-350629.3466,-348635.2764,-101034226.9969,-101050049.9886,-101033158.1822,-101024219.9746,-347354.8782,-101023587.8707,-3699.7951,-2663.3479,5500.3644,-53.2769,-5078.7868,-5134.8326,5109.4134,-4129.9607,1960.4445,1643.2926,4222.2446,2559.8979,5279.2631,4853.1265,3972.5687,6431.0031,422.0446,1561.9472,-5494.7674,-3778.8300,6262.3384,2218.6311,5201.4217,5134.9538,3507.9716,-5409.3036,5466.7615,-4155.5217,-816.5879,-4853.7725,-5943.7744,5460.0190,3161.0721,-5525.3307,-4462.9956,-4691.0625,5334.4624,5381.6267,4534.4531,2536.0500,-1561.3711,-5441.2605,4421.8778,-5763.4926,1137.0472,-3869.5241,-4990.4549,-2222.9591,-2138.0785,3089.6209,5219.0864,4569.6014,-3540.1378,2405.0631,1694.4905,1016.1541,0.0000,1382.1531,2890.6464,0.0000,3127.8715,0.0000,-4678.2772,4284.2541,-5180.3538,4843.7646,2528.6948,5262.7572,5419.4894,4571.0583,4150.8232,1351.9533,4737.5815,-5304.1604,4530.1119,5499.7377,-4585.0472,922.6756,-5314.3858,5247.7578,-3161.5243,-3811.1191,-2466.9635,5907.0587,4694.5103,4071.5517,-4486.3538,-2965.1665,4227.5120,-4231.1087,-204.0206,3810.6552,4691.1418,863.8690,-4017.9975,-5205.0163,5177.7645,4655.1015,4894.6680,3825.6222,80932.5441,75347.1405,81830.2734,78871.1865,84706.4015,78989.8426,70547.7497,80270.3968,-39977330.1375,-39994742.1665,-39992206.1725,-39975934.5695,79322.2210,-39978768.0118,
3600.000,3520.5654,-3690.9590,-3191.5730,-6055.5488,1927.5891,-5764.3294,-6082.4537,1566.8801,-6620.3015,-1529.5549,2742.8292,2658.4155,2802.3105,6728.6350,543.9726,333.5814,3632.1252,5682.5504,-5294.6051,4622.2834,-1356.5078,-2628.7783,-4969.3514,1763.7024,5799.9347,2112.3650,5112.0943,5355.5182,-4204.2318,-6673.7613,-2030.6069,-5780.7440,2308.6721,1369.0844,-3731.7391,-6148.8993,5182.5563,-2699.3868,5456.3595,5877.9768,-5598.3600,-5028.1255,1150.9254,6683.2134,-5064.8095,-4961.4556,-2057.0455,-3658.9625,4647.5759,-3997.1640,6470.7878,5870.9478,170.1139,3923.3153,4506.4272,1917.0439,0.0000,5436.0703,-3992.5648,0.0000,5292.2439,0.0000,4850.6503,2840.5614,-2863.6443,-3537.6580,-3353.2440,-3936.4403,687.8511,6237.4425,4759.5342,-5523.4577,1471.1681,2788.2857,4720.1624,-5740.8453,2316.8985,-4313.9309,-6339.3914,-2840.6817,-6311.3140,-3600.8796,6614.5325,-1330.1547,6277.4943,-3971.2384,547.9229,4844.5357,-3947.8795,-2285.5519,291.3551,-5297.0471,3305.0951,-1993.4545,4309.0568,2549.2633,-6390.1091,2067.5955,1775.3578,350.9238,261809.9584,240615.0891,263149.7795,260251.6609,253412.6386,259268.6385,256095.5072,259302.5183,-108947796.6288,-108960206.8514,-108939314.0617,-108941985.7020,258774.9986,-108931080.6882,-2194.9695,5530.1913,-5058.5023,62.1659,4338.6324,3226.2210,2572.8582,6703.3926,-908.1302,-4173.1431,4689.3963,-3312.9732,-5833.7167,-389.3914,-4113.0828,-5787.4999,-4425.7889,-2807.5175,2568.5752,4019.4360,3699.9003,6225.1245,4199.8446,-6366.3383,2897.1515,-5832.4356,-2667.7810,471.5617,2992.4074,1043.1693,2725.1385,2145.2350,-6435.8466,5518.6284,5438.7326,-695.6261,-2708.4194,-5723.6588,3629.2745,-2307.2282,3282.0933,-3045.6346,-6565.9944,-58.3812,3972.4388,1355.5562,-1343.4205,2649.2194,-4891.1571,-5592.8904,540.9377,2833.3587,6624.2132,5055.8840,-4515.7050,-3971.7169,0.0000,1310.2179,3172.3897,0.0000,4190.7384,0.0000,4498.0266,6127.2833,-3883.8431,5750.2529,-5644.7634,3003.1677,6093.4911,-1889.5320,-2736.5928,-177.4767,-6583.0805,-4241.2185,3880.8462,-1435.5431,-3717.5579,1832.9831,993.5989,-3859.6943,-2654.5604,2009.8815,-485.0160,1666.1380,145.5494,3399.7458,6851.8769,-4898.4900,3550.6745,-4907.5189,5574.1148,4400.5873,5312.8806,-5332.7076,-5332.6800,4229.4392,-1107.3890,-5851.0130,6406.7217,6888.2595,-274395.7107,-297690.1105,-295592.4538,-293248.6158,-285485.6426,-290965.0340,-294789.5020,-290476.5081,-133809858.5275,-133832580.3436,-133810053.7327,-133805518.3192,-291819.2113,-133798235.3648,5535.0525,-1813.4860,-3435.8052,-3372.8605,4969.6547,1857.6559,-1798.9931,17.7483,1766.9057,-5133.2394,-4103.9869,-5358.3349,-2488.7939,-1193.9213,-5474.8066,-3800.1901,3807.7724,2763.2014,3545.5869,-2678.6889,-5722.9143,1479.4091,-1852.1248,-2012.7192,1590.1411,2791.6586,-3711.3241,4146.8061,4566.2774,1248.4504,6025.9584,-3121.0326,548.9500,3901.7891,1756.0241,2997.4639,-3293.9949,-2763.1973,-2162.6398,2828.0923,-2288.8746,3395.2903,-1885.6198,1848.9957,2528.3722,4639.3315,6472.7431,5211.7836,-1571.0838,1046.4123,-1949.5015,-2309.4379,-1921.9921,2332.7946,2656.3536,-5020.1350,0.0000,3651.6455,-4699.6539,0.0000,1299.1876,0.0000,16.5827,-1568.4078,4922.2405,-1220.2086,1633.2902,-4820.8246,-2993.6581,-2315.0195,-3857.1958,-4194.8959,-763.7716,4649.6167,-2698.5085,-3519.9730,5258.9398,-4874.6314,2436.9109,-5062.6141,-557.7676,5484.6074,-1944.3986,-6586.3030,-2924.5422,-4554.0405,702.4103,-632.3548,-4463.2667,4130.5633,-4009.4589,-598.7708,-2934.2866,-3952.5696,979.5421,4766.3031,-1653.2002,-2876.1226,-820.7634,-682.0870,79489.5672,74014.3320,80267.7634,76828.0314,83445.6699,80435.6996,69204.7690,77119.1316,-39981803.6276,-39998260.7822,-39995694.8842,-39981755.5639,78181.3764,-39980112.4775,
7200.000,-1134.9807,503.6487,5089.7122,3838.4409,-5158.7000,4495.1773,4806.9870,-2890.9678,4929.1084,5040.5690,-5967.7382,1675.0674,-1411.2661,-5585.3476,3496.7743,-131.3040,659.2428,-2148.9898,5027.8323,157.9624,1048.0581,-529.9755,3037.4415,-135.3034,-4068.0471,-276.9537,-4771.0051,-5981.6431,-37.1922,5518.9460,2163.1528,5555.4372,757.9630,-3541.4424,1266.0736,6582.4914,-4215.6540,4287.1078,-6532.1357,-2407.7080,2075.0982,6509.9294,1107.9691,-6171.1479,1498.6155,4161.8466,5527.6108,-202.4364,-1419.9906,4279.3521,-5932.6789,-6733.9827,1410.7149,-4132.6115,-878.9037,3593.1113,0.0000,-2641.8857,985.6042,0.0000,-4729.0609,0.0000,-4632.0215,-4601.5484,5904.3374,1550.5926,4783.0217,3314.2527,-2679.9353,-5408.4470,-2997.5802,3886.4971,794.9802,-1301.2674,-6357.5592,6823.9456,203.7144,97.8080,5960.2410,5809.0930,5659.3530,1647.0281,-3975.5508,5931.4925,-6504.1771,1925.4896,-2040.8519,-2008.6434,2002.0736,5624.5624,-3387.4601,3011.7055,-5502.5636,4663.9202,-2091.5640,-5568.7648,5594.8117,522.2763,-3452.5671,-2491.2915,321490.7947,307835.5613,327291.4128,321627.2381,317970.7156,327724.9125,320582.4062,323457.7291,-70510900.7596,-70514308.0101,-70496211.5631,-70500644.0006,323850.3766,-70495204.7829,5544.4421,-4629.8379,4562.7391,-3305.2482,-4283.3843,-4439.2324,-3966.0668,-4726.3726,-2050.6103,593.0776,-3171.8119,5105.4588,6531.9313,2111.0844,4975.9561,6834.4403,4076.5508,3771.6979,-4621.3402,-1244.1435,-6623.3133,-5420.8831,-5205.9869,6461.5654,1109.0902,6511.0749,4874.7687,3103.9866,-4328.8931,-2558.2451,-6107.9191,-3915.8858,5600.8987,-5921.2614,-6324.3048,-1871.5446,4909.9206,5148.7662,-1509.7759,-464.4774,-4688.9929,1432.8851,6589.7077,198.7717,-4920.0521,-4894.6889,-981.7279,-4874.6455,5237.3761,2977.8458,1483.2684,-662.5991,-2873.7131,-1040.9324,4279.3462,3776.8026,0.0000,3215.2427,-5814.0196,0.0000,-1093.2277,0.0000,-816.3389,-4735.9344,3240.1822,-5822.3251,1759.1461,-5919.4032,-6039.3321,4070.9660,5999.2653,-3573.7820,5541.4193,6699.5890,-1060.0897,-291.5128,6477.0605,-4824.8212,-2684.8665,3271.1851,-378.4752,-5720.5016,2425.2306,-1673.5888,2284.1722,-6265.4320,-5590.6220,5407.7660,-6334.1945,3744.0234,-2418.9073,-5448.2081,-4117.8630,2233.2757,6046.6901,-3876.1592,-1277.5225,6741.0273,-4083.8017,-5786.3749,-200673.2822,-227004.2470,-222510.5093,-220947.4579,-211588.1531,-218990.5898,-220506.8349,-218703.3380,-157415707.6070,-157443041.4552,-157413850.8140,-157414503.7521,-217544.0163,-157403508.1544,-3999.2885,5068.7040,-899.7140,4718.1132,-1553.4181,2678.1429,-2831.5677,4078.0857,-4399.3546,4494.4251,787.7679,4213.3100,-1842.7286,-3348.7907,3173.8833,-1155.3187,-5508.9708,-5391.0704,787.0596,6549.0854,1810.4361,-4273.3875,-3070.3926,-2430.0933,-5182.5701,1954.5278,-682.4812,-886.4688,-5374.8013,3187.2999,-2443.0453,-1232.4476,-3893.5191,207.0323,2234.0082,698.4863,-1774.8005,-1661.4061,-1632.9028,-6473.1878,4576.3148,1305.4831,-1829.8353,3149.2810,-4633.3324,-2607.5787,-4065.9458,-4892.1651,4293.8081,-4606.3196,-2929.3032,-1426.1432,6102.4044,-5322.0896,-5363.4408,4165.5070,0.0000,-5234.5405,3634.8330,0.0000,-4878.0667,0.0000,4642.0222,-2119.3638,-1512.1563,-3286.0174,-4458.4595,1279.7237,-1700.5467,-1417.4018,10.9676,4487.1581,-3842.9709,-951.4141,-1752.2195,-841.6319,-2234.9704,4723.1952,2096.5002,2020.0250,3860.9830,-3437.4069,5095.2277,3118.7523,-667.6367,2244.2180,3503.6170,3816.0532,1979.7736,-906.5256,5455.9296,-3011.0137,-710.2652,4600.4782,2643.0642,-1091.9535,-3445.9482,-1022.7752,-4038.1441,-2896.2827,78025.3403,72710.7404,78139.7372,78084.3450,81824.5343,76310.2568,68459.0554,78361.2714,-39986146.6790,-40001670.4248,-39998253.3891,-39987193.6667,77034.1623,-39981436.0271,
