sl_100_86400_20310302 Coordinates.csv
2031/03/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:35 2024,
Start: 2031/03/02 07:47:00.00, Stop: 2031/03/03 07:47:00.00,
TIME_UNITS,STARLINK-1458 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-5985 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-5524 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-1057 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-5985 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-5524 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-5985 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-5524 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-589.3913,346.5520,-1886.5887,4017.4960,2311.7023,2825.3167,748.6108,-494.3805,6571.8132,-4308.5155,3404.0624,-6454.1880,460.6587,3048.7083,5278.6719,0.0000,0.0000,6584.7271,6533.6190,3054.2163,-4934.2948,5894.2766,1203.1537,1187.5121,-162.2447,2969.5446,3890.3305,2414.0303,209.1507,-4217.8819,-6847.4352,4101.1223,1605.3972,-3933.7930,0.0000,-3644.2290,-3739.7543,-3636.7116,867.8704,4861.2986,-1063.5991,-5148.4077,0.0000,2216.7668,-559.9322,6274.6019,-4314.6140,5976.0324,1975.9931,0.0000,5434.7450,887.5283,-4105.5317,5972.2237,6906.8915,-3153.3295,6530.9522,3610.2339,-2632.5182,4021.9205,420.6502,-73.2501,2929.5074,2426.8999,5088.7904,-2351.4297,-3979.7894,-6868.5063,196.0383,-3413.8364,5491.7874,4796.5469,777.9845,-628.4802,-5459.1231,586.8782,-2171.6827,4772.3538,3738.9003,802.1115,1781.7158,3891.5412,-5361.7829,2564.0396,4124.0482,4759.5238,-794.3445,-5347.8170,-5473.2398,-3710.8692,5005.9290,-3547.1777,4784.2068,-4617.5071,1834.3365,-919.1068,-4705.0622,-5193.8491,-6231.1319,5743.1521,374689.4277,352167.0661,372376.0357,368771.1177,359919.5480,362770.5978,366006.3812,365911.9539,-87285834.0211,-87306704.3516,-87287932.7491,-87287746.7269,366774.6819,-87289453.7427,-4101.3985,5531.6446,-4352.1562,-1281.9220,5300.6855,3081.8774,6789.5609,4360.9108,-1480.4952,963.9958,-3439.1407,1004.9725,6791.3606,-4612.1195,-3855.6135,0.0000,0.0000,-1448.2697,1250.8496,326.0380,-4641.3751,-696.3671,-6242.2999,-6769.0057,5435.3611,4562.9335,4879.9397,-2293.7197,-6794.5516,1674.0770,-166.0294,-4449.6142,-1884.5795,1269.9419,0.0000,5799.8465,5649.9863,2032.1917,6597.6738,-4821.4306,-5225.0858,-2337.7359,0.0000,5736.9727,6234.9227,793.4536,-419.7962,-3462.4455,-4478.0000,0.0000,-261.5154,5125.5184,251.3965,991.1530,689.1617,4827.9721,396.5350,-1981.6089,6316.7755,-1648.5100,6313.5938,5839.3373,5615.9838,3433.0563,-794.3570,-6511.2079,5230.2861,-60.0767,-4302.6148,-5545.4601,-649.7040,-2562.5108,5967.2094,4254.5287,-871.7404,-4684.8256,4745.8517,-4652.7677,5096.1464,2904.4675,-4838.9660,4710.7952,-3400.7001,-6156.3402,-1171.7505,76.8787,-5223.0289,2354.3841,4036.9954,-5560.7122,1244.8211,2660.0011,4930.9031,-3990.5980,6630.3952,-6192.8566,3981.8570,2516.7787,-3016.2763,3814.7169,95854.1597,72913.6801,84880.4153,88926.4457,89252.4456,86718.4869,81260.4995,85056.6959,-106994617.4490,-107033891.0343,-107004362.4164,-107020433.0076,85139.2690,-107013366.8645,5498.7175,4129.9510,4960.2566,5459.3537,-3818.9258,5501.5381,-239.2803,-5229.2533,1011.2786,-5286.4583,-4914.1989,1128.5055,39.9713,4082.2694,2137.8850,0.0000,0.0000,1341.8716,-1711.9564,-6213.2586,1226.6036,3525.5269,-2745.8080,520.9353,4272.8700,3942.6771,3063.6827,-6051.5291,-1424.5587,5163.4998,903.7946,3373.9731,6492.7631,-5525.4982,0.0000,-76.8698,-1362.3072,5496.2201,1680.2336,952.5443,4312.6958,-4012.1307,0.0000,3134.1948,2590.4708,-2839.5143,-5436.2726,-658.0870,-4870.1285,0.0000,-4159.0632,4547.5265,-5452.8602,-3084.8268,249.0166,-3630.4122,2167.6118,-5500.9058,1070.9754,-5330.0090,2639.5122,3681.8744,2828.3302,-5485.2484,4618.0197,36.6438,1169.2560,234.2620,-5001.6516,-2383.0377,4072.4092,4259.8672,-3373.7292,-5431.3315,4207.9073,-4983.7611,-4359.3274,1837.9563,2773.8521,-6243.3711,4620.1378,-3277.3430,-2621.5632,-1883.3790,-5276.7709,4959.1227,4450.8455,-3686.6362,1198.5672,-1925.3116,-4553.4587,5097.7132,-397.9264,3068.6559,-681.0870,-2947.9299,3084.3456,3231.6009,-221.5025,6.2737,150763.0537,145075.7656,150026.4020,147008.0236,152878.2475,147268.0882,138744.2293,149127.8194,-37946384.0205,-37971520.0743,-37923383.1058,-37948256.3914,147519.0311,-37939121.9542,
3600.000,4687.9868,-3458.0435,5144.0280,-1863.6866,-5110.4400,-5953.3480,-3157.1063,-3064.4412,-4879.2254,1794.6505,993.0747,4319.9899,-3042.5555,1314.9270,-3609.0247,0.0000,0.0000,-5418.8523,-4426.2201,-5424.7894,5401.6452,-6363.1815,1134.1791,954.2728,-3020.3172,-4197.3373,-5903.5201,2443.4552,515.4285,4098.3321,5866.1824,-649.0909,136.1040,2534.7995,0.0000,1138.4865,1636.3683,1041.1150,-3416.5476,-5030.5566,3919.7733,6857.2602,0.0000,-4684.7063,-2296.3952,-4462.9371,6821.6619,-3443.6296,2436.4757,0.0000,-5658.4723,-3840.9406,3967.6430,-3204.7746,-5346.0337,645.5330,-4463.0643,-1305.9083,-335.8633,-1020.2577,-2810.0641,-2876.6575,-3160.1448,-5894.2279,-2016.3277,4023.4588,1221.5009,5053.7583,3995.3954,4685.3870,-2146.7718,-3722.7748,-3145.3930,-26.7766,6501.8905,2345.1500,151.6815,-5501.2376,-5749.2661,-3937.6766,1531.9582,-4968.7238,6652.3522,-368.4501,-3828.8508,-2520.7041,4250.0190,5276.2986,2544.3009,3568.4531,-6777.5407,-981.0526,-4790.3861,6081.5981,-3038.1960,3663.1247,3874.8455,-79.3720,6096.8236,-5365.1372,338094.6633,322030.9043,339254.6299,335678.9005,326388.3763,334062.4953,332457.7823,334687.6951,-56524783.0516,-56538479.5775,-56532385.3750,-56521364.2031,333801.0918,-56527783.7046,3566.3536,-5871.2873,4304.6990,5041.8680,-4631.5614,-673.0763,-4760.3590,-5744.8650,3737.8118,-4732.0530,4445.8718,-3072.0252,-4843.3628,3972.3599,5605.2900,0.0000,0.0000,2875.4852,1408.2984,-3703.9058,2860.8744,2599.0327,6769.6784,5196.9052,-6042.8753,479.9893,-3666.1236,2749.0424,4196.4269,-5146.9746,-1433.8389,2710.1717,5574.7115,-5208.5993,0.0000,-5338.5246,-3774.1287,-5433.4715,-4007.7147,2103.0574,1675.0375,-133.4399,0.0000,-5057.2083,-6188.6521,2466.0450,-301.1665,4667.0751,3788.8197,0.0000,3711.7851,-1935.8392,-4582.6053,2537.0141,-240.6829,-6780.2664,2642.8569,5640.2601,-5604.0230,5073.7643,-3201.6203,-2979.5915,-5782.3431,-1640.0353,3828.1456,4502.8280,-5314.1207,-1802.9284,5194.1074,2239.0818,3571.5438,5641.0020,-2713.3945,-6823.3450,-1992.4748,6269.5233,-6795.4973,2293.7632,-3719.9819,-4837.0818,6272.6112,-981.8058,1185.8794,6673.1374,5185.9178,3916.9565,5100.8461,-4423.5961,-4293.8019,5148.2381,937.0298,-5021.7184,-2319.6602,2709.9198,-4317.6726,3506.3927,-5558.8448,-4075.0227,449.0272,-1492.3451,188336.2336,158924.7857,172421.0477,173487.2031,178153.3637,175328.0245,170560.5654,174417.1852,-125915488.0345,-125956490.9430,-125929391.4450,-125935532.2806,174364.4084,-125935183.8590,-3584.1102,-1201.9422,-1494.9492,-4340.7092,627.0003,-3461.9549,3743.6247,2026.7101,2930.7095,4658.3121,5164.8263,3972.7489,-3696.3850,-5462.5695,1692.5334,0.0000,0.0000,3100.1195,5047.9733,2185.6440,3164.3099,692.1216,-898.9457,-4429.1039,-1517.6056,-5240.4016,347.6887,5837.0567,5501.8562,-2023.1752,3347.3483,-6348.0450,-4163.5894,3734.4683,0.0000,-4144.8034,5546.0101,-4135.6948,-4409.8539,4239.1073,-5384.1919,976.0477,0.0000,426.3110,1531.4843,4682.5309,1291.9662,3797.0442,5219.5414,0.0000,1022.2002,-5418.4469,3128.2145,5414.1444,4421.5862,-55.1795,-4548.7589,3686.4035,-4065.4133,4515.6078,-5379.8994,-5532.2815,2171.6424,3197.6247,-5409.1948,3376.8745,3844.0253,-4298.5090,750.8345,4582.4231,-5469.2964,-1465.6416,5496.1177,1179.1778,-1466.5796,1502.2792,62.9359,3488.7690,888.4915,3014.7625,-2524.4379,4720.3684,-1228.8251,-1829.3973,2137.6742,-5068.8151,-1938.0900,-525.7783,-4777.7936,-3026.2633,679.5430,-4427.9925,4354.3711,1538.9203,4454.7801,4694.8614,1280.2109,-5220.3396,-3261.0218,4054.8964,150703.6869,144611.9475,149453.6877,146081.1365,152624.6804,149647.0166,138439.8273,145881.3610,-37935730.4308,-37964197.6563,-37912938.0427,-37938302.3253,147401.5306,-37931208.1362,
7200.000,-6410.3330,4992.9644,-5635.4968,122.5671,5824.4610,6793.9987,5091.2835,4430.9511,623.7454,217.9335,-4389.3644,1257.7251,5076.0160,-5270.4276,62.9805,0.0000,0.0000,1510.2133,1104.2309,3470.3162,-4074.6418,3870.7801,-3234.5864,-3839.6758,4748.0134,4393.4496,5875.8262,-5478.3083,-2769.4160,-2560.3076,-2434.8665,-3917.0546,-456.6933,-1133.1122,0.0000,2845.4548,2566.1717,875.6613,5520.2923,811.8705,-6097.7440,-5986.2723,0.0000,5364.0716,4363.2395,1903.0268,-5941.7633,-541.4853,-5811.6268,0.0000,3434.5376,6215.7648,-2669.8467,-83.9905,1594.5347,2180.9196,1299.7804,-499.8537,3864.0598,-1224.9523,5258.5077,5730.9718,2476.3836,6818.0333,-718.4934,-5027.0308,3426.7313,-1163.7091,-4609.8920,-5368.0635,-1103.3248,1504.4984,5503.0891,239.6165,-5380.9038,-3666.8318,1911.7018,1680.5865,5596.4412,4305.4250,-3772.5064,5366.5696,-5093.1344,-2385.1713,1998.6160,523.6563,-5764.9658,-2719.3280,1874.1233,-2583.2294,5305.7941,3986.1194,3732.4979,-4595.9507,4259.8239,-5954.9821,-931.2104,4817.3867,-4132.0506,3442.3366,279064.1121,271365.2287,284530.2614,278718.6113,271768.3444,283682.1048,277632.6297,278455.8041,-21924288.1471,-21931191.3306,-21934543.3864,-21922631.0994,279511.4756,-21926270.4189,-2437.7593,4088.4719,-2521.4847,-6890.1358,2327.5306,-1061.7555,649.6321,4444.0954,-4947.5581,6815.4443,-4903.3345,4188.8362,633.4173,-3098.2758,-5292.1175,0.0000,0.0000,-3894.0693,-4655.0086,5106.1292,926.2007,-3546.7496,-4653.8679,-1839.1268,4534.0701,-4734.4238,1043.7974,-3736.6018,-154.0220,5880.8385,3412.5182,-1636.4938,-6918.2105,6788.3098,0.0000,3092.9296,1421.6062,6846.7007,101.5813,748.2858,1596.7747,2277.5815,0.0000,2243.2830,2717.4409,-5555.2291,412.2909,-5104.8114,-2985.1843,0.0000,-5194.9651,-929.6363,6098.4605,-5832.3518,-1783.2134,5293.6057,-5499.1651,-6819.9153,3503.1979,-6732.3205,-682.3031,-53.4383,2678.9517,96.6681,-6265.2726,-661.5475,2495.5569,4059.0229,-1928.8918,1779.5156,-6016.4494,-6356.4057,-877.3449,5800.9529,3848.6248,-4958.0136,4931.9094,558.7246,637.7514,5040.9774,-5703.4862,-2890.9007,1843.8411,-4782.1952,-5920.4190,-6629.2410,-3361.7995,4589.1558,4012.6636,-1744.1259,-2431.9186,5463.8262,-2026.4633,448.9994,160.9550,-187.3668,4832.0733,4204.6150,2923.6221,-2367.4531,268195.8588,234619.1942,249114.1666,248473.7086,255728.3385,252655.3033,248464.7549,252472.5353,-136207700.8098,-136248086.8048,-136228065.1603,-136221383.4309,252497.1713,-136227979.6686,-702.3232,-2498.5418,-3018.3310,429.1635,2929.5426,-761.7153,-4518.5764,2667.7450,-4646.0911,-949.0204,-2060.9432,-4987.8660,4481.9118,3143.7572,-4401.6333,0.0000,0.0000,-5466.3926,-4930.4848,3126.3186,-5477.6577,-4494.2908,3964.1979,5410.2152,-2200.6330,1872.4680,-3583.2839,-1932.2498,-6369.2419,-2496.7538,-5496.2456,5471.5967,-580.6579,460.3045,0.0000,5400.3597,-6258.9488,103.9191,4070.9401,-6831.8532,2708.9322,2635.2834,0.0000,-3734.6114,-4423.6213,-3687.6823,3576.3353,-4672.9258,-2231.5531,0.0000,2832.5001,2873.9042,1499.4076,-3485.1085,-6523.3541,3680.2786,3942.3537,638.5337,4548.9230,-656.3206,4341.1142,3846.3441,-5905.6844,1102.6931,2847.2049,-4719.9637,-5163.3714,5412.7700,4297.0444,-4015.2589,3123.5815,-2272.9700,-4069.0962,3769.9657,-2151.4743,3000.7506,4259.5634,-6691.9828,-4001.7656,2016.3279,-1131.3726,-3305.4493,4211.1471,4398.1889,2662.3207,1761.6159,-1815.3356,4377.5422,5289.8962,6209.9948,3629.4157,54.9920,-5419.3988,-5043.5626,-5446.6719,-3521.3474,-4836.1450,1703.0307,4716.9050,-5488.2630,150569.7498,144159.9093,148319.2870,148394.4601,152008.1639,146461.7991,138726.3045,148766.7304,-37924771.9871,-37956591.2535,-37903800.4490,-37924183.8848,147272.3168,-37923282.3375,
