sl_100_5400_20310502 Coordinates.csv
2031/05/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:37 2024,
Start: 2031/05/02 07:47:00.00, Stop: 2031/05/02 09:17:00.00,
TIME_UNITS,STARLINK-5123 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-11184 [DTC] - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-1256 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-5524 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-3537 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-3651 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-11184 [DTC] - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-5524 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-3537 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-11184 [DTC] - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-5524 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-3537 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4733.2170,0.0000,6643.2690,-6039.3021,-25.1012,857.3631,4219.8582,226.0580,-6890.3667,-4651.5559,-732.9915,-5729.6230,167.5127,-511.1272,959.9682,5146.8175,4092.2566,4053.2796,6173.1266,3359.1406,-4825.9574,-3705.3949,1835.6617,-363.4997,1066.5380,-4239.4223,-5190.8436,-6395.4412,6292.2547,-4133.6480,-888.1795,3668.2632,5591.0182,6549.4331,-5456.4339,-657.6740,-772.3823,-3919.8800,0.0000,-5171.2981,0.0000,1540.1777,-3453.1637,-3543.8862,1896.4216,5658.0262,-4510.5883,-5726.0694,-3098.1216,2534.8850,-6331.5268,6260.0701,-6122.9029,-2870.7509,3140.5050,5417.7603,-6486.1346,-3582.0160,4689.1004,5048.0865,-3429.5474,6190.3514,-1716.8013,-2806.3940,450.6661,3371.5835,6719.0911,-3995.0869,6141.8989,2143.0671,-6535.1649,-4240.0891,103.9056,-4832.7043,5285.3401,-3676.1844,4682.7047,2087.0455,-2996.4150,1352.6990,-4550.6392,381.0890,3783.1195,-4790.6631,1749.2893,-2241.1383,-4094.5563,6300.9538,-3874.4869,778.2191,-4248.8654,-5472.2054,-6020.8187,2569.1696,6611.2349,1278.2312,5559.6239,-3163.9854,5615.5986,-5464.9175,375866.4447,394685.7192,392893.2749,387422.3686,382461.7909,386259.1969,392507.2205,387780.5798,33519404.8526,33526797.3084,33507582.2070,33509712.5228,389522.4542,33503184.3645,4852.6198,0.0000,1075.9372,-625.8839,-6533.8831,-4690.2106,-795.8204,-6739.4118,-808.6889,1905.9575,6173.2572,594.8140,-5878.4083,5689.3011,4990.7596,2159.0550,3172.1230,5365.6895,-695.3754,-4068.3989,2380.1823,4238.5884,-6621.1185,-5073.3075,6256.8583,-261.5558,2746.0359,1795.2133,2810.5625,-1834.5974,-1161.7518,-5719.7326,3864.8904,-875.3730,-1400.2766,-5066.9146,-5643.7542,-1718.3683,0.0000,1935.2671,0.0000,-6136.5518,-5398.0727,-3823.1085,3959.1991,-3120.9954,5027.2426,2803.5816,-4142.2316,-5528.6480,-1126.1307,-1540.1490,3029.3740,-4398.3422,-4282.8835,-1908.5439,1922.3582,3097.4495,2140.9084,777.8057,3185.9605,624.4985,-4794.3233,4852.2565,5020.0629,3812.5079,347.3427,-893.4902,3146.7423,4924.6656,-951.4471,2637.7227,-4077.6478,2852.2084,-4239.0432,3242.5420,4060.5322,6061.0407,-2850.9514,-5814.8987,-326.6397,-4441.5250,5526.9030,4330.5518,-4280.2996,3972.7901,739.5256,-1072.7364,5233.1387,5755.7830,2604.5272,-2801.5026,-897.9721,-225.2608,-652.9951,-5947.7300,1520.0241,-3772.5026,3333.2077,-690.6735,-17256.0823,-37777.7865,-17322.5807,-18272.4992,-25705.2494,-24412.0965,-24502.8328,-21693.3897,-73799146.3577,-73832371.2696,-73816506.7495,-73798668.8378,-21814.1149,-73791340.1255,1445.8412,0.0000,-1457.5039,-3279.3998,2211.6410,-4955.0945,-5240.8189,-1586.1613,78.9463,-4576.6939,3045.3208,3692.2738,-3611.7015,3805.3367,-4607.5765,4037.2051,-4468.9886,-1138.8723,-2986.6989,4442.7386,4083.8236,3846.5094,197.4533,4621.7139,-2765.5779,-5449.4201,3543.1784,-1770.3083,-458.5216,-5217.6508,-6789.4674,-997.3361,-1253.2898,-2182.9759,3793.7804,-4517.5308,-3870.0776,-5405.4362,0.0000,-4131.8624,0.0000,-2808.1364,2595.2854,4516.9980,5269.3335,-2494.0988,1416.1703,2195.3666,4482.1224,-3313.0161,-2615.0737,-2390.1071,-823.5551,-4472.4771,4494.2035,-3863.6933,-1009.4650,5059.2128,-4552.1485,4700.8607,4966.3256,-2431.5972,4684.6083,4071.8039,4690.1780,4377.6503,1519.6840,-5452.0789,690.0353,4412.1056,-1763.7569,-4860.7596,5422.9511,3999.7109,1426.2597,4371.9831,2155.9259,-2592.4111,-5481.4335,3466.7898,5098.7652,5266.3850,-1617.8680,2607.9763,-5138.0246,-5167.6310,5406.6669,-2616.8939,-2203.7241,-3739.8781,-4589.6091,3224.6928,2962.2607,-6460.6845,-1469.5154,3183.2575,-3583.7459,-4702.0253,1400.6077,4141.3758,19653.5319,18376.0173,22146.4123,18990.1592,24957.0011,19627.8381,10886.5408,20080.4017,-22651309.4607,-22669423.5733,-22662490.0166,-22668720.9663,19657.8854,-22660970.6758,
300.000,5125.5884,0.0000,6873.5026,-5119.5595,-1293.8863,-1154.9404,3084.2422,-1341.6772,-6711.6479,-3421.0406,902.3351,-4663.8124,-1248.7617,914.9051,2443.6268,6305.3897,5459.6827,4648.9158,6437.9811,1915.4012,-4693.8129,-1713.6837,286.9809,-2007.8997,2564.9832,-4581.3934,-3513.8294,-6171.6590,6096.8861,-5361.0451,-672.7508,2313.9945,6402.7259,6778.4174,-6226.9085,-2401.8890,-2648.4851,-4998.6714,0.0000,-3538.0780,0.0000,3.0408,-4724.0345,-4649.5957,3875.3658,5047.9848,-4278.8850,-5367.5184,-4395.5398,1096.7420,-5811.7417,6042.7294,-5469.0201,-4591.6034,1617.6889,5111.4762,-5552.1288,-4966.3596,5630.5314,4212.5973,-2590.5204,6611.5636,-3686.8820,-1794.6694,2553.2775,5015.4093,6057.2911,-4367.6188,5801.4365,2359.0985,-5933.4852,-2355.5124,-2071.8839,-3143.9691,5637.4770,-1636.5719,4847.4273,2397.7054,-4212.1512,-304.0348,-3750.5335,-1543.1508,4843.1195,-4164.1423,1263.8961,-95.0758,-3827.5975,5131.6502,-2121.8026,2104.8237,-3900.0457,-6376.1775,-6638.8963,3097.9329,5762.7388,-322.9502,4855.5849,-4907.4803,6270.3100,-6283.6854,376208.2243,395351.4702,393374.3258,388056.6614,382811.2944,386757.3678,392833.4775,388125.4466,35126897.1408,35135071.1834,35115652.1998,35117349.9872,389883.8122,35110597.3982,3485.1773,0.0000,-127.8852,897.0398,-6763.3977,-4012.0858,-2672.7098,-6129.4929,712.4509,3702.6599,6647.2699,2340.7793,-6466.3828,6402.6102,3557.6630,995.5623,1631.2414,4107.0644,-2076.8936,-5497.5062,4066.4216,4833.1078,-6648.0023,-3825.7479,5149.4932,1802.9615,3518.4213,3024.2654,2036.3608,-260.8154,-3313.6311,-5872.3239,2582.2642,-1563.4065,321.4351,-5490.7143,-5709.5684,58.5362,0.0000,3010.1027,0.0000,-6771.3927,-4975.5388,-1974.0418,3462.2629,-4619.6287,4118.5520,4064.6553,-2410.3242,-6523.4602,632.4548,-3139.2916,4050.9511,-4049.4439,-5620.2962,-3749.2623,2929.8142,3543.0305,291.5699,-1102.4067,4935.8607,-661.9807,-4025.5171,6149.5971,4545.6057,2541.7821,-937.4497,1236.7217,3474.3018,3155.4759,415.7398,2631.1141,-3834.0155,4072.1964,-3938.7811,3788.9782,2428.2101,4784.8314,-1043.1224,-5068.0143,1678.8188,-5053.1056,4894.6370,5513.5376,-5778.1879,4131.0970,2851.7454,-2221.9254,5565.4176,4437.5123,4400.8436,-2462.0883,388.6325,-2264.6127,-1827.4250,-5196.1980,-215.8605,-3127.8185,2265.2065,763.1335,-9423.3911,-29513.2138,-9157.8028,-10136.1973,-17514.3904,-16002.4277,-16289.0516,-13251.1464,-73047105.8543,-73079780.1675,-73064242.5742,-73045982.9865,-13568.5032,-73039263.6473,3096.7961,0.0000,354.1180,-4540.7653,447.9583,-5464.2030,-5408.3969,-2938.1733,1598.8566,-4560.9689,1716.5608,4423.6093,-2058.2980,2304.8098,-5332.3086,2595.2492,-3783.0597,-2838.4203,-1314.7526,3701.1793,2664.0074,4492.3075,1715.8433,5342.8416,-3853.6043,-4846.7177,4720.9419,27.2817,-2532.5361,-4342.6963,-6066.6488,-2710.5643,286.6205,-91.5462,2696.6541,-3253.6168,-2793.3747,-4747.6191,0.0000,-5097.7420,0.0000,-1430.9264,872.7799,4696.5996,4478.1022,-1064.9268,3509.7775,414.0677,4659.5298,-2048.4314,-3746.1231,-942.0977,997.8668,-3177.2009,3769.8323,-2780.1535,-2719.7013,3293.4808,-3937.1284,5404.6981,3940.8640,-671.0824,4253.1058,2644.1626,4497.1834,3669.8509,3157.7831,-5086.6970,-1549.9976,5722.6569,-3370.8442,-6008.8031,5201.7950,4583.3479,-817.8965,5107.8119,3692.7392,-4380.9421,-5321.5502,4675.1459,5470.0234,4440.1672,186.8852,895.9073,-3576.5038,-5516.8123,4875.8458,-4055.0832,-3433.6338,-4858.6113,-3363.3794,1229.3989,1279.5048,-5802.6496,-3124.6416,4473.1140,-4737.8737,-3532.1521,-434.0732,2731.2315,19516.9537,18231.9719,22017.7142,18745.6510,24847.6422,19808.6331,10743.0585,19536.6622,-22650890.2511,-22669041.2069,-22662213.3376,-22668308.4438,19549.6958,-22660387.5536,
600.000,5040.2802,0.0000,6409.3670,-3715.0192,-2427.8879,-3079.1101,1675.5965,-2806.1412,-5885.5858,-1876.7121,2434.6268,-3155.2098,-2518.5720,2223.6380,3730.0279,6834.0386,6293.8520,4790.9778,6061.3034,316.3085,-4087.1938,452.9258,-1306.2247,-3496.0381,3849.2903,-4518.4828,-1478.8413,-5321.1320,5285.8835,-6081.0678,-300.2538,700.9663,6588.2257,6320.3877,-6368.3817,-3871.3476,-4246.3597,-5615.2435,0.0000,-1565.5940,0.0000,-1520.9782,-5517.9715,-5339.3236,5458.3651,3954.8475,-3536.9644,-4434.8378,-5289.1550,-428.6443,-4753.8767,5229.1344,-4255.5932,-5840.5317,-27.8925,4331.7762,-4042.4503,-5833.3635,6040.5997,3012.9541,-1529.0643,6302.1286,-5304.8841,-635.5076,4409.0582,6134.4488,4796.3490,-4343.5552,4839.6218,2411.4573,-4734.5101,-221.0754,-4031.8230,-1161.0906,5365.7059,590.3809,4481.4805,2519.0001,-5049.2136,-1971.1182,-2621.7582,-3284.8091,5416.3727,-3141.0655,695.6004,2061.9882,-3221.0539,3458.0987,-141.1054,3272.8270,-3175.7186,-6625.4676,-6554.8262,3385.6517,4315.2367,-1932.6285,3679.5480,-6135.2090,6233.5097,-6484.7128,376389.0204,395843.7941,393679.4031,388533.3741,382988.7034,387093.8882,392986.5775,388421.8643,36717521.2860,36726462.9067,36706844.6651,36708079.8375,390070.6121,36701140.3568,1753.5360,0.0000,-1322.9110,2374.4251,-6315.9206,-2984.2351,-4302.1742,-4933.3732,2179.9111,5143.7307,6481.1533,3884.7130,-6415.8094,6475.2136,1796.1816,-238.7544,-41.7641,2406.6154,-3235.9306,-6400.7946,5302.3752,4979.6406,-6017.8568,-2230.4533,3554.2934,3668.1442,3986.4320,3946.6159,1021.4091,1298.3213,-5103.7322,-5448.3638,1044.0307,-2091.8420,1986.8915,-5372.1366,-5232.2868,1791.9825,0.0000,3839.7937,0.0000,-6749.3519,-4065.1201,48.3113,2664.2325,-5662.4936,2787.2336,4884.7540,-460.7595,-6887.1478,2358.7532,-4418.4776,4672.2852,-3328.7523,-6436.7337,-5213.3984,3666.8695,3563.0156,-1559.8671,-2910.7460,6178.7408,-1867.3729,-2905.7021,6840.1724,3665.5800,1034.7478,-2163.0918,3221.4701,3404.6490,1060.1150,1776.3403,2438.2901,-3247.8753,4932.5862,-3216.4742,3958.7085,486.6026,3006.7168,833.4994,-3849.1062,3541.4835,-5201.5251,3767.3019,6154.7356,-6679.9359,3938.3250,4666.0471,-3194.9356,5373.3850,2698.3102,5719.9322,-1887.3803,1619.2353,-4048.6953,-2846.9627,-3947.0435,-1968.5426,-2197.5072,941.9824,2112.1533,-1584.3968,-21235.9668,-988.6010,-2004.6658,-9318.4583,-7564.9977,-8071.2482,-4825.6335,-72260053.2543,-72292160.8585,-72276947.2044,-72258268.9476,-5317.3860,-72252178.3761,4415.8791,0.0000,2126.9694,-5310.5738,-1364.4072,-5375.6332,-4958.5143,-3975.2413,2947.7837,-4028.8961,203.3154,4663.3362,-281.4413,550.3597,-5470.0075,870.4794,-2676.0537,-4219.3823,500.5004,2558.0268,936.5420,4633.7000,3045.6137,5478.6069,-4528.1668,-3721.1208,5377.7528,1821.8466,-4332.7589,-2998.0224,-4700.6819,-4125.7006,1795.5029,2009.5490,1292.9570,-1624.1991,-1411.7039,-3574.3287,0.0000,-5511.0007,0.0000,100.2842,-943.9025,4366.9325,3193.2396,478.6588,5222.4771,-1415.3880,4319.9670,-563.8171,-4478.4437,609.3763,2709.8666,-1536.8813,2646.7453,-1397.7386,-4127.2533,1175.4877,-2890.9945,5533.7978,2474.3957,1169.6126,3364.6298,933.2438,3813.8731,2530.7268,4452.5402,-4150.6809,-3624.4480,6426.8307,-4602.1970,-6526.3580,4389.1597,4668.3869,-2974.2194,5205.9581,4762.8727,-5698.1479,-4577.4147,5377.4982,5234.3312,3133.1727,1971.2012,-910.7458,-1629.1433,-5267.2692,3799.2915,-5055.1548,-4287.1024,-5453.1292,-1751.9738,-896.9094,-550.1927,-4532.1802,-4426.6243,5270.7558,-5353.3754,-1963.6314,-2216.9589,1023.8803,19380.3680,18088.0342,21884.3047,18506.8337,24735.6913,19987.5349,10603.8510,18993.9994,-22650475.4174,-22668658.6226,-22661936.3184,-22667879.9584,19441.4936,-22659804.5130,
