sl_100_5400_20310125 Coordinates.csv
2031/01/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:10 2024,
Start: 2031/01/25 07:47:00.00, Stop: 2031/01/25 09:17:00.00,
TIME_UNITS,STARLINK-31555 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-31359 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-5946 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-5190 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-4797 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-31359 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-5190 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-31359 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-5190 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6457.7751,246.7667,-1803.3341,-2108.4295,-4862.9020,0.0000,5615.8750,-5715.2861,0.0000,2927.1272,4041.7297,5716.1822,3424.9283,3567.1867,-4775.8819,-5527.3198,5845.8565,6833.7166,-4724.8210,2768.1311,5503.6486,5230.6766,166.0653,4521.1822,177.7751,-4115.6855,3605.2497,-6813.4900,2176.7390,-4150.4439,-4280.0834,-6458.2146,5404.3078,-5276.3985,-6636.7821,-3016.3175,-1802.9501,1601.7715,1457.5179,-844.5717,-1046.7032,3581.7041,5543.4638,-4361.4984,-5180.8410,1697.6279,-4990.6533,-6793.0883,-5334.6483,-2416.4528,-3087.1277,5884.1050,-129.3641,-1743.3052,2688.9989,1796.7501,-6673.9635,-1567.6076,4995.8379,4075.3585,3151.4618,-3027.0445,3681.4508,-1408.0514,-5557.5977,-3688.1363,-3642.6182,2763.6744,-2070.1839,1478.1797,-4343.9844,138.5918,6064.9375,4315.8205,-4221.8590,5070.0062,-5395.3794,1149.7478,6747.8575,1925.5634,3301.9570,-3708.5226,1509.0008,6201.4027,-5550.6413,4777.2417,-2246.1374,4564.5442,-5075.1843,1378.5135,3939.7114,-5911.8087,-5898.7847,0.0000,-1729.4802,-6354.8206,-3587.1369,5955.7021,-4417.1039,-1999.0763,18026.3197,16827.7435,25011.5075,24321.2524,17239.8699,18060.5148,17620.4251,21379.9650,-169958603.6919,-169983004.5253,-169948673.1547,-169971899.4601,20446.8798,-169962467.9326,614.3745,-6567.0838,5249.3815,-4597.4094,-1458.9486,0.0000,3836.8873,3405.0839,0.0000,4967.3633,3421.1881,2004.1580,2878.9966,5715.2781,1787.1558,297.9641,3272.9844,-765.6386,-4393.3349,6014.7352,-2040.3282,-2677.0217,-4521.9042,-1355.1969,-4158.5557,1852.9602,-3561.0950,812.8654,6068.7798,1037.4245,-0.7193,-1699.5336,154.0874,-3753.5064,1429.8070,5475.5001,-4571.4413,-201.9445,6079.8070,-5687.1732,6750.5107,5252.9775,-3767.4650,-4801.6391,2914.7826,5470.4576,1010.8725,-298.1719,-734.7794,5046.0222,3027.7989,2394.5397,-5946.8239,4897.5378,6095.9410,4464.1873,-1795.8974,-6033.3104,2815.1852,479.4432,4554.1129,3336.9639,1691.4433,-6560.5261,-3836.6345,-5742.1980,-5505.9481,-3556.0457,-5950.0218,4682.1985,-2974.7901,-4178.3556,2988.3695,2654.3190,-3722.9173,314.3976,1706.2839,-5911.3811,-799.4857,5204.5869,-2706.6529,-2024.3808,-2727.1426,56.8561,1396.6928,4582.9098,-3631.9288,-3840.2789,4601.3430,4341.5529,2822.3558,1344.8002,921.0044,0.0000,-3796.1324,2224.3557,-1646.5751,1827.2369,3410.6634,5364.4173,369645.5934,373345.7983,364131.2455,369416.7829,374663.7261,371056.1470,364669.4835,368927.6375,-91941761.9088,-91971789.8841,-91955224.6494,-91963951.5632,367386.3388,-91958251.3125,1893.1360,1967.9641,-4132.9556,4712.7985,4731.0317,0.0000,-1182.9418,-1861.1121,0.0000,3934.0121,4321.8153,-3014.3335,5259.4625,1608.8815,4707.0952,4072.2827,-926.2733,-781.5540,2264.4495,1675.1560,-3656.2290,3400.2021,5212.0763,-5085.5292,-5501.6480,-5281.2289,-4659.0318,-978.8301,-2220.6139,5266.5354,5384.5783,-1824.2120,4242.8605,2447.3353,-904.2794,-2514.3542,-4681.1236,6716.0053,2936.6105,-3839.5911,-1031.5333,-2794.0825,-1776.5946,-2165.7809,-3048.9821,-3662.5222,-4558.6229,1440.2366,4294.0487,4055.8372,5408.6989,-2444.4025,3509.6371,-4483.7037,-1654.6060,-5021.6468,-579.9196,2873.2377,3826.3148,-5447.2078,-4124.8709,-5235.2857,-5401.2710,-1171.9791,-1421.0165,-222.7456,1662.0958,-5224.3853,2783.6448,-4835.9119,-4224.4053,-5480.4679,-1608.2539,-4716.9849,4023.4657,4736.3388,3812.4424,-3371.5813,866.1404,4086.3796,-5417.7845,5375.7433,-6214.7461,-3060.7759,3687.2611,-1794.8703,-5430.0547,3518.5682,-194.7535,4981.8330,4464.0039,3282.4996,3356.6788,0.0000,5519.0936,-479.8332,5683.8383,3018.0816,3998.7503,3843.2416,-34393.0991,-36154.4330,-30848.9399,-33774.3744,-27962.7121,-33738.2259,-42132.7872,-33583.6861,-38485524.5564,-38452950.1863,-38467662.3053,-38481717.3183,-33358.4457,-38474098.8056,
300.000,-5560.2353,-1061.9171,287.2320,-3962.2896,-5243.7585,0.0000,5777.1220,-4379.0619,0.0000,4677.3012,5504.6649,6536.4380,4057.1611,4878.0250,-3959.0623,-5722.3978,6345.2717,6164.7324,-4951.6818,3591.1949,5524.1566,3611.5134,-1838.6377,5372.1743,-1949.0852,-2149.7620,2075.5906,-6515.3854,3432.9429,-2934.1450,-3618.3103,-6910.7256,6088.9606,-6355.8014,-5788.5700,-1670.6744,-3061.6775,-125.9641,2548.2614,-2177.6264,250.5730,3527.1482,5966.4642,-4729.8968,-3532.1912,2799.5581,-4062.7629,-6226.8159,-6188.4388,-331.3254,-4555.5770,5742.2477,-1561.5706,229.4781,3535.5353,2146.4979,-6619.1347,-2964.5596,4743.5587,4009.6694,3791.5475,-980.6045,4456.2159,-2594.6064,-6272.7319,-4791.8517,-4272.2479,671.6588,-3441.6081,2869.4084,-4310.0096,-1974.7492,6153.0948,5200.3337,-5699.8509,4081.8964,-4000.6011,-461.6570,6037.3934,2997.6069,1495.3989,-4179.1621,662.5877,5176.7580,-4241.7508,5892.0268,-3697.3830,2740.0573,-3970.2253,2928.7231,5128.1771,-4545.9844,-5935.9054,0.0000,-3554.4130,-5490.1304,-5269.1437,5627.1867,-2549.6491,-820.2095,10202.1568,9216.1521,17185.7843,16455.8675,9446.7839,10441.4100,9851.5411,13740.1253,-167904014.6024,-167928473.1609,-167894402.8943,-167916880.8157,12704.0280,-167907939.3344,2133.0136,-5777.6413,5120.1278,-3526.0584,648.8165,0.0000,2462.3847,4085.7296,0.0000,4312.7570,2034.5896,483.8661,809.8736,4919.0967,3739.3449,2221.5103,2150.7642,-2206.9538,-2818.5371,4780.8513,-3580.6642,-3868.0348,-3720.3101,-2647.2656,-4283.8257,2187.3808,-5026.0425,2291.5969,4780.7760,2866.4378,2079.5921,-218.0861,-1403.1400,-2554.0107,2802.7111,6437.1477,-2887.8001,1295.8815,4767.1628,-4344.4961,6340.0168,3894.9329,-3500.1311,-3276.5457,4002.3298,3935.8013,2972.7105,1262.4642,747.9059,5132.9187,3622.0457,561.4950,-4810.9303,4388.6110,4891.2276,2566.8605,-229.1718,-6078.4033,936.7995,-1702.9782,2711.2459,4019.7292,-344.2687,-6261.4392,-2845.7661,-4678.0084,-4157.9544,-4093.5985,-5869.7179,3114.4590,-953.5638,-4346.7087,1309.6597,698.5507,-2517.5579,-1498.7971,3238.1565,-5118.1698,-2245.6127,3575.6750,-3923.6689,115.7998,-4519.9881,-1333.2165,2980.0940,3496.9917,-2009.6863,-4641.6364,5225.0775,2824.3130,1006.5717,2493.0388,2696.4854,0.0000,-2624.8252,3220.1085,-1068.9604,-52.1743,3936.1536,6433.8830,369502.0052,373563.0415,364389.7832,369553.7961,375059.6408,371295.4892,365089.6541,369100.6428,-95630365.7352,-95661024.3046,-95643401.1492,-95652968.7438,367764.1609,-95646909.2073,3189.4454,3537.9647,-4646.9856,4434.5833,4499.2062,0.0000,-2871.1300,-3445.2393,0.0000,2872.7749,3507.6307,-1674.6558,5527.5965,88.5775,4302.3312,3092.5330,909.3021,-2244.5425,3776.2611,3295.3430,-2113.4954,4250.2086,5514.4356,-3501.5230,-5044.0195,-6233.2084,-4220.6269,565.6438,-3445.4985,5404.4743,5467.4988,-318.8101,2866.9321,1011.4282,-2358.2939,-1075.4908,-5324.7510,6782.6892,4296.4037,-4918.5338,-2737.5806,-4541.1782,457.9350,-3697.9942,-4018.2190,-4785.6110,-4622.4324,2814.5203,2934.5975,4613.2638,3757.5313,-3613.0282,4699.6658,-5274.7357,-3274.2983,-6097.0666,-2062.2253,1187.0679,4910.8371,-5246.8741,-5096.0018,-5530.8417,-5060.9857,656.3692,389.7196,1323.4235,3282.4593,-5511.2119,1082.5253,-5437.4268,-5107.8832,-4971.6649,-2955.5584,-4515.4631,3010.9022,5413.7303,4478.0817,-4608.4592,2324.4653,5069.2266,-5472.7944,5410.5138,-5240.2431,-4389.4418,4412.0773,-280.7163,-5478.4763,4346.6251,-1982.4798,5385.4046,4014.1724,4541.0962,2105.5407,0.0000,5323.4886,-2252.3507,4360.3343,4028.5464,5011.3036,2347.1101,-34228.2039,-35968.7158,-30743.8478,-33809.4410,-27844.3945,-33333.4574,-42060.6004,-33883.0876,-38486132.7763,-38453767.8156,-38467881.4091,-38482650.4918,-33245.1503,-38474806.2332,
600.000,-4086.9070,-2301.3041,2362.7937,-5445.8333,-5160.5781,0.0000,5383.1814,-2594.6544,0.0000,5977.5021,6422.6676,6676.5826,4346.3400,5714.1978,-2801.2013,-5372.7307,6171.6834,4896.1106,-4705.9430,4079.9600,5011.8329,1628.4253,-3687.8960,5703.5942,-3868.8904,30.7176,374.7091,-5583.2339,4373.2641,-1460.6409,-2650.9893,-6689.7009,6174.6283,-6814.3136,-4356.9251,-158.6336,-4054.6756,-1901.0514,3433.0560,-3345.7071,1552.6133,3169.0061,5734.7421,-4649.9622,-1504.1839,3662.8973,-2765.0248,-5069.6096,-6434.9179,1795.5220,-5555.6377,5038.5435,-2885.8257,2208.1142,4059.3420,2359.8557,-5931.1711,-4048.3899,4064.2130,3589.3232,4111.6593,1148.4069,4807.6480,-3517.4290,-6360.4728,-5418.9017,-4491.1641,-1476.6649,-4456.4100,4025.9843,-3872.6660,-3876.0142,5669.0849,5617.3062,-6626.4699,2740.3365,-2221.2666,-2068.7077,4719.9778,3824.7774,-426.1497,-4281.5394,-184.5684,3657.9748,-2521.1451,6414.3088,-4827.2063,649.8875,-2444.6668,4215.1931,5765.8731,-2735.3009,-5390.6773,0.0000,-5056.1272,-4030.6992,-6415.9611,4780.9663,-419.1935,414.4190,2427.1155,1606.9448,9351.9738,8573.8006,1646.1083,2834.2112,2073.9748,6027.9838,-165769389.2566,-165793885.4266,-165760122.0660,-165781798.2968,4954.2841,-165773372.1512,3458.7778,-4410.1019,4536.0658,-2150.5547,2681.4290,0.0000,817.9452,4396.3256,0.0000,3275.8876,474.8476,-1070.7066,-1325.9290,3645.5382,5339.2001,3906.3045,789.1495,-3454.9713,-931.1798,3044.0794,-4747.9389,-4700.6865,-2603.5956,-3632.8368,-4036.8031,2382.4654,-6016.8557,3553.1370,3007.5667,4430.4981,3969.9974,1281.5885,-2790.6303,-1115.4637,3916.7110,6715.5119,-927.5612,2578.5168,2985.7921,-2592.2050,5306.0420,2116.7903,-2856.2284,-1395.4986,4696.3525,2001.9584,4654.2865,2727.5893,2125.5504,4762.0143,3776.8505,-1353.0561,-3218.8302,3487.3789,3181.7241,412.6988,1378.1670,-5512.3742,-1063.0823,-3706.4656,598.6407,4363.3246,-2315.8200,-5305.8495,-1565.3081,-3130.5753,-2361.8444,-4283.7285,-5205.5982,1266.6254,1187.4161,-4134.0655,-515.8544,-1303.1515,-1095.9003,-3204.9159,4479.1230,-3845.3699,-3488.4727,1602.1817,-4800.3019,2230.6559,-5874.7182,-2636.5579,4295.9679,2062.5368,-228.7559,-5034.3471,5331.8641,1045.2527,-893.3311,3441.6726,4186.0912,0.0000,-1246.4417,3896.4627,-439.3198,-1951.7347,4119.1872,6861.7543,369170.4759,373619.2068,364486.2783,369512.2159,375290.0433,371358.0089,365345.4812,369014.9658,-99273093.4012,-99304390.2748,-99285718.3186,-99296083.8868,367978.7821,-99289693.9746,4117.2989,4717.1583,-4662.0391,3678.6924,3788.1689,0.0000,-4248.4731,-4657.2020,0.0000,1510.3505,2302.4572,-142.2421,5198.8609,-1441.2513,3439.3029,1773.3954,2639.9184,-3466.1467,4867.0199,4546.6127,-342.7056,4616.5529,5220.5849,-1543.8655,-4040.0056,-6524.9834,-3321.5632,2049.4323,-4283.4712,4927.7383,4953.3178,1220.8896,1176.4833,-533.2315,-3550.6951,488.7846,-5363.4840,6119.2156,5191.6037,-5468.1716,-4147.8696,-5805.7514,2643.3845,-4818.6346,-4508.4368,-5367.4455,-4171.2331,3889.7040,1255.2785,4672.9618,1703.7452,-4373.7939,5381.6224,-5486.3744,-4533.6051,-6528.7640,-3324.1364,-629.9585,5461.7049,-4458.5822,-5516.9339,-5229.8788,-4136.4004,2410.5332,2158.0702,2721.1438,4531.9050,-5201.2587,-736.7225,-5448.5567,-5401.4174,-3922.8972,-3989.0405,-3829.4308,1674.4819,5516.2186,4641.9420,-5346.7043,3524.6883,5500.8635,-4935.1599,4843.8636,-3711.0900,-5245.9402,4639.2860,1264.4793,-4936.2227,4708.5605,-3550.7749,5167.2471,3066.3722,5306.0938,620.8927,0.0000,4556.2970,-3764.1844,2568.8776,4606.1912,5472.7072,595.8968,-34050.0233,-35779.8774,-30643.4951,-33841.0840,-27728.7114,-32928.1791,-41984.0535,-34135.0315,-38486735.7027,-38454587.6114,-38468107.3630,-38483570.7932,-33131.8320,-38475513.4888,
