sl_20_86400_20240219 Coordinates.csv
2024/02/19 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:47 2024,
Start: 2024/02/19 07:47:00.00, Stop: 2024/02/20 07:47:00.00,
TIME_UNITS,STARLINK-31709 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-2619 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-31824 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-2619 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-2619 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,2208.0546,-4143.8067,-3935.1721,-591.7823,-4835.2873,1205.9147,-1495.1321,-3928.0922,5531.9125,-5661.5401,2795.6719,3391.5866,133.8519,4122.7415,-3116.6047,-3002.3586,-6062.7164,1023.7375,6026.3133,1532.4432,-203240.5346,-170278.5347,-184041.6854,-190438.0054,-191332.2041,-187469.4336,-191124.9494,-188891.3303,18287678.3689,18333610.3281,18275900.0369,18295705.9877,-189421.9084,18287573.4856,-4257.7161,-4002.8299,-5406.7466,6779.4611,-4434.9320,-6826.3269,-4022.2082,5595.8379,-3785.3035,-2923.8345,3624.8318,-4754.5131,4454.3788,-414.5895,5052.7067,-5965.4735,-2341.0159,-4991.6721,2811.4711,6383.0182,301954.4681,297828.3595,294804.0576,285396.5860,294257.3302,291432.2075,289810.7464,292003.5212,-315686128.9034,-315710358.6970,-315693938.6567,-315701540.1901,291899.1601,-315702477.5217,4847.3032,-3666.6367,-1350.6639,215.4900,-1875.0340,-639.6261,-5353.4904,-501.7592,-1728.6975,2552.5977,5184.1943,3734.2453,-5058.5037,5537.1040,3585.0736,-916.4940,-2488.2098,4686.8668,1947.0395,-1860.1120,192095.7320,187814.6299,186807.3057,194630.9767,187001.5243,177819.5598,188843.5787,185666.6933,-114972679.8158,-114997808.8988,-114981754.0139,-114989836.3377,187393.6921,-114984931.0301,
36000.000,-60.9388,5077.7978,5453.4169,-2185.6864,6122.1995,413.7080,5342.1266,1613.6042,-4261.8885,4969.5158,-4787.4473,532.9380,-4728.8664,-3724.2060,1134.5157,4175.3331,3497.7313,2980.1803,-4712.5950,-3907.7410,-273173.3399,-239204.4032,-250702.7505,-257194.7168,-253829.1488,-254934.2284,-255783.2406,-256734.0841,99414101.3082,99458667.4105,99401652.2324,99416272.3807,-256438.7410,99413077.7271,6736.6919,-470.4030,3133.6658,-5399.8486,2101.9562,6048.7793,3419.6681,-5437.5882,4773.3118,-991.9202,270.1251,4143.1480,-1913.2690,4441.8696,-6837.6894,3604.4764,360.3251,5072.4776,108.1341,-5147.0180,241016.8444,245473.4791,237010.1447,229490.9150,235472.2779,234056.8153,238334.2131,235283.9132,-300175065.3020,-300187560.8814,-300189129.5192,-300184976.1348,235523.7884,-300191465.3282,-1114.8092,4529.2281,-2645.7644,3515.6962,-2161.8607,-3426.6465,2589.6277,-3853.6155,-2638.0389,-4640.3080,-4999.8758,-5542.5850,4389.5950,-3794.3114,-324.3121,-3878.6156,5996.7039,-3667.7491,-5085.7327,-2186.5242,192071.9166,187604.4645,185717.8358,194989.1422,185577.9759,177790.0896,188590.8695,189070.4194,-114923353.2524,-114950568.4338,-114926396.5721,-114944625.9032,187335.9323,-114935492.9391,
39600.000,-1783.9496,-4778.4540,-4876.9288,4811.5696,-4765.6373,-2777.8851,-6287.5676,2341.6296,726.4015,-3222.4753,5905.7862,-4524.9089,6724.3689,2808.6872,1214.6400,-3905.3905,-639.8728,-5573.6185,2589.7767,4913.2472,-325293.7989,-292885.0072,-301575.4057,-308067.2616,-302227.0063,-305683.6692,-306546.2522,-307482.6838,173754902.1802,173795150.7786,173746176.8894,173748695.6453,-307302.2176,173753121.6889,-5602.8634,4434.3004,1086.6665,1586.6339,1719.4385,-3211.1033,-1903.4456,3396.6813,-4330.4710,4936.4539,-3175.5238,-3395.6115,-404.5595,-6320.3984,6065.9586,1481.7711,3285.7480,-4099.3937,-3883.6252,1200.8041,164301.4926,177485.0958,164016.0226,158664.9258,162250.2938,161606.2743,168933.8826,164371.8229,-264185830.2667,-264187925.7164,-264205637.2326,-264195978.6113,164162.0861,-264202795.7789,-3474.2278,-2028.5692,4635.2999,-4552.9076,4561.9811,5504.6687,1973.4700,5462.5680,5338.3265,3516.6742,1710.8041,4002.6152,84.7859,-310.1084,-3151.2058,5278.0425,-6103.3110,392.0501,5112.2172,4566.2881,191982.5294,187376.2598,185046.1366,194807.9553,187928.8406,178397.2454,184709.7545,185463.9932,-114874782.3681,-114903222.5564,-114872520.9061,-114896225.7088,187262.2973,-114886024.3348,
43200.000,3760.0676,2624.3929,3138.7709,-6050.3016,2120.5437,5345.8644,4355.0508,-5924.7479,3562.9830,1010.0398,-4782.5789,6499.4911,-4331.3591,-606.2219,-3838.9553,2954.2766,-736.7097,5963.8138,-800.2873,-4783.3854,-356187.3023,-327852.9313,-333344.3465,-339814.0695,-332537.0740,-336529.0728,-338660.3376,-338366.3760,236238850.3597,236272489.9571,236236735.2842,236226574.4796,-338770.6573,236236708.4358,1609.0487,-5977.5512,-5174.8893,2331.9530,-5428.7415,60.0163,-1150.2259,-1188.0871,3563.3525,-6792.2379,4269.3339,2424.5219,2514.9358,5468.3717,-3322.1956,-5678.1703,-6365.8193,1664.0255,6572.8759,3358.8805,76920.5518,98137.9341,80478.1543,77323.0690,80042.7080,78892.1999,87048.6486,82267.9277,-210174569.9354,-210168290.7196,-210197183.7732,-210190198.7334,82309.6840,-210192467.4651,5455.3067,-2002.2323,-3150.7239,2069.9110,-3550.6655,-4464.1332,-5172.2647,-3242.6152,-4748.6840,16.2616,2606.9778,-82.5315,-4511.9190,4195.2000,4720.8862,-2118.4928,2702.5237,3102.7686,-2056.9788,-3521.8395,191830.6147,187131.2551,184952.5136,194023.1732,190213.5574,179677.5760,181625.4790,188892.2302,-114826909.0452,-114855758.6118,-114820598.0193,-114845239.6624,187172.8128,-114836525.2380,
46800.000,-5350.4766,1210.7099,-711.1240,4600.8205,648.6052,-6578.1115,-1397.8507,6701.5816,-6277.6525,1677.3141,1224.2859,-5713.0233,-547.4441,-2842.5278,6005.8813,-777.9111,840.7306,-4685.2882,-743.5312,3219.0571,-363881.6681,-341807.1033,-343953.3107,-350362.3220,-342084.4942,-345722.3722,-349124.8478,-349490.6824,282603868.7617,282629390.7186,282608853.4898,282590690.3358,-348824.2641,282601890.9327,2529.3102,4959.1902,6746.6713,-4602.6145,6790.8763,2109.5409,4755.5083,-636.8823,-2651.7830,5635.8629,-4235.0632,-421.1064,-4495.8388,-3070.5528,82.1399,6032.5054,6540.2633,1957.8173,-6505.0413,-6009.7239,-15325.6892,12453.9708,-8236.0466,-9371.7404,-6830.0397,-8612.7904,-965.9935,-5208.0142,-141826811.5661,-141814600.8313,-141848365.0361,-141850226.6779,-4867.3767,-141845763.7810,-3410.4058,4522.8029,-720.3614,1992.8658,-138.6137,845.6737,4727.7497,-1293.3263,1188.0865,-3554.9026,-5343.1380,-3915.7127,4976.3608,-5521.8828,-3479.8848,-2909.0192,2217.9661,-4721.3570,-2276.9269,-193.9580,191618.3947,186870.8139,185438.1028,192514.9563,192000.0520,181712.1562,179432.3627,185401.5244,-114779628.0161,-114808163.0353,-114770551.1456,-114792286.1810,187067.5060,-114786995.6695,
50400.000,4891.0568,-5125.7117,-2246.0720,-550.6707,-3118.0025,5281.5480,-955.6024,-4078.1979,6118.8977,-4485.0659,3106.0328,3177.5367,4259.5225,5966.0148,-6469.8607,-2765.9065,-1303.9863,2691.0331,2617.8806,-32.4524,-347968.6543,-333767.3166,-332746.6984,-338928.8390,-330008.7851,-333216.1204,-336979.6858,-336160.4527,309687771.7612,309704472.1806,309698207.9326,309679401.0634,-336794.8316,309686475.8803,-4611.5030,-2603.2647,-5014.8942,5052.5649,-4796.4904,-3177.1320,-6723.7223,2522.4240,943.0469,-2357.5905,3935.5180,-2694.1362,5099.0370,715.9487,2507.2212,-2947.4964,-3459.6665,-5372.3031,3749.5756,5694.6277,-106347.8387,-74109.7585,-96438.4413,-95685.7318,-93307.3069,-95134.1320,-89017.9398,-91170.1482,-63805942.8153,-63790391.6762,-63823059.1276,-63835331.8942,-91858.1034,-63825796.1119,-1194.7873,-3684.7565,4033.4077,-4535.1510,3710.1867,3224.4740,-984.6193,4887.2974,3083.3731,4627.6714,4763.8270,5535.6702,-1124.1998,3429.4937,136.0372,5381.9836,-5897.1267,3444.0329,5197.9782,3744.9622,191347.4239,186596.5186,186344.5739,190062.8129,193274.8198,184627.5284,177996.6142,188438.4989,-114732793.6811,-114760421.0775,-114722024.4639,-114738049.7310,186946.4049,-114737435.6501,
54000.000,-1572.7298,6825.9911,5106.5921,-4012.0506,5083.6482,-1731.8621,2534.6476,-140.2817,-3742.4872,6281.8148,-5915.5293,-583.4681,-4947.5916,-6818.2283,4535.9722,5884.9797,3067.1760,-562.1085,-4820.3557,-3929.0007,-309617.5758,-304146.2143,-300483.7751,-305760.0741,-296903.4876,-301315.4135,-302951.5069,-303904.8105,315643931.3826,315651853.0043,315656823.5467,315643785.4507,-303410.2975,315643691.9134,4492.2495,-58.9269,1336.3036,-4177.4946,637.6959,3934.7924,5343.1981,-4630.1100,2014.3670,-1160.1594,-3369.6263,5741.6546,-2644.4761,944.4306,-4101.7148,-747.3276,-808.0407,6906.2700,-18.1797,-3312.2957,-190182.1772,-156003.5541,-178522.8116,-175073.9813,-174142.7478,-174847.8353,-171200.0236,-174289.4847,18565011.4301,18581397.5542,18554373.8945,18535705.2910,-173154.3910,18544646.9300,4883.8682,83.0049,-4324.7112,3570.9481,-4508.8691,-5480.5922,-3469.2871,-5057.9719,-5465.7558,-2525.4318,-1270.6645,-3855.1326,-3736.7691,750.4690,3269.0145,-3205.9377,6184.6928,-82.3867,-4985.8644,-4490.2656,191018.6858,186310.3091,187396.5692,186416.3550,194046.9194,188260.2552,177235.3515,185462.4476,-114686229.5398,-114712516.4802,-114674615.0986,-114683700.2435,186809.5388,-114687845.2005,
57600.000,-3166.0462,-5178.7473,-6317.6157,6441.8591,-5664.9485,-2303.6786,-3916.2921,3408.1010,903.8227,-5679.2884,5999.1076,-1225.6084,3496.2463,4668.2446,-802.5204,-5753.1675,-5160.4577,-1786.8978,6104.4888,6555.3023,-251481.1532,-254733.1610,-249241.8462,-250710.2172,-244715.1048,-253565.3209,-249290.3922,-250605.9165,300067163.2183,300066985.5575,300079043.1550,300072657.5392,-250751.1682,300068113.0962,-3454.4838,2647.1441,2187.3414,2199.3513,3283.2582,-4695.2056,-1299.3903,5713.7110,-5225.5755,3627.8947,1661.0565,-6824.2674,-2202.2389,-2445.0575,5015.7953,3028.0397,3612.2805,-5801.1826,-2785.5821,370.7786,-261392.6368,-227936.1565,-249329.1797,-240988.5479,-244329.6469,-242955.7032,-242088.4467,-242216.5767,99666589.2265,99681571.4845,99662835.2378,99645433.8503,-243599.3229,99646237.7591,-4970.8159,3564.3449,1348.3856,129.5400,1912.6362,4582.7449,5468.9030,1636.7940,4434.7117,-1335.1849,-3034.7355,-166.3301,5309.8383,-4495.8538,-4733.1643,-1782.2356,-2962.3126,-3350.0288,1722.5404,1836.8556,190632.6467,186014.7014,188275.5072,184899.5164,194310.0603,187910.9925,177111.2007,187735.8272,-114639739.6228,-114664431.0842,-114627971.2528,-114631985.7259,186656.9381,-114638224.3416,
61200.000,6337.6379,1242.4497,4604.9405,-5607.9941,3860.4310,4886.8538,5012.7429,-4522.1568,1135.0848,2431.1847,-4001.8654,2537.9709,-1554.2889,-770.2750,-3066.2527,1731.7848,5402.2793,4247.8966,-5082.8443,-6060.9162,-177501.1321,-188589.7604,-182244.5913,-180231.2338,-176620.9081,-186896.5567,-179572.3179,-181818.7851,264021255.6833,264014160.5101,264028949.8520,264023279.0645,-182121.3886,264023251.4729,2145.9972,-4922.5992,-4286.5500,954.7438,-5213.1407,4836.5303,-2937.3778,-4242.1305,6794.3316,-4800.8416,1485.6854,5012.5766,6150.3888,4188.7619,-5242.9598,-3915.0397,-3913.0558,2759.3654,3950.5797,2232.6250,-315432.6437,-285212.2185,-304441.2287,-293630.1895,-299455.6660,-297978.7206,-297084.1876,-300289.4973,173966278.0715,173978010.6498,173968260.4554,173953810.1709,-298713.9469,173946461.1023,1342.7846,-4567.3133,2628.2668,-3746.3874,2106.9199,-1093.3307,-3652.5013,2912.8588,-673.9304,4258.0037,5440.6154,4059.2399,-2276.0218,5448.7990,3348.2297,5194.5444,-1981.7346,4719.4083,2560.5918,2183.9330,190189.2766,185713.1644,188704.9697,187155.9598,194034.0190,183935.2425,177623.8510,185610.4775,-114593121.1842,-114616144.3455,-114581810.8736,-114586676.9841,186488.6344,-114588573.0940,
64800.000,-5993.9118,2688.6474,-398.1249,2522.1440,181.7375,-5335.7488,-4546.5352,4182.5141,-2498.5097,1995.3200,1566.7565,-4007.0697,-636.7363,-2703.6782,5432.5420,3434.7200,-2640.2216,-6103.4504,1590.6976,2565.8682,-92627.9902,-109861.9261,-103651.5087,-99601.4268,-96850.4298,-106580.8878,-98433.7060,-102624.5293,209966281.2408,209953812.6109,209967499.4169,209962457.6650,-101841.6306,209968940.7212,-132.3498,5892.1493,4987.5957,-4472.7474,5077.6040,-3271.1411,5074.8089,174.5181,-5402.5220,5007.3663,-5013.9724,-1197.1395,-6110.2048,-5590.3153,4316.0153,4087.0364,2854.0805,634.9773,-4160.9489,-4364.3124,-348942.5647,-324034.3408,-340415.4843,-328738.4697,-336004.1000,-334892.1004,-332725.2388,-333494.4090,236395926.2440,236403037.6347,236401289.2316,236382009.9482,-334981.8440,236377026.0650,3256.2894,2150.6688,-4640.5128,4462.3851,-4557.0897,-3053.7059,-743.1356,-5432.7269,-3533.7657,-4260.0721,-4516.1070,-5539.0362,-2772.0790,-3070.8156,24.2645,-4120.2525,5763.1402,-3225.5777,-5314.4793,-4575.7483,189688.0408,185410.8225,188524.7894,189346.0484,193154.5547,180756.7180,178809.8670,186835.5859,-114546177.8336,-114567632.7301,-114535912.0895,-114543878.9476,186304.6603,-114538891.4787,
68400.000,2862.7192,-4861.8037,-4029.8475,857.5247,-4521.4917,4346.2378,1642.2339,-3401.2111,3810.8988,-5342.2922,307.1980,5308.5362,3321.6945,4382.8442,-5792.3331,-6023.2595,-1937.3282,6155.7578,2718.3322,1840.0951,-2474.7176,-23517.5331,-18327.0704,-13044.1658,-10466.8260,-18877.7059,-11245.9391,-13730.5582,141590666.7368,141574593.6979,141584377.5456,141586663.9570,-14977.8936,141593469.0631,-2939.3638,-4413.7555,-4509.0169,6523.4275,-3642.4218,-121.3454,-4812.1144,4304.6204,1665.6975,-4111.4644,6870.0030,-2522.5346,2315.7914,5218.7773,-1753.3774,-2972.2217,-2305.2834,-3174.1419,4162.2112,5548.2786,-359963.2707,-341749.8506,-354957.9599,-343325.3206,-351592.3357,-350390.8342,-346955.1253,-351367.8370,282697433.2305,282699075.4679,282703118.3110,282677147.1424,-350073.4265,282679593.0314,-5461.7746,1855.2170,3148.4730,-1756.0534,3576.3570,5424.5915,4596.6272,4097.7831,5520.3377,1311.1785,783.3370,3672.6949,5373.1143,-1224.8305,-3402.6109,-559.0324,-6275.9402,-255.9879,4818.3891,3504.6251,189127.8633,185115.9145,187733.9834,191038.0599,191551.8262,178469.5051,180750.3412,185793.6982,-114498732.2558,-114518868.9445,-114490098.1333,-114498348.5657,186105.0497,-114489179.5163,
72000.000,665.8472,5119.3347,6236.8515,-3367.3286,6671.1248,-3114.2272,2815.0800,2213.6056,-5070.5484,6145.1803,-1785.2741,-5261.1357,-5493.2038,-4440.4538,4677.8009,4789.9622,5531.4471,-3835.7504,-5606.3310,-4807.0086,87071.2323,64980.3199,68413.5451,74397.7341,76814.2841,70138.4550,76237.8737,71435.5780,63559494.9716,63541675.0370,63546069.1060,63560336.8668,72977.5827,63561917.1650,5761.9077,503.0320,2670.2062,-5446.6221,1426.5516,4063.6113,3410.5199,-6486.5035,2321.0412,1725.1982,-5752.9749,4505.6125,2071.0367,-2386.3298,-1963.3430,-214.4508,2762.3985,4534.5628,-3823.9404,-4835.3077,-348052.4637,-337026.3467,-347062.2598,-336203.5399,-345113.3372,-343192.6135,-339402.8253,-342131.5634,309713145.4721,309709021.3314,309715976.3154,309688232.8920,-342995.6628,309696232.0731,3589.6370,-4492.1380,699.4272,-2319.9921,76.6805,-4722.3693,-5245.8519,104.0610,-4103.8597,2525.4130,3405.1075,375.5272,-3312.2168,4737.4644,4724.9447,4725.8475,3183.4743,3560.7303,-1418.8930,191.4124,188507.0655,184843.2707,186491.0255,192218.5322,189005.3361,176939.8259,183571.8261,185806.7189,-114450637.6956,-114469820.9467,-114444223.8366,-114449636.5411,185889.8374,-114439437.2276,
75600.000,-2844.9951,-4070.8127,-5460.5103,4790.0325,-5536.1656,1990.4805,-6200.9035,163.6381,5136.2199,-4677.9900,3530.1199,2890.9140,4892.6343,3948.5232,-2967.3002,-1626.1282,-6083.6190,-110.6956,5912.3446,5443.5165,170251.5591,150064.6400,151096.5061,157413.6364,158381.8851,154496.8113,158136.8607,158197.8969,-18803781.4304,-18821545.2270,-18822664.1093,-18796452.3112,156453.0374,-18802127.4357,-6135.8513,3973.4709,680.0176,1497.4433,1532.2116,-6541.1834,-1908.2916,5370.7108,-4634.2203,1959.2518,2250.6939,-4683.1462,-4323.7194,-1925.1986,5377.6208,4436.1380,-2914.5749,-5087.5955,2203.7584,1667.0613,-314297.5487,-309949.7283,-317105.7018,-307646.6752,-316498.9490,-313706.9816,-312056.2927,-314570.2754,315601161.8572,315591531.6571,315598426.0822,315576071.4422,-314157.6026,315584800.8712,924.1604,3765.4032,-4035.8775,4592.2027,-3685.7168,1295.4685,2202.3811,-4260.7669,114.6579,-4635.8365,-5518.9961,-4226.4028,-1666.5863,-5357.5462,-3234.3024,-4812.3527,1704.1014,-4709.5404,-2871.8368,-3761.4875,187823.2919,184624.4976,185071.3850,192896.5360,185264.8598,176084.8171,187110.6054,185949.3764,-114401787.4634,-114420450.6634,-114398164.9822,-114398347.8402,185659.0593,-114389664.6333,
79200.000,3791.8091,2099.8847,2769.9380,-5081.4087,2149.8447,-473.5589,6434.7413,-3555.3954,-2977.9073,2161.6748,-5255.2824,1179.6785,-825.3544,-3340.8507,949.2168,-1159.5108,3920.1544,3903.0785,-4230.2338,-4300.3129,241830.3482,226587.3713,224426.0613,230854.3512,227537.7775,228632.4781,229517.9737,228511.8592,-99880498.0138,-99896612.0779,-99902159.8667,-99868632.0287,230149.6924,-99879763.6824,3073.5592,-6490.0775,-4484.6664,3065.5397,-4633.3371,6332.4761,157.5522,-2285.5237,4858.1126,-5470.8484,1580.6774,4026.1395,4235.0683,5445.1989,-6871.8747,-6601.3894,1102.4281,4891.1059,994.9997,2805.3355,-261226.7207,-262100.2231,-266879.6265,-259308.2195,-265316.9818,-263892.8126,-268165.1940,-265455.6366,299960878.6396,299946538.3521,299950824.2465,299939897.2711,-265347.3640,299944552.8476,-4778.4238,-244.7767,4321.4069,-3342.2408,4515.7873,2840.7490,2368.9479,5384.9011,3917.7404,3537.8034,4210.0517,5513.3222,5162.9777,2659.0715,-212.7585,694.4371,-5644.6092,2969.5642,5388.9193,4479.9301,187073.4860,184549.9622,183793.7111,193065.7872,183655.8661,175867.1208,186665.9242,184725.6461,-114352121.8457,-114370712.3198,-114351810.1202,-114345099.4773,185412.7527,-114339861.7543,
82800.000,-4224.7994,854.6321,225.2698,3647.5158,1416.9540,-2021.6272,-3622.9737,6256.5901,-1063.8846,385.7285,5700.2333,-4982.4302,-4256.5065,2079.8102,1451.7452,2934.7961,-1209.6431,-5917.2723,2083.6500,2270.3754,297455.0404,290594.1320,283650.1134,290096.1537,284285.5628,287736.8317,288663.3018,290872.3808,-174140039.3603,-174153283.7385,-174161290.9614,-174128395.5749,289377.7739,-174140099.8760,1745.5220,5816.4720,6679.6663,-5728.4950,6377.9929,-3931.7633,2418.8042,-632.5997,-4011.3556,6856.0840,-3917.7659,-3316.8523,-3138.5197,-6393.1651,5800.0082,4551.9210,2587.3427,-3560.3834,-4697.6087,-6165.5938,-192628.7887,-197744.7390,-199521.4902,-194118.1291,-197753.3517,-197079.5505,-204400.2803,-199083.7295,263860225.5904,263842440.6349,263842395.9742,263845269.2857,-199621.8308,263843410.7493,5059.5946,-3475.0664,-1368.8239,-498.0831,-1969.1506,-5382.5317,-5297.9003,-2734.7304,-5542.3872,-16.0665,-328.6761,-3512.8962,-4180.3449,1651.9470,3511.8394,4001.2014,6336.4558,564.7298,-4656.6883,-1838.9801,186254.1979,185035.7514,182934.4460,192696.0667,185819.0632,176286.4409,182596.7147,186009.7365,-114301631.9739,-114320550.2705,-114305054.1519,-114290578.1384,185150.9557,-114290028.6112,
86400.000,4010.9259,-4208.1300,-2757.9117,-258.2561,-3830.2398,4915.6434,-92.8420,-6120.0831,4988.2938,-2780.0636,-3688.1990,6540.2839,6567.2425,556.8275,-4143.5501,-4217.3826,-187.8486,5770.1532,-349.0977,393.8502,333976.6028,334067.3602,324913.8823,331355.8453,324101.7155,328083.1804,330285.5986,329310.4691,-236517068.7184,-236526754.8877,-236534798.6892,-236511431.8569,330354.7657,-236517555.7124,-5288.0264,-2786.3257,-5660.0827,5541.8358,-5255.3400,947.1712,-5166.9938,2455.8758,3030.3370,-5195.8854,4477.2992,2223.1923,1426.9700,4790.9935,-2952.0309,431.1196,-6053.3459,729.4398,6836.0655,6443.4764,-113304.3966,-123731.5602,-119327.6229,-116120.1232,-118902.4308,-117717.5211,-125855.2804,-121926.7563,209762746.9842,209743124.9095,209738094.6849,209751478.2071,-121115.8201,209745049.4756,-1607.9690,4587.4551,-2630.1543,3938.1376,-2069.8849,4825.5222,4496.1898,-1873.6530,3706.6437,-3533.8867,-3783.7843,-623.7398,-476.3309,-4972.3881,-4724.5138,-5245.2021,-3431.9043,-3774.3957,1071.9619,-2206.7316,185363.6255,185745.2414,182653.7489,191723.1357,187915.7388,177379.3576,179325.1566,183665.5012,-114250360.4001,-114269896.2376,-114257793.0789,-114235966.2234,184873.7075,-114240165.2248,
