sl_100_5400_20240317 Coordinates.csv
2024/03/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/03/17 07:47:00.00, Stop: 2024/03/17 09:17:00.00,
TIME_UNITS,STARLINK-5022 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-31032 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-11194 [DTC] - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-1777 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-1362 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-31032 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-11194 [DTC] - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-1777 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-31032 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-11194 [DTC] - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-1777 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5986.4759,4090.1828,-6086.3970,3623.3195,-4968.6361,4156.1095,-249.8033,-4065.0346,3571.7167,-4600.1663,-5216.8551,-257.2227,-5647.9034,4919.5583,-5647.3104,4040.9769,-1696.8720,5111.8520,4504.3119,-3505.1504,4484.0001,1490.5698,1093.3780,-5869.2313,177.0100,1488.8168,-5761.0177,4099.6463,-5577.5567,2283.3464,6900.2776,-1671.2731,-2615.3110,-3680.4438,-5388.4846,4400.8344,6760.9337,-4191.5843,-5093.7360,5895.2909,171.3232,4023.1665,-228.6587,2075.8743,-3611.5369,-2844.8389,-4582.0310,6155.3065,5698.4044,-2900.2356,4632.1441,-2740.2303,6180.2048,-1902.8746,4437.5071,5752.0091,-5611.2155,5732.4902,-1252.0501,-5038.9354,-3966.7589,-3338.2798,2930.8055,1612.0673,2792.1469,-3600.0785,-6079.2071,3377.9761,-248.9904,4274.9865,5210.2454,-4048.5530,5963.7109,5756.4139,564.9635,-4750.4679,-4443.1192,-4244.9466,1626.2863,-4843.9384,4242.0653,-772.2976,673.1841,-660.8456,-5749.6282,-2818.4963,-5615.4422,-4009.8818,2739.1530,2161.8243,-380.6881,3996.6227,4779.4870,4529.7791,1448.6064,3753.8753,4663.7893,-3179.9475,-4208.5024,5913.6272,326029.9224,318374.9790,308424.5026,312905.8979,307525.2224,310580.4028,316123.5531,314362.2311,-251578900.0368,-251618084.1341,-251582433.8324,-251592582.2068,314132.9271,-251595880.2645,-1172.3672,-767.6779,-1384.5099,1983.6036,4788.6140,-567.0697,-2384.3807,-66.7871,-2293.5310,-5152.0799,2444.7261,6774.7085,710.8981,-2446.6155,261.3009,1110.3241,-4449.6380,-3406.9252,1289.0070,1110.8444,2837.5032,-5641.7073,-5453.7398,3302.1891,-5579.0931,4991.8026,3282.0262,-2714.4591,2337.8093,6524.2169,635.8887,4541.7470,-4362.6752,-1948.7511,3254.5507,1276.5739,451.5183,1708.3850,-313.8984,1871.9831,5523.5036,5536.5559,4286.4052,5733.3376,-3347.0499,6019.9360,4028.0235,-2471.3568,-1816.7652,4000.4371,5082.4528,6262.4800,316.9098,6577.3146,-4344.3026,-720.5746,1443.0293,1765.7454,5491.2699,-2039.0857,-3829.0120,4334.1280,-3707.0359,4771.5626,6333.2018,3324.8525,157.8992,4105.7458,-3367.1969,-4668.7740,-1069.2895,908.9414,-128.6398,2842.5961,4564.3657,-2618.1682,-2604.6020,-201.0099,-5959.8902,3361.3696,5336.4760,6423.7609,5813.4544,4147.5214,-98.0392,-4612.3017,-3811.5476,-1295.4262,6271.8424,-5589.0284,5976.4284,-2648.2905,-2259.0599,-451.4471,-6498.2496,5317.4185,-1272.7141,3960.9838,-357.4182,2559.2171,138978.4943,117951.3382,134564.8803,140080.4942,134417.9005,137195.5827,130828.3582,134961.4861,183706432.5635,183663756.1470,183712206.2499,183699159.7408,135113.5633,183705833.9436,3258.1610,5543.1971,3013.0555,-5444.4712,703.2158,5401.8006,-6529.8013,5373.9669,5468.1176,-503.9694,-3746.0842,-1024.4933,3952.9550,-4232.7868,3985.2162,5538.2895,-4895.8258,-3103.1813,4983.5549,5891.8935,-4295.5466,3733.0073,-4165.4200,1683.4003,4110.1205,-4454.7376,1851.3432,-4786.1171,-3414.5957,-605.9593,629.9875,-4950.4226,4708.8493,5519.3706,-2936.1512,-5101.7512,-139.4270,-5119.8861,-4678.3847,-3110.5911,4175.1661,5.5231,5443.7424,-3141.9289,-4868.2332,1460.4057,-3305.4310,1679.7035,-3108.6084,4883.9238,820.7459,1077.3326,-3097.7401,-1058.0329,-3085.4485,3837.8864,3811.6400,3459.3935,4042.4721,-4305.1919,-4220.6019,3898.6190,-5059.7528,-4616.6910,-120.8180,-4891.6923,-3385.2377,-4281.5757,6070.1671,2830.4418,-4448.0308,-5541.1825,-3549.1434,2614.7798,5059.3139,3959.0800,4641.1329,5464.3425,-3141.8613,3646.0573,1245.4039,-2599.4344,3685.3115,-5505.2393,3898.3905,-4326.3499,1351.2565,-5494.6709,1010.6369,3251.4916,3474.3009,4982.8094,4480.3696,-5216.1923,-1896.0948,-2465.4418,4992.8799,-4733.3468,-5498.1244,-2583.0659,189183.4727,186752.9586,183263.4807,192264.3371,188573.4780,178016.3319,179852.3639,183660.1806,-78100185.1470,-78121582.0431,-78116953.6754,-78120669.8724,185463.9156,-78111529.4889,
300.000,6192.8304,3408.5573,-5390.2814,4303.3891,-3802.3917,3319.4550,-2371.8850,-4107.5635,1988.1291,-5182.8023,-4735.2713,991.6795,-4325.5592,3183.3419,-6186.9479,5571.2000,-3607.1808,4405.7944,5566.0867,-4323.8183,4946.4723,-239.3001,481.5987,-6244.5564,-1714.8018,2773.9804,-5050.4651,3652.0968,-4088.5812,3625.5900,6417.0466,407.4874,-4261.2970,-4362.9896,-6139.9733,5436.7315,6518.7059,-2599.7108,-5841.7739,6728.6194,1740.1566,4789.5771,1827.1715,3519.3147,-4049.5418,-1156.6262,-4031.8037,4965.7073,5708.5513,-818.2157,5437.2983,-1375.1183,5209.5781,-559.1659,3802.1730,4247.7283,-4142.8175,5111.6755,514.5768,-4587.3480,-5507.6997,-1372.4692,1838.2626,3432.4610,3758.4960,-1593.5837,-6754.1687,3908.4114,-1662.8577,3227.5633,3761.7950,-3354.2264,4833.3903,6665.0687,2357.6144,-6037.1994,-5083.0424,-3809.0861,430.7152,-4094.4763,5184.5843,469.3386,2171.4708,1409.6629,-6619.4274,-3603.5165,-6308.5000,-4784.2530,3813.1260,650.8324,995.1604,3491.1252,3038.9789,4831.0221,268.0029,4531.0835,2820.6482,-1391.5089,-3929.3009,6722.6324,323128.1158,315800.6899,305506.1418,310058.6223,304578.4500,307601.6333,313250.3802,311706.1614,-255528498.4064,-255566696.3876,-255532111.1104,-255541568.9914,311237.9153,-255545413.9560,-2614.0467,-2822.7629,186.9395,-93.8593,5741.8488,-2592.1169,-1834.0676,2093.7002,-3786.3106,-4000.6223,4233.1967,6210.4713,2093.0138,-3369.8222,1790.1530,341.7510,-4360.6577,-4974.7774,-335.5369,2770.1071,743.7879,-4936.2462,-6528.6221,2988.0832,-5939.6088,3413.6335,4668.2713,-4524.7119,3624.5034,5839.1991,-37.4284,4196.9418,-2975.5703,113.7065,3149.3341,-403.9898,-779.8076,3172.5048,1333.5267,716.8101,6102.7744,4540.4501,4633.0429,5693.8200,-1301.3471,6086.9559,5385.4217,-3353.7527,-3276.6037,4200.1800,4175.9516,6185.4193,-1119.4834,6333.1970,-5616.8915,-1357.9841,2620.4125,63.0587,6212.5642,-109.7045,-2634.3196,4363.3628,-5300.1622,4833.6604,5563.8930,3931.9370,900.1230,2168.2002,-1727.5002,-5963.6665,-2461.3133,2954.3903,-1560.0953,1484.2653,3369.2184,-1556.2501,-546.4202,1931.2463,-6751.3603,5015.6801,4566.4319,6899.6763,6206.4644,4579.9947,665.2277,-2787.0935,-2811.3070,666.0079,5717.9686,-6496.2373,6585.6081,-4490.8862,-3284.4995,-2416.2435,-6915.0097,5266.7477,-1834.7966,5128.7253,1796.0685,1495.1064,145941.2044,124533.7805,141274.0817,146629.5050,140953.3520,143780.6963,137465.3590,141957.2655,178170162.2588,178127113.7779,178176459.1379,178163282.6968,141683.7881,178169612.7392,1634.2784,5335.0075,4349.9572,-5308.4537,-842.0692,5388.2596,-6277.2057,4915.6214,5443.1418,-2260.7716,-2621.4376,-2734.3075,4991.6165,-5159.4877,2527.1879,4135.8461,-3822.9320,-1786.2636,3963.9247,4678.2550,-4646.7692,4851.4862,-2330.0747,-552.1522,3138.3512,-5257.1780,344.6543,-3642.4915,-4288.6103,938.1380,2683.0729,-5490.9399,4586.1201,5362.7743,-778.2566,-4159.4757,1674.9826,-5466.5152,-3467.1721,-1460.8759,2779.3302,1804.4368,4823.6841,-1494.9437,-5464.1051,2836.3642,-1695.7539,3298.4616,-1447.8079,5471.9304,-990.9117,2776.6346,-4416.6701,-2755.5437,-1436.9260,5329.9355,4903.4175,4667.6681,3036.5639,-5199.4213,-3306.2439,4917.2465,-4056.9839,-3395.5540,1676.7256,-5472.4794,-1413.3032,-5160.5338,6517.4779,1458.3264,-5279.2716,-5286.1411,-4731.9481,1204.6980,5461.4224,2500.8970,4682.3688,5447.8025,-1502.6538,2481.1839,-562.2873,-882.5026,2150.0471,-4998.2483,2009.4498,-5214.0244,-458.9972,-4961.4552,-805.6807,1971.7608,1897.5754,3934.4293,5289.4081,-4330.4219,-110.6934,-393.8340,6078.1322,-4468.5490,-5422.6777,-865.4777,189234.1276,186762.8734,183312.3372,192193.0998,188766.9648,178183.6057,179666.0285,183735.9207,-78094722.3117,-78116409.4730,-78111073.2673,-78115519.3754,185482.1277,-78106165.3350,
600.000,5793.3881,2449.7498,-4190.5502,4597.8179,-2262.2258,2199.8492,-4271.8691,-3765.8268,251.0501,-5272.3890,-3805.6784,2170.2051,-2600.8985,1144.5563,-6127.4843,6546.9505,-5129.7762,3278.3101,6082.7365,-4752.2275,4953.0003,-1984.4274,-148.4567,-5938.2950,-3420.7576,3831.2297,-3842.1316,2873.5558,-2217.6858,4625.2717,5288.6128,2465.7947,-5521.2200,-4669.0655,-6229.2688,5948.3020,5586.5196,-778.4533,-6035.2215,6894.9200,3111.1329,5080.2889,3682.9768,4590.4166,-4149.2771,671.2726,-3101.3805,3258.8880,5113.9376,1348.8956,5711.5756,153.5253,3744.7872,868.2030,2805.9726,2322.9463,-2282.3086,4021.7596,2207.7640,-3735.2467,-6523.2664,761.1916,608.2922,4879.3946,4368.9749,562.9595,-6748.9095,4094.9161,-2976.1700,1881.3118,1971.6213,-2386.3176,3252.7052,6927.4478,3948.7073,-6668.4184,-5274.7317,-3057.2189,-790.6275,-2971.6248,5618.9945,1655.6577,3433.4229,3319.9653,-6821.8742,-4090.9058,-6377.2523,-5133.3037,4515.9967,-907.5412,2252.3072,2683.1587,1014.8365,4697.7759,-938.0358,4845.4399,703.0925,502.8694,-3324.3700,6868.6301,320075.1487,313090.1671,302452.5116,307075.1958,301499.7582,304485.8850,310235.6679,308860.9580,-259356295.1318,-259393501.1680,-259360016.6868,-259368779.4867,308205.5353,-259373148.6588,-3780.1545,-4614.4714,1780.0205,-2139.5953,6144.8963,-4373.9524,-1179.6709,4019.2839,-4948.7612,-2437.3896,5590.4442,5017.5393,3319.5299,-4018.9692,3117.0661,-408.0264,-3862.6475,-6041.7353,-1888.4721,4109.9958,-1422.2472,-3781.7158,-6941.3610,2356.2155,-5747.9248,1512.5072,5589.7488,-5866.1998,4602.2729,4585.4114,-742.0731,3496.1862,-1336.2428,2142.3726,2692.3841,-2006.3456,-1948.0092,4360.5769,2818.0630,-493.0337,6096.4797,3065.2595,4574.0951,5083.9976,870.9753,5549.9195,6203.7355,-3928.6805,-4369.9982,4050.5024,2847.7587,5510.1747,-2489.8260,5475.6344,-6327.9066,-1927.5605,3592.8818,-1683.7944,6349.8466,1859.8579,-1216.9891,3973.7869,-6379.1538,4430.9226,4234.2895,4212.0463,1533.0116,5.7297,34.2972,-6677.5768,-3663.5135,4721.7194,-2886.0766,-6.2527,1876.0056,-354.5628,1551.5166,3883.9422,-6876.8087,6178.0563,3340.4927,6706.8954,5995.7962,4612.2292,1334.8150,-693.1574,-1527.2242,2531.9550,4591.3024,-6745.2087,6549.9202,-5882.0845,-4043.5787,-4119.8573,-6644.6193,4685.9205,-2290.5623,5835.3354,3778.6227,293.4375,152842.5731,131061.4585,147920.9328,153117.3824,147425.1268,150299.6469,144043.7300,148880.9430,172549007.7342,172505611.5367,172555820.2002,172542558.9574,148192.0544,172548510.0726,-165.7523,4557.2705,5221.3469,-4581.3976,-2297.3827,4776.1009,-5362.5186,3886.6083,4834.7985,-3774.9482,-1208.7092,-4141.9263,5496.4565,-5536.2687,797.0429,2294.1012,-2322.7032,-273.7907,2503.5706,2967.9429,-4478.5557,5450.2826,-247.0512,-2728.9191,1830.8928,-5479.3789,-1199.7305,-2097.2228,-4706.9167,2381.9123,4451.8071,-5443.2445,3973.2353,4629.4181,1462.5354,-2757.9920,3297.3155,-5204.6231,-1883.5940,345.9443,1085.4627,3402.3867,3688.6706,317.3192,-5474.9409,3892.8220,95.0817,4549.9811,381.6299,5479.5498,-2696.2049,4176.9268,-5261.3474,-4157.7650,365.4158,6257.3113,5471.8026,5375.2066,1705.9536,-5539.1651,-2039.7866,5358.9418,-2618.8133,-1795.1016,3293.7698,-5467.3218,708.2521,-5462.9782,6274.1612,-69.7564,-5547.4031,-4464.5147,-5411.3203,-334.3664,5256.1986,748.6884,4223.4581,4847.4141,297.6387,1050.8539,-2309.7467,927.3720,383.1336,-3955.7066,-93.0784,-5543.0775,-2219.8772,-3896.6496,-2535.2472,470.3382,117.0252,2462.4997,5532.9047,-2980.0377,1686.6011,1719.4558,6519.6070,-3728.4670,-4768.7763,944.4584,189283.9433,186772.5727,183365.2097,192116.7855,188956.8475,178356.1605,179485.7563,183936.8103,-78089264.5440,-78111236.4526,-78105187.9088,-78110347.5597,185500.2248,-78100801.0744,
