sl_100_5400_20240126 Coordinates.csv
2024/01/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/01/26 07:47:00.00, Stop: 2024/01/26 09:17:00.00,
TIME_UNITS,STARLINK-30795 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-1944 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-32336 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-32368 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-5314 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-5472 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-1944 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-32336 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-32368 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-5314 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-1944 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-32336 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-32368 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-5314 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2359.4174,1379.2984,-4627.6806,-5992.9489,1666.2897,69.2285,3131.5840,-2952.0719,4717.1043,-212.6279,-970.4267,-5464.6391,-2023.6916,-3694.2157,-3991.9923,-5100.4186,2367.7351,2985.3497,-5749.3305,-2435.6852,-2463.7369,4031.6340,-4473.8600,6684.3870,5374.7511,-2820.0802,0.0000,-4018.6359,2718.7853,4450.1500,-3492.1426,555.3118,723.7447,-6392.2781,3485.5470,4761.9091,-3997.4300,0.0000,5151.4580,-4191.6362,3970.4095,-3940.4452,1497.1520,-6656.3536,-6745.9597,-2821.7434,-2175.1688,-2408.3091,-4141.1461,3873.0520,-3753.7396,1983.9094,5838.7923,5032.2580,39.0179,-3534.0036,5342.9880,-5176.1676,-5548.8989,-3767.8591,3763.8680,-3644.4420,-1435.8079,-6896.5495,655.7082,-3376.3089,455.2791,-601.0743,-3896.5558,-5818.3113,1907.5768,5966.3576,809.2896,-1125.8279,2482.4245,2997.2445,-3839.4888,3436.2025,3620.0730,40.3025,-2373.7899,-4211.7977,-1001.0941,-3975.8632,-2536.0994,-2119.8653,-5983.5978,-758.5377,-3382.7904,404.0969,-5005.8511,6412.0827,3947.0968,3260.6737,5575.5026,1033.7627,6101.3661,-2796.0806,1967.8734,817.3036,119812.2842,85304.2246,97211.6677,104483.6002,96769.2687,100903.4557,99483.4556,102730.5706,-223685175.7287,-223703379.2401,-223680234.4820,-223673520.8016,101534.8409,-223666127.6523,6104.3642,-6623.0044,-5140.4861,-2474.9784,5386.3472,6680.8270,-4169.9518,-5006.0202,-4031.7237,6670.9245,6655.3102,-3604.7102,-1441.7057,-3543.1838,-2347.1170,484.8681,-4629.5297,5280.3875,3730.6009,-3587.8125,-543.6373,-1165.0910,2406.1786,-299.1518,4345.6709,4983.9381,0.0000,1229.0369,-3467.9792,-5092.0340,-3724.4628,-5588.6986,-6408.0818,-307.8644,3627.6947,3035.7925,-1450.4240,0.0000,4546.7094,-320.1363,-1532.5931,4543.1023,-6753.2694,-827.4543,980.5688,4185.9525,5230.3115,-4884.1184,-2103.6553,4487.1628,-3973.5889,-6265.4499,-3561.9173,-226.2672,4485.8930,5897.9893,-448.8656,4.6527,3287.6617,1894.7723,-3409.5502,5786.6948,-5679.9664,-86.8876,4128.6989,-2532.2033,5609.5778,2780.0239,-2323.6761,-3460.8940,-3834.7501,-1076.6975,-4571.4523,6713.8242,-3426.6638,-5313.2717,-1563.6701,-4753.3802,-3814.5463,6874.9127,-4897.2619,-4907.8909,-4539.3967,5662.9529,3339.4340,3923.5535,-38.2663,-5004.9361,-5206.8913,-5777.6579,-4465.6874,781.7564,2756.2679,-5604.2818,3006.6592,-5281.8140,1605.1807,6352.4808,-5155.9299,-4882.1969,-360932.1105,-371299.5967,-356467.9117,-356084.3635,-355617.1281,-356205.0728,-364503.2755,-359968.7575,231129359.7182,231131240.4568,231145447.8676,231137422.7372,-360214.6836,231136530.9159,-2313.5919,-877.5568,252.2698,2468.5327,4000.3549,-626.1616,4560.6710,3770.7557,-3148.4883,-1877.2355,-1154.6502,-1912.8296,-6496.4761,-4688.0367,5142.3253,4673.4179,4582.3904,-3365.6545,-1060.8177,-5418.6579,6460.3157,-5563.7654,-4727.7530,1477.1320,362.5358,-3923.8662,0.0000,-5506.4090,5334.7529,923.9984,-4529.7612,-4061.3994,2596.4008,2619.0912,4601.4922,-3846.5749,5463.5243,0.0000,836.6877,5372.6314,-5471.7320,-3432.8244,-226.3501,661.5311,-1266.8115,-4753.5846,3996.0365,-4296.1107,-5153.5722,3599.0299,-4250.5883,-2241.8260,-1179.5411,-4673.3667,-5275.8440,765.4719,-4233.2966,-4624.0728,-2594.4360,-5493.4162,-4732.4020,1173.1732,3577.4923,-612.8194,5516.0928,5473.1872,3925.6636,-6347.9621,5090.3727,-1450.8675,5438.4481,3347.9993,-5011.8819,-492.6902,-5485.2128,3330.2266,-5577.4408,-3745.8436,-4533.1229,930.5097,-4112.1181,-2517.6599,-5154.5967,305.1599,-5525.3146,-5298.1714,-3544.2037,-4729.2334,2832.8087,-3852.6188,1811.1849,-2541.6010,5004.6171,-2524.3298,2619.5134,4377.4239,2862.5912,-177.2409,4190.4652,-4844.8043,151966.1618,147663.1841,145297.3483,154429.3064,150510.8345,139995.0971,142046.2121,148861.9668,-137994495.8502,-138020923.5752,-137983316.1687,-137994810.6399,147533.6291,-137996263.6965,
300.000,3895.2968,-134.6566,-5331.0197,-5868.6206,3286.6401,1290.5260,2194.2357,-4503.4486,4175.5555,1027.9688,635.1398,-5722.6334,-2685.3896,-4856.7705,-5406.4125,-4465.6914,574.2450,3696.9707,-5033.1868,-4291.5212,-4008.5101,3180.3319,-3224.5395,5903.2520,5787.0446,-1370.0801,0.0000,-2960.3758,650.8506,3465.3455,-4648.8318,-890.8911,106.6626,-5494.7771,4992.6108,6028.2586,-4879.5262,0.0000,5533.7622,-3760.4885,2686.9560,-2142.8744,268.6100,-6626.5889,-5918.9928,-753.8400,-104.4794,-3852.1035,-5470.1257,5430.2999,-5325.9906,522.5440,4987.6924,4808.3648,2017.9673,-2431.5854,5427.6406,-4657.9228,-6195.3856,-2948.6550,2152.0761,-2326.9397,-2979.1009,-6725.6340,2718.3957,-4767.6018,2347.3929,928.3283,-4089.8152,-6471.1839,-231.8328,4650.1948,-1238.3477,103.4647,466.7210,2703.6367,-5005.9051,2591.7923,1709.4659,1547.3512,-3789.1638,-4606.3264,-2960.6349,-2843.8650,-845.3242,28.5274,-6732.4650,-2541.7780,-3975.3975,-512.9382,-4786.2390,6803.6474,4175.6314,2113.4318,5353.7024,-405.4365,6816.5212,-1313.7970,741.3045,-1123.6397,127416.1895,93134.9752,104898.9450,112099.1027,104307.2576,108463.6827,107149.7706,109911.3438,-228675706.4975,-228693625.7528,-228671320.1755,-228664322.3555,109135.4193,-228656673.5035,5679.2731,-6784.5702,-4136.0529,-666.2637,5526.1257,6470.1894,-5682.2826,-4757.3599,-5354.9522,6853.9085,6288.1468,-1872.4282,660.7462,-1731.9310,-977.7916,2544.5295,-5655.9789,3641.5753,4708.7220,-2677.6608,-1819.1515,-3145.0237,4148.7318,-1514.4207,3136.7372,6173.1405,0.0000,3126.3418,-4124.9382,-5813.1965,-1887.5721,-6351.3783,-6932.4683,1065.7051,2130.9757,1637.8415,455.8373,0.0000,3269.0306,1831.3962,-3286.0851,4658.5300,-6731.1211,406.2188,2104.4912,4262.9284,5187.0972,-3338.9065,-662.6228,3573.7124,-3363.5992,-6879.0198,-4811.1199,-2348.7823,3626.0861,6393.4552,-2435.6567,2092.5717,3122.5225,3835.9426,-4818.8644,6528.1527,-4376.5405,1112.4840,3453.7032,-950.8133,5772.4059,4137.0778,-167.3030,-2429.5798,-4234.0425,-2288.9398,-3928.2288,6691.4831,-4240.1399,-6261.1455,-2710.3610,-6060.0057,-4785.6511,6330.1232,-3320.4905,-3341.8441,-4645.2742,6137.9177,4632.7715,4151.8588,696.3545,-5383.5894,-3604.5379,-4425.9708,-3380.9158,-791.8651,654.3782,-5025.0572,1364.2134,-6223.6636,418.8423,6679.7169,-6297.8544,-4115.9857,-358278.0535,-369395.6162,-354169.6040,-353949.3082,-353411.6941,-353942.8823,-362294.5068,-357759.3135,226192008.9781,226193239.6118,226207926.6829,226199549.1142,-358028.5458,226199278.7765,-860.8905,680.2228,-1551.0498,3636.5636,2546.9572,1213.5614,3305.0337,2261.6278,-1511.9049,-95.8499,-2577.8246,-3205.4321,-6381.9358,-4647.0499,4210.3871,4655.1211,3965.7362,-4605.0647,749.2578,-4751.1839,5361.6251,-5343.9935,-4533.2949,3126.7438,2130.7250,-2863.2447,0.0000,-5426.1847,5516.6605,-903.1333,-4627.3579,-2624.0967,534.8710,4056.2758,4126.1020,-2766.5275,4891.9814,0.0000,2562.5153,5389.1814,-5480.4686,-4655.0669,1576.0781,-1174.5689,-2938.2175,-5417.1149,4595.9957,-4704.2572,-4214.7763,2418.3099,-2872.7215,-780.2797,359.4379,-4310.3594,-5544.4456,-1050.5197,-3357.1816,-4701.3776,-408.1488,-4954.9866,-4509.7032,-366.1701,4367.0605,1200.5373,5346.9961,4914.0668,2876.4880,-5514.2854,5452.6100,356.2634,5471.5693,4590.3186,-5450.6900,1329.2295,-5458.5504,1350.2076,-3985.3213,-2229.8536,-4731.1696,2375.1747,-4598.9629,-3974.4718,-4221.9235,-1495.8530,-5092.4128,-5542.7258,-1594.9711,-3540.5115,4213.4271,-5342.0223,3730.0761,-1120.5949,5508.5613,-4324.5596,4053.4789,3043.4461,1180.4455,1354.9826,2799.5293,-5456.8446,151866.4345,147564.9099,145236.8896,154257.8429,150603.6097,140055.5874,141752.4381,149043.7782,-137992401.2467,-138018703.5888,-137981190.9955,-137993065.5644,147448.2084,-137993909.8030,
600.000,5048.6277,-1641.6187,-5518.2971,-5203.0537,4560.5249,2385.1012,1077.4877,-5596.2460,3240.7804,2165.9271,2199.9057,-5422.9445,-3155.6787,-5588.4200,-6305.4904,-3442.6802,-1246.7139,4096.9418,-3814.4646,-5737.9841,-5076.4733,2077.5727,-1702.1606,4522.5599,5640.4606,185.7614,0.0000,-1664.5551,-1465.3041,2113.1978,-5373.0381,-2222.3127,-514.1189,-4067.6420,6012.3732,6689.5317,-5324.1216,0.0000,5387.8985,-3001.6127,1189.2026,-113.2898,-1004.1984,-5884.0969,-4509.0534,1398.3939,1989.2496,-4962.1558,-6283.2416,6458.1349,-6363.2209,-981.8165,3652.0082,4148.2526,3826.7108,-1077.0081,4990.9532,-3734.6158,-6172.8716,-1892.7638,365.0418,-781.3194,-4262.7888,-5886.3764,4527.3674,-5719.2609,3987.4599,2309.0243,-3922.5070,-6482.7429,-2336.9169,2887.9742,-3184.6963,1337.3370,-1570.8318,2152.3263,-5599.8153,1518.9882,-348.2931,2927.2948,-4858.6885,-4589.7662,-4611.3301,-1416.4714,887.3879,2171.4937,-6801.9463,-4048.7064,-4204.0475,-1444.6211,-4117.0996,6540.9230,4057.2187,708.6770,4619.1480,-1773.5500,6858.5107,307.3912,-527.5564,-2986.5259,134960.1681,100924.2359,112540.3968,119669.1217,111800.5047,115973.8158,114769.2042,116986.5889,-233557274.5537,-233574896.9418,-233553435.8040,-233546076.7327,116689.0040,-233538260.4424,4710.8650,-6254.2254,-2709.4057,1230.3943,5137.5341,5550.9932,-6635.2683,-4060.2571,-6146.7812,6359.3025,5290.1659,69.5960,2669.1735,220.8946,445.1540,4370.7622,-6160.7986,1641.6093,5228.3195,-1556.6681,-2959.4225,-4839.4958,5513.1154,-2610.2171,1598.1086,6774.5158,0.0000,4743.0436,-4433.8748,-5938.2705,117.8906,-6498.8426,-6753.1523,2376.0393,451.9080,100.2738,2284.5513,0.0000,1647.0316,3805.3921,-4752.1642,4362.0414,-6043.4143,1609.8654,3054.0027,3980.8756,4684.3859,-1496.0194,801.6771,2337.4687,-2451.8453,-6828.8542,-5597.7558,-4234.6800,2463.8139,6258.9934,-4159.7075,3990.8676,2613.9865,5410.0952,-5793.3087,6639.9656,-2656.3872,2215.0657,2495.6969,680.9957,5380.4148,5123.8167,2007.1307,-1153.0873,-4275.6271,-3324.7806,-2937.6621,5976.6039,-4692.0695,-6567.1786,-3609.8161,-6771.2202,-5338.2980,5176.4842,-1428.4824,-1430.5628,-4338.7733,6014.8026,5510.5970,4032.8297,1339.6619,-5260.9795,-1618.9437,-2650.3818,-1919.7944,-2278.6938,-1514.1207,-3974.2757,-449.0975,-6567.6778,-795.5318,6366.9845,-6824.8344,-2995.7955,-355463.8464,-367325.8301,-351712.5880,-351654.1831,-351051.4028,-351523.1442,-359919.8395,-355429.4232,221146932.3513,221147523.1532,221162656.3402,221153937.6161,-355682.0176,221154300.1989,683.7054,2161.4653,-3187.6332,4416.2747,818.9480,2909.9079,1695.4699,510.1234,284.8943,1695.7772,-3712.0300,-4138.1973,-5594.0529,-4111.5182,2826.4114,4139.9788,2924.9488,-5353.6842,2479.0586,-3577.8341,3691.9559,-4562.6453,-3855.9976,4429.6427,3669.4131,-1497.3816,0.0000,-4765.5325,5106.5806,-2629.0659,-4207.2447,-905.6109,-1583.4549,5056.1160,3187.4079,-1377.2502,3796.2600,0.0000,4012.4744,4802.5742,-4904.3216,-5378.5808,3208.6629,-2874.0135,-4295.5963,-5503.0485,4704.6698,-4610.7936,-2826.4525,979.0878,-1186.2503,764.4680,1860.0055,-3474.4317,-5219.7097,-2753.4331,-2105.8344,-4278.3154,1821.4865,-3885.8554,-3807.1055,-1866.4309,4675.7834,2884.6915,4604.6074,3825.6879,1510.1515,-4098.1587,5203.6216,2125.0147,4918.3459,5340.3695,-5282.1137,3001.8421,-4848.2246,-773.2124,-1970.2142,-477.7555,-4426.1708,3565.9239,-4570.3873,-5008.0194,-2839.5579,-3136.3946,-4116.6901,-5194.1062,523.4828,-1972.2001,5121.8715,-6267.1168,5252.4917,420.0104,5427.4689,-5667.7992,5038.9057,1384.8299,-628.2670,2742.6027,1108.8878,-5485.1985,151766.3329,147466.5475,145180.5596,154081.3583,150692.8513,140121.3588,141464.8153,149104.4773,-137990307.0428,-138016482.2644,-137979070.6563,-137991327.3613,147362.7063,-137991555.6270,
