sl_100_5400_20240613 Coordinates.csv
2024/06/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:06 2024,
Start: 2024/06/13 07:47:00.00, Stop: 2024/06/13 09:17:00.00,
TIME_UNITS,STARLINK-30924 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-4718 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-1891 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-32078 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-5591 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-1891 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-32078 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-1891 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-32078 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4008.3155,-2186.8310,-5869.7250,1679.2932,-6839.2264,-2822.5504,657.2821,5081.6174,4245.2390,-2665.9092,5667.5527,-6690.0062,4326.5344,-1632.8277,6001.4117,-2103.0805,573.9591,6171.1873,-5073.2889,-1953.6481,-5154.0134,1842.3833,5217.0339,-6424.7926,1440.9355,544.1795,2727.0225,-4499.9959,647.6535,2942.2295,5617.6567,6938.5109,-6086.1374,-4279.5745,2275.2131,5214.0152,-745.7220,6324.2287,2367.6127,3421.4391,-773.6693,540.9763,-6833.7831,146.1494,4146.5273,-4839.9058,-4458.6528,-1703.0109,4435.7284,4449.5080,2447.9225,-1472.6564,-4346.0215,1737.3874,4531.3922,2810.0822,-1816.2274,-4209.2531,6528.9690,2094.0281,3472.8971,3505.0497,-6377.9542,2041.8718,-5705.7606,2648.5831,5211.9735,-3896.0288,2682.9175,5989.0645,3920.3026,2883.2520,764.5928,-243.4280,2148.9088,-176.1932,2061.7064,2208.1037,-1390.2389,-2214.9054,-2263.0001,-3712.6068,-3007.4556,3637.0713,926.1984,-2852.2122,2152.2945,2411.8980,-3627.6218,-3189.8390,2428.0029,6163.7398,783.6162,-1577.1011,5404.0578,4822.1108,-4543.2871,-1079.8210,-627.9416,-1556.1505,324797.4433,348375.8950,331469.8558,326772.5344,332171.0230,329614.7845,336221.7477,332244.1232,-259335092.7656,-259274579.3088,-259305592.5677,-259308458.0813,331893.7613,-259315824.2219,-3055.0658,5333.3198,1728.4361,6743.8406,294.3291,4246.9974,4614.4691,-443.2212,5403.8915,-3296.4077,879.1865,1395.5103,5049.5094,6600.3849,-3114.1646,-6590.5909,-4757.1932,1339.6912,-399.1966,3704.9386,-3408.1975,-6261.8202,-2822.9460,-865.3453,-4329.6797,-4191.6882,-3592.8137,197.6160,-6449.9194,-5358.4330,-2623.4835,11.1079,3260.9617,1412.4226,-3754.0401,-1313.3308,-6589.9024,-1373.4995,-360.5528,-2557.6425,4962.1791,-4876.4017,1135.9347,-5625.2179,-682.0270,1595.3864,2120.9786,-6041.2816,2463.3248,5149.1354,3504.6171,-4623.1154,-963.1595,5577.2494,-3104.3966,-4005.2855,6023.6075,2308.0184,-1788.0730,-6532.0491,-1210.3783,-3091.9973,-695.1910,-3876.0094,3234.1845,-6416.9714,-2272.9767,-4461.5841,3887.4039,-2591.6770,-4260.4716,-3859.9034,6885.8540,-6570.7368,3679.3036,-2520.9995,-5451.4523,4521.0819,-3903.4039,6551.2308,-4246.9492,-5458.9644,5456.0288,-2678.4232,-12.1205,-4346.9347,5904.1891,-6117.2706,-5807.9119,3225.7126,3802.1878,451.2081,-5646.2253,4983.6609,4335.4493,860.1699,-2965.2875,-5055.3904,-5403.9643,-2210.1273,218954.8755,223334.0978,214141.6410,219051.0783,213220.6966,216340.6652,221649.6541,220103.9895,56884384.4023,56856076.6761,56872840.1334,56881414.6498,219891.4840,56878309.6193,4655.9065,3820.7968,-3275.7189,263.5149,1123.8075,-4731.0906,5103.0937,-4706.2813,806.2156,5471.3859,-3891.6778,-360.9449,1905.0245,-1270.7347,-981.4875,504.8882,4697.6734,-2832.3416,4700.5527,5497.8890,3150.5658,-2103.6362,3398.0572,2117.2629,5191.5954,-5367.8838,5236.0589,-5271.5938,-2425.4185,3237.8412,3063.0197,-4.5980,719.8540,-5288.8487,-5365.0656,-4389.9443,-1731.7458,2155.4027,-6534.1120,-5493.9682,4765.8289,-4903.6783,146.4836,-3724.0137,-5505.0799,-4713.2405,-4852.7812,2695.2513,4722.5888,1251.8631,-5454.5305,-4938.6994,5201.2407,3732.3516,-4242.6239,-4898.6193,2872.2662,4973.8471,864.8566,894.6920,5888.9247,-4915.1885,2608.6333,5344.7780,2253.1601,-164.4279,-3979.1062,3601.0577,4795.8979,-2305.6429,-3644.0409,-4693.9562,-206.0224,1808.2614,-5457.8428,-6484.3985,3751.7693,-4766.8147,5438.6559,240.7091,4969.7285,-2107.1235,2875.9166,5264.9004,6873.3618,-4599.5878,-2947.8062,-2170.0824,-1062.4644,5115.2142,-5300.9345,3104.4483,3912.5999,-4541.7108,66.4367,4877.4177,4315.7416,4209.3068,-4310.3416,-6411.8788,63108.1023,64454.6109,60944.4677,69691.2340,66398.2398,55778.6784,57242.7529,61282.0058,54028149.8026,54034787.3704,54010280.9032,54021382.1088,63063.1201,54031183.0856,
300.000,-5225.3744,-361.4913,-5675.1196,2213.1703,-6689.2110,-878.4492,2590.4873,4529.8540,4856.0406,-4396.7190,4781.8208,-6190.4847,5373.1638,-281.6869,4899.7654,-3393.4420,-1368.9518,5483.6379,-5153.6181,139.0250,-6330.5319,684.1681,4995.3068,-6756.9291,-697.0419,-1488.3912,1465.2216,-3576.1048,-745.3496,1195.7312,4089.1653,6605.9905,-6170.6956,-2627.9411,733.6191,4945.5218,-1913.5102,6112.4204,1747.4936,3760.2355,1141.1502,-1377.6204,-6338.5303,-1411.4446,3907.5533,-3842.9245,-2719.1743,-2735.0396,5229.0475,4946.0230,3816.5285,-2895.8649,-5218.8371,3227.7358,3661.0007,1712.6994,-225.5071,-2415.6150,6091.2708,915.4464,4244.9443,1488.8571,-5571.6339,438.3117,-5055.3912,1427.0995,3691.1189,-4677.5964,3601.7197,4653.2714,2057.7182,769.8675,1914.8100,-1795.4443,4054.3562,-2178.5030,37.2764,3315.1270,-3285.8618,-993.5597,-3403.5990,-4296.9725,-1108.7998,5120.4262,728.0343,-4290.5238,3090.6360,1319.2945,-4342.6568,-1147.6803,3658.6844,6708.0948,-607.4723,-205.4780,5872.2457,5745.1232,-5827.6033,-2808.6109,-2510.1523,-3598.8119,320347.5773,343672.2029,326610.4639,322076.2013,327480.9963,324879.8135,331433.1707,327080.5402,-260512292.4450,-260451193.6447,-260482777.7571,-260485911.1875,327173.4355,-260492961.5745,-1306.4751,4852.5190,3456.1412,6332.5188,1797.2714,5153.9228,4896.2663,-2521.9822,4222.5864,-2096.9960,-798.9006,2522.8166,4357.9233,6253.3510,-3926.0147,-5709.6359,-3880.6286,-192.1888,1718.4894,4304.4750,-2156.3699,-6813.9997,-4310.0652,692.0017,-4082.8934,-4701.5702,-5147.5412,2145.5950,-5666.3462,-5098.3168,-3434.4089,-1478.8194,2799.1197,324.7460,-5101.5691,-3293.7140,-5671.8838,-2955.6687,-2461.0062,-4210.6039,4156.1575,-4032.0378,2268.9104,-4508.7716,-2782.4865,3499.8099,3278.2850,-4717.3762,468.2806,3846.8351,1816.6835,-3072.5156,857.0800,4202.6904,-4856.9953,-5529.0845,5449.2796,3432.1511,-2927.9292,-6796.6216,-2892.2561,-3824.4825,732.1233,-5146.6062,4683.3827,-6595.2460,-3669.0326,-2614.9783,1951.3563,-3426.7525,-4437.3780,-4062.1170,6362.2175,-5789.1139,2823.9161,-1598.4022,-5289.4693,2768.7748,-2814.1971,6669.4594,-2466.5431,-4034.6652,5516.2390,-3041.9149,2235.7960,-2749.5692,4486.3477,-6783.7322,-4644.3941,3939.8420,2036.1890,-867.2130,-6444.9041,6099.1951,3172.8391,-774.2468,-1456.8553,-5339.9824,-4438.1650,-1836.8563,225672.2224,230645.8992,221148.3950,226105.1377,220181.6174,223268.3624,228679.8210,227329.7198,51208869.9386,51181490.6689,51197948.6282,51206518.3384,226900.9523,51202872.0428,4251.7618,4910.9782,-2001.2061,-1845.5969,-416.8987,-4587.5515,4135.6505,-4613.4768,2535.3525,4918.4791,-4954.5334,1454.4887,119.9425,-2946.8365,-2698.1807,1993.7651,5298.9776,-4220.0820,4300.2412,5405.6103,1845.9726,-326.9981,1798.9360,631.1932,5532.2812,-4728.4717,4374.2940,-5539.9584,-3906.2325,4516.3767,4390.0686,-1528.5734,-1519.8781,-6425.0544,-4635.4645,-3586.9642,-3342.2384,673.8965,-6270.0914,-4067.5558,5416.5404,-5474.5386,-1647.8555,-4818.9677,-4995.4388,-4600.3289,-5458.4054,4110.2145,4526.9368,2929.6867,-5492.3127,-5487.5143,4349.7882,4467.7334,-3341.6741,-3797.9323,4248.8262,5491.0801,-962.3798,-922.1360,4675.2743,-5400.4978,4043.8985,4593.0426,792.7253,1628.7460,-4591.2853,4395.5856,5339.8145,-3811.0070,-4784.0385,-5306.3392,-1980.5315,3121.6519,-4850.7985,-6413.2089,4477.9460,-5421.5310,5293.3295,-1562.5366,5492.7809,-3646.9298,3924.6835,3563.0042,6524.8243,-4713.2918,-4303.2905,-405.2500,-2759.4976,5467.4090,-5560.7098,1453.8880,2434.5591,-3271.2722,1849.6601,3768.2464,3463.9178,2840.3062,-4709.4788,-5664.2494,62925.5542,64317.4688,60854.7571,69466.0256,66438.4906,55803.3656,56914.8928,61163.7008,54032142.3758,54038326.2360,54013955.3025,54024942.7407,62933.2723,54034921.4517,
600.000,-5949.4579,1533.1197,-4946.8753,2546.3734,-5891.5130,1128.1715,4243.7951,3584.9400,5008.3052,-5715.1782,3461.5150,-5049.9308,5884.5772,1128.1102,3281.8102,-4374.0307,-3198.4314,4278.9435,-4774.9118,2198.6650,-6894.2985,-540.3590,4275.3274,-6401.1390,-2778.8138,-3343.2552,103.8270,-2354.9094,-2105.1190,-700.1511,2152.1949,5635.4427,-5575.7952,-653.6259,-837.1625,4233.1203,-2923.9663,5281.0964,1031.4554,3766.7022,2977.6645,-3195.0555,-5213.7707,-2865.6782,3338.8825,-2516.1343,-735.2321,-3531.9098,5555.3672,4979.1355,4857.3212,-4084.8599,-5594.1695,4444.0455,2469.3446,487.6425,1425.6916,-406.6864,5018.5137,-364.2480,4635.6312,-671.0911,-4233.2852,-1167.0551,-3921.5627,48.1953,1834.1661,-5048.8333,4192.6410,2851.2100,-32.9608,-1432.1617,2898.1785,-3193.9035,5570.5928,-3995.1233,-2008.5559,4152.9313,-4871.2442,343.1882,-4263.8169,-4496.0979,920.0369,6069.4597,360.0443,-5350.5232,3774.0474,100.1659,-4657.1525,997.5114,4587.1981,6590.0537,-1912.3771,1152.1155,5772.3301,6122.3255,-6561.7581,-4202.4661,-4177.9020,-5283.0439,315767.8822,338813.5547,321603.8566,317231.2600,322644.7307,320000.9779,326493.4149,321767.2285,-261565292.2527,-261503630.1209,-261535787.8319,-261539200.3169,322305.0197,-261545901.9645,542.5704,3934.3043,4837.5776,5273.8729,3130.2824,5605.8696,4732.4186,-4366.7820,2606.0210,-740.9874,-2440.5656,3406.8240,3234.0968,5298.1807,-4361.8607,-4271.7916,-2633.2969,-1745.0354,3660.0127,4534.5982,-713.8137,-6668.9078,-5340.3644,2172.6174,-3491.8633,-4775.6955,-6208.6338,3913.3550,-4338.7677,-4372.9495,-3953.6573,-2840.4953,2052.2182,-717.7351,-5975.8470,-4946.9124,-4178.6154,-4230.8750,-4333.1310,-5413.8360,2989.8307,-2843.0502,3195.9033,-2940.1874,-4604.6812,5085.1424,4168.3632,-2909.6779,-1551.9514,2144.5688,-11.1767,-1252.2861,2555.6493,2441.1731,-6140.2915,-6514.1473,4362.8282,4272.5253,-3774.7203,-6387.9246,-4243.6260,-4215.9424,2128.3471,-5936.5916,5674.2924,-6131.7182,-4751.0375,-515.9220,-177.4903,-3965.0536,-4211.3521,-3887.9368,5208.8309,-4425.5346,1742.8467,-592.1952,-4654.8358,765.4989,-1490.2725,6130.9774,-466.7859,-2198.7331,5058.1184,-3030.1904,4235.1298,-916.3395,2629.8442,-6775.9532,-3009.4787,4310.4026,104.2426,-2083.5090,-6612.5702,6624.0935,1679.9458,-2297.3328,162.0464,-5056.1030,-3080.9724,-1352.6623,232301.5315,237858.4172,228055.9686,233059.1475,227046.1705,230095.2368,235604.6692,234403.8497,45509068.1840,45482632.9026,45498768.8132,45507317.6727,233809.1052,45503149.6809,3379.2307,5472.4449,-513.0711,-3759.2331,-1913.0862,-3958.7090,2722.4316,-4029.3988,3991.2309,3838.1022,-5488.2213,3107.8467,-1678.0914,-4305.7524,-4113.5434,3269.3496,5277.1088,-5154.8100,3439.5975,4731.2933,344.1366,1485.8155,-0.8314,-925.8435,5277.2832,-3561.6801,3041.0296,-5217.6840,-4967.6556,5308.8060,5244.0758,-2889.3741,-3597.7117,-6881.6872,-3410.5742,-2401.7068,-4583.2119,-883.3315,-5345.3565,-2211.1245,5486.6808,-5462.4430,-3265.6495,-5356.5361,-3950.8673,-3997.7713,-5479.3531,5065.6659,3847.5683,4291.8987,-4943.5616,-5448.6309,3016.2294,4725.4893,-2084.3692,-2289.5171,5167.6125,5417.1161,-2681.7260,-2639.6737,2965.0658,-5271.0302,5045.1777,3346.3187,-752.4919,3248.1527,-4714.5677,4720.1264,5261.5652,-4907.1345,-5392.7464,-5299.5153,-3543.0526,4084.0438,-3723.8447,-5666.5004,4725.2687,-5497.5294,4559.1861,-3197.6973,5425.7738,-4796.5500,4540.5603,1481.3249,5482.2565,-4325.4577,-5200.8692,1403.1491,-4161.0893,5211.5172,-5234.1806,-353.3519,694.0561,-1649.6398,3434.2548,2252.9638,2241.8381,1130.3520,-4607.3810,-4318.9108,62742.9828,64180.1669,60768.9690,69235.7843,66475.1622,55833.4725,56593.0839,61173.3894,54036136.0089,54041864.7787,54017635.4813,54028521.7155,62803.3897,54038659.6210,
