sl_100_5400_20240517 Coordinates.csv
2024/05/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:06 2024,
Start: 2024/05/17 07:47:00.00, Stop: 2024/05/17 09:17:00.00,
TIME_UNITS,STARLINK-31014 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-4108 - X-Coordinate,STARLINK-2142 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-11198 [DTC] - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-3086 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-4108 - Y-Coordinate,STARLINK-2142 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-11198 [DTC] - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-4108 - Z-Coordinate,STARLINK-2142 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-11198 [DTC] - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3742.5510,1071.0011,1298.0886,-4897.5219,-593.0810,-6573.3260,-2658.1822,-971.0220,313.4190,-5772.4528,4379.8168,4825.3176,2603.4239,-5555.2505,3986.9937,2997.9779,-3040.8939,-480.3529,-1074.6717,3852.8794,1113.5090,5011.2149,-6885.0849,-3819.5952,-4311.6995,2351.1342,629.5830,4650.9214,6888.2005,-607.4189,-6079.2614,3909.4552,1928.3960,4518.6500,-1128.4892,-4270.2755,2263.2159,5012.5573,-4326.4848,3272.6311,1456.5917,2163.7668,3220.8354,-6555.9268,-4898.7882,4076.0386,2802.8455,-2384.7155,-1133.1110,6849.7397,6792.9794,-984.2482,1060.9677,6226.8917,701.8381,2704.5378,6068.3998,-2099.5469,5016.2396,-4522.0410,1041.6809,5557.5485,-4732.8893,-19.8014,379.1368,-1699.6575,-3480.1738,-2354.3933,-5080.2805,-6353.1514,-3204.6837,1756.0221,3994.5010,-5632.2726,-4982.5767,1891.9204,5933.1052,-2218.1495,-4911.6995,-5978.8253,4510.0247,181.4753,3639.5306,-6373.9818,3305.7917,4593.5030,3666.8672,5657.5566,2384.1768,287.8313,-6699.6159,4059.8006,50.2377,-4649.4360,-1842.4753,-1007.5763,3609.1979,1386.1179,-1447.7258,-6571.8905,391266.7950,414383.2877,397677.5780,395507.9806,397732.0770,396841.3034,405125.7182,399630.2781,-268602845.6602,-268578809.9791,-268598833.2754,-268592413.7935,400452.5362,-268599458.2163,3789.5316,-5345.8104,4347.2162,1483.7337,4609.2395,-1847.3989,-6393.3249,-6057.1012,5692.9665,-3401.0804,4018.8171,3570.5681,-377.3515,-4140.9751,-1466.6251,3607.6647,-4585.8998,6812.9360,5733.3452,-5028.1160,5910.4467,3038.7227,-50.9133,1672.5670,2560.0680,-6505.0926,5570.2317,-2388.3841,197.4413,6558.5023,703.5378,1389.4532,-5289.2459,-4790.0933,1595.3350,2909.3557,6513.1239,-3461.1579,876.9218,-2773.0574,-4157.1955,3871.2852,5667.6281,-1296.8996,3743.0820,-3930.9297,-3479.8581,3879.0575,6824.8148,961.3297,1363.3859,5744.7155,-4051.4756,2965.1495,-4959.8164,-6132.6468,-2875.4176,-3650.6376,-4790.4910,545.0068,5643.2780,-4124.7234,860.7348,-5913.2011,-6466.4283,-4008.2875,-5686.0707,5968.8098,2394.1938,2710.2776,-4220.3835,-5447.0243,3625.7089,-3705.1761,2646.5283,5285.6557,600.1976,4233.8301,-629.8361,-2883.0343,1642.2114,4209.4212,-5742.1618,2544.9975,-3629.6164,2154.7059,-5172.3368,-3831.4768,5064.3669,-4998.2879,-1721.2677,3462.1375,2936.3155,3032.3607,-5354.6792,6206.3159,-3846.4225,6569.6809,-6338.2092,-1744.2561,34866.9670,22024.7887,18277.7468,24819.8950,17233.1078,21198.0598,22943.4648,24765.1704,97710207.4670,97702666.0637,97702939.0369,97722670.8842,23319.9755,97727894.5554,4304.6384,-4109.0221,5214.4627,-4688.6492,5135.6643,27.5786,-435.1266,-3209.0864,3942.0847,-1842.7265,-3549.5382,-3320.5078,-6433.2024,-13.8229,5354.7569,5078.2954,-4216.3683,-1264.6096,-3730.9369,2651.3918,3413.3462,3668.9238,-870.9860,-5528.5313,-4800.2640,-435.6820,-4093.0153,4550.2049,-819.7504,-2134.1618,-3243.1918,-5545.7055,-4059.3149,2226.6077,6654.4043,4620.2337,665.1268,-3146.0163,-5234.6766,5416.5130,-5346.8652,5213.8143,1996.6031,-1871.6840,3171.3717,-3984.9966,-5308.0239,5213.5914,-408.7118,188.9155,102.3437,-3388.9354,-5523.6798,754.2643,-4795.9611,1783.2532,1771.4149,-5452.5206,76.7104,5200.9537,-3874.1216,-607.1064,4963.7850,3266.0229,-2465.5663,5368.0227,1437.3493,2260.9442,-3893.0668,-439.2982,4287.1977,-3875.0625,4323.0680,1085.8728,-4014.2441,4066.6212,3538.3717,-5011.8311,-4840.5010,2005.8933,-5001.5599,5478.6860,-1390.4181,1031.0184,4868.7426,-4712.0295,-2788.0206,1087.0824,-4132.9614,4612.2397,402.0465,-4426.8792,6289.9583,4163.3097,-3983.4043,2880.8029,4497.6501,1205.0065,2398.1517,1438.6204,54590.4673,53696.0317,50023.0459,58850.8471,55435.8415,44833.7948,46411.8443,51472.5731,19553492.0052,19583392.0968,19564230.5841,19556882.9867,52168.8824,19563139.4245,
300.000,-3054.5679,-1007.1628,3290.4143,-4252.7571,1205.1541,-6568.6140,-3874.2630,-2185.3629,2146.0050,-5728.9350,4547.7308,6104.5917,652.5473,-5996.0916,2654.0973,3827.4110,-4686.3354,-860.0578,592.7800,2024.3343,2582.1606,4816.3357,-6376.2647,-2635.8672,-3966.3209,1144.1653,2443.7208,3825.9015,6775.6552,747.8829,-6390.9510,4460.0949,-145.5795,3333.5220,-3074.3889,-3147.4270,3344.2225,4607.3391,-3115.6573,2152.0874,-708.2301,3497.9916,4235.0562,-6925.7521,-4101.0092,3471.6222,737.9476,-990.3728,127.3519,6624.7467,6664.7924,650.0880,-1001.6245,6422.3259,-1201.4576,1314.5468,5412.2701,-3675.1406,3758.1367,-4788.7744,2600.7663,4693.3122,-5001.6682,-1459.8938,-890.7005,-3302.1893,-4781.7505,-1248.3423,-3379.9219,-5464.2087,-4934.5213,529.2415,4233.6531,-6251.3993,-3247.2315,3774.6100,5238.8064,-101.7612,-4070.3098,-6747.0696,4193.4491,2276.2573,2340.0086,-5718.0109,2419.5949,4329.5929,1998.3829,4932.9843,2533.0144,-1846.7462,-6769.2795,5595.6284,1798.8270,-5784.4202,-3457.5125,239.3127,1681.2124,2766.3720,-2517.6396,-6821.4168,390445.4784,413954.0556,396983.5397,394983.2860,397170.9075,396223.8131,404509.0554,398892.7907,-270670221.2084,-270645525.3343,-270665576.8216,-270659532.1906,399886.2507,-270666848.7034,5373.3115,-4943.5374,4264.4724,3486.9758,5387.3303,-592.4132,-5423.5532,-4789.5497,4746.4647,-3908.8498,2200.7099,2355.0094,710.4343,-2973.7251,-3205.5687,1641.1188,-4248.8208,6013.0479,4901.7562,-5370.4596,6154.9013,1192.5657,1460.2849,3489.4851,4372.0743,-6694.5722,4547.7009,-4270.3906,-1303.9980,5822.7989,2119.2194,-693.4781,-5172.5918,-4529.9398,2375.2065,4660.7354,5959.9366,-4848.4313,2682.9821,-4523.7773,-4102.7742,2153.7808,4221.1564,208.4977,5269.5956,-5431.1316,-4111.2388,5304.4385,6582.8925,-278.9235,113.6532,4885.8611,-4587.6233,1392.7701,-4131.4404,-6806.1792,-2084.0105,-2144.1385,-5648.6390,2515.3162,5955.6902,-4977.0110,2747.0758,-4801.8052,-6832.4861,-2539.2595,-4864.2177,6671.9576,3298.2164,3636.0669,-3193.9726,-6463.5721,1648.2331,-2651.9662,3473.2672,4937.9500,-1268.9439,4194.8881,1279.4601,-1521.3015,-448.7711,3611.5028,-6529.7637,3902.9454,-5280.5187,109.1823,-5144.4088,-4799.7176,3366.6445,-5045.5094,-500.7304,2650.7936,1599.9873,3156.6883,-5439.8643,6810.4352,-4784.1261,5655.5333,-5155.1021,-1159.3064,43036.6820,30727.6489,26833.6286,33348.9361,25673.9461,29631.2150,31492.8540,33294.8397,91822168.9947,91814786.6819,91814768.2217,91835089.8796,31819.3348,91839770.6484,2954.5405,-4600.1116,4334.2611,-4233.9342,4185.9587,-1775.1239,-1929.9654,-4497.3134,4571.2568,386.7160,-4734.8285,-2058.6469,-6883.9262,-1800.0752,5422.2844,5517.1491,-2832.6139,-3372.7156,-4855.6817,3766.8922,1819.3034,4812.4738,-2322.9655,-5368.8327,-3650.7389,1369.1510,-4640.1027,3895.8771,725.3344,-3672.9104,-1616.3759,-5252.8119,-4626.2636,4079.3577,5746.8004,4052.9868,-1144.6448,-1499.0786,-5475.6364,4760.4289,-5537.0237,5474.8295,3271.0954,-371.9868,1871.4575,-2525.9339,-5540.2076,4338.4585,-2168.8982,1969.6324,1883.5775,-4600.9645,-5098.6868,2218.7218,-5439.1391,276.1020,3814.6178,-5419.0623,-1451.8294,4308.2946,-2384.9946,1199.6007,3904.5378,4518.1662,-733.6624,5515.0132,-104.3343,492.5851,-4939.7537,-2201.8306,3453.5511,-2386.2781,5208.5338,-739.8190,-5034.3302,3072.7526,4359.6138,-5509.8908,-5454.3976,518.1036,-5501.6356,5435.5969,140.6672,-511.5625,3754.7702,-5403.0475,-4186.6370,-728.3141,-5538.9132,4180.6862,-1401.7588,-3116.6347,6510.2209,2181.0033,-2524.0053,1195.8742,4725.0819,2620.4682,3882.3317,-683.7150,54421.3240,53560.8357,49927.3729,58624.3529,55474.6109,44853.7087,46078.9002,51810.1927,19558371.9973,19588291.6297,19568947.0254,19561517.7615,52035.9460,19568179.5744,
600.000,-2087.4421,-3001.1881,4942.5636,-3238.5747,2852.0550,-5890.2145,-4733.5414,-3232.5639,3801.4971,-5066.6510,4316.2500,6771.6557,-1410.8232,-5856.6524,1097.6424,4337.0791,-5856.6158,-1099.8222,2243.4221,-21.5471,3776.9402,4190.1665,-5255.6622,-1244.4837,-3270.8927,-190.8200,4053.2554,2667.9615,6007.0487,2068.0359,-6077.5414,4625.7992,-2219.2715,1776.3511,-4722.1713,-1757.4461,4106.2228,3744.8469,-1636.2472,868.3145,-2807.7222,4526.4802,4848.8087,-6626.0714,-2923.0012,2550.3864,-1384.8051,458.0724,1399.0051,5744.7027,5881.4854,2257.9190,-2943.2045,6008.0905,-3021.6423,-199.9734,4145.1949,-4923.5895,2127.0561,-4623.8132,3881.0044,3359.3933,-4811.3311,-2791.8914,-2064.3539,-4620.5040,-5596.3348,-17.3979,-1338.8874,-4024.9613,-6164.6875,-723.8114,4110.3318,-6227.6901,-1196.3137,5281.4373,4068.3475,2034.8739,-2877.7623,-6861.1999,3523.4202,4160.3712,812.7495,-4507.3865,1335.5183,3695.5115,105.7554,3713.0628,2498.4939,-3782.7597,-6173.2585,6577.1537,3418.4010,-6304.0294,-4710.9266,1448.9384,-393.3551,3890.4026,-3382.4945,-6379.9420,389455.0539,413339.9183,396110.6923,394278.1870,396433.2656,395429.8342,403707.2752,398051.1831,-272608541.9940,-272583184.4500,-272603259.9183,-272597634.2329,399139.5252,-272605180.5980,6401.7143,-4081.5140,3805.2438,5157.6664,5667.9008,743.4321,-3924.0039,-3061.3922,3372.2774,-3987.7442,146.8889,923.5586,1635.9019,-1496.5442,-4653.4992,-471.5116,-3521.5013,4564.9875,3621.2296,-5210.4339,5798.9970,-799.1558,2852.5204,4991.6494,5744.1215,-6226.2780,3119.4818,-5742.2547,-2686.2996,4525.1979,3308.7150,-2686.9769,-4599.9752,-3852.1178,2825.3501,5972.2570,4812.1609,-5729.9455,4252.9995,-5842.7730,-3706.0776,250.9488,2338.5374,1690.2148,6279.4538,-6384.9838,-4399.7561,6227.0217,5696.2984,-1513.4917,-1168.1352,3534.9392,-4724.8085,-332.2587,-2947.2401,-6820.6513,-1114.2700,-467.9570,-5970.6520,4214.4643,5694.3451,-5350.8562,4337.7426,-3200.2201,-6524.0821,-862.6662,-3545.5955,6676.1147,3919.1635,4224.6087,-1875.7150,-6840.5765,-503.0110,-1316.8790,4013.3856,4139.9278,-3044.2438,3803.2562,3097.2631,-17.2360,-2513.7955,2714.5160,-6686.0375,4888.1792,-6409.8937,-1967.6242,-4647.1160,-5297.3710,1318.7160,-4616.5226,784.6565,1612.8289,168.7484,2910.4468,-5006.9697,6739.5385,-5301.6608,4164.7780,-3465.7318,-447.8792,51185.8273,39422.5384,35377.5475,41865.8551,34104.9478,38049.3089,40026.5985,41693.6900,85890446.6304,85883242.5217,85882935.9257,85903847.3759,40305.1778,85907962.7439,1276.9128,-4576.9612,2987.1355,-3328.2580,2788.0061,-3379.1438,-3218.7344,-5303.2921,4711.6311,2574.9292,-5412.5816,-569.2780,-6607.7046,-3393.4597,4886.4913,5362.2904,-1145.5497,-5122.4782,-5460.2185,4467.7166,29.2114,5437.5903,-3527.2368,-4634.2156,-2112.2081,3027.0510,-4693.3970,2824.9162,2192.8815,-4817.6253,184.1094,-4397.6230,-4700.8131,5498.9461,4227.4543,3052.4306,-2831.6725,313.8887,-5110.5730,3591.1387,-5135.2064,5129.1812,4177.5006,1167.4348,371.3130,-795.4345,-5182.7689,2998.0014,-3696.8691,3538.0176,3462.6007,-5279.2638,-4129.1429,3445.9828,-5502.5804,-1260.5849,5451.5756,-4796.5032,-2825.2715,2951.8142,-639.4976,2878.4953,2424.5855,5248.4996,1076.9130,5068.2684,-1634.3161,-1331.5608,-5436.0845,-3727.6865,2231.6581,-639.6248,5533.0349,-2482.7255,-5515.1337,1750.2349,4715.0123,-5418.3673,-5484.3957,-1025.1289,-5414.6031,4807.2946,1656.6983,-1999.5800,2236.5177,-5515.5380,-5136.7845,-2465.3419,-6360.6476,3277.5384,-3055.3670,-1472.8743,6039.6037,-33.9327,-793.2714,-617.9314,4447.5246,3741.3652,4950.4897,-2733.5005,54251.8303,53425.3751,49835.6852,58392.8423,55509.8220,44879.0299,45752.0410,52164.8452,19563256.2914,19593189.6731,19573663.1461,19566171.9621,51902.9803,19573219.5918,
