sl_100_5400_20241226 Coordinates.csv
2024/12/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/12/26 07:47:00.00, Stop: 2024/12/26 09:17:00.00,
TIME_UNITS,STARLINK-31787 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-1528 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-32280 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-1869 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-30854 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-32132 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-5034 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-1528 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-32280 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-1869 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-32132 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-1528 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-32280 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-1869 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-32132 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5099.0035,-5734.1981,-5403.6341,2070.0922,-390.2525,-3779.6927,6311.3918,-5429.2809,-2580.9891,-5582.8154,6723.1226,5258.5303,3184.4423,997.2355,-3852.4111,3818.3861,2168.6639,-4924.7556,-3403.1451,4392.6716,4842.7443,3252.0801,-5995.6722,2167.0069,4476.9620,-1990.7568,6483.8609,-4118.2678,-6591.7372,4782.8623,2200.5424,2359.8007,-2569.8635,-4776.0967,-772.3238,5395.0414,2187.3976,-4245.8805,6508.3678,4747.7474,-2847.5394,-5415.9328,1397.8757,6264.5438,-4523.5028,4850.2805,-3476.8719,1802.9045,2357.4025,4599.2854,-4611.3879,-5564.1474,328.8868,2691.8317,6531.1898,4407.0529,596.0033,1767.9975,-1944.1810,6797.8924,-5621.3774,-683.2276,6302.0584,-4281.0857,606.4347,-39.5537,-4834.6473,-5719.4312,5164.4137,2707.5445,5926.5529,-244.4256,3547.5963,4252.5280,-141.1787,6053.7749,2605.8906,2350.3862,2248.5225,-5168.8566,2220.6159,-2951.6482,2166.7439,-4839.9024,1197.3462,-4385.7611,0.0000,3219.8320,-348.5054,-2508.7819,5382.9182,-4122.4501,-2515.7523,-715.0172,-4186.7719,6525.9461,-2919.9640,-4082.4525,-4775.3621,-4196.5441,-366290.8333,-399073.7412,-378639.1825,-374139.2097,-380851.0843,-377843.5533,-382855.3664,-377825.9022,-7735291.9471,-7749598.7330,-7766804.8969,-7747237.7439,-379178.9304,-7754906.1482,-200.6490,3816.3291,-625.0451,-4872.9415,6860.6945,2796.4827,-2641.5794,-686.6075,-4457.8386,-3749.2030,1092.1602,4030.4717,-6065.8953,-6400.3903,4525.5865,-1516.7534,-4553.8031,1349.8037,-2798.0073,-2778.0065,4609.4002,-2587.9685,-1205.7319,3637.3186,-936.2060,6201.9724,2084.0530,-944.5320,1852.3642,2389.7041,-6372.3854,6496.4911,-5710.5114,-1800.5508,4391.0460,-4066.8789,6597.8534,-41.4431,-1245.1665,-4524.9296,6123.3806,2035.3225,-6668.0821,-2933.8792,-2113.5828,3418.5691,4088.4486,-4072.5811,5854.6360,4034.5537,-1867.4953,2907.1125,3307.2816,5760.8298,1377.4821,778.0443,4227.4595,4820.1308,-4447.7467,-685.2808,-3795.9104,5237.3125,2632.4699,330.4329,6579.4383,6473.1720,2947.4696,-624.2097,54.3742,5616.7271,2486.4950,-913.0991,2327.3642,3151.2858,-6835.2753,13.8892,-4439.6954,3802.2518,4552.8182,2378.1381,3716.3033,6117.0770,-5239.8344,1804.8087,-4315.6997,-5070.5540,0.0000,-6097.3393,-4801.5139,-3775.9429,-4374.4682,5319.4772,3299.9210,6592.6557,-3005.0213,-2147.7537,3804.3802,-4142.3626,4763.1239,-175.9173,30349.1271,41333.9425,47204.4185,43188.3038,47897.0629,45604.8058,38714.3336,41169.8699,-92499682.9351,-92491921.6128,-92490733.7823,-92497676.3412,41376.6396,-92493968.9776,4517.0860,-648.3857,4290.9379,-4486.2553,-951.5389,4957.7727,421.2486,-4246.7515,-4334.7171,-1706.1640,-376.2854,1979.1548,-211.0236,-2437.6869,3343.7522,-5440.9603,-4742.2280,4388.4409,-5337.3562,-4596.9018,-1791.2243,5520.0564,3239.8352,5470.5086,5179.8203,-2137.6979,1392.7638,5457.0318,1040.6999,4409.4013,1084.6364,-606.8434,2932.9644,4671.7268,5284.6066,1485.1659,178.0177,5305.4745,-1731.9618,2252.2461,-1504.0892,-3796.0218,-1134.0044,44.2042,4635.4952,3583.2904,4383.6539,-5309.8956,-2694.9446,3232.3707,4795.7917,2911.5368,-6112.8852,2759.9744,-1823.4571,-5177.9398,-5458.1103,-4652.6657,-4680.4867,307.2780,1380.5322,-4484.3449,-584.3774,-5429.3662,-2121.1802,2484.0694,-3982.9324,-3891.8548,-4618.1927,-3017.0711,-2568.2095,6864.6740,5459.5464,4473.3192,-1057.7000,3378.9960,4619.5092,5268.3579,-4731.6637,3917.0771,-5396.7809,-1405.1259,-4000.6453,-4644.4561,5266.2385,-1716.0631,0.0000,488.1099,-4972.9437,4967.5965,-103.5919,385.0720,5370.1375,2028.7530,-4649.2712,-966.4994,-4903.3435,-3686.8771,1535.0256,5485.8594,-122687.8794,-126885.8250,-128936.5555,-120861.5812,-123266.3114,-133971.4507,-133333.0765,-128184.0666,39276688.6902,39252800.6668,39256180.4841,39277101.7670,-127072.4892,39276568.8013,
300.000,-5260.7628,-4643.4818,-4886.0374,-58.9992,1148.8520,-1841.2323,5627.3063,-4495.3396,-4327.9762,-5882.7198,6540.6817,5373.7560,1980.2495,-437.8337,-1917.4893,2692.9324,114.1769,-5107.6789,-4967.0098,3363.8284,5142.4340,1654.4684,-6731.4428,4050.1262,4586.3758,-846.2863,5951.1214,-4091.4501,-6197.1273,5065.3413,561.9011,3693.9976,-3953.6605,-5975.3230,1345.0333,4692.9558,2647.1461,-3580.9269,6255.3224,3214.4148,-1758.6563,-5442.9283,197.6057,5433.3233,-5303.4158,5169.4961,-1487.8299,-357.1243,3587.6952,5861.9415,-4277.1655,-4033.6562,1939.7954,4276.2508,6914.8651,5211.8056,2686.0275,3004.3032,-3811.3461,6243.6373,-5742.6596,852.2117,6307.9692,-4368.3529,2179.2640,1592.3840,-3057.6591,-6240.0906,4065.1832,4103.6647,5564.1190,1797.0358,4841.3489,4943.0118,-1347.1776,5178.0211,556.4024,3603.3509,4049.5682,-5086.1037,3653.3204,-1297.9265,560.7652,-3366.5310,-583.1930,-5389.2651,0.0000,1935.7011,-2193.3429,-3578.1376,4199.3752,-3000.4249,-494.9635,936.1099,-5427.2510,5939.0259,-1852.8815,-4351.4701,-3952.8857,-3804.5267,-366713.2161,-399800.1587,-379254.0645,-374903.7090,-381634.4439,-378606.0223,-383530.9017,-378306.4632,-5708526.6105,-5722571.7939,-5739894.7479,-5720460.7946,-379927.4366,-5728165.4698,1881.9197,4538.4755,1428.7307,-5076.2480,6410.8012,3701.2494,-3661.0653,1050.0808,-4188.1961,-2079.4173,-466.3400,2516.5452,-6361.9592,-5691.2406,4997.0008,-3390.7317,-4311.9012,3126.0967,-1486.3150,-4570.5845,3159.5960,-4059.0644,51.3431,2691.2686,-2914.7928,6791.5008,1233.3522,1235.0983,2999.4094,274.6730,-6320.3661,5795.6618,-5535.5266,-438.5941,3938.3430,-5075.1972,6014.0355,2054.3981,-2777.4905,-4854.3665,6682.5625,3607.3826,-6868.4728,-3865.2576,-113.0101,1441.8273,4851.9956,-4157.8220,4450.8513,3311.0507,192.7097,3649.7960,4377.7453,5282.0920,191.7674,-1062.1400,4136.1430,3182.4559,-4315.3342,-1845.0233,-2383.3167,6086.6110,1320.7072,2410.1321,6555.2082,5674.7826,3665.3047,1168.0009,-1670.4522,5410.9848,901.0941,-1844.5513,669.1167,1123.8608,-6200.6048,-1747.5171,-4344.6953,2038.5733,3397.2144,3987.2033,2082.5218,6219.1944,-6244.2027,748.9635,-5265.2124,-4337.5649,0.0000,-6241.3673,-5268.1854,-1882.7976,-5331.6763,5863.9679,4169.8692,6026.0897,-1327.5022,-3536.1556,5381.4690,-2295.1310,5672.7814,1966.6965,22618.5717,32926.8303,39171.4455,35105.0269,39891.4732,37643.7979,30683.2838,33297.3085,-92645262.8731,-92637601.8625,-92636942.2671,-92642702.8972,33338.8001,-92639645.9091,3903.5842,-2393.0865,4698.3974,-4731.7974,-2394.2012,5439.4986,-1394.6898,-5164.8890,-3006.3697,-3036.9766,-1886.3410,3545.9509,1597.6767,-3915.5681,4222.7592,-5265.8604,-5415.1657,3083.0395,-4583.6101,-3992.0503,-3390.3612,5342.4028,1617.9698,4921.7789,4271.4601,-363.4210,3367.3658,5419.4722,-770.2048,4720.8155,2516.6398,937.2878,1255.6863,3465.9757,5521.1343,-316.9587,2264.8355,5402.5769,-212.1002,3763.2905,301.8839,-2286.7375,678.9452,1833.9086,4275.5980,4385.0042,4717.5047,-5532.9536,-3798.5571,1608.9550,5422.9650,4274.2956,-5047.9995,1374.7527,-33.0921,-4305.6877,-4866.9395,-5371.5696,-3508.4930,2087.2433,3037.2662,-3196.6378,-2339.9383,-4797.4911,-645.5465,3647.9154,-5014.4613,-2817.1699,-5355.9960,-1357.1165,-4017.6743,6433.7948,4892.8866,4724.3602,-2759.7148,4263.6336,5351.7536,5531.3139,-4498.1408,2446.1995,-5493.7107,-2785.9476,-2973.7747,-6030.9368,4444.4066,76.2214,0.0000,2247.4282,-3915.4170,5373.3090,1426.0570,-1441.2035,5333.1303,3296.9950,-4117.7190,577.4520,-3826.0886,-4819.1236,-269.1277,5422.2492,-122785.4472,-127001.4846,-128978.6954,-121071.6272,-123210.1137,-133906.3503,-133618.6111,-127880.6785,39276819.7179,39252940.8849,39255973.1962,39277526.8135,-127174.2856,39276438.2831,
600.000,-4921.6149,-3078.6513,-3936.2971,-2182.6660,2599.3316,268.4093,4361.3942,-3158.4136,-5593.7659,-5637.1888,5696.4000,4985.5987,556.8420,-1869.1939,220.9629,1342.4465,-1971.1205,-4769.0334,-6060.7017,2047.7730,4964.2745,-63.6780,-6802.9453,5547.2969,4284.5939,380.7561,4831.3019,-3718.0234,-5185.7224,4903.0073,-1155.3605,4678.8820,-4933.6428,-6596.6429,3345.7929,3521.9129,2866.6960,-2600.9583,5372.6508,1344.5014,-491.3313,-4948.3483,-1030.1761,4052.7984,-5577.9449,5029.4338,635.1618,-2483.1356,4496.6186,6536.7810,-3575.4034,-2098.0517,3308.9685,5437.9761,6610.3744,5519.1025,4502.4393,3999.7180,-5253.7146,5044.5121,-5317.9079,2272.4608,5681.6274,-4075.6090,3535.6428,3101.7696,-979.8313,-6176.7125,2607.1872,5082.3966,4680.3583,3682.7818,5691.0824,5199.3676,-2450.3887,3826.5460,-1564.8004,4551.6003,5479.3146,-4518.7823,4771.7116,501.8291,-1073.5782,-1492.6507,-2270.4726,-5857.3942,0.0000,436.7591,-3794.2832,-4319.1852,2600.4773,-1542.0498,1551.9614,2525.0427,-6169.1526,4774.6031,-639.8526,-4235.6551,-2734.9368,-3095.0773,-366973.6379,-400348.4612,-379699.6927,-375497.5880,-382248.0028,-379201.8987,-384034.8894,-378751.6841,-3679103.4996,-3692882.3115,-3710302.2387,-3691098.2872,-380505.5705,-3698763.2723,3758.1771,4833.6348,3362.7344,-4835.8599,5346.6511,4285.0325,-4320.8251,2724.9213,-3498.5871,-190.4467,-1995.3449,727.0468,-6014.8151,-4437.7761,5000.0980,-4941.1354,-3701.8074,4543.7938,-74.2983,-5930.4361,1375.3199,-5168.4533,1285.2783,1532.1276,-4585.4999,6685.2125,216.3503,3290.8746,3857.4856,-1866.8983,-5638.1513,4530.0459,-4819.5719,930.3252,3155.1513,-5581.5398,4810.5335,3955.4313,-4028.0339,-4742.7962,6577.4363,4803.7939,-6382.4621,-4430.9507,1877.1017,-684.1362,5190.0802,-3895.9038,2606.9510,2276.1806,2254.9718,4078.5900,5054.2281,4301.8803,-1012.7289,-2760.7753,3690.9885,1255.7888,-3757.3556,-2838.6457,-709.4309,6352.5073,-149.7973,4237.4425,5899.3142,4342.2001,4077.2858,2826.7112,-3273.9102,4679.8749,-807.7227,-2494.7375,-1013.6890,-1002.2109,-4953.6668,-3372.1114,-3877.1957,104.8923,1953.1288,5182.5147,282.5825,5737.1905,-6657.6951,-312.4642,-5727.6782,-3172.4770,0.0000,-5776.3204,-5248.0408,189.1484,-5783.2653,5787.6134,4658.3457,4890.2306,447.0311,-4587.2262,6418.2828,-202.7762,6020.1119,3922.9536,14884.7591,24507.5951,31122.8949,27007.3494,31868.4099,29667.4951,22643.5243,25423.7213,-92746438.3012,-92738865.4767,-92738738.7032,-92743307.2102,25287.8756,-92740919.1796,2851.1370,-3880.2559,4602.9109,-4473.4996,-3581.2980,5315.1689,-3056.3136,-5530.4435,-1326.9199,-4043.7815,-3184.6334,4730.2512,3229.1881,-4972.9477,4627.4556,-4500.1294,-5507.9180,1418.2170,-3337.6325,-2961.5095,-4625.3151,4589.2107,-177.8743,3844.4117,2902.5889,1451.1064,4984.1673,4795.9921,-2498.4643,4527.3605,3666.5479,2381.1620,-556.9875,1887.7775,5163.9163,-2084.9690,4111.0051,4888.4307,1331.3123,4871.9371,2075.2688,-531.2132,2418.2647,3425.7776,3434.5939,4717.7329,4546.7002,-5165.1203,-4483.7874,-187.5715,5465.7302,5177.4573,-3449.9808,-157.6523,1760.8117,-2955.2680,-3755.2254,-5516.3110,-1928.9149,3634.2858,4367.2315,-1566.2449,-3836.6608,-3650.8293,899.0575,4421.4762,-5508.4218,-1442.6674,-5521.2036,448.6071,-5035.7109,5316.8423,3799.9613,4470.1056,-4164.7381,4692.3907,5508.7635,5198.1970,-3785.6928,710.9244,-5000.9265,-3869.2217,-1629.5641,-6778.6070,3144.1013,1860.2622,0.0000,3763.8216,-2437.1693,5151.4832,2803.1179,-3099.9416,4690.2763,4212.5305,-3147.5522,2059.6164,-2326.4147,-5426.1379,-2044.3153,4774.3611,-122883.3016,-127117.0835,-129017.3294,-121286.6714,-123157.4664,-133835.5883,-133898.1887,-127521.2422,39276950.7088,39253087.5977,39255771.9368,39277944.7878,-127276.0115,39276307.9004,
