sl_100_86400_20240614 Coordinates.csv
2024/06/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:37 2024,
Start: 2024/06/14 07:47:00.00, Stop: 2024/06/15 07:47:00.00,
TIME_UNITS,STARLINK-5746 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-2575 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-30140 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-5114 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-31936 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-32276 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-3503 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-2575 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-30140 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-5114 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-31936 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-32276 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-2575 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-30140 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-5114 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-31936 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-32276 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3372.5334,2336.8873,4816.4719,1223.1551,5452.0061,-2110.8391,5430.8570,-6596.8246,1453.9855,244.9423,1712.7476,567.9896,3784.4812,-4886.3033,700.0797,-5720.4518,3733.0680,-951.3137,6253.3636,-4808.8847,-6068.3601,1910.5942,-4738.2940,5026.0989,-1856.7713,-6257.7809,-5620.4277,-4801.7899,5285.6569,4136.5575,-3061.0887,6017.6329,4867.5686,-3253.9980,5429.0488,-5451.7298,1472.6801,4951.1981,1291.6169,4154.3982,3573.3938,1931.5555,-736.9613,-5086.8474,-5490.1443,2029.0984,-536.3040,4714.4128,4578.0834,3157.3864,-3628.1067,5337.8695,4150.1429,2765.7181,-2504.3340,1852.2026,1708.4961,-5656.3271,-2220.6658,581.3498,-218.5579,1193.0163,3964.6188,5566.2787,3542.2737,-4111.2841,-2703.9190,-4522.3124,5171.5432,-6511.7739,6433.5431,2239.8108,5759.7025,6311.8093,-3603.0877,0.0000,-5608.2751,1304.7666,4010.6475,0.0000,3232.1628,-4097.9332,-5166.9143,-204.1669,1296.9382,-695.4507,-3473.4334,-5145.6292,-5313.8956,3380.5767,-5538.0566,-557.5568,2660.3387,-674.2950,376.7259,-2291.9959,6353.4101,5516.7517,-4368.5750,-3001.4074,356388.1485,374793.2589,368282.5883,363507.0140,369006.5488,366396.9472,372909.8379,369816.7112,-258800246.0746,-258782232.9022,-258769183.9458,-258780676.0365,368613.8553,-258780649.7310,5960.7072,-5787.9425,2345.0739,-4264.7549,1586.0950,-1677.7619,2415.3486,-2198.2873,4559.8764,5703.6893,3157.1442,-5545.3259,1528.2644,-2162.4338,6782.4574,2675.3282,1977.9046,-6786.0783,-1945.2680,2930.5235,-440.7346,-5340.9082,-4955.8501,4627.2265,4184.8259,1018.4787,477.7477,311.5192,3655.5008,-5238.9891,-978.2473,-132.6486,458.3437,5598.1214,-92.8498,-3903.7148,-5637.6882,2506.3584,6738.7962,556.6670,3850.3914,6660.3188,-6748.4260,1617.2940,3782.2338,-5247.3393,6754.9324,-1317.5466,-2586.1333,-5124.6433,-2132.0259,892.1643,-287.2647,-3533.2622,4614.4594,-6293.4749,-5773.0222,-1746.8769,-4974.6090,2659.9996,-4398.4085,-4574.2051,-5508.4096,2322.8800,-4555.3179,699.8098,-3551.2318,-2294.9388,4523.5309,-2279.8125,601.0399,-4225.7860,-2823.9759,2074.0213,2146.2934,0.0000,3730.4555,-6180.1382,1460.8651,0.0000,4358.8000,2913.0926,1789.1401,6902.1143,6681.2202,5100.2616,6002.1072,63.1350,-1425.0058,4478.5069,-1409.4634,-6799.2417,6388.3628,4160.7184,-5292.0638,3797.4616,-2207.7284,2928.0900,-2433.0144,2852.1322,167222.8400,169432.2524,157860.5210,162688.4268,156951.3620,160025.6880,165450.1699,162805.3626,55445429.7995,55438953.9487,55434676.3509,55437257.5615,163616.7760,55442343.3915,1103.3100,-3026.2464,-4096.8313,-5315.0379,3977.7202,6398.0625,-3551.0140,-63.4837,-5053.7709,3932.3656,-5961.2145,-4106.5968,-5624.4927,4405.5036,1262.6691,-2857.4149,5470.2110,1171.7735,2229.0183,-4057.8988,3325.1234,3781.6031,-1003.3517,-1170.1082,-5206.9123,-2522.2408,4027.8991,-4989.9028,2552.9428,-1875.0123,6145.5431,-3304.1144,-4642.9077,2202.0791,-4325.8502,1777.2979,-3763.3811,-4181.4055,-970.2658,-5531.1113,4492.2116,173.4409,1414.3907,-4439.2264,1846.3144,3928.5438,-1460.6712,4897.8277,-4528.5617,3440.5734,-5499.5498,-4169.2557,5527.2608,-5294.6012,-4545.1710,-1873.8207,-3485.6617,-3624.8787,-4301.2144,-6404.4240,5325.5439,-5064.3133,1029.6558,3381.5325,3810.2404,-5529.1613,-5194.8102,-4567.4058,-969.4211,-516.0308,-2519.2770,-5018.6384,-2644.1816,-1641.1402,5503.4033,0.0000,1080.4380,2814.7390,-5467.5175,0.0000,4298.3063,-4617.7241,-4266.7342,744.8640,-502.3175,-4643.1438,514.1688,4613.8920,-4219.7119,4052.6621,-3740.4221,-1275.4080,-2.7172,5487.1470,-4459.6703,-5316.5306,-1676.5255,2813.9272,-4653.3937,5533.0850,26179.9517,25895.4270,22398.8015,31142.6792,27854.0087,17233.9274,18693.8580,25562.5678,55094799.2230,55073004.5502,55079449.0871,55104948.6141,24516.5522,55099681.6380,
3600.000,1151.7493,-948.8547,-6708.2409,1723.2098,-6793.2272,5858.5292,-6811.6137,5017.1039,-4340.4503,-3694.8119,-3014.8752,1396.4869,-4724.2701,6872.9009,-2085.6308,5267.0711,-6062.7988,969.3700,-3139.4194,1337.1172,6631.6270,993.3636,5209.8443,-5456.5187,-543.2278,5582.0925,3447.8579,5886.3314,-6236.2763,-1068.5418,4654.9629,-6193.6235,-2187.7887,1557.8254,-3762.8467,6391.3038,136.1356,-4539.6899,-2677.4342,-4272.1775,-6107.3601,-3697.7351,3031.2860,2556.8957,2300.5866,2333.1050,-1023.7313,-5242.1170,-3192.2195,-1201.5527,6024.3875,-6690.2186,-3746.8063,-861.2164,-1481.0967,812.4762,568.6572,4648.6223,5326.6533,-4077.5538,3662.6192,3041.1084,-626.4040,-3985.9361,524.9717,3744.7060,6144.9230,5401.4143,-5970.9414,5381.7953,-6632.4634,2096.8672,-5187.8931,-4512.2458,1009.2528,0.0000,3293.2198,219.2618,-5907.2798,0.0000,-4215.9378,1514.0133,5508.2420,2185.8712,-2862.7924,-1564.2847,2577.6752,6376.2207,3498.8356,-5602.6077,6759.8130,2849.0719,-3599.9540,-3000.6634,1838.5197,-46.6253,-5377.6450,-6480.6542,6770.9395,187.9681,304454.9192,322599.2994,313606.8762,310689.7508,316370.5081,313435.0610,318883.8268,314053.1211,-264295450.4418,-264279981.2571,-264264969.3040,-264267116.1416,315529.6984,-264275215.8407,-6362.1824,6756.2791,-284.8117,6208.6034,1019.9706,717.2064,-1030.1227,1333.4982,-1489.8994,-3617.5597,1310.3808,6774.9991,-4960.2476,608.0433,-5917.1861,-4263.0005,1042.8704,5824.0874,3294.5763,-5034.9501,-2032.3022,6742.9329,3224.4922,-2955.8165,-6527.8627,-3617.6508,-3901.7281,-3215.2197,-2405.1823,4635.9482,4666.0864,2938.2975,4085.9773,-6201.7824,3821.7125,1931.8223,6924.2864,-5171.5234,-4454.1826,3553.5585,-3163.4639,-4879.9986,4598.7651,-4823.1866,-4119.8915,4639.0415,-6239.9554,4254.2881,5758.7695,6831.0055,-901.3546,1353.3313,4339.2062,6402.3863,-5374.1443,6420.9905,2747.5772,-2076.4044,4149.6702,-4318.4682,5270.3360,3500.4839,5456.9845,1273.3132,4114.2732,-4640.0166,2266.8743,-2187.5382,-2359.3007,59.9614,1687.9585,4100.2645,4295.4446,903.6804,-5413.6370,0.0000,-5244.2262,6751.6524,1778.1719,0.0000,-265.2996,-6193.2534,-4183.8354,-5010.1604,-4785.8103,-6666.8474,-4908.8845,-2506.2564,-2313.8069,-4075.0628,-560.9723,4776.7820,-4329.5707,-5281.5904,6638.0310,-6441.9382,3476.4299,-1386.4538,520.6618,-5792.9878,250453.8237,259321.4589,245682.2200,251039.7091,244391.9171,246885.6285,253141.5290,251810.9511,-13473867.7036,-13478326.2530,-13477204.9105,-13479491.6647,251346.4661,-13475972.4692,2503.9029,-1233.0482,-592.6398,2509.2987,-970.2524,-3684.3288,-651.5094,4612.7906,5214.4912,-4630.8280,6115.2153,117.3890,1135.3202,-688.6443,2951.8098,-1445.6582,-3177.0121,3659.1319,-5218.6389,4572.2499,64.0815,-257.4420,-3237.6380,-3090.6222,2244.0670,-1468.7513,-4588.7627,1721.8755,1783.0081,5031.4753,-2195.0957,-368.6617,4880.0052,2426.8673,4393.3016,1874.8230,-305.8763,-942.7351,4575.1934,4139.2105,-769.0279,3249.0131,-4222.6258,4273.5766,-5065.9774,-4499.1073,-2839.1717,-1585.0645,2173.0197,-101.5776,3274.2505,-140.5250,-3893.8465,2512.2131,4126.5014,-2166.2878,6349.1445,4703.8263,1589.3274,3605.3844,-2593.5446,5130.9119,-4134.1390,-5515.4769,-5544.3442,3503.0332,1975.3334,3539.5040,-2639.9227,4338.6007,-1125.2829,5165.8043,-1655.2199,5053.4091,-4210.5049,0.0000,2852.2237,1495.8426,3149.0308,0.0000,-5497.1754,2425.3900,419.5168,4281.7568,-3938.1963,1039.6758,4184.3521,-979.8442,5505.7459,-125.2604,-767.7114,4137.8977,-4026.6626,-3338.7034,712.8180,2513.9897,-2648.1372,1742.8902,677.7168,-3786.4555,24007.1432,24373.4548,21477.8505,27999.9224,28018.6063,17822.7028,15058.8014,21962.2072,55141972.6706,55119861.2881,55122707.9902,55143404.8145,22873.6115,55143846.5581,
7200.000,2046.6406,-1171.7243,4274.7709,-3242.0225,5657.1286,-6822.7450,5226.5792,-1816.1734,6461.3025,6345.2872,4748.9273,-2682.9978,2125.1265,-5912.4185,3497.4599,-2339.2174,6225.6931,-1782.6710,-1003.6638,1954.1586,-4696.4886,-3356.6975,-4214.6593,4240.8635,2046.1639,-2020.6060,-986.7706,-4772.6782,4731.3968,-3093.2857,-2483.7964,3558.5921,-346.5879,1652.9496,1786.7532,-5221.5298,-1751.9097,1277.0718,4292.1634,3788.3483,5857.9819,4927.0450,-5174.6314,-48.7147,2090.1860,-5771.5067,2956.5864,3865.3018,1179.4776,-1205.5363,-6309.8320,4421.8444,2855.0104,-641.2008,4505.0269,-3647.2724,-4152.9106,-3075.1355,-6258.6599,4815.2132,-5020.1706,-6137.3139,-3538.2246,2125.3501,-4568.1827,-2791.2461,-6295.6052,-4505.1259,5020.0242,-2687.8380,4298.3612,-5385.1482,2188.0759,1496.8321,886.1079,0.0000,1035.2065,-2125.4222,5887.3147,0.0000,4962.1097,1126.6048,-3586.1860,-1199.1682,4133.9036,2828.8234,668.7473,-4909.0205,-1704.7627,5393.9069,-4315.8777,-5073.6608,4143.9249,4802.1196,-3027.3870,1610.5212,1896.1676,4367.2280,-5499.8717,1705.4884,233956.0571,248855.2028,238743.8249,237667.3509,243300.4467,240583.3473,244486.7386,243739.2445,-251753406.4952,-251741189.5910,-251726802.1471,-251724609.5300,242012.7506,-251733036.1612,4755.7123,-4936.1473,-2138.5959,-5829.8801,-3032.3115,-636.3085,-975.2099,1540.8665,-984.2373,1191.3777,-4254.4531,-5027.8680,5276.7763,1028.2672,2557.8750,4364.8058,-2808.1584,-2019.1202,-4721.5098,6227.5814,3784.2668,-4818.6670,436.3973,-559.2868,6288.6743,4840.5630,6440.6476,4308.5354,-392.4071,-3444.3643,-5705.0909,-4493.5070,-6670.8462,3965.4275,-6447.3130,1179.8118,-5253.6758,4072.6950,496.8755,-5804.1247,1267.0336,1227.4501,-1120.6907,6760.7986,4151.6108,-3166.1320,3196.2682,-5075.2629,-6671.5246,-5975.2194,2676.4189,-2886.0953,-6307.6574,-6677.7190,5127.8707,-3512.7903,127.8120,5464.1057,-2164.2284,4858.6073,-4417.0633,-2461.5209,-3932.9663,-5064.0042,-3517.7608,6298.4206,-457.6010,5119.8448,-1125.3853,3254.4570,-3601.1917,-3776.8054,-4351.8186,-4599.7709,6862.2200,0.0000,4883.9419,-4399.0357,-3503.3496,0.0000,-3505.1921,6541.9355,4666.3977,168.8997,311.9346,5466.8184,2367.0012,3599.5468,5756.6591,1915.2262,2450.6188,-1374.5095,214.8466,4915.6694,-5187.2151,6475.4922,-3992.3023,-1402.2651,1425.4262,6696.5051,318582.7568,333312.1885,317676.9699,323378.7683,316080.3994,318322.7754,324072.6019,322895.2858,-81455706.1319,-81459790.9560,-81452869.4475,-81453409.5170,322868.6339,-81456629.4598,-4623.2546,4715.6176,4741.9455,1831.2141,-2640.9132,-1200.2001,4419.6924,-6539.0132,-2386.7143,2533.6792,-2780.7501,3915.8801,3972.6015,-3475.8117,-5422.5340,4835.2371,-1115.2577,-6416.3566,4947.7795,-2354.4429,-3435.0211,-3476.9731,5470.1486,5441.4274,2059.8665,4369.5803,2373.7276,2571.6617,-5038.8414,-5165.7820,-3092.8292,3766.0546,-892.5863,-5331.3770,-1842.4388,-4419.8178,4161.7738,5468.0140,-5424.5469,-282.2587,-3462.0707,-4730.9656,4472.2072,-1561.7515,5115.0657,1950.7892,5380.4560,-2717.2465,1474.1030,-3319.0917,956.2096,4318.8035,-152.4099,1754.6875,-1259.8792,4562.8388,-5580.9712,-2974.9719,2057.7662,1231.4525,-1780.7537,-2062.7564,4369.1762,4197.0243,3815.3664,667.1349,2637.4305,135.1882,4645.5521,-5487.8479,4068.3247,-2187.3007,4926.2867,-4845.8631,318.4985,0.0000,-4652.7195,-4905.5088,1052.3150,0.0000,3318.3790,1569.6893,3653.1375,-6844.4352,5408.7697,3171.9262,-6510.7763,-3293.8452,-3469.0093,-3908.7216,4676.3452,-4533.8806,5526.3325,-878.1823,3441.4028,1824.7301,5325.4174,-5100.2366,3774.3298,-340.6652,21781.3551,22770.5538,20929.1288,23915.9507,27683.2016,19316.9608,12183.0159,21739.9295,55189238.9370,55167587.3917,55166840.5913,55181585.3484,21228.8395,55187982.9400,
