sl_5_5400_20240910 Coordinates.csv
2024/09/10 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:15 2024,
Start: 2024/09/10 07:47:00.00, Stop: 2024/09/10 09:17:00.00,
TIME_UNITS,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-5619 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5510.1810,2099.4881,-5338.6071,-2942.5291,-2058.6909,252817.4423,259714.7598,270289.1496,265168.0713,271339.9291,268212.6931,263041.2116,265382.3379,-183807853.4962,-183808562.0647,-183801721.5618,-183817605.9644,264635.2607,-183824051.5170,3296.6886,-4979.8020,3682.7999,6182.8766,6640.0445,223539.0202,240806.1008,235995.0679,232060.1339,237256.4213,234880.1449,241627.2308,238457.7702,-42448136.8675,-42426830.6759,-42432071.6854,-42441932.2540,237297.8889,-42444443.9108,2022.6447,-4354.0060,2110.3949,-994.5116,10.4334,-169982.7556,-172738.2010,-175914.2694,-167453.4664,-170344.9886,-181011.8537,-179922.4758,-172713.0011,81930277.1242,81911495.5743,81939960.5109,81946110.6555,-173898.0164,81942166.8997,
300.000,6327.4168,-19.5114,-3788.9578,-1817.3233,-1361.6609,248101.6060,254481.7884,265186.2906,260039.0475,266297.8146,263205.3598,257935.3529,260279.2223,-182834407.2577,-182835579.1372,-182828532.0623,-182844007.5981,259548.0063,-182850545.7138,2295.4512,-5089.2037,4565.6224,6623.1622,6481.1650,228750.0637,246498.2234,241350.9802,237578.2700,242775.2266,240359.1213,247049.1914,244259.3873,-46451246.8595,-46429801.9944,-46434554.6023,-46444227.5348,242789.7566,-46447501.7539,225.3891,-4719.1038,3360.0100,822.0990,2107.4950,-170051.4204,-172758.1335,-175915.0001,-167604.7671,-170230.3672,-180901.8036,-180164.0430,-173151.1379,81928990.6103,81910232.6131,81938418.6584,81944464.8908,-173948.0860,81940944.8978,
600.000,6459.8287,-2141.4141,-1845.5308,-502.4097,-499.7515,243279.2880,249132.5953,259967.4613,254794.8726,261137.3472,258083.4937,252719.5468,254998.6117,-181773797.7946,-181775433.0459,-181768201.5049,-181783325.6850,254346.8997,-181789879.4519,1048.6844,-4753.4160,5015.2637,6407.4911,5672.4017,233862.7415,252070.3870,246599.1804,242987.1566,248186.8807,245733.3120,252359.3186,249844.5242,-50432085.4322,-50410514.7962,-50414774.4763,-50424268.3687,248172.5903,-50428285.5331,-1598.2229,-4581.8402,4232.0086,2550.0285,3980.5901,-170120.2528,-172779.9776,-175911.8833,-167760.9973,-170119.2280,-180786.1348,-180399.5133,-173646.7275,81927709.3826,81908971.6112,81936877.2629,81942793.6218,-173998.0530,81939722.7767,
900.000,5901.2330,-4060.6709,294.4596,889.4887,462.4909,238352.5116,243669.2675,254634.9632,249437.8908,255861.0486,252849.1076,247396.1830,249553.8916,-180626533.5039,-180628631.8460,-180621237.9628,-180636065.1196,249034.2770,-180642561.2396,-328.9510,-4003.5361,4994.6037,5564.6371,4305.2755,238874.9056,257520.5661,251737.4096,248284.5265,253488.8198,251000.3982,257555.6369,255194.4996,-54388754.9502,-54367071.4230,-54370834.4781,-54380163.8615,253444.0324,-54384897.7345,-3235.4667,-3956.7970,4628.5173,4002.8821,5430.9396,-170189.2527,-172803.5707,-175905.0202,-167922.2591,-170011.5648,-180664.7756,-180628.9746,-174167.4359,81926433.4680,81907712.5932,81935336.3942,81941101.3574,-174047.9173,81938500.5366,
1200.000,4720.4114,-5590.7231,2412.6522,2234.7589,1444.8455,233323.3427,238094.0131,249191.1455,243970.4926,250471.4789,247504.2472,241967.6869,243962.5224,-179393164.0910,-179395724.9014,-179388190.7895,-179402771.4649,243612.5234,-179409140.8888,-1706.6575,-2905.5879,4509.8329,4185.7564,2527.0781,243784.4490,262846.7486,256763.4551,253468.1746,258678.5396,256158.1020,262636.2030,260299.7035,-58319369.3584,-58297585.7889,-58300849.3469,-58310033.8212,258601.7752,-58315452.4301,-4496.0385,-2910.2166,4505.0410,5024.0954,6305.1036,-170258.4201,-172828.7692,-175894.5185,-168088.6602,-169907.3692,-180537.6518,-180852.5116,-174679.4881,81925162.8906,81906455.5842,81933796.1217,81939392.3355,-174097.6789,81937278.1774,
1500.000,3051.9387,-6582.1541,4291.8940,3409.7978,2357.8517,228193.8890,232409.1460,243638.4040,238395.1137,244971.2367,242050.9887,236436.5185,238244.6433,-178074280.3074,-178077302.6209,-178069650.3563,-178084030.8667,238084.0715,-178090209.2516,-2949.7247,-1555.0829,3609.2388,2414.0168,524.3261,248589.3063,268046.9404,261675.1515,258535.9606,263753.5957,261204.1871,267599.1081,265160.1259,-62222055.0820,-62200184.2797,-62202946.2885,-62212009.6844,263643.5623,-62218076.1763,-5234.0615,-1553.2544,3875.3531,5503.8486,6510.9233,-170327.7547,-172855.4460,-175880.4931,-168260.3136,-169806.6312,-180404.6865,-181070.2064,-175149.6944,81923897.6723,81905200.6098,81932256.5139,81937670.4792,-174147.3378,81936055.6992,
1800.000,1080.2129,-6937.6099,5738.5700,4302.2420,3110.7946,222966.2991,226617.0757,237979.1806,232714.2340,239362.9590,236491.4368,230805.1727,232421.5488,-176670513.6673,-176673996.1760,-176666247.7697,-176680469.9239,232451.4009,-176686397.9370,-3932.3159,-69.1656,2378.4599,429.2465,-1497.1473,253287.4552,273119.1701,266470.3816,263485.8111,268711.6044,266136.4591,272442.4805,269785.3914,-66094951.9195,-66073006.6456,-66075265.8678,-66084235.4589,268567.1891,-66090908.9067,-5364.4255,-30.4488,2810.0211,5390.6707,6026.7922,-170397.2566,-172883.4875,-175863.0651,-168437.3384,-169709.3394,-180265.8001,-181282.1380,-175547.4492,81922637.8325,81903947.6959,81930717.6390,81935939.3762,-174196.8938,81934833.1019,
2100.000,-981.0340,-6621.8275,6602.8171,4821.6090,3620.6630,217642.7616,220720.2966,232215.9620,226930.3759,233649.3212,230827.7219,225076.1785,226514.1041,-175182536.1454,-175186477.1988,-175178654.5697,-175192755.5138,226717.0362,-175198379.0086,-4549.7410,1423.2053,932.5842,-1570.5488,-3333.3626,257876.9164,278061.4930,271147.0770,268315.7218,273550.2432,270952.7663,277164.4870,274194.2660,-69936213.9291,-69914206.8886,-69915962.8942,-69924868.6717,273370.5043,-69932104.8191,-4872.0520,1495.5916,1428.6670,4696.7680,4903.7689,-170466.9256,-172912.7922,-175842.3620,-168619.8600,-169615.4818,-180120.9110,-181488.3822,-175846.6852,81921383.3879,81902696.8689,81929179.5644,81934202.2733,-174246.3470,81933610.3855,
2400.000,-2911.5492,-5665.4426,6794.5056,4908.5322,3821.3771,212225.5043,214721.3812,226351.2790,221046.1035,227833.0367,225061.9973,219252.0982,220541.1686,-173611059.8554,-173615457.4606,-173607582.4088,-173621594.5733,220883.5467,-173626864.6632,-4729.3670,2792.2665,-594.3708,-3388.9922,-4802.7958,262355.7552,282871.9954,275703.2193,273023.7605,278267.2512,275650.9999,281763.3354,278413.5790,-73744010.3093,-73721954.1414,-73723207.3013,-73732081.3164,278051.4101,-73739833.2551,-3813.5436,2861.6883,-113.3842,3496.7371,3260.4712,-170536.7616,-172943.2691,-175818.5174,-168808.0101,-169525.0455,-179969.9353,-181689.0121,-176027.7351,81920134.3529,81901448.1554,81927642.3571,81932462.0844,-174295.6973,81932387.5501,
