sl_100_86400_20241202 Coordinates.csv
2024/12/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:24 2024,
Start: 2024/12/02 07:47:00.00, Stop: 2024/12/03 07:47:00.00,
TIME_UNITS,STARLINK-31263 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-5314 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-6214 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-11267 [DTC] - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-1618 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-5314 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-6214 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-11267 [DTC] - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-1618 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-5314 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-6214 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-11267 [DTC] - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-1618 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4071.2680,-4192.6288,6596.4129,1600.0470,-5262.8780,4562.1194,3611.8135,-990.0273,-2829.1477,1409.5054,-6474.5449,3980.0307,-705.6239,6248.9250,1381.8503,-612.8889,-171.9305,5625.9411,-1501.0290,3743.0903,-4006.1004,1971.5864,4015.6503,1010.0196,-366.1392,3671.4296,4125.8758,-4819.1445,3012.4750,617.8734,-466.1580,-1924.9529,-5276.7988,-6284.6488,-6048.7687,5124.6934,-4493.4424,-4066.2558,491.1573,-6269.4462,5889.8605,2669.0329,-5030.8811,-4535.6278,-2193.2539,-6380.4035,-3130.2053,-4479.1771,-5965.2161,-767.8092,4216.0550,5687.6744,6722.8906,4918.3283,-4358.6081,-5480.9346,5142.6636,5150.9435,-6565.4943,4167.9049,-4177.2399,5533.8528,3004.4186,3786.2853,3953.2818,-4355.1636,1914.0795,-4755.6167,3805.8289,-892.8439,5879.6705,-4351.3323,-3456.0755,3294.7043,-5707.1253,2758.5188,-4759.7778,-4676.9090,2194.9355,4572.3547,-3921.7045,6765.2269,-3599.1152,3470.6270,-5138.6698,-5851.3837,-83.5044,-3374.3588,-6733.9422,-4598.8941,3704.2405,-1739.0279,-4445.6344,-4027.6503,5402.4266,6000.7254,3926.2391,-2736.1996,-5161.0616,-3126.8207,-87363.1782,-100531.2877,-95347.9192,-92690.7065,-96955.9498,-95101.0986,-102468.1936,-96463.1640,-56754001.0598,-56772185.1850,-56752983.9023,-56745852.0033,-98015.7669,-56748310.8270,-2854.2045,5231.3074,-1023.4423,5535.7136,3313.1086,2082.2709,-5074.5490,5567.5792,-4684.8094,4341.2331,-38.9658,-5284.6920,6380.9326,920.5521,-4721.5254,5733.0994,4531.5560,-3323.5525,6725.0258,-5560.7455,3721.4181,-4181.0655,-1535.8208,-6160.3269,-5133.8215,-5401.7008,-3964.0592,-3264.8727,3386.1011,-4912.6913,-6647.5457,-6193.9092,-893.2879,1140.5915,649.0589,-1246.8892,4555.5255,1670.7142,5890.2003,-2890.1840,-3143.1622,-3358.0240,-2963.8282,3004.7733,4578.8197,-2123.9861,4939.2171,4398.1277,-2866.9060,-5749.2616,-4072.9962,3429.6669,-1701.0342,-3125.6872,-3651.5901,-2194.1783,-2269.0849,-1211.0593,599.0180,-387.7740,-4223.5878,-352.4267,4977.7657,-3735.4392,1273.4239,-1316.0133,-6162.0508,897.7497,5797.0790,-6424.6461,-2104.5712,-246.7234,-5053.3063,4551.1055,966.6861,-4689.5379,3399.7791,4696.7688,3532.8120,-5199.2912,4373.3574,-707.3078,3522.2374,-3460.3243,1841.5670,-1435.2205,-4478.7975,3436.9683,436.0733,-1255.9511,-1950.1336,5588.0890,4882.0035,-2632.8842,4202.7577,-2784.0763,5550.4414,5282.0396,-3791.2467,-4119.0850,328352.2844,339529.7295,337401.3249,331878.2795,338847.6534,335512.2239,331238.2812,331812.4085,-95570842.3044,-95573808.4127,-95567838.5052,-95598005.8950,332205.4095,-95588860.9613,-4702.9928,644.2368,1547.9013,-3834.5402,-3033.9071,4614.8620,3005.9478,4010.0510,3888.1862,5190.7646,2477.0260,-2025.3172,-2585.7657,2856.7500,4852.9384,-3860.8270,5212.1262,-2332.8829,615.2374,-1792.6373,4241.3637,-5151.5778,5410.7958,2737.7516,4614.6473,2274.5089,-3924.9890,3547.8670,-5230.1001,-4884.3554,1471.6758,2397.4242,4403.7756,-2694.7981,-3231.9207,-4486.7196,2090.2361,5337.5288,-3451.0954,541.2995,-1937.3579,5427.7742,-3713.4545,-4318.6804,-4730.3933,-1627.9905,-3521.6222,-2350.7880,2007.7880,3794.6248,3524.1069,-1943.7972,45.8356,-3766.4958,3932.9976,-3644.4619,-4039.2916,-4469.8275,-2101.2201,5505.0968,-3549.7259,-4174.2939,3640.0050,4414.8091,-5537.1213,-5207.1098,-2222.1267,-4948.4290,-464.6887,-2131.6026,-3024.3595,5373.1857,3213.8356,4040.9871,-3614.4029,-4308.4994,-3733.6363,-1990.2680,-5531.9701,414.9395,3547.0947,-429.4931,4591.7012,-4896.3674,-4103.1076,3389.7352,-5285.1349,4974.6013,-1563.6333,5050.7511,5497.1908,-3690.7785,-2068.2569,4873.6182,1053.4062,2100.7721,-1320.7206,-3537.1151,-2742.3754,4271.0268,-184480.6534,-186680.3974,-187436.2604,-179270.5830,-181785.2291,-192483.4163,-191743.6572,-184742.3629,43314730.0765,43344643.5674,43331490.7765,43317499.8356,-185535.1741,43322497.3040,
3600.000,6679.0797,724.7487,-5583.4718,-3633.4743,1551.6159,-6100.6372,60.0553,-1770.2360,4196.5421,-4764.2599,4340.0106,-2566.9689,-1906.7431,-4525.5753,2827.0157,-2136.8443,-3912.7851,-4390.2741,-275.9133,-466.6302,3358.6496,293.0969,-3527.6089,2792.5235,2880.5741,-2326.4728,-2528.6433,4905.2215,-6185.3378,1968.1743,2200.1270,3319.7205,6290.3728,6358.5890,6311.9806,-5733.3939,174.2403,3680.7596,-2571.8324,5838.6851,-3009.3011,-309.4925,6686.7972,6759.7320,-1474.3393,4792.9745,-1425.6968,-154.1047,4642.9250,3572.3444,-3226.6335,-4661.2791,-4879.6717,-1344.9165,6348.9540,4792.7769,-5224.6016,-1807.0006,3853.2061,-3268.1570,5971.0817,-3533.1940,-4976.4033,477.3702,-4932.5277,6386.7791,1895.6384,1816.7347,-3030.6001,2964.2393,-5288.2700,3286.1328,4029.4655,-5520.0811,5461.6556,1303.9959,3575.5648,3348.8842,-5704.3692,-2216.0392,-349.6791,-4569.2744,-254.5000,-2453.4137,5201.1874,6863.8438,3407.6490,-826.3172,4331.6217,1491.0610,-2209.2857,168.5364,3118.7880,6686.5154,-5637.7097,-3263.0262,-4751.4181,-1039.5007,1157.8539,4276.8289,-168290.3095,-178590.9641,-173619.5647,-172768.4607,-176940.0457,-174809.3751,-181159.0858,-179187.2765,-29998824.4547,-30023153.9993,-30005466.6680,-29986068.2754,-177657.0722,-29993266.6830,1222.9469,-4683.7513,2601.3249,-1985.3148,-3963.9478,1804.3665,4284.0873,-6628.5896,-352.2126,-4512.3441,-2829.8296,5978.4294,-3972.1418,2373.6929,3474.1990,-6558.1059,-2905.3436,5207.7060,-5923.3237,5353.3161,-6041.7678,6598.0670,5200.8938,4144.1465,6214.3437,6169.7007,6403.7284,-1296.4331,-2114.0170,1371.6079,5633.1778,3004.8282,-2255.1123,-1321.7238,-2509.8616,3805.6836,-4173.1211,-5221.9973,-6249.3677,975.5480,2471.4168,6226.3298,1722.5557,-1378.3574,-5887.7130,-516.3986,-4852.6733,-4057.8933,-140.5309,5908.2898,5959.0934,-359.7015,3550.8247,4936.4595,2744.5399,-1723.8268,4537.5806,3868.9677,-2516.1483,4468.3717,3433.4608,3905.6780,-1090.5403,4217.2281,2764.7509,-1443.3284,4682.9419,-4162.7947,-3888.0984,3194.0939,4463.8907,-3925.2247,1244.1088,-4180.3375,-4088.8490,5190.5416,-5921.5550,-5568.1349,-1607.1544,5805.6646,-5061.1270,3216.3836,-5893.6941,6294.5043,-4414.6924,-130.7378,5499.1594,-4485.8200,-2254.3930,-1960.8042,5593.6094,-6898.9625,-5726.5213,829.5007,-2475.7100,-130.3788,-4071.8832,-4024.7405,2563.8919,-1103.0552,297566.5233,301900.5752,301569.1010,296211.5632,304000.5082,301164.6700,296039.5431,296979.9033,-106985504.7872,-106992632.6304,-106982128.4820,-107006774.3313,297051.3661,-107002475.6041,831.8359,-4792.3086,2996.2022,5534.0520,5442.8884,-2465.6345,-5437.3891,-1026.5161,-5239.7391,-2196.7664,-4616.6134,-2358.7882,5324.9330,-4695.1238,-5274.1297,729.2266,-4910.3536,-1323.8050,3554.8308,4376.5343,-392.7530,2055.6282,-2896.3417,-4649.0626,-975.3373,2082.8562,840.6755,-4566.2534,2260.2232,6513.9636,3155.6600,-5277.8036,-1862.3052,-2410.0347,-1165.2794,746.1973,-5287.6312,-2668.4282,-1078.8925,3583.9673,5748.5304,-3019.8973,-430.9178,-774.8105,3349.1676,4951.8125,4568.2359,5320.4791,-5131.9830,-646.1763,944.8679,5090.7957,-3424.8623,4672.9459,103.0998,4696.6881,21.2132,5441.1185,5155.5607,-4160.6964,-656.6116,4505.9104,-4606.1453,-5467.0547,3978.6396,2206.4590,4573.5111,5210.3126,4893.2428,5243.7945,-498.5259,-4666.8300,-5488.4231,-93.4555,-46.5127,4404.2438,519.5178,-2383.0330,3560.7911,3070.6839,-4633.3979,3890.7436,-3430.4857,1518.1709,-245.4121,832.4487,2466.5843,-5222.2868,4900.9371,-6506.2433,-3418.5563,-476.5620,-2317.8820,-1262.1287,3163.5056,-6131.7374,-2972.7893,5520.3149,6360.0841,-5061.4959,-185191.1478,-186651.5663,-186705.3179,-181071.8108,-180267.9723,-190275.0559,-193757.8983,-186637.7832,43300327.7087,43330893.6210,43315676.9664,43311483.9374,-185696.5153,43310251.5749,
7200.000,-5749.6439,4088.2718,1653.8114,5546.9701,2716.9237,5064.8893,-4212.7061,3649.5812,-4484.9829,5701.5649,-1320.1535,-527.6692,4944.6740,2045.9522,-6088.6390,3886.4755,6593.0418,1310.4307,2938.8763,-3448.7248,-1335.3356,-1804.5864,2313.9854,-6000.3210,-3884.2135,-591.1279,210.3888,-3833.1749,6560.7333,-5219.1765,-3789.7996,-4791.7403,-5216.3843,-3029.2923,-3492.1497,3978.6160,4762.5343,-2436.5594,3618.8852,-3521.8553,-1638.7233,-1341.2637,-5411.5506,-4289.3405,4018.2842,-2140.8001,5316.0854,5104.0696,-2523.0768,-4922.6928,281.9285,2915.1818,1221.8402,-2182.7558,-5547.8498,-3496.3764,3014.9528,-1220.7130,-74.4442,2182.0977,-5216.2670,1277.2972,5830.6864,-4275.9253,4803.1321,-5867.9753,-5524.9725,618.4132,2364.1378,-5034.8306,2646.7393,-2185.3151,-4476.5357,5341.4067,-2515.8134,-4593.2146,-1187.0000,-67.0656,6889.6654,-1462.7968,4302.9430,332.2569,3278.8925,837.9748,-2403.4116,-4842.9155,-4738.8513,4133.8196,-596.7482,570.8140,754.5527,1599.5361,82.6632,-5945.8068,4136.0617,-2184.6790,4283.5657,4959.6553,1925.2065,-4207.4402,-239993.7633,-243939.7627,-240948.9448,-241935.3516,-245666.7053,-243856.0672,-248545.7138,-244805.4504,-1207896.9055,-1237246.9473,-1221830.3600,-1200283.4748,-245967.6298,-1202942.2552,762.4593,2482.0038,-3826.3838,-1616.0522,4525.9604,-4300.1599,-3166.5476,5302.3788,4643.5167,3255.4162,5534.1002,-4462.6415,840.9753,-5499.2912,-2249.5170,4998.4524,1430.8653,-5383.3786,2944.4763,-4174.9203,5688.9331,-6268.2334,-6358.4834,-1096.4250,-4685.0040,-4571.2486,-6367.3927,5219.8369,612.2772,1312.6228,-1590.2877,1126.8515,4197.4984,1629.8718,3517.1586,-4498.6516,2813.7873,6260.2060,3244.2464,2249.3242,-2543.5580,-6676.5431,386.2020,-919.2989,5652.0146,4025.1418,3668.4878,2739.3311,3994.7192,-3928.7070,-4917.4094,-3676.6218,-4923.0019,-5971.7226,-572.7585,5227.8666,-4777.7108,-6081.5675,4769.4162,-6566.3824,-972.9330,-6474.3276,-2740.4259,-4465.7905,-4978.8425,2935.0331,-1945.4272,6514.7421,-481.2414,1130.9428,-5228.3965,6482.3799,3001.0221,1996.2198,5174.8767,-4853.5824,6141.7689,4497.1605,55.1446,-4870.9728,4724.7065,-5194.6292,5974.3690,-6287.1521,4635.1774,1913.4960,-4697.5176,5071.1938,4484.8867,5527.2069,-6827.0316,5150.2757,4510.1470,1015.6559,-1004.2859,778.3713,404.9595,2571.9126,1874.4647,5082.9795,246793.8497,244190.0427,246727.8640,241678.9578,250063.5378,247258.5900,242668.7458,243701.6101,-111065807.6499,-111079571.4119,-111065509.5455,-111078455.5375,243189.7554,-111081994.3243,3619.7445,4735.4694,-5444.3845,-3809.9977,-4473.6627,-1557.4716,4476.1474,-2593.7202,1855.8010,-2188.8458,3959.1302,5251.0929,-4768.7582,3691.2504,2383.1936,2822.2135,1515.5104,4164.3494,-5531.8366,-4339.2499,-3721.0826,2297.9236,-1447.1747,3046.6401,-3295.6413,-5162.8912,2732.1155,2140.0648,2097.0051,-4409.7681,-5453.5946,4852.3598,-1820.9691,6002.8432,4775.8799,3433.1391,3833.1295,-1675.3836,4806.9489,-5525.5796,-6264.4320,-1267.0769,4282.8983,5372.8299,35.4276,-5206.4064,-2199.0490,-3373.0559,5045.7545,-2913.0781,-4756.6040,-5087.8299,4721.1179,-2774.5667,-4098.0182,-2925.6266,3986.4691,-3079.4810,-5013.4492,227.8676,4429.9593,-2143.1933,2363.0950,3096.6640,35.9205,2164.7677,-3500.9791,-2248.9768,-6525.1414,-4471.0737,3702.5408,1075.7845,4330.1916,-3935.1968,3653.9333,-1863.5213,2987.8605,5248.1038,608.7596,-4721.2774,2503.5647,-4403.0900,-328.7702,2770.6817,4387.7016,-4556.9164,1845.9890,2280.8053,-5246.3509,4164.7771,-818.4531,4322.0850,5236.0151,-3262.8382,-5470.6964,6537.0753,5417.3636,-4083.6966,-6429.2721,1233.8583,-185921.2774,-186017.3819,-185688.1261,-183807.8098,-179233.8991,-187132.4859,-195011.9139,-184567.5361,43286585.0817,43316944.9039,43299668.6526,43303834.7811,-185841.9637,43298022.8954,
