sl_100_5400_20240806 Coordinates.csv
2024/08/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:06 2024,
Start: 2024/08/06 07:47:00.00, Stop: 2024/08/06 09:17:00.00,
TIME_UNITS,STARLINK-31952 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-4765 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-5171 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-3394 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-11256 [DTC] - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-1709 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-2367 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-4668 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-4757 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-31653 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-3741 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-5171 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-11256 [DTC] - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-2367 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-4668 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-4757 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-31653 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-5171 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-11256 [DTC] - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-2367 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-4668 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-4757 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-31653 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4813.5436,5578.4724,6173.2243,5042.6665,6685.0370,-6601.9996,-1388.4447,4828.4179,1539.9066,-5107.6081,-1188.1782,-5943.2876,2197.7608,3979.4056,2464.4668,631.7344,-4870.4943,5645.0179,3313.4630,3521.7318,-6332.2949,3673.2743,-1926.4517,-476.0553,4053.2309,5087.7336,-5053.4090,3215.8038,-1111.6692,-5278.0840,-297.8179,-6303.9215,-4209.4024,5181.7244,-4293.0678,3746.8869,-4254.2486,-6247.4199,-3033.0189,-4925.3245,4708.8802,-4667.4452,3006.2761,2179.5731,3119.3328,5531.7172,3477.0622,395.1365,-317.9786,-2181.8208,4139.5018,-2036.5747,-5140.7550,2282.6950,-6042.7650,5456.1682,-6558.1993,-589.0107,-5463.3152,-2013.1437,4168.6036,1137.6206,-1946.1637,6507.3485,-4048.0615,6696.4354,6331.7478,-4899.9236,-3912.0334,-3134.2698,4809.9481,1985.2101,-3454.0063,6266.7878,5382.6999,4748.0861,4013.4835,2946.5497,-916.1490,-1559.1276,358.2770,-5375.7549,6167.6011,-4264.2189,-4263.6176,-4266.7131,6806.2298,1679.8231,-5876.0060,-1765.5073,-844.6648,6766.1486,-5369.3461,6026.8919,4686.0469,2549.5470,1518.2525,5606.6314,-2566.1731,3485.1922,-41955.7958,-14725.1183,-22935.1040,-29508.0560,-21526.1703,-25491.7250,-25869.4825,-26176.5844,-218350456.9121,-218339409.7191,-218347958.2919,-218376721.6590,-27028.7549,-218369654.3490,-1599.0371,3906.6155,-2813.5820,1142.2932,434.2395,1137.1951,6671.3131,-4881.9981,-6522.5555,-4617.7990,4637.8990,3347.6393,-5877.5261,4495.4712,-6420.0805,-5049.3420,2875.4000,1992.3398,5198.6465,3405.1793,1568.6555,-4042.6678,5137.3094,-4975.9806,2708.7658,3123.3457,4028.7489,-4007.9879,4125.2722,2126.0533,-5368.2500,57.7681,-273.1988,4414.6542,4011.1896,2195.0534,322.6698,2953.8542,-4490.0364,3877.4873,-5069.7307,-1985.4468,3361.0093,4104.0842,4172.1885,4185.1400,2650.6064,6520.3820,5357.2654,-4809.0952,-4648.7609,5474.9526,1229.9156,5698.7771,-3375.4846,4084.2003,-1678.8017,-3910.6464,-1745.6736,-5192.4275,-5134.6917,-6751.9685,-5057.8491,-2098.3732,875.3316,1304.3575,2054.2693,3297.7023,-2643.7239,-5464.1322,-1655.7625,-4496.5206,-3728.0013,1183.5929,2462.4419,1843.4813,4954.0033,-6034.2116,4389.7877,1896.9696,-2355.3944,-704.8459,-2360.3487,-3205.7563,488.1686,4146.7266,-576.4999,-4017.9861,2647.8602,-3756.1170,-4067.5359,-294.8128,4185.0351,-2777.3839,5047.3594,6354.2856,5209.9483,2139.9386,-4121.7381,-2720.1859,394620.4885,407443.4386,387896.0244,387375.6390,388174.7277,387992.3898,396476.0974,392096.7852,-9041328.4960,-9030536.1319,-9045117.1518,-9034197.6879,391986.6679,-9039998.7134,-4568.0239,-1229.8284,706.6090,4600.6199,1798.8216,-1861.7525,-1303.9196,109.7686,487.4043,-688.6389,4996.5702,37.9130,2952.0903,3433.2226,911.3220,4706.8501,-3990.3519,3489.3996,3150.1075,-4902.8723,-1692.9910,-4126.4552,4223.5196,4658.2672,-4914.7574,-3504.4940,-2518.1458,4651.1105,-5446.7562,-3989.8868,-4388.2037,2597.8876,5474.9773,453.3378,-3694.1809,-5268.5030,-5461.7265,344.8443,4293.6243,2465.5335,-356.0677,4723.6773,-5251.6873,5125.6835,4547.2299,-164.2469,-5376.6618,-2340.5431,4204.0631,4490.0870,-3043.3241,3318.7332,-4319.5656,3222.1018,-456.8956,-1299.1386,1459.9144,-5712.5761,-3700.2545,4151.3505,-1685.9234,-1101.6178,4322.5132,1110.1292,5534.4905,-1261.5609,-1961.1611,-3216.1509,-5072.5111,-2914.2127,4707.7670,-4890.8969,-4726.8570,2716.1571,3575.9751,4685.7946,-2691.4048,1694.2637,-5306.7092,-6508.4558,6521.8538,-4192.4436,-2142.9651,-4254.6550,-5431.7678,3449.8263,390.6190,5268.1887,2579.9268,-5539.6533,-5537.5672,-978.0415,1323.3812,1953.4578,702.8605,-1205.4876,4119.2947,-3465.0058,-4935.1015,-5327.8963,88646.8375,85226.9525,82345.4894,90921.8534,87872.9808,77222.6057,78458.9995,85978.1091,86572279.8242,86550864.1366,86586760.3800,86569488.7854,84404.0654,86579140.6309,
300.000,4176.8489,5748.1490,5083.6930,4326.3948,6843.6119,-6707.9873,105.2898,3540.3246,231.7149,-5788.5986,426.5767,-4892.8462,316.0441,5369.7039,1015.9681,-1519.4166,-4630.3634,5092.3602,3927.2550,5197.0267,-6122.4551,2942.4070,-685.0339,-2589.9516,4186.6069,4906.1119,-3404.5801,1280.1458,824.2434,-3988.2343,-2293.2075,-5446.4899,-4504.1367,5973.2058,-2415.3440,4112.3865,-3539.2178,-5508.2823,-3727.8269,-4348.9562,3532.8979,-5331.2966,4769.3091,4097.9652,4831.6360,6135.9731,4153.5133,1990.8428,1632.9952,-4097.9640,3415.3951,-277.4207,-3972.9834,3564.4368,-6563.8104,6323.8325,-6900.4699,-185.9138,-5189.6983,-2281.7879,2510.5807,-364.4491,-3538.3257,6085.9679,-3419.0932,6928.3287,6896.1530,-4511.0708,-5414.2248,-4168.1773,3790.9514,610.0968,-4905.2672,5752.6131,6469.0247,4344.9171,5247.3742,1879.2308,-1030.8200,455.6997,-1831.2794,-6206.3741,4894.7455,-5648.9392,-4295.7737,-3657.1631,6249.7309,-502.8667,-4984.0649,-3663.8499,-2927.2340,6619.5273,-3944.3377,5657.3301,5456.4507,3134.4497,3462.6437,6590.4381,-3562.2415,2578.2977,-50412.3265,-23307.4605,-31329.4688,-37836.0444,-29779.7300,-33741.6377,-34233.1985,-34167.3394,-218098123.3704,-218087417.4464,-218095232.8844,-218124775.2699,-35336.5010,-218117246.2245,-3603.5511,2528.8000,-3985.3295,-774.6759,-1102.9792,1805.5446,6931.7709,-5710.2965,-6319.7148,-3617.3003,5664.4363,4483.2146,-5665.2141,3952.8327,-6834.4638,-4964.5242,4477.1279,261.2832,3561.0451,2549.6190,2811.3166,-5551.7066,6277.8492,-4528.9978,611.9529,1315.2519,4798.6070,-4957.1507,4897.1757,1118.1995,-5481.4805,1711.9864,1813.3482,3110.1707,4747.4751,41.9694,2374.9050,3926.4543,-2630.0138,5097.3129,-5571.6740,44.6249,2412.9078,3688.6824,3705.5380,2773.1334,589.7804,6586.0292,5731.3991,-4126.0296,-5865.3233,4932.8078,3032.7021,4242.5646,-1958.1684,2841.0055,-501.0593,-5549.6670,285.9316,-3496.8561,-5581.6702,-6910.1552,-3655.9759,-3236.7345,2940.1197,-192.4445,601.9913,4731.2672,-1419.0608,-3889.3156,-3551.9622,-5773.0238,-2170.8844,-598.6227,1393.3507,-179.6056,4402.2564,-6667.0792,2410.2513,2784.5272,-2456.1043,769.4530,-3574.6814,-1765.7424,2564.8850,5521.9095,-1744.1352,-4083.5612,1767.9926,-2754.3700,-3564.0327,-1504.8864,5013.7169,-3980.6344,4115.5249,6134.3304,4934.4009,1007.9474,-2267.9627,-4537.9277,393598.5186,407060.6210,387162.3899,386794.6424,387544.3080,387308.0604,395804.4096,391759.1540,-13806312.6335,-13795029.9638,-13809613.0262,-13799628.1205,391360.1714,-13805039.1942,-4019.3134,-2910.6603,2184.9352,5344.9231,293.1439,247.7331,231.3046,-1427.1015,2265.2197,1126.4518,3955.2619,1571.8965,3984.7895,1843.2854,-633.1816,4593.9399,-2532.9289,4689.0686,4449.6799,-3810.3581,125.7333,-2715.2926,2843.8068,4412.9269,-5478.8984,-4703.8608,-3673.9408,4672.0739,-4822.2526,-5580.4384,-3584.5994,3725.2239,4920.2058,-1100.4963,-4449.5944,-5449.8120,-5464.8562,-1462.0464,5192.5482,711.3679,-2120.3011,4430.0587,-4397.6157,4182.3793,3281.2581,-1678.8129,-5515.5421,-890.7147,3313.7723,3774.6303,-1387.6244,4550.0512,-4649.2508,4165.0417,1084.9988,236.2800,-342.1789,-4175.5991,-4423.9714,5548.7335,-3022.5054,440.1442,4707.6823,-700.1060,5240.0693,275.2628,-469.2183,-1574.2815,-4085.2389,-3959.5933,4588.8931,-3791.1823,-4403.6734,3818.4076,2015.9995,5382.9397,-980.2168,-97.8337,-6434.4320,-6357.6243,6232.2492,-2801.7356,-3387.4356,-3394.9847,-4783.6648,1861.9502,2163.9401,5457.9493,4493.2856,-5186.4345,-5162.1252,847.1500,2716.1696,171.8100,-1111.4250,920.3707,3178.5529,-1885.8393,-5485.9445,-4548.1990,88538.1962,85090.3989,82266.7309,90698.3849,87915.2930,77255.9983,78140.4294,85592.6616,86572499.2254,86551201.4975,86586897.2350,86570131.9643,84279.5404,86579575.6211,
600.000,3155.4476,5370.3636,3469.1822,3232.0997,6340.6720,-6131.3064,1591.1100,1889.0483,-1127.2997,-5901.8738,1962.6081,-3335.8751,-1619.8460,6217.2447,-536.6658,-3522.6240,-3955.6495,4075.4415,4201.8827,6361.9084,-5251.2655,1940.1752,592.9092,-4445.5876,3967.6895,4284.4898,-1419.0686,-759.4576,2648.1354,-2233.6964,-4051.6534,-4050.2750,-4404.1198,6162.7242,-305.3331,4116.0445,-2533.9674,-4214.5792,-4111.0374,-3310.1097,1991.0509,-5517.6095,6069.4623,5604.2635,6054.8336,6157.5558,4480.4323,3386.1920,3397.5531,-5616.8496,2367.6646,1548.6857,-2436.7326,4540.2630,-6453.7427,6580.3351,-6559.5540,295.2684,-4427.9640,-2392.0025,580.7941,-1835.4827,-4823.5019,5058.9581,-2508.9397,6489.4764,6793.3812,-3647.9208,-6396.5806,-4838.2998,2445.4728,-785.9495,-5909.6966,4704.4122,6912.3499,3567.5188,5953.3263,624.7747,-944.9787,2388.3992,-3827.2781,-6416.3545,3150.6355,-6470.6500,-3955.3258,-2697.5238,5049.1953,-2634.9223,-3523.4291,-5220.5680,-4726.5746,5789.9723,-2126.4124,4726.4270,5694.2484,3411.7828,5042.2819,6923.4566,-4264.9302,1466.6928,-58842.5973,-31880.8996,-39710.5334,-46150.9028,-38021.6393,-41975.2143,-42581.0183,-42242.8260,-217741827.7206,-217731472.0235,-217738563.4698,-217768838.3422,-43629.8747,-217760874.1041,-5243.5818,876.3701,-4771.1167,-2648.7373,-2530.6761,2293.6225,6521.1443,-5978.4856,-5437.0594,-2247.0057,6155.7702,5175.0815,-4935.2376,3036.1162,-6589.2528,-4443.9291,5620.5380,-1531.9129,1563.1892,1485.2428,3751.9954,-6485.7011,6804.4099,-3667.1796,-1551.8670,-650.5558,5139.2647,-5467.1434,5229.6332,59.3302,-5096.3723,3224.4006,3701.6785,1480.2528,5069.0085,-2107.6805,4212.8929,4523.7754,-512.3200,5762.1068,-5539.9263,2051.3516,1274.6081,2954.6605,2906.7860,1080.7497,-1511.6405,6018.0431,5547.1821,-3080.0709,-6495.4388,3894.1151,4557.8003,2385.3154,-341.7710,1320.6940,730.1082,-6584.0526,2308.4320,-1440.9445,-5485.9662,-6398.5809,-1929.1226,-4061.8695,4724.3533,-1673.3182,-904.0540,5640.9466,-97.9636,-1940.3439,-5122.9117,-6497.3663,-437.9250,-2351.4188,208.6144,-2209.4037,3421.9552,-6639.8787,176.7318,3466.7267,-2389.8203,2136.2845,-4477.0888,-177.3595,4375.0420,6330.6796,-2757.1715,-3792.2651,752.5698,-1534.9102,-2766.0147,-2569.7350,5380.6723,-4786.4543,2766.3613,5285.5542,4184.2067,-202.5672,-210.0639,-5916.3495,392395.0055,406496.1750,386254.8120,386038.0034,386742.0076,386451.4205,394951.9511,391227.5080,-18564588.4289,-18552826.2662,-18567384.6284,-18558372.8994,390557.5604,-18563367.9942,-3020.5880,-4278.5764,3417.5499,5515.7616,-1243.8805,2330.8594,1741.7721,-2806.8634,3776.6646,2820.1227,2489.1719,2929.0992,4591.6701,54.7035,-2110.0459,3990.2547,-803.0693,5386.7687,5271.5338,-2310.0550,1929.7701,-1002.3366,1158.8912,3675.3964,-5455.9188,-5398.7185,-4437.5242,4193.6733,-3680.4578,-6580.0433,-2398.7541,4433.8176,3835.5460,-2530.7787,-4731.1968,-5022.6690,-4884.3523,-3111.5781,5532.3339,-1125.7662,-3657.2691,3662.9425,-3071.4388,2789.7329,1661.8910,-3014.1533,-5065.2357,654.2949,2051.1153,2655.6227,416.9777,5247.4219,-4458.9648,4662.7024,2510.7843,1746.4132,-2107.5535,-2195.2694,-4652.5938,6357.1538,-4020.4213,1934.7616,4589.8261,-2435.2420,4381.7191,1782.6289,1072.8500,252.1997,-2660.7250,-4583.2090,3979.5742,-2286.2818,-3611.4789,4512.0189,238.7688,5502.5838,836.5433,-1879.4519,-6881.2043,-5536.0620,5281.9167,-1100.7178,-4271.2511,-2154.5675,-3622.3837,70.1011,3696.1036,5040.3843,5928.0464,-4277.0170,-4233.2291,2577.9120,3818.3635,-1628.3699,-2806.2563,2948.3549,1879.9545,-104.4287,-5449.0685,-3280.6046,88429.0343,84953.7528,82191.7582,90469.8511,87953.9878,77294.8359,77827.8432,85108.8966,86572721.6258,86551540.0961,86587031.7551,86570790.6332,84154.9691,86580010.4107,
