sl_100_86400_20240321 Coordinates.csv
2024/03/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:09 2024,
Start: 2024/03/21 07:47:00.00, Stop: 2024/03/22 07:47:00.00,
TIME_UNITS,STARLINK-31818 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-31909 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-5483 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-31909 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-31909 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2725.8589,3075.8236,6520.1572,-1289.5362,-4869.5831,-3799.2350,-5791.0222,4648.9198,5020.3217,2259.8557,3254.7447,-743.4543,-5418.8816,-4094.0660,-388.6652,-3837.9673,-6169.2995,-3914.3254,-2966.9046,-3260.5160,5101.4739,5981.4963,-3977.8700,2816.7560,5637.6992,4093.4398,6498.3329,1999.1589,3824.6388,-2117.7256,3435.4376,3744.7354,5559.8374,4904.7239,-2722.0443,5587.2954,-5634.1233,3428.0430,-3354.9708,-4507.6746,5600.0686,5131.0383,1940.1706,1670.9134,-3058.9224,859.3746,-766.7082,6464.4693,2659.9708,-1123.4707,5198.1792,-3150.6329,-562.0006,-5775.7077,4307.3183,-2549.3932,5072.6066,1011.0316,5933.1292,-3204.4773,-5822.8415,6528.5450,-2911.1056,-252.4569,5130.7136,2672.6121,3130.0193,-2771.0782,6084.6100,6526.4450,565.3865,-5364.6364,-2606.8721,-4735.8947,-5107.3488,3215.3267,3146.0673,-2030.6388,-2615.9091,-4999.9889,-1754.3472,-5140.6696,3010.5944,6512.2356,-2152.1508,-3149.2750,-1853.5455,2412.3469,335.3918,4256.3714,3901.7258,3164.5031,-2029.2254,-3906.2417,6731.2904,6845.9475,-6618.5912,-5050.4609,-432.3632,351.9625,347356.1012,341858.6770,336600.7297,340698.2426,335718.9048,338567.5159,344547.5076,341503.7449,-253822311.4004,-253855313.3519,-253828008.2183,-253840757.5175,342263.3729,-253836575.8066,-5163.7293,-6113.4896,2308.1838,-6226.4852,-1442.7523,-5348.9498,-319.4046,-1768.1973,4751.2993,-6290.9986,-4013.3861,-4233.5198,-1185.7409,3353.0219,4124.5466,5525.1234,25.3067,-1625.9058,-4316.7010,4034.0143,-3248.2782,-813.4655,3018.7094,-6237.0461,3397.1234,4992.4806,-2353.0818,5156.3621,5689.2743,-5904.5848,2329.9164,5370.7483,3314.1824,1948.1587,-3132.1363,-3933.9148,-478.6339,48.1745,-1192.7902,-2321.0048,-455.4657,-1160.4716,4887.8534,-5716.3124,4164.0947,6079.4769,4539.7726,-1297.3472,5298.4397,-6650.8914,-3358.1606,4546.8280,4207.4091,-3405.3045,1792.9213,-5437.6843,110.0782,6457.0362,515.2847,4158.9676,-3776.6505,-2061.1509,-4108.3774,2427.1570,-2343.2498,5300.4166,2759.7391,-6166.8789,-3266.2090,-2286.6248,-4136.8987,-2082.9286,-4260.7402,2374.3387,-4673.2938,-5405.2403,-6044.7964,6461.9006,3244.6392,540.7537,-3884.2959,1954.5685,-4405.1188,-1586.1587,5570.1073,2726.9472,-6558.9413,6437.5705,5122.8096,-1596.7756,-2758.6918,-3770.1433,5928.4594,1374.4146,355.0904,895.2632,-163.6509,3152.9946,-6810.9825,-6550.5328,-152569.0662,-186564.3708,-167662.4589,-161871.0438,-167898.7078,-164917.7797,-170879.1978,-167830.9721,179106478.4653,179048827.1994,179093057.3730,179094937.9540,-166745.6953,179093279.0682,-3539.9845,1147.8052,527.9313,-2481.7120,-4731.2670,2218.6133,-3780.9334,-4702.9946,685.3790,-1378.7587,4594.4890,-5452.5437,-4030.0250,-4489.7365,5534.8791,-1413.0135,-3141.3501,-5483.7760,4436.1786,4592.7699,-3368.6659,-3390.6381,4781.2659,-16.8845,-2176.3446,2312.2980,375.7199,-3999.3083,65.0478,2955.1537,-5341.4389,-2277.6895,2441.5815,4181.6243,-5542.3153,-1210.7001,-3906.7645,6042.1369,-5965.8654,4693.9579,-4100.0242,-4532.2022,4518.8473,3398.0153,4621.0555,-2978.3589,-5171.5937,2097.1876,3598.4270,-1635.7716,3109.0495,4206.6751,-5468.8526,-1810.8508,5103.3809,3464.8489,-4568.8775,2319.4535,3387.4254,-4394.0148,-281.1892,-1092.4260,-4765.1789,6496.6762,4028.5485,3569.1491,5514.9822,-1638.1209,-731.0336,289.3716,5425.7710,3865.5963,-4796.9287,-4458.2421,30.8139,2918.3537,-1316.2885,1498.4713,5514.5378,-4611.7870,5355.3581,-4048.9443,4271.9049,-1761.8113,3506.2742,5516.3077,-1301.6421,-932.4729,4484.7550,5218.7231,-5038.1876,-4868.1100,-2986.5996,5533.7919,-1656.5630,684.8242,-2038.7904,3565.3254,-535.7967,2302.7589,138264.9593,135865.2984,133455.4998,142444.2978,138772.8354,128211.8134,130030.4305,136813.1415,-71858661.3551,-71869139.5122,-71882353.7852,-71859000.0950,135651.6543,-71864960.8153,
3600.000,1788.4394,-868.2679,-6263.4243,3989.7561,5569.6613,4959.7866,3116.4248,-4764.8080,-5276.3671,465.5996,-2175.3022,4424.1344,6798.1058,611.4459,-3639.1357,390.5842,6603.5184,4759.2580,5512.6689,-994.4612,-1279.6207,-6339.9811,3443.8187,-346.2062,-4609.8091,-5293.9844,-4741.2078,-4998.0892,-4380.7672,4424.7357,-6244.8760,-4086.2439,-4465.4441,-3163.3854,5702.1539,-2721.9424,6328.2568,-335.3170,4701.8612,3887.0691,-1757.2345,-1905.3797,-5244.9643,48.0335,315.2017,-3978.4252,-2087.0281,-3569.3102,-4718.7813,3179.5033,-4671.5700,-401.1049,-3704.2191,3715.1958,-6615.2308,5062.1258,-5123.9210,-3445.0244,-6626.5068,1858.7236,2672.8201,-5256.4098,4408.8833,-3445.7112,-4430.3973,-3876.9259,-5474.8906,2629.6674,-5391.1904,-4374.1589,3964.2634,6888.6005,5499.3400,848.1076,5082.2908,-1290.3355,-125.2160,-467.8784,-216.3377,3487.4632,5238.9300,5135.4961,-1583.9425,-5722.2689,746.8555,833.7714,3089.7186,-4035.3968,-4252.2224,-4232.4153,-6777.3217,-1932.0320,-173.4446,2555.1747,-6383.3042,-5550.9403,6383.1417,6639.2259,2269.2016,708.1866,373825.4324,377571.8674,367767.6829,372763.8752,366849.5183,369075.7836,375865.0284,374137.0487,-291536363.2395,-291556458.4968,-291539546.5059,-291552781.3051,373665.8661,-291549580.8403,4734.9653,6433.3470,64.8835,3037.4462,-2378.7337,4359.8239,-2729.1339,4836.3611,-2965.5058,6284.9517,6501.8030,4356.9694,-833.1507,-5478.7843,-4536.0958,-5352.4877,-1726.0109,-2509.4749,715.9883,-4207.4174,3985.8505,2645.5804,-5863.1766,5387.7516,-279.5886,-3732.1553,3391.2863,-1598.2385,-3153.1567,5316.5406,979.0733,-2051.7734,0.5268,2952.1903,294.9214,4883.5935,-2601.9738,3431.1279,4797.4313,-2010.2382,1770.7063,3833.8231,-3989.0824,6789.8574,-6454.7868,-3004.1386,-6248.5459,2919.1927,-1926.5984,5822.4877,4993.1265,-2418.1735,-3813.9329,4756.2958,483.5919,4745.4835,3953.1785,-3922.3662,1391.3472,-6578.9017,3939.7214,3248.2007,75.7396,-4318.0982,5234.4428,-1554.6445,711.1524,5525.6886,587.7316,3328.0460,3813.1921,-328.2264,3998.1024,-4162.4471,2413.9952,6789.7477,5550.6963,-4929.6441,-5986.1470,-4805.8497,840.9280,-4484.7849,6654.4659,2952.5565,-6859.8425,-5922.1852,5477.4007,-4014.1819,-5003.8231,4972.3315,1479.0835,6488.2688,-6913.8213,-5210.3280,1831.2561,1637.1655,-1367.2245,-1232.5450,4612.0150,3538.3139,-61602.9956,-94621.0420,-74817.4295,-70808.7553,-77166.9767,-73846.0298,-78709.6360,-74056.8603,107252700.3832,107192167.2888,107245680.4631,107232607.0713,-75507.7723,107239820.7413,4569.0416,2452.8417,2976.6067,4616.6241,3374.0231,2090.5688,5535.6569,836.5579,3402.9040,-2620.8190,-947.3829,3091.2193,-248.6389,4200.9358,-3756.2926,4282.9690,-1150.6074,4355.7825,-4043.8901,-5422.5278,5502.2386,-846.4489,-1287.9944,-4208.8732,5160.5237,2254.3649,3725.2211,4347.1110,-4229.9804,555.1407,2388.0411,5199.9885,-5290.4852,-5170.1318,3902.1748,4102.9466,597.3593,-6044.8950,1762.2704,-5357.8075,6481.4129,5454.8735,-2186.1071,1041.5909,-2533.1819,4644.5724,2114.3289,-5165.1939,-4714.0374,-2036.9727,1115.0419,-6510.8670,4420.9073,-3443.0538,-1982.0506,-140.5448,2150.3955,-4573.1229,1071.4245,284.9166,5044.3835,-3145.4687,5337.2075,-4224.3829,-1060.5322,-5534.2033,-4181.1680,-3302.9765,-4345.9568,-4211.3954,-4093.5616,-771.7172,1293.7994,5455.3080,-4037.1161,604.9819,4155.5345,-4864.1677,-3467.7279,3341.0778,-4339.6442,-325.1190,-110.8061,-2562.1988,626.1110,-3485.9453,-2941.0703,3957.7804,-1863.6746,-2320.7796,184.3972,1426.5379,-543.6918,-3772.1140,-2015.5491,-3831.1714,-2318.7621,1609.5089,4513.2400,-5946.7374,136649.7967,134540.5552,132913.3129,139846.8060,139473.9652,129207.1709,126799.4545,133480.1279,-71790461.8976,-71805778.8710,-71812809.4906,-71798373.5539,134483.0069,-71799224.9121,
7200.000,-5572.2875,-2219.7701,4047.6724,-5882.5008,-4947.1309,-4509.4170,-324.3572,2608.1497,4183.6663,-3614.1662,395.8350,-5880.5818,-4692.4401,2375.4971,5641.3989,3768.4562,-4088.6940,-4756.4676,-6367.9095,4655.8590,-2889.8667,3838.9823,-1731.3772,-3335.8718,2971.6040,4394.5437,757.9589,6400.5333,3977.2098,-5209.6757,5536.8328,4249.7891,2821.4219,1073.0473,-6730.4651,-1333.9207,-4301.7976,-1204.9987,-2355.5484,-3154.4441,-1993.0898,-1001.0301,6443.4592,-2083.8005,1964.7171,6164.7608,3461.0123,-419.5782,6053.8569,-4537.5460,1899.5221,4651.6495,6158.7513,-37.3796,6184.0699,-5670.4391,3183.9467,5596.3619,3911.0644,348.7478,948.7555,1589.1399,-5477.4456,4566.3140,2277.8826,5011.6922,6261.4686,-2260.8654,676.1759,255.6242,-6246.5756,-5857.7056,-5783.6994,2635.9797,-3856.5026,-1293.0806,-3573.7462,3830.4756,2036.6289,-1202.1291,-6696.3287,-2292.5901,-662.8471,2338.5451,1187.8981,859.3556,-3874.4476,5178.1215,5812.6638,2995.0935,4988.6784,297.5267,2424.0846,-1203.5503,3682.3179,2650.1880,-3411.4861,-3563.6982,-4350.0319,-3245.9794,377016.4995,388951.6546,375410.0201,381100.2361,374546.3203,376420.5363,382698.5534,381130.0062,-309353868.8388,-309361022.2084,-309358353.9858,-309362720.5780,381145.5818,-309366376.3117,-3274.2020,-4696.9207,-3097.9670,1026.5485,4865.2876,-1111.6888,5723.7071,-5187.0839,-650.1380,-3453.5971,-6066.0444,-3517.7914,2480.5286,6367.5101,3991.9740,3879.0924,2992.3746,5003.9200,2425.9342,4193.7084,-4643.4279,-3538.1217,5977.7114,-2578.7779,-3729.6108,116.4167,-4081.0962,-1874.3323,-1400.5839,-2638.4029,-2925.4586,-2274.9248,-4050.3385,-6444.5533,1605.3580,-5066.8107,4358.2461,-6355.0951,-5548.9755,5551.4475,-4226.2298,-6104.7857,2117.4577,-4472.2446,6563.8008,-733.7855,5559.9573,-4739.8079,-1577.2521,-2740.5882,-4746.6058,1126.7844,3088.9554,-2012.1025,-1991.5775,-2282.2801,-5738.1278,479.7683,-2952.4902,5530.6194,-179.6184,-3959.4804,3295.4498,5208.8689,-6031.2684,-2421.9144,-2941.6118,-1855.5018,951.1214,-4170.8759,-2815.2926,2445.2848,-2346.1951,5603.9064,1540.1385,-5672.4076,-3867.4363,2292.1095,6569.9897,6698.1330,1428.7697,4648.0054,-5398.2799,-3787.5641,5223.2939,6827.6677,-1955.2468,133.7998,2841.4058,-5913.1791,889.4288,-6282.3447,5320.6139,6803.7551,-3823.7101,-4394.1281,2981.9080,-958.0202,-391.0764,350.0516,32637.8759,3439.0624,22962.2844,25210.4186,18711.9385,21836.0585,18472.3241,19178.0819,28085340.5312,28025679.2094,28084810.1077,28065722.5150,20827.0229,28073202.6486,-2204.0089,-4608.6293,-4712.4854,-3309.1208,-5.5349,-5145.0528,-3882.0579,3613.9331,-5511.3817,4633.1161,-3312.0670,1092.7216,4326.1318,-1399.0494,-372.0335,-4249.0796,4706.1374,-586.5201,859.1449,2958.6201,-4244.7521,4535.4587,-3029.3275,5380.2589,-5034.6457,-5271.2830,-5542.9850,-1441.3434,5396.0170,-3751.5791,2543.3400,-4984.1708,4841.7870,1640.2446,137.0213,-4555.9283,3101.2523,2541.8442,3437.2032,2646.7934,-5156.2006,-3153.2103,-1473.4525,-4766.5930,-1093.3970,-2834.3805,2231.4290,5017.3085,2992.1826,4467.9178,-4680.7924,5033.1557,-648.3833,6636.0009,-2390.2298,-3287.9661,1861.2931,4061.2432,-4798.7340,4007.1113,-6881.0597,5454.6769,-2681.6189,-539.5877,-2564.8756,4120.7031,246.4690,6298.6956,6835.5156,5509.6295,-151.2904,-2805.0483,2986.6183,-3095.6434,5529.9509,-3783.8018,-4525.9993,5303.2234,-755.9921,435.3257,225.7202,4434.2811,-4153.1715,5301.4893,-4398.7916,-731.4716,5405.5985,-4620.1532,-2174.5436,-2018.8122,4730.1660,2879.1146,3727.3412,-358.0866,4459.7687,4659.8421,5228.9219,-5890.0581,-5275.8794,6128.5745,134974.4825,133204.6091,132781.0806,136307.3312,139667.6395,131091.3634,124327.6723,133940.8382,-71722816.9958,-71742373.5709,-71741954.0132,-71739195.8165,133303.6400,-71733476.0528,
