sl_100_5400_20240406 Coordinates.csv
2024/04/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:10 2024,
Start: 2024/04/06 07:47:00.00, Stop: 2024/04/06 09:17:00.00,
TIME_UNITS,STARLINK-3104 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-2731 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-4718 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-31688 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-2731 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-2731 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-36.4253,5794.5940,-1854.7224,3243.9730,1829.8859,-1229.7796,4127.2682,5989.6950,-4582.1537,5756.6165,-4013.3817,894.2435,4951.8424,6492.7660,4076.0349,-3562.9349,6583.5201,3797.8637,-3951.4221,-5213.3826,-2058.9573,-1592.3321,640.2281,-4095.1298,5895.4107,-2341.7709,6205.4729,1935.8827,-523.0917,1874.0640,6807.1878,-634.3169,-1012.0927,-1558.0209,4103.1083,2874.5256,-298.6904,-4934.0724,1599.6220,-3650.7728,-3286.7729,549.7103,5444.9741,6903.1253,1475.1247,4301.7802,924.6781,1722.5345,-6923.0954,3363.6520,2391.4056,2375.2186,-4771.3289,-5144.3555,-5082.0736,-2234.7549,3574.6119,157.0872,-5190.2272,-2461.8858,-4158.9373,-5050.5062,-4298.9363,6010.9965,-4070.8463,6403.5466,-2461.0199,-4058.8533,-6074.8610,4847.0943,6104.7134,-1456.2464,1904.5711,-5207.8386,4725.5759,788.3088,-4365.7434,-5376.6321,3615.6800,-4318.2215,2053.5681,3481.6476,-3290.2196,-5667.8712,3675.1521,288.1853,-2457.9216,-770.0660,-5002.4101,-5791.0479,2144.8561,-4323.1450,-4455.3714,4261.1378,-6761.3890,5591.5731,-6820.9603,5768.0339,-3696.0559,-616.5181,-289969.1800,-294474.8260,-302439.7957,-300009.7694,-303183.5119,-301255.5850,-293864.3171,-296769.9153,-261843549.4354,-261829255.1652,-261842952.7005,-261822408.0874,-297186.6815,-261827939.7710,3227.9774,-660.2560,6656.4938,-3013.5642,6352.4801,5599.1751,4098.7380,1198.8171,-2308.2220,-2960.9976,-4183.7208,-4880.1385,-3720.8775,-937.4986,-4066.1948,4258.2136,2155.8482,-2573.7885,1607.7695,-1148.6130,-3954.4334,4848.5482,-4199.9598,-5464.0715,-3300.9678,-5589.5262,-3095.8837,6513.3061,4455.3682,4819.2879,438.2564,-5419.9908,5149.1747,-3916.4057,3134.9045,-4165.1823,-5104.9749,-2514.6925,3717.2501,-4119.1960,5425.9826,-5906.6949,1709.2548,283.7599,6580.2816,5292.8476,24.5488,6633.1550,-298.9676,-3869.7229,-5100.5055,-3908.2918,-1533.8827,-1085.4665,-940.3407,-4080.3966,2422.8036,5304.2793,952.5998,5715.8006,4090.0573,-3545.2935,5335.4165,-3039.7420,-1949.3012,-1969.4807,-3811.3266,-4134.9400,2869.1827,-2672.5256,3047.6855,4502.8378,-3917.2150,3044.0527,3742.2749,5019.9646,-5247.9919,3672.0996,-5611.7131,-566.7576,5474.5459,4594.3754,-5239.6889,3017.3254,-2988.0686,-4358.3276,-5052.3016,5752.0139,-2278.4181,729.8669,-5285.0550,-132.6802,-5053.3520,5373.8035,1412.1912,596.1668,-364.5401,-1085.9487,-2267.0429,-4340.4138,197342.2796,176924.2118,193199.6801,199798.1181,192628.4638,196264.4684,192169.0559,197062.0459,158885975.3601,158857546.2679,158872488.5494,158903417.7741,195512.3465,158892992.8773,6146.9198,3752.1336,706.4884,-5357.7895,-2113.5842,-3787.0850,-3411.5051,-3259.6057,4662.3682,-2455.8284,-3610.1964,4827.6674,-3093.0002,-2264.0025,-3844.9275,4037.1577,-105.3161,5038.7566,-5453.1725,-4436.3313,5283.9006,-4705.3531,5454.1377,727.9429,-1610.3162,3151.9786,217.1722,585.2226,5262.2631,4615.6668,-1273.4273,-4287.5355,4527.8292,5479.1903,-4617.0529,4630.5906,-4683.2285,-4168.2807,5358.5894,-4091.7059,-2836.7287,3545.4957,-3945.7765,382.7979,-1586.6214,-282.8708,6871.4909,1089.5200,-4.3135,4561.5500,-3985.3975,-5034.5410,-4639.9818,-4530.9419,-4632.3507,5127.5951,-5410.0211,-4443.1656,-4334.0096,-3040.7085,-3392.0928,-3158.7779,964.2948,1632.1313,-5251.5595,-1798.5433,5225.4834,3810.1385,1653.9650,-4235.2387,1254.5897,-5053.4574,5380.7673,-3395.5219,-3438.9000,-4729.1254,617.8829,2344.2029,-1829.5244,-5399.3636,-3737.2311,3839.7862,-3107.8746,2366.7586,5049.5646,-5418.4852,4061.5026,-3809.0189,-4206.2154,-3756.9027,3794.0887,-5414.7202,1066.2284,986.8557,-538.9683,4051.6576,-457.0923,3673.1161,5419.3895,-5237.9032,-57068.6716,-59384.3372,-61382.3453,-52432.0972,-56037.7630,-66607.5979,-64854.2682,-60053.0794,-45909793.3839,-45880152.0490,-45902141.7501,-45901230.2784,-59194.7796,-45898636.6191,
300.000,1496.3641,5915.9200,-655.6244,2159.7752,3369.3074,772.8201,5504.9294,5219.2876,-5527.6828,5424.1970,-5440.8205,-1061.2516,3288.0118,5498.1099,2207.1244,-1555.1078,6654.9805,1912.8023,-3382.9408,-5841.2175,-4010.3212,436.5155,-1387.7600,-5193.0706,6244.0589,-3790.7449,5195.5556,3321.2188,1368.0281,3633.8339,6305.0531,-2603.6178,1125.6285,-3337.1407,5631.0920,1112.1929,-2028.1525,-6192.3874,3455.8985,-4067.7626,-2352.1228,-814.2129,4820.7199,6508.5823,2691.5058,5289.2620,724.4871,3157.2903,-6632.9297,1427.0847,1279.5565,223.0298,-5318.1512,-4970.3577,-5509.8791,-3452.6030,4972.2152,1791.3916,-5530.1994,-1390.9893,-3522.7517,-4995.2435,-2982.0488,5529.7316,-5334.8012,5276.8070,-4349.7892,-5588.9721,-4858.6267,3080.3759,6729.6880,119.9315,216.5321,-4940.4762,6054.3432,2845.3375,-5174.8545,-4877.5866,2128.3807,-4894.2899,3857.0442,5011.1467,-3908.3514,-4231.8594,2948.7655,-718.8972,-4290.3414,1173.1137,-4614.8894,-5888.9450,992.3037,-3735.0830,-5220.4192,4848.4869,-6045.8763,4619.5165,-6653.1300,4394.4991,-5014.2128,-2650.9589,-293932.7128,-298210.2873,-306570.6808,-304022.5505,-307284.1428,-305403.5822,-297932.1723,-300916.0558,-265248824.5321,-265233843.4152,-265247740.8575,-265228257.5503,-301251.2796,-265233262.5373,4448.1525,-2495.0156,6828.3479,-4736.9586,6032.9383,5151.7415,3446.3997,-390.2265,-436.2824,-4239.7402,-3577.5405,-4145.5491,-4201.3059,-2411.9877,-4332.6968,4861.6945,917.5656,-3624.2432,3615.7481,763.8816,-3433.7541,5438.2392,-4724.0821,-4418.8652,-2972.7468,-5482.1428,-4258.7334,5878.6505,5138.3585,3576.4406,-1123.0220,-5451.3063,4947.1946,-2660.1278,2202.9936,-5339.0789,-5644.2517,-1420.5402,2526.3997,-2204.1890,6435.6295,-6573.7360,-92.3969,-933.4068,6378.3745,4123.2266,2271.0929,6164.4290,913.8872,-4840.2267,-6290.3272,-4083.8170,532.8220,1051.1659,1095.1959,-2322.3716,899.7851,5904.3401,2657.8072,6641.5315,5469.5389,-1800.2940,5638.4948,-4178.2155,-398.4465,-3255.6172,-3156.7637,-3091.8945,3676.0978,-3507.8882,1668.1206,5616.0017,-5099.0702,4501.5969,2572.7136,4414.7635,-4333.5511,4875.4968,-5628.6264,1411.4026,5146.9073,4168.6468,-3618.8563,3744.1516,-4780.9599,-5677.5479,-4503.4844,5144.6167,-354.1135,2564.2615,-6382.8793,1957.9478,-3604.0892,4150.4622,2495.5973,-1074.6691,852.1616,-2335.3543,-672.0804,-4469.8921,191419.5193,170732.7757,187031.0812,193501.5353,186286.3378,189956.6633,185947.0891,190954.1299,153131773.4342,153103039.0425,153117847.7217,153149352.2181,189219.7859,153138724.3876,5118.5729,2624.8972,-1101.5155,-4604.6610,-637.0646,-4480.1200,-1810.5896,-4533.3526,4162.6819,-721.9891,-2056.7070,5440.5326,-4413.2467,-3481.5244,-4928.5837,4589.0991,1687.1964,5443.8856,-4838.6465,-3670.1738,4465.8597,-4291.4017,4854.9853,-824.8576,626.9568,1505.6334,1728.4283,-971.5340,4422.9200,4695.2884,-2673.5129,-3414.6819,4721.7632,5438.6089,-3377.6850,4161.6712,-3479.0919,-2769.3403,5173.8079,-5063.1763,-1151.9420,1978.7240,-4989.5277,2149.7226,210.8068,1265.7039,6511.9423,-451.8360,-1790.9769,4650.7192,-2532.8820,-5434.8671,-4252.5977,-4728.8382,-4075.2097,5533.2262,-4730.6341,-3134.0503,-2995.6663,-1384.3341,-1787.2994,-4457.2025,2676.7614,-162.2535,-4396.0369,-3112.3586,4361.5558,2704.5561,3274.7344,-5174.9402,-282.0854,-4046.3312,4679.1621,-1797.2406,-2208.7160,-4538.4847,-1202.8740,595.2044,-3422.2006,-4708.5959,-2603.4495,2348.0751,-4424.1660,3857.1253,4050.2410,-3960.1284,3065.1107,-4510.7121,-5146.5342,-2630.3245,2287.2561,-5498.9736,2501.1210,2692.2299,-2288.6559,5051.9139,1361.1941,4811.7877,4753.2049,-4432.3920,-56850.1205,-59249.1564,-61201.2311,-52374.5699,-55715.4380,-66309.0724,-64909.1413,-59451.8373,-45904159.6512,-45874566.0468,-45896720.2643,-45895069.0264,-59046.5571,-45892895.1435,
600.000,2826.8092,5484.0946,619.8788,913.8424,4577.9605,2721.2070,6282.6725,3962.7258,-5969.0027,4558.7938,-6297.1605,-2943.7543,1286.9095,3981.5049,106.6859,605.8757,6073.4133,-146.5905,-2534.3879,-5932.4595,-5562.0877,2404.0386,-3253.6785,-5778.4937,5910.4335,-4835.5674,3676.2752,4376.7610,3093.3546,5069.0955,5201.3312,-4306.6233,3162.2010,-4819.3275,6603.9140,-731.6176,-3530.2016,-6842.2409,4966.4159,-4128.3780,-1199.2609,-2075.8053,3766.0450,5469.3169,3643.4157,5747.7250,354.9536,4290.9004,-5688.4083,-632.7022,68.1790,-1954.4399,-5363.8299,-4362.4100,-5441.0593,-4384.5073,5907.5875,3220.3871,-5323.3390,-197.7984,-2527.6642,-4490.7669,-1347.5934,4500.9634,-6098.4175,3640.6204,-5809.2015,-6577.5940,-3150.8406,1022.5810,6704.6235,1646.1762,-1453.0940,-4198.8765,6797.3485,4636.4692,-5464.8775,-3899.2337,403.1199,-5035.0716,5276.3009,6034.0574,-4189.2273,-2352.7791,1976.4969,-1604.8971,-5700.1233,3029.0037,-3821.4555,-5437.5745,-235.6542,-2838.4864,-5474.2036,4982.1204,-4729.2828,3228.7840,-5801.6608,2603.5953,-5872.9257,-4394.7127,-297782.1797,-301815.8265,-310566.1698,-307901.1998,-311245.9166,-309416.4792,-301871.8090,-304958.6886,-268527660.7070,-268511979.5569,-268526074.4778,-268507681.5923,-305182.6350,-268512143.0181,5261.8241,-4071.7902,6332.6513,-6012.5788,5133.5577,4229.3966,2443.0062,-1982.1142,1451.5892,-5091.6232,-2623.4117,-3053.6422,-4314.4490,-3686.1070,-4224.8224,5025.1442,-429.7162,-4356.7874,5269.6800,2579.7593,-2622.6487,5540.3759,-4828.5788,-2927.1143,-2329.4948,-4820.5062,-5024.8094,4641.0873,5351.4605,2023.9250,-2600.4810,-4985.6164,4311.4327,-1190.9874,1091.1667,-6007.1888,-5654.9816,-217.0680,1114.8478,-58.3335,6810.9172,-6593.3358,-1921.0521,-2082.0657,5543.4366,2525.6543,4265.1562,5098.3164,2056.5322,-5368.9672,-6853.0459,-3896.1670,2527.4222,3093.7885,3006.9569,-364.3447,-668.0239,5940.7959,4064.5181,6908.1672,6253.8883,148.0216,5402.9148,-4905.2218,1150.4295,-4257.0628,-2238.9162,-1775.8496,4153.8266,-4060.9079,124.6803,6198.3759,-5811.5273,5500.0963,1175.7481,3427.1739,-2966.6214,5590.1832,-5115.3727,3224.3819,4344.1360,3354.7914,-1632.2731,4129.9943,-6101.8659,-6442.3188,-3547.4247,4076.6791,1633.7806,4134.7351,-6830.2494,3873.3571,-1774.6168,2500.6744,3357.8219,-2683.1309,1996.9813,-3405.2521,946.2405,-4186.3108,185415.3643,164463.5408,180778.2283,187121.5771,179859.9162,183560.5318,179642.2212,184630.5342,147304626.4709,147275602.3568,147290278.4423,147322297.4523,182842.7045,147311509.0316,3546.6185,1217.1617,-2792.3179,-3363.3603,907.4858,-4681.6011,0.9157,-5321.0533,3218.2581,1089.5050,-272.9172,5470.2108,-5260.1723,-4327.9072,-5483.9183,4636.1073,3298.5521,5237.6728,-3705.3162,-2512.9058,3167.0759,-3420.5405,3733.4047,-2286.8318,2797.3704,-309.0732,3054.9079,-2419.1116,3107.7150,4273.0953,-3788.3655,-2177.6577,4410.9990,4812.8737,-1776.0443,3233.8585,-1903.0371,-1073.7997,4382.0889,-5476.6327,655.3830,198.2989,-5501.9010,3685.0051,1985.5674,2672.2241,5459.4163,-1944.9716,-3385.7522,4227.8845,-805.5278,-5221.6034,-3390.1791,-4423.3590,-3083.8666,5346.1660,-3543.6562,-1487.9043,-1321.9809,420.7337,24.9714,-5279.4083,4100.8658,-1939.2808,-3069.1107,-4093.9032,3029.3897,1309.9588,4542.8283,-5570.8621,-1788.6419,-2604.8999,3475.9303,-5.5901,-742.7478,-3864.8063,-2890.4913,-1217.8633,-4647.2899,-3515.7861,-1191.7529,604.5422,-5266.0567,4918.5658,2616.5918,-2083.3123,1740.9882,-4732.3939,-5534.8995,-1223.2124,526.9408,-4995.8391,3654.7790,4108.7649,-3793.0401,5512.1012,3027.9989,5434.3372,3581.3400,-3131.9475,-56633.4518,-59113.9157,-61015.9683,-52321.9671,-55396.5648,-66005.0900,-64957.8109,-58820.7824,-45898520.8022,-45868981.1157,-45891297.8864,-45888902.8439,-58898.2883,-45887153.6451,
