sl_100_5400_20240730 Coordinates.csv
2024/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:38 2024,
Start: 2024/07/30 07:47:00.00, Stop: 2024/07/30 09:17:00.00,
TIME_UNITS,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-1777 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-30138 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-1777 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-1777 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5902.3373,-4449.8015,-1460.3912,-1773.1577,5745.9341,3509.0783,-2818.1911,-5512.5119,5910.4239,-1416.2299,-5221.4935,-407.2699,-5780.7291,743.2620,2540.6215,3167.8181,-5657.6381,6226.4895,-3401.8528,-3744.4138,-4779.1318,3737.6636,648.1921,3406.8583,5841.4279,5435.6640,3740.3478,3514.4758,-1136.2451,5093.9150,-54.5595,266.2262,-4295.8573,5381.1832,-148.6518,467.4025,5359.7377,675.1417,4406.4082,-3015.0920,2588.2914,4463.2668,2537.5443,-4561.6311,1495.7561,4126.4638,-3676.5074,4807.3107,-4245.8440,-6720.5561,6073.0418,-2835.6236,2238.4997,2027.4322,-4009.3619,-341.2470,-3950.4717,2861.0370,5376.2901,-3062.4623,-4433.5771,-4860.8319,6762.9166,2583.4772,972.4088,-5821.6811,-3744.2130,-6389.1061,1357.5845,-4877.0751,5472.5053,2047.3912,-291.3170,4280.0012,-5980.1849,3848.5884,-5689.0567,-3564.3926,5286.9259,3093.1332,-6715.1658,-5832.0028,4934.2227,6480.6016,-3370.0576,-5685.7960,-760.7036,5229.6793,-2896.4841,1490.5839,5492.7268,5859.5345,579.4034,-1820.5870,777.0965,-5527.5047,5443.4163,-4038.9402,21.7977,6467.5049,-340403.9979,-326201.0412,-338640.3381,-345252.2403,-337243.0472,-341214.4495,-340552.6757,-341872.9312,-224637743.9482,-224602490.4462,-224615654.1859,-224647286.8073,-342247.3251,-224639967.0911,2044.3485,-3439.0276,4864.7424,4812.6902,2790.3900,-3605.5346,-3230.9501,3151.6681,-53.5237,-3932.8044,2507.8571,6486.6259,2173.6291,-4402.0795,3242.5315,-4076.4305,2641.6488,1863.6453,2206.4083,3347.9490,-1713.7572,5723.6855,-5455.7927,4882.3968,-694.5583,2247.0302,-4557.2923,-3938.4405,-1781.5951,-104.7954,6725.0094,5960.2081,4171.3341,-491.8011,6925.3399,-5619.5460,-2912.6763,6476.7374,5091.2798,-6169.1195,4142.0513,1075.9732,6441.6928,-2329.2693,-4927.7941,2173.0824,-4828.4870,2067.2546,4138.9884,930.0641,1407.0672,-5116.7844,-5615.9738,5101.4693,-2106.6020,6086.0959,-4344.6237,-6125.1433,270.1061,4585.8229,-1963.1532,-1167.2911,1137.1444,6232.6494,-2863.7296,3546.1732,-5127.5643,-2100.0731,3980.0345,4896.1376,2868.0602,-5663.7864,-6670.5737,5146.0696,-1939.1728,-3199.0167,-1289.8994,5958.9105,725.9314,4013.3013,478.9986,-540.6060,1232.5899,-553.7571,-2667.2800,-3229.2243,-6382.2676,-3198.9144,3095.2427,6509.6365,-3820.4954,-894.8803,-6360.6126,-6570.5116,5106.1685,1541.5282,-929.0371,3943.1468,6900.4627,1251.4117,-13622.8174,-4797.7950,-16981.1806,-16739.5884,-16905.4333,-16603.5675,-8139.4365,-11897.2769,-1758080.8892,-1727811.2898,-1745216.1628,-1744925.6076,-12460.4279,-1741840.1077,2521.6604,3707.4175,-4729.7078,4661.9591,-2664.5830,-4753.6711,-5446.6733,2787.7179,3607.9556,-5517.6699,3633.9230,2419.1307,-3145.1681,5292.9327,-5330.8728,4502.0064,-2986.1233,-2095.6177,5353.3410,4607.3607,-4731.9182,1177.8153,-3875.8416,-3544.3963,3701.2588,-3683.6749,-3653.9096,-4492.9375,-6616.3702,-4712.4387,-1086.7939,3564.7153,-3492.4175,-4345.3483,-85.3383,-4044.3815,3332.5539,2093.8302,-1133.3564,842.5798,4890.4913,5043.7029,-264.3002,-4655.8033,4640.2567,5119.5607,-3219.2694,4545.8280,3558.4700,-718.4009,-3042.4700,-3700.2835,-3387.9790,4096.3382,-5249.4098,3267.1687,3464.6953,-1481.4721,-4382.6536,4171.6157,-4940.3643,-4789.5289,-1055.5122,285.8479,6238.8950,-1241.1844,-2589.6524,-1696.3023,-5498.9854,-491.3682,-2707.8086,-3447.7976,1875.6001,1775.0562,2926.0748,-4640.1652,-3726.9301,378.5408,4423.6770,4716.6855,1668.8393,-3705.5089,4711.4751,-2366.5572,-5425.9100,-2320.7397,-2304.2840,-3267.9247,5470.8514,1388.1687,1783.0073,-3609.0691,-2685.7131,-1225.5446,4622.5576,3856.8812,4192.0792,-3915.2899,710.6253,-2181.1026,162558.4681,162751.3622,161131.2307,169733.1454,166649.2077,156004.2422,157271.4801,161509.1276,85274675.6718,85301345.4006,85277907.4503,85290231.6204,163200.4134,85286868.9168,
300.000,-5768.6547,-5817.0064,626.1036,361.1980,5458.5481,2723.6402,-4003.9402,-4907.3585,4785.4136,-3431.1939,-3554.3727,1176.4002,-5721.9143,-1136.9422,3894.6955,2254.1850,-5469.0078,6783.7078,-2237.6920,-2289.6051,-5278.5126,4961.8656,-798.9295,3971.7978,6543.1782,6421.7210,1894.8448,2724.0115,787.4652,4954.2288,1167.8370,993.5233,-2502.1975,4096.4064,1059.0611,-1380.6871,5615.0852,1870.6293,4919.3174,-3857.6392,4422.8882,3971.8103,3551.8199,-5902.8043,-492.0296,5480.0946,-4529.5307,5736.1487,-3640.1044,-6329.2910,5616.8184,-3586.5559,1126.3996,3073.3848,-5324.8591,1005.9160,-4683.4666,1438.0038,5702.1706,-2127.8386,-5714.6915,-4212.8360,6463.7011,3540.9186,965.9174,-4624.7516,-4992.1924,-6867.4844,3214.0785,-3873.4296,6410.9412,84.8999,-1843.0126,4750.4130,-6775.7806,2386.0638,-6562.2446,-2913.5386,4883.7847,3806.7864,-6637.3287,-6523.0573,5121.9470,6639.8096,-4153.3441,-6607.4262,-2068.7436,6082.8258,-1469.3510,2857.0536,4130.0388,4723.6556,-693.9872,-2986.2473,2842.2865,-4022.7920,4340.5583,-2960.5066,1516.8722,6022.7148,-339887.4142,-326043.4373,-338382.2487,-344910.5648,-336832.8805,-340807.7543,-340257.5349,-341972.8607,-224543216.3925,-224508037.8782,-224521079.2193,-224552073.0869,-341890.9017,-224545370.9052,3395.2433,-2612.0329,5304.1058,5116.6979,1169.8754,-5261.5204,-1410.1716,4695.8753,-1513.2150,-3257.2137,3360.1170,6765.5570,3606.9494,-5149.1304,1499.8751,-5607.5185,4030.6206,704.3021,4029.5987,4900.3389,366.5948,4835.9889,-6231.8391,3145.3960,-1539.2341,716.1280,-4633.6593,-5506.9301,-585.9274,-2218.0827,6668.8841,4576.6746,4447.4668,-2011.2924,6587.8618,-6083.7292,-3872.4579,5478.5185,3797.1806,-5133.7624,3725.3478,-1024.3466,5745.2441,-1124.3938,-5566.7339,758.1161,-3069.8418,236.4694,5533.5869,2401.2516,-444.2706,-3417.2510,-6597.6097,3437.1095,-598.8540,6643.8791,-2469.7731,-6004.7542,-1699.5364,5969.9334,-570.6925,806.9141,-449.6303,5359.6602,-658.1970,4257.9239,-4618.9419,-956.6838,2849.1239,5589.4624,1849.8398,-5440.5524,-6677.0992,3739.6130,-793.5164,-4762.7261,-2.4523,6073.4116,-1370.7278,2072.0962,2013.1475,850.5510,-910.9687,-1848.6382,-639.4365,-1927.4728,-6482.9521,-3150.4810,4643.5681,5534.6573,-4409.4857,-2544.3175,-6822.7298,-6221.6253,4847.8569,2693.8346,-2718.2302,5499.0517,6718.8868,-457.6365,-20184.3433,-11725.5953,-24258.9016,-23872.7843,-24096.9786,-23849.3727,-15358.1078,-19255.9145,-6661823.5328,-6630667.4539,-6648276.8813,-6649038.7013,-19641.3794,-6645545.3720,774.0318,2177.5147,-4431.6926,4661.5655,-4092.0186,-3577.9416,-5479.6402,1407.7246,4768.7095,-5052.8815,4776.1187,980.3479,-1506.3346,4489.6332,-5288.7450,3228.2134,-1316.3768,-314.8371,4885.2362,4148.4748,-4491.0593,-361.3960,-2391.7958,-4726.8845,1778.4585,-2530.8349,-4801.4164,-3208.5128,-6876.0431,-4324.2013,741.3916,5132.2797,-4692.0215,-5220.9245,-1867.5952,-3038.1632,1353.3662,3639.5190,-2831.7883,2568.1687,3789.1040,5448.2741,1534.9881,-3434.3541,4102.8580,4168.3016,-4154.2924,3886.2982,1994.7921,839.5069,-4046.9885,-4835.0960,-1793.6425,5063.3270,-4399.0861,1645.0192,4293.4421,-3128.2946,-3574.4320,2769.6647,-3863.6753,-5434.2351,-2485.0686,2076.7569,6833.7647,-2916.2201,-861.7553,94.8287,-5428.9218,1315.1324,-984.3724,-4307.5157,376.0106,3372.4196,1253.4046,-4266.2012,-2201.0232,-1734.8671,4723.4200,5396.5072,153.3625,-2179.7661,4582.9309,-619.2095,-5500.2202,-868.5606,-542.4016,-1147.0027,4918.5073,2776.0096,3379.0759,-4401.9359,-979.2767,583.0752,4059.1958,4933.9254,4672.2394,-2860.2680,-834.4511,-3417.2436,162688.5992,162807.2701,161245.1561,169703.5596,166885.2948,156230.5491,157145.7225,161498.1989,85275563.3799,85302018.4411,85278464.6709,85291494.7920,163269.2413,85287719.0422,
600.000,-5017.8217,-6552.7063,2637.4342,2453.7681,4663.1595,1708.5897,-4847.2404,-3838.5761,3212.4500,-5116.0706,-1525.1890,2637.2093,-5108.3803,-2873.7008,4878.3024,1147.0281,-4747.3243,6637.7220,-883.5408,-636.7154,-5309.6092,5708.5613,-2133.5011,4197.7852,6588.2647,6795.1482,-156.8557,1700.6895,2572.9607,4378.1480,2276.9385,1686.6189,-446.6434,2440.9608,2183.0079,-3074.5191,5311.7351,2915.0520,4951.0541,-4343.9142,5809.4016,3128.5360,4230.4435,-6668.1886,-2410.6767,6313.2696,-4972.3163,6136.0301,-2693.5645,-5290.5482,4646.1681,-4037.2345,-76.9393,3861.6500,-6141.7232,2235.3389,-4981.4545,-156.4261,5506.8546,-1013.0804,-6447.4988,-3201.9344,5548.3770,4141.7831,759.4096,-2958.3327,-5723.4727,-6667.9182,4782.9896,-2475.1295,6657.7097,-1907.0731,-3212.8389,4784.1086,-6903.3163,716.5722,-6790.1859,-1947.6966,4051.4837,4204.3857,-5917.6774,-6578.3145,4858.1482,6141.3158,-4584.1887,-6888.4462,-3156.5495,6282.6367,55.9393,3959.5705,2343.6760,3155.7031,-1887.8756,-3862.0777,4626.4411,-2133.5656,2850.4847,-1614.8285,2873.1787,5014.5412,-339334.4375,-325739.8563,-337974.3735,-344419.4792,-336274.3154,-340248.0211,-339810.8635,-341907.3164,-224341657.4408,-224306576.8138,-224319496.3983,-224349773.3964,-341383.8754,-224343745.0903,4372.2897,-1528.7200,5272.1431,4970.1152,-599.1468,-6395.3149,515.6731,5778.0738,-2870.8183,-2315.6949,3921.7611,6392.6503,4670.8205,-5427.3564,-364.6718,-6565.8771,5008.4510,-524.4543,5438.3707,5973.7758,2396.5455,3478.1092,-6342.5830,1091.5314,-2205.3201,-860.8909,-4304.6897,-6529.6362,752.4786,-4112.3566,5915.7503,2742.2297,4336.0076,-3382.1088,5599.6947,-5980.7060,-4425.1651,3923.1999,2092.8869,-3577.8852,2980.3173,-3039.9130,4473.2379,154.3721,-5700.3173,-689.6499,-1004.7701,-1590.3349,6369.8686,3635.6184,-2279.7952,-1379.9669,-6927.2446,1434.9488,925.7300,6546.9914,-341.8862,-5309.3954,-3486.4380,6760.0002,838.5326,2731.5868,-2015.3608,3903.9038,1612.2606,4579.3195,-3645.5962,282.2919,1489.9697,5739.2192,643.9657,-4728.2641,-6038.4938,1945.2438,416.2180,-5865.3268,1261.1265,5583.8377,-3348.9439,-65.4191,3351.0356,2134.8072,-2959.5643,-2953.1872,1429.8891,-447.4320,-5913.8616,-2745.7706,5761.8406,3995.7971,-4596.9210,-3983.8129,-6611.4380,-5253.5586,4159.1129,3632.3037,-4275.8179,6507.2983,5886.6727,-2150.0518,-26708.9144,-18649.5308,-31524.8552,-30995.8725,-31274.4542,-31082.1515,-22572.1105,-26652.7795,-11562269.5783,-11530223.9900,-11548039.7303,-11549802.8924,-26812.8259,-11545950.6440,-1063.8625,393.8673,-3661.6788,4162.9378,-5080.0220,-2017.7243,-4927.6903,-122.7985,5418.1192,-4046.1969,5386.6261,-563.2764,294.0007,3205.2259,-4632.2345,1596.8151,495.0850,1501.2146,3844.0883,3223.3900,-3771.9305,-1861.9991,-627.2217,-5403.7573,-333.1331,-1107.9099,-5437.0071,-1580.6539,-6407.9177,-3475.3227,2485.8337,6155.6031,-5390.3963,-5539.6368,-3449.5813,-1707.7561,-769.4714,4779.8020,-4213.3449,4016.9174,2279.2609,5242.5400,3169.4587,-1843.7836,3126.9561,2770.4455,-4633.1871,2811.2942,216.1165,2303.0329,-4619.7481,-5451.2988,-6.9905,5469.7567,-3078.7900,-154.4142,4639.8273,-4438.8947,-2385.3406,1069.2561,-2372.0102,-5496.7402,-3649.4210,3627.0287,6701.3531,-4278.8565,961.5442,1875.7850,-4777.0608,2980.3875,853.4666,-4708.3384,-1163.8005,4607.5275,-553.3160,-3414.5728,-438.3821,-3664.3950,4518.3531,5497.7565,-1378.5258,-420.4246,3964.9036,1194.8012,-4984.9819,676.4490,1280.2851,1096.0355,3838.5796,3851.8119,4612.1159,-4725.9283,832.2580,2329.0307,3061.8871,5479.6039,4653.3049,-1490.6794,-2290.3774,-4288.9900,162843.8814,162863.1061,161362.8266,169668.8485,167117.7085,156462.2350,157025.8936,161617.1572,85276456.3740,85302690.5611,85279023.6783,85292733.6187,163337.9607,85288568.9573,
