sl_100_86400_20240606 Coordinates.csv
2024/06/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:07 2024,
Start: 2024/06/06 07:47:00.00, Stop: 2024/06/07 07:47:00.00,
TIME_UNITS,STARLINK-3537 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-30438 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-11282 [DTC] - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-32385 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-1088 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-5410 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3537 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-30438 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-11282 [DTC] - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-32385 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-1088 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3537 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-30438 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-11282 [DTC] - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-32385 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-1088 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6044.5870,-4469.8128,-3882.3475,-540.7623,-1918.9121,-6670.0781,-4895.6296,-3694.3780,4641.9892,-3079.2980,1035.8485,-1097.3921,-6028.5830,391.7135,-3635.8411,-3348.7472,-3642.5455,-2731.2361,-4054.3022,-2698.0761,-2555.0078,5273.7503,3876.5192,-6580.6252,-4622.4893,-4101.4502,-2411.6162,-4069.6467,2259.8996,5978.0555,4716.4030,6673.6830,-4896.1929,-960.7632,829.7746,6309.0664,4685.9647,-4426.8329,1779.4183,-4360.1970,6280.8200,-3302.4939,-1234.8698,-4784.1390,0.0000,1535.8028,5576.6078,-2917.6395,-5590.7649,4092.7133,5021.2653,1145.2236,6220.0325,3606.1460,5658.7380,6411.6082,2402.9542,2166.8627,3491.1942,-4409.0155,3587.9622,2678.7927,-6555.5017,6261.0693,-3937.0134,5678.2607,4782.7365,-3815.6999,6102.7696,-4642.0629,-2736.6300,-5401.6287,2382.4956,-3724.3564,3701.7467,6154.4304,5560.1681,438.2036,-2310.5915,1881.8214,-6752.6810,4796.9139,-288.0313,-6713.0296,-2390.7566,-4665.7205,5549.2253,2666.6277,-3991.6319,6880.3541,4304.9945,-2852.2690,-6115.9114,-2423.7962,-6119.8243,1122.0509,-471.9129,-3595.5460,94.4130,-5227.0423,-182970.9483,-150695.5052,-171068.5106,-175179.7542,-170530.9169,-172693.6542,-165487.3208,-171198.7573,-262718064.7661,-262728051.3113,-262714480.2063,-262717326.9516,-170001.1516,-262714576.9802,3233.6990,-332.2256,3318.4083,-4802.2938,6060.1926,389.0161,-3012.8190,-5737.2181,-4345.7872,-3842.7592,5123.2063,-5631.3008,1754.0108,-5605.8380,2001.9467,-2983.5476,4371.6522,1058.0653,-980.7915,5127.8033,-5161.9012,-4436.5414,3725.9203,-1502.7604,2110.8142,-1191.8220,-508.4347,1120.6578,6406.3046,2909.0832,-4758.6933,1641.0790,-1930.6673,3351.5417,5810.1513,-1692.4391,2640.7812,1213.0291,6690.6350,-2680.9537,-1892.1182,2548.3899,5558.9330,-3470.7759,0.0000,6466.1991,-4097.7714,-3353.3129,2540.3487,-4817.2316,-2782.6194,5333.7035,691.0190,-5224.4860,3482.7391,-1218.6935,-342.5879,4209.9594,4570.2876,1371.8776,-5074.8842,3526.2851,1750.4761,1042.1543,1894.9479,-1662.9706,-1713.1708,-3610.6404,-2846.1936,3994.8614,6242.6606,4294.0817,4659.8932,3919.5464,4248.8334,-2128.3953,2856.4359,5053.8227,6284.4543,-3827.9789,-1017.1857,2947.2095,6345.4891,-895.2093,-4925.7019,783.3027,3548.1273,-3374.8394,-3000.1071,587.6052,4074.7237,5389.3157,2075.9869,-3601.2878,464.7605,5320.1836,-6859.1095,5230.3515,-5431.9802,3611.5505,300211.4769,283928.6354,283426.9797,288865.3682,282435.2100,285853.2147,290310.0328,289640.8439,67138022.4273,67129358.7981,67131307.3594,67130759.0877,289089.3834,67120197.1158,-963.7095,5277.9968,4686.0534,4941.6289,-2744.3255,-1540.5998,-3684.3986,-647.9596,2484.2564,-4867.6373,-4567.9653,3894.5073,2896.9872,4040.7517,-5542.9106,-5310.9708,3834.5537,-6313.8383,-5537.5515,-3607.3858,-3840.1144,618.5561,4348.4355,-1038.2528,4714.0182,5436.7223,6480.9990,-5497.7084,605.3533,-1703.6256,1719.8834,792.2990,4497.9105,-6013.2403,-3672.9588,-1341.1743,-4388.4128,-5196.0461,-449.6587,-4663.2240,2194.9626,-5542.6639,3921.0455,-3669.3279,0.0000,1984.0086,-12.6335,5193.1993,-2980.3116,-2847.8990,3761.3259,4276.4380,2712.4480,-2758.7320,1928.2977,-2306.1796,-6474.2202,-5066.4636,3870.4456,-4920.4381,-2820.2841,-5322.6117,-1364.5609,2494.4999,5251.8228,3641.3173,-4734.2817,4492.9211,207.9060,3251.8957,819.9715,700.8240,-4559.6217,4358.3571,-4037.9296,2028.8571,2975.4344,4726.5606,-1762.4725,5438.4878,-140.8953,4051.7578,-2753.9986,1409.5514,-4239.1110,-4934.6925,-2131.0113,-5426.4396,-4653.3418,560.5439,3598.8730,-3289.0479,-2544.4902,5376.6358,-3201.6815,-4304.0538,867.6370,-2759.6542,-4317.8720,2736.9664,172541.8903,169453.6445,167000.0213,175770.1621,172443.0677,161829.1992,163323.7596,170298.0723,46111214.5643,46098480.0625,46087687.3320,46095156.1222,169127.6978,46101861.8004,
3600.000,-5120.3465,5814.3045,1501.8582,3440.4925,426.3103,4003.7467,4861.3620,4457.5615,-3273.9533,5986.4587,-4609.5932,3965.6741,5860.0702,1542.2819,1734.5814,-1117.8954,1555.2302,-913.3394,4818.1533,79.2754,3925.1464,-2701.5269,-6246.0015,5821.8778,2937.9088,5873.6107,4515.2163,3531.1937,-4196.0535,-6484.5051,-3315.0839,-6016.3021,6876.9733,282.5436,-2794.5046,-4236.0171,-6700.4199,4735.0915,-3610.2804,6730.8344,-5685.0608,753.6734,-2318.2153,4167.3737,0.0000,-3588.7710,-3361.7086,4957.2055,1768.3985,-525.3311,-3925.5861,-4455.5281,-6394.5684,-92.3568,-4667.8182,-6006.2435,-1207.7751,-4607.1462,-6052.0560,4384.5336,725.0479,-6005.0009,3926.5468,-6450.3819,3234.6270,-6521.9738,-3194.8359,6297.8302,-3326.4870,931.0616,101.7727,2676.7976,-5621.3275,-199.2224,-5880.2873,-2767.0903,-6625.5161,-4237.2859,713.9163,2323.9701,5155.4813,-6809.4466,-1326.5774,6246.6446,4808.5134,5319.4547,-6191.9918,1322.6169,6133.9834,-5852.8090,-5091.8679,1574.3304,3161.1681,5115.8447,3123.0113,-3487.8753,2131.0444,78.7615,3088.0002,1622.5094,-251601.1910,-216706.4353,-239104.2955,-241297.5347,-236591.3462,-239165.4701,-232891.6781,-235358.8059,-271104166.5829,-271115630.5521,-271106958.2909,-271109450.4320,-236467.7844,-271101046.5584,-690.6421,-2829.4965,-6146.2864,5784.6936,-6717.6788,-2429.2458,-1562.8565,3619.7911,5578.5153,3161.7601,-3195.6258,5633.9802,-3397.9001,6754.5548,-5572.7597,141.2536,-6668.7541,-3895.3090,-3033.7145,-6822.3506,1315.0831,4585.2287,-2940.6410,-554.3917,-5487.5859,-2088.3864,4352.9042,-4940.0154,-3611.0956,-442.1416,5481.8667,102.7660,235.6311,2056.3469,-6310.4985,3506.0653,-40.3720,-4540.8629,-5077.5528,1222.2184,3306.0831,-5687.6082,-3443.1142,-368.2511,0.0000,-5693.9898,4525.3173,-924.5931,-4664.1480,4313.8793,5622.3732,-2941.9308,2025.3519,4346.6134,-395.2732,2737.5400,4793.4773,-626.7048,-3300.0907,-5031.5850,4936.1629,-2313.3186,-3029.9709,1632.7139,-5614.5369,2088.8613,5211.6060,2764.4558,3949.6537,-4992.8982,-6199.9492,-5124.3356,-3364.9178,-2402.4716,-3662.7505,4280.8461,-1572.6444,-4348.5889,-6375.6331,4717.8713,-1185.8137,-754.8506,-6600.4053,-684.5300,4964.8933,-4089.1734,-2116.3216,5026.6122,-786.1702,1043.4048,-209.3760,-6673.9304,-4085.3281,189.4814,-2836.0441,-5968.4745,4785.3748,-4344.5297,5993.4071,-4044.8763,243884.6060,236849.6761,232242.4459,237964.2250,230600.5473,233488.7238,238925.6811,237510.3180,-3200538.6165,-3211329.5597,-3204999.5770,-3210210.4171,237607.0491,-3217425.2214,4596.2366,-2511.1562,-2848.2893,-1619.2055,-1612.4180,4995.6614,4521.2348,-3747.4375,2186.5748,1418.5660,4076.1685,-823.0343,1404.0972,-108.3840,3706.8914,6839.0495,-484.1126,5675.4706,3936.1686,-50.0324,5533.2535,-4428.1704,-577.7598,-3530.8020,-3067.0550,-3018.1340,-2990.3078,3320.6301,-3988.8542,-2206.5869,2608.4179,3407.7856,-835.2845,6618.9146,-494.5964,-3776.0657,1801.0641,2215.7219,-3058.7986,1027.7527,2147.5130,3879.0320,-5541.4822,5529.4038,0.0000,1670.5905,-4018.9053,-4631.0617,4647.8039,5388.2814,-370.0435,-4433.7047,1243.5521,5372.2336,-5099.8847,-2080.8035,4825.1120,5127.1238,-777.1124,952.2905,4646.3647,2531.5148,4816.0644,1499.0428,-2196.6247,1189.4096,3281.6218,-774.5403,4316.6148,-4731.4312,2940.9405,-3840.0918,2277.8688,-6527.3406,61.7215,-4539.3815,1270.2116,-3363.8104,-2602.6454,-4504.8109,4310.4591,-1114.5327,-1603.9690,2889.2423,319.0580,1275.2466,-2255.4194,4556.8732,2875.3910,3550.6030,-4714.0419,-964.9458,4623.1680,-4661.0113,5474.0504,471.3682,-4543.1333,5373.1025,1626.5425,-5382.3979,172843.3822,169932.5485,168350.7786,174914.4311,174893.5048,164691.4843,161961.7539,168313.6106,46162403.1405,46154971.2795,46142088.5447,46149458.1124,169764.6102,46151335.6840,
7200.000,3022.1900,-5171.3574,758.7187,-4470.9062,1700.2254,102.1692,-3723.1947,-4040.6011,-378.6252,-6100.2519,6754.3097,-5213.5841,-2930.9591,-2805.2783,-198.4118,2989.6262,1113.9983,2682.5416,-4583.1300,2572.4806,-5177.1318,-1528.0432,5840.7892,-2337.2115,-915.1206,-5653.9115,-2734.2477,-2468.7764,5157.2617,4317.3457,-93.5052,3129.4254,-5911.5227,2870.9752,3638.7723,-1196.5711,6343.8426,-3589.5689,4851.4618,-6106.4623,2390.0523,1021.7376,5710.2050,-3473.0859,0.0000,4724.0461,-760.3762,-5605.2266,2425.0127,-3689.5982,1150.3992,6654.0875,3376.7205,-4065.9480,2945.5560,2836.8655,1078.2051,6236.5122,6276.1774,-1827.8259,-4917.0007,6620.2623,209.6379,3447.8240,-1489.9886,3986.9826,1276.8620,-5931.3400,-1909.2724,2938.6148,3275.4151,1333.4562,6656.0210,4574.5597,5494.6854,-1641.2247,4969.5456,6326.2894,1890.9649,-4961.1161,-1380.6594,6309.4456,2814.4845,-3234.0678,-5017.6583,-3436.6276,4473.3972,-3935.1144,-5744.5046,2609.0828,5156.3384,638.4950,531.1598,-6461.0504,316.0580,4208.9358,-4160.4618,4079.4665,-4781.6858,2705.0861,-303488.0514,-268910.1618,-291934.5923,-292256.8160,-287675.7913,-290075.8549,-285402.0612,-288839.0780,-260986290.5947,-260997026.6558,-260995220.5084,-260992264.6853,-288021.2111,-260983931.5256,-3085.3160,4252.6531,6858.9133,-4518.8736,4530.3638,4737.8798,5363.1473,776.4192,-4333.9104,-1518.6515,1093.0265,-3657.7345,3962.7783,-4979.5540,6905.5705,4466.2972,5965.1302,6158.3071,5195.8723,5149.9818,2566.9217,-3951.3417,996.1883,3359.1948,6863.5753,3780.3227,-5956.3074,6412.9044,-945.2687,-2749.0832,-4400.0201,-2774.4141,1338.4552,-5341.0478,3982.9000,-4034.8101,-2111.5724,5542.6788,1516.0708,436.1429,-3915.6872,6856.0596,1237.7144,4336.7487,0.0000,2655.4051,-4078.5013,3857.5955,5710.0939,-3545.2893,-5918.5879,418.4347,-4107.2085,-3092.2171,-3637.7876,-3642.2278,-6823.9972,-2185.8239,953.7766,5245.9363,-3660.3202,872.6327,4444.5677,-3938.4322,6201.0287,-1889.9544,-6820.9888,-892.2091,-3973.5273,5307.4343,3813.5873,4959.0355,1406.6230,1851.8750,1535.6237,-5532.9643,-777.1894,2852.7396,3981.3229,-4763.4475,4052.9098,-1456.1313,3939.0022,2843.2101,-2905.2686,4892.7056,-791.6461,-5625.0079,3526.8038,-3276.2781,-3544.7262,5132.9089,5685.5114,2247.6559,5359.1318,4142.6751,-1053.1981,3079.9662,-4594.7660,4318.5844,172363.3628,174791.5217,166521.5454,172344.6026,164341.0251,166938.0987,172104.2823,171011.4711,-73301986.0394,-73315538.5773,-73308299.0546,-73318241.4983,171245.0431,-73318302.9499,-5416.0085,-1805.6087,-719.9541,-2739.3055,4936.9033,-4959.8934,-1995.0075,5470.9878,-5272.1236,2882.9549,-1154.1518,-2760.1360,-4861.9333,-3921.2553,403.5267,-4405.4401,-3214.4073,-1805.7062,42.5212,3654.7677,-3813.4605,5459.8555,-3592.3966,5454.6001,-441.0748,-1294.2554,-2304.3537,863.7860,4354.6699,4562.1325,-5345.9374,-5518.5512,-3366.2956,-3395.5398,4323.2373,5160.3638,1849.0626,2088.9762,4713.2810,3216.6592,-5187.4904,107.3325,3694.8912,-4173.6434,0.0000,-4335.8755,5527.2138,709.0170,-2846.0248,-4681.1572,-3292.7859,1910.6860,-4280.2203,-4674.2226,5086.4398,5143.2470,-169.9870,-2096.0432,-2802.7311,3811.7701,-3001.5827,1805.6650,-5306.3287,-4379.0876,-2479.6828,-5381.2900,113.1666,-3456.7172,-5100.6840,3359.9773,-4680.5876,4656.0033,1354.6653,4885.0548,3921.5494,3631.1394,-4769.5706,-29.4093,5325.9037,750.5098,-5328.8375,-2505.5455,4934.0300,-5422.7336,3768.0551,3295.4551,5208.8208,-884.2045,1047.3225,-5526.2196,2992.9161,4593.2484,-3947.3192,1019.2003,-4372.8534,3616.4971,5430.5574,-4669.3355,2026.8634,4672.3298,173085.9977,170393.4741,170063.8366,173103.2529,176829.4689,168443.9452,161345.0773,171925.6250,46212848.3405,46210977.6591,46197553.9018,46204284.5699,170384.9199,46200782.9438,
