sl_100_86400_20241014 Coordinates.csv
2024/10/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:54 2024,
Start: 2024/10/14 07:47:00.00, Stop: 2024/10/15 07:47:00.00,
TIME_UNITS,STARLINK-5473 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-1091 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-11152 [DTC] - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-32034 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-30453 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-1812 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-30800 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-1091 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-11152 [DTC] - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-32034 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-30453 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-1812 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-1091 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-11152 [DTC] - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-32034 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-30453 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-1812 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4230.2292,-1080.5117,-4127.6270,4356.2381,-4860.1415,-3276.9017,5328.6095,-528.7334,-6031.6310,-3650.9616,1831.0152,-4146.0981,6743.1590,-1863.1795,-4520.8300,2041.0841,-2554.9271,2256.3763,-6775.1725,3212.9928,5331.0683,-3069.8783,4039.8390,-680.1609,4378.8288,5973.8520,-5295.7356,178.9417,3079.9791,6045.2328,-2330.1193,4409.6979,3831.8077,-583.8198,6772.3312,-4562.9225,3034.0335,-5166.0663,3739.2109,2030.1344,4470.1152,-4587.7837,1212.7865,-5208.6710,928.5209,4741.1601,-750.4057,-300.8406,5349.3613,4575.5969,2129.6341,3291.3605,-4068.9563,1105.3380,6585.8275,-3681.1372,5198.4227,-2657.5049,-4521.7321,5869.9889,5898.5709,-2859.3777,-1042.4936,-3740.9771,421.3977,6446.7051,5025.9225,-4646.7072,4957.9943,4451.1334,3158.4312,1468.2209,5442.5716,6584.3651,4621.4465,-757.4262,1817.7845,5178.4178,3576.4893,5346.1866,4771.0861,3439.9286,-5854.3879,-2186.2718,-4567.6951,6898.7304,664.9607,3830.3296,-4138.5769,-6489.6327,-6207.6258,4212.6760,6256.0891,3208.4805,-785.7717,-5053.3405,1167.2747,-3744.1342,1534.8289,-5615.0303,334644.8702,337613.9234,341286.4785,339077.7588,341392.0482,340108.6534,332048.8875,335429.3242,-141522732.8667,-141540151.3858,-141529645.2707,-141536232.1407,335756.0058,-141536476.3797,2859.4360,-4165.7532,2398.0979,1171.9675,-2273.0668,-5805.4401,1161.9389,4540.8234,3276.7322,3585.3493,-6599.5361,-2976.0024,1442.1526,6661.0765,4109.2466,5900.1002,4529.5560,-4233.8911,535.6832,-5962.3440,-163.5576,-3672.6004,5275.9934,5418.2094,-539.1485,3376.1169,1225.4114,-5973.6856,-5761.3632,292.3776,-6513.2043,-4574.8826,2986.0113,4229.6809,-384.7245,-5136.6618,6111.8645,-2052.2479,1486.6259,-3751.3946,-3613.5980,2052.2506,-5660.1379,3107.2128,-6200.2299,-4319.5250,5456.1696,-6672.3319,-2384.9981,-3931.6748,6102.3081,5836.8148,1760.1520,5701.2019,913.2646,3595.1781,4093.9815,-5659.0540,2103.0470,3636.2568,2237.8483,4471.5182,-5049.2409,2034.9286,-4147.4256,1469.3184,-1310.7329,-2052.7067,-4551.4862,-1860.2843,-513.2930,-4902.7176,-3577.5525,-1077.9049,-5161.1823,4974.3168,-5263.2712,2185.6654,-5264.1139,-1679.1105,1821.4196,-5747.7175,2858.8855,-5232.8095,875.1148,-719.4189,-4926.2014,1559.9740,-832.0809,783.3412,2443.3144,-5009.2845,614.2536,-6061.4009,5705.2743,1254.6417,6361.5248,4061.0956,-6733.4831,-3896.8243,-118672.8924,-108649.0446,-118954.4377,-124877.2373,-117104.2402,-120774.9465,-118048.8647,-121158.2340,-71347482.7999,-71293178.1956,-71315043.4702,-71344291.0163,-120756.3837,-71336167.3896,4709.7962,5405.9911,5013.9335,-5172.5350,-4380.7721,-1879.7747,4275.0480,5187.4952,-1040.0407,4475.2840,-287.8352,4688.0478,-665.5143,365.8332,-3324.4394,-2768.4446,-4580.5389,-4896.6136,-987.4692,-1450.3922,4395.0598,-5011.9491,-2053.1341,4152.1712,5328.0319,189.9247,-4286.7813,-3505.1880,2323.4724,3356.4743,-15.1766,2746.3747,4925.6236,-5351.5441,1381.6279,-968.7601,-683.6301,-3966.8693,-5662.5133,-5461.4676,3664.3567,-4683.2637,-3829.0962,3355.6143,2929.9971,-2598.2979,4188.1544,1866.0953,-3462.4704,-3191.1544,-2527.7867,1783.8455,-5316.7667,-3420.2694,-1923.2390,-4642.5116,1973.6282,2995.0343,4644.5844,-712.6598,2832.7270,4455.7475,-4618.6025,5360.3387,-5535.7071,2089.9169,-4626.2151,4713.2405,1626.1211,4860.2330,-6175.7107,4699.0705,-1719.3844,-1520.7414,-375.8740,-4677.1315,3940.2619,-4039.2790,2461.0314,-4062.6476,4683.7564,1309.3184,2416.9224,3985.7234,-5138.3874,50.7239,4733.8628,-5470.9330,-5496.0637,2276.0648,-1837.4311,1207.0383,-2926.6052,1034.1966,-3883.2992,4572.9070,2455.1199,-4185.0710,416.2260,1171.7842,-71327.1010,-72261.1559,-73153.9022,-64807.7080,-67548.9043,-78228.2674,-77280.5180,-72880.7989,65898363.2013,65919003.0886,65894841.7299,65910703.2701,-71180.0885,65908386.0707,
3600.000,5478.4927,4770.7216,3824.6789,-3546.3653,3816.2486,3890.0866,-4518.0784,-2452.4555,5573.9650,924.8328,356.7216,6318.2904,-5962.9185,-244.9105,4902.2303,-3858.2295,1063.5028,-165.4459,4593.1029,-460.0540,-6443.0003,6077.6444,-3924.8309,-3524.0371,-4976.1017,-5928.4789,5885.9450,2634.5957,-1073.4942,-6731.0734,3354.5900,-807.4620,-4344.3007,-3152.2152,-6013.7497,5201.0779,-3853.3979,3476.1136,-4731.8517,2070.2533,-2744.8242,2495.5930,2605.9031,1702.6169,632.9657,-1190.6572,-1185.6243,2445.7993,-1029.2265,-2757.2764,-4112.7262,-4982.0990,1006.4137,-3480.7390,-6434.0019,2853.7960,-5905.3844,4505.5774,2090.5244,-3195.6137,-4195.9624,-1121.4493,3920.2700,473.9548,3580.9879,-6719.7102,-6598.8694,5716.9298,-1894.6095,-597.7812,-5520.2031,1564.6547,-1365.3507,-3672.5239,-1952.9920,-3483.1714,2430.3562,-3773.1743,310.5375,-1741.3339,-6121.0652,-186.8483,5775.9866,5063.5132,5187.2738,-5340.3662,1876.1183,-5616.9567,5382.5555,6206.9361,3204.1171,-0.7078,-6725.5336,-957.2681,1257.5804,3012.8497,-2703.6133,2906.7965,548.8746,5532.3974,350575.9998,355566.6909,361466.9788,358087.8793,361080.0110,360389.4419,352305.3756,355420.4563,-118170008.3137,-118199517.1936,-118185015.9354,-118180352.9569,355438.0485,-118184662.0774,-4278.7726,4103.6278,-5490.4270,3428.6267,-1841.0334,2700.9794,2845.0964,-6081.6483,-655.4704,-6497.1538,5556.5442,-23.7939,327.3999,-5470.2763,-4658.0215,-5287.1992,-6779.2529,6730.1024,-3025.3412,4921.8867,2451.3998,2806.0476,-4941.3981,-3982.0541,4030.0511,-534.7889,-3613.0219,3251.0554,6724.5379,1409.8819,4522.2532,4301.1742,1340.9554,-5524.7542,1845.0658,2271.1832,-3349.7853,-2271.1740,-4941.4367,4892.0788,6244.5633,-5647.6283,4419.7709,-4784.3027,6765.6341,4238.5484,-6817.1153,6236.2054,3945.6531,6205.1723,-3127.2090,-4442.7477,-4878.4883,-5559.6302,665.6807,-6223.8406,-2670.3679,2377.9183,-5755.3804,-4365.7168,1032.7964,-5373.7823,1810.8596,-5290.3588,4591.0885,711.4018,2185.4578,-1726.6716,4465.6110,4565.0376,3088.3450,1796.7665,4069.3975,2861.1378,5576.2078,-4950.4494,3373.6639,1729.8149,4241.2797,3770.6919,1617.0560,4694.5844,-2922.7833,4638.7034,-4093.7443,2812.6546,6531.4750,2250.9918,-2818.0283,-2291.4394,-3474.7436,4291.7987,974.5895,6368.5924,-958.2253,-4759.7841,-6091.3352,-6278.9599,5391.7300,852.2795,-35018.7446,-22595.5397,-32621.4660,-37115.8313,-28825.3232,-32400.1713,-31008.9002,-32135.8004,-105565197.6126,-105511282.8858,-105533592.1670,-105552906.6711,-32958.4216,-105553353.7890,-184.7536,-2883.7601,-1816.1922,4755.8030,5464.1720,5043.3696,-4433.5764,-2228.8111,-4098.7526,-1798.2760,-4002.0768,-2869.2809,-3513.0142,-4246.2291,-1612.8292,-1942.5775,917.7770,1256.9738,4098.4950,4841.6000,-603.8341,1764.4956,-2920.0320,-4348.7746,-2647.9220,3407.2110,388.7355,5508.6220,1308.6853,821.7644,4011.2938,-5372.7004,-5230.0281,2507.7883,2888.5674,3977.8983,4569.1755,5408.7791,1197.8633,4432.1217,-62.0749,2993.0590,4657.7845,-4731.9322,1334.5745,5326.6726,-319.1812,1789.8291,5432.2517,-668.8709,4618.5926,1873.2613,4790.6434,-1536.7695,-2459.8555,1028.7420,2394.7119,-4714.3095,-3013.6848,-4362.1996,-5408.6840,-4246.7120,5394.4272,-4338.3288,3738.7350,1558.4661,26.3012,-3535.4003,-4948.5900,-5084.4762,2876.4442,-6534.0388,5179.9757,5004.7281,3623.6653,3231.3037,-5420.2359,5524.3173,-5345.2418,5522.4237,-2840.5053,-4957.0442,2532.2912,-984.2944,2062.2952,-3427.2681,-1044.0111,3209.4186,3313.0036,2039.5888,5042.3326,-5089.8724,-1363.1703,2565.5990,6751.0445,-4053.7873,1865.7180,273.0010,-4305.0186,-4103.8555,-68132.3191,-70580.7336,-70563.4139,-64664.4019,-64090.1913,-74155.6977,-77430.9583,-67816.7336,65878021.0456,65894234.3617,65869588.9575,65891803.4892,-69437.5635,65885918.6163,
7200.000,-4001.8384,-6049.0234,-2355.5267,2483.8462,-2743.8732,-4355.8763,3121.8194,3841.9838,-979.1828,1801.0629,-3461.4791,-6472.6055,3011.6159,3296.0346,-2489.1808,4144.6034,586.6715,-1585.1309,-743.8046,-3395.8946,4761.1813,-6316.0426,2714.9664,6418.0389,4063.2179,3871.7017,-3952.2610,-5537.4810,-1675.6009,4455.2321,-4135.2522,-3468.2512,4492.9460,4663.7743,2678.7490,-4878.5845,4190.4650,-1571.4070,2152.3090,-4627.0304,-345.4831,-118.2603,-5803.4741,2020.7861,-2349.2663,-3164.1168,2538.9475,-4154.6044,-3333.4709,-564.1983,5676.9461,5232.0560,1280.3288,4055.9485,3576.4379,-1107.8531,4434.4796,-5775.5250,573.2113,-500.3669,1989.3214,4287.0381,-6227.3797,1882.9732,-5573.4229,4527.0054,4869.8777,-5379.5733,-2412.0405,-2493.5421,5743.2805,-5211.4047,-3820.1573,-723.6863,-1918.8370,5853.8107,-6066.1209,2303.5188,-4721.0149,-1771.0321,5660.2181,-4089.5447,-2505.5420,-5919.0357,-4064.0390,1925.0383,-3217.7234,5280.2090,-5092.8991,-3140.1062,1071.9117,-5039.5941,4309.0818,-2222.2630,1466.8685,-805.3870,3634.2252,-908.1852,-3493.4937,-4271.7892,348416.8908,351998.7140,358579.8602,354144.6515,357826.6700,357036.8013,350372.4416,352901.5410,-86754914.5157,-86796335.6073,-86776768.2109,-86771665.6673,352529.2891,-86770685.5164,3508.2622,-3023.7052,6015.7643,-6310.5635,5494.7907,1638.2389,-5892.1479,5349.9075,-960.8814,6151.1643,-2293.3944,2399.1419,-2904.0769,2603.7585,3294.3039,1570.8286,6067.0533,-5814.7675,5230.7810,-2921.6572,-3509.2996,-1264.8251,1656.8598,1901.1573,-5350.8144,-3240.3018,4280.4935,-264.0716,-5286.6273,-2773.4284,-425.4561,-3733.4661,-4735.8072,4530.2110,-3400.3778,1763.6030,-1293.1611,6002.2159,5297.3938,-5105.9497,-5784.5011,6821.9935,-2679.2000,5784.0997,-4401.8158,-3901.3629,5225.2391,-3414.5455,-4996.4640,-5486.0082,-592.0306,1115.3098,6674.3577,1600.5705,-2658.6385,6043.7695,-545.9307,1369.5834,6739.4578,1032.1659,-4761.0570,5251.7268,1041.4284,6585.3431,-4098.4933,-3046.9432,-1940.9869,4375.0976,-3856.6960,-6150.7178,-3330.5856,449.6421,-3709.5388,-4723.8511,-4724.4234,3558.9395,-1266.2157,-5448.2445,-2507.2219,-5660.6914,-3944.1360,-2407.2005,2358.9200,-2491.2180,5133.5946,-4692.7937,-5043.0802,-4172.7458,4610.0951,3440.2408,4519.1920,-1958.7465,-2527.0569,-4659.4911,-3709.4365,6804.5737,3023.1298,5727.6667,-2331.1724,3017.2349,50337.5955,65107.9742,55953.9560,52991.9331,61417.0372,58124.0745,58568.2382,56129.4421,-132554984.8062,-132505137.5691,-132527452.9059,-132534816.9156,57011.8308,-132543111.3063,-4475.9218,-1463.1613,-2514.0140,-1041.1308,-3202.3710,-5134.4068,1903.4085,-2136.2326,6797.5264,-2295.7692,5442.8977,-697.4004,5509.2144,5496.1523,5585.8670,5181.5447,3280.5008,3249.5463,-4390.5291,-5287.7140,-3593.4152,2537.7110,6174.4189,1519.5653,-1685.4002,-4656.5230,3722.5304,-4158.5520,-4172.8584,-4525.1708,-5535.7396,4679.0935,2300.1436,2122.7396,-5410.7284,-4611.4343,-5278.1741,-2855.1993,3925.9146,-706.6604,-3604.3327,751.3945,-2699.2055,3243.6120,-4807.2226,-4763.7626,-3775.8061,-4388.0491,-3198.8407,4004.1906,-3948.5310,-4421.3875,-1307.2732,5124.0001,5282.1096,3187.8102,-5276.4048,3580.7477,-902.7427,6838.0881,4598.3787,1463.5553,-2836.1672,230.6644,328.6094,-4289.2512,4560.1969,209.4835,5212.0111,1705.8009,2061.3351,4570.7363,-4130.9419,-4903.1177,-4709.0668,433.6952,2853.8780,-3595.7657,4235.2609,-3569.2680,-735.0269,4896.2948,-6043.4644,-2631.9859,2251.6073,4721.7129,-3388.6499,1292.9622,877.7889,-5130.1527,-5133.8569,3876.3487,4794.3851,-4639.3522,-5689.7075,1075.8728,-5062.0532,3778.0288,5487.0282,4546.6119,-65442.5367,-68825.5093,-67663.5549,-65462.0823,-61122.5591,-69159.2037,-76824.7193,-69173.9420,65858188.8970,65869414.6319,65844873.1505,65865993.2038,-67687.3929,65863449.7054,
