sl_100_5400_20240710 Coordinates.csv
2024/07/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/07/10 07:47:00.00, Stop: 2024/07/10 09:17:00.00,
TIME_UNITS,STARLINK-5659 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-3056 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-4392 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-3056 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-3056 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6075.1785,-5529.5328,-2784.3614,709.9144,-1358.6457,-2918.5333,6232.4315,3615.8085,3508.9902,-3645.0665,-4523.9195,-806.1419,2924.1804,6754.2476,3795.6720,-2497.3787,3325.0505,5609.2616,4762.3156,4384.6473,-501.7366,-2652.5769,5829.9111,4418.2340,-1569.3144,-2019.3666,-2142.1387,2774.3428,-2283.7279,6335.6345,-4132.7891,-3612.5571,389.2193,-6014.9331,4542.1973,-6544.4542,-464.1418,-5887.5953,-6784.1644,-3812.5943,-2380.7728,-4906.4518,-6050.6753,-3091.0153,4355.4580,4429.0651,-4830.4959,4945.8311,-4396.5082,5944.6349,1475.7513,1162.7757,-4603.2000,1991.7865,-2067.4860,3618.4847,-6427.5965,-5420.1128,-4547.2245,-3985.8591,2280.1102,-2350.8063,-907.5267,-392.5983,4618.0058,5019.4625,4036.5825,1253.4904,-2664.1588,4484.4846,3579.0226,1964.6539,6031.2127,-6482.0287,-4991.3031,2588.7813,-1775.2374,-5034.1662,-2426.4897,-1707.8952,-3719.6311,3769.5506,4761.4802,-2292.8525,3403.0310,2088.2100,6724.5708,5436.6060,448.4424,4551.1155,4776.4183,268.8282,-3252.2518,-5693.2546,2733.5923,-6914.2441,-4197.3866,-4599.5187,-4124.3620,-661.2131,170428.0003,190204.8388,176208.7667,169953.0921,177419.9666,173764.3076,177260.1183,175986.4262,-241314714.5556,-241272970.8039,-241331113.4353,-241318057.3735,174195.4934,-241318856.4618,1653.7510,-2650.7246,-3464.7916,6318.6026,3934.6817,4402.7447,1731.3221,-5750.1039,-5335.8539,-1975.0961,-4108.7449,6720.4682,-4038.8788,1217.3736,5583.9655,-5639.0248,2739.9231,2704.4187,-4775.8304,-2640.3753,3999.0241,3649.4471,-2189.8864,2568.1089,-4790.3042,1253.3565,-5578.9161,-4345.4042,1637.2026,2283.5784,-2939.5504,5110.7192,-6668.8306,3297.1900,5088.4124,307.6753,-6802.8413,-3241.5013,1304.5655,-1629.5624,4018.6503,-1681.7141,-710.8166,-4957.0759,2589.1076,-5262.9286,-3931.9815,-2786.5163,381.2949,-1730.7062,-6722.7545,4950.8426,4536.6795,-5655.6631,-5661.3590,-2515.7079,2168.8620,-1385.6569,-2471.4859,-4862.6436,3698.9421,-3828.5021,-6313.0017,5880.5668,5163.0388,-1599.3772,3916.5591,4758.6318,-5593.6449,-2983.5535,-2336.0192,3957.5547,3084.0783,-78.9413,-4685.4203,3178.3062,1580.3166,2743.0706,3861.6535,-6501.2455,-4965.1207,-4490.9668,-4612.8546,2638.5889,-2641.1719,-3616.8277,1644.0769,27.6006,5270.9799,-2137.3877,-4252.0108,-5534.0861,-4067.7239,3276.6460,-5588.9503,412.1695,3536.7883,-3092.0369,5352.1915,6352.0112,362395.4030,364378.6640,349290.2953,351675.5785,348847.6401,350476.3714,358207.0010,354834.2144,21000724.4844,20981007.0695,20991339.6901,20992848.0479,354704.1254,20984810.3274,-2919.2405,3001.7537,5304.4165,2754.0590,5528.1523,4487.4788,-2483.4651,1418.4948,-2715.3046,5529.8292,-3108.5108,1068.9768,4645.6357,-1025.7917,1590.1834,2711.0033,5404.3037,3051.9462,-1689.1536,4671.6510,5371.8212,5150.3300,-3102.4849,4702.8736,4586.1676,6522.4262,3485.7005,-4619.1724,6347.4291,1577.9322,4723.4025,-2956.9733,-1539.2025,-982.6377,-186.8570,2244.4696,-1280.7377,-534.6831,-514.5328,5533.0791,5006.7471,4582.0360,3163.6814,3699.9666,-4721.9095,-916.4070,3049.1857,3983.2436,-5333.2206,2961.9759,788.0279,4709.5848,2486.8925,-3499.1965,3391.1064,-5343.0152,-1458.9399,3888.5396,-4624.0649,-2709.5044,5385.6385,-5266.6809,-2734.2956,-3481.2009,364.3298,4503.4577,4051.2240,4864.0177,-3130.3416,-4387.4414,5432.1772,-5375.9252,774.3953,-2130.1250,-1006.7065,-5464.0247,6522.9501,-3704.8189,-5121.3190,-1776.8480,3059.0801,3569.2525,1687.3000,-6016.9502,5445.2278,-5428.0549,246.9460,4299.2010,-4496.0753,4745.7084,-2544.8420,-4166.5661,-4588.4679,2238.0227,3061.4416,-128.8568,-4248.8823,4161.5772,1529.2488,-2738.3593,76359.6614,75008.6213,71776.6968,80439.6412,77268.6971,66633.0223,67983.2114,73550.0040,76847321.5834,76820614.7801,76840078.0851,76824369.5055,73866.2547,76835198.6799,
300.000,5695.0784,-5184.6394,-4590.5422,1938.5520,744.3080,-1323.2303,5691.4809,1980.1981,2271.6150,-4435.2205,-4682.3007,409.9204,1030.8705,6479.8119,4700.2046,-3337.9195,4859.0419,5568.8942,4427.8166,3284.6521,1693.4519,-1377.0602,4418.3347,3527.0874,-3448.0870,-849.4395,-3095.4013,729.0194,-230.1067,6818.3629,-5154.1492,-2759.3980,-903.2191,-4911.9746,5407.6557,-6724.7338,-1945.9745,-6282.1961,-6092.0815,-4423.0928,-1068.4246,-6057.3641,-6540.2672,-4617.0900,5254.1289,3194.5891,-5234.1388,3287.6928,-3445.0238,4632.0002,173.4711,3202.3887,-3013.2995,444.7258,-3551.3431,2798.4997,-5333.1528,-4680.1973,-5591.8004,-4403.2412,3674.1082,-3596.2675,-2428.0785,993.2536,5560.0724,4554.9659,5571.6868,3122.3119,-4311.0257,5684.5198,2660.3220,2249.5080,6259.8165,-6622.1147,-5388.6687,4181.6597,-303.9573,-4442.1018,-1081.5866,-2373.5160,-4200.9753,2607.8989,3966.3450,-154.7163,1368.9252,-6.2542,6740.1032,5702.2977,2479.2465,2806.0011,3847.2047,-1368.9381,-4524.4760,-6236.0351,821.3586,-6469.0422,-3155.3892,-5910.8934,-2696.0136,-969.4750,162500.6702,182519.0833,168534.6594,162405.1914,169917.9560,166239.2223,169640.0460,168283.4904,-241712192.4198,-241670538.3262,-241728709.1122,-241716226.0496,166645.7300,-241716411.1816,-192.4127,-942.6239,-2539.2272,5191.9992,4431.3982,5664.5352,213.3904,-6031.6058,-6421.2800,42.3047,-2361.7526,6800.3567,-5088.0585,-370.2630,4165.1494,-4153.6646,1347.5653,794.2267,-5340.4532,-4432.8266,4037.1796,5187.9679,-2453.0208,938.5647,-3690.9791,3094.1210,-4032.3992,-4318.2712,2444.7324,1153.1597,-1052.3103,6216.0286,-6006.9130,4083.7638,3796.3374,1589.6786,-6097.7943,-2067.7172,2400.0373,447.8259,5455.4936,-314.1808,954.4309,-4671.7369,646.9054,-6126.3410,-2064.8747,-4023.1340,2326.7638,-3123.4914,-6450.8094,4362.0727,4821.7890,-6539.0500,-5659.3053,-4379.6392,3421.2208,401.4252,-676.7701,-3240.6459,2030.9522,-2066.8136,-5252.0056,6499.9796,3980.4390,-3584.9696,2778.7053,4904.7454,-5125.7296,-3151.0386,-4207.0278,1966.1746,1493.1895,1507.2293,-3389.5505,1713.3790,3190.7807,4500.4970,5316.4464,-6523.7909,-3304.6829,-5887.2945,-5574.8929,2427.6231,-2548.1833,-4245.9013,413.2277,-1931.5451,5268.3987,-3258.9355,-5594.1269,-4468.5406,-2336.1673,3051.4621,-5559.3399,1588.1828,5194.6468,-1662.9839,5539.3463,5097.7865,366045.8826,368338.1363,352873.2324,355369.5698,352462.6828,354041.5377,361837.1121,358603.0383,15727244.4132,15708491.8302,15717325.2663,15719457.1838,358347.9480,15711314.4804,-3963.1310,4337.6048,4515.3376,4155.7453,5263.1705,3770.3576,-3947.5566,2796.5460,-1322.3160,5300.5431,-4418.0195,-754.0401,4415.4405,-2459.2884,2940.5910,4118.0526,4728.2258,4052.6087,426.8929,4194.0342,5092.8671,4252.8382,-4783.3992,5906.5424,4574.4354,6157.4522,4689.7780,-5361.2179,6493.0313,-224.6676,4512.2467,-1283.0140,-3179.9456,-2688.7063,-1710.9944,490.7170,-2680.0808,1298.5854,-2266.5281,5295.6597,4000.0031,3336.1208,1861.3962,2168.0400,-4465.8566,627.9773,4050.6028,4591.1378,-5535.2468,3983.6270,2514.3813,4331.9949,3949.2946,-2286.8926,1792.2963,-4577.9627,-2831.4021,4931.5405,-4054.8533,-4122.5986,5500.5452,-5542.6453,-3832.5611,-1899.2022,-1175.1493,3800.9751,3049.8963,3753.8404,-1820.7539,-2449.7278,4796.9269,-6284.4622,2245.4954,-645.2371,-2714.7829,-5122.4242,6159.7660,-2568.2797,-4194.0723,336.0954,4387.3558,2382.5231,-118.0463,-6519.1933,6310.6191,-5373.9079,-1551.6310,3436.6438,-3780.7804,5412.1315,-1120.5387,-5120.8637,-4717.3808,26.2987,4058.9070,-1908.7835,-3351.7204,3217.1328,3164.3480,-4622.5139,76291.0789,74871.2941,71692.5439,80215.3600,77310.0472,66662.1211,67660.0614,72968.8955,76849367.5975,76822526.4575,76842684.6349,76826486.3053,73739.1295,76837292.0081,
600.000,4793.4804,-4341.0120,-5952.2943,3021.2435,2754.5718,368.9717,4613.2336,134.5154,827.1179,-4838.6649,-4409.5751,1592.6257,-942.1769,5588.0852,5176.7797,-3867.0892,5936.0131,5023.2063,3638.7759,1905.0274,3697.9398,-6.0912,2550.7203,2338.6588,-4997.3595,335.4214,-3794.3556,-1403.1688,1816.0944,6623.3870,-5712.4859,-1646.0377,-2138.7152,-3312.6639,5735.7734,-6240.5314,-3265.2510,-6006.4667,-4794.5633,-4650.6054,310.4917,-6621.7430,-6384.6345,-5671.1111,5679.5837,1645.8915,-5168.6177,1327.4287,-2207.7421,2867.2430,-1172.9898,4936.1280,-1105.0499,-1124.3974,-4667.1692,1753.0886,-3721.8583,-3495.2796,-6124.0842,-4414.2903,4753.1943,-4539.9893,-3748.9357,2256.6594,5972.4870,3685.8168,6569.9057,4661.3080,-5531.9781,6282.8495,1530.1001,2390.4007,5861.6560,-6088.9452,-5274.8717,5378.2292,1134.8160,-3422.0490,329.6267,-2802.0881,-4313.2968,1209.0944,2762.0224,2012.3352,-817.3872,-2080.6907,6092.6986,5443.4739,4258.3333,804.2561,2546.0371,-2917.1051,-5398.7372,-6101.1098,-1190.4155,-5383.4021,-1841.0470,-6659.5690,-977.1513,-1108.7972,154497.6024,174749.8379,160784.2090,154780.0631,162339.1332,158641.3837,161942.8666,160382.5469,-241994445.4989,-241952902.8771,-242011047.5317,-241999173.2910,159019.7040,-241998740.4549,-2046.3101,896.2863,-1412.3289,3563.5884,4545.9933,6396.6299,-1362.7032,-5749.4626,-6884.0501,2029.0474,-353.3025,6184.3022,-5653.8012,-1944.2336,2334.2978,-2217.6236,-131.8140,-1213.0886,-5365.8419,-5808.5794,3696.8935,6213.3518,-2530.6209,-835.4278,-2254.5769,4660.4391,-2091.3088,-3922.9466,3084.4091,-94.3994,912.0936,6699.8204,-4740.6954,4495.0659,2107.3028,2708.8466,-4807.7202,-657.3007,3283.5079,2459.0261,6350.6676,1049.3289,2507.9381,-3942.7611,-1335.1323,-6400.3037,13.9893,-4912.2972,4072.5438,-4241.6920,-5549.0577,3392.8120,4669.4083,-6798.0905,-5108.3712,-5818.4216,4370.3750,2185.7606,1155.0148,-1271.0707,200.6997,-133.1405,-3697.3321,6459.1430,2405.0574,-5218.9131,1401.0861,4601.9555,-4177.3699,-2946.1064,-5672.8683,-221.6793,-268.4111,2933.7284,-1737.7376,119.7214,4528.8385,5791.9280,6248.6264,-5881.4952,-1303.9057,-6695.3733,-5964.0299,2056.8862,-2279.0096,-4499.6955,-875.5041,-3685.3401,4792.1059,-4114.1876,-6376.5383,-2999.0340,-404.7119,2494.1062,-5025.3619,2628.5914,6354.1427,-102.3004,5205.0984,3296.8442,369518.3241,372134.9039,356297.8189,358903.7865,355922.1399,357448.4183,365301.6060,362183.5844,10446412.6054,10428618.7787,10435949.8427,10438675.0970,361831.0578,10430463.1278,-4584.8659,5187.9696,3241.6054,5112.2284,4433.5385,2649.9968,-4989.1472,3875.8724,211.9269,4500.4463,-5239.8997,-2493.5331,3688.9235,-3630.4624,3976.5864,5045.3672,3542.7836,4620.1522,2497.5223,3267.7315,4216.5781,2884.0290,-5959.1101,6483.3370,4048.4679,5139.2473,5389.4397,-5528.6768,5949.7722,-2003.0817,3818.6060,529.0254,-4469.1545,-4106.8036,-3043.2002,-1315.7414,-3793.4110,2980.5715,-3775.5338,4488.6505,2549.9147,1731.7899,354.0207,402.4194,-3731.2874,2105.2182,4619.1187,4708.7621,-5144.1725,4566.1813,3970.7936,3491.3241,4987.7468,-830.7303,0.3044,-3322.5019,-3901.8402,5419.5220,-3053.6288,-5078.5734,5025.3125,-5224.8107,-4522.4038,-105.9510,-2589.0845,2691.9121,1722.2950,2240.2417,-316.8870,-251.3398,3645.0305,-6530.7068,3463.7267,912.1380,-4130.8633,-4209.5007,5143.2462,-1143.7749,-2803.8490,2413.2693,5243.3057,933.2676,-1910.2746,-6334.6069,6506.3368,-4725.2512,-3183.7922,2206.4632,-2662.9185,5496.1220,426.4588,-5528.5792,-4344.2971,-2188.2765,4622.4308,-3484.0598,-2097.2928,1928.4400,4459.9128,-6016.5029,76220.9648,74733.8511,71612.2469,79986.0296,77347.7987,66696.6522,67342.9288,72443.0356,76851407.9314,76824438.4208,76845284.4392,76828619.6819,73611.9637,76839385.1162,
