sl_100_86400_20241211 Coordinates.csv
2024/12/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:38 2024,
Start: 2024/12/11 07:47:00.00, Stop: 2024/12/12 07:47:00.00,
TIME_UNITS,STARLINK-4348 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-2290 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-1573 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-5115 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-6246 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-30466 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-2290 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-5115 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-6246 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-2290 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-5115 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-6246 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5683.4527,-1113.3737,4076.4017,-2622.6607,1824.5209,4721.0570,-4583.9604,-3091.5592,-4438.6680,-5737.6666,-2327.9133,1737.9302,-4587.2295,-5101.3551,2685.2844,143.9595,-2915.9945,-4032.3030,5369.7961,-4390.2109,6688.1539,6759.2063,-2980.1506,927.3897,-1336.1773,-118.5924,-1235.9942,6041.5306,-1956.7491,-4374.1545,3431.0884,-4962.5812,1766.3447,-5981.0921,-2855.5598,-4753.2878,-738.1803,-4495.9495,-1594.7146,1915.4828,6485.0111,-6773.2593,5999.2946,1585.2667,-3130.4383,689.8699,6171.5787,-6144.9858,1014.8359,-929.0825,-4872.7952,-2702.3758,-5775.5618,-6044.0113,2522.2266,3575.9589,6236.3927,1506.1110,1234.3487,6752.8267,3355.3803,-3097.4725,3651.2863,-461.4269,3301.0219,-6638.9492,919.8749,-3574.6456,478.0416,-2066.1149,-5976.9198,-812.3623,5887.9521,-2079.9482,2688.8959,-377.8180,-5473.0794,1444.4807,-2047.9746,3043.9126,5762.6992,23.5018,781.7340,368.3753,-6148.8572,4665.8313,-3606.2797,-662.2590,-6635.8622,654.6420,-6105.7372,-4202.2882,5969.9897,6145.1702,-797.8208,5029.9834,-6043.3414,-4087.9655,-3576.5853,-5100.6540,365742.8238,339938.9411,359305.9436,362721.4488,357437.1252,359775.6315,353158.0862,359140.9637,-38642463.5651,-38660155.5420,-38617084.8663,-38618824.4063,357401.8510,-38623922.6847,3821.3921,-4462.0280,775.5360,-5498.2730,-6658.9656,15.3067,-3607.5960,3611.4544,3748.8948,-2812.8223,2142.4816,-5836.9962,2516.6154,2163.8927,5231.0012,5997.3036,-5434.0428,-2854.0617,-3517.4662,2953.7922,1699.4145,-708.3042,3417.6801,-6245.0895,-4730.2945,-6815.3894,-6067.6417,2825.5334,3657.8922,5322.6495,3783.6303,542.5274,6455.4310,-797.1660,4260.3208,-63.8796,6532.4625,-4955.1454,6672.0408,5778.8278,2116.9018,-346.6970,-3386.5651,-4059.9242,-763.1484,4091.4855,2019.1190,-2833.6893,6861.4141,6471.6232,-4418.8665,-4342.7225,-965.3915,1500.3661,6062.5611,5066.6129,2002.5183,-4145.3609,-6791.3154,457.4000,-5083.3901,2792.8364,5343.5637,-6785.5623,5575.4770,1950.2929,-5860.7394,4869.6691,-6729.6658,2641.1382,-3377.2144,-5493.7961,-3198.8636,1212.3245,4527.1963,-4581.1686,2621.3962,-4893.8963,-4639.8365,-5535.9914,2477.2256,6692.5746,-5484.7282,-4157.0483,142.7462,2025.0267,-2260.3395,-4080.4732,659.5901,6453.6773,-370.5966,1362.4561,-2317.1099,-3219.2147,-4413.4022,-1915.9542,-829.7900,2368.2397,-3843.6642,-1056.7490,-32801.6509,-34443.8235,-27576.3802,-32614.8916,-26370.9451,-29379.6074,-34743.1781,-33458.0629,-95829495.8529,-95803845.2519,-95831248.5913,-95835484.0794,-33101.6511,-95827574.7452,-1140.4597,5158.9203,-5540.0186,3270.9188,-448.9303,5044.3342,-3759.9755,5017.7672,3760.8390,2644.7260,-6185.2730,-3302.5649,4544.5272,-4176.5736,3647.7886,-3447.6548,-3180.5833,-4846.9714,2615.9738,4487.3177,446.5107,145.6247,5219.9543,-2879.4306,4860.9126,-263.0988,3092.9849,1553.9844,5524.7434,622.4340,4512.8388,-4528.1412,1814.7927,-3457.0368,4553.7561,-5027.9818,-2175.7216,1822.0838,-832.7167,-3333.1912,-50.8920,705.3899,696.2759,-5374.9997,-6167.2728,-5539.4772,1797.3998,1590.1881,-91.7150,-2262.0218,2133.5947,4652.7007,-3724.3375,3044.4529,2172.1399,-3069.3662,2219.2975,5237.1639,446.3193,-1443.6674,-3327.4779,-5432.8875,-2251.6435,1256.3131,2416.5474,495.3232,3559.3074,3246.9121,-1006.5619,-6095.6624,21.7380,-4144.2040,703.7143,6510.3585,-4522.7349,-5221.1050,-3118.9310,-4673.8758,-4720.4171,-2824.1241,-2796.7802,-1329.4355,-4179.7317,-5515.1116,-3181.8563,4705.8034,-5457.3700,-5382.2515,-1447.1995,-2407.4069,-3275.5775,-5360.3848,-2638.3114,-273.0425,-5269.8977,-4197.7270,-3310.9851,-5057.5566,-4539.6848,-4585.5840,72895.8275,73990.4880,70768.3385,78904.4045,76425.5981,65727.2134,66431.2216,72718.0109,41094312.7039,41066599.6722,41099509.6776,41082864.0251,72659.0768,41085950.5470,
3600.000,-2164.5253,4481.6796,-4628.8227,3797.9947,299.3621,-2603.5171,5101.4578,1743.1315,3867.1243,6547.4164,6358.1018,1587.8248,3231.1684,2028.9998,-3920.0332,-1958.8883,4650.9161,6630.9665,-1959.3710,6778.2086,-5845.6630,-4698.8354,1324.4378,1399.0823,4280.7298,2713.3557,3183.2265,-4651.2483,-1861.5468,1819.6891,-5737.5167,1317.5918,-3752.3673,2652.8844,-238.7601,6062.3891,-1703.5354,5851.5002,-649.7479,-4280.6883,-5680.0529,4876.1805,-3488.6527,2775.0901,6305.5895,-4699.3198,-5941.1352,3975.7965,-3019.7672,-643.4249,5744.2558,5898.1993,6718.5232,3179.7367,-3866.5392,-5183.8943,-6557.6332,1478.2925,792.3757,-4629.5223,511.8953,-593.4788,-4067.9015,1925.3778,-4629.1607,5018.3888,2273.9479,1488.1660,2170.3359,-2578.2678,5868.9904,3489.4461,-2453.7927,-322.4189,-5823.0745,2455.7939,1571.9649,602.1531,4286.7603,413.0028,-4808.3219,-2920.3269,2176.2670,3537.4781,6580.9275,-6088.1297,6186.1553,5145.2026,4034.2743,-2222.1906,6602.7605,-524.8987,-5499.5323,-5099.2429,4236.6041,-4069.2502,4331.8098,307.1106,6339.0269,6086.4979,358580.5474,336404.1445,357280.4262,358890.2507,353578.3289,356106.2402,350631.0491,352141.2784,-12443960.3622,-12464072.7204,-12420476.2548,-12417562.1180,353927.4846,-12424548.8250,-3489.4295,1639.5909,3323.2177,1806.4404,5401.2395,3850.9744,-359.0519,-6455.8658,-5734.8731,1441.1948,-1698.1538,3907.8894,-5708.1071,-4862.1726,-1431.3324,-6588.2096,2020.9823,1411.4454,4764.4818,-1419.9387,162.6203,2505.0731,-6389.3183,6761.2956,5235.0101,5209.3790,2849.5768,293.1724,-5313.5221,-4999.5282,182.2569,-4349.6090,-5531.7525,-969.7857,-6506.5483,-2827.0504,-4266.5882,3234.8666,-5145.7713,-2715.7533,915.3486,-2537.8388,4004.8687,4278.7166,-658.1712,-3478.7114,219.7935,1072.2772,-5206.0917,-6552.2886,3137.9344,2452.9543,-1651.0771,-3973.3941,-5300.3655,-4410.1991,-489.1229,6329.4150,5348.3032,1639.3367,5043.2003,-5500.7057,-1599.9338,5904.6982,-4756.6038,-3722.1321,3507.7923,-6685.1182,5765.2132,-2396.4130,479.4848,2307.2822,4031.0642,-4911.3082,-3088.1625,595.3813,-4738.7621,6811.5378,941.1523,4300.3624,1478.1338,-4403.1229,6450.9820,4861.4980,-1867.8758,1448.2628,-514.6913,2267.5602,-3353.2269,-6248.4329,-2121.2666,1055.2854,3853.8976,469.7750,4924.6125,5374.6749,-2633.1931,-4636.8755,1741.8882,-2338.4849,60546.1336,52064.6160,62353.6121,57216.5111,64282.5475,61808.2418,55767.8513,57146.1696,-102536980.8323,-102521006.8871,-102531410.5058,-102535359.8450,57302.9772,-102534378.2360,5590.3294,-5012.6844,3916.0126,-5497.9613,4302.0280,-5124.5499,4675.2689,-1777.2245,304.0438,1693.3258,2202.6913,5482.3021,-2264.0276,4499.2373,-5530.2716,-791.8472,4720.2045,1373.9993,-4650.3470,495.2109,3682.3935,4215.3889,-2309.6769,-684.6924,-1462.7930,-3476.5417,-5455.6756,-5026.3525,-4021.8207,-4428.6223,-3693.9173,4963.1885,1842.0130,6341.6083,-2183.4195,1753.2776,5168.7247,1834.6928,4554.1600,4724.4799,3655.2832,-4043.6248,-4450.0136,4663.5686,2839.5802,3689.8896,3163.0174,-5605.7564,3436.4534,-2129.3797,2225.9527,-2670.4206,502.4005,-4719.7316,2184.0178,-1248.8235,2138.4651,-2178.4700,-4321.6584,4862.4522,4724.7908,4021.7702,5263.9497,3036.0762,1938.0492,3003.7150,-5523.5162,421.1148,-2936.4295,5983.5600,3518.2189,5510.5843,-4815.9588,-4917.7160,2156.3202,6465.2612,4635.5749,1039.6581,5347.6533,5392.7553,4664.0333,4304.1147,1321.6149,3404.8629,-1080.9726,-2997.0931,3045.7825,3786.1583,4348.3748,-1977.7017,-167.1775,6831.9132,-1697.4807,-4695.2027,2370.4599,1037.5184,4724.6991,5114.7336,2207.0674,2357.8084,73967.3413,75531.3099,73327.2669,78915.4373,79754.6062,69761.4767,66242.1653,74075.6312,41083365.2602,41056261.3102,41093631.7617,41080859.6765,74316.1792,41077551.5448,
7200.000,-1343.3100,-6669.1070,4242.2852,-4911.6360,-3400.5473,765.6060,-4909.2355,-140.4696,-1519.8816,-4668.2289,-6201.0548,-5157.4886,-1210.7543,954.7364,5046.4976,3116.5940,-5783.2847,-6257.9975,-2026.9450,-4485.0165,2913.1183,138.8225,237.2039,-3346.9659,-5061.6385,-4894.7369,-5220.5879,2100.6338,4114.1851,2233.3665,5941.4745,1815.9893,4802.9335,759.1562,2708.2139,-4999.9158,4680.2821,-5362.2267,3772.8449,6070.1170,2646.8569,-1024.6998,-762.1114,-5546.9958,-6582.6673,6450.8935,2263.5251,-1174.8087,4784.4556,2551.0264,-4545.6077,-6846.2680,-5179.8578,232.4821,4135.7853,4758.7433,4181.4026,-3113.8387,-3611.7003,1170.0871,-4299.7911,2948.6573,4091.6464,-3479.0052,4423.5150,-1436.1801,-5523.5954,1405.9664,-4527.7870,5767.4312,-3818.6733,-5917.5176,-2823.3080,1039.9966,6689.5134,-5150.1358,2589.0305,-2046.1230,-5980.9990,-4422.9966,2888.5638,5463.8063,-3996.2452,-5336.5619,-4086.6458,5745.8452,-6435.0635,-6718.6662,75.9443,3380.8549,-4606.7426,5430.8127,2431.9826,197.5064,-5377.3343,1375.9163,-2048.8203,2624.0633,-6771.3938,-5211.9513,327066.0744,311444.8266,332433.2185,332180.6499,327225.6956,329427.6597,325512.2115,329495.3857,14588922.5892,14569005.8482,14606994.2061,14607627.1437,327973.1376,14608813.8284,-607.4459,627.4411,-5462.4346,2300.5623,-2480.8488,-6580.7363,4031.3534,6414.6218,5291.7967,1062.8932,-693.7380,-1667.5706,6687.2711,6534.7673,-2541.2375,4206.2242,1715.2189,215.7570,-5384.1696,-908.9702,-2973.9558,-4268.3617,6606.9363,-4720.6297,-3748.4473,-1224.6874,893.7054,-4280.7549,5561.7462,3603.0428,-3354.3099,6396.8232,2379.4975,4067.6413,6072.2001,4007.3839,1067.1404,48.4796,2082.2062,-693.5941,-4366.9767,5174.3426,-4191.5789,-3993.0765,784.5460,2455.5790,-3354.8914,2577.4660,1710.0749,3813.9763,45.7109,-270.8708,3495.6512,5957.1622,1934.9092,1558.1309,-1880.1663,-5599.1436,-2155.1659,-4327.7902,-4336.0867,6170.7830,-3081.8514,-2456.6600,1505.9403,4887.3113,-910.1367,5531.8404,-2083.4836,3023.3590,3331.8419,773.2982,-3883.1093,6857.5665,1064.2600,2412.9175,5718.4079,-5764.4486,2203.7451,-2646.0033,-5274.5815,500.1221,-5172.1016,-4312.7913,3079.1974,-3850.0542,2205.9560,-395.4396,5531.3277,3204.5023,3827.8548,-330.4857,-4159.2049,933.5656,-3865.6060,-6022.9912,5743.0163,6079.9244,423.7084,4392.6331,146149.8789,134659.8697,148078.2920,142975.7768,150700.6517,148193.4536,142954.3282,144536.0183,-102215174.8011,-102208591.2984,-102204355.9939,-102206839.1303,143858.6838,-102211517.7244,-6789.7976,1724.9279,124.8376,4287.6294,-5493.8335,1979.4478,-2790.5713,-2595.3690,-4205.4888,-4998.5647,3037.5295,-4313.4704,-1401.0506,-2121.6586,3995.6254,4511.5415,-3427.2925,2930.9993,3865.0128,-5227.5826,-5526.3111,-5292.7002,-2056.6654,3815.0619,-2870.9764,4579.4151,4453.6979,4909.9735,-18.1628,5459.0118,83.7714,-1085.9237,-4408.9346,-5593.8510,-1720.7864,2594.1051,-4992.5120,-4406.1801,-5403.3928,-3291.0127,-4529.6761,4312.4344,5450.7348,-1058.4573,2090.8076,438.2297,-5392.9648,6336.3075,-4727.4423,5166.5795,-5218.4211,-991.3943,3000.1885,3537.0543,-5202.0277,4763.6499,-5184.8361,-2443.6041,5483.7112,-5272.7820,-3296.9854,253.0786,-4550.8268,-5454.9125,-5104.9943,-4715.4947,4066.0758,-3817.7312,4644.7561,-2447.8735,-4636.7879,-3518.4281,4720.0787,440.0157,1485.9607,-4008.3876,-2672.9565,3219.3866,-2710.2283,-4617.5158,-3318.6246,-4059.9386,2311.1916,826.9338,4654.9634,-538.5973,1243.1519,835.2381,-3998.5880,5104.8574,3487.3963,-4320.7963,4964.0397,6867.7548,1986.7859,2882.2283,-3313.2563,-2001.2948,1433.3176,1271.6952,75275.8249,77051.7118,76143.4004,77967.2097,82577.1138,74706.9615,66788.7982,76612.8600,41072059.6556,41046056.3983,41085926.9025,41074994.7799,75965.4606,41069170.8904,
