sl_100_5400_20240618 Coordinates.csv
2024/06/18 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:38 2024,
Start: 2024/06/18 07:47:00.00, Stop: 2024/06/18 09:17:00.00,
TIME_UNITS,STARLINK-5447 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-32357 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-5517 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-2071 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-32357 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-5517 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-32357 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-5517 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2551.3401,-4308.7022,-5126.3741,6651.8107,6689.7844,4338.7481,2443.9442,83.6349,-5554.6934,71.3500,-3835.3538,-3171.7973,5721.7932,-3640.8307,-2324.6816,988.3960,2706.6946,-1951.6133,-5371.0847,673.3834,320.8984,-1365.1993,4256.2576,-4217.0043,-1826.6611,-1015.7795,-3292.7622,3600.3727,2923.9221,51.4928,-2910.3557,5382.4688,-749.9914,1296.5522,-360.4921,4151.4294,-5652.2973,2843.0629,1341.0479,-5525.2787,3213.2261,-4697.9909,-3566.0865,-3621.9205,0.0000,3739.6419,4213.0440,5885.0988,-585.6791,72.0378,-1951.9742,-1503.5581,1658.6040,-6428.1236,6542.3442,803.4699,5892.9958,-4576.6648,2913.7251,-4744.2057,-1471.0706,-1587.1551,-2346.4601,309.1830,-5102.7866,4546.9563,1245.8266,-6203.3369,2041.4750,6822.8214,-1045.1778,-4268.8671,4205.2655,-2862.4854,1855.4404,-1216.1105,296.6956,-447.7542,4535.5364,6164.7121,-2554.8543,1303.0796,-5173.8320,-3742.8778,-2929.3965,2439.3408,-3839.2813,-4270.4590,5079.8527,6380.4966,985.6031,-4007.4669,-299.1361,-2340.5104,1377.6758,-4183.0672,-60.8642,-851.6800,-1842.1645,1039.6220,349962.7208,380773.7087,362218.8195,357145.9502,363031.7933,360217.4398,366335.6510,360530.7953,-256539854.1049,-256516613.6963,-256509382.7520,-256531046.8843,362180.3009,-256524727.6546,5898.3740,2010.9801,2396.6449,974.6629,-863.3747,-1121.8435,3401.7469,4829.3614,3197.4833,5160.4743,-1625.2639,-2645.5573,3780.1689,-4951.5153,-3865.6450,-4372.5018,-3161.0023,5655.7297,1847.0270,-4974.1183,4271.9085,-4427.9768,-4486.1313,4420.2883,-5010.4210,-4067.5653,4633.1051,-4900.5850,-4162.3366,2859.3672,3423.1264,274.8820,-6331.3138,6798.6220,6747.8896,5179.8633,-1911.9777,5989.6790,6686.7536,-3573.0235,-5050.2684,-2735.3351,2249.8133,5178.2064,0.0000,-5676.7346,-5122.0594,2868.8126,1330.0282,6874.5202,-185.9062,2080.0200,3819.1048,-1373.4578,1932.4224,-5208.9660,-193.5144,-3077.9217,3907.9780,-4880.7945,5049.2871,-3950.5971,3648.6773,4261.1034,-3472.9448,-1599.1764,-5719.7228,-3017.2120,5144.6795,584.7022,-6611.1892,5277.6334,3664.3458,-304.6540,-6622.5540,4401.9002,4094.4962,4749.9035,-4941.4187,3115.7574,4695.0858,-4532.9097,3761.1232,3295.5559,-4412.3421,6429.9507,-4001.0673,-761.9612,3722.1731,1117.2712,5998.0177,1290.2261,-5360.1355,468.5764,5906.5002,2943.2077,-5496.3466,6745.8054,4965.6846,-4542.8358,-89303.0081,-99264.8835,-108091.0918,-103600.8652,-108948.6596,-106064.4523,-100196.6459,-101726.7095,49764605.5425,49765029.6436,49758528.6999,49782459.1213,-102324.2533,49773293.3554,2556.2849,-5046.2269,-4005.5078,-1700.4884,-1025.1942,5262.0872,-5513.2006,-4958.6274,2646.6978,4454.3474,-5431.9838,-5477.3188,918.5313,-3226.0763,5236.9609,-5039.4617,5528.2867,3502.7909,-3963.2744,4676.8542,5424.1882,5134.4878,2875.0894,3268.9986,4244.0522,5518.0927,3970.0861,3311.7649,4672.5483,6325.1158,5268.2041,-4373.2474,-2702.6665,25.8369,1041.5956,-2020.8881,3528.7089,-1619.6783,-156.9313,1789.7599,-3511.2156,4169.7129,-5502.6372,2814.0275,0.0000,-1334.3466,-1788.2691,1907.1582,6779.8242,783.9606,-6667.6092,-6469.0321,5531.7140,-2180.1404,-232.9041,4320.1915,-3438.5862,-4185.7050,-4917.5323,443.2711,-4530.7067,-5233.3787,5382.5244,-5458.6268,2695.5356,-5009.6387,-3699.2399,558.9907,4143.0303,-577.1529,-1770.7262,-957.0189,4086.1817,-6335.1038,907.1925,5184.7289,5313.0043,-5042.5743,1758.4494,411.2428,-4286.3192,5054.1717,2477.0219,4647.2604,4458.4636,-783.4827,4143.2179,-5312.4097,2919.2042,-2253.5687,-3171.5339,-5509.9939,-4371.1230,6517.7943,3139.1008,-4693.9677,-4210.8280,1276.8225,4490.1741,-5132.1310,-118399.9598,-121889.8786,-125116.0872,-116383.3367,-119655.2629,-130277.1198,-128833.5498,-122748.5005,59197654.3389,59177936.9098,59193458.9963,59203433.4505,-123001.5736,59208288.8573,
300.000,3866.1047,-4046.5000,-3439.9564,6928.2061,6379.3675,4289.7060,4207.0640,1901.0127,-4934.4755,2139.6857,-4224.0573,-4526.3467,5907.4334,-5188.9063,-3567.5312,-782.0395,982.3433,20.9572,-5455.8906,-1483.0024,2398.8130,-2919.4278,2423.6440,-2456.6415,-3774.0592,-3000.4210,-1266.9438,2771.3703,862.9479,1848.7432,-851.0286,5713.1721,-2088.7195,2404.5327,900.7163,5431.6248,-5392.6250,3961.9028,2754.2658,-5777.5053,1903.4116,-6032.4350,-2057.2483,-1943.4137,0.0000,2337.4324,2550.3746,6644.0637,-2582.2674,1275.5910,-3593.5516,646.6045,3568.0070,-5851.5272,6489.0471,-1150.5790,6147.9532,-5962.5356,4708.2490,-5515.1442,672.1006,-3232.3741,-796.6439,2399.3870,-6153.0601,2974.3642,-44.4353,-6289.6989,3704.4211,6485.7437,-2283.9785,-3263.1671,4364.4350,-4070.4936,374.5498,906.0597,2433.6288,1507.5236,2917.2414,6302.8118,-441.2425,-781.9697,-3546.2919,-2157.5637,-4642.5453,3511.3627,-5385.5942,-4978.6407,3792.2706,6838.4522,2556.8386,-3423.9140,-1866.7870,-1637.2298,2507.3749,-2636.5748,-1619.7254,354.1311,-1392.1671,-677.7711,351645.5941,382797.4852,364116.6982,359202.1925,365102.2523,362246.3377,368301.8541,362661.4958,-257562546.8099,-257539355.0506,-257531742.4804,-257554129.3943,364216.4530,-257547338.8051,5677.2447,3920.6072,3315.1770,-233.7345,-2355.8540,-3133.2545,2223.6019,3759.9858,4713.8093,4510.6326,526.7837,-981.5955,2448.0110,-4180.8399,-2100.7340,-5297.4193,-4450.7479,5405.9327,3456.4791,-5007.1905,4383.2847,-2953.1442,-5024.3698,4623.3560,-4561.1020,-3189.1801,5042.9850,-6115.2776,-4244.6405,1582.4699,4076.8321,-1691.2635,-6525.5150,6228.2893,6191.5121,4282.5025,63.9809,4699.5554,6082.8158,-1856.1021,-6262.5658,-1700.8378,3810.6204,5133.9928,0.0000,-5793.3935,-5572.1754,1491.9024,2173.1700,6315.9718,-1482.1717,2570.9740,2822.1738,69.5323,655.2061,-5727.8132,-1971.8025,-2147.0704,3335.2195,-3506.1411,5035.6110,-2488.5282,5015.5850,4314.9207,-2568.6483,-522.9348,-6575.7907,-1721.1682,5161.5444,-956.6139,-6534.0887,5963.5394,1727.9585,1334.3722,-6899.4849,4041.1931,4093.6155,3933.9168,-5482.8461,1840.7492,5005.0071,-4096.6091,4605.1264,4761.5971,-4050.0043,5872.3880,-3383.0348,1168.9684,3321.5257,-99.9319,4845.3420,3327.1451,-4124.8423,2547.8847,4542.7722,4439.2259,-6112.0439,6890.5607,6234.0907,-5483.1913,-81907.5127,-91225.9615,-100412.7232,-95862.0435,-101301.7731,-98454.7428,-92489.8037,-94209.3304,44151861.2269,44152624.6297,44146363.5317,44169422.4258,-94631.8612,44160569.5564,829.2803,-4040.2506,-5025.4899,90.6126,530.7504,4423.7551,-5029.6804,-5492.9852,1242.4060,4642.6497,-5361.0361,-5060.4744,2635.8708,-1939.0526,5533.6259,-4100.5287,5206.7505,4338.6590,-2498.5000,4450.3809,4776.8227,5527.3212,3920.4801,4534.8101,3380.3521,5371.3864,4584.8636,1702.9826,5378.4716,6500.9911,5530.4639,-3558.2689,-993.6964,1816.0044,2750.0901,-534.4359,4353.7230,-2968.3210,1387.2460,3106.6040,-2302.4771,2772.4370,-5413.7643,4205.1091,0.0000,-2997.5218,-3104.9686,399.5327,6058.6755,2515.3176,-5760.6515,-6434.4689,5219.6502,-3706.2889,-2019.7714,3512.4407,-2211.0550,-2787.1378,-3827.2618,1947.3636,-4730.2167,-5373.6554,4691.8460,-4865.6741,970.0194,-6262.0338,-2166.9425,2311.2019,2732.0057,-2064.6636,21.9211,866.4478,5074.1895,-5482.8105,-637.2666,5530.2392,4734.3519,-5518.2610,3079.5636,2175.8639,-4658.4756,5511.8934,3639.0766,4376.1461,3162.1763,1032.2895,2737.4985,-4569.8928,4766.4412,-489.8938,-4120.5181,-5029.1488,-5238.1055,6246.6069,4436.4830,-4640.3548,-2820.2917,-535.5802,2731.0589,-4186.8250,-118504.9178,-122003.0556,-125178.2336,-116581.8325,-119588.2987,-130225.1045,-129134.0383,-122381.8104,59201238.6396,59181451.8740,59196673.1996,59207289.3048,-123104.4061,59211739.2186,
600.000,4788.9878,-3429.7471,-1423.2659,6519.9322,5416.7487,3862.5599,5577.6867,3570.0200,-3846.4260,4007.0197,-4240.6969,-5459.8052,5524.9331,-6229.1066,-4510.0057,-2433.5578,-798.9444,2012.9057,-5021.3741,-3485.6633,4223.6297,-4231.8525,333.7961,-434.8850,-5329.0996,-4710.8211,885.0705,1686.6697,-1294.8733,3509.0731,1277.6923,5521.0327,-3209.9054,3293.8681,2100.2257,6183.3765,-4647.1372,4706.8282,3899.8937,-5464.0817,431.6420,-6751.7856,-391.4243,-44.8366,0.0000,679.4933,617.3247,6724.6048,-4335.8889,2380.7657,-4802.5657,2711.4859,5146.3263,-4715.7930,5771.4348,-2965.6128,5790.9090,-6756.7909,6032.2625,-5738.2744,2754.4641,-4575.0371,788.7448,4240.7938,-6536.0573,1042.9947,-1306.5883,-5764.2325,4980.7308,5506.8850,-3296.2041,-1914.9188,4145.7000,-4919.4930,-1148.5673,2954.5315,4295.3441,3346.7552,1001.5551,5826.5964,1717.2588,-2810.1388,-1557.3275,-385.7541,-5884.7033,4245.0208,-6391.1406,-5222.6795,2130.0160,6597.4584,3907.9763,-2559.7543,-3298.0704,-847.2405,3428.3262,-868.3272,-2991.6445,1530.7444,-836.7032,-2293.1537,353173.1721,384650.3943,365851.9129,361094.4494,367010.7492,364116.0312,370101.9799,364759.9757,-258462449.8562,-258439318.1728,-258431333.7113,-258454396.5101,366089.2334,-258447160.8761,4897.4290,5433.3267,3963.4675,-1420.1312,-3613.1004,-4819.7884,877.4242,2366.8172,5766.9107,3443.9883,2611.9776,739.6433,849.5359,-3023.6527,-159.0127,-5686.8898,-5342.8551,4669.0012,4704.9114,-4583.3810,4111.1925,-1225.6085,-5087.9149,4417.3819,-3679.0485,-2053.3282,5009.2480,-6719.7977,-3964.2510,214.4887,4388.5230,-3475.2615,-6076.5854,5035.3987,5002.3201,2974.9530,2055.1520,2927.1253,4855.4093,69.5007,-6871.5991,-524.2195,5037.1011,4619.0350,0.0000,-5360.4579,-5492.6172,-33.2540,2704.4863,5132.0397,-2684.9248,2885.2499,1601.3199,1542.6421,-711.8416,-5689.4423,-3532.5592,-1034.8325,2475.2487,-1761.5897,4582.3082,-805.9467,5914.8338,3997.0341,-1398.1864,531.5430,-6785.8559,-231.4104,4690.1571,-2422.3982,-5807.8206,6044.2486,-394.5246,2788.4673,-6510.1244,3339.2612,3702.9104,2785.9352,-5518.9326,361.3305,4858.7003,-3312.4240,5023.0871,5770.0113,-3320.6275,4726.1296,-2459.9737,2950.9581,2504.8510,-1301.3733,3224.5159,5043.2147,-2516.2589,4391.3418,2719.3371,5538.7400,-6139.7324,6350.4991,6866.0287,-5914.3614,-74481.8181,-83146.0540,-92691.8655,-88081.7197,-93609.5353,-90803.8752,-84746.9356,-86678.0468,38518188.6242,38519286.2842,38513280.7573,38535425.7384,-86899.1863,38526921.2562,-987.1190,-2602.5201,-5509.2353,1871.9783,2027.0059,3108.7688,-4007.1867,-5438.7918,-294.7633,4309.7593,-4696.1320,-4086.2406,4069.1311,-445.0837,5234.4512,-2686.0112,4326.4374,4710.7284,-765.4495,3733.5798,3614.9430,5325.6086,4525.5013,5314.8759,2136.5540,4650.8710,4709.8104,-88.6554,5503.8320,5987.0852,5200.3376,-2363.9322,822.1064,3410.5462,4151.4901,1009.1273,4713.2057,-3984.3521,2775.3968,4074.0645,-847.9000,1068.1398,-4747.2207,5143.3814,0.0000,-4339.5115,-4080.3531,-1153.0320,4692.4871,3975.6235,-4243.7990,-5722.1796,4348.3985,-4835.1780,-3580.3689,2309.7243,-735.4901,-1089.1123,-2326.2627,3232.4377,-4426.4005,-4892.3645,3496.0424,-3752.9615,-868.6298,-6852.7328,-401.7978,3814.4680,1026.4756,-3325.4006,1812.1804,2593.8241,5515.8008,-4051.8286,-2113.6665,5279.7968,3599.9423,-5407.7037,4071.1258,3705.9786,-4515.4647,5376.3387,4399.1742,3613.5883,1526.4743,2736.8448,1037.7375,-3323.3390,6105.7850,1327.9776,-4613.8919,-4011.7762,-5543.8655,5312.4876,5237.7233,-4093.0311,-1126.7871,-2290.3409,681.4545,-2793.9683,-118610.1267,-122116.2330,-125236.3603,-116785.2572,-119524.8089,-130167.5595,-129428.3748,-122072.5651,59204827.4853,59184970.0954,59199890.5326,59211154.8426,-123207.1673,59215189.3768,
