sl_100_5400_20240414 Coordinates.csv
2024/04/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:37 2024,
Start: 2024/04/14 07:47:00.00, Stop: 2024/04/14 09:17:00.00,
TIME_UNITS,STARLINK-31327 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-2299 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-2069 - X-Coordinate,STARLINK-31619 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-2573 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-1586 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-30753 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-2299 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-2069 - Y-Coordinate,STARLINK-31619 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-2573 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-1586 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-2299 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-2069 - Z-Coordinate,STARLINK-31619 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-2573 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-1586 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1171.0635,-5560.8361,-5914.2394,6027.1993,-4452.6837,3612.6957,-653.9097,-5661.5013,4209.9462,6378.7209,5927.6643,3433.9585,-2094.5820,-4248.8812,-4093.1163,-1660.8588,4486.4454,-5126.6250,-5140.0088,3779.5650,-4564.5523,4074.5392,-6428.9694,3261.1236,-152.3843,-5844.6113,1635.3160,-6544.2455,6111.0159,4906.8088,4659.9299,-9.9065,-321.0700,-6340.2855,-6629.2258,5099.0550,4085.2264,-6664.6473,-6721.3897,-5179.8624,832.7113,-4996.6396,-2450.6270,-5624.2709,6317.3055,-1671.4190,-6152.2920,6415.1530,4192.8749,-304.2855,4653.7658,4502.0697,658.8800,4857.1416,5843.9159,-4079.1584,3033.5387,5080.0196,6269.6487,-1980.4303,-6076.3971,-1700.0680,766.5499,4240.5923,-5484.7776,2305.9773,-470.6981,-1543.8931,-5832.7964,-2002.2545,6049.2757,-5917.2716,3764.5240,1098.8582,-3080.1293,5139.4229,-5930.2527,-5618.5934,-2342.3697,2114.5541,449.5558,-6244.4345,-3841.4039,-2066.4007,6259.5754,4068.2129,-2797.0536,-5070.1883,-1031.9437,-3995.0673,5208.6774,305.0251,5330.5465,3951.9316,4675.9244,-6482.7490,-4025.1733,-2647.7658,3147.5033,276.4496,265669.6911,268295.0740,252088.4634,253636.5415,251460.1819,252864.6856,260754.0217,256755.2643,-264937588.0248,-264936480.9864,-264951437.5779,-264942993.8637,257010.9730,-264940463.6204,6752.1535,4142.1583,-2174.6419,-2131.1776,-3080.4840,4597.7836,-6790.1602,-3241.7791,656.1824,1694.1941,3244.4291,2828.6211,-4962.2082,-60.0913,-855.4322,-6301.1517,3828.0649,-3288.5063,-3787.6139,5393.9777,-4935.1725,-2866.6229,448.9910,-5540.8421,-4240.5522,-3639.2832,3847.4042,1260.6064,-2193.4438,-1819.6995,-1334.0599,6762.5114,4154.9875,-2729.6939,-1396.7836,2991.6563,1347.1701,1659.4112,-198.1910,-4410.9775,5050.4208,626.3982,-1223.5088,-2853.0720,-1293.9502,1852.2606,-2248.4319,1266.6739,-3718.7586,-6792.1753,4202.6937,-2460.8830,-6840.1991,-3104.1379,2114.7337,1603.7026,-3072.4896,2011.3094,1869.8305,-5494.2925,-2906.1359,6726.7426,6397.3159,4199.0997,-3954.1291,-204.0791,6541.2214,-6590.6373,1280.8502,6348.0498,-3129.0472,3524.1113,4409.7793,6423.2863,2958.8452,-15.0550,3386.2686,796.8221,-3867.7883,-5739.5300,-6136.0694,2347.9124,1597.0108,-5381.1672,-2992.7875,4561.7494,-5642.6062,-129.5730,-4186.7295,-4703.0997,3503.5484,5277.2802,2787.3268,-1801.6811,4368.2616,144.6058,3181.1066,-5335.8520,5746.3163,5067.0838,235718.7504,215000.1255,221120.4935,227956.6035,220408.6031,224260.6819,221223.7778,224703.6431,147779949.5622,147782248.9459,147789823.6989,147792791.5176,224080.1458,147800107.1471,-435.2443,545.3412,2609.4931,-2659.3045,-4189.6559,3570.6747,-20.1955,-2387.9308,-5480.9512,2104.0167,-1584.3986,-5339.2902,-4043.8733,-5368.3971,-5533.1054,2379.4599,-3619.2969,-3292.4602,2661.5387,-2141.2636,1678.2354,-4823.6150,2519.6166,2548.6281,5490.8064,791.2983,-5537.0080,-1468.1704,2145.8483,-4560.0761,-4834.7766,-1630.2781,5319.7099,746.3572,-891.2094,-3600.7161,5425.1180,-957.7881,1231.7858,-1270.6405,-4691.5924,-4596.8904,-6396.5000,2857.7104,2524.4527,-6484.9592,-1929.6772,-1968.1306,-4108.9812,-1332.1926,2941.4954,4637.0409,-380.7827,3867.2558,3071.2803,-5370.3204,5279.4112,4288.6603,-2318.3092,3739.6581,-1630.8745,108.4566,2598.9124,3498.2585,1507.8425,-6552.4531,2199.0539,1511.4977,3526.7749,-1175.7069,-393.5567,834.7064,3768.9237,2017.9814,-5448.6329,-4664.8482,-1247.2561,-3965.7285,-5244.7915,-2673.6523,3183.4282,-1888.9304,5523.3483,3822.4031,-460.8132,3276.7372,-2873.9086,4726.6094,-5438.0079,2989.7875,-2960.0973,4511.2660,-3039.8188,-5393.0159,-2666.1845,2462.6909,-4680.1509,-3563.3149,2249.7382,4719.1915,188902.7118,186213.8977,182529.4399,191452.8747,187888.3433,177309.8455,179027.4961,186337.7853,-32640497.6444,-32617333.3164,-32628042.5878,-32640643.8884,184706.2346,-32642165.9641,
300.000,2607.0440,-4771.4495,-5696.5601,4673.9818,-4415.7198,5080.8193,-2118.4043,-5778.9810,4703.3636,6900.8057,6671.5960,5005.6087,-3778.2162,-3638.5559,-4482.7463,-3245.6353,5831.4319,-6277.3789,-6190.8033,4336.5073,-5537.0704,2168.8638,-6648.3142,2307.2458,-2248.0146,-6209.2821,3494.3500,-5604.8144,5885.8491,4309.8151,3130.5736,646.1491,1758.3661,-6331.5841,-6798.1785,6290.2861,4976.3222,-5805.4020,-6089.0495,-5472.4616,2902.5581,-4707.0472,-2303.6787,-5345.6874,5131.3399,-3548.8270,-6733.2392,6824.5432,3641.1933,-1507.8013,5853.2659,4266.2329,-583.8663,5899.1387,5609.2949,-3662.2423,1843.2553,6290.9400,5980.1638,-3791.0975,-5945.5146,-180.6800,1488.0830,5608.7512,-6244.9224,325.0770,877.5787,-2895.7780,-4591.3352,-814.5806,4970.1037,-5022.3364,4167.2265,2671.9934,-1817.4122,5140.0783,-4755.1609,-4271.6659,-4248.4658,613.0502,-1335.6968,-5943.1354,-3012.4568,-3065.2774,5541.8217,5550.1770,-4157.9751,-4885.4068,-2902.2962,-5454.1757,5440.4253,1136.0389,5034.7439,2461.0667,4884.5961,-6634.2153,-2377.1086,-3863.9527,4379.3262,2390.8977,260655.1225,263783.5665,247265.3634,248946.5697,246690.0356,248043.0115,255999.0397,251981.1289,-268099766.4736,-268098356.6560,-268113621.1137,-268104740.1735,252269.3846,-268102741.7115,6252.2336,4333.5445,-322.7768,-3064.4575,-1096.8188,4137.3848,-6302.8468,-3848.5412,-1381.8819,527.6126,1907.6911,1545.8247,-4925.5028,2040.1928,1246.1366,-6061.4922,3095.8964,-2389.6443,-2942.1238,3954.7045,-4166.8903,-3706.6463,1757.6159,-6470.3147,-3665.8804,-2092.0469,2743.5116,2662.0280,-3465.2866,-3783.7282,-2789.3789,5934.4832,4537.2865,-1407.7432,115.2217,2036.9735,-533.0478,2700.9791,1059.4195,-3047.7750,4670.8506,2726.3038,975.5223,-1186.9887,-2401.3796,2557.9379,-1119.9807,61.5716,-5270.8734,-6063.9213,3482.4261,-4246.3492,-6512.9245,-3171.6031,214.6103,3610.9773,-4756.9655,1597.6511,106.7937,-5191.0222,-1456.9374,6790.9964,6767.6694,3568.4115,-2988.8432,872.2847,5759.5131,-5606.2098,2838.1150,6676.1448,-4270.3408,4735.2562,2576.8376,6256.9046,4617.7040,-2108.1845,4130.7363,2155.0134,-3268.9594,-6522.3052,-5390.0825,3566.4117,3566.7894,-3779.7840,-3976.8368,3647.6721,-5404.1320,2005.3875,-3084.7537,-3818.5529,1626.0779,3671.6088,1039.5955,-3379.7248,2735.0780,1750.5584,4564.9243,-3755.1863,5347.1225,4795.9714,241391.6975,220470.6745,226596.4208,233321.2394,225716.6960,229595.4980,226654.7320,229567.3140,141960157.0886,141962194.3512,141969442.4259,141972594.3054,229441.7722,141980320.0231,1113.5215,2605.5866,3733.7796,-4088.0440,-5115.6816,2009.4581,1517.0980,-185.7624,-4915.0304,338.7614,-63.4843,-4566.1253,-2611.0256,-5428.8045,-5142.6303,935.4699,-2068.0634,-1674.4973,947.3030,-3678.4605,-114.1724,-5444.4898,788.9323,820.8971,5446.8394,2252.3835,-5328.5107,-2843.0693,371.1169,-3909.4186,-5411.9477,-3574.9469,4690.5974,2475.6254,665.0222,-2045.3819,4786.0961,-2666.0082,2916.7248,-2946.1820,-4238.2658,-4110.7249,-6493.6931,4234.2082,3978.9857,-5398.4415,-136.5192,-177.5774,-2690.7260,-2995.3227,1270.6257,3409.1412,-2150.4545,1832.1776,4065.5091,-4646.9072,4528.2336,2480.4855,-3523.2779,2607.8048,-3250.9437,-1421.2928,536.6808,1921.7433,-292.1751,-6886.6776,3724.9970,2875.2584,4353.4040,658.1504,-1901.8147,-710.4727,4878.0069,521.0912,-4826.7513,-4159.7473,-2920.4777,-5004.1721,-4383.0056,-1253.0420,4139.2577,-108.2221,5102.0767,4912.6906,1341.9229,2003.4199,-1187.5656,4492.8036,-5497.3919,1647.2771,-3991.2124,5786.4159,-4359.0653,-5519.5975,-4089.3011,1030.0043,-4661.7495,-4376.0938,496.8388,4394.9669,188920.2459,186207.7702,182560.1576,191358.5506,188059.0008,177457.6540,178822.0460,186436.1505,-32635005.0397,-32611618.6097,-32622488.0206,-32635469.0217,184703.2452,-32636413.7981,
600.000,3793.0462,-3478.5786,-4925.6843,2858.0735,-3982.5503,6018.8120,-3381.7346,-5267.6424,4785.7154,6739.7477,6770.2593,6108.4298,-5036.5988,-2715.8235,-4486.5590,-4509.3021,6590.8565,-6801.6783,-6622.4739,4503.5810,-5962.6807,63.6312,-6210.3518,1132.9224,-4137.8920,-5985.1639,5036.8538,-4097.3004,5056.6438,3334.8115,1315.4516,1283.6193,3629.3743,-5714.0935,-6277.5132,6854.9880,5418.3085,-4370.3290,-4834.8084,-5247.6537,4691.2398,-3978.1557,-2009.9964,-4573.3590,3442.6346,-5076.0304,-6616.1257,6526.6555,2761.5725,-2595.8022,6467.8052,3642.9303,-1791.8615,6311.7421,4862.9524,-2936.6729,511.1281,6858.6352,5135.9160,-5223.2948,-5249.7790,1369.3624,2051.3171,6412.1155,-6388.5451,-1733.0996,2178.3995,-3995.0680,-2926.0072,467.8462,3377.4394,-3637.6659,4210.4771,3968.2444,-424.2727,4683.9096,-3101.3030,-2525.8958,-5734.2894,-943.1761,-3022.3306,-5054.9493,-1940.6298,-3814.7436,4274.2910,6490.4223,-5096.3803,-4271.6682,-4519.7562,-6361.1205,5182.5307,1925.4164,4237.6229,771.2531,4652.6319,-6148.0030,-529.8370,-4748.5148,5173.5737,4272.5236,255518.2292,259159.2075,242332.5497,244145.4978,241813.5405,243111.8893,251127.0535,247140.1563,-271134125.3660,-271132400.0134,-271147959.9275,-271138637.0080,247415.9619,-271137200.4751,5124.8188,4113.7785,1586.7429,-3740.6847,1017.8591,3274.3615,-5171.3078,-4039.5394,-3261.3426,-687.2991,387.0234,158.7730,-4382.3288,3949.6316,3207.0921,-5241.1203,2078.6201,-1272.2000,-1814.3084,2110.1433,-2985.5007,-4241.9834,2883.1818,-6753.7551,-2791.1800,-325.0743,1423.9399,3820.6213,-4376.4681,-5381.8015,-4011.0878,4511.3246,4486.9986,76.9387,1622.1024,903.0641,-2327.3639,3506.0877,2240.8332,-1360.6784,3882.1898,4544.3556,3082.1550,628.6594,-3315.7525,2919.8855,123.0451,-1147.9263,-6297.8304,-4740.5234,2430.7512,-5596.6456,-5531.9214,-2871.5924,-1729.7898,5259.9680,-5967.0622,1054.2394,-1692.3873,-4407.9398,165.2763,6202.5244,6451.5564,2603.6918,-1724.8960,1768.7328,4419.5290,-4080.0194,4158.0747,6291.7220,-4993.8906,5493.9354,478.1650,5455.3124,5842.8328,-3988.2174,4500.0877,3351.5046,-2396.2610,-6590.9184,-4146.3433,4431.3747,5197.2942,-1812.7970,-4584.8015,2399.4712,-4638.3108,3945.1374,-1733.2751,-2566.4651,-424.0347,1714.8751,-852.0621,-4667.9980,811.0216,3178.0684,5543.3684,-1823.4696,4422.5994,4102.9682,246956.4333,225847.9756,231972.6313,238586.8536,230925.5203,234826.5669,231986.3149,234320.3182,136072746.0946,136074528.9606,136081442.9781,136084852.2826,234703.1457,136092910.5456,2539.4584,4389.3013,4438.6801,-5078.3201,-5474.9302,225.5986,2883.7971,2036.1586,-3826.3509,-1462.8605,1464.1924,-3308.6863,-873.5686,-4888.0500,-4203.7652,-608.4640,-294.1036,123.5395,-868.9968,-4821.2888,-1894.3646,-5484.8683,-1026.6755,-995.3337,4823.4773,3471.9094,-4552.5730,-3899.2595,-1445.0160,-2842.2696,-5389.7490,-5141.5230,3521.2830,3941.0380,2146.8107,-269.9910,3634.2548,-4089.3146,4275.9925,-4305.0825,-3333.9858,-3162.8962,-5906.9111,5156.1429,5006.4408,-3739.8076,1671.9207,1632.8585,-986.4697,-4337.5397,-536.5990,1814.2541,-3684.9994,-398.1529,4624.8703,-3426.8905,3269.5103,408.6031,-4352.8935,1197.3281,-4523.0392,-2799.3508,-1582.6427,138.3143,-2060.8755,-6493.0949,4849.6250,3931.5329,4715.2230,2415.9091,-3196.5569,-2179.7746,5461.9955,-1034.3401,-3687.2253,-3211.5162,-4282.5876,-5506.2165,-3051.2406,318.5079,4651.4368,1684.0579,4132.2177,5474.4435,3002.1016,515.9934,626.5673,3779.1840,-4972.0311,122.6300,-4597.1200,6448.1684,-5171.9524,-5055.1864,-5075.3539,-512.7649,-4147.8307,-4722.9966,-1309.3791,3600.7349,188937.1341,186201.3170,182594.8402,191259.1374,188226.0348,177610.7616,178622.6293,186395.4960,-32629513.0847,-32605907.1162,-32616939.4724,-32630301.2154,184700.1404,-32630661.6449,
