sl_100_5400_20241122 Coordinates.csv
2024/11/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:23 2024,
Start: 2024/11/22 07:47:00.00, Stop: 2024/11/22 09:17:00.00,
TIME_UNITS,STARLINK-6225 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-1896 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-31353 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-31993 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-2576 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-3809 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-1896 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-31353 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-31993 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-2576 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-1896 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-31353 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-31993 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-2576 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5814.0765,-6274.6753,-4138.6743,2167.2741,-3854.6096,-4669.8688,-4459.9703,-4137.3743,-4629.4060,879.4008,4469.0378,-1442.2524,-967.7363,4671.5862,-926.1770,-2159.9415,5411.4929,-6856.9481,-648.6575,-4900.9146,-4186.5288,1874.3370,4165.3853,-4911.4693,-2651.5853,-3291.1086,443.2922,-4443.6762,4945.3380,4183.2374,6311.4203,4304.6861,1515.4606,-5018.8118,-5738.3952,-5298.3080,228.2812,107.4429,2775.4521,-2693.6153,2858.7288,3842.4245,5791.9605,-4620.1566,-1672.3565,-4946.7432,-4753.2230,-32.8380,1829.2101,-4027.6200,4301.6287,-2668.5329,-186.9114,-2501.9347,2211.8539,-997.6816,-4025.2079,3617.6487,6454.4273,2987.7387,5488.3758,-1617.8387,-466.6003,-1252.9725,3782.6925,-170.1952,-1305.1475,4402.8014,-3411.7991,4657.8486,5079.4272,2960.6668,172.4892,-6172.0966,-2745.6836,1886.1526,4989.1074,-17.2810,1236.7620,865.6513,3490.3250,4029.8379,-78.1172,-5217.6521,2309.5619,-3886.0718,6039.9799,-5371.3344,4056.2055,-2246.5817,-872.3712,-2835.0944,6128.9853,-796.4432,-278.4846,-6821.2335,-4453.5561,4065.9375,6739.0130,-1967.0744,-308793.7762,-328004.9656,-313477.8917,-311759.0405,-314758.0338,-313503.0899,-321501.7559,-318425.2951,-76185280.7177,-76233214.2909,-76211277.6638,-76202190.8049,-316942.0552,-76203325.3434,573.9711,1413.2896,-288.5581,4926.7462,-3834.8922,47.3397,-3322.5417,-5329.2214,-3992.8070,-6060.1792,-2009.2053,-6226.9475,-5980.7085,-2065.5658,-559.9454,-2367.3708,-1110.5107,470.8941,-4361.8555,-4289.6959,-787.9500,6213.6274,135.8877,-3462.3542,4581.5025,5688.3620,-5629.9118,-4122.4874,-4688.6163,-4715.2463,1374.2231,3159.0051,-6358.8262,-787.3061,569.9640,-3616.6266,-4236.9571,5310.4448,-2768.0320,-3924.3001,4272.4164,-5794.3096,2380.8822,3393.3203,-4804.1641,-1132.1970,3201.8751,-6610.7066,102.0653,1436.0358,5273.0604,-5784.2771,6101.1000,371.7571,-3776.7626,5479.7387,-1750.6460,-5615.9407,-2148.5484,6081.5070,175.1111,6763.2722,-4736.1656,-6400.4273,5361.9651,989.3397,5230.1727,-581.5792,4452.1846,-5154.8168,1295.0525,6097.2190,-5019.4028,-1067.8122,-6010.0560,-3693.8191,1303.9839,-6204.1241,-4642.5174,6656.4376,-2786.7114,-1791.0165,6079.6845,-1443.6124,-5624.1265,3699.0538,3372.9600,-3848.9496,-5591.8595,-6209.1291,5408.7427,5690.8096,-3231.7287,-5684.2144,-4348.8431,-1113.3247,1472.8809,-5470.8750,-1405.2055,3737.8682,-206884.7417,-192035.2677,-199510.3763,-205435.0802,-197847.2728,-201467.0270,-204388.5577,-203178.2454,-93514369.2164,-93480878.2235,-93491931.3871,-93506588.1919,-204206.8314,-93512483.4906,3731.8758,-2291.3143,5525.3048,-4379.5634,4267.8359,-5154.3928,-4151.0715,-1535.6354,-3283.4665,-3263.0518,4875.2115,2639.6327,3129.8825,-4698.5933,-6862.6403,-6163.8963,-4168.3593,-855.8459,5200.4374,-2034.8229,5360.6240,2384.7772,5516.3045,-3235.8478,4446.4128,-1971.8061,-3803.8996,-3230.0589,1181.6387,-2870.7895,-2200.4724,-4432.4657,-2103.7010,-4728.1558,3814.5649,2679.4033,5395.0463,-4465.2119,5734.0048,4761.2044,-4536.2816,-152.1891,-2760.2453,-3876.8747,-4719.9772,4551.1863,-3742.7749,-1894.1130,6687.6041,-5186.0310,-1352.6258,2708.3260,3322.8583,6464.6578,5349.0474,4126.3285,5338.3904,-1871.5594,1198.0671,-1488.9883,4210.3504,-100.7992,-5060.4191,2350.8180,2240.5582,-6874.0351,4168.1449,-5314.1726,-4084.6968,302.1809,4506.1646,740.1951,4609.2973,-2757.4228,-1327.6980,-5540.9633,4606.6487,-3075.3169,4966.5789,1685.8291,-5284.9376,-5340.0134,-3321.9062,-4313.7971,-3187.9015,-4371.7464,-24.5030,2041.3706,280.6186,-2068.0589,4215.4132,2769.6342,-419.0908,3866.1987,-5378.4794,-414.2694,5084.2923,1173.0913,-690.4002,-5483.0840,118467.0230,117442.2155,116246.7301,124449.7529,121889.1095,111194.2554,111976.3517,118418.1946,46719731.8658,46739166.8566,46715387.0517,46734251.1832,118162.9655,46729124.2079,
300.000,-4769.2583,-5098.3923,-3991.6287,3715.6085,-5416.8016,-3016.1952,-4975.9057,-4678.7972,-5103.4377,-770.1457,2754.1148,-2787.4988,-2544.2097,3766.0361,1119.3636,-265.4069,5717.5282,-6216.5667,-2673.9819,-5382.8796,-4842.8225,2859.8014,4183.7529,-5196.8100,-641.6352,-2287.3220,-997.2660,-5831.1206,4088.1241,2501.3774,6782.3553,5652.9899,6.8016,-5183.0103,-4458.4672,-4770.6836,-1837.3599,2126.1188,2811.5188,-3597.9640,4604.9476,3156.7248,6636.2663,-2805.8169,-3633.2323,-5456.8512,-4406.6389,-1284.2808,3496.2334,-2597.2232,5097.4695,-4009.4310,616.0886,-2821.7077,662.7040,1046.1183,-4133.3649,1915.7528,6042.2737,4352.2114,6169.1542,-941.3745,-32.5737,-2683.5780,4644.7287,-2037.9680,807.7015,3357.5440,-2095.2749,3897.6592,6115.5609,4103.5407,-1976.0959,-5418.5193,-3593.2853,-82.1973,4338.2201,-1401.0624,-357.8382,2104.8563,2607.5636,2513.5449,1302.5697,-6257.0660,365.2925,-3253.3381,6326.3847,-5429.6224,2929.9976,-3160.2271,563.6495,-1474.5779,6119.0228,-2346.6611,-2320.0033,-6779.9296,-2935.7497,2700.6738,6332.3653,142.9190,-304534.8049,-323802.3734,-309012.2333,-307449.1571,-310421.2725,-309122.0793,-317090.2169,-314162.4275,-74120474.5166,-74169247.9267,-74147042.0346,-74138123.3933,-312593.9273,-74138607.0693,2311.0825,2492.2941,1875.6506,3470.1183,-3172.9215,1100.6804,-1295.1305,-3993.3434,-2104.3446,-6603.2087,-3219.5892,-6263.2877,-4825.9280,-3971.0069,-1548.2073,-1283.6510,-2748.1618,1645.6844,-4506.0669,-2587.2494,1192.0818,4960.1440,-2006.8164,-1513.7800,4421.7860,6464.5787,-6330.0886,-3063.0727,-5544.8981,-4869.1834,-155.2063,1665.4663,-6837.8892,1336.8529,1955.6485,-2395.2043,-4589.2091,4610.0898,-4554.9484,-1989.1023,3881.1717,-5877.9712,1292.6098,3941.7224,-3989.1749,906.5366,4742.0726,-6753.5632,1402.7015,3111.7250,3827.7576,-5554.6046,4834.0681,2470.1020,-5115.2335,5033.3219,417.5216,-5865.9559,-3294.9380,5400.7393,-1364.5331,6591.0541,-6115.6250,-5315.4824,3806.9507,-294.9342,4949.9932,-2476.0903,5843.9268,-5240.4044,-131.7035,4972.1336,-4679.7750,439.7587,-4846.3074,-4558.0805,-639.5054,-5164.1621,-5688.3398,6594.1682,-4599.0283,-3338.4691,6584.5330,-92.6710,-5469.2269,5299.4948,2163.6757,-2320.9872,-6075.4377,-4980.3553,6284.8696,6634.7719,-2724.3962,-6061.5303,-4565.3820,109.4885,2974.7025,-5686.0809,-2545.1832,4265.3116,-213196.1689,-198975.5945,-206262.4624,-212151.0914,-204485.7202,-208081.2997,-211110.9783,-210003.0972,-95155372.4133,-95122429.4304,-95133327.5409,-95147077.4739,-210893.0018,-95153485.8023,4467.5432,-3798.0387,5319.2993,-4722.5166,2897.5994,-6170.9730,-4661.2891,-3170.6401,-4205.5985,-1985.3076,5460.1514,922.4788,4089.5089,-4267.6262,-6679.6638,-6822.4941,-2764.3329,-2575.6983,4365.2428,-3301.6191,4693.0580,3873.1826,5126.0066,-4157.8586,5273.5184,-185.4835,-2298.8347,-1943.6644,-632.8159,-4244.6763,-724.0510,-3663.5339,-619.6633,-4417.1531,4907.1232,4448.7523,4763.2644,-4730.6114,4428.9495,5330.1282,-3275.3102,1952.2012,-1052.9680,-4948.3021,-4363.3141,3985.0730,-2221.7712,-104.4313,5823.1919,-5361.9657,-2741.2542,1004.6765,4950.6636,5842.4036,4602.2005,4648.6877,5522.9560,-3171.6612,-613.1337,37.5623,2826.3323,2001.0506,-3292.2826,3547.4906,3462.8545,-6634.8705,4611.9100,-5527.9403,-3098.1482,2380.6969,3223.4059,2215.2413,4546.0641,-4158.5033,-3006.2165,-5207.7436,5344.9142,-4395.9176,3909.7341,-107.4023,-4463.8434,-5522.7161,-1714.6517,-2957.7406,-4133.4846,-3036.3142,1768.7914,3596.9588,-1524.7612,-3619.1388,2827.4716,1386.5912,1813.0818,2381.2863,-4657.3727,1390.6103,5511.5598,2861.1706,1124.8410,-5449.0355,118312.6182,117324.4469,116197.6621,124238.1841,121943.6948,111253.4330,111684.5907,117841.1705,46718568.1698,46737641.2181,46713805.5504,46732623.9147,118057.4069,46727789.4389,
600.000,-3290.0385,-3398.3105,-3508.0358,4941.3651,-6433.9222,-1091.7612,-5057.1396,-4787.9769,-5124.7586,-2327.9836,791.8736,-3846.1968,-3897.8148,2537.3158,3085.0295,1604.8512,5477.7522,-4962.3486,-4404.2241,-5346.0796,-5049.7573,3604.6621,3844.3461,-4993.2635,1452.3109,-1051.9111,-2309.4402,-6633.3759,2818.7259,550.4954,6562.8655,6470.7959,-1496.5548,-4888.8869,-2759.1425,-3800.1179,-3695.7292,3959.3926,2618.9524,-4175.1792,5870.3032,2129.0286,6796.7492,-709.0694,-5252.8137,-5444.8288,-3629.7154,-2404.3696,4738.4087,-932.0294,5424.6294,-4944.1328,1419.9926,-2929.8688,-909.2412,3008.1898,-3893.5105,9.8271,5023.9532,5295.5814,6255.0166,-143.6168,450.6686,-3887.5744,5089.6445,-3634.3530,2852.7133,2033.7700,-605.3936,2719.0335,6558.2605,4848.1181,-3928.5951,-4133.3431,-4088.2677,-2012.6931,3308.1849,-2691.9881,-1880.1616,3136.2413,1516.0905,791.6606,2536.4130,-6687.0050,-1636.8968,-2331.4661,5993.2285,-4979.1743,1497.9287,-3801.1461,1914.3467,15.2540,5432.0174,-3642.5909,-4113.6024,-6067.7831,-1165.1752,1043.6975,5292.1307,2222.5247,-300153.2131,-319451.7446,-304407.6479,-302998.5725,-305946.3863,-304604.2880,-312534.0131,-309636.8931,-72020343.0256,-72069945.6149,-72047466.1493,-72038755.3548,-308104.6832,-72038563.9392,3858.1112,3357.4445,3852.9207,1707.1279,-2227.5192,2117.0248,856.1719,-2245.1292,-4.0270,-6515.9010,-4166.1557,-5681.5431,-3196.9365,-5503.0333,-2286.0268,17.2984,-4090.6286,2686.6374,-4230.3853,-606.4165,3022.0722,3213.3109,-3942.1126,601.3509,3879.0377,6579.9622,-6380.0706,-1716.5623,-5854.0966,-4584.5956,-1661.7863,42.9848,-6634.0609,3322.4164,3197.3613,-888.6364,-4525.3568,3506.4153,-5865.0654,143.7513,3129.5229,-5379.2175,83.3644,4155.6035,-2830.4260,2833.2045,5782.9227,-6211.7584,2618.6203,4493.6647,2001.2833,-4781.5824,3092.7222,4298.5954,-5974.6904,4140.2790,2543.9229,-5573.1756,-4118.6000,4196.7661,-2741.6912,5756.1283,-6828.9124,-3723.2715,1876.1179,-1623.9840,4207.9165,-4159.2994,6677.6310,-4815.7999,-1511.9858,3332.4308,-3907.9363,1943.4982,-3151.9239,-5022.1392,-2551.4607,-3632.9293,-6192.9785,5877.0303,-5963.7343,-4602.0068,6444.8350,1235.9718,-4803.0126,6367.7605,721.6327,-535.9716,-5963.9681,-3253.7996,6548.8511,6936.6199,-1943.4205,-5853.8889,-4379.3837,1337.0831,4231.2070,-5358.4378,-3444.2221,4430.2949,-219418.7453,-205825.0953,-212923.5184,-218775.8204,-211035.0820,-214602.6473,-217737.9110,-216801.1665,-96750794.8595,-96718422.8273,-96729162.3358,-96742063.1724,-217486.6357,-96748911.1707,4725.6670,-4880.0422,4540.0752,-4562.4287,1214.8263,-6536.4989,-4675.1782,-4464.6708,-4679.6267,-495.5032,5457.1460,-894.1550,4589.8424,-3382.0369,-5789.9507,-6759.3555,-1062.8707,-4019.2705,3040.3393,-4198.2880,3505.6913,4943.9207,4184.2117,-4614.4068,5532.7900,1621.3183,-534.0619,-443.2342,-2379.0809,-5163.8615,833.6964,-2503.9319,932.6765,-3635.6424,5471.1679,5746.1189,3606.9470,-4492.1487,2653.7296,5278.3738,-1652.1274,3849.2587,771.5502,-5488.6680,-3541.7119,2971.2404,-453.6683,1696.6934,4338.6225,-4910.7950,-3837.3276,-807.0113,6053.0736,4599.8015,3359.5253,4674.1464,5112.8313,-4133.2656,-2358.0298,1560.0787,1138.4227,3890.4218,-1173.9919,4364.5235,4314.7337,-5693.5240,4537.0266,-5150.1414,-1780.9415,4206.4014,1593.0943,3440.9188,3972.3130,-5097.9265,-4335.0763,-4315.9516,5508.1358,-5245.2959,2431.1431,-1889.1029,-3163.1062,-5114.4322,76.5808,-1283.7173,-4624.2551,-1374.2892,3371.3224,4764.8318,-3165.6520,-4781.1446,1134.6030,-144.7139,3851.6527,640.3384,-3436.5627,3045.8540,5346.8747,4240.6935,2818.7624,-4830.7678,118157.9530,117206.6822,116152.0652,124021.4879,121994.6001,111318.1084,111398.6805,117279.9692,46717408.7417,46736115.2533,46712227.2337,46730960.9388,117951.7785,46726454.7681,
