sl_100_86400_20240924 Coordinates.csv
2024/09/24 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:37 2024,
Start: 2024/09/24 07:47:00.00, Stop: 2024/09/25 07:47:00.00,
TIME_UNITS,STARLINK-3947 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-1109 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-32276 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-32380 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-32350 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-5882 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-1109 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-32276 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-32380 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-32350 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-1109 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-32276 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-32380 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-32350 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2970.8836,-5305.1312,517.1000,-3188.4784,-2287.6349,2225.3211,-6105.1207,-4095.0916,1551.9293,-4121.5134,6499.6324,-2872.0929,-5649.2898,3022.8527,-241.0414,2031.1110,-2212.4175,-4400.3329,-4485.0421,-83.0300,6297.8970,-138.3135,5424.0624,586.2858,562.5639,-5042.3544,-4184.6596,-5775.0466,-6291.9593,-5694.1965,5979.8997,4112.7331,6310.5537,-1957.4610,2099.4304,-6901.3736,-4423.5572,5916.3548,5748.2258,4075.9685,5503.2761,-3393.3814,6267.3126,5037.8667,6583.0993,5431.6777,-79.2653,1449.3028,3081.9238,3791.7422,-1437.5881,-1698.7896,446.3412,-4126.0264,880.0769,1206.5768,831.1033,-5722.9963,-5034.0034,3257.3559,-3380.0709,884.1296,3989.6212,1317.7832,-6909.1897,830.2768,3554.8207,514.5323,4229.6675,-3037.1697,-4997.6432,4769.4446,-3180.6828,-1592.2718,5138.4779,-5990.8608,-4045.1654,4626.5385,-4168.4545,-999.3909,4445.2880,5071.0341,1644.2747,3945.4540,-5216.9342,2363.8213,-1400.6723,-3364.6009,-3994.5537,-2906.8257,-5083.1533,-1296.2975,-2759.2989,-1351.7371,6882.4932,4040.3598,2070.3295,-6658.0556,-4702.2251,-4794.9514,-283419.4826,-275798.2175,-268608.2347,-272670.1487,-267885.2787,-270351.3827,-276988.6281,-274504.4645,-167836687.8932,-167812876.4997,-167831353.7439,-167834253.7409,-274416.0523,-167828101.2944,3019.8027,-2390.4176,4839.7824,-6025.6285,3925.3793,5400.2133,-2300.3840,2248.1557,-5972.7557,3832.8495,-495.2143,-3638.0088,49.6888,3986.6921,-2945.1347,3627.6430,953.9647,522.5463,-4235.3829,-6663.2041,-474.2414,5749.0661,-131.2628,6907.0947,-4339.8183,3497.0343,4424.7522,-3612.9427,-2887.5485,-1533.3064,3033.6303,563.6699,-2190.6759,3853.5142,4064.6419,-700.8244,1509.1508,-565.2814,3383.0617,-4893.9661,636.2385,-4879.4181,2888.5252,738.9071,2152.7211,131.6295,-998.4494,6729.0638,3922.5625,1645.8429,6657.1064,-3832.7272,3852.5150,5214.0070,835.7175,4982.9053,-6426.1123,-20.0150,1354.4061,4977.7351,2293.3476,5994.8871,-1400.9431,-4050.7525,-477.2293,-6549.3122,-3584.5941,-4133.2926,624.4420,-4176.1438,-3550.5709,-54.1354,-6084.8790,4522.5433,2356.9559,2770.0006,595.9225,-2449.3631,206.4396,-6534.8334,1366.0718,4463.9299,6028.2739,1341.9957,3531.7957,5527.0702,-5147.8403,-5662.6517,3718.4255,5268.9618,-1076.9832,-6577.8011,3145.8066,6710.3100,205.6194,960.0979,3868.5037,1753.7772,-4527.7847,4972.1397,-193630.0795,-170957.0043,-191004.3435,-195952.5548,-189434.8481,-192471.8190,-187155.0897,-189480.1030,-54839232.5905,-54813725.6757,-54863041.2433,-54849718.3409,-190973.4334,-54855001.1898,5458.9992,-3763.5259,4916.5310,698.8237,-5224.3043,3698.4850,-2109.2022,5092.4878,3160.8083,4047.2750,-2327.0655,5125.4213,3814.0199,4629.8596,-6296.2738,-5536.4954,-6524.1669,-5329.7571,-3019.2347,1920.7003,2571.6250,-3684.3962,4314.0975,-269.5236,5347.9673,3202.1963,-3326.1636,1303.3231,203.5964,3645.6853,-1712.9266,5297.2949,-1839.8145,5391.3823,-5196.5092,-1.6517,-5139.3762,-3549.0719,1857.2656,2192.3423,-3911.7172,-3581.9495,697.8319,4532.0149,-43.7862,4304.9941,6860.6690,853.6405,-4811.3169,-5473.8777,-399.1246,-5519.8893,-5772.8002,-1528.5398,6827.9587,4646.0791,2469.0145,-3894.5731,-4473.3091,-3563.3754,5316.2389,3329.2925,-5491.9967,5440.7287,390.1956,-2098.4559,-4591.7851,5522.6264,-5485.2560,-4636.3832,3238.8364,-5018.1836,-996.2064,-4994.4568,3844.3717,-2164.9766,5312.4486,4232.6244,-5533.6299,-1709.0524,-5138.8579,-952.4158,-2796.1324,5521.0909,2934.1444,-3300.3029,-4423.2596,2131.8334,-4259.6005,3247.0230,-4574.8119,1774.6924,-5399.3619,534.9835,668.7102,-5444.1425,5347.9194,839.1796,-2323.2203,785.3760,184889.1187,182630.2977,180144.9424,188559.3223,185729.4025,175057.2693,176088.4290,181105.9482,76168264.9559,76140205.7355,76171183.8346,76147686.0340,182144.2866,76158518.0504,
3600.000,-6112.6774,3924.4387,-3969.7671,4124.9385,108.8747,-3800.8130,6358.1972,428.7120,737.7720,300.1225,-3741.4220,6022.5352,5973.2439,-6202.4272,3965.2369,-5480.6240,1712.4210,5012.0197,5017.4535,2249.2692,-5889.0963,-3156.3746,-3733.2757,-2681.8749,2723.9934,1271.2861,2598.2238,5523.8763,5700.6351,4566.7397,-6227.5122,-5220.7189,-5427.4882,-2311.1245,-4767.0441,5832.9737,-186.2998,-2818.3832,-6189.9873,-2091.5874,-2564.1365,4930.8275,-5780.3317,-5664.9991,-5644.8520,-6031.4303,-4924.4242,-3357.4220,-4438.0074,-5025.0703,-1418.0933,5278.4951,-3028.9127,348.6252,1102.1159,-3880.8140,2270.3539,2895.0818,4319.2437,-5159.0521,1066.4787,-3124.9802,-3229.8831,2972.0528,5584.1618,725.0219,-551.7776,3582.8834,-938.6887,6055.6441,5068.5666,-2537.4486,4496.4798,-2720.3470,-3659.0491,3230.8622,2077.9642,-4130.2939,3683.6969,2902.4007,-3722.9328,-5885.0854,-3471.6862,-5390.9403,5452.2498,-4339.9579,3889.3283,3948.3004,3317.2326,-1179.3113,6786.2521,3474.1434,-1391.8283,-1262.8950,-5036.8990,-4273.8040,-5017.9539,4433.3427,5720.7398,2893.0487,-227006.5301,-224117.8334,-212531.6061,-217249.3108,-211644.7403,-213512.9333,-220649.8123,-217861.1279,-147863427.1552,-147849904.5613,-147851258.4003,-147862409.1276,-218348.9104,-147854125.8789,-894.0253,-1383.0485,-2197.0219,4046.6592,-6541.6680,-1666.7781,519.7886,-4677.0068,6891.0697,-5205.3317,2517.7157,2735.4349,-3281.9852,-1197.4082,198.7889,-1294.6775,-5127.2651,-4006.4380,118.1455,6326.3548,3137.3840,-2620.4650,3853.7283,-5544.6919,5774.9808,-4050.7782,-6431.4525,527.4919,866.5888,-2274.6105,-1434.7621,3648.7571,3503.8214,-4602.5701,-574.2336,-1631.6513,985.2733,3054.3330,-1902.2251,5753.0985,3275.9388,1246.2336,-80.1949,3214.9712,-136.4004,3020.2827,1711.2613,-5423.4125,188.7104,2638.7385,-5756.3728,1695.5631,-5.3890,-5212.2442,-5360.7752,-5635.4734,4660.5237,-2960.1560,-4996.9277,-4591.2682,-6214.2539,-2797.3077,5167.5352,4353.6257,-1910.3457,6513.2523,6406.7787,4381.8081,2555.1081,2205.8953,-297.2278,3839.0705,3446.6207,-3683.8205,1925.3149,137.4773,-5323.0364,5313.6667,-4293.6045,3474.2995,2930.9570,-1761.6790,-5599.3074,2364.1941,-3818.6553,-5163.9385,1712.0821,2400.1152,-6061.3209,-3945.9701,-1026.0755,4111.6055,-5313.1823,-5959.0983,1632.6783,3597.8003,-719.7995,-3623.3401,3341.2179,-3698.3776,-260499.0315,-234194.6665,-254937.6120,-258145.1836,-251355.7907,-254519.7205,-250442.9288,-254451.6695,-96428248.9258,-96402505.4071,-96449144.3214,-96446495.7889,-253351.3857,-96444803.9433,-3122.8398,5525.7920,-5239.4937,3676.6103,2240.1767,-5541.9991,-2513.3246,-5086.9574,293.8665,-4579.4329,5235.8638,-2036.7765,-317.2666,-2579.1476,5699.5134,4008.6592,4364.9635,2599.3441,4676.8497,1736.7906,1411.4637,5444.9719,-4401.2162,-3196.5228,-2671.6039,-5478.3482,-90.6535,-4167.3056,3827.0248,-4704.1939,-2658.4685,-2208.8815,-2504.5861,-4626.6492,4970.5477,3374.2747,6861.7180,5520.0836,2447.4872,2806.6674,5340.5447,4709.4322,-3839.1985,-2032.3571,4000.5473,-1623.7585,-4593.2801,2719.6585,5303.0095,3832.1188,-3379.2382,4140.4296,6250.1557,4379.1544,-4279.9189,-1082.0333,-4613.6389,5531.8470,1867.3569,-590.5677,-2312.5419,-5508.6943,3281.4174,-4488.3130,-3649.7179,-2248.3044,2272.7093,-3998.6680,6389.4387,2558.9828,-4730.8911,5155.3290,3994.5453,5175.2629,-5457.8899,6134.6339,-3528.9768,341.4862,3985.4634,5098.2828,5040.8455,-2971.9208,-1853.6209,-3656.7383,2001.6575,-1224.3248,5458.3711,-5165.9904,344.5245,-5469.6803,865.4548,-4379.6051,4042.5136,3159.3436,-4460.0900,3940.4576,-4725.7221,-3920.7050,-2028.1275,-5130.4924,185689.2571,182732.8376,181235.1719,187238.1891,187722.8610,177633.2646,174441.6034,183709.5610,76146606.4508,76118767.6079,76154697.8682,76128799.4612,182406.4677,76139069.9912,
7200.000,6778.1160,-2414.5509,6519.9142,-4102.9411,1427.7589,5254.8721,-3657.9856,2424.9861,-2846.7245,3185.7391,44.7085,-6397.2338,-3374.1467,6501.2729,-6645.8953,6905.4438,-1871.0058,-4123.0254,-4595.6612,-4035.0120,2458.6854,6007.1067,1702.2152,4562.9556,-4238.8122,2944.0175,-34.0007,-4105.8849,-3367.6070,-2860.0915,4128.4505,3505.4600,1996.3076,5064.6744,6389.7005,-2888.0225,5204.0096,-518.6935,4365.2216,-2015.9431,-436.9428,-5760.6547,3825.1917,3908.2637,2935.5162,4630.2204,6921.9048,4718.0865,5355.5725,4754.3720,4423.2418,-6921.5186,5718.6498,4076.0239,-3812.0074,4648.5004,-5320.1507,-14.2307,-2160.3534,4946.7090,1190.5108,5404.6790,2074.9275,-5580.1670,-2521.6104,-2617.1763,-2097.7649,-5755.3457,-1092.1807,-6856.4043,-4433.9266,644.0884,-5163.7665,5943.4929,1910.0530,2215.6596,95.7779,838.0090,-2814.0515,-4840.5586,2929.2089,4395.8548,4017.8637,5346.6420,-2609.7832,4407.3643,-5993.4177,-4361.0930,-1292.0627,5302.4110,-5554.2794,-5384.9856,3890.7787,4125.3528,1452.4029,3500.8522,6629.8739,-686.3712,-4661.4497,1295.0247,-154784.4923,-158269.5872,-143094.6816,-148317.3747,-142027.1847,-143858.2574,-150019.9487,-149233.2935,-117803186.3961,-117799071.6410,-117786714.8266,-117798199.5041,-148497.0032,-117792822.6209,-731.2913,5174.0507,-66.3652,356.4413,6430.0152,-2200.6815,2246.4031,6194.4299,-5213.0225,5695.9516,-4876.4106,-1203.4380,4835.2198,-1502.8458,909.5591,-431.2504,6689.3916,5298.2773,4045.4638,-3581.7068,-4650.3135,-648.4935,-6470.0131,2216.4861,-5200.4735,4481.5313,6021.6368,3293.1398,2455.3725,5600.5783,-1465.3988,-5015.4997,-3997.5578,4613.5805,-2061.7837,4176.3501,-375.8416,-5565.7562,-1045.8966,-3517.5209,-6303.1636,2421.1537,-3425.2913,-5219.3926,-2968.8053,-4743.1859,375.5409,2020.3846,-3566.6393,-4912.6538,2389.3582,-48.8296,-2412.9021,3786.6668,5746.0877,4038.7292,-1998.7382,5816.1643,6195.3545,2126.2658,5978.3236,-775.6705,-6543.8090,-4025.0976,4427.7898,-3748.8403,-6250.8521,-3853.5064,-5834.9517,-80.6072,4133.5941,-6559.5899,549.4354,2810.2070,-5781.4698,-777.5245,6545.7378,-4816.0258,6328.7656,957.3667,-5990.7502,-2355.1526,2048.2049,-4377.4811,2804.9146,1971.2704,1423.2955,1935.5682,5659.9459,2180.6071,2390.4922,-496.2912,5601.2439,2872.5086,-3992.8007,-5865.7239,-1614.0627,5112.9023,-284.8792,2119.5719,-310964.2381,-282599.1928,-302766.0778,-304181.6624,-297469.5172,-300339.5801,-297644.6468,-299038.3723,-131415164.0662,-131391772.6744,-131429949.3686,-131440224.7103,-299843.2131,-131432092.3592,-1187.2440,-3927.7064,2326.6972,-5485.0967,2108.6131,3915.2803,5332.4357,1891.9790,-3588.0977,2344.5675,-4914.4667,-2351.4677,-3436.8852,-1424.6834,-1832.0641,-14.3327,295.1953,1694.7402,-3112.3514,-4364.4397,-4348.3780,-3184.1641,1826.9950,4723.0334,-1698.1311,4372.9755,3436.0032,4510.5040,-5537.6361,2920.7873,5343.9123,-2828.7316,5280.9001,956.6654,-1678.6547,-4730.3348,-4587.5709,-4084.1947,-5281.0676,-5388.8424,-2462.8053,-3017.0585,4656.0541,-2010.3529,-5532.6399,-2051.1765,-412.4762,-4670.8519,-2570.8144,485.7869,4603.3170,-251.4657,-3136.6677,-3954.0772,-814.0499,-3177.7480,3969.7615,-3754.2447,2014.1145,4353.2783,-2820.3538,4238.4557,912.3050,716.0679,4699.1798,5193.9143,1742.1696,-5.1066,-3623.0026,1043.1619,3364.9818,-2112.1335,-4603.8953,-2163.1890,3110.8220,-6540.0248,-1491.9618,-4643.9378,-21.4366,-4723.2717,-1878.6283,4646.2286,5134.6159,-478.1710,-5804.1792,4854.1770,-3172.5851,5009.7802,3753.1474,3724.0266,3352.1037,4336.7428,293.7942,-4680.6449,5449.3049,379.5828,1180.3633,4629.7823,5103.8336,6485.5206,186339.6653,182815.4426,182621.9620,184952.4258,189200.1630,181106.8885,173528.3961,181204.8548,76124448.5987,76097426.1209,76136286.1317,76112309.0689,182651.3050,76119610.6622,
