sl_100_5400_20240103 Coordinates.csv
2024/01/03 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/01/03 07:47:00.00, Stop: 2024/01/03 09:17:00.00,
TIME_UNITS,STARLINK-3343 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-2069 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-1414 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-2069 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-1414 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-2069 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-1414 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3818.4291,3490.0747,6455.2473,-3718.4943,6202.8484,4180.8336,1982.5571,6796.2886,-2567.3864,-2900.7056,-3809.2701,1237.0574,-5457.1990,925.5225,-2588.7028,-1846.8974,-3106.1399,9.4739,-4250.6135,-5374.0446,-654.1272,5431.0110,1935.6096,5973.6405,5405.9979,6741.3931,-6842.5647,6731.5883,-2754.4780,5517.3294,-4594.4236,-124.7532,3241.3287,-3543.8868,4635.1066,1589.4237,-3959.5828,-6720.2332,3711.9619,5411.1023,3285.6642,2986.4117,-4529.0148,-1425.5329,5179.1388,-2989.4946,-3959.1148,-6483.5444,-4274.0769,2070.9835,-6750.1300,-2199.7201,-1376.2453,-4474.7646,3348.2864,-6222.2110,289.6617,3785.8449,-2976.0351,-54.1887,2969.1692,-2146.3055,-5247.1904,-1989.2628,994.0140,3089.9510,-5561.8537,2342.7786,-3665.6559,-3796.5004,-3992.3816,-3947.4343,6287.8354,4126.7639,4929.3393,-6152.4175,2047.0807,2233.3214,4298.5797,-6447.8232,-2052.3165,-2911.5089,3639.7483,4795.3406,-1401.2511,5531.3707,4423.2829,4453.5211,-1672.4456,3264.6767,2392.7131,1005.5539,3022.8822,-6885.3974,-5055.7557,5845.8069,-3967.2830,4243.3751,5652.7933,-2006.5691,-324172.0831,-344117.5993,-331263.7693,-324288.7279,-331202.2661,-327595.2852,-332121.4631,-326872.0661,-213319445.2556,-213384884.9409,-213336483.1460,-213326829.9309,-328563.8891,-213337384.8761,-1695.5515,-3850.2644,-1390.5980,-3111.7196,488.9306,348.1032,-5998.2150,-1439.1339,-2518.7717,-4995.1804,4193.2954,-6766.1551,915.6707,5207.2422,-3310.8807,4856.8841,3148.2985,-6111.0492,1308.8849,587.1875,-6815.6652,2920.0531,5375.2715,-3516.1037,-2064.5699,1020.3978,-903.2097,-152.0427,-4255.9228,-1595.0106,335.3444,-3397.6161,2618.1154,5664.4151,-4707.0582,-3843.4104,2912.7896,-749.1511,1460.4085,335.7676,5256.1795,-6137.5626,1160.4005,-4702.0170,931.9920,4815.0204,5234.4194,-156.1429,-949.2304,5952.5068,-1504.4625,-6021.6449,-5252.8400,-4897.8690,4854.7833,-673.0700,4528.7411,-4082.2991,5730.2797,-4661.0956,-5553.2388,178.2207,3239.7582,4197.5674,5229.5344,-2996.4207,-1035.2988,-6350.5687,2690.2395,-4291.3781,3754.8785,-3535.2955,2528.2120,3930.2445,1196.1096,2324.6679,4628.2918,833.1000,2705.3608,-2452.9421,4296.4388,5537.9733,-4245.8238,-1694.5163,-3997.7837,-3947.7096,-5141.0852,-1328.1150,4977.9834,4629.4603,-4651.0194,1703.7840,2775.8294,-656.0212,1659.1052,-236.7474,-4715.8425,4626.9049,3853.3038,-6368.4032,-230266.1941,-232687.4226,-228602.0930,-230939.0769,-227575.7639,-229726.2492,-236811.0244,-234306.4588,252099964.0069,252116979.3040,252100720.3046,252101754.3685,-233638.6599,252108665.4427,-5520.2851,-4593.5078,-2196.4982,-4967.1628,3073.8982,-5510.1689,-2879.5500,-266.2219,-5954.9669,-3850.2886,3985.9747,914.4194,3848.3230,4351.1519,-5506.6411,4470.6022,-5328.5366,3285.8432,5293.7088,-4329.5857,1004.0000,3140.3672,3928.9613,-362.3905,-3615.5204,1365.0879,-552.6828,1659.3222,4730.7189,-3898.7020,-5214.0265,-6067.8432,5518.0956,1859.3658,-2069.4837,5538.3388,-4878.6135,-1190.8127,5678.3698,4136.3903,-3151.1537,-1253.0958,5090.6807,4884.9674,4481.2877,4016.5366,2248.9939,2131.9637,-5384.9088,-2915.0351,501.8594,2614.2883,-4141.2409,-1969.1452,3642.6952,2984.4569,-5295.0462,-3949.6857,-2499.1473,-5118.3441,-2964.9476,6618.6558,3168.4642,5118.7971,4445.1223,-5425.1132,-3893.6929,-1174.7097,5204.5522,-3715.4452,-4128.7199,-4487.3281,-1444.3626,-3966.2510,4725.5770,-1826.4788,-4611.6671,-6532.9408,4716.8999,729.1156,5023.8828,2702.7987,-4117.0498,4691.2992,-5478.7331,799.9518,-1404.7184,-5140.1185,4537.8727,-4014.9624,4533.5214,-6663.6486,-5460.3198,-468.9350,-4419.1141,3718.9353,-3195.0921,-2940.6403,-38.5641,-751.6731,-101.5269,-546.7765,-2099.3737,7090.7729,3067.0311,-7426.9282,-5277.7294,-46.6381,-147077692.3157,-147085107.6177,-147100276.4671,-147085687.9919,152.8961,-147082146.0335,
300.000,2993.1961,1476.0890,5341.6458,-4108.8993,6744.5282,4444.0546,493.9877,6399.8619,-4433.9188,-4645.4297,-1899.3712,-262.7986,-5795.7599,2628.6792,-3980.0701,18.8698,-1973.2566,-1705.5136,-2878.0591,-4057.1901,-1808.1235,5476.4215,3415.7575,5150.3119,3924.7561,6254.1323,-6521.2058,6018.8656,-3627.2990,5315.4495,-3555.3928,-1628.3053,4299.2118,-2268.6855,3877.4513,-428.1897,-3414.3761,-6210.2676,4924.2041,5808.0182,4214.6425,1599.4482,-3112.5603,-3302.2961,4350.7684,-2787.2044,-2787.8411,-5746.4305,-4024.6594,3719.2284,-6805.2547,-3533.8950,-3326.8270,-5509.3874,5004.3801,-6670.1073,2209.1787,1808.9502,-1972.1187,-1949.7790,1761.6496,-185.3434,-3618.0482,-522.8210,3004.8229,1863.6588,-6213.7075,889.3707,-2926.0257,-5378.6304,-2060.4323,-4216.8517,6772.7968,4818.6476,5238.2915,-5654.9508,3179.9492,2810.4075,5169.1803,-6519.9534,69.5669,-1555.0053,1654.8768,4839.6785,-3433.7190,4365.6288,3514.3046,4419.9432,284.4603,4335.9684,1228.9647,-917.0742,4422.8480,-6541.4820,-5168.3590,4902.0557,-5455.3941,4567.4072,6034.1680,-3013.5805,-319547.7834,-338989.0551,-326099.6727,-319252.2106,-326211.2287,-322559.8321,-327010.1293,-321809.6769,-218769933.0476,-218835533.5523,-218786454.4641,-218776990.5379,-323521.5816,-218787857.0532,-3654.7395,-4163.5257,-2461.9253,-1042.0471,-824.5936,-1752.7057,-6755.5602,-1986.6968,-2432.2465,-4357.2453,4382.1168,-6907.1530,2512.7093,5560.3702,-1642.4178,5720.9624,4833.6561,-6419.0369,2983.5208,2074.4527,-6101.8837,990.8762,3942.5418,-4421.7839,-3461.2880,-301.8244,352.2290,-1687.2759,-2381.6601,-3453.2962,2208.4243,-4585.7815,719.8857,6546.4287,-5724.9760,-4577.0097,4702.2432,547.8591,2624.3116,-1590.5456,5408.9068,-6744.8898,2759.9282,-4775.6055,-914.7193,5991.2283,6306.2334,1469.9424,1203.3906,5651.2715,-292.6342,-5888.8484,-5026.4854,-4180.3070,4110.6570,956.7014,3564.4015,-4765.3524,6590.8512,-3677.9358,-4845.5070,-950.6263,3871.2499,5496.0484,5047.8306,-4666.8761,736.6078,-6800.3946,4538.2810,-3320.2182,4120.6872,-1538.5194,1408.8923,1988.5410,-919.4414,3807.3288,2897.5171,-1276.0257,739.2053,-872.1664,4199.4037,6508.8596,-4885.1156,-3510.3917,-3474.0033,-4615.5793,-5952.1241,-3289.6249,4444.5169,2859.2265,-5983.1121,499.2232,1133.8638,587.0448,3390.6751,-2028.6730,-3846.6809,2957.0412,2654.0346,-5460.3749,-237081.1652,-239869.4112,-235450.3148,-237913.9791,-234454.0301,-236561.3602,-243738.3831,-241135.0324,247382649.2898,247398556.5828,247383143.2335,247384809.2183,-240560.1253,247391254.6820,-5060.1297,-5347.2551,-3722.6759,-5496.3413,1424.7870,-5013.4050,-1516.5458,1843.8132,-4776.3667,-2758.9317,5014.9551,-629.7733,2356.9132,3017.8504,-5426.1796,3777.8043,-4548.2041,2014.8583,5533.3138,-5216.2860,2711.9938,4109.6587,4566.3367,1438.9387,-4378.9833,3022.5184,-2305.3240,2998.0172,5407.1809,-2827.2189,-5555.1676,-4968.8697,5368.1843,358.5609,-295.9831,5181.8698,-3765.9907,-2879.0938,4129.3984,3203.5511,-1146.9475,283.8272,5519.1269,3784.4549,5290.6629,2150.9756,788.3034,3377.2872,-5524.3347,-1559.0544,-1307.6407,895.1054,-3208.0328,-188.1021,2477.0521,1643.1277,-5571.5290,-4540.5368,-765.6933,-5531.3375,-4676.2583,6891.8199,4468.1853,4162.4640,3688.6399,-4764.0865,-2829.0333,372.2869,4316.2323,-2582.2202,-5085.3492,-5298.0292,362.2671,-4586.8704,4447.9114,-311.5172,-5326.5561,-6231.2415,4559.0481,2196.3546,5501.2964,1301.3965,-4650.3468,3487.4155,-4908.7060,2535.5389,403.7142,-4201.2848,5321.6895,-4608.4924,3261.2512,-6872.1265,-5079.9853,-2223.8901,-3101.3227,4460.6012,-1900.3298,-4297.2201,-1836.1504,-2503.6883,-293.6959,-695.1140,-2214.3443,6868.9691,3109.1528,-7419.7927,-5625.1908,297.6100,-147077096.5532,-147084954.1945,-147099680.3824,-147084961.7783,15.5348,-147081793.1284,
600.000,1927.4033,-688.0604,3710.0189,-4158.3088,6627.2628,4322.3409,-1027.9691,5348.0714,-5842.6874,-5934.7158,212.5586,-1743.2482,-5528.3340,4038.9062,-5024.3147,1856.7067,-693.9546,-3239.6279,-1265.8826,-2370.8047,-2813.2116,5023.8870,4604.1339,3811.0834,2061.1741,5165.9295,-5559.1739,4730.8050,-4202.6905,4624.3594,-2221.3853,-2918.0016,4981.9999,-777.3367,2737.2426,-2376.9376,-2573.4148,-5077.5545,5570.0702,5637.5740,4704.1999,55.0258,-1428.3400,-4834.3617,3136.5802,-2328.6190,-1354.4140,-4438.4522,-3442.0225,4998.4412,-6191.5169,-4509.5077,-4927.9723,-5994.6928,6169.5289,-6478.5651,3947.2501,-348.6294,-780.7683,-3687.7741,328.6328,1840.2922,-1625.1619,954.1754,4714.9515,502.5309,-6261.6225,-656.4656,-1944.3193,-6411.7722,88.6412,-4132.3617,6587.6590,5090.8415,5081.9594,-4583.2151,4044.8868,3181.6745,5578.3839,-5971.0172,2196.0505,-52.5317,-485.9790,4438.9605,-5130.0433,2736.3048,2252.6808,3994.9032,2243.0709,5032.6878,-20.3252,-2687.8904,5406.1734,-5556.1562,-4795.7634,3512.7167,-6411.0702,4486.7168,5807.2572,-3722.0170,-314791.6699,-333708.9503,-320789.2424,-314068.5437,-321074.4290,-317382.5397,-321750.6262,-316728.5332,-224116141.2787,-224181875.7183,-224132135.7600,-224122902.4518,-318333.4533,-224134045.9613,-5266.1101,-4127.6068,-3335.0084,1128.0141,-2041.5074,-3663.9304,-6862.9177,-2356.2764,-2162.0412,-3324.2826,4192.8902,-6381.0938,3817.9329,5369.5255,147.1884,6038.0290,6057.0835,-6117.9065,4404.8434,3406.9787,-4782.6882,-1053.0445,2149.9638,-4905.7442,-4546.1493,-1626.7450,1598.2287,-3087.0043,-286.7538,-4965.3306,3901.6918,-5353.4256,-1217.1122,6794.0101,-6172.2114,-4911.0906,6020.9669,1820.9573,3551.3997,-3334.5293,5022.1943,-6700.3320,4132.2231,-4416.2725,-2708.2776,6549.4003,6766.2575,2977.2313,3247.1153,4815.6268,962.5322,-5178.3121,-4319.1077,-3048.5279,2991.5037,2479.2629,2308.9880,-5009.4882,6795.0854,-2382.9709,-3687.6841,-1892.9216,4171.0174,6270.9553,4412.4048,-5897.2170,2412.6179,-6571.9356,5938.2758,-2036.9984,4125.4259,616.5067,145.9120,-142.0583,-2934.1168,4899.7182,891.7933,-3230.5400,-1277.3857,811.6754,3748.2456,6814.4301,-5099.1568,-4959.4248,-2662.2282,-4833.9904,-6175.0356,-4911.3967,3527.0723,825.7729,-6730.0594,-838.4947,-581.5529,1796.8567,4764.9781,-3656.2909,-2623.3293,978.7400,1164.6831,-3953.0256,-243814.6392,-246938.4271,-242191.6559,-244780.9174,-241229.5691,-243288.9965,-250551.8379,-247815.6650,242547522.5729,242562318.8858,242547777.4330,242550074.0873,-247372.7657,242556032.9132,-4057.4254,-5531.1654,-4855.5165,-5441.2106,-376.2917,-3979.6421,8.2494,3757.8961,-3092.8365,-1373.3855,5506.8606,-2106.7613,591.4058,1350.0537,-4765.3033,2667.4256,-3280.2404,528.8635,5177.8648,-5544.7152,4127.8975,4636.9813,4715.9188,3086.5580,-4651.9458,4359.3342,-3810.4678,4015.9228,5506.7880,-1454.2337,-5309.3687,-3344.4415,4641.1311,-1180.5949,1509.3548,4270.9836,-2249.3529,-4250.4761,2140.8168,1911.0246,979.0282,1790.3880,5353.3672,2278.9578,5530.0786,56.7482,-756.5891,4244.2430,-5076.2421,-36.8447,-2977.3180,-920.2603,-1915.7912,1613.1841,1046.3808,126.0588,-5263.8401,-4623.5017,1050.1212,-5351.7079,-5894.0683,6439.8484,5290.2457,2757.7281,2538.3758,-3592.5022,-1452.9536,1878.2588,2962.7621,-1159.8272,-5482.3338,-5546.0243,2129.9718,-4719.7643,3695.1282,1238.3969,-5451.6330,-5271.4921,3914.0158,3428.6811,5388.9356,-246.5434,-4689.4451,1908.7587,-3812.8018,3988.6967,2168.7095,-2812.7303,5539.2341,-4712.0248,1638.8310,-6354.8327,-4132.8923,-3740.9397,-1449.3342,4725.4159,-402.7861,-5194.7478,-3429.3876,-3961.7907,-484.9369,-843.3671,-2325.0691,6642.2357,3147.8437,-7407.3088,-5966.3950,621.5711,-147076502.6004,-147084800.3496,-147099074.9543,-147084229.7293,-121.8262,-147081439.9095,
