sl_100_5400_20240506 Coordinates.csv
2024/05/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/05/06 07:47:00.00, Stop: 2024/05/06 09:17:00.00,
TIME_UNITS,STARLINK-1485 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-31767 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-11166 [DTC] - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-32184 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-2518 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-1094 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-31767 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-11166 [DTC] - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-32184 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-2518 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-1094 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-31767 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-11166 [DTC] - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-32184 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-2518 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-1094 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6639.3826,1096.3667,4053.8478,-676.3558,-4093.0782,-4268.7414,1710.7735,4197.0578,6880.3692,3920.4100,-4748.5901,5251.4251,6086.8366,-5083.7721,6286.5490,4443.2684,4138.2824,5299.3468,-6442.4948,4810.6388,-3443.8128,1060.5475,-5161.7478,-3391.7247,5727.8943,-904.8847,-4535.1814,1935.3230,-2497.7300,-2249.6841,1657.5374,-5526.2672,2255.8297,6175.5049,5612.9326,3557.0941,-5763.5906,2043.9760,-4522.1152,5985.8326,-1933.8740,-2145.1056,-4037.9458,4793.4226,-4248.0020,-4434.4562,605.5322,-3663.8593,0.0000,5666.4320,-6377.7709,4367.0387,3381.2392,-338.6582,-3211.8832,1682.7754,-5838.0814,3798.0359,-4121.0611,-1732.7366,-5074.6879,4217.2762,1493.2874,3984.7756,5179.4463,3913.4711,-5385.1471,1939.7915,-459.1290,1475.1424,4956.1860,2973.8392,-2273.0882,63.2153,1806.0603,-6935.1466,-6636.1321,-368.8245,-3231.9361,-923.4885,-702.2893,4317.9722,-4805.0139,-4869.3118,-4995.1896,1045.7663,5797.7444,1496.9567,4700.9738,3700.1277,-371.5581,5396.4355,-921.7263,4613.1352,966.8675,5751.0612,-5565.5908,-2550.9043,2001.3129,5037.2233,-288328.3523,-268375.8998,-285561.1297,-286520.0856,-285764.4972,-285885.0878,-277424.1863,-281437.3899,-269232518.8911,-269221286.8699,-269214227.6907,-269222049.6250,-281948.3625,-269218260.6543,-1654.5236,-5881.4305,4410.8873,-5510.1293,5285.5623,2462.4006,3775.8432,-4027.3037,-711.1183,4721.8315,3870.5837,-4457.4162,3015.4069,1079.0079,-1863.4003,-318.6739,-4799.7925,-3971.3089,1390.2086,-3622.7929,5889.7624,4248.2643,1476.5815,-3789.9053,-2709.9528,-5077.1625,4294.1128,-6657.8748,-5328.7094,-6537.9255,-6561.1747,3189.5254,6187.6296,-776.3255,-503.2145,4765.0639,4.5016,-5597.9344,4736.5511,3465.7827,-6261.1978,-4881.2475,4759.0536,-4038.6601,-4371.5777,3835.6520,727.2003,-2834.3251,0.0000,-2233.1078,-957.3008,100.0766,3338.2022,-4548.0185,-3934.7458,-6131.5494,2483.5590,-5099.4098,-4706.8781,-3834.8635,-2285.6822,-3918.8624,-1859.6250,-3760.4016,-901.2749,-2304.7114,3637.6461,2009.4761,-4484.0788,3888.6198,4450.7661,5625.2062,4334.2189,-6385.4401,4316.4563,-50.3751,-1538.6128,-5738.4446,-1711.1717,6194.2997,6591.6944,-3061.5617,1459.0328,1006.6536,-2986.3225,5913.6030,141.9917,4150.3963,1046.1558,-2574.9914,6405.3759,568.0378,-5355.7716,3959.8237,-1197.6463,722.6322,3606.1129,6030.6255,-4064.3657,3812.5098,226346.9119,218068.4634,217625.1900,224485.0218,216633.9376,220714.7015,220842.7665,221642.8878,114868891.9225,114852885.6043,114841977.2336,114863831.9872,222098.6183,114855462.4654,-1106.1720,3488.3097,3474.6304,-4174.0666,-1809.2357,4481.8236,5529.6406,-3788.7447,-394.9304,2972.0427,3206.1532,-671.4741,1406.7022,-4575.9158,-2275.1311,-5299.6026,2603.8760,1251.2975,-2112.2894,3435.2791,99.1614,-5244.7168,4372.0679,-4728.9490,-2789.0112,4630.6492,2993.9445,-292.3307,3653.3297,-298.2065,1081.5278,2413.5380,1792.1240,3103.2915,4028.2033,-3196.0274,-3653.3433,-3329.8454,2228.2924,204.9615,-1905.3280,-4425.2072,2995.8144,2942.5271,-3301.0352,3699.1547,6879.3830,-5147.0457,0.0000,-3082.9040,2522.0928,-5394.0933,-5082.9064,5195.7399,4727.8073,2720.4073,2517.2579,2741.9152,-2950.5946,5481.8608,-4149.9657,3867.1154,-6538.2704,4246.5232,4517.2224,-5226.9390,2211.6522,6354.9828,5238.6279,-5540.0639,1864.8252,-2717.6981,4892.5621,-2538.4409,5106.6287,-130.6559,636.1075,-3762.4686,5901.4389,2973.6229,1969.8232,4161.7679,4671.0411,4673.7774,-3627.6371,-3513.2757,3365.3806,-5217.0564,-4844.3060,-5268.5182,2316.9492,-4328.9219,4276.8333,3268.6765,6762.2742,-3819.1276,-1886.4747,-2310.0946,-4993.5689,2835.5976,56315.3466,57644.7431,53963.4738,62827.6653,59358.1116,48766.1763,50392.5168,54428.3598,2979823.5179,2958490.9554,2965448.8229,2988530.7177,56123.4347,2985631.5239,
300.000,-6877.5981,-529.5222,5445.6116,-2284.3408,-2617.8631,-2781.9051,3630.2601,2301.1904,6515.5569,5392.0973,-3037.9294,4079.7936,6740.7506,-3627.3108,5980.4148,3484.2059,2489.2794,3995.9554,-6377.2198,3042.6466,-1982.4553,2830.4691,-3611.0361,-4870.7104,4258.7157,-2880.6375,-3920.9432,428.9570,-4037.7403,-3292.1513,462.1922,-4872.6406,3474.8512,4857.6992,4335.0365,4050.8266,-4882.1491,71.9131,-3770.6480,6334.8709,-3232.3809,-3193.5440,-2323.6814,3133.9302,-5575.9910,-2581.6362,-1434.7123,-4092.3968,0.0000,5301.3612,-6875.7456,4739.0275,4915.0908,-2218.1044,-4751.1222,131.1434,-5614.0096,2135.8030,-5394.2950,-3710.3922,-5141.2377,3205.2252,-183.9576,2077.0330,4978.8813,2155.4296,-4612.0114,2460.7169,-2443.8675,3375.9198,5202.0549,4296.5989,-173.1756,-1556.2931,3197.1349,-6583.4895,-6404.6865,-2213.4226,-4992.2568,876.6645,649.1245,2410.8756,-4028.6780,-5144.3066,-4789.6037,2279.2193,6346.4591,3103.4952,5686.1420,1876.3627,1223.1979,4874.3812,-2580.2218,5877.9945,843.1494,5129.8916,-4433.3419,-1152.0294,526.3640,5060.2341,-292926.1577,-272802.7657,-290277.1139,-291073.4949,-290370.8585,-290548.6894,-282063.6891,-286199.2394,-271674095.2723,-271662838.2823,-271655337.5997,-271663912.7875,-286548.4606,-271659741.3722,-464.6196,-5067.4954,3839.0272,-5941.4105,5434.2713,4088.9995,2810.4319,-4759.2141,-1879.3993,3848.8377,4284.9163,-5044.5798,1641.9724,2501.8484,-3422.7602,-2255.5484,-4937.8327,-4558.0299,2662.4793,-4506.9084,6369.9900,2975.7526,2740.4261,-2260.8882,-3503.4056,-4215.4973,5556.3759,-6811.5760,-5218.5628,-5895.1663,-6799.1659,4679.2423,5877.4618,-1360.0368,-1948.9612,3031.4260,1847.5262,-5369.4837,5783.3914,2287.3124,-5089.3973,-3172.3556,4867.5547,-4427.3606,-3753.1255,4645.0092,1703.6652,-738.2943,0.0000,-3921.5850,277.7306,-1921.7001,3466.0100,-3499.1733,-2458.2500,-5539.7467,3807.5637,-5113.5353,-4134.9025,-3095.2269,-195.9428,-5485.7753,-3240.6719,-4663.2437,-2935.0654,-3544.6892,5033.4130,-135.8667,-4757.1012,2853.8568,2974.0242,5326.3043,4244.7133,-6598.5604,2694.8906,1442.7616,-236.6400,-5943.0575,-1124.0710,5592.6049,5903.5084,-3716.3994,3457.7044,2830.0056,-1135.1620,4587.0101,-1279.6438,2682.1164,-572.1575,-3724.1687,6658.7170,-1484.5089,-5721.5106,3228.0793,1081.9170,-1217.7859,3672.0763,6791.9249,-5387.2671,2127.7854,219952.8508,212244.2082,211701.3234,218504.1890,210572.4277,214657.2399,214899.5065,216093.8250,108963212.3886,108947482.6537,108936719.2022,108957587.0922,216096.2765,108949786.5379,704.0139,4687.8522,1898.4827,-2775.8536,-3405.3158,4462.5062,5166.8671,-4500.1998,1409.0012,1624.5724,4493.7481,-2413.8518,-123.6758,-5341.6829,-817.2345,-5540.8777,4041.7012,2940.4581,-342.1368,4298.2824,-1441.9023,-5459.8414,5231.7824,-4403.8443,-4187.1789,4686.8799,1326.6288,1244.6629,2116.2496,1507.2339,-741.0447,965.6671,-9.5126,4782.9365,5037.0845,-4469.9308,-4402.4259,-4215.8583,468.1852,-1596.5065,-3199.5287,-5267.9192,4336.8232,4300.4973,-1689.8575,4449.7124,6577.5148,-5536.7452,0.0000,-1759.7651,796.5198,-4692.2751,-3496.5156,5534.0341,4420.2674,4134.3241,778.2638,4152.2171,-1274.8631,4942.5974,-4662.1066,2784.1736,-6156.6326,4688.1792,3828.3443,-5543.9674,740.4823,6488.5821,4379.8473,-5333.2121,3451.4343,-1009.8168,5461.7690,-1112.2215,5520.9656,-1647.8140,2388.0794,-2643.8966,4695.0536,3999.1226,3538.2155,5069.1400,4342.6088,3482.1706,-4775.8116,-4709.4793,1753.8720,-5464.0731,-3740.2689,-5539.5104,855.5108,-4714.2360,2909.5863,1646.2562,6798.5285,-4515.7545,-3798.1640,-856.8849,-4019.0905,4217.6578,56409.0014,57789.1671,54146.6610,62881.9873,59677.5039,49065.3892,50338.7014,54474.2821,2985461.9097,2964076.9778,2970743.1277,2994341.9075,56270.4806,2991037.9886,
600.000,-6436.2981,-2144.9182,6290.0506,-3644.1672,-859.2139,-1024.9412,5208.6416,185.1171,5503.1699,6308.3223,-1012.0377,2487.7180,6743.0525,-1843.0975,5100.6529,2235.0681,562.2024,2245.7238,-5679.3359,981.6538,-307.1278,4348.4808,-1726.4871,-5906.4510,2363.9888,-4596.3251,-2931.9913,-1130.5534,-5163.5260,-4023.3834,-788.8130,-3730.3064,4333.8801,3052.7775,2656.2879,4162.6798,-3535.2322,-1929.3239,-2648.9705,6063.8930,-4233.7422,-3984.2960,-356.7439,1148.7937,-6345.2253,-481.2444,-3360.8798,-4179.0493,0.0000,4410.4646,-6693.8300,4693.8832,5933.3950,-3912.9502,-5856.7293,-1471.8970,-4814.0706,236.4414,-6123.1795,-5329.0203,-4756.9133,1910.0799,-1787.3348,-20.5741,4332.2472,216.0126,-3384.0293,2815.4334,-4164.4657,4968.2919,4962.7881,5183.7563,1956.9889,-3010.6593,4324.5154,-5595.9607,-5522.4215,-3819.9271,-6252.6548,2621.3289,1973.6971,246.0646,-2891.1055,-4920.0286,-4143.6277,3341.0523,6209.1071,4435.9921,6108.8074,-102.6099,2685.2550,3924.4123,-3958.7196,6548.9775,533.3687,4049.5427,-2818.4964,349.9195,-963.5331,4622.7716,-297375.2377,-277105.2341,-294863.4450,-295498.8322,-294844.7770,-295080.9287,-286580.4406,-290877.7933,-273986141.6325,-273974872.2850,-273966934.9634,-273976202.7503,-291020.7603,-273971691.9320,779.2156,-3784.8830,2907.0432,-5809.3460,5075.0462,5298.3211,1620.9932,-5076.0960,-2877.3426,2598.4357,4322.4683,-5153.5763,108.6530,3729.5689,-4644.8967,-4000.7902,-4610.7648,-4684.1013,3666.5141,-4996.2939,6209.0238,1445.8957,3787.7293,-548.2577,-3997.2792,-2987.1145,6261.7182,-6309.3725,-4611.0848,-4660.3448,-6342.6216,5686.5028,4958.3211,-1869.0091,-3252.1622,962.9386,3534.0425,-4631.4533,6252.5470,866.1062,-3401.4494,-1166.9543,4537.5079,-4423.8854,-2781.0920,5047.7172,2414.0754,1424.9568,0.0000,-5200.4865,1476.2468,-3733.1101,3285.3360,-2154.6960,-779.5548,-4424.1622,4730.0844,-4660.9426,-3163.6328,-2103.1831,1921.4609,-6521.1857,-4354.4683,-5158.7594,-4675.7367,-4488.6968,5922.0355,-2247.7161,-4602.0894,1592.3870,1179.1357,4505.4358,3795.4755,-6157.7934,842.0692,2812.1630,1115.8977,-5574.3979,-484.4703,4474.3636,4641.6021,-4030.4233,5119.4617,4337.4811,858.9959,2829.3363,-2542.1055,981.3992,-2096.0897,-4562.1832,6236.3371,-3412.4257,-5541.8581,2191.2872,3237.7629,-3066.7760,3402.1689,6897.0544,-6153.5668,207.1764,213461.8596,206330.9645,205683.4668,212429.5166,204418.5833,208502.2478,208859.8494,210441.6611,103005675.2930,102990221.9402,102979620.4403,102999440.7350,209998.7094,102992256.8836,2438.6468,5384.7521,118.6319,-1082.0995,-4636.2744,3906.8150,4247.6582,-4732.8672,3061.5829,94.4963,5297.1105,-3896.7312,-1640.8636,-5535.4426,727.9450,-5188.5895,5031.7247,4287.0449,1464.8484,4701.7316,-2821.2239,-5066.6109,5530.6880,-3610.6078,-5136.2153,4242.0983,-483.0344,2648.6120,352.2588,3150.2425,-2481.5588,-590.6387,-1810.1145,5955.9139,5506.5841,-5227.1658,-4658.8989,-4630.3044,-1342.3809,-3226.2387,-4135.2125,-5547.5660,5212.1182,5196.8742,102.4037,4724.5496,5578.7071,-5333.6825,0.0000,-239.2137,-1014.5960,-3490.9423,-1540.0801,5276.9688,3641.7960,5102.7592,-1047.9899,5117.2198,538.3974,3870.9315,-4678.4602,1403.7989,-5126.4227,4628.7396,2730.1318,-5267.4296,-812.3166,5933.4999,3049.0693,-4555.8602,4666.1067,806.9065,5444.9419,436.3573,5344.5526,-2988.9537,3873.9117,-1234.7322,2989.8278,4596.8233,4725.0338,5386.1374,3535.1652,1900.6197,-5397.3772,-5408.1122,-64.8559,-5102.3629,-2218.2030,-5219.7857,-702.0100,-4597.9653,1229.0290,-154.5737,6111.9733,-4731.8505,-5297.5070,687.7210,-2577.8891,5147.0406,56502.4675,57933.3227,54333.8498,62931.2844,59993.3364,49369.9905,50290.9698,54648.7207,2991102.7262,2969668.0478,2976042.6307,3000137.8699,56417.4847,2996444.3566,
