sl_5_5400_20240317 Coordinates.csv
2024/03/17 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:18 2024,
Start: 2024/03/17 07:47:00.00, Stop: 2024/03/17 09:17:00.00,
TIME_UNITS,STARLINK-4203 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4291.8333,2294.8758,5243.9325,-228.6587,-3996.0355,326029.9224,318374.9790,308424.5026,312905.8979,307525.2224,310580.4028,316123.5531,314362.2311,-251578900.0368,-251618084.1341,-251582433.8324,-251592582.2068,314132.9271,-251595880.2645,-2088.4081,5196.8894,4537.1125,4286.4052,-3304.8546,138978.4943,117951.3382,134564.8803,140080.4942,134417.9005,137195.5827,130828.3582,134961.4861,183706432.5635,183663756.1470,183712206.2499,183699159.7408,135113.5633,183705833.9436,5005.5968,3957.6687,161.1882,5443.7424,4296.2077,189183.4727,186752.9586,183263.4807,192264.3371,188573.4780,178016.3319,179852.3639,183660.1806,-78100185.1470,-78121582.0431,-78116953.6754,-78120669.8724,185463.9156,-78111529.4889,
300.000,2561.6598,3242.0332,5992.7829,1827.1715,-5534.3591,323128.1158,315800.6899,305506.1418,310058.6223,304578.4500,307601.6333,313250.3802,311706.1614,-255528498.4064,-255566696.3876,-255532111.1104,-255541568.9914,311237.9153,-255545413.9560,-3314.8335,3531.5417,3215.4412,4633.0429,-2453.9718,145941.2044,124533.7805,141274.0817,146629.5050,140953.3520,143780.6963,137465.3590,141957.2655,178170162.2588,178127113.7779,178176459.1379,178163282.6968,141683.7881,178169612.7392,5502.1643,4993.0448,-1371.3249,4823.6841,2953.5000,189234.1276,186762.8734,183312.3372,192193.0998,188766.9648,178183.6057,179666.0285,183735.9207,-78094722.3117,-78116409.4730,-78111073.2673,-78115519.3754,185482.1277,-78106165.3350,
600.000,605.7774,3924.2093,6170.4962,3682.9768,-6474.1641,320075.1487,313090.1671,302452.5116,307075.1958,301499.7582,304485.8850,310235.6679,308860.9580,-259356295.1318,-259393501.1680,-259360016.6868,-259368779.4867,308205.5353,-259373148.6588,-4268.1294,1525.6782,1572.7573,4574.0951,-1373.1969,152842.5731,131061.4585,147920.9328,153117.3824,147425.1268,150299.6469,144043.7300,148880.9430,172549007.7342,172505611.5367,172555820.2002,172542558.9574,148192.0544,172548510.0726,5407.3969,5492.8884,-2757.3138,3688.6706,1266.5275,189283.9433,186772.5727,183365.2097,192116.7855,188956.8475,178356.1605,179485.7563,183936.8103,-78089264.5440,-78111236.4526,-78105187.9088,-78110347.5597,185500.2248,-78100801.0744,
900.000,-1381.1186,4279.3691,5769.8620,5159.6501,-6714.5142,316872.3858,310244.5524,299264.9864,303956.9242,298290.2313,301234.7830,307080.6966,305815.8460,-263060466.5406,-263096675.4540,-263064326.6535,-263072392.2153,305037.1118,-263077260.8168,-4852.0951,-619.9457,-241.5418,4102.8159,-159.2298,159679.2638,137531.5399,154502.4579,159541.1890,153830.5698,156749.5312,150560.1665,155697.6027,166845648.2478,166801928.7465,166852967.0314,166839665.4913,154635.4911,166845205.0846,4731.3951,5403.7542,-3849.0511,2159.6130,-568.1049,189332.9337,186782.0583,183422.0320,192035.2965,189143.1175,178534.0629,179311.4553,184249.4770,-78083811.8859,-78106062.9754,-78099298.0403,-78105154.7180,185518.2068,-78095436.7070,
1200.000,-3204.4423,4271.0640,4838.0235,6117.6987,-6231.5677,313521.2646,307265.0470,295945.0018,300705.1758,294951.0274,297850.0258,303786.8196,302565.8261,-266639247.8865,-266674455.1492,-266643275.9328,-266650644.4349,301734.0292,-266655985.7950,-5001.2029,-2691.9421,-2059.4768,3249.3702,1078.4997,166447.9731,143941.2159,161015.7128,165898.0050,160167.0445,163127.4836,157011.4149,162374.7692,161062802.2240,161018783.8779,161070616.3975,161057318.3815,161011.2556,161062416.0772,3546.5430,4735.1056,-4530.5798,399.7519,-2336.5974,189381.1123,186791.3321,183482.7302,191948.5301,189325.7708,178717.3822,179143.0357,184652.9841,-78078364.3776,-78100889.0348,-78093404.1249,-78099941.1553,185536.0737,-78090072.2330,
1500.000,-4688.8525,3892.2178,3470.5668,6470.8378,-5080.8523,310023.2948,304152.9106,292494.0540,297321.3808,291483.3767,294333.3854,300355.4622,299111.9031,-270090934.1902,-270125135.9228,-270095159.1164,-270101832.9858,298297.7313,-270107618.7202,-4688.1722,-4485.5326,-3710.0118,2079.7963,2227.4165,173145.4320,150287.7028,167457.7857,172184.9290,166431.9351,169430.6782,163394.2717,168884.4866,155203225.9579,155158933.2538,155211522.9468,155198271.5376,167316.5348,155202899.2185,1980.0150,3558.3679,-4729.7618,-1402.8426,-3833.3586,189428.4919,186800.3955,183547.2227,191856.3781,189504.8063,178906.1907,178980.4101,185120.0316,-78072922.0564,-78095714.6243,-78087506.6483,-78094707.1853,185553.8256,-78084707.6523,
1800.000,-5695.4060,3166.8891,1801.4481,6193.9048,-3390.2217,306380.0570,300909.4613,288913.6991,293807.0318,287888.5789,290686.7077,296788.1199,295460.9391,-273413881.0519,-273447074.0212,-273418331.2775,-273424315.1101,294729.7209,-273430515.2929,-3928.3915,-5824.9574,-5034.9212,691.3578,3181.7002,179768.4080,156568.2430,173825.7990,178399.0780,172622.6474,175656.3308,169705.5829,175205.2634,149269712.3012,149225169.7354,149278477.9026,149265315.3893,173548.5464,149269447.2289,200.3123,1999.5524,-4425.5978,-3055.7037,-4885.1341,189475.0848,186809.2504,183615.4206,191758.7265,189680.2262,179100.5631,178823.4940,185618.4890,-78067484.9577,-78090539.7372,-78081606.1185,-78089453.1279,185571.4624,-78079342.9649,
2100.000,-6134.9131,2149.5855,-10.0855,5324.1401,-1344.8243,302593.2024,297536.0746,285205.5521,290163.6828,284168.0019,286911.9127,293086.3578,291625.1285,-276606505.4350,-276638687.0512,-276611208.7530,-276616509.2410,291031.5585,-276623092.5709,-2780.3220,-6581.1291,-5903.7188,-795.4069,3851.5081,186313.7057,162780.1062,180116.9105,184537.5875,178736.6112,181801.6999,175942.2444,181323.7895,143265089.3312,143220321.3912,143274307.7387,143261275.5619,179704.5401,143264888.0499,-1600.9719,225.9476,-3650.3114,-4382.8447,-5370.7738,189520.9031,186817.8982,183687.2275,191655.4551,189852.0344,179300.5771,178672.2058,186113.2811,-78062053.1142,-78085364.3671,-78075703.0644,-78084179.3069,185588.9842,-78073978.1709,
2400.000,-5975.8915,921.8240,-1794.4401,3955.9076,833.6018,298664.4519,294034.1833,281371.2859,286392.9490,280323.0794,283010.9952,289251.8090,287621.0868,-279667286.4196,-279698454.7333,-279672269.8986,-279676895.7624,287204.8622,-279683829.7232,-1341.4513,-6684.5525,-6226.4918,-2247.1126,4170.8253,192778.1691,168920.5906,186328.3149,190597.6112,184771.2809,187864.0893,182101.2015,187236.2806,137192219.0024,137147250.1491,137201872.8388,137189011.5343,185781.7986,137192083.4964,-3230.1384,-1571.9427,-2486.0833,-5243.5220,-5234.5803,189565.9582,186826.3407,183762.5402,191546.4376,190020.2367,179506.3127,178526.4667,186568.6334,-78056626.5561,-78080188.5072,-78069798.0352,-78078886.0484,185606.3909,-78068613.2702,
