sl_100_86400_20241011 Coordinates.csv
2024/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:52 2024,
Start: 2024/10/11 07:47:00.00, Stop: 2024/10/12 07:47:00.00,
TIME_UNITS,STARLINK-31369 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-4531 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-6287 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-4531 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-4531 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4548.2318,5131.1904,-3158.7321,-3612.3402,-6477.1331,6225.2993,-1765.0004,-5224.4450,-1659.4672,-5368.4777,-2610.7938,-4071.0343,2423.2735,-5226.7769,-5646.8061,-1775.1778,-685.8898,1480.4337,-810.5932,-2438.8604,2680.8853,-996.6021,-4633.0721,-2261.5303,-3473.2161,-6262.1180,-3722.5464,-1118.2033,506.1419,-2074.6493,-489.7189,1516.7090,4475.8363,-2466.9260,-3933.2180,3499.2839,1642.8983,4212.0628,-332.2024,5190.9289,5101.4309,4458.7280,3122.9013,-737.5265,3222.7213,-1027.1233,-4655.3147,5892.9988,-5006.0687,-5063.5770,4124.0256,-5660.6767,-4887.4309,1642.2793,3612.7204,-2647.5705,3142.9029,3840.6708,-5597.8421,2803.2939,-4580.7883,1177.5520,-5228.8828,3747.8761,-4009.5829,5373.1256,-4397.4309,829.8912,4610.1719,4892.4581,-4935.7737,-959.1883,-5904.8847,-4456.5831,-5781.3273,3486.5234,-4755.9253,-5874.9665,-1253.1534,5828.6254,415.8849,-4366.1741,440.9363,6187.1289,-5018.7672,-5018.1067,2701.1893,4186.4653,-4880.6491,-4713.9534,2973.5336,5078.6847,-57.7613,6031.1164,5942.2389,1303.1628,3994.8679,5398.6255,5817.0628,6250.4202,315222.9359,314166.2881,328626.0138,326124.3811,328830.5063,327361.2127,319453.5744,322740.2502,-145767977.6079,-145771295.0552,-145771503.1212,-145775992.6331,323017.3756,-145775217.8583,-1651.0404,4458.1566,4964.4800,1896.7788,1737.3362,-2236.0090,-4991.7654,-1508.5435,6511.2488,-3173.8626,-721.0030,4662.7713,5659.8628,3300.0231,-3499.0713,-4986.3995,4312.9075,-5261.9480,6899.1053,-4126.4636,-6099.9500,4656.9163,-2229.8297,-5077.1599,5253.2386,1276.9947,-4237.8138,-4307.5550,6288.7831,5359.3217,4184.6544,-6270.7865,-1315.0588,5911.7658,2032.5952,5858.3993,5431.8105,-3649.6358,6483.1216,-2297.3089,-1378.6414,-298.6444,4390.7803,6562.0097,2745.3009,-5621.0778,315.8436,2649.5457,-619.2333,-485.9927,827.7967,1476.8789,4575.3477,-5676.6565,-4206.0037,-5998.4297,3945.4811,5232.8605,-4020.1405,-4688.5633,-115.8604,-3993.4118,4322.8940,5755.1379,689.6309,1098.3275,4940.7836,4072.0655,3592.5573,4763.6073,-4325.7765,-5174.0880,3605.5998,-2068.3711,3762.0691,2461.2072,2042.8159,856.8429,4960.2769,-1808.5442,-6525.1826,2639.1917,-5631.4972,-1002.5368,3861.2392,-2733.6516,4828.5430,1635.0004,1032.8471,4568.3122,303.5528,1227.8048,6913.0933,1918.0878,-2514.5566,-6736.9065,-1460.0685,2231.7196,1332.7124,948.9828,97110.8100,129255.4142,113388.7761,107568.5224,115210.6280,111608.7930,114747.5379,111223.4071,-69012738.0859,-68991806.5769,-68977737.3104,-69003001.6757,111850.8703,-68994482.5730,-4843.0013,-1293.6214,3697.3938,-5371.5077,-1712.9050,2082.6029,-4376.7139,-4173.8461,-1205.1562,-3043.1906,-6405.9304,3079.1803,3221.6987,3134.8117,1922.7043,4438.2471,5360.3645,4244.0993,254.3698,4889.4717,1878.6701,5008.3856,4646.3548,3943.9377,-2917.2173,-2451.9111,4028.3550,-5312.3558,2912.0940,3855.8260,-5493.4237,-2527.3030,4977.1153,-2473.4130,-5200.9317,-127.2778,3957.8776,-4136.8248,-2397.8774,3977.4756,4482.8677,-5287.8045,-4375.3806,2115.2122,-5361.7407,-3939.9862,5104.6551,2517.0645,4581.9713,4705.9869,5482.3077,-3578.9275,-565.2373,-3605.9582,4139.9447,-2039.6850,-4752.6453,2092.2257,672.8544,-4280.8238,5173.5967,5515.0658,1435.2322,854.7053,-5397.8555,-4064.9949,1657.5722,-5537.0455,-3716.9812,-1149.6147,-2215.6482,-4524.6017,-335.9441,-4913.5504,738.5976,5444.0796,-4624.3047,-3364.9474,-4690.3847,3289.3185,-2325.9496,-4705.9777,3871.4926,-2977.3439,-2825.8514,-3939.6557,-3998.0594,5296.0306,-4648.8852,2236.0360,6269.1878,4525.4295,241.2862,-2550.9180,-1879.1902,186.2707,5364.8493,-3714.4623,-3504.8475,-2862.6038,-162580.8906,-166099.3953,-168989.3770,-160634.1552,-163387.0433,-174066.1618,-173106.5678,-168649.2911,67515418.1761,67493073.3991,67502687.6917,67522696.0083,-167012.7382,67521048.0601,
3600.000,6707.1353,-4730.0945,-10.8485,1542.2972,5592.4397,-5275.2624,5252.6290,3277.3683,-1085.0334,6815.2150,5692.7702,3088.3279,-2769.5657,4175.6118,4661.5480,4051.1174,-2604.0047,2337.5578,354.7371,5642.0362,-1162.0924,-3196.7104,5508.1080,5048.9420,-249.4237,2871.1339,6286.4110,4628.1415,-637.5740,-1693.8740,-3758.4184,14.9066,-993.1798,54.5325,190.3976,-4250.1988,-3814.9796,-456.0534,-2052.0518,-2003.3219,-2806.3301,-5327.7134,-5321.7622,-2200.9388,-5149.8519,4154.6198,2404.0958,-6823.1539,4417.7542,5341.7233,-5438.2678,5753.2555,1343.4503,-66.7211,-2731.7474,4730.0490,-5938.1268,-5644.0181,5596.7606,-359.6106,2788.3393,2958.7262,2163.6833,-4483.6592,2674.4511,-4067.7260,545.9176,-4825.4227,-4143.5771,-4688.7619,5838.5081,4402.6312,3936.5632,4682.3524,3829.6087,-6196.2552,2263.7343,5626.5788,-2336.1953,-5440.9294,2491.4745,1753.7540,1646.0802,-6014.7156,4234.6524,4996.3220,-5172.2718,-6650.8160,3358.6880,3074.5609,-879.4461,-3315.9098,-1552.9255,-6625.5408,-1850.4635,1484.7823,-1262.4602,-6859.4014,-3658.2108,-4536.1063,282078.7466,272381.3031,291083.6189,287481.3130,290890.6985,290019.6417,282016.0501,284942.2506,-122877907.5433,-122882390.0680,-122888639.9016,-122881979.7870,285046.6504,-122886295.2050,-746.4088,-1592.0940,-2671.6788,-6000.7998,-3091.0704,4218.0451,4122.0426,-2624.0252,-4628.3936,1208.8393,-1628.1563,-6073.5279,-6149.2142,-5524.9038,395.9383,1308.3521,-5797.0472,3503.5811,-5370.5176,3673.6011,6378.3031,-3323.0492,-1690.8055,1360.4005,-5090.4647,-3188.0401,2734.5248,4472.9518,-6619.6572,-3807.6492,-3878.2482,6684.1929,4675.3978,-6721.1113,-5061.5742,-3320.4752,-5779.8556,5226.4881,-3983.6861,4784.3169,4751.9646,3680.6602,-938.1253,-4796.6528,1564.3550,3066.7431,-4067.1186,-589.9334,-3877.1657,-3254.9504,2792.8930,-3622.8950,-4526.0809,6893.6120,6361.0061,4615.3627,-3338.4981,-3305.4770,2126.8906,6753.0556,-3898.0294,4701.9246,-5057.4099,-4074.8741,-5302.0770,3377.6684,-5160.2708,-2922.3124,391.9586,-1978.7992,3047.8972,4902.2273,-4282.8456,5127.2326,-5048.5270,127.3347,-5230.9629,-3836.7608,-5887.3219,4299.8622,4581.1816,-5633.9685,6639.6444,3413.2899,-5285.3180,-1304.9934,-883.9379,-1708.5471,-5165.2164,-6054.8686,3829.2870,2720.0640,-5542.0363,733.3624,3776.4880,5614.2024,5170.1195,-785.9350,1982.7606,2338.7392,171869.6998,204187.1013,188972.5946,184637.3668,192763.4432,189225.2613,191032.9773,189937.4764,-104408139.3558,-104390346.1078,-104376078.4312,-104390616.8368,188922.9758,-104389705.4024,1110.2510,4782.0850,-6420.9977,2653.4375,-2657.6824,1567.2143,1591.0000,5405.1071,4888.8886,-475.8158,3635.3239,1196.3270,1686.8757,331.6575,-5101.0136,-5451.9267,-2753.3628,-5503.8464,4394.7966,-1296.5436,2429.4517,-5163.9413,-3868.5430,-4387.0554,4695.7511,5321.2549,-1061.5145,2541.9009,2024.1989,-5537.3473,4313.5262,-1816.4711,-4884.4527,-1407.4603,4565.4932,-4186.5816,25.8796,4528.6136,5261.0529,-4612.6227,-4207.0782,2425.0875,4340.3788,-4508.5950,4189.9054,4621.8643,-5066.5303,1089.6430,-3467.6986,-3002.9288,-3247.0952,-871.2859,4768.8612,-585.4241,-247.0104,-1868.5682,1232.2154,1926.1014,3473.9853,1539.8071,-4996.1601,-4130.9357,-4232.5139,3340.0865,3205.7727,4300.8497,-4435.6554,3994.6506,5522.9822,4685.3177,-2143.2524,2160.7958,-3763.9575,28.9155,2811.6634,-3100.2210,3944.7838,-423.5294,2821.0430,115.0577,4564.2921,3638.7614,432.7395,-560.7207,-1476.6967,4622.1406,4349.4785,-1097.7958,2905.8334,1402.4791,-5739.2442,-5434.5171,3830.0443,-1462.0193,5230.6389,-3670.0999,-4326.3155,-441.2315,5516.3888,4687.7426,-161693.6715,-165411.8396,-167311.1333,-161397.6509,-160834.9584,-170904.9009,-174168.0794,-164671.0483,67496046.6967,67472992.7874,67478703.1273,67504557.4424,-166179.0437,67498733.1559,
7200.000,-5435.3892,3567.3374,4243.7248,583.7951,-2095.6612,2166.6371,-6210.4272,-1254.8634,4534.5944,-5722.9896,-6530.8059,-410.5834,2288.6154,-1460.6194,-2939.0313,-5877.9143,4165.5915,-5790.1079,1709.1724,-5800.5698,-1544.2190,6268.2084,-5185.7026,-6260.6790,4116.0584,1418.5910,-6432.7055,-5767.2142,1162.4201,5377.7428,6130.3653,-2048.2909,-1784.5433,2728.3601,2503.7832,3983.7614,4352.4394,-2926.6104,4874.7063,-1190.8425,418.3730,4431.2692,6378.9379,5163.3532,5395.5896,-6449.1478,-496.8117,5266.9997,-2582.5373,-4277.7168,5093.1312,-2797.4203,3801.2564,-1686.5994,706.2780,-5122.9982,6007.8735,5081.0474,-3941.9983,-1804.2503,-1210.3095,-5284.6119,1919.3743,4207.3037,-783.5593,1961.1333,3945.2123,6702.4228,3542.0924,3762.8239,-4613.6386,-5916.2866,80.9744,-1694.8188,-132.5948,6578.2885,134.9359,-2543.9955,4562.6975,2974.8965,-5354.2871,641.5746,-3054.6129,3530.8600,-1354.7767,-4302.9094,6074.7243,5704.6150,-990.2914,16.4357,207.0180,1620.2800,3632.1314,3987.2392,-3335.3127,-4471.3294,-865.8210,5303.8413,1255.7872,2094.9475,231497.5163,213169.0947,235033.0409,230450.8844,234553.3523,233602.1967,226962.7421,229535.8300,-91604672.9944,-91608496.3781,-91620390.0539,-91614135.0171,229039.8589,-91614191.3765,2378.2848,-2624.4920,972.2791,6289.5597,3847.6864,-5004.7737,-1828.2143,6115.6092,1211.4812,1302.9447,2051.6194,5012.3144,3352.4760,5736.6763,3653.9775,2019.8367,5298.6974,-1739.4383,1689.6214,-1698.8001,-4220.8709,2047.2692,4546.5882,2243.4333,4216.3492,5064.6741,-441.8805,-3401.8982,3631.0200,2126.7228,3174.7735,-4304.1208,-6487.2812,4601.9175,6327.1797,-1397.4797,3587.3416,-5889.1222,629.2584,-6374.0732,-6783.9004,-4951.6910,-2124.7282,1990.2536,-4183.4380,-322.2627,6640.6711,-1986.4732,6309.4069,5437.0578,-4566.8651,4144.8408,2956.7686,-5073.8101,-5732.8907,-940.2666,1653.2660,-628.6097,1432.1770,-6354.1072,6596.9045,-4461.2145,4940.2479,194.9304,6485.8435,-6399.1675,3997.7461,1718.7520,-4453.2327,-2248.1237,18.3680,-3297.1964,4159.8614,-4685.9462,5116.6273,-1823.9082,6875.8596,4997.4883,5172.2739,-5221.8722,-1704.9733,6895.1471,-4219.9609,-4646.1882,4750.2387,4814.0376,-2746.9148,1280.7093,6662.1428,5513.1668,-6690.6768,-6044.2631,2002.7678,-3402.8455,-4342.1610,-2439.0543,-6795.0671,-1111.5673,-5420.8970,-5479.3290,236502.1884,266318.9631,252781.5261,250028.9492,258257.2494,255006.2881,255793.3266,253090.8179,-132655520.8454,-132640948.2099,-132629177.8075,-132629586.7564,254127.1097,-132637448.8987,3398.6806,-5321.7859,5411.7552,2339.9202,5344.2742,-4293.3876,2278.0541,-2832.7110,-4962.8885,3687.3916,1214.6267,-4756.8177,-5647.3366,-3619.6058,5074.6675,3018.4121,-1583.0650,3368.3349,-6526.2750,-3237.9112,-5275.0067,2082.1183,744.4086,1513.2266,-3665.8217,-4385.2104,-2566.2410,1762.5108,-5816.3173,3799.5788,-474.6581,5014.0714,1155.7296,4290.9570,-559.3408,5350.9119,-4022.6075,-2212.6160,-4875.4927,2459.2286,1379.5097,1920.3355,-1710.6186,4174.3689,66.5310,-2540.1384,1881.5013,-4060.1623,-273.6526,-529.1538,-1037.4234,4677.9671,-4686.4489,4381.0837,-3827.1590,4462.4524,3015.6250,-4514.9806,-5517.3638,2107.8285,1687.0460,149.6499,4465.8897,-5499.5833,1676.9746,-1322.8071,3862.6819,8.3067,-3951.8188,-5367.4864,5153.0178,1485.5112,5525.8296,4826.4778,-4688.3396,-1173.5491,-909.1155,3874.5848,726.8617,-3471.7334,-4072.8430,-399.7034,-4460.0788,3739.9872,4851.8420,-2540.5751,-1449.3919,-3765.4041,1031.5043,-4216.8034,1868.8104,2939.3138,-5542.8235,4354.6886,-3902.4539,4593.5478,212.0816,4291.7366,-4118.2867,-3706.9414,-160840.5099,-164714.6301,-165313.5864,-163093.5476,-158765.8354,-166811.7596,-174464.3718,-166670.5596,67476846.4149,67453719.5068,67455487.8833,67479564.6694,-165329.4433,67476415.4686,
