sl_100_86400_20240407 Coordinates.csv
2024/04/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:23 2024,
Start: 2024/04/07 07:47:00.00, Stop: 2024/04/08 07:47:00.00,
TIME_UNITS,STARLINK-1333 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-31012 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-2229 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-2673 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-5450 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-31012 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-2229 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-2673 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-31012 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-2229 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-2673 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,587.7166,5872.7335,3784.0908,-2296.5573,4002.5311,-1480.7140,4440.0320,-6174.5452,6848.2292,-2881.6119,5149.5704,-5753.4747,2469.1257,2525.6910,-4313.3862,4386.1572,-4959.8176,3394.6247,2258.7085,3448.5761,4933.6208,-3431.7334,-3092.3863,719.4291,-4145.6572,-2117.2138,-768.1589,5393.2317,-6073.8207,924.3541,-3092.8026,3866.8492,1798.2356,-4625.6633,6570.3942,-1122.9001,3852.1142,-6481.9063,5189.6478,-4001.3312,-3498.2568,-4311.5133,-2105.7633,5053.5009,-3688.7251,-4667.5179,1696.4666,5416.8159,-6821.2508,6131.4212,-5644.0645,-941.2715,6678.9706,-3442.1023,4283.5283,-6151.1541,-5506.8973,1274.1110,-554.8394,3465.4456,4405.3458,-3196.8298,-3902.9244,6541.5984,-4103.0753,5101.6928,-4877.3178,-2582.1522,5248.2719,-4764.8638,-4995.1301,-3727.1208,-455.7325,-6047.1752,2756.5970,6068.1495,-2607.3166,6402.0735,-1427.0973,5214.3790,-5608.8501,-4831.9706,1450.2230,1218.2426,-3675.8070,5846.2596,-3077.4605,6926.1934,-2394.8235,3185.9309,-5575.3587,4851.2908,5845.8260,-4829.7390,-688.5131,5391.6930,2640.4472,-5984.5140,-1367.5337,5749.1809,-253861.0546,-243007.3663,-255599.0867,-253276.8337,-256330.1119,-254464.8880,-247004.2131,-250466.3143,-262269525.2806,-262261652.5434,-262270228.1495,-262247510.7455,-250382.4277,-262255061.5321,4637.5064,-1798.0096,-2325.9180,4893.4712,-1518.7090,-6718.4324,-5322.7730,-1601.7376,775.5210,4989.0193,-906.4717,-3370.4456,-3473.9785,3591.0617,-1399.4879,3709.7952,2044.0335,-4671.9411,864.8163,3034.7132,-4564.2595,5090.7623,3461.9665,-4824.5052,-175.3392,-5314.9151,6740.0207,1986.8697,94.3957,6351.0907,5511.6288,-4781.4799,-6324.9208,-843.2107,-1477.4751,5613.7189,1347.0781,-2210.4075,3719.3281,-3294.6515,4510.9330,-2840.9042,5848.2090,4306.6138,-3679.8851,-3078.4118,-5384.7350,4327.5211,-206.9936,2585.1787,-321.9876,-6870.5763,665.4845,5892.6652,-4343.9250,267.8663,-3433.2594,5488.3403,-6021.5245,-5448.3039,5375.6348,-4466.4453,5486.5089,1916.3312,1125.1740,-4253.1187,-4529.5223,-3152.1595,486.9015,-3609.1515,-4306.0041,1646.7263,-4927.8360,-3121.8415,5572.0922,1434.1733,-3580.2192,99.4397,-4491.4091,-1538.8992,3220.6941,1028.5817,6745.1220,2502.2342,-2104.4941,-736.6922,-2474.7867,-356.2883,5413.4352,-2513.2171,-623.2452,-1729.0552,2854.7211,4539.7596,6818.9622,2048.9410,4462.7788,2090.2047,-6086.5652,3198.0646,258721.5277,238244.0340,254451.9354,261085.5945,253862.0149,257529.1041,253560.6368,255318.3435,157530382.6454,157515005.6269,157520355.4713,157539007.7026,256846.6222,157540592.3594,5106.2449,-3229.5116,5305.4661,4343.4270,5311.3540,-1012.5946,167.8849,-2715.4027,599.1390,-3877.1867,-4540.7115,-1947.3101,-5352.4267,5353.8026,-5246.6136,3850.0999,-4409.8780,-3823.3607,-6523.8980,-5216.0856,1672.3994,2970.7915,-5139.5363,-4960.5160,-5542.8939,-3884.2478,-1468.2358,3748.4905,3296.2537,2314.5267,-2574.5247,-3248.0539,2143.2041,4939.5044,-1635.2906,3910.2715,5333.5057,-1007.9288,2699.3217,4615.4066,-3743.9576,4597.4011,-3118.6319,-1997.5205,4548.1134,-4112.5252,-4006.8821,-514.3785,854.4096,-1906.0254,-3996.5343,193.9116,-1829.0996,1182.1504,-3276.3326,2933.2545,2458.0988,3922.5288,3357.5706,2534.1472,126.8679,4233.1334,1672.1107,293.5035,-5464.8893,-1984.6889,-1904.9744,5624.6016,4502.7263,-3545.1233,-2157.7580,-5415.0075,4826.0850,-1263.0343,-3044.3571,-3045.9416,5308.6425,-2649.5743,5063.0040,-4338.6701,2504.9118,-4849.9397,-730.1876,6363.6631,-5519.1504,-3635.7249,5717.1176,170.8079,3624.2375,-5643.0962,4072.4285,-4653.6230,2354.8711,1626.7574,-1181.9183,3697.9152,4576.9079,-2780.0179,3033.7748,2138.6749,-15623.6585,-14410.1078,-17234.6820,-8287.3952,-11888.3539,-22459.0456,-20710.0141,-16001.8072,-44254405.1388,-44274130.2882,-44245276.5559,-44254638.2567,-15048.1274,-44244209.9296,
3600.000,-4169.1175,-5876.6947,-364.5510,-1774.8191,-995.7762,1477.0085,-2343.7301,4188.5591,-5200.3995,-987.2373,-1969.1018,3778.1568,1984.8807,-5887.1311,3906.2916,-6315.7698,5220.5251,629.5053,-3566.7247,1015.0010,-3564.1680,1125.4504,1643.7099,1996.3863,4137.5863,3840.0936,-1928.3288,-4561.9619,6370.4863,-3763.2762,-1081.6992,-750.3770,996.5868,6374.3678,-3896.2839,-2716.0805,-5579.7539,5134.4863,-4405.3263,-450.1076,1177.3037,4057.2765,-143.9076,-4555.7412,4253.2054,6776.7511,-62.7491,-4071.1306,5020.7832,-4687.1782,2998.7714,2986.1836,-6188.6055,759.1553,-3426.0314,6027.6037,6672.0106,-4529.1349,2342.5442,-1566.9902,-3584.8857,5224.1364,1903.6375,-5809.5386,3798.7462,-1903.2869,5649.1318,5098.3241,-4313.1021,487.2179,6295.5487,1846.5469,3216.8449,4987.3486,-3782.7495,-6868.3252,5944.7082,-6557.5559,4454.5936,-1096.7430,2326.2624,5536.9371,-3390.1150,-4036.0854,5113.8975,-2672.0221,2147.7540,-5599.1815,192.1578,-6649.8871,6461.6044,-3772.1900,-6467.1751,1251.7757,-1272.8151,-3630.4877,-4279.1950,2612.7241,3756.8595,-6311.4557,-305332.8375,-295368.0162,-312587.6104,-308921.3276,-312769.8031,-311594.7102,-303694.3534,-307036.4355,-294109740.4294,-294096142.8953,-294104115.4682,-294088336.1141,-306712.1861,-294095775.2016,-2189.7616,3559.8456,4976.0097,-5085.1806,5188.3699,4326.3998,5270.6736,-1340.8864,1184.3496,-4051.3932,3801.2737,4800.4668,4938.3469,-2426.2981,-2905.0418,-2817.0319,-4524.9263,4094.9536,3346.9969,-256.3922,5320.4764,-6667.5808,-6407.3919,1361.6645,-3940.5258,1541.2241,-5142.9559,2352.5885,-2681.8886,-3361.1866,-4885.6264,2866.9591,4476.2797,-2062.5096,2903.7550,-4391.3893,2869.0064,-178.7183,-270.3724,879.7364,-6718.7452,-1479.5022,-3045.2414,-1153.4346,-582.2231,880.7764,6921.2743,-2732.8344,-2441.9242,283.9270,-2866.3182,5184.0984,-492.1054,-5019.1251,5936.8716,-3047.3674,1527.9562,-2533.4364,6452.6522,6673.4076,-3916.1926,939.2366,-6370.5058,993.1692,-4890.3313,4296.7508,3160.8583,4419.0601,3474.7390,1861.7638,2497.8050,-5794.1411,5966.8687,446.6698,-1954.0784,866.6814,2474.0521,1491.3405,1339.0832,2155.4506,-4627.1706,-3910.1103,-4666.7211,1118.0482,-1722.5115,3175.5393,-2047.9682,2481.4501,-6929.8838,1633.7846,-2250.8689,5190.3195,-1440.8981,-4386.0808,-5000.2597,1973.9186,-479.8745,-3463.7341,5816.5022,-1762.5748,184107.1649,169518.2790,185150.1191,190323.1963,182524.6615,186324.4863,183647.5868,187443.0882,84227365.9813,84213539.8139,84212802.4409,84242514.1426,186066.3299,84236731.6548,-5087.3594,-970.3066,-4808.9081,-4379.7543,-4331.9555,5232.6201,3837.0419,5346.9164,-4413.2031,5540.5215,5430.1633,-3311.0875,4285.9742,-2739.9810,4926.5206,212.7496,678.3276,5536.9325,4930.0204,6855.4725,2631.5322,921.3378,2036.8365,6509.8860,3897.6258,5526.9066,4232.2360,-4569.5795,180.5678,-4599.2728,4629.0053,6280.1223,-5185.1893,-1314.3778,4929.8930,-4638.3509,-2419.4631,4627.8934,-5353.3502,-6879.6407,177.1397,-5410.4250,6238.8571,5086.3982,-5434.8360,1198.1077,-20.5659,4921.9966,-4024.4272,5073.1513,5530.0519,-3519.2466,-3133.4980,-4719.6407,-981.7546,969.9434,1143.9952,-4504.3145,858.8386,1065.9104,4481.5618,-4474.5302,1976.9996,3431.8605,3087.9346,5084.1605,-2459.8955,-1704.4650,-4182.6166,6664.6002,-1509.6124,2973.2201,-1400.0711,4765.9842,5444.6544,-466.7350,-2540.0992,-1672.2311,-5132.3693,6508.9849,-4622.0684,1390.2369,3844.8600,-5559.4280,4379.1414,5529.2791,-6297.0146,3249.9740,-396.8873,1170.2818,-1139.3108,2634.5629,1989.3396,-5083.5443,4652.2442,-5477.3148,-5423.9411,5380.5756,451.0148,2212.6946,-13320.6663,-12677.7889,-14705.6271,-7847.4670,-8149.0964,-18399.7466,-20877.1362,-12082.9327,-44186843.3119,-44205790.1837,-44180160.0347,-44184977.7777,-13166.4633,-44175239.9871,
7200.000,6645.3664,3278.4866,-2156.6498,4996.9141,-1306.5502,-2547.6934,-1441.4948,-1620.7973,1827.2908,4852.5076,-878.3110,-112.4428,-4663.6132,6676.1054,-3320.2139,5495.2536,-3447.6933,-4640.8292,4641.5642,-2954.6180,142.2584,2001.5662,-113.9033,-5308.0790,-3465.1089,-5397.5368,4802.4699,2891.2423,-4114.2994,5858.5590,5164.1198,-3669.3035,-4453.8399,-4848.1539,-118.9276,5871.9502,4144.3756,-2450.0501,3239.8886,2753.6022,1654.9180,-3646.5359,3850.6149,3548.5224,-4562.2932,-6364.7400,-1583.0410,2089.3885,-1494.4130,2379.0087,-343.9142,-4786.8485,2886.9298,3098.3499,843.2777,-2841.2493,-5482.7051,6547.7119,-3370.9729,-1188.0815,2383.9842,-6229.0511,1238.1869,2685.0103,-2748.1094,-2422.8043,-4463.1856,-4734.3755,2816.7596,2340.8462,-5447.5950,131.1733,-4245.9554,-2862.0279,4784.3419,5085.9429,-6597.3915,3859.7432,-6510.0074,-2975.1766,1623.2232,-4106.0591,5044.5907,6168.2122,-5558.0672,-688.1374,-2299.7644,2329.0119,2000.4499,5661.5731,-5055.4985,1964.7129,4509.0932,3493.1057,3937.3096,1597.6741,5515.1106,1478.2421,-4865.4506,4434.7459,-338832.4340,-328868.7713,-349644.6385,-344832.6988,-349262.5391,-348344.3557,-341393.8102,-342924.2312,-305877682.5417,-305859534.5584,-305864333.3056,-305860911.8335,-343542.5401,-305863684.0739,152.1555,-4057.3613,-6441.9497,4471.1418,-6701.4091,57.4427,-3914.1392,4784.4851,-3819.0235,3034.8266,-6185.9300,-2146.1558,-4999.8074,1021.3963,5860.4189,601.9777,4945.7189,-3400.5754,-5154.0300,-4370.1379,-4407.7357,5046.2042,6524.7430,1183.6614,5988.0450,2224.1681,2259.1755,-5816.1483,4271.2715,-643.6612,3086.6018,-1490.5091,-1761.1683,3486.7982,-4540.3205,2650.6067,-4568.1926,3573.9026,-3848.0040,3819.0205,5610.2856,5142.6701,252.2244,-3056.7905,4286.9830,1318.8623,-5405.9091,-1217.3887,5006.0643,-4019.3879,5869.6456,-1699.9822,-947.5783,3102.7906,-5087.7959,4604.5011,1232.6023,-611.5132,-3965.8890,-5516.4599,-167.4696,2287.2358,5176.2018,-4271.3943,6242.5323,-4008.7301,100.5145,-3935.8993,-6196.8277,2779.3892,544.8913,6504.1042,-4618.9298,3360.6489,-2221.7936,-2940.3558,-1025.4675,-2919.5165,1203.6430,-3871.6707,5458.5116,4744.9539,1002.7083,-2818.6820,4116.4963,-5595.8405,5705.5211,-4512.2092,5895.7120,778.3736,4044.5698,-6585.0102,-1172.2178,3431.8288,1806.9465,-5735.3727,-3005.0682,4903.2342,-3311.4416,-1051.5247,105925.6763,89860.8549,103945.9061,107619.2816,99520.7536,103027.5526,101631.6937,102469.8277,5182630.3161,5171743.0147,5166444.2433,5202012.5895,103432.3266,5191063.3620,1952.8549,4564.3076,1346.4065,1781.5525,127.5739,-6476.3791,-5541.8115,-4748.6210,5463.9152,-3931.7617,-2982.7938,6595.4324,-126.4819,-1563.0571,-1639.2113,-4167.3392,3432.4844,-3853.8253,-522.5729,-4524.6586,-5346.2266,-4139.6716,2301.0114,-4342.5278,142.2155,-3704.2948,-4474.1511,2194.0539,-3561.8442,3432.6853,-3223.5625,-5721.8279,4984.9737,-3312.9363,-5235.8169,2567.6738,-2679.6530,-5400.3611,4764.3139,5098.9032,3507.9622,2845.6866,-5790.4114,-5115.0379,2948.1110,2419.0839,4012.1419,-6524.5463,4468.5766,-5109.1770,-3652.8866,4717.7506,6243.8917,5354.9484,4609.0071,-4162.9897,-4079.9538,1978.5969,-4565.1473,-4042.5681,-6533.6639,2026.0130,-4457.0567,-4598.1517,1174.0098,-5111.2013,5281.3125,-3238.3730,1336.4070,-5924.4211,4252.7084,1886.9010,-2925.8633,-5334.2002,-4481.6602,3682.0682,-1828.4535,4948.1497,2021.3846,-4958.5340,3957.0751,2909.6519,-4658.4594,1524.9745,-722.6421,-4017.6559,3235.1411,-4731.0194,-3081.4855,3934.5592,-2496.5712,949.8753,-5122.0714,4748.4205,-5442.3215,3393.4651,2904.7707,-4656.4187,-3682.7197,-5210.8131,-9973.2434,-10947.7592,-11762.5208,-8339.3712,-4904.8444,-13437.3501,-20274.5359,-12691.4442,-44118527.4317,-44137146.3261,-44114883.1504,-44113146.4395,-11283.2400,-44106267.4478,
