sl_100_86400_20241108 Coordinates.csv
2024/11/08 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:26 2024,
Start: 2024/11/08 07:47:00.00, Stop: 2024/11/09 07:47:00.00,
TIME_UNITS,STARLINK-30792 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-1135 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-1866 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-11187 [DTC] - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-1102 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-30813 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-1135 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-1866 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-11187 [DTC] - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-1102 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-1135 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-1866 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-11187 [DTC] - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-1102 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1992.4176,1326.2659,1974.6958,6567.4219,-4898.8461,6296.7216,-956.5300,1380.0709,-1255.5069,-5618.3367,973.9156,-3905.7880,-4032.5964,2030.8251,5034.3813,4185.3825,2036.5084,340.4497,-4166.7373,318.9334,-5718.6635,1676.9662,2806.9140,6706.8249,6110.5916,-1097.8311,-4546.0763,-5239.7519,-7.1347,-1314.3011,990.7731,-2657.9818,-3285.2228,-2063.6192,569.0832,543.7974,1039.0499,5155.2788,6023.1226,-512.4234,-6549.5398,1350.7933,6.7038,1685.1906,1476.5171,-1324.6571,-4458.9784,-5097.1933,-6328.6505,-2494.0314,-5556.3946,1857.0153,3633.6694,-6641.6126,-1574.0317,5227.0358,5613.5909,-4492.1939,-3451.2397,-3053.2463,2180.8991,851.2476,3751.2238,-2852.6175,-2018.1249,-5882.1325,-1209.5355,-2111.4721,3991.8227,1919.5627,2318.0528,6404.8449,-2400.6474,3291.3447,-3847.0564,-42.9180,-6461.1075,-5545.8749,-1175.6189,1339.1374,-6368.5585,5224.3508,6665.7542,4848.7360,5748.9876,4610.2330,-2121.9342,-5263.8345,5758.1569,1110.7823,1209.1925,-2333.7165,5687.6546,-5493.7090,392.3643,-4204.9528,-979.5341,-3593.2154,-4187.0059,-6239.7138,283351.8237,266248.3301,286310.5912,286648.1246,285521.7634,285885.4216,277422.6526,282157.3948,-101789679.3408,-101798119.3663,-101781023.8009,-101782204.7656,281905.2664,-101777426.5582,4674.4830,-4896.7725,3914.1000,-1948.7526,-3147.4441,1750.5392,-6808.5397,4682.7710,-5294.8496,1031.6589,5669.9017,1435.1899,1729.4198,3628.4603,-4144.2610,-1025.3817,2300.7134,5307.9220,5134.3381,4971.2577,-3916.9803,5468.8580,-4338.9566,-59.8167,-484.8171,-3971.7968,-3161.9601,3209.1041,-3230.4625,-6459.0554,-5842.9871,-6327.4046,-2692.0536,-5407.8850,748.4491,6106.1863,-4133.6582,-710.2353,-3072.2088,-6114.2460,1728.1462,6660.9775,-4193.0618,6692.4441,-6772.5534,-6768.3874,-5242.7489,1220.1016,259.4485,-3580.8566,-2870.5639,-5119.6857,2038.1060,1220.3531,3883.0146,4494.2840,3016.0152,4061.8334,5860.3960,-2812.7727,6229.8580,-5093.8717,-2728.6269,-3996.4582,1490.7556,3325.9155,5447.7514,-6276.4565,-1369.4952,-3639.6319,-5896.2650,1209.2160,2171.3433,2948.7350,5758.6717,5491.1522,-778.4749,569.5740,-5997.9338,4303.6017,1364.2916,-1121.0890,1800.2912,-1951.0018,-3780.5094,2133.1075,-5533.9607,-270.0472,2638.9616,4543.4442,-4211.9332,3034.0524,3815.9618,1265.8870,5996.3691,706.0850,5585.0256,5126.6434,-1089.8864,-3026.2335,189727.2557,215748.7162,211089.2848,204875.0383,212938.3026,209102.6407,208178.3451,207665.4044,-87764077.1844,-87710317.2243,-87766340.3543,-87760417.7858,207272.5691,-87752999.2362,-4727.1561,4721.5186,5350.2578,-1101.1488,3373.1021,2096.4763,762.1674,-4905.5988,-4118.3210,3537.7453,-3859.0639,5515.4067,5339.4044,5519.7467,-2338.9343,-5424.4727,-6230.9711,4263.5806,2029.1586,4697.9636,308.8441,-3897.9624,4599.3488,1457.5486,-3253.3965,-5455.4456,3824.4408,-3235.2724,-6159.5365,-2105.4551,-3610.0600,1002.6350,5462.5303,-3826.6187,-6882.7660,3236.0704,-5454.1240,-4587.2306,1460.5677,3186.7729,1491.2774,1448.2041,-5272.5710,-571.0846,543.2518,-545.3912,752.0089,-4421.0084,-2832.4499,-5374.1489,-2831.8760,-4300.9563,5513.8796,-1542.0882,-5511.3943,-664.7302,-2747.1484,-3348.5578,1256.9849,5524.4515,-2140.1547,4455.4219,5124.1901,4864.7332,-6487.3946,923.3793,3988.7718,1625.7577,5473.6539,5456.9930,-2829.0896,-2336.9978,6134.5151,-5325.8097,-386.8096,4252.7602,-2069.7571,-4099.4792,-3245.8300,5240.1415,-2340.1875,4005.2961,-445.4563,-4566.0678,-881.2858,-4430.1066,3559.6670,4472.3535,-2785.2432,-4830.7724,-5268.8115,-5808.8280,1136.0333,-4046.4327,3484.2275,-5453.0108,-3779.5974,-2445.2024,-5411.4090,-41.4532,-147169.2669,-150341.7630,-153573.3627,-145317.7953,-147943.9218,-158633.2478,-157791.4170,-149880.2712,52835324.8567,52812598.4580,52814605.6331,52814529.1778,-151635.6135,52823302.8372,
3600.000,-1602.5107,2535.4757,-5009.8510,-5222.9876,6406.8420,-4839.9552,2336.0005,-4284.0452,4807.2125,5575.0957,-3047.8469,2013.9732,1065.7394,-5630.7612,-3979.5235,-4099.8973,2231.0484,-4463.6229,918.1839,-3161.9834,5808.6533,-3828.1183,1494.6450,-4511.9690,-6247.1980,5279.2638,3721.8414,6537.8643,3634.1300,2919.6267,2661.5818,4209.1991,5235.5170,4588.6687,4549.0830,-3041.9161,3261.4232,-3498.3431,-3097.6779,2245.5456,4049.5088,-1328.8694,4877.5713,-2917.6993,-601.9105,2674.4196,4940.5783,1432.5157,4028.6936,5084.8083,4887.9962,954.2163,-5863.6004,5781.4635,-1944.8543,-4958.7422,-6811.0356,599.4796,1751.3365,5603.1414,-4208.9777,3353.5467,149.1362,4487.3387,-1363.7204,3605.2788,-1807.5535,4209.0831,-1823.8382,1786.4130,1247.1576,-6610.9680,6379.7384,-6332.6228,1141.8380,-255.8722,6197.5772,2434.5133,3204.2441,-4764.2156,5949.3994,-778.6377,-5840.7205,-3831.8888,-3047.1880,-3346.7585,4074.0750,2768.1170,-6626.2124,-4813.6331,2020.1152,2860.3844,-2151.7507,2860.2870,-598.7285,4315.9235,-1151.7118,-848.9827,4074.9643,6021.6523,228237.7893,203562.3689,226789.7306,225503.7528,224784.4760,225623.9036,217724.5905,221396.2616,-75534043.7443,-75551703.7636,-75519239.3832,-75519605.8778,221361.2318,-75521357.7755,-5962.6658,5469.8370,-833.9788,3802.0417,1346.9983,1769.5759,5526.1035,-1395.8374,2283.5901,-3485.7927,-6213.5488,-5188.3313,-4931.3941,-1939.5702,5299.8939,4729.4065,1157.2560,-3123.9111,-4540.9327,-6014.9452,1218.5887,-5759.7248,4070.7328,2845.4832,3006.5924,2996.7802,-1889.9352,-1159.8025,325.9629,3559.6159,4337.3822,3783.8630,-1072.4234,2294.3943,-1684.2406,-6231.9217,4146.6713,4427.5539,3796.0460,6454.1578,-3690.8784,-5895.7527,2581.4701,-4519.9104,4815.2929,4651.0704,3435.6974,-4050.5687,-3142.6705,92.1900,-1165.9571,6681.9842,1221.1555,-2612.7386,-5668.2502,-1964.1222,-1002.5943,-4143.7544,-5963.4517,-485.2314,-5296.2001,2786.5203,4753.2684,-76.9904,-4440.9031,-4963.3314,-6579.2659,3045.5165,5049.0645,5765.3713,4955.2322,351.2525,-1695.5071,-1107.0593,-5793.4082,-6935.5396,-1098.9152,-3372.2071,2726.7523,-4447.0129,-2881.1153,4248.0900,81.8277,5302.4244,4829.7021,2963.5686,5558.7511,-3246.0744,-1221.6971,-668.5164,6152.3640,-6005.7684,-3474.3431,-4347.9960,-6786.3836,-4473.3321,-6671.3714,-3982.1999,-3201.3135,452.3760,254656.5101,276440.5665,273971.2462,268600.7858,277396.9428,273902.6442,271772.6688,270765.9965,-111116992.3572,-111071184.4165,-111121610.0314,-111116311.9711,271302.4103,-111106728.1946,3152.3650,-3437.3744,-4711.6581,-2530.8353,1568.2501,-4541.5293,3438.3702,5240.4248,4259.9199,1399.5949,-206.3020,-4111.6602,-4737.7678,-3526.3251,-2010.9943,2953.4656,6463.9595,-4110.5266,-5141.8642,-899.3673,-3597.6253,-183.3082,-5401.2851,-4325.3231,-193.2773,3126.7388,-5288.9092,-2035.3993,5907.3266,5155.6896,4705.1162,-4014.0564,-4411.1341,4658.9522,4960.5080,191.3980,4467.1646,4019.8410,-4888.2514,1074.1048,-4258.9938,3431.4552,3844.7567,4352.4945,-4981.5430,4360.2455,3418.5264,5330.6744,4682.9428,4683.1092,4666.3608,1584.7608,-3468.5403,-2777.9388,3449.3705,4409.0683,-847.1517,5498.7578,3031.8043,-4033.1565,-1534.5284,-5256.7571,-5029.8692,-5269.1540,5161.8832,2975.5933,-766.7239,-4425.3003,-4369.7027,-3228.2268,4682.6730,-2024.1798,-2158.2382,2544.2065,3631.8558,439.8562,-2646.5556,5518.4881,5483.1186,-2328.9262,-2045.6401,-5106.6553,-3710.5159,2295.5710,3929.8955,5031.3307,607.6529,-5450.1708,-1566.3035,4633.6117,2222.6103,2005.5475,-5616.0724,4576.7288,1387.3306,3028.7521,-762.5294,5335.7248,4584.9976,3403.3917,-146125.3250,-149392.4564,-151634.1068,-145869.5258,-145178.6635,-155214.7968,-158595.7856,-152253.3716,52815591.6651,52790330.1976,52800704.3324,52799004.9251,-150567.4325,52803299.6461,
7200.000,4043.6015,-5050.0640,6669.0286,1801.6110,-3921.0299,2170.3374,-3748.5552,6380.9798,-6660.9610,-1600.1050,3827.6395,-434.8591,1168.5241,6869.2556,821.4798,3084.6854,-3236.8723,6750.1691,3321.4333,4161.9102,-4443.0070,4315.2410,-5138.4935,852.4305,4026.8667,-6510.1796,-2266.1474,-3194.4967,-6501.7594,-4748.3814,-5820.9638,-5189.1140,-5925.3786,-6326.9270,-6935.2360,4461.1804,-5821.1026,1548.4206,-1254.3394,-3324.7388,-300.8763,1840.5354,-6632.6265,4211.3046,-2058.9817,-4176.7079,-4181.9406,1833.8134,-1019.4054,-6406.8102,-3245.6022,-3009.8644,6129.4567,-2338.2583,3845.9413,3703.0215,5503.0477,3635.0060,1474.7858,-6407.0127,4991.2660,-6461.2689,-3107.9737,-5546.4040,2711.5780,789.7145,3843.2397,-5418.5423,101.3428,-3782.4894,-4858.6746,4030.1439,-6164.5480,6661.8574,2578.7992,597.0852,-2703.8235,605.1631,-5312.8068,5762.1089,-2770.8634,-3133.6299,2949.7868,1967.5789,-988.8636,1646.4711,-4395.3973,-438.3184,4717.8609,6287.3819,-3591.7349,-2621.8973,-1347.5121,-97.7938,1002.3845,-3387.1443,2863.6650,5450.1330,-3572.8368,-4121.8394,158453.8853,127623.7418,152669.3209,149804.6357,149691.9540,150286.5429,144098.3105,146133.7518,-44131146.5748,-44155215.4289,-44110314.5844,-44110993.6348,146687.7059,-44117641.8362,5628.6339,-4754.1786,-1454.6417,-4841.9577,1861.9188,-5263.1451,-1839.1637,-1319.9811,852.5963,4076.0215,4032.0441,6900.8678,6716.6080,439.4029,-4602.0120,-6057.8214,-5401.0901,470.8777,3375.7606,4125.9130,2477.8428,3486.7677,-3648.7238,-5373.0022,-4422.9492,-1450.7535,5980.6767,-962.8086,988.8346,441.2397,-2317.4119,147.3950,3527.4733,913.5284,-293.7475,3979.7113,-3671.5656,-6680.9430,-4312.9374,-3853.8954,5306.9266,2142.0695,-630.7412,483.0233,-1281.8194,-645.8720,398.1536,6115.5642,5762.6296,2374.2672,5089.5494,-5894.3955,-3116.8869,3685.4242,5705.1780,-2099.0217,-1571.2709,4082.0112,3998.2911,2606.7558,2222.5838,-514.2938,-5914.8476,3379.7826,6344.4208,4931.4095,4832.3969,1437.8658,-6896.7313,-5538.9092,-3258.4116,-2339.4809,-704.4909,-436.4341,4400.6532,4885.1286,3214.1926,5929.2869,973.9828,3233.5717,3709.1186,-5755.5471,-2908.8754,-6514.3280,-5075.1750,-6410.7870,-3006.3243,6206.8604,-1161.1409,-2358.2270,-5319.6399,5733.2222,-618.7871,6522.2924,4148.7351,5899.3423,4006.5967,1895.9088,5855.5711,2967.0166,304236.7990,319415.7950,319612.6687,315228.8017,324414.4433,321106.0936,318754.4716,318832.5297,-126859204.0729,-126823165.1866,-126861556.5871,-126854169.4465,318219.3950,-126849377.3353,303.8878,66.6692,1152.4760,4619.9016,-5151.6508,3828.3530,-5520.8227,-2330.8739,-1215.0945,-5106.3398,4119.1507,115.7445,1163.5588,-686.6840,5100.5850,1313.5097,-2931.2526,852.7970,5034.0091,-3556.4441,4707.8662,4126.7148,2857.8330,4176.5729,3505.3766,1475.4446,2099.3102,6081.4644,-2266.3659,-5016.7941,-2984.4550,4591.1536,637.1178,-2700.5441,-152.4642,-3522.3577,-721.8155,-1034.5594,5252.8150,-4689.7658,4447.2143,-6356.0329,944.7634,-5480.2019,6505.6090,-5481.7154,-5509.2008,-2499.6810,-3731.4827,-1104.0741,-3273.8951,2069.2830,-759.9562,5367.9149,733.5924,-5467.0489,3911.0311,-4246.4339,-5453.7686,5.4676,4264.3153,2132.4741,1785.9034,2372.1191,-878.3301,-4651.5017,-3005.2460,3875.7028,526.4872,-1354.2825,-3734.4137,5110.0922,-3124.0778,1804.3533,-4706.1515,-4913.6850,5372.3348,-3517.1725,-4328.4549,-2054.8434,5131.8623,1315.1078,5531.1947,1340.2749,-4629.7058,-1265.3478,-4420.8311,3013.6583,4914.3127,-300.7992,2384.8268,2927.0632,6776.4376,-2368.0883,-5491.0208,1259.1382,4695.1017,-3448.3842,-963.2019,-4728.3865,-145111.4105,-148440.6092,-149394.7184,-147356.8017,-142898.0322,-150864.6255,-158639.2629,-147858.4911,52795072.0412,52768134.6948,52787184.8125,52785217.4729,-149484.9851,52783306.0804,
