sl_100_86400_20240526 Coordinates.csv
2024/05/26 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:56 2024,
Start: 2024/05/26 07:47:00.00, Stop: 2024/05/27 07:47:00.00,
TIME_UNITS,STARLINK-31101 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-32035 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-4765 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-3984 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-1468 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-2659 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-32035 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-3984 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-1468 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-32035 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-3984 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-1468 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4862.4123,-1189.1020,-6790.1730,3461.8421,-3007.1010,5756.2255,824.3253,1692.9515,3081.6655,-6054.5642,-6655.4463,-3902.8737,-6093.5245,-5326.4735,5848.6341,-787.2715,2867.1073,4431.9346,4158.2531,5076.1109,-4420.7414,4446.7788,5489.6267,-3173.9207,5756.9195,-1722.4990,-3963.2851,-6403.4549,4309.5583,2858.5641,-4042.3501,-1130.5790,-4153.6437,-2959.3657,5464.1107,-4135.5319,-2913.5877,177.5964,-6036.4143,6172.2710,-3540.6193,6068.5653,-2077.6886,1519.9459,1472.8191,1222.4934,2620.5021,-479.9231,-2970.1519,4582.6826,5857.5838,-5843.5038,4096.5269,1428.6116,-4022.1632,3159.9377,-3251.3981,-829.2937,4104.8557,6729.7214,5182.0749,-6301.0918,1600.4892,16.7187,-268.3280,3687.4464,95.9702,-3863.9802,-2801.2743,3614.6171,-3385.0868,-4838.3204,-5481.8994,-6294.9977,-4980.0000,-4381.4184,-115.2362,605.9450,-2888.2688,5730.5345,2769.4953,5464.1428,748.7832,-5852.0432,4881.8185,-2675.8475,-1792.3849,5211.9820,6882.7244,-3126.1457,-3516.6961,-1488.8848,-2294.1699,2639.8727,3859.5647,2702.7641,4591.6945,-1555.1301,4644.8621,-4811.4185,-63555.0682,-35136.2115,-55145.3754,-58243.2330,-54871.9526,-56363.6860,-48451.2273,-53782.9877,-266674591.9938,-266666764.5039,-266696576.9040,-266684559.5258,-53120.4717,-266692677.0116,-4176.8581,-5463.7018,858.5120,2285.2178,2774.4295,-3291.6840,-2702.7010,-5913.1618,4556.8740,2449.7049,-512.3156,-3073.6247,1735.4395,-4236.6331,-251.5050,-6835.2532,-5719.8629,-3058.6069,-1462.6930,4726.8900,-3352.7279,-4833.4491,-1823.2504,2677.9700,-1585.7564,5253.6322,1601.8408,-2676.7832,-4208.3726,-4223.0104,-4960.2174,-4058.0641,-2924.3995,4331.2715,-1803.2142,-4179.9792,-4164.9915,-5094.7210,3185.9066,2904.1033,-3539.5417,-1186.9207,-3623.0629,-6364.1816,-5354.4817,-3297.9259,-3842.4193,5697.6181,-5620.0092,-1472.4437,1107.6398,2917.8249,-2896.3081,5761.6237,-3560.5682,-5378.6115,-5829.2249,-5102.3847,-1937.0897,1686.2679,4092.6223,-2758.1456,-6537.4364,-6084.0179,-1259.2359,-4608.5373,-5625.8676,3716.8992,6220.9495,2409.4667,-3925.7464,-4381.1829,1465.5752,183.7853,1122.6251,-596.4782,-6935.2789,-4148.7492,4676.1275,3836.1405,3275.7539,3582.8014,-2785.2995,-3589.1780,-4902.2842,5782.6167,6663.6035,4534.5379,-719.8660,-2965.8708,-3096.5901,-5057.4757,2479.6531,5665.8938,-2982.4925,5870.1898,283.7742,3732.9939,-3345.6839,4303.9602,-324130.3244,-340367.4678,-337085.2615,-330969.3748,-338133.5649,-334358.3307,-331338.2531,-330644.6606,83764220.3441,83739408.3701,83765481.9135,83768889.7638,-331695.4941,83771411.7204,2644.9006,-4099.7963,-651.2919,-5544.4310,5454.9000,-2072.9121,6340.1666,-3180.2953,4214.9098,-2345.6289,919.9852,4821.0128,2820.0735,-1353.9117,-3524.8500,733.8264,-2641.3096,4232.2362,5203.2150,-346.6243,4123.3401,2225.9812,-3838.1542,5538.0090,-3505.3836,-4224.2659,5444.6197,26.6741,3409.8379,-4704.8579,2678.0269,5393.6092,4720.1476,4347.8156,-3733.8053,-3685.9093,-4725.4654,-4686.2218,-1238.4487,-60.9328,4777.1269,-2964.6650,-5523.8301,-2261.1559,4150.1856,5983.4290,-5028.2592,-3916.8912,-2740.6401,4973.2829,-3324.7114,-2292.2671,4481.9674,3395.0269,4391.1599,-2538.4920,-1415.8393,4596.2679,5227.3582,-135.5832,-2168.0553,-781.1243,1602.4621,3304.0845,6812.9600,-3639.7690,-4033.2074,4368.1920,1249.7745,-5257.0690,-4615.6009,-2360.3320,-3640.0602,2858.1392,-4690.3437,-5328.5879,146.2715,5410.0406,-4238.5046,782.1509,5420.5286,-2282.8601,6314.1268,266.3931,-206.4953,-2705.2262,-524.3100,399.3242,663.6922,5401.7376,5099.1473,4509.5092,6065.2616,2978.0251,-4914.9215,-2484.5698,-5044.1471,-5662.1158,-3720.8337,2508.1384,-178405.3979,-179833.7199,-182281.1849,-173476.6666,-176855.0048,-187460.9448,-185919.3712,-181462.2285,32161252.8350,32133366.2073,32171601.7635,32147297.2137,-180141.2666,32155040.2018,
3600.000,6407.4782,3598.0032,4536.2940,-5645.8022,-225.3547,-6095.1670,1117.9341,1555.0157,-5412.9773,3045.9809,5262.2309,6532.8995,3175.3326,6179.3331,-6315.8506,2190.8493,-1475.0525,-3952.3011,-3925.4745,-5733.1865,6509.2786,-985.6603,-5112.0054,484.0524,-5923.0233,1857.0858,1510.0121,5655.4612,-416.9648,762.9856,4938.9282,5104.8271,6194.2672,-1607.5842,-5499.4452,6005.2477,5806.5667,2282.3196,4416.1544,-5788.0888,4377.5879,-5916.2083,5659.5177,30.8158,1287.4446,-576.0261,2117.9569,-2705.9554,4487.4535,-4955.4433,-6570.8618,2546.2634,-3199.3300,-3595.5366,6348.6965,-1109.9959,4683.5917,3389.0728,-3836.3672,-6063.6383,-5984.1353,5939.5470,-12.9804,1691.0958,-3393.6239,236.4413,1930.1714,-366.9099,583.7369,-6475.7812,6229.1400,5133.4551,1118.5189,6520.6886,1777.1748,5866.7294,2344.1315,3939.6077,523.8379,-5673.8534,-6061.0605,-4517.9223,1169.6921,5755.4733,-2731.5337,-613.7331,-336.1969,-5020.3258,-5573.9681,5096.4518,6404.4215,4001.1803,2791.3293,-3743.6048,-3196.0304,-4143.2400,-5931.2678,1443.7850,-411.1419,3826.8443,20188.6239,50323.4854,27562.5086,26411.1580,29668.8355,27663.8127,34853.2264,32254.3808,-279240034.0800,-279227520.2154,-279258629.6192,-279252829.8210,31084.7216,-279259089.6570,2486.9385,2119.7031,-2488.2441,1173.8682,-5859.4008,892.6868,5934.2596,3929.8762,-4321.0689,-4230.6597,-1684.3407,1828.0439,-4011.7457,2161.1281,2385.1823,5577.5294,6536.6155,5600.4663,5213.4974,-2372.0485,2341.2038,5150.8639,4638.1727,-5704.4684,3509.7794,-6679.6920,-5055.3543,622.5435,4184.2240,5854.0308,1432.9458,1775.4016,-260.3654,-5295.4735,4040.8090,3449.3120,1522.6424,6443.3189,-4775.4858,202.2521,-702.8980,3064.7412,1967.8331,6589.2487,6694.5100,6483.6138,4287.2026,-3160.7403,5013.7306,4523.8623,1771.0777,-3742.0237,5925.1131,-1991.5233,2726.3832,6144.4384,2395.2379,5961.4234,5282.7686,761.0510,-2839.5171,895.3456,6362.6293,6660.0892,-2628.1491,4166.2978,6644.2972,-4212.8718,-6489.3762,241.3815,1774.8545,897.1048,-3950.8422,-1805.7057,-3986.5276,-2627.3537,5521.3757,3769.1843,-6761.7107,-969.6812,-1583.8363,-321.5406,5977.1739,571.6662,5044.2554,-4321.8313,-5370.1189,-2083.3145,792.4681,-888.4707,1714.3821,5604.2320,-5793.5752,-2133.1966,5945.1912,-5213.5176,2990.0663,-6582.3623,5101.5813,-5492.2078,-331548.5028,-338913.8029,-339302.4744,-333244.2502,-341345.4728,-338011.7880,-333845.1860,-335403.6813,11826375.5332,11809558.0327,11821327.9599,11837518.5032,-334480.0346,11832945.9035,940.5239,5518.6647,4515.3660,3813.9507,-3502.7591,-3210.2254,-3453.8664,5469.6126,-391.6316,4570.0109,3847.0308,-1424.2115,-4688.7012,-2301.5962,-1039.8512,3451.3515,-1730.8222,-110.5593,-2013.4486,-3121.9879,-185.5715,-4543.8911,703.4819,-3913.8004,-710.7309,-533.0484,-4501.6528,-3983.0723,-5510.6165,3632.7685,-4662.3935,-4218.8177,-3125.9492,-3989.7737,-662.1682,-402.7698,3468.6012,1069.9091,-2412.4407,-3606.9746,-5328.4766,-1618.0249,3451.7957,-2122.1053,-1296.0528,-2448.7721,4886.9599,5526.5948,-1620.4090,-1737.7474,-477.6634,5223.0714,-68.6344,-5477.6084,-714.2085,-2528.5150,4336.8729,-971.0228,-2336.1014,-3290.2845,-2105.2087,-3446.2318,2713.0861,876.4470,-5465.6163,5521.4525,4.6436,-5486.9522,2376.0620,2100.3689,2478.2396,4573.8708,5331.5328,1444.0762,5368.8981,2551.1139,-3489.2478,-4158.5511,1453.9589,-3882.3908,-2950.0335,5219.3897,-3362.3017,-3710.7301,-3879.2869,5357.5374,4340.4745,-4290.3129,4068.8377,-4600.8534,-2037.0149,-912.1877,-2652.8927,-5431.7282,1514.0585,-1891.1206,1539.7786,1699.1378,4506.4708,1780.1352,-178657.7229,-179715.7389,-181303.1264,-174683.8816,-174757.4142,-184968.4181,-187651.5949,-178886.8681,32214346.6692,32187552.9378,32226711.1929,32200628.8261,-179865.3612,32211015.6352,
7200.000,-5675.3972,-5812.5116,-366.8743,6117.6192,2355.4140,2024.0912,-1422.6925,-5110.8381,5394.3290,780.4426,-776.0060,-6307.7544,371.6510,-5096.4777,3307.5988,-3702.0492,-1022.4564,1464.5915,2148.8182,4916.0637,-5711.1045,-3056.7702,2975.6052,1378.1091,3397.0703,-910.1931,370.2627,-3257.0283,-3767.0491,-3471.3179,-5170.8094,-6850.9751,-6378.8646,4954.0309,2636.6591,-5371.7652,-6882.8825,-3415.7713,-895.6831,3178.3193,-4849.7993,2603.5442,-6861.0928,-2166.7524,-3278.4071,459.5745,-5372.9251,5781.1825,-4419.3793,3591.0449,4020.5038,1767.4201,203.2387,5450.2172,-5978.0720,-2426.7430,-5040.3298,-4254.2985,2553.5344,3524.3618,4694.6484,-3544.1839,-2388.5172,-2958.2938,3271.9082,-4305.2540,-3072.2245,4181.6162,2408.7542,5935.8581,-6832.7799,-4681.7410,3062.3974,-3814.3264,1006.7552,-5289.5316,-4536.4041,-6273.9237,1648.0508,4319.7457,6784.2329,3017.2548,-1453.8550,-3863.2931,-1211.6621,4494.9155,3440.2432,3716.8422,1642.8869,-5898.1173,-6544.8538,-4671.7328,-2742.5743,4819.7390,1584.9535,4250.2428,4357.6605,-1213.8877,-3512.4417,-799.0091,104090.7635,132726.4387,108664.3630,109374.7531,112405.7245,110504.8636,116077.5050,111858.4420,-272744298.9878,-272729519.5463,-272756884.6214,-272763814.3347,113337.6873,-272763958.6831,366.4723,1136.8280,4319.0666,-3222.4949,6318.2398,977.0016,-6644.9913,-1578.8109,2320.5896,5571.0195,4105.9016,-193.3797,5833.6227,1147.2762,-3535.6855,-1933.3881,-4666.9590,-5286.0486,-5895.2794,-1295.1108,-318.7506,-4666.8314,-5587.1897,6791.5519,-4053.0200,4803.4781,6873.6850,2603.2465,-3991.2994,-5993.2609,2567.7395,144.3141,2710.8472,4645.2480,-4374.9385,-1179.5000,859.3631,-5103.4308,5114.2752,-3964.2786,4203.1848,-3847.2986,-514.0974,-4059.8065,-5645.0127,-6451.3638,-4050.7576,569.2662,-1952.2455,-5333.9232,-3883.5345,4522.3032,-5072.6257,-2032.4071,-931.2254,-3274.9384,2243.8478,-4371.5382,-6126.7081,-3647.0083,-44.7238,2203.5012,-3654.8399,-4310.4194,6061.0258,-3599.1669,-4731.5438,4490.6367,4616.2807,-2066.5246,394.1785,3125.7237,5502.1680,3095.7777,6261.8130,4085.6054,-2279.7294,-2757.0134,6371.9227,-2796.4338,59.1180,-3801.4897,-6614.7806,3335.6361,-3959.9332,2361.5568,2446.1855,-1944.4043,-1883.3874,3497.4832,-182.2316,-3980.0948,5948.8075,-2000.6098,-6123.3685,2023.5919,-4237.0964,6045.5999,-5523.9901,4721.0080,-317537.6733,-316328.0613,-320204.0321,-314374.3935,-323086.5324,-320084.6976,-315865.5276,-315639.8571,-60903011.1116,-60911459.5541,-60911757.9750,-60888769.6234,-316233.3380,-60897459.3254,-3977.3067,-3604.6535,-5342.1014,258.5135,-1075.5634,6559.2761,-1476.9730,-4398.4863,-3699.3350,-4066.1766,-5292.9031,-2870.4701,3728.0867,4557.0079,4806.0628,-5524.2350,4993.4948,-4119.1084,-2698.8576,4721.3670,-3900.1945,4114.3607,2836.3067,-115.2324,4452.8045,4932.3884,798.9862,5536.5697,4215.7236,-382.9562,3841.3677,31.0390,-352.9108,600.7913,4561.4667,4214.4716,-140.2898,3179.7362,4589.5675,4540.7551,2597.7583,5029.2376,734.2296,5157.7699,-2353.7828,-2555.6295,-1262.9319,-3779.9164,4942.4387,-2589.2565,3903.2659,-4936.4273,-4431.3030,3595.6067,-3417.0139,5348.6355,-4020.6012,-3283.9288,-2004.6649,4726.6425,5110.3041,5510.4892,-5375.9327,-4552.9048,871.9404,-4073.6589,3995.2436,3193.0144,-4588.4040,2623.8095,1133.0554,-4062.4822,-2403.2899,-4880.1426,-2795.9594,1782.5429,4719.4151,-59.0827,2188.1404,4648.7889,-1378.0127,-4938.1514,-1579.7400,4588.3451,5534.5184,-4706.9918,-5489.4290,5492.9976,-6495.2650,910.5187,-2288.6667,-3258.4316,-2340.9495,4546.2373,2796.2415,5062.2028,3109.3899,3200.1152,-1938.8510,-5015.9272,-178945.1852,-179582.0678,-179922.8294,-176812.1426,-173140.4788,-181553.0467,-188603.8297,-180413.7160,32267202.2572,32241853.2206,32280624.6798,32256574.7760,-179572.5348,32266968.5474,
