sl_100_86400_20241116 Coordinates.csv
2024/11/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:54 2024,
Start: 2024/11/16 07:47:00.00, Stop: 2024/11/17 07:47:00.00,
TIME_UNITS,STARLINK-6165 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-1295 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-32175 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-1235 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-1295 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-32175 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-1295 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-32175 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6058.8633,-6068.0879,-4854.0126,-1639.0353,-2108.9712,4972.5238,5902.7044,-323.7166,-4912.7100,4453.1987,-566.6380,176.1283,-4461.0407,309.9887,3046.8240,6038.4473,-4746.0138,6708.7728,-3487.4627,-2092.4960,-5943.9383,828.2877,3797.7417,-3473.4712,3405.2007,-715.2296,5163.1596,48.6173,1546.7871,-2266.4539,6036.3630,-5314.0594,-3611.5323,5437.5073,5555.4285,-6425.4558,6475.2096,1990.5291,-379.3924,4298.5453,-5480.8745,-6429.2319,5988.4053,3276.5287,6926.7050,6181.0994,-2246.9246,-390.5483,3043.8163,-3911.8082,-1054.9812,5043.8979,5779.1229,3984.4114,3908.8993,-3943.4689,6099.6171,-1444.1904,5399.6989,-5595.2304,-3529.8482,976.9038,-4835.5886,5755.5022,-529.9442,-6594.0238,-5215.8492,-6055.8756,-2914.7113,2393.3048,294.4943,-5798.4709,4717.2283,4852.8925,-2696.8989,-211.4441,-4161.7602,3908.4285,5606.0594,5208.0839,3073.3689,3770.6227,-5165.2945,2841.2229,122.7673,-3670.2236,6554.9875,2278.8009,5498.3438,6744.2680,-4285.0583,-3684.3209,-3372.7489,-3944.2722,2144.8447,-4010.0221,-3373.9020,1739.3142,2280.8545,-5678.0344,149079.5239,136262.9000,145602.4186,146735.2713,144530.4030,145407.4719,137149.4507,140270.6823,-87412933.4525,-87451171.1207,-87430416.8025,-87420509.5258,141708.1253,-87423405.3948,2512.7695,-2275.1051,-3577.6201,3490.5047,4515.8942,1829.9236,2189.9663,6256.4478,3148.2076,2064.0213,4513.3287,6050.6702,-3477.4346,4652.7489,-4776.3632,911.8047,4996.9983,317.0878,2501.1002,-4598.0419,-1582.0912,-6656.0774,-1556.6246,2845.9269,-5735.3496,-6788.7505,89.6924,-4992.0428,-5538.3263,4182.0718,3119.8128,-2855.6172,2048.4732,512.2710,-4083.3516,2412.1258,-1083.3108,6463.3720,-6258.7465,-4686.9585,-3946.0955,-1069.0021,-3277.1214,4651.8586,-336.6874,-1761.9000,-3502.5841,-5295.7557,-6002.6014,-5658.2998,-4057.3415,4044.7272,27.3035,-2002.3311,4617.3372,-1759.3546,-3022.3359,-6630.1939,-2269.0920,3028.2390,-5026.0612,-2029.8755,4470.0400,3175.3530,4363.7129,-508.2594,-3896.9080,-2994.5051,-3075.1488,6487.0140,5147.0960,-1481.0288,-518.5584,1152.7011,-3524.1305,6320.9073,4547.7916,-3208.8128,3839.1489,4110.0929,6087.5336,3112.2756,4545.9221,3810.2393,-4525.8898,-3524.5691,-258.9755,4617.5168,4025.5589,-392.0176,-5248.7521,-5028.5694,2416.0249,3284.7922,5243.0845,-2292.6080,2453.2989,5659.2084,-765.9360,-3361.2249,-315777.1583,-287334.8028,-294619.6134,-300704.7847,-292857.9304,-296600.3993,-298674.0816,-297876.2826,-91439628.3455,-91383620.3269,-91414399.5286,-91418109.3985,-298961.2339,-91422117.6509,-2262.4672,2180.7584,3383.0391,-5790.7211,-4801.6950,-4508.6433,-2916.4443,-2951.8851,3722.4393,-4915.2299,5249.6941,3391.6871,-3988.7261,5102.4170,-3975.1616,-3293.0002,786.7967,-1694.2684,5319.6979,-4587.2347,-2697.5867,-1699.5641,-5332.7999,5258.9369,1856.9629,-1129.3061,-4618.3871,-4683.0129,3731.0969,-5026.4131,1297.2725,-3444.0362,5520.0567,4295.4227,-711.1813,919.1909,2174.1336,-1459.6074,2912.5453,2715.9163,-1585.7324,-2346.2177,1223.3312,3959.8710,165.4156,2552.7596,5527.5391,-4296.0544,-1702.9794,889.9827,-5508.1949,2183.6354,-3709.5998,5280.9871,3222.4552,5402.9633,-1334.5861,-873.6148,-3721.1603,2757.4259,3217.1898,6559.0928,-2125.2177,-2220.0226,-5345.5919,2019.4649,-2399.3206,-1581.1023,5459.8888,-223.1539,-4645.5506,3527.1593,5025.7033,4646.2263,-5311.3797,2635.9235,3172.5220,-4580.7408,1439.4668,-1966.5915,-1254.0950,-4909.3375,-793.2629,5019.1216,-5236.4251,-4531.7736,-1891.8693,-4316.6728,-828.5697,1484.9640,-1490.5192,2841.4970,-5313.6168,-4669.7854,3827.9718,5141.6006,-5523.1637,-3575.1408,6512.8415,-1620.3931,153620.5717,148495.9738,147635.6214,155863.2479,153271.9937,142580.6810,143389.4404,149316.2193,49176460.2219,49176583.4956,49154562.5076,49181110.7634,149562.7668,49175414.0053,
3600.000,3054.2166,4243.1608,6385.7120,1534.6683,-2210.0685,-6650.3110,-4902.7030,-2290.5131,4598.3512,-4685.8956,-2342.4070,2262.9495,6459.3985,-4068.3947,-1862.4809,-6763.2538,1890.0990,-4476.3353,-312.4200,5793.3714,6226.1963,760.0322,-787.2138,2260.8530,-1920.6766,2346.8252,-6445.3994,3849.9647,2333.5692,321.9427,-6074.2005,4331.9926,1850.1348,-1824.3283,-3764.2482,4989.3110,-6040.0740,-3276.6022,2032.7352,-685.1489,5393.1649,6611.8760,-4365.9474,-5077.8009,-5430.6524,-2963.3969,5646.4958,2985.3032,-920.9774,4910.2396,4924.8661,-4335.0992,-3510.6170,-3488.4790,-4115.6036,6175.7153,-3339.2627,2975.9796,-4801.5189,2264.1271,4873.4022,194.9936,1511.4863,-5238.3887,-2763.9479,6424.6385,6510.9930,6562.7592,5303.1702,-3392.3995,-3913.1183,6649.1535,-2154.3482,-5373.3324,4970.4425,-1573.9848,364.9516,-1245.1650,-1959.9665,-4572.6449,-4702.7970,-4356.6047,3346.0952,-5915.3676,3928.8899,5746.9663,-5870.0948,-5291.2592,-5501.6993,-4346.0916,5610.4082,4907.6726,-612.7693,774.2796,-4463.4248,4262.4889,503.0797,-3592.1680,-705.0436,4496.9508,223344.0350,205197.3272,216410.2566,215829.9139,213932.4565,215227.7633,207699.5891,212935.6365,-60693244.5671,-60741395.4472,-60711699.7417,-60709288.0977,211358.8768,-60704445.6505,-4249.4720,-1059.7965,2525.8005,-6484.5575,-3838.4567,-2015.1979,1395.7808,-3646.7226,-5166.2126,-5124.1578,-1039.7590,-6304.9616,2477.2233,-2364.6386,6661.7419,1529.5579,-5425.1548,1795.2702,-5248.5055,2807.8844,-652.4083,6338.1982,5640.1848,-6080.9225,6182.7250,4494.6756,2328.3810,2275.8925,3392.7290,-6681.1009,-1424.5806,5116.6809,-5641.9904,1597.3724,4677.1471,-3499.7459,2566.8717,-5371.6503,6461.1939,4304.5174,752.2251,-486.1303,4822.0870,-1026.2871,2525.0953,3276.3389,1333.3456,6139.3835,6593.8396,2904.3079,3528.2548,-232.7771,3706.1937,5452.2330,-428.3715,-1163.1644,4414.9377,3963.8640,4979.6538,-4597.8751,1425.2421,-3319.5550,-4338.5758,240.3055,-5775.3259,-1036.7820,2043.4167,828.3713,-485.1565,-4361.2118,-5099.4605,1533.9184,4093.1453,3132.0481,-212.0786,-6380.4981,-5065.7333,6328.1321,-3316.8561,-927.5778,-4490.2061,1192.2647,-5016.2848,-3120.4973,2853.4468,-620.1027,2059.7324,-4123.6303,-775.3371,2236.2934,3449.8098,1060.6462,-5553.3483,-5744.3117,-5160.0615,-2100.2785,-5522.9869,-2107.5351,4881.5211,-149.8429,-267793.4045,-244950.9088,-250802.8606,-256260.3363,-247637.4068,-250976.0763,-254162.2133,-254659.6999,-110946579.8759,-110899466.6692,-110928751.0549,-110921947.2778,-254136.5954,-110929995.1358,4545.2038,-5262.2498,834.8970,1967.2103,5305.5092,-144.1851,4696.5617,5412.8238,354.1494,43.5602,-6467.5186,1816.8750,-55.3556,-5075.9870,-77.0620,-140.3376,-3891.8084,4961.8062,-4383.0657,2248.6783,-2432.9569,-2669.6004,3570.0015,-2420.0377,2454.0079,4698.7905,987.1668,5168.1146,-5485.2451,1754.6285,2984.7725,-1817.5169,-3548.6651,-6520.0943,-3465.9421,3282.5688,2182.8601,-2879.0067,1398.5083,-5375.7975,4288.1412,-2004.7819,2401.7792,-4617.3269,-3503.9988,-5327.8545,-3787.4109,61.4992,-1963.7122,-3950.5024,3333.1294,-5271.8694,4581.8145,-2449.7530,-5472.8965,-2911.8810,4171.3907,4706.1463,501.0915,-4678.2914,-4730.4696,-6099.8184,5163.7962,4532.4335,2611.3113,2338.1899,-1248.4669,-2092.7724,-4420.6411,4155.4772,2599.6200,1335.3775,-5148.9753,-2808.6885,4798.9103,1941.8547,-4728.0502,2214.7569,-5786.8335,5099.9035,-2408.8071,5241.3469,-3410.8011,-1779.3502,4920.8240,3595.8461,-2813.6729,-328.9448,4021.7644,-4899.8671,-2179.9397,-4669.8038,3758.1035,3801.6488,541.9699,-5032.0397,4127.6961,5510.6653,-4907.2149,5095.0073,154411.2248,149410.4122,149505.8824,155228.5371,155954.3944,145928.8615,142514.5898,151187.2013,49161616.0723,49156268.2884,49136655.7317,49158874.5783,150554.1438,49157509.6507,
7200.000,804.5346,-1489.6541,-5209.4650,-1352.0321,5653.8585,5004.9756,3169.8251,5192.7461,-2190.2707,1699.1279,5580.7758,-2519.4047,-5596.0733,6643.7825,-148.6302,4937.0680,2071.4944,1028.1026,2911.3983,-6580.6273,-2425.3763,-2787.3788,-1557.0999,-768.7510,-1033.7431,-4331.6228,5061.0331,-6560.0679,-5873.0267,1215.5421,3951.7192,-870.5000,-316.4596,-1338.9198,-82.8680,-1185.3745,2822.7487,3950.3343,-3226.1727,-3609.7477,-4293.0968,-4009.9772,833.8715,6001.7688,2112.9328,-1100.4058,-6911.4984,-3925.3854,-1973.2489,-5042.7474,-6405.6060,2871.3668,752.6370,2146.4629,3974.5048,-6158.1864,-661.7256,-4467.3228,2513.1433,1615.0014,-5549.4744,-3348.1854,2857.2263,3823.4950,4238.1250,-3481.3475,-5505.6994,-4842.2321,-6264.3281,4170.4194,5751.1957,-4292.9389,1.6516,3901.2223,-6153.6901,3198.4026,3539.7800,-1407.0514,-1462.5096,3350.9642,5097.7947,4604.8196,444.8171,6227.1094,-6595.3966,-5679.5638,2010.2427,4771.7877,3989.3025,568.6476,-5254.4191,-5140.5707,3138.0382,1894.0383,4598.2398,-4118.2625,1470.7938,5384.5962,413.4365,-2142.0291,282915.9879,261895.6198,273393.4877,271120.2719,269783.1301,270800.6517,265004.5520,266018.8978,-29839134.7236,-29894230.1958,-29854908.3468,-29860647.0076,267636.2176,-29850559.4334,5535.6640,4911.4730,-107.2862,6141.5280,3090.6816,1162.2927,-4968.2358,483.9962,5025.6568,4688.9695,-1318.1486,2436.2525,-384.6256,433.7449,-5595.2422,-3408.9646,4714.0586,-4457.2332,6185.3298,-272.9267,3263.3062,-3371.3838,-6401.1103,6601.7612,-4364.7457,-614.7404,-3445.2149,163.8513,-1043.4493,6294.7692,-1668.0923,-3430.1020,6874.7175,-4683.5935,-4186.4302,4057.3850,-3589.7062,1738.5883,-3723.7176,-3597.3564,3189.7245,2405.7989,-5131.7419,-2427.0980,-4617.5446,-4882.2704,333.7686,-3677.9494,-4949.0116,1131.5240,-2452.8584,-4324.5910,-6429.2437,-6289.2256,-4020.0430,2841.1839,-5233.4535,559.4435,-5721.1375,5588.3721,2410.7570,5732.4102,3831.1881,-4059.4337,5184.5454,2850.5817,838.8717,2106.8858,2870.1219,217.5416,3747.4285,-354.8317,-6605.5166,-5477.6359,2877.2855,3170.5929,4879.3272,-6422.8140,-866.2503,-3298.8571,958.9524,-4597.5244,4175.4994,1550.2469,-1394.7352,3758.8679,-3642.1226,756.5498,-3399.0643,-4465.3667,-27.8009,3220.3066,5868.4404,6641.3273,2248.8700,5266.7271,6758.3858,-1668.8103,-6924.3028,4535.8992,-202676.7248,-186609.5920,-191337.6859,-196020.7431,-186933.8668,-190131.8122,-193290.7314,-193431.6799,-122853082.5983,-122817322.8838,-122842100.7929,-122833769.0610,-193475.5527,-122837615.3067,-4107.1462,4512.7512,-4554.9210,2960.5814,-2524.1121,4676.2767,-3664.3022,-4558.0355,-4236.1206,4824.9288,3918.7520,-5999.0723,4042.1034,1872.2734,4057.9248,3472.4140,4639.6747,-5204.0428,261.6952,1769.8451,5333.9279,5350.1176,1348.7259,-1938.1707,-5281.0980,-5363.6130,3228.8007,-1941.9681,3361.3771,2590.5563,-5433.5453,5963.1252,-671.7966,4949.4087,5513.5066,-5489.7605,-5200.5385,5396.3677,-4859.3881,4669.7923,-4421.3581,5098.5638,-4596.5004,2482.5788,4716.9073,4767.5394,-297.0477,4195.4943,4440.0122,4618.4242,894.0107,4424.3368,-2291.5885,-1929.4028,3874.2042,-1396.7857,-4508.0051,-5154.8174,3004.0156,3770.2938,3384.4629,2029.7956,-5006.1330,-4130.1154,1730.4861,-5257.7467,4127.8995,4490.0613,607.0804,-5519.4078,996.2309,-5460.6315,2049.5474,-1153.9328,-1318.0971,-5171.8006,3422.8742,1807.0714,6726.1547,-5079.0792,4589.8854,-2378.4977,5498.3211,-2590.9983,-1568.1318,83.2351,5402.4946,4656.7260,-4437.7768,5244.7022,4519.7617,3189.5167,1050.8822,-657.9273,-4545.1135,1770.0202,-182.3929,-4010.6204,432.0375,-4592.0943,155147.2722,150363.4569,151640.7497,153627.1924,158121.6851,150178.6497,142369.2840,150723.3532,49146518.1541,49135971.4536,49119831.4811,49135350.1289,151529.1957,49139617.4682,
