sl_100_5400_20240105 Coordinates.csv
2024/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:24 2024,
Start: 2024/01/05 07:47:00.00, Stop: 2024/01/05 09:17:00.00,
TIME_UNITS,STARLINK-11269 [DTC] - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-1109 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-1507 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-2299 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-31878 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-31278 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11269 [DTC] - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-1109 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-1507 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-2299 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-31878 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11269 [DTC] - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-1109 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-1507 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-2299 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-31878 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6258.7966,-477.9356,-623.9760,1404.8296,535.6224,4607.9982,4255.5118,4754.5912,6016.2251,3134.2007,6498.3462,3902.1810,-4682.0968,5567.1642,-2506.4735,-6205.7246,-3293.6840,1802.0410,-232.9499,5953.7428,5423.3427,5522.8408,-131.2000,-5002.4041,-4275.3746,-5999.5084,-6367.2808,4449.4720,955.5592,-4958.6289,799.2207,-2973.8499,-5206.6233,-3213.4884,826.6666,-6187.4392,4402.8089,3757.0958,-765.6808,-5780.0507,4503.8926,186.1549,-5838.2690,2147.8616,-2229.1707,-5047.2311,-4960.9995,5160.4728,5985.1521,1718.4301,3177.9732,-2036.1769,-520.3929,-6623.2636,4333.4879,-5158.9363,1389.7959,-6405.5457,3744.9498,-3190.7122,2964.0134,1554.3119,49.0544,-2639.5185,-4816.9097,3592.2985,1900.5706,0.0000,3435.0895,-6389.0070,264.9017,5533.5268,-5230.0223,-4631.7423,-3010.0185,-2219.7325,5488.1146,-3730.0960,-3704.2393,-2053.7372,-2898.1171,-1250.1390,-5207.0438,-4777.6952,441.4546,2562.3646,1661.8441,4119.3723,5414.4237,-5581.7256,-4602.8897,287.0360,-5476.4456,-4543.3694,-3092.2522,-2904.2277,3648.8879,4384.1941,-34.1781,-239.3647,-358996.8671,-392012.5406,-377175.2411,-370134.6889,-377162.0837,-373482.9540,-377760.1908,-374729.1647,-214228922.3393,-214296552.6088,-214252871.1633,-214249542.6547,-374316.2619,-214249086.1083,-2441.6404,6795.8177,4553.4742,3943.3165,-4185.6039,-559.1108,-149.8030,4316.8384,568.4167,4807.4493,2138.5046,5640.3508,4897.5785,-1904.5421,-6319.2870,-2987.6917,-4407.0656,4743.5149,-4304.6653,3348.3421,2688.7175,-2335.0092,6724.0049,1102.1488,1466.6334,-1195.2976,-166.6100,-5213.3272,5032.8594,3633.7298,4076.3886,-4662.2775,1274.1412,-5803.6238,-4142.5263,3095.9570,-1853.7793,5723.9882,-6656.4916,-1290.8846,-2206.0959,5485.0043,2386.0513,4645.1387,5161.8728,-175.2540,-1357.2359,2548.9022,-3335.1660,5558.5313,-5566.9457,-6284.8286,6676.6766,1735.1346,1304.6095,2094.0655,-6737.7896,704.7600,5801.8839,5683.1137,3424.8267,-5060.2274,5943.2770,-5267.6505,-4849.3196,4800.6110,-6437.1807,0.0000,2528.5276,2170.0043,6007.6748,-1824.9055,3617.6815,3078.6974,-3637.3278,-6348.9001,3245.5474,-2535.4221,5648.2702,-6600.1466,-6303.6157,6772.1940,-3877.0151,-4881.9275,6811.3501,3302.5371,6031.1818,-835.7788,-3573.0791,2809.9972,-4411.1205,5957.1906,144.4780,-129.6804,6003.9299,4672.1520,3086.0138,-5377.6741,-5653.4980,5751.2780,-108154.0420,-114706.8135,-101249.4109,-103352.5498,-100227.4452,-102252.4691,-109491.2985,-105853.4128,250135245.1177,250144672.3517,250133721.3284,250143206.4139,-106197.4346,250138467.9334,-663.5298,365.8752,-5193.1071,5548.8184,-5489.0140,5127.8967,-5369.2286,-2641.7219,3388.2694,-3904.8317,-1245.4511,909.0091,-1630.0325,-3715.3072,1348.9462,-668.9092,4200.5620,4749.8978,-5421.3712,1208.8582,3383.4438,3493.9568,-1679.8769,-4682.6113,5228.6838,3265.2457,-2748.1088,-431.8870,4673.2187,3200.6523,-5544.0511,-4197.1948,4402.0282,-2085.6154,-5495.1664,249.5589,5047.7606,414.5408,1735.2112,3607.1445,4808.7436,-4100.7054,-2865.1012,-4675.5914,-4069.8862,-4740.0566,4645.3151,3831.5343,-1202.3982,3740.2004,-2630.1385,-2132.5362,-578.5350,1054.8587,-5245.0372,-4168.2751,-768.7977,-2531.4496,830.1581,2341.4534,5256.8505,4348.9903,3569.2813,3655.2013,-496.5917,3254.7020,-1263.4652,0.0000,-5218.6146,1520.0091,3485.7776,-3560.3016,-2735.8458,3807.1493,4949.9926,1673.5100,2702.8842,5256.0947,1246.0050,296.4877,-272.3250,681.5555,-2107.7864,122.2924,-795.5262,-5168.9850,2995.0326,-5271.7692,2459.1684,-2986.6558,2577.8186,-3533.4558,-4276.5111,5214.2680,1526.2094,-4234.6112,5042.9708,-88.4644,-4027.8607,3745.3112,-73627.2673,-75630.5215,-78755.1889,-69568.6001,-73584.7785,-84079.7758,-81938.5521,-74808.5164,-146826273.1892,-146826880.0078,-146847661.2233,-146821048.6670,-76502.9953,-146826918.5184,
300.000,5313.6213,1041.9482,1204.7281,3394.9421,-1528.9105,4919.7350,3535.3266,6002.8878,5071.1439,4236.5237,6718.9783,4571.9916,-3849.8288,4001.5319,-3645.2596,-6571.0739,-4916.2842,3050.6900,-2295.0722,6184.1136,6474.6128,4368.4870,1404.6988,-3549.5821,-2804.8323,-6631.5154,-5424.3324,3021.9868,2947.8833,-4523.5582,2883.4068,-4747.6438,-5450.3295,-3920.2702,-1219.6546,-5405.6969,5107.9180,4632.5074,-2004.7872,-5317.6804,2630.2314,1732.2678,-5696.9012,3254.0373,-346.1750,-4006.5597,-5053.2757,4808.3666,5056.0523,2808.6949,1550.7081,-3315.0029,713.7166,-6252.7000,4065.8031,-3460.8959,185.4262,-6571.4871,4212.2042,-2204.5822,3900.0971,200.9456,1838.2756,-3869.9314,-5515.9744,5162.5650,520.2373,0.0000,4049.2801,-5303.3304,-192.5114,4120.3334,-4779.1031,-4288.6161,-3799.3678,-3412.6584,5332.7877,-4144.2687,-2397.2438,-3116.2270,-4089.1947,-41.9351,-6247.3615,-5416.7320,1933.8494,3784.2452,3066.5169,3038.0654,3918.7801,-5351.9359,-4830.7165,1686.6507,-4667.9726,-5092.1791,-2030.9356,-1406.4432,5274.2139,3006.3960,-1910.6970,1647.7835,-356657.6073,-389503.4849,-374682.8493,-367765.5869,-374841.7035,-371119.8119,-375317.8575,-372801.8312,-219636170.4531,-219703962.5022,-219659692.4806,-219657661.3677,-371943.1973,-219656339.8885,-3389.9562,6638.8706,5309.9340,3155.2035,-4599.3019,-2494.4103,-2213.5446,3261.1966,-959.8026,3076.9566,1552.5359,4475.1106,5804.3759,-2218.0469,-5879.6979,-1833.6648,-3987.0278,3097.5208,-4483.7555,1730.3213,1274.9516,-1364.9398,6784.4113,2554.2108,3045.3867,425.3007,1197.2093,-5857.7244,4210.0269,5013.6279,3568.9145,-3867.5348,2988.1778,-5741.7742,-4662.9775,4040.3009,-3214.4840,4863.6852,-6626.9390,660.8625,-2383.6336,4273.9899,3758.0362,2913.0377,4733.0264,1610.9836,796.8406,691.7966,-3550.0995,4038.6098,-5392.9477,-5079.1596,6562.1765,2890.0195,-831.6637,2336.9579,-6838.0238,2021.2481,5383.6205,6540.4859,1483.9278,-6151.1739,5050.1968,-3672.9311,-3842.3741,4001.9198,-6141.6388,0.0000,414.4006,3112.3629,6810.0669,-3275.2297,4898.9278,4664.0615,-1653.1262,-6033.9370,1594.7469,-417.0742,6431.7736,-5992.3498,-5324.0530,6828.9278,-2674.6907,-3810.2265,6548.8100,1442.3539,4750.4335,-2757.5377,-4161.3001,4191.8273,-2783.8597,4789.4254,2091.2374,1784.7849,6615.8768,5926.9381,2057.7416,-6045.5763,-5953.5724,4956.0091,-115627.0972,-122941.8179,-109069.2763,-111303.1644,-108083.1546,-110063.4312,-117391.7109,-113647.4441,245398576.0582,245406895.2947,245396650.7667,245406462.5457,-114094.4548,245401699.0111,-2421.6986,-1185.7405,-4293.5695,5181.2892,-4943.3097,4176.5710,-5436.7117,-1236.3951,4618.9849,-4557.7031,879.5877,2627.5701,160.4916,-5243.3654,-455.8301,1146.1678,2807.7629,5421.8539,-4753.5523,2617.8423,2138.3662,5213.1552,-164.4277,-5389.1710,5533.7911,1988.9313,-4156.5692,-1932.9362,4655.0427,1572.3214,-5189.9295,-3269.2683,3083.4824,12.6749,-4979.6295,-1553.3561,3451.4991,-1400.6338,-59.1090,4399.2920,5971.2666,-5066.5690,-1177.8890,-5383.2168,-5065.7228,-5415.4550,4675.6260,4917.9154,-3199.5965,4859.5737,-4065.8593,-3379.4586,1258.7728,-755.8074,-5546.7549,-5561.8293,1047.0768,-801.5471,-1293.5357,596.9746,5544.0832,3014.9272,4377.3427,4425.9973,1322.0414,1975.6107,-2944.9765,0.0000,-5371.8223,3161.2066,1394.7833,-4350.0271,-1030.5478,2304.1766,5442.0201,-122.7975,4116.7716,5533.3640,-298.3105,-1508.7074,-1779.2500,-1133.1924,-620.3066,-1684.7273,756.9242,-5269.5234,4014.1979,-5350.2110,3927.9211,-1317.1390,4022.4929,-4720.0378,-4705.4190,4330.9624,-277.4514,-3328.4652,4030.7341,-1607.8361,-3013.2362,4457.7009,-73786.1278,-75766.1440,-78857.0883,-69777.6760,-73529.9387,-84059.6823,-82273.0390,-75145.8032,-146825478.5229,-146826546.7345,-146847013.0932,-146820789.1365,-76627.5220,-146826384.9522,
600.000,3791.3857,2467.3284,2883.1455,5068.1176,-3421.3157,4784.9823,2513.2065,6668.1784,3652.4176,4973.1328,6260.1096,4813.4383,-2641.3135,2026.7893,-4428.3142,-6287.7004,-6040.9582,4056.5256,-4113.7528,5832.6435,6902.8146,2707.7372,2802.7335,-1781.0091,-1097.8788,-6629.1406,-3964.9576,1279.8243,4671.7234,-3656.8735,4689.8490,-6061.2187,-5184.4859,-4228.9905,-3122.6152,-4080.0508,5326.7917,5048.4496,-3045.4954,-4375.7323,483.9618,3150.0329,-4999.4039,4096.9404,1601.2933,-2615.7803,-4701.6023,4025.4416,3597.8081,3673.8591,-259.9418,-4306.7372,1885.1184,-5260.5300,3458.3874,-1406.7343,-1049.2094,-6088.1295,4266.5537,-1006.7214,4511.7609,-1140.2818,3481.5154,-4766.9670,-5660.1512,6200.8859,-944.4127,0.0000,4290.0117,-3684.9401,-648.6131,2306.7641,-3862.5452,-3508.1218,-4259.9399,-4269.4630,4685.4582,-4211.5551,-848.4899,-3885.3269,-4901.9558,1183.0987,-6649.3883,-5510.2009,3240.6724,4634.0701,4211.7512,1685.3770,2025.3182,-4602.0586,-4610.6598,2968.3420,-3449.4044,-5176.7711,-765.3661,197.4643,6392.1764,1326.5846,-3583.8134,3399.9481,-354164.7101,-386820.4880,-372023.2933,-365228.5380,-372354.5791,-368594.0099,-372706.7708,-370643.7533,-224938728.4851,-225006655.3959,-224961807.3913,-224961073.8997,-369403.5404,-224958899.7474,-4002.3748,5806.0245,5579.9663,2115.5302,-4609.8641,-4159.5040,-4072.5923,1902.0306,-2437.6675,1061.5262,797.5690,2850.7731,6147.2977,-2376.5619,-4856.7094,-485.1347,-3201.9097,1175.0153,-4270.8265,-74.1032,-241.7646,-312.0615,6186.4733,3806.9902,4368.0556,1986.9765,2486.8463,-5931.1546,3022.2454,5888.9543,2767.4102,-2731.0795,4385.9989,-5096.4845,-4774.8430,4599.6853,-4216.4337,3498.0543,-5939.5201,2573.2386,-2398.2992,2658.4661,4747.3953,914.8004,3888.0815,3279.2792,2871.9919,-1264.1500,-3444.0915,2129.9008,-4720.9582,-3386.0328,5734.2107,3766.8949,-2898.7738,2416.7545,-6260.3283,3128.6283,4410.0858,6748.3857,-579.8928,-6624.6299,3696.0674,-1734.9823,-2430.4896,2814.2595,-5226.3036,0.0000,-1728.7565,3780.5823,6874.8281,-4432.5801,5686.3371,5735.1326,486.0458,-5122.0140,-243.5949,1735.0603,6574.8089,-4783.9620,-3825.1017,6209.2786,-1205.6601,-2331.4919,5631.7364,-546.3893,3021.5413,-4415.1197,-4382.4560,5147.6368,-853.7820,3172.3119,3862.1965,3494.8757,6572.9022,6622.3511,872.6596,-6139.6210,-5700.9140,3699.2989,-123049.5279,-131121.4896,-116838.1283,-119201.6522,-115892.0076,-117822.9430,-125234.0236,-121441.7594,240545043.9389,240552251.0751,240542735.8035,240552776.1987,-121938.5314,240548066.9476,-3899.4840,-2604.2503,-2935.5174,4265.2105,-3867.6014,2776.2164,-4903.7326,300.7734,5354.9630,-4725.5682,2911.1683,4062.9091,1934.0451,-6218.0567,-2211.8147,2837.6707,1113.4434,5519.4860,-3576.5844,3746.8790,664.7391,6377.0519,1368.6315,-5522.5153,5243.0958,499.9874,-5121.7859,-3221.2589,4139.9781,-224.3607,-4280.5594,-1992.9641,1435.8587,2109.5899,-3931.8175,-3189.4188,1489.2180,-3061.1398,-1847.1037,4721.4778,6501.0281,-5472.2248,635.8269,-5516.2583,-5522.7765,-5511.4500,4206.0692,5474.6735,-4858.1536,5456.0475,-5066.4388,-4266.5348,2948.1223,-2485.4378,-5255.3912,-6367.7388,2750.1734,1014.5800,-3280.1669,-1211.6125,5241.4729,1347.0295,4717.4379,4723.8195,2993.9848,474.8075,-4297.2493,0.0000,-4901.8080,4461.5104,-844.2438,-4653.5181,785.6480,533.1865,5329.7504,-1905.9849,5088.8596,5218.6016,-1809.8215,-3151.5270,-3096.6730,-2826.0664,936.7992,-3303.4622,2226.0578,-4730.7432,4604.5578,-4808.5989,4977.2917,493.9013,5026.3925,-5402.5071,-4635.4641,2982.1629,-2051.3389,-2067.6432,2590.7745,-2955.6341,-1677.3453,4680.0610,-73945.2726,-75901.7718,-78954.6982,-69991.6383,-73478.4858,-84034.1945,-82601.2266,-75600.0527,-146824683.9530,-146826213.1422,-146846356.6505,-146820580.9958,-76752.0043,-146825851.0727,
