sl_100_5400_20241120 Coordinates.csv
2024/11/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:10 2024,
Start: 2024/11/20 07:47:00.00, Stop: 2024/11/20 09:17:00.00,
TIME_UNITS,STARLINK-30754 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-5277 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-31790 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-30385 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-5277 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-31790 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-5277 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-31790 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,577.1558,5777.0184,-4162.4416,-6501.5599,6902.5466,1391.3062,5238.7152,4108.1317,-6234.0965,3551.6366,5595.9557,3363.5396,3331.5273,-926.2847,-3798.0021,3870.8159,6586.2105,490.6749,-736.6281,6931.1640,-4879.3711,-2624.1356,-3421.6841,1932.3901,1332.1795,5872.9972,6290.7280,-4887.0954,-3594.6861,-6372.8841,5981.0182,1465.0994,6108.1808,-5179.8820,-2814.1978,-6088.1431,4423.5379,3560.5426,-2812.7683,-4616.5630,6587.1205,-3558.7239,-5001.3774,-5116.8703,-5045.8370,5558.2066,5580.2340,-5432.9043,715.6263,-296.2857,5035.4391,-4557.1369,235.4331,-860.0767,5966.0886,-2932.7793,330.8273,5066.5040,-3615.1341,740.0248,503.1483,-862.0399,5022.2057,-4530.1920,-1210.8510,-2258.6924,1562.2268,605.9107,-2231.1502,1378.1905,5088.7751,2810.2967,-4761.7437,4599.7865,-6145.4921,2072.0568,300.0156,3610.2496,6608.1060,483.9230,4101.3879,-2187.7527,-3729.5656,5198.5109,-1815.0389,5473.7303,-5962.4178,1281.2805,2403.0038,1474.0308,4139.1252,4870.0238,2422.4593,-2028.3952,-5451.3194,916.5406,-3506.3825,-2225.1268,-5127.9541,-4277.1555,-191904.8529,-200065.4001,-185931.3359,-184406.9094,-187142.7111,-186012.7975,-194108.2016,-188593.8771,-79966868.0071,-80013986.7509,-79992183.8241,-79985793.5663,-189543.4902,-79984417.2768,-5195.7452,3730.3242,-495.7123,-609.6266,387.4320,-6634.0211,-3707.8041,-5279.7372,1503.6665,-2308.3645,48.5415,-2165.1871,-4632.4072,6269.4543,-2011.9916,1936.3725,-1880.4915,-6576.3034,-4273.8231,-234.1785,-3653.7752,3208.6960,-2749.4867,-4625.7280,4632.9615,3614.7085,1326.4812,2226.7117,-2740.6572,-2216.7734,2256.9817,5550.1384,894.6448,-533.6748,-4057.9284,2892.7023,3229.2846,3492.2022,-4442.1141,-2264.1007,-1399.3242,-5303.8502,2515.6065,-3952.9755,-574.0248,-3603.6124,-2340.8184,1537.6376,5470.7068,-6367.4704,-877.8315,-3112.6389,6452.6357,6640.4099,-2350.2910,5567.6545,-5456.6708,-1939.2894,5252.6360,6083.2487,-6867.1961,-6578.3361,3702.6998,4011.0865,6720.5411,-5960.1844,-5710.7772,-5189.5508,5191.8815,-5054.3137,374.3439,4769.6908,-2088.5598,4014.4238,807.7876,5811.6659,-6911.8395,-3409.7824,1212.2697,4159.5459,5197.4705,-1575.6268,5777.5286,-1164.2870,1915.5500,-3044.0656,2541.7424,-6072.4002,6051.1261,6674.3415,-1013.8041,-1414.5282,-5842.2565,3976.4413,-2606.7102,-5278.2784,-1313.7110,4265.3722,-4187.0955,-2785.5463,-299916.1146,-291541.7320,-285648.6713,-291633.6461,-283949.8779,-287614.8415,-290255.3535,-290406.6836,-92891110.2263,-92848650.4882,-92865731.0230,-92891993.7051,-290230.7919,-92882866.5526,-4563.9263,-911.4266,5494.4823,2030.9690,386.0783,-1392.0415,2659.3640,-1342.1011,2637.1266,5465.4599,4090.6808,-5692.4789,3792.1062,2604.0190,-5417.5257,5388.7236,981.8171,-2156.9097,-5403.6943,92.4285,3052.7368,5529.6599,-5351.1495,-4629.6047,-4964.9930,-635.5440,2592.8824,-4365.8261,5144.6342,991.8583,-2476.4574,-3874.3558,3125.7914,-4586.6791,-4851.7109,-1674.0136,4230.7226,4646.3676,-4551.6750,4647.2119,-1590.1961,2650.3649,4087.6299,-2516.7828,4690.3875,-2066.4970,3345.1605,-4033.4192,-4178.5796,2727.6498,4653.9447,4194.9855,2527.0969,-1742.2820,-2621.1112,2624.9845,4230.9407,4314.1811,2670.5345,3084.5121,-646.9160,-2091.5863,-3046.8657,-3391.4923,1211.8005,-2713.2670,3570.0471,-4545.1067,-4027.3462,4517.3468,4673.0244,4135.7210,-4292.2068,3284.8722,2840.3539,3122.6986,-81.1282,4808.2705,-1785.8263,-5520.1430,1659.4280,6398.5513,-767.4092,4434.5317,-6425.7640,2696.3206,-2142.7142,2926.6044,-2440.0172,-1193.4594,-5453.5516,4723.9796,2671.2868,-5298.3266,-3388.5673,-4410.9269,-5852.2421,4963.1707,1644.8397,-4700.2655,168139.1111,166777.7253,163314.3246,171525.4507,168954.7446,158260.9942,159051.9198,166756.0506,47507582.7485,47521160.5388,47496912.0219,47506889.5476,165234.1137,47514020.5703,
300.000,-1541.2212,6477.5428,-4513.1269,-6806.8156,6526.6259,202.9611,5233.9892,2498.9135,-6064.4221,2539.0351,5916.0349,3786.5989,2470.5399,321.5275,-4194.6177,5071.5042,6173.3615,-1152.4958,-2802.1358,6523.3808,-6123.0744,-908.9859,-4973.1075,-184.7037,3231.6161,6078.0937,5825.2170,-4813.2029,-4060.4918,-6341.0790,6717.6659,2645.7709,5273.4757,-5489.4669,-4612.9682,-5463.7272,5857.6845,4878.1015,-2764.0212,-5113.9844,6401.3379,-4831.3863,-3410.4252,-6253.0330,-4142.9265,4799.5722,5502.5043,-5220.7255,2329.3442,-1912.6782,3635.4643,-5008.8423,1851.3715,355.6742,5794.6365,-1580.0270,-1189.0809,3664.9241,-2730.3561,2345.2408,-736.5794,-1542.3834,3709.4276,-3614.4711,288.9296,-3610.8672,332.1352,-960.4951,-631.0383,-546.7412,5852.6545,3583.8622,-4363.0441,5084.2677,-5064.1942,3501.3580,-910.3964,1596.8853,5867.6364,2600.8793,5335.5814,-3999.5203,-2642.6145,4094.2548,-3673.4992,4869.7581,-4644.7855,-560.6271,2659.9924,2833.6820,3864.6929,4094.2375,993.7063,124.2043,-6505.5770,-1011.4922,-4778.0654,-111.4167,-5981.9610,-5111.3225,-185489.2208,-194099.4056,-179700.6286,-178330.8596,-181037.1258,-179862.0021,-187930.8272,-182826.8268,-77914959.9811,-77962956.8942,-77940755.5680,-77933402.5114,-183428.1795,-77932600.9378,-4845.6126,2396.1531,1593.9244,632.3196,-840.0704,-6902.7256,-4532.2954,-5729.4346,3131.8096,-4155.2421,-1845.1473,-3877.6146,-5970.1125,6789.6358,126.3126,257.2789,-3015.7395,-5939.0648,-4220.7717,-1711.6993,-2457.8530,4501.9056,-1421.9167,-5106.1163,4712.0966,2320.8486,-447.9945,3944.3373,-627.2903,-586.8409,1148.1655,4066.7267,-637.5905,1506.0160,-3572.3532,2115.4456,2337.9348,1775.1775,-2630.1302,-166.5489,-2614.3173,-4861.1958,3864.5544,-2799.6030,1284.4151,-4975.6453,-3813.2337,3428.5246,5895.0860,-5454.4921,-2385.3537,-1059.2745,6591.9310,6908.1283,-3684.1112,6523.2869,-6187.5374,-3530.3645,6279.9943,5002.1913,-6448.4317,-6781.4321,3280.1657,5515.9668,6923.1712,-5823.6252,-6609.1904,-6020.9739,6218.6297,-4405.1912,-1272.0936,2975.1238,-89.6076,2124.8041,2375.3118,5780.2641,-6600.6298,-3958.1376,403.6309,3915.5652,4257.1970,-551.3206,6306.5367,-2993.2111,2598.1604,-4597.1340,3391.3313,-5573.7716,4813.7447,5774.1746,-3084.1020,-3405.4766,-6675.3675,4168.8970,-1562.4360,-5830.2001,-2504.2291,4199.1857,-3278.3349,-802.0455,-304106.7743,-295635.0385,-289679.5427,-295623.3775,-287862.8449,-291505.2697,-294255.0531,-294057.0169,-94614843.5202,-94572968.0996,-94589939.6887,-94615907.2922,-294191.9610,-94606623.4106,-4722.6400,633.3033,4986.2342,246.9209,2148.3936,417.3792,602.3946,-2737.2889,1231.1240,4910.4922,3108.8745,-4362.4715,2284.5341,877.7954,-5496.6126,4690.3662,-834.4814,-3398.4414,-4726.4738,1611.7671,1723.3686,5164.5851,-4598.5800,-4522.8655,-3903.6604,-2377.1647,3728.4985,-3028.2506,5478.2158,2436.9177,-735.3682,-4942.3784,4431.5801,-3968.4112,-3725.4942,-3731.4373,2853.2705,4418.2413,-5815.4385,4674.8449,211.9052,934.4690,4634.0062,-1091.6800,5381.6628,-584.9393,1737.4603,-3021.9745,-2777.8021,3826.5526,5372.4583,4672.6924,1103.6772,48.5767,-906.6259,1210.0972,2848.2531,4705.2366,961.2865,4065.5324,-2392.1510,5.4892,-4869.0618,-2148.0469,-326.6053,-1010.0894,2008.5975,-3282.4578,-3013.0077,5303.6661,3467.6335,5102.4977,-5139.8712,4204.9955,3896.3960,1475.0830,-1868.6190,5435.9119,-3709.0386,-5090.2601,132.1241,5649.9137,1048.5788,4724.0434,-5292.3372,1293.7084,-3679.5551,3959.4653,-4256.4703,-2604.8147,-4842.7414,4436.1103,1266.8502,-5532.1451,-1794.0967,-3624.7137,-4377.3509,5488.1158,-165.3232,-4623.4191,168130.6878,166729.0039,163316.1484,171365.0954,169060.5197,158371.1095,158811.0702,166883.0276,47506417.0948,47519574.3395,47495328.7729,47505871.5051,165179.6193,47512630.5490,
600.000,-3521.1837,6553.3751,-4468.5500,-6411.2450,5506.1000,-1010.3578,4702.4121,618.5947,-5314.8772,1327.4168,5686.2252,3877.8778,1382.7976,1526.3701,-4236.5988,5802.7995,5143.8053,-2713.7355,-4580.1759,5483.6287,-6740.2004,855.6641,-6054.4540,-2270.6232,4791.9147,5697.5241,4817.9583,-4291.4614,-4173.7710,-5674.0506,6765.9980,3618.4405,3942.2409,-5303.5940,-5947.7838,-4224.4987,6709.9446,5729.8609,-2510.8817,-5160.4329,5577.6904,-5616.4307,-1509.1887,-6781.6027,-2876.4653,3580.9337,4891.3313,-4530.4368,3687.9530,-3377.0978,1908.6329,-5021.0761,3278.3791,1536.6442,5055.2619,-78.0251,-2562.7610,1937.2177,-1584.1103,3751.3772,-1929.7765,-2066.3403,2032.7419,-2369.0512,1763.8420,-4596.3012,-908.5213,-2400.6814,1003.8507,-2450.1936,6060.3157,4058.5079,-3550.2806,5116.2822,-3481.6391,4569.4844,-2051.4409,-570.5073,4546.8763,4459.4785,6026.0931,-5434.2697,-1282.3006,2629.7580,-5167.1699,3779.5305,-2841.2903,-2374.5611,2702.4205,3944.6402,3262.1941,2963.8765,-521.9341,2262.8225,-6914.9269,-2819.9350,-5498.5807,2024.8983,-6215.8730,-5492.7495,-178981.1871,-188046.0935,-173389.3145,-172172.4216,-174851.8159,-173632.6848,-181666.9548,-177034.1004,-75825916.7440,-75874779.5317,-75852173.3880,-75843868.0718,-177230.0291,-75843648.7396,-4072.7423,824.3751,3506.3200,1806.2437,-2008.4141,-6485.0578,-4889.9166,-5617.0929,4447.3488,-5606.9351,-3540.8495,-5171.6203,-6693.5009,6616.0642,2241.5254,-1407.0459,-3860.1483,-4742.7804,-3803.3900,-3038.9627,-1028.0695,5389.6645,-0.3964,-5110.5899,4363.9261,775.7592,-2207.0997,5253.6607,1542.3442,1123.9466,-69.7989,2197.9023,-2149.1509,3383.5198,-2774.3574,1155.6222,1247.0698,-92.4213,-535.6502,1936.7776,-3571.4663,-3942.9675,4879.7070,-1385.5017,3053.0211,-5862.7852,-4892.3580,4975.7257,5754.7080,-4029.6140,-3706.2384,1096.3610,6097.4164,6488.4975,-4644.8379,6812.7409,-6319.0379,-4815.1475,6678.6494,3438.9578,-5392.7776,-6296.2054,2446.1391,6482.4013,6455.6710,-5117.0252,-6853.7354,-6276.3046,6657.1190,-3369.6760,-2761.4488,889.2149,1946.2071,20.8590,3735.9824,5184.6035,-5635.1614,-4174.7253,-492.6295,3342.7841,2884.8462,460.0391,6213.9151,-4560.6488,2933.6878,-5673.9241,3932.3143,-4544.5306,3076.7704,4316.0751,-4844.8353,-5076.5438,-6842.2187,4012.7385,-383.6508,-5846.4529,-3474.2207,3776.9907,-2027.6263,1239.7008,-308156.3153,-299606.1927,-293583.0630,-299485.5669,-291650.3807,-295266.3671,-298123.1440,-297604.9016,-96293259.2819,-96251991.3577,-96268847.1379,-96294462.8097,-298024.3464,-96285066.5174,-4378.4383,2110.2609,3940.8287,-1564.6776,3679.6691,2181.7915,-1518.6598,-3825.4081,-306.5905,3827.3639,1794.5267,-2571.2811,523.8444,-945.7373,-4984.9275,3486.7523,-2560.9745,-4277.4673,-3543.5924,2958.5988,200.1530,4243.1899,-3352.3401,-3909.6539,-2422.7398,-3863.7096,4465.1132,-1365.0167,5205.5905,3607.9059,1087.1695,-5481.1189,5260.8577,-2927.0777,-2199.1990,-5392.2711,1169.1453,3693.8056,-6465.0720,4202.7324,1991.1391,-882.2087,4685.0542,450.0902,5493.5890,959.1196,-57.6059,-1688.0101,-1078.2340,4516.2139,5512.4955,4651.0344,-437.8322,1834.1752,905.2147,-340.8899,1158.4042,4593.3122,-851.7279,4598.0458,-3879.6396,2101.9455,-6174.0358,-674.9469,-1830.1032,801.5521,230.5043,-1667.4807,-1677.1504,5519.9881,1889.4682,5518.9892,-5391.7394,4675.5096,4514.5042,-331.5761,-3454.9775,5478.2308,-5239.2167,-4116.0637,-1410.0121,4301.6398,2751.5146,4508.6456,-3597.4957,-254.3658,-4804.6663,4555.5764,-5622.3543,-3738.1975,-3712.1945,3673.9410,-277.2086,-5174.6349,-7.0698,-2451.9709,-2437.6953,5422.1442,-1956.9437,-4053.9556,168121.0488,166679.6456,163321.4143,171199.5772,169162.5801,158486.6853,158576.0373,166884.2993,47505254.3443,47517987.9561,47493749.6955,47504870.6186,165125.0192,47511240.6213,
