sl_100_86400_20240111 Coordinates.csv
2024/01/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:37 2024,
Start: 2024/01/11 07:47:00.00, Stop: 2024/01/12 07:47:00.00,
TIME_UNITS,STARLINK-32199 - X-Coordinate,STARLINK-32378 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-32369 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-1109 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-32381 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-4096 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-32378 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-32369 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-1109 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-32381 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-32378 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-32369 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-1109 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-32381 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6171.0295,0.0000,-5197.2213,-4007.1848,4904.1875,-5434.8431,5966.6404,4536.9128,4009.4635,-5357.3231,3797.6383,-443.3036,6310.5391,4970.5585,2634.4112,-4303.8957,4201.2901,-6276.8362,-1104.6558,3678.2965,-405.4862,6330.4087,6572.3537,6127.2526,-6624.9742,5713.2092,-944.7824,-3908.5934,237.4714,6768.4184,4922.4671,-568.8858,2993.9855,-5420.1589,2229.2854,-4333.6080,0.0000,-3427.1631,-6880.9245,-2306.5973,1176.9669,340.9598,-6782.0469,5387.3065,-6281.1786,-6742.3952,4744.1277,5132.2695,-5740.0309,-3198.5815,0.0000,-4873.9280,-1306.1682,4974.7408,4734.6443,-3385.8260,5037.1805,2121.3696,-1753.1353,6575.6315,6631.1825,-2999.9629,-3602.7866,-276.1032,6500.8977,-2926.3690,4704.8933,-4088.0334,2362.3948,5304.7639,-492.4096,-6829.0374,2765.5792,6850.0034,-4980.7936,-4432.6893,4056.7341,-1928.4293,6405.7441,6385.2380,-4461.9393,5590.7978,5091.5484,5322.8790,660.7602,-328.7136,-5026.9750,3027.3971,4671.0002,-863.3885,5451.7021,6369.6325,1066.3207,4631.7334,3528.3841,-6143.1120,4646.9064,-1517.8995,5377.6547,5163.3966,-141133.5411,-160136.7884,-149140.9172,-141951.1851,-149268.4994,-145402.5440,-148910.1609,-145769.4677,-216912737.5879,-216970108.8635,-216941946.8508,-216928574.9243,-145827.0498,-216925585.8590,-2706.8314,0.0000,1062.7413,-4605.0884,-1785.1691,-2301.6878,-1487.2965,-5244.1546,2984.3342,-3877.2788,-5289.5147,6779.9568,1757.7286,-962.4686,-4738.9511,-3717.4582,1622.5018,-1253.3346,6542.2190,2195.8773,5346.7799,1657.9118,-1990.4784,-497.1115,774.2800,2708.9193,-4223.4036,2930.2350,-5263.2755,-1585.4462,1601.2937,6582.3241,2809.6598,-3795.2416,4644.5901,1108.8907,0.0000,3966.9729,-713.3053,-4737.0973,-1618.7236,5313.3209,-141.3067,-27.1961,-804.8620,71.8628,-4363.1754,-3847.9914,-1716.7319,-3998.1310,0.0000,-4690.9064,6796.2413,-1492.5069,-2897.1472,-3896.0432,-3561.0375,-6433.9920,3801.2675,-1825.5427,-838.6301,3063.2213,3543.3291,6139.6320,-1094.4275,4688.2010,-916.0657,1301.0769,5494.4282,-3775.3125,-4473.1233,292.6423,-4582.9806,-1068.3492,1890.8168,4771.8803,-3291.3824,5446.8423,-2667.5629,-756.9275,875.4422,-3663.1152,1969.0131,-741.5974,-5039.5948,-5102.0257,3796.1773,5443.3252,-717.3453,6578.2932,-4180.3490,-2104.7146,5045.9436,5142.2735,-5146.8371,2138.6210,-4975.1112,-5678.2819,3250.1527,-3280.6453,282656.9611,279674.1531,295605.7240,294205.3621,296601.7180,294964.3491,287319.8214,291150.5505,244439347.9592,244426650.3296,244431108.5648,244431216.8473,290949.4442,244426729.4198,-1256.9138,0.0000,-4452.8687,-3301.3294,-4551.9066,-3657.2492,-2979.1890,-191.1187,-4649.3795,2102.5728,2352.9150,-928.1849,-2093.7348,4711.0233,-4345.4371,3937.3869,-5276.6549,2498.0833,-1597.0187,-5440.8232,-4410.3734,-2263.2001,962.9690,-2726.8269,1894.7941,2630.2936,5144.1632,-4923.3878,4494.7999,63.1255,-4628.3383,-2153.2350,5592.1447,2107.7161,4639.2719,5269.0898,0.0000,4521.3998,242.0312,4486.3522,6641.5296,-4271.8343,-1482.3137,-4417.4914,-2823.6990,1542.2209,-2655.5230,-2657.7113,3495.6787,-4691.6901,0.0000,1605.6550,-172.0190,4589.7011,4140.6796,4622.8160,-2922.4439,-1150.6931,5541.1342,-39.3072,1410.0292,-5447.0140,4721.9471,-3216.2517,2214.8984,4064.4358,4985.5831,-5469.2913,3509.3203,-2367.5211,-5293.9043,-344.5652,-4238.1498,277.6066,-4285.7197,2315.1713,-4592.0974,-3817.3344,-156.4616,-2420.1859,5226.1499,-1630.2661,-4277.2054,4378.4561,4711.5323,-4524.2394,-2621.8022,-2790.0208,-5074.9345,-2031.9395,1000.8679,1715.7735,-4646.5181,-479.4651,3025.8160,2362.1808,-1268.5099,-3692.7002,-2953.1578,-3242.8907,-164034.8207,-165691.5198,-169144.7417,-159970.0778,-163962.2767,-174461.0747,-172344.2178,-165121.2963,-145448417.1146,-145429834.1832,-145457640.1531,-145433780.6266,-166893.8709,-145438769.5779,
3600.000,4800.8685,0.0000,5901.3969,6145.3664,-5240.6782,6862.5363,-5306.1697,-2060.7159,-6017.7796,6467.9128,-475.9784,-1725.6884,-4877.1175,-5757.6059,1419.9481,6303.5855,-4105.6429,4555.7430,-1561.9771,-6224.5953,-3494.9506,-6593.2938,-4161.4694,-5696.0548,6054.6267,-4154.5728,5007.7901,-111.5320,1999.2429,-5061.2620,-5160.3267,1731.2570,1452.1743,1525.9098,-5544.2528,4610.6631,0.0000,1048.8082,5676.9362,5554.2846,-5762.1240,-4458.9203,4639.6025,-3932.0270,3918.1287,4425.5457,-1425.2650,-1675.8798,6909.8087,5762.0130,0.0000,5246.6947,-556.1731,-4235.7558,-784.2470,6226.4523,-893.6091,1053.7285,-1996.2128,-4238.4886,-5455.8511,897.4210,-657.2817,-1385.3294,-6182.9282,-1489.4935,-1826.6870,-681.5102,-4917.0851,-1908.6640,3822.9308,5167.5346,155.9098,-5375.6102,5062.0632,3228.8731,-773.7068,399.1848,-4421.5686,-3641.0018,2010.1679,-4135.2840,-3715.4819,-3306.0749,3272.1737,4313.3213,916.3527,-3929.8030,-5461.3645,-2052.6094,-3876.4778,-5464.7489,-4635.4135,-5313.4875,239.3694,5592.1513,-3006.2283,4257.6271,-6506.7284,-4663.4428,-204556.6656,-225487.2614,-215477.8856,-209564.6211,-217581.3424,-213557.8681,-215762.3076,-213099.3669,-272790695.1149,-272848345.8673,-272817619.6355,-272811989.8320,-213533.6007,-272804081.5894,-213.8628,0.0000,-3554.9650,3213.6751,4442.7010,949.0597,4206.0862,5770.1752,957.7633,2008.1615,4505.0062,-4667.0946,1699.1606,3661.8236,3974.1172,2858.1334,2686.8199,-2262.9156,-6186.3118,542.4045,-4155.5702,-118.7835,3137.8279,2680.6282,-2887.2230,923.0632,4209.6203,-4517.5808,6584.5876,2746.8730,2421.2802,-2764.1024,237.5933,2890.6142,-3259.5631,-4557.8596,0.0000,-6497.5421,-1006.8358,3590.7176,1750.9206,-3122.5083,-1790.0613,3717.8291,-1911.2862,-2048.4562,4276.8164,4864.1543,262.5124,956.0502,0.0000,1580.9686,-5699.6528,4937.9008,4117.6965,1706.7773,4904.4962,5350.0629,-5212.3329,3902.0382,3218.4179,-6152.3830,-4333.5765,-6720.5292,2487.2226,-5047.5626,4197.8674,1090.2074,-4893.3442,4083.8442,5213.7720,-2073.6893,6726.7154,3031.5874,-4591.8499,-5757.9514,5566.8979,-6905.4427,4234.4559,3546.2442,-4408.3367,4695.8891,1973.7888,4291.5414,4980.5132,4907.2547,-4911.1840,-1359.3946,3806.9590,-4885.9392,4812.1196,3368.5436,-4453.4032,-2492.1039,5088.1182,-3569.7941,5453.3233,2808.7932,-2049.5706,5011.4604,238857.4356,231184.3849,251341.1146,248333.1687,251514.9500,250606.6343,242509.6420,245584.6548,179925005.2505,179899861.8355,179909766.1696,179909957.2194,245770.0311,179911466.1964,4874.0918,0.0000,669.0684,-131.3388,834.6719,-433.9693,-918.1089,-3257.4073,3059.8508,1523.1776,-5247.2339,4704.9143,4525.9784,-1173.7255,5503.6025,73.7658,4889.0154,-4632.2979,-2424.9838,2966.5494,4308.9620,-2113.9405,-4584.6561,-2368.6604,1759.5488,-5376.3620,-1582.4710,5245.1056,-836.4623,3864.8297,3946.6085,6124.8498,-6790.3071,-6133.7166,-2616.0697,-2425.0918,0.0000,-2177.3468,3818.7663,-2067.4314,-3467.1265,4102.9851,4831.1586,4368.1515,5375.8633,-4917.5127,5301.1825,4648.1243,585.5332,3737.7219,0.0000,-4290.4266,-3897.8321,-2420.4087,-5526.5755,-2543.9045,4647.1013,4171.0863,-4152.3856,3645.5529,2543.7961,3046.9371,-5365.0544,-1011.7955,1982.5232,-4416.1346,-5200.3243,6815.3843,-211.7454,5245.6084,2525.3058,-3987.6888,1135.9446,3163.4370,68.8564,2046.9895,4077.2870,-288.8637,-3275.1555,4607.1983,-4968.0622,-2867.6384,5496.9108,-4342.2895,-3560.4620,1962.1035,4631.7440,5397.9405,1920.1933,4466.1323,3154.8639,2589.1071,2598.4995,3688.3205,-4718.8311,1967.4449,-3035.8695,4691.9342,-1288.9856,-1034.2144,-162926.3555,-165262.7651,-168058.6839,-160796.7001,-161500.5614,-171810.6045,-173923.9278,-168101.1876,-145433290.0188,-145419279.8307,-145446410.1081,-145427624.5144,-166352.2657,-145425882.1254,
7200.000,-2129.6406,0.0000,-4144.2009,-5974.0879,3469.5489,-5415.6018,1954.5875,-1656.6059,5631.0598,-5396.5634,-3670.0508,4401.0537,2274.1271,4232.6415,-5124.6019,-5560.9582,3729.6246,-1804.1639,4104.7521,6424.0673,6253.3900,4121.3170,94.4067,1326.3365,-3127.2661,1927.4353,-5500.1999,3335.5595,-3174.0814,1306.9235,4460.2301,398.5355,-3076.8545,1760.9823,6745.0027,-3477.4890,0.0000,1207.9039,-2375.7273,-6548.4141,6695.8139,6748.4774,-1191.9394,2183.2809,-972.0404,-773.0931,-2705.8083,-2305.5544,-5202.1454,-6723.6032,0.0000,-4758.4307,3223.9084,2478.8422,-3001.3119,-6832.0139,-3445.3025,-4590.1395,4252.4922,-183.0796,1579.8099,671.6166,4219.2493,2728.4087,3269.1417,5056.1018,-573.2083,5515.0340,5618.4608,-2441.4315,-5087.5269,-1046.4490,-2661.1121,1943.3128,-2473.7599,-103.0954,-2016.5404,1364.0015,676.0044,-42.7137,-22.0509,261.9396,2342.9728,1067.5694,-5726.3276,-5875.6959,3535.0901,4462.0200,4344.6962,5070.1823,221.0817,1982.9228,6247.3381,4893.9887,-4098.9333,-2379.0725,-517.3065,-6303.5863,5056.0213,1924.4315,-255642.9566,-276660.6141,-268501.2372,-263903.6948,-272367.6796,-268646.8976,-269576.9793,-268575.0893,-310056189.8314,-310110378.9421,-310078064.0048,-310072467.9421,-267946.4761,-310069615.9941,4101.6611,0.0000,4293.1919,-610.0202,-4943.9568,901.8278,-5080.5593,-4791.6884,-3761.2577,966.1167,-3210.6250,822.6370,-5192.8799,-4508.1197,-3195.2114,-698.4623,-5631.0007,5565.5934,2893.2655,-2201.9792,2524.4018,-2064.8982,-4304.1452,-3869.5924,4387.0440,-4970.1876,-1874.0935,5580.1135,-5170.8851,-3958.7887,-5237.6245,-2272.4336,-4781.3003,1478.7407,1300.9601,5657.3694,0.0000,6654.1664,3402.1391,-1556.1488,536.2413,498.6019,4287.1824,-6350.8906,5019.3828,4466.3087,-4052.3010,-5276.7551,1504.5196,1627.7783,0.0000,2383.9027,2602.0666,-6365.1798,-5142.2446,506.8265,-5127.8298,-2699.3395,5492.1583,-5098.6523,-4768.7009,6789.4985,4786.3182,4404.1378,-3478.4129,4321.6967,-6541.0053,-328.9025,2483.0514,-4217.3253,-4401.2939,4018.4014,-5620.8528,-4697.0682,4805.8561,4615.5444,-6544.9820,5333.2490,-5026.8161,-5831.1625,6722.9151,-4228.7258,-5567.7320,-6643.0613,-3907.7930,-2786.6978,4902.5214,-3285.6498,-4844.6212,2135.2347,-4280.9866,-3953.7814,2846.6880,-1470.7902,-4305.9719,4024.5939,-4237.5175,284.8759,-333.1024,-4751.4117,181488.7689,167901.0671,191262.1676,186860.8054,190553.6587,190009.8101,182813.9591,185189.0693,103146194.1094,103108651.5120,103125819.4486,103124873.0588,185185.5907,103131526.5704,-5064.0427,0.0000,3497.4690,3461.8965,3369.0373,4234.2782,4114.8511,4723.6811,810.6222,-4266.8804,4910.2303,-5197.4777,-3893.9911,-3120.6692,-3432.5537,-4070.5162,-1570.5500,3602.8517,4609.1226,1319.7106,-1643.3303,5152.7455,5427.9726,5326.6366,-4375.8189,4296.7461,-3400.9435,-2409.2573,-3359.7926,-5570.4112,-921.2904,-6557.0800,3975.6320,6544.8659,-993.4638,-1955.5891,0.0000,-1518.4265,-5546.6214,-1642.8681,-1775.6611,-868.5721,-5333.0756,-1841.8303,-4684.0172,5219.0692,-4985.9922,-3881.9434,-4348.9912,-568.9730,0.0000,4465.5147,5535.6646,-1224.0435,3540.3505,-1089.5025,-2901.5506,-4346.9310,326.7392,-4536.8127,-4635.4027,1188.2522,2679.9129,4597.1540,-5067.4047,1697.7541,2190.1620,-4214.5014,-3235.3323,-4925.7402,1708.3384,5431.1979,2797.1771,-4730.4036,4171.7519,-5154.5568,-1196.9480,4185.4564,4725.7444,-3633.9140,1697.4545,5408.8378,-3403.4966,1683.9175,250.5258,2052.6356,-3163.8829,-3984.2190,2372.9611,-4232.8373,-5467.4374,-5336.6069,991.5016,-4697.8885,3568.0472,-5112.6210,5439.9682,-2892.6232,4731.8485,4638.4655,-161933.3909,-164826.6525,-166497.6405,-162529.7803,-159515.5396,-168249.6727,-174708.5060,-164134.1173,-145417638.6378,-145408718.1577,-145434373.8934,-145420497.1770,-165792.9908,-145412950.1388,
