sl_100_86400_20241019 Coordinates.csv
2024/10/19 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:38 2024,
Start: 2024/10/19 07:47:00.00, Stop: 2024/10/20 07:47:00.00,
TIME_UNITS,STARLINK-2613 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-31780 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-32141 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-1135 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-32079 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-4376 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-31780 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-32141 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-1135 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-32079 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-31780 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-32141 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-1135 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-32079 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2162.7346,-2945.3279,6246.1106,5289.3797,-4461.8182,-3572.5045,4942.0167,-3858.1605,1139.3191,-960.1476,-2481.8046,3269.4081,-4372.1273,942.4433,-3858.3556,1449.1240,-5959.7986,6269.8121,6353.7593,-3537.2018,-2795.9596,851.7792,5803.8159,1063.3528,4997.3385,4635.0690,790.0745,-978.1836,4666.6350,724.9995,4919.4145,2909.6627,4007.4243,6049.5392,-3305.7515,975.2480,-3785.8012,-3932.9219,-965.0825,-4989.6566,1210.5953,1214.8650,3438.9765,6463.5582,5992.8813,6028.3880,4822.7811,-5023.4589,-102.6204,-2619.3194,-1737.1519,1823.9330,4003.7435,2270.2178,-984.5432,6199.7247,5132.1358,-1299.8882,-4342.2140,-5872.7165,3540.7496,-3222.6226,-1757.3098,-3155.1970,1415.4294,2600.5592,3711.7335,-2674.0943,2529.1043,-3770.0735,-232.1070,5065.2723,3879.4610,1944.8396,4154.2736,3845.6018,-3097.3297,-3925.7796,4792.6925,1636.4338,3054.4649,-1805.6935,5425.9561,4008.0299,-4601.0893,-4355.9178,-3684.9230,181.2122,-5883.6719,5868.9007,-5185.8558,-2598.1040,6165.7212,-4605.5893,-1386.8836,4162.1286,4301.9643,5193.1818,-5720.6602,5957.5666,32785.9137,38885.6982,40818.3131,39100.5429,40753.7872,39787.5631,31523.2533,36187.9674,-134210652.9162,-134224906.2573,-134216537.9782,-134228310.3642,35443.7554,-134226136.9202,3553.7920,-892.6786,2840.3166,2143.5825,-2415.8931,2488.4309,2504.7928,-5620.3602,4403.6773,6313.3058,1136.3615,3585.0395,-4366.7145,-4895.3912,-3232.9167,-4951.8469,1198.2963,-1791.3542,-2220.4122,2371.2835,-3104.3454,5956.3708,3500.5158,-5530.6601,-908.7313,-3864.9421,-6330.1233,5259.0424,-2177.8385,-6239.5934,-4798.4863,-4552.3989,-3453.6474,3344.8893,-2677.5591,-2650.1730,-5042.2009,2150.9495,4080.0001,-2848.4998,6002.1476,-4014.7375,3954.4580,-2094.9333,-2385.2322,-3266.1117,3853.8128,1722.8711,-4391.3537,4356.5973,-6496.5741,6537.9802,3207.3134,4447.7799,4320.3811,1496.1255,3383.7946,-5455.2689,1454.0989,3334.9917,2725.5848,-4862.0298,4778.6733,4710.2428,5260.0177,-373.9549,1472.3784,3644.2446,4029.9984,-3680.4571,1157.3539,3525.6101,-5324.0564,-6413.5803,-1330.3207,5191.2241,-5413.0638,-1859.6194,4981.3897,-6375.2996,3936.0614,5535.9739,3437.4496,-4176.1522,-2194.4823,5344.1151,-2677.4259,6252.5470,-2130.4734,-3230.9492,-1325.7229,-5763.5127,-3037.8041,-229.8104,1715.5019,-5275.1756,1722.5184,761.5221,-3780.5794,-2735.6798,-352039.3762,-328345.8025,-331629.6970,-337692.6945,-329746.3409,-333505.8759,-331478.6528,-335228.0700,-75090828.6292,-75073733.8299,-75072690.0197,-75086101.8732,-333860.1296,-75096389.7664,5527.0267,-6230.7726,932.2959,3903.4936,4719.9067,-5381.9141,4164.8113,-1192.4045,-5225.5781,2668.7490,6385.3440,-4938.7761,-3119.6245,4645.3053,4773.0685,4600.3713,-3348.7994,-2155.4091,1620.0430,-5457.6243,5506.1706,3276.2533,785.1909,-3824.9161,-4731.5037,-3403.0332,2158.6122,4377.2428,-4654.1016,2506.4798,-871.0062,4162.9539,4477.4828,242.1494,-5460.6327,6332.5034,2840.2371,-5274.7971,-5508.6297,-3894.4813,-3015.3851,-5507.5402,-4540.6914,-616.0003,2512.1410,-988.9393,2905.1010,4339.1473,-5358.9520,4709.6599,-1153.6069,1334.6871,-4675.4422,-4839.8533,-5097.3649,-2735.4422,3204.5704,4070.3003,-5225.7910,-973.2267,5279.2181,-3738.2036,4700.4261,3841.6203,4096.6459,6417.0785,5673.3183,-5251.5812,4924.3722,-4345.0700,-6847.0935,-3207.9443,-2142.1824,1716.3254,-5408.6587,-2494.6713,-2779.5680,-5154.5299,-759.6328,-1797.1693,4790.7152,3381.4380,2344.8541,3812.5407,-4722.2782,578.9237,5205.6836,-2740.6079,2705.5728,-1808.7929,4402.3387,2817.6230,-997.4423,-5063.3761,-6587.5220,1636.0384,5136.9224,4524.6727,904.4717,2283.0631,140133.0037,134734.1531,133842.1743,142170.5421,139452.2101,128770.8267,129697.4505,136655.4137,63194616.2480,63175909.0650,63204243.6783,63202457.7890,135808.9933,63206728.2233,
3600.000,-1372.8810,4634.1080,-5179.1403,-3782.7231,5896.0403,100.3237,-6810.1281,4658.5818,-4548.7110,-579.3858,-965.1490,-6188.8112,5872.4767,3413.0109,-608.5780,2618.7799,3207.5785,-5241.2553,-5365.9168,2066.0938,5971.8191,-3292.4192,-5595.8984,2877.3745,-3884.9556,-772.0366,1349.3295,-1007.7402,-2166.1745,3100.6015,-3110.6362,1761.6381,-478.3799,-5612.4148,5156.8846,-20.4872,4097.5271,512.8724,-3257.3524,5011.8106,-4159.3946,2356.1954,-4273.5719,-4362.5884,-2688.3217,-4466.5623,-4132.4101,4237.6092,4155.2608,-1020.6856,3211.5492,-3096.5989,-6358.2132,-2390.8754,-2492.2171,-6843.5862,-6765.3470,4400.8237,-316.8744,2628.8051,-4736.4138,4054.6682,-2133.0311,1829.4581,-4851.7628,2583.7883,-4722.2208,725.1237,-4664.0902,4155.6176,5167.4453,-5601.6722,-675.4710,705.6301,606.6266,-4119.1258,3942.9308,6406.9846,-4078.4843,1917.5398,-4429.3550,-297.8667,-6186.8783,-2384.9610,4650.1746,1816.7510,4577.6469,-2093.0023,6688.1894,-2862.1032,4702.4523,3702.8432,-4215.2798,2584.6924,5904.2630,-2649.1128,-6570.2053,-4518.0409,5739.6637,-3086.5568,120257.2981,120190.0646,123286.3899,120290.6351,122575.4274,122188.0410,114018.9756,116231.6657,-110132442.2878,-110151385.4488,-110146184.3313,-110155540.1505,117300.5606,-110148103.4621,-5571.5803,4626.6269,-347.1923,1704.1225,-1215.5201,-5102.2084,-57.9632,4059.2341,-1693.4963,-6705.7235,-4155.8820,-2661.0464,3459.6939,5128.9569,707.6712,3440.3897,-3925.6083,4077.2753,3462.4391,-5852.8561,816.6323,-2490.1827,-1229.2832,2952.5375,4643.1558,4129.4799,5954.2880,-6822.1850,5334.5332,3876.3223,5203.3508,3840.2457,5491.5829,-1274.9715,-1199.0739,-2761.9099,1360.6641,-4886.2056,-4388.9128,-1178.9081,-2752.4053,5582.0830,207.7765,4136.4165,3558.1997,4176.5062,324.2344,-5181.9885,2900.6498,-5863.2124,3522.8561,-3874.4709,-383.6165,-77.4475,-6102.4996,753.1405,-1514.1432,2819.8647,1012.4249,-4724.0919,1455.9050,940.5482,-5512.7685,-6588.2879,-4719.9965,-1432.1794,-4925.4765,-6464.4592,178.2636,-1060.0052,-1724.2235,-3730.0422,4569.2673,4727.1815,-1073.2097,-1724.6349,1350.9417,-1337.7751,-3922.3048,4775.7628,222.0669,-6553.7995,-1803.7619,6478.6214,5151.4376,-5020.0471,-1590.5495,-6191.3199,-467.0925,4543.9377,-2733.3270,2284.7064,164.4162,-4068.9213,-1735.9380,5793.1040,645.3489,3253.4508,1955.9310,-181.0336,-332406.8136,-312305.7983,-313436.3094,-318171.0069,-309655.8790,-313266.8474,-312570.4760,-313203.6268,-107286524.0688,-107272219.6226,-107265983.2960,-107285130.8690,-314247.2530,-107291182.0766,-3885.2870,2300.2503,-4589.2886,-5541.2161,-3453.2802,4660.7989,-1329.9404,-3116.8983,4927.8611,1626.3676,-5493.9641,1565.4450,-1188.8719,-2937.4980,-6885.1305,-5406.8248,4723.9814,-1749.9103,2673.3934,3045.1302,-3407.7035,-5477.1668,3700.2360,5398.4744,3376.6829,5496.4664,2842.6249,-576.2281,3858.7410,-4613.7163,-3351.9353,-5366.6504,-4218.8742,3830.8548,4442.6534,-6374.8804,-5410.5685,4859.9870,4231.4365,4637.9570,4644.2030,3329.1554,5441.9267,-3230.7034,-5302.3326,-3255.5312,-5428.4555,-1529.5019,4709.6161,-3570.6785,4871.7665,-4828.0079,2737.9211,6519.1359,1458.0955,-860.8359,229.8713,-4566.1597,6851.8952,4151.2991,-4842.3946,5525.8377,-3636.8144,477.4279,-854.9058,-6288.6070,-1283.4262,2362.6699,-5024.7910,5301.8731,4299.0080,-1743.1536,5151.3824,-5008.4579,6822.8759,5280.7745,5396.1336,1582.1616,-4041.2537,4465.6050,-5315.2598,1534.6462,2290.1709,-682.0117,-242.8552,-4405.2805,-4951.3896,-1972.9588,1249.8705,4380.6460,-4311.4883,-5392.4500,5505.0171,4847.8762,3212.1667,2692.7368,-2103.2157,-4144.1965,3323.0482,-6222.7128,141220.6276,136319.9316,135921.4896,141793.8386,142391.2202,132331.5471,129035.1884,136008.0067,63171944.6199,63153116.6811,63177957.1934,63175613.3828,137035.6238,63184208.8424,
7200.000,3490.3271,-2531.5963,2843.5636,2159.4804,-5777.9604,2347.3933,6189.6606,-4228.0445,6719.9171,2382.3753,2506.0240,6256.4959,-4984.2017,-5742.2122,2813.8062,-5992.9154,-46.9261,1707.5869,1829.1825,-629.7604,-6815.2887,5539.2058,3153.9318,-6192.1228,2203.7207,-3417.5805,-3611.4502,2401.5835,-219.0804,-6110.3275,-603.1584,-5683.7113,-2557.7009,3489.3124,-5807.8447,-3160.7095,-4227.7367,2017.3745,5634.9838,-4362.0817,6128.0889,-4180.0399,4876.9140,-18.3301,-1487.3340,652.5752,2898.6807,-1905.1835,-6640.6274,3708.8592,-4535.1779,4434.8495,6613.6729,3547.4559,3941.8296,4921.7548,5878.4542,-6543.3756,5288.2386,2028.1460,5173.4675,-4786.7002,4808.7527,601.3339,5762.7996,-6501.1086,2164.2453,812.6523,5738.0859,-4025.3848,-6889.4551,3699.5014,-3483.4250,-4136.1081,-5474.0065,4208.0470,-4427.7563,-4928.2957,2506.1562,-5401.9608,5314.6972,2759.6056,4096.0361,5.6080,-1580.1089,2216.7692,-4864.0196,3487.0335,-4230.1280,-1155.5917,-3540.1094,-4781.3643,-1045.9294,-733.2666,-6615.6050,-660.0991,6187.1863,3187.8079,-3917.9289,-2368.6951,199882.0026,191617.4003,197745.0479,193573.5644,196539.6390,196020.6602,189354.3202,192733.2075,-78540412.2116,-78562530.0566,-78562383.2154,-78564926.0770,191629.9260,-78556731.6698,5978.8664,-5756.5816,-3248.7964,-5416.8509,3837.9340,6423.0767,-2106.3791,-293.9993,-440.3981,4223.4544,6329.6770,1049.3024,-759.9634,-3547.4491,3992.7818,-1972.0983,6118.7226,-4957.7043,-4003.5703,6776.4406,862.4002,-1339.6586,-2640.8916,-212.5543,-6577.1667,-4281.8204,-1834.8264,5393.2780,-6892.1937,-320.3381,-4166.4041,-2772.8252,-6292.0599,-2241.1033,3700.1037,5588.8044,2969.4353,6461.2503,4001.7129,4724.2040,-1084.3379,-5439.6013,-3862.6648,-5003.3006,-4741.9301,-4179.3888,-4790.1487,6160.0881,-1572.2048,5856.1800,1165.9684,-287.9642,-1916.6566,-3994.3825,4288.7975,-2911.5910,-1010.4461,-40.4490,-358.9626,4959.6388,-4379.3937,3087.0854,4986.0013,5151.9428,2016.1564,28.1824,5327.8687,6592.0540,-3403.6951,4995.3176,-417.2144,1610.9985,-3261.7154,-1992.6557,322.5173,-2624.7737,3294.2216,3134.3705,192.5103,-1737.4006,-3642.0075,3382.7664,-1430.8109,-6312.8550,-4524.5334,3601.8830,4647.4348,2715.6874,3212.2366,-5295.1182,5742.1615,1884.3842,869.4752,6706.4179,-576.4938,-4316.8524,-2156.3935,-6031.1139,1498.3698,761.6934,-291243.4005,-277734.2698,-275501.9177,-278793.9849,-270092.5956,-273433.8691,-273554.2277,-275398.7893,-132135030.5012,-132124524.9443,-132115460.8717,-132140085.5829,-274924.8710,-132139028.0052,-164.8721,2935.7277,5404.5443,3712.4784,88.3638,-1062.4111,-2327.8249,5458.4704,-1621.4323,-4949.0931,1399.6407,2754.5928,4728.7288,-1000.9532,4927.3713,2828.5844,-3274.0450,4421.1084,-5351.8906,1239.5179,-832.0278,3798.7404,-5451.0846,-2826.4632,-10.8476,-4244.3927,-5389.3758,-3612.2571,-760.3406,2889.0408,5488.6980,2558.2009,1406.9422,-5542.6400,-681.1899,2636.1782,4590.2633,-1443.7989,-344.5060,-2609.1198,-2803.1847,896.5425,-3062.8413,4625.5532,4811.9068,5473.2944,3894.0954,-2364.1149,-1191.7578,263.0101,-4967.8758,5291.5666,827.7382,-4454.8442,3401.6097,3916.6455,-3548.9391,2290.8147,-4491.3210,-4229.3065,1401.2994,-3946.7931,363.7093,-4485.1593,-3050.8033,2434.2032,-3900.4353,1954.6586,1558.2163,-2342.1002,736.5557,5653.9084,-5025.4125,5166.3657,-4263.2825,-4836.9930,-4024.0068,3349.6931,6473.3185,-3793.9838,2508.5027,-5138.4797,-5294.7270,-2883.3099,5014.0925,5464.9044,1629.4230,5192.2963,-4288.4604,-4336.8648,1608.9483,4630.0558,-6813.6639,-1176.3531,2012.9713,-5371.0884,-2248.0362,1250.3984,-5506.7940,6471.5701,142253.5752,138701.7502,138284.3445,140453.1935,144816.4317,136793.7615,129106.4311,139565.2838,63150067.8674,63130678.7894,63151867.3792,63150969.6468,138247.2086,63161690.0797,
