sl_100_5400_20240206 Coordinates.csv
2024/02/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/02/06 07:47:00.00, Stop: 2024/02/06 09:17:00.00,
TIME_UNITS,STARLINK-5949 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-31577 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-4698 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-4415 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-31577 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-4698 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-31577 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-4698 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6079.6981,-481.5064,-5416.4053,-4885.7351,-3456.8886,764.0644,-4857.5293,6253.7863,4198.7330,5759.1834,4047.0585,-2871.1519,6175.9770,4365.8194,-3828.3304,-5523.8253,-1690.3638,4404.9312,5644.0814,6279.1224,-4801.8171,1962.1251,6845.6363,-4706.0453,5694.3144,2215.7014,2287.8448,-792.8769,5802.9762,1477.4590,4294.6217,-4916.4431,3795.6281,-2201.5512,4059.0028,3913.5093,5214.1458,-2941.1301,-4386.4340,4757.2708,-2967.7694,-1752.9764,6771.9698,-3522.0837,2770.2976,2500.9314,-5089.5273,3863.2407,-3571.5541,5792.1643,-2507.4603,1279.7714,-5925.9039,-4908.2356,6022.2531,3922.1670,-2988.5431,274.2032,1091.5312,6917.8435,532.0168,-2347.7222,4704.6238,-2838.5595,-1317.7942,-4593.5442,1408.6467,3353.7847,995.5927,2631.6971,-5251.9937,-6677.8579,6435.5766,-4273.5285,3471.5055,-3159.9262,-5272.2085,6728.3710,-4179.5287,-294.3674,-1107.7604,-4889.9311,4585.7841,-1238.4606,2693.3006,3753.5637,1600.5773,-4528.8716,-6756.2396,-5103.6267,3861.2090,-1741.7733,6156.3184,-3236.4067,-5432.3336,5036.6631,2656.9613,-192.6875,3068.0992,-774.6538,-302221.7470,-333586.9807,-324642.0990,-317601.3339,-325281.4167,-321112.7458,-320924.1710,-321055.1198,-229005130.3668,-229004391.8145,-229002573.1207,-229010063.3287,-319729.9648,-229017501.0036,3332.0682,-4143.2202,-3796.7034,3653.0463,2297.6003,-6705.7209,4064.8197,652.2096,190.6695,-374.7257,-4325.8304,-5281.0826,-289.1491,-3445.8452,-3927.7499,2331.8237,2001.8841,-3004.5066,-2000.3330,-2720.6521,350.5075,6580.9416,928.4540,-863.0100,-1496.3521,-3840.2415,5527.3270,4098.9745,-3007.6343,-5248.3222,-1592.7157,-4845.8910,4671.1427,-5317.8488,-930.5599,4543.5008,-358.6800,5203.3565,-4215.1550,1482.9003,4918.8712,6287.4650,-835.8677,3929.3263,6182.0625,-3779.3565,-98.9373,-1782.5586,-5705.2867,-254.6031,4367.6038,-6375.0416,-95.7573,1074.7052,-374.6680,-3223.6279,-3979.5115,-5946.3642,5522.4964,73.0480,4892.6456,-4822.0898,1169.4622,-3940.0317,6469.1445,-3052.4989,-4889.2272,-3859.5423,4967.2716,-6417.9767,-1610.1596,719.8064,-2563.4951,4165.0352,-4951.9984,-4983.5406,2374.6745,-482.9808,-3643.0743,4782.4335,-4450.3110,2324.5787,-3285.5164,-6075.4950,3161.4753,5582.2248,-5711.9396,-3205.5770,343.5166,-2829.5478,3895.1458,-5751.9268,2582.5439,6103.6246,1653.1126,-984.3213,3460.1932,-5095.6983,3224.2922,5561.7836,81689.1848,68320.9831,85246.9495,86928.1212,85935.1530,86138.4890,77716.9856,82097.7515,221836170.7901,221851964.1694,221844689.4994,221841866.5989,82312.3170,221847490.6028,251.8404,-5310.5479,2113.9366,-3276.9403,5526.9154,-1618.0592,-2839.3006,-2939.6038,-5524.2127,-3857.4197,3501.5888,3415.3214,-3186.6767,-4133.0884,4236.8979,-3508.6396,-6443.3348,-4265.2072,-3500.3375,-579.5744,-4975.9808,918.3890,533.3259,-4778.8078,3666.1916,5345.6199,-3289.8950,5510.7522,2277.5669,4094.2056,5179.7483,484.6765,3298.1886,3838.5370,5527.9779,-2989.6860,4553.4128,-3531.7854,3311.0989,4811.6173,-3864.3256,2086.8173,-789.7578,4496.0490,1481.0810,5229.7221,4697.0169,-5464.7644,1702.0356,-3787.2013,-4692.3453,2349.4915,3609.3142,-4622.2953,3410.4093,4725.1347,-4817.1972,-3567.4773,4016.0559,-244.7261,-4779.4905,-4401.6816,-4957.5061,-4949.2332,-2064.2120,-4093.3049,4729.9689,4515.4457,4712.2293,101.9871,4203.0139,1706.7264,-150.8938,3308.1439,3147.4272,-3646.6393,3790.1609,1022.1379,-4171.0198,-5023.4030,5184.7297,-4315.5308,4035.5207,3065.8765,-5540.1909,-1710.8318,3562.4353,-3971.6176,-1468.2511,3718.8912,-4251.5457,-3451.6391,-1872.5454,-840.2518,-3884.5629,4665.5153,5373.8709,4523.9077,-5331.2827,-4099.0008,-172120.5508,-176741.0015,-179113.3243,-170003.9785,-173878.7895,-184400.8618,-182394.2382,-175741.5768,-129148426.0554,-129150780.6966,-129162289.1710,-129169703.4489,-176879.9530,-129160096.9489,
300.000,6551.1642,-2591.7914,-4319.1469,-3185.5544,-2229.5069,-560.3495,-3138.0942,6685.6436,4328.2812,5964.1354,2130.9305,-4344.9292,6775.0926,3907.2805,-4175.8355,-4371.0071,-694.8513,2659.8051,5668.3842,5617.6161,-3639.5138,2964.2824,6806.8077,-3975.3846,4388.1904,77.6955,4011.3783,1381.9665,4413.7118,-307.5932,4111.4971,-5602.9058,5334.3557,-3160.7924,3466.8395,4283.4208,4485.7209,-1567.5877,-5699.2290,5875.9389,-1086.0720,-587.0926,6421.7658,-2122.4507,3911.2282,375.3836,-4017.2885,3182.6525,-4894.8085,4598.1518,-548.8852,-176.0508,-6494.1442,-4063.6862,6442.2211,2441.4071,-4758.9075,-1475.9770,2691.6605,6525.9900,2195.9963,-4233.3093,4147.0957,-4647.4536,382.0772,-4511.4937,840.4022,1836.7021,2486.9440,1404.3007,-6314.5584,-5782.9986,5638.8713,-2484.3903,1532.7552,-3809.7106,-5200.9392,6505.5494,-4358.7736,1493.3663,-2780.7065,-3158.3828,2804.3941,-2648.4120,4155.9296,5050.4698,-102.4736,-5872.8498,-5987.0633,-4837.5762,4195.5289,-2805.4579,5911.1679,-1908.8024,-4068.5003,4189.4019,4470.8942,-2273.2193,4784.3352,-1005.0255,-303798.9704,-334934.3629,-326203.5693,-319203.9122,-326972.7457,-322793.8555,-322490.6783,-322919.7639,-233791986.0514,-233791477.4444,-233789270.9243,-233796334.9224,-321356.7085,-233804276.7879,1892.0666,-4130.0331,-3558.1335,4141.5976,4054.8659,-6113.9429,4803.4463,-971.5920,-1929.1786,-2223.0665,-4905.5990,-5063.1016,-1027.0545,-5035.0419,-1987.2810,1363.0482,3847.5582,-4243.0583,-3501.3607,-3747.1554,2112.8761,5679.5134,-288.6136,1134.9106,-3030.9246,-4168.3206,5140.9558,4110.4413,-3752.0479,-6047.1466,-3564.1591,-3842.7534,3814.3198,-3688.6984,-2997.6091,2810.2955,-2381.0445,6348.6469,-3553.3386,2.6276,4727.7642,6823.0198,-2310.5805,5407.5550,4964.4352,-4144.3637,1664.2885,-3759.9611,-4922.3756,-1700.0862,5245.4542,-5739.2803,1326.3915,3075.0325,-1804.0056,-4758.7644,-3439.9227,-6350.5103,5832.2782,-1128.3896,3617.9196,-4146.2418,-861.9855,-3375.5641,6055.5149,-1095.3466,-6194.8232,-5290.9424,3536.1670,-6582.6059,-311.1048,1886.6046,-3538.3148,4427.7085,-5224.5282,-3256.8950,3947.5193,-1990.9896,-1698.6286,5473.3341,-3100.2723,3293.5156,-4352.2536,-6235.3574,1568.7206,4755.4315,-5034.8774,-1834.2648,1543.4427,-983.4746,1955.0792,-4291.9971,1106.8032,6186.1028,3204.8792,-2965.8520,2487.2826,-4464.7879,2144.7414,3911.8818,75428.1471,61371.6692,78658.2507,80166.4125,79227.5962,79490.7819,71037.9751,75222.7603,216784416.4629,216800319.9932,216793423.6254,216790477.7935,75597.9229,216795740.3903,-1284.0281,-4671.1647,4106.6049,-4545.9985,5135.2403,-3239.8970,-3907.1251,-1588.5263,-5072.0334,-2769.1418,4327.5065,1821.5072,-1187.4398,-2717.5822,5159.4794,-5225.8546,-5752.9578,-4642.3074,-1924.0374,1238.9628,-5498.8136,2631.1000,-1273.9823,-5351.4959,4432.5788,5552.5508,-2019.9008,5384.6106,3783.4801,3137.4415,4268.8679,-1326.2870,2030.5605,4922.8147,5186.7345,-4319.9976,4717.6213,-2329.3150,1702.5138,3671.8973,-4941.3107,308.7449,762.9639,3785.2307,2849.5237,5528.1343,5389.4071,-4867.9351,189.6967,-4892.3934,-4423.7935,3844.6891,2062.3665,-4543.9432,1821.0712,4416.1689,-3672.1729,-2376.0087,2566.9549,-2021.5567,-5399.8138,-3608.6651,-5490.3488,-3882.7633,-3323.4190,-5062.5036,3034.6137,3895.4411,5399.9368,-1689.2555,2811.0456,3314.6010,-1929.2804,4554.8577,4100.1725,-4797.0139,2280.4318,-533.5692,-5124.8326,-3999.7874,5527.9471,-5208.3320,4614.2560,1409.1477,-5311.4557,-198.5719,4742.0085,-2949.7280,-3117.1133,4846.0028,-5171.2279,-4664.0950,-3453.8580,-2558.9734,-4529.4669,4664.4063,4663.8407,4621.6878,-4553.7564,-5658.9711,-172122.9353,-176757.7084,-179090.8744,-170094.4412,-173705.0277,-184258.0643,-182605.6039,-176166.6034,-129145134.2673,-129147053.3855,-129158539.2717,-129166352.2854,-176883.7469,-129156885.3113,
600.000,6394.8847,-4413.7393,-2785.0525,-1159.8913,-832.4268,-1864.3136,-1109.7390,6477.4222,4089.0211,5613.3642,-0.8837,-5373.5494,6690.0113,3091.1604,-4169.3346,-2713.6839,300.6021,665.2154,5148.2840,4377.7504,-2163.7016,3702.3030,6096.3853,-2876.6047,2678.4438,-2061.6942,5316.1952,3416.2566,2578.4002,-2036.4311,3567.2076,-5743.2502,6334.4265,-3861.6052,2589.6280,4233.6225,3365.1667,-64.8631,-6441.1438,6433.6015,928.7493,635.2493,5428.4339,-551.1075,4700.4346,-1781.7947,-2592.4319,2242.1116,-5744.5550,2975.7555,1441.2842,-1652.8784,-6433.4663,-2849.0395,6235.6088,759.6506,-6052.4996,-3065.0971,4002.4957,5488.3786,3682.9002,-5707.8715,3238.1026,-5994.0181,2071.7690,-4026.3361,226.9025,166.3475,3782.5810,21.1365,-6758.9464,-4320.2247,4277.5399,-421.1631,-576.0377,-4138.9923,-4632.6825,5618.9119,-4166.2208,3103.9245,-4222.4162,-1127.3974,764.2674,-3781.4646,5248.6259,5857.8946,-1834.3414,-6625.8513,-4629.3201,-4138.7433,4175.8337,-3644.3864,5106.4585,-371.5010,-2324.9571,2979.1740,5855.4440,-4136.7670,6046.3150,-1048.5282,-305248.0377,-336136.3973,-327622.6800,-320664.0398,-328519.9269,-324336.5325,-323917.2441,-324512.1704,-238467433.6146,-238467164.1687,-238464591.5297,-238471224.2213,-322842.5346,-238479645.0379,258.2052,-3729.0873,-2885.7084,4271.0120,5435.9952,-4932.7137,5116.0749,-2487.4659,-3847.6168,-3839.1614,-5041.3857,-4357.5838,-1645.4775,-6115.9793,156.7387,312.1936,5333.2950,-5092.6218,-4641.2206,-4404.8797,3708.3340,4210.7111,-1491.3886,3043.3841,-4310.1929,-4150.4118,4248.4220,3774.9007,-4166.2990,-6248.0583,-5170.5495,-2447.1112,2595.4079,-1701.9306,-4777.5413,754.2841,-4191.2081,6884.5519,-2557.9345,-1441.2352,4118.8332,6660.1542,-3561.8164,6376.8326,3261.4780,-4161.5078,3305.2174,-5372.8518,-3665.9421,-3026.4343,5641.2550,-4552.4328,2596.9514,4779.0105,-3036.9080,-5858.9011,-2601.0039,-6154.5065,5581.7265,-2240.7367,2016.6830,-3104.5939,-2834.2811,-2521.8611,5068.6047,993.6250,-6872.7140,-6202.8027,1788.8646,-6106.3484,988.2300,2904.1312,-4183.8590,4281.6730,-5002.2954,-1206.9672,5111.6887,-3301.2720,425.7392,5659.7716,-1488.3178,3994.4885,-5041.4516,-5783.8933,-134.9535,3470.3108,-3895.4101,-304.4762,2625.3576,988.6915,-184.7151,-2418.1599,-509.3993,5681.7387,4476.8934,-4678.2166,1319.4390,-3422.1025,904.0146,1845.0879,69136.9622,54396.7267,72036.1104,73372.6873,72483.1082,72807.7019,64332.3909,68338.2094,211629401.2113,211645403.3802,211638904.7551,211635859.2056,68851.5625,211640733.0358,-2682.7481,-3492.2705,5661.9759,-5327.9995,4190.6771,-4516.5593,-4558.8483,-67.8906,-4080.3768,-1385.6182,4680.3694,31.2325,937.7447,-1010.7470,5530.4122,-6388.9929,-4455.1036,-4500.7315,-141.9503,2920.8622,-5432.8937,4061.3712,-2944.7831,-5309.4165,4725.7899,5169.8314,-523.4777,4679.2329,4882.5013,1828.1782,2898.5396,-2994.6068,539.0646,5477.7019,4289.2335,-5140.0432,4377.7297,-878.4798,-88.7172,2138.9024,-5488.8382,-1503.5586,2231.5996,2669.8473,3913.0447,5233.4217,5504.8142,-3749.7075,-1342.8777,-5473.6750,-3672.5114,4924.8592,295.4470,-3957.6393,36.7863,3636.0355,-2133.3216,-930.9254,841.2888,-3581.2193,-5425.8483,-2430.6094,-5437.8375,-2401.3046,-4224.8243,-5476.2175,1016.8826,2838.6125,5507.6527,-3300.1696,1116.4838,4567.1162,-3500.9822,5290.9345,4591.9856,-5436.2203,524.8298,-2029.3922,-5533.0379,-2550.2629,5278.5230,-5543.2893,4700.6460,-399.3746,-4513.8196,1334.8784,5411.7632,-1596.9095,-4431.2958,5452.2834,-5540.7066,-5378.1302,-4666.1837,-4007.1728,-4679.4654,4165.7236,3453.5875,4200.3441,-3292.2369,-6620.4796,-172125.5466,-176774.3005,-179064.1001,-170189.7269,-173534.5990,-184109.7737,-182810.6267,-176649.1053,-129141847.5351,-129143333.8407,-129154787.3273,-129162985.8155,-176887.4186,-129153673.4162,
