sl_100_86400_20240729 Coordinates.csv
2024/07/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:39 2024,
Start: 2024/07/29 07:47:00.00, Stop: 2024/07/30 07:47:00.00,
TIME_UNITS,STARLINK-3752 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-31653 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-32079 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-5429 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-11184 [DTC] - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-6375 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-11159 [DTC] - X-Coordinate,STARLINK-1021 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-31653 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-32079 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-5429 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-11184 [DTC] - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-6375 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-11159 [DTC] - Y-Coordinate,STARLINK-1021 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-31653 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-32079 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-5429 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-11184 [DTC] - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-6375 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-11159 [DTC] - Z-Coordinate,STARLINK-1021 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,782.7204,5722.4601,-4798.3363,-5089.6404,-362.3591,3072.7414,4530.8725,-3804.1150,-1651.4875,6044.0158,3859.3192,1993.4555,-5244.3120,-3300.8185,948.1612,-94.5804,-6207.2581,-3355.3219,5110.0151,4433.8068,-4698.2992,-6055.4249,5389.9154,-5899.6733,-5171.5410,-5619.1338,984.3348,-1301.1768,2779.5331,5537.8017,2150.3989,-302.3907,4873.6681,3042.5735,-3171.8342,2103.8302,4680.0800,-3856.9808,-2630.5709,1717.2254,-6229.8862,2228.5518,-663.5730,-2411.5769,-3719.5217,-5689.0884,-4410.1250,-3979.6275,2509.0788,3049.2132,1371.2221,3305.4243,1796.0516,1480.9879,593.0291,-1022.4819,1604.4944,-4980.6584,5046.9794,-3547.3437,3779.7429,1103.1232,6341.3919,5753.1036,-4053.9194,-1516.1919,-4311.5756,-2937.0084,-4073.3239,5292.2066,-5408.5764,-1352.1498,3443.4680,2724.6452,-3616.1633,-5044.5419,-147.9435,-3621.8280,-3431.7143,3586.2229,1087.5837,4148.2525,-4647.6714,-1965.2162,-5772.5144,-494.2899,4734.2279,1214.7643,-1624.2076,-3497.0272,-1755.3128,6196.3358,4726.0498,6208.2721,-2514.1442,5014.4518,4672.5843,892.3568,1591.1944,-4473.1088,-343136.3845,-326070.9310,-333266.5881,-339876.6843,-331873.1113,-335840.8970,-335032.9588,-338332.7925,-225520367.1177,-225503666.5783,-225495632.1749,-225510237.2731,-336801.2128,-225519113.8334,-4299.9030,601.2599,-2090.5891,-1908.5818,1220.1611,5775.0013,-4723.1671,-3330.2274,-6708.2821,-3195.1856,5740.0694,4771.0027,1936.0382,-5276.3840,6608.2889,-6349.1582,-897.6118,4619.5480,-1151.6845,5096.4942,5077.6705,-56.2467,-3264.8479,334.7560,-3784.4093,-3860.5579,4324.0487,4284.6172,4210.9857,1115.4233,5084.2682,-4097.8530,-3103.4339,-4566.8375,6143.3003,-5912.9106,4671.5257,2291.8557,-4687.1437,26.9354,1576.1069,3568.6043,5811.2338,4796.7532,1845.7966,-267.2112,-2927.3609,-5021.5703,-4161.9656,-3183.3533,-5174.8241,5317.5479,4656.4958,-4886.7445,-5759.5514,-6829.3598,-4822.8001,-4135.2870,-4238.0128,-3526.0472,-5562.9877,4834.7666,-2839.5250,2998.4072,-4410.5601,-3954.1869,2990.8749,-4921.0639,-2247.3710,-3812.3975,3840.2647,4900.0863,4073.9806,5851.4231,-2018.1458,-2154.3399,6756.6786,-3988.6181,2319.9623,-4617.8168,-4618.2209,-914.7008,-4681.5213,5134.1397,-3752.3088,5671.3223,1930.8737,-6733.1345,-3985.7449,-3071.2703,-3393.6002,795.7777,4878.6029,-561.5817,5846.1767,238.8038,5079.1861,5087.8800,6268.8535,80.2044,-86504.9008,-92353.4228,-97152.7356,-96803.4825,-97105.2606,-96734.9044,-88283.8001,-93315.7278,-691864.0092,-675126.3506,-678127.5549,-671321.6148,-92575.9357,-675219.6203,5356.1399,-3864.0567,4516.5711,-4127.6973,6817.3736,2303.7219,2239.8584,-4573.9542,-388.1902,1059.4660,-532.8741,4619.6113,4084.6778,-3069.3853,1879.0492,2208.7038,2959.1981,-3717.3102,4394.6021,-1504.1987,519.2202,3229.2917,-2670.8092,-3640.6504,2391.2148,-718.6667,5302.0067,5068.1930,-4637.3556,-4055.5302,4192.9995,-5476.6193,3846.6384,-4247.6420,-286.1209,-2703.4070,-2101.2710,5273.0960,4379.6006,6719.2484,2408.6907,-5320.6121,3332.3192,-4368.2960,5525.7304,-3967.2030,-4315.4553,-2664.2265,4930.2087,-5342.8639,-4232.2537,-2949.5879,4642.2471,-4704.1003,-3825.3461,422.4143,4714.1384,2459.0028,1775.7903,-4796.2443,1251.6718,-4585.7176,168.0144,2450.3579,-3268.4657,5462.8799,-4540.9583,-3912.2665,5112.7756,-2315.3791,-1632.0408,4686.4829,-4439.4199,2202.2021,5534.6046,4208.9335,-939.8785,-4189.9545,5532.7978,3707.6730,5038.9671,5453.0353,2107.6419,4222.3832,787.1007,-3938.3254,-4692.6297,-1032.4453,5421.2519,-5154.7017,5798.8881,3007.5473,-686.8349,2995.2412,2753.0091,4610.1161,-618.5399,-4635.1712,1827.9104,5280.1794,141587.1579,137925.0274,136952.4091,145558.1474,142468.9756,131824.9063,133096.6390,139480.6409,85021484.9457,85002345.3682,85022142.3435,85028762.1073,139023.2566,85033265.1905,
3600.000,2439.6458,-3249.1469,3738.1906,6647.9474,5243.4584,-4983.1127,-3327.0339,6452.5208,2894.3723,-3328.1344,-5082.0465,-5202.2047,5505.9941,4755.0410,-3044.7056,2203.0330,4483.7651,925.1900,-1429.5651,-4417.3837,2407.3718,3671.6851,-4412.9646,3629.4909,4309.6807,5539.5009,-4485.9491,-3730.7260,-5865.1910,-6827.5383,-5181.1334,4682.6924,-6699.9588,989.1370,906.4483,1470.2953,-6082.8160,421.7073,5695.2362,-4301.3693,5677.1371,-5448.3045,-3095.2790,922.9026,1559.1673,3930.0487,3880.0203,5834.6376,-830.3989,926.9933,3217.6191,-3952.3678,-5628.2813,2086.0711,2130.3309,2470.7284,2263.4313,4430.4344,-3377.6595,4374.8308,-586.4638,-4307.9830,-4496.5965,-5163.8407,5009.3115,5083.1405,2624.0036,5663.0236,4199.0293,-4293.4215,1873.9020,-2730.1847,-6264.9748,-4224.9510,5533.3323,3747.3365,-2442.4346,5364.9141,975.4349,388.4280,3102.7497,-4051.8699,5574.1055,-2107.8618,5132.4769,-1405.4653,-5513.3462,473.5569,5258.0389,-980.1533,2870.6619,-4420.2958,-4655.3828,-6416.6194,-1067.2119,-4222.2436,-4709.5757,-4572.9855,-3455.2238,5507.5356,-312827.9831,-294243.4152,-300452.2203,-306047.2272,-297313.9696,-301083.8098,-301605.9994,-301545.8502,-217614965.8622,-217601653.7507,-217591842.4084,-217609774.2928,-302744.3130,-217613141.1242,5890.8782,2602.0931,-2090.3192,-1243.3622,-1730.4869,-4637.7565,5685.7259,190.0555,5048.4330,3867.3436,-3653.8875,-2336.4783,-4202.1277,1791.4656,-5971.8617,5679.2007,-2427.6713,-6743.7266,4062.0495,-2088.5934,-5776.4770,-3439.2896,4838.6527,-3574.0954,-9.7276,1651.8809,-4631.0377,-3396.4374,-994.1140,-1096.4136,-4402.5425,3457.9853,1288.9898,5218.3981,-5420.9277,3928.4554,-2944.8466,-4907.9751,3531.0292,-3970.4223,-3212.7652,158.9278,-2627.7635,-6836.8144,-5400.3662,-3365.1761,-1796.5780,3634.8257,6682.5622,4930.6234,4349.9921,-1655.1397,-2718.9061,5937.9427,6566.8798,4824.7746,5517.5761,718.8783,5181.4786,-719.7503,4737.5488,-5190.5190,2411.2861,510.4864,37.2824,1594.2480,-6024.1886,3919.3259,-2145.6581,5020.9908,-4166.1172,-3406.9694,-2266.9486,-4732.4164,-1591.2835,-1866.9069,-5630.2503,-331.3219,-5624.2547,4153.3870,3453.1448,4688.3337,3464.1773,-4867.7992,1228.4191,-6774.9233,1979.5372,6094.3950,3381.4504,292.1217,-1098.9871,2527.8414,-1834.5663,2236.3558,-5014.9015,4193.5550,-2572.3627,-3435.7621,-2436.2790,-3383.2817,-169965.1491,-172605.2883,-179126.1718,-177170.3325,-177998.3837,-178239.9335,-169992.5793,-172442.9414,-59071876.3285,-59052366.6132,-59050201.6180,-59046387.0610,-173577.7314,-59054448.4801,-2693.0029,5529.9082,-5437.7940,892.9362,-4215.4023,1330.1331,2110.3589,2186.8448,-3748.2896,-4678.0931,-2995.8316,-3957.5541,-167.9662,4714.7660,1778.2140,2842.6269,-4709.2336,94.6283,-5321.5596,4890.4254,2986.5968,-4677.5890,-1986.5146,4702.0464,-5319.7203,-3688.8015,-2513.5329,-4510.6928,3360.7309,-745.7124,-1382.9573,3590.9360,1291.0461,4455.3072,4194.3355,5383.1908,-1571.5505,-4878.3787,-1804.1070,-3740.5698,2137.4283,4024.9362,-5378.0479,524.7719,-4038.8794,4614.3039,5312.8405,-941.2138,-1637.0122,4762.5387,4148.7897,5423.3989,-2735.4385,2918.3672,675.6413,-4304.5793,-3549.7005,-5280.7700,2884.1467,5313.2220,-4905.9821,284.0253,-4729.4766,-4608.7657,4622.7141,-4418.6581,2215.8853,821.1023,-5067.1229,-2065.6273,5067.6318,-5372.2580,1926.7170,2502.8093,-3841.4589,-5512.5629,-2980.9593,4194.9249,-3913.1722,-5534.5406,-5144.9081,-3083.0351,2207.8847,-4474.9562,-4496.6756,-122.9921,3708.6458,-3246.4796,-2991.7883,6853.7096,-6241.1259,-4715.2028,4634.6404,1295.9181,-4677.3802,-3339.9138,4373.6966,3917.6886,-5230.6380,-2496.4838,143356.3321,139084.4044,138896.7908,145195.5403,145416.7813,135266.4138,132314.6567,139407.2405,85033677.9989,85013773.7633,85029918.5466,85035281.3253,140196.8666,85044181.3794,
7200.000,-3984.2643,692.9323,-2638.9674,-5009.0479,-6873.5601,5318.5216,178.2854,-6082.2212,-3981.5562,-999.7369,5087.1475,6878.0161,-3406.1233,-5607.7711,4465.7550,-3854.5419,-2047.6355,1936.3521,-1870.0513,3894.7433,1255.9919,-623.8948,772.9915,-981.0614,-2771.1423,-3463.6159,5645.1151,6477.9079,6584.4658,4727.9106,6114.1311,-6430.5837,3850.1143,-4345.2024,2686.9634,-5304.4285,5448.4982,2141.4785,-6517.0258,2943.0941,-2108.6414,6212.0496,6098.0293,793.5952,129.3993,-1798.2418,-2997.9164,-5642.4835,-735.5857,-3675.4070,-6254.1220,4515.4587,6705.3450,-4375.2443,-3875.6808,-4102.7921,-4869.2618,-3465.4461,-692.2627,-4861.8253,-3755.2101,4698.1197,153.4412,3713.2069,-4787.3633,-6888.7654,-537.5862,-6148.1406,-3979.0017,1043.7671,2944.8266,6052.7006,6715.3168,4179.0564,-5840.1375,-2391.5424,4635.6655,-5497.2736,818.7090,-4440.9544,-6183.8397,3035.9373,-4581.8171,5360.8706,-3361.0661,2699.3189,5080.1317,-2868.6493,-6450.2753,2935.2161,-4549.5380,1949.0096,3456.6118,3706.9589,4726.0759,2251.1128,3938.6259,6719.1774,4775.6252,-4708.7966,-261926.7964,-243687.5478,-248620.5219,-253080.3701,-243970.5662,-247434.8717,-248648.4555,-250288.5120,-194861717.8511,-194852183.1512,-194843259.5521,-194863625.7951,-249595.6868,-194859801.7049,-5408.8249,-5727.1988,5665.4308,3525.4136,-436.3197,1552.7918,-4599.0456,2455.7718,-1143.3957,-4234.5019,-99.1067,-60.3254,4628.8744,2045.4004,3004.1708,-1208.2085,5547.8171,5450.9217,-6127.6994,-2262.3184,4938.0057,6198.0668,-4386.2857,6202.5654,4443.4977,2215.8216,3543.2815,1952.3747,-1795.3616,292.1858,2363.3020,-2174.2667,946.8740,-5027.4387,3206.6368,-1263.5077,-178.5705,6417.1250,-1480.2620,6116.9708,3922.5599,-2670.0130,-913.0101,5835.8741,6918.1117,6216.7681,5653.0943,-716.5501,-6349.9830,-5729.9706,-2552.7595,-2621.7105,185.3334,-5353.5727,-4985.4627,-902.4732,-4936.3147,3506.3462,-4093.3408,4197.9007,-2757.4788,2337.2620,-2373.9281,-4288.9231,4160.8903,232.4861,6765.1598,-1648.5638,5346.4107,-4504.3842,3895.7146,1971.6926,122.5863,674.6876,3702.7870,5542.8075,1839.5301,3900.4611,6868.6352,-3534.5677,-2316.3316,-6096.9699,-273.0890,3907.3467,2623.1214,4883.2832,-4696.9751,-3078.3207,-2183.4778,4361.8773,4277.1370,-5612.0153,-2841.8115,-3331.0549,3387.0882,-6423.5285,-1580.3037,1500.4447,-2608.8142,4739.1700,-243823.4336,-243022.3355,-249505.2467,-246068.7968,-247443.7777,-247644.0057,-240899.0635,-244707.1613,-113403414.0415,-113382876.0328,-113375257.8424,-113377957.9035,-243443.4474,-113384956.7989,-1665.6060,-3841.1742,2961.0165,2997.7372,-895.9720,-4179.2444,-5171.3906,1852.4059,5533.2802,5371.8558,4707.2735,911.1822,-3873.7719,-3539.8243,-4381.1251,-5380.9536,3621.0933,3592.9152,2396.7183,-5256.1181,-4712.9198,2881.0963,5184.2846,-2955.0618,4395.6749,5475.9243,-1861.9906,208.0834,314.5494,5077.7492,-2276.6882,859.7982,-5706.3501,-1995.5062,-5514.9981,-4119.5191,4281.6102,1498.9676,-1870.9255,-1469.7829,-5229.4005,505.6116,2702.9331,3622.8224,19.6629,-2505.8653,-2383.2163,3963.7220,-2678.1351,-1267.0847,-960.3304,-4543.4961,-1243.7886,598.3167,2864.5752,5488.6191,238.7580,4858.8444,-5424.1826,-2596.9317,5002.4351,4240.6661,6522.5373,3985.5973,-2517.4230,607.4440,1428.2973,2747.5787,1852.9349,5138.8296,-4778.2829,2706.0455,1729.4211,-5354.6418,-259.9382,3373.8210,4646.8609,-1065.1564,-162.8193,3965.0241,2087.8110,-1226.2617,-5191.8938,2022.3012,5455.5190,4084.2920,-507.8526,5483.3406,-1284.8626,-4535.6500,3054.6820,3574.1446,-5160.0245,-4804.2799,3775.3329,-457.7606,-5480.7678,-859.3657,3939.2083,-1837.8524,144964.9271,140349.3577,141175.7865,143875.7510,147852.4377,139605.2692,132275.4598,142366.6603,85046520.8552,85025661.6128,85038115.9089,85044274.7643,141356.6734,85055067.1498,
